model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,range_atr,body_range_ratio,close_location,upper_wick_ratio,lower_wick_ratio,momentum_3_atr,accel_3,atr_ratio_6_72,body_atr_pct,minutes_from_rth_open,day_of_week,volatility_regime_code,trend_aligned,dist_pdh_atr,dist_pdl_atr,dist_onh_atr,dist_onl_atr,model_code,direction_code,win,large_winner,large_loser,mfe_r,mae_r,bars_to_mfe,bars_to_mae,good_entry,strong_entry,bad_entry,very_bad_entry,bars_in_trade
Control,Long,2023-03-26 22:10:00-05:00,,,,2023-03-26 22:10:00-05:00,2023-03-26 22:35:00-05:00,12589.75,12580.6230760027,12608.0038479946,12608.0038479946,2.0,75.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,False,False,False,9.126923997300764,18.25384799459971,,0.07249487874898838,,0.0,,,,,,Win,Research,1.068267907444426,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,1.068267907444426,0.0,0.4598718289205122,0.3672490943959088,760,6,1.0,1,,,,,0,1,1,1,0,2.492625117370122,0.6026126657378317,5.0,3.0,False,False,True,False,5
Retest,Long,2023-03-26 22:10:00-05:00,2023-03-26 22:10:00-05:00,2023-03-26 22:20:00-05:00,,2023-03-26 22:20:00-05:00,2023-03-26 22:35:00-05:00,12587.5,12578.77512675743,12604.94974648514,12604.94974648514,2.0,75.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,True,True,False,8.724873242570538,17.449746485139258,,0.06931378941466168,,2.0,2.0,0.0,,,,Win,Research,0.7736502081274694,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.16666666666666666,0.21490283559096374,0.06683168316831684,0.4500859219932106,0.22473187016123305,770,6,1.0,1,,,,,2,1,1,1,0,2.8653711412126435,0.3724982483576436,3.0,1.0,True,False,False,False,3
BOS,Short,2023-03-27 02:05:00-05:00,2023-03-27 02:05:00-05:00,,,2023-03-27 02:05:00-05:00,2023-03-27 02:25:00-05:00,12577.0,12594.28586745015,12542.4282650997,12542.4282650997,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,False,False,17.285867450149453,34.571734900300726,,0.13744030730817725,,0.0,0.0,,,,,Win,Research,2.4514245595256225,0.9026548672566371,0.9469026548672567,0.04424778761061947,0.05309734513274336,-2.299566400970938,0.35294117647058826,0.8832878325510879,0.9560693231053342,-445,0,1.0,0,,,,,1,0,1,1,0,2.183864946833988,0.4338804530133751,4.0,2.0,True,True,False,False,4
Control,Short,2023-03-27 02:05:00-05:00,,,,2023-03-27 02:05:00-05:00,2023-03-27 02:25:00-05:00,12577.0,12594.28586745015,12542.4282650997,12542.4282650997,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,False,False,False,17.285867450149453,34.571734900300726,,0.13744030730817725,,0.0,,,,,,Win,Research,2.4514245595256225,0.9026548672566371,0.9469026548672567,0.04424778761061947,0.05309734513274336,-2.299566400970938,0.0,0.8832878325510879,0.9560693231053342,-445,0,1.0,0,,,,,0,0,1,1,0,2.183864946833988,0.4338804530133751,4.0,2.0,True,True,False,False,4
Control,Short,2023-03-27 08:45:00-05:00,,,,2023-03-27 08:45:00-05:00,2023-03-27 09:30:00-05:00,12604.5,12630.588729725405,12552.322540549194,12552.322540549194,2.0,75.0,1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,75-79,Early third,False,False,False,26.088729725404846,52.177459450806055,,0.20697948927291718,,0.0,,,,,,Win,Research,1.0493036758836278,0.410958904109589,0.5068493150684932,0.5068493150684932,0.0821917808219178,1.7536308007918164,6.470588235294118,1.1772660631170322,0.2784998934583422,-45,0,1.0,0,,,,,0,0,1,1,0,2.6064894962587055,0.8432760134954637,9.0,1.0,False,False,True,False,9
BOS,Short,2023-03-27 09:40:00-05:00,2023-03-27 09:40:00-05:00,,,2023-03-27 09:40:00-05:00,2023-03-27 10:40:00-05:00,12540.75,12573.19462113232,12475.860757735358,12475.860757735358,2.0,85.0,1,2,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Open,85-89,Early third,True,False,False,32.4446211323193,64.88924226464223,,0.25871356284368396,,0.0,0.0,,,,,Win,Research,0.8206290926133323,0.2112676056338028,0.6197183098591549,0.4084507042253521,0.38028169014084506,-0.8321872488473229,5.032894736842105,1.5905584056123272,0.11808367071524967,10,0,1.0,0,,,,,1,0,1,1,0,2.018824622203802,0.5856132491888891,12.0,3.0,False,False,True,False,12
Control,Short,2023-03-27 09:40:00-05:00,,,,2023-03-27 09:40:00-05:00,2023-03-27 10:40:00-05:00,12540.75,12573.19462113232,12475.860757735358,12475.860757735358,2.0,85.0,1,2,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Open,85-89,Early third,False,False,False,32.4446211323193,64.88924226464223,,0.25871356284368396,,0.0,,,,,,Win,Research,0.8206290926133323,0.2112676056338028,0.6197183098591549,0.4084507042253521,0.38028169014084506,-0.8321872488473229,0.0,1.5905584056123272,0.11808367071524967,10,0,1.0,0,,,,,0,0,1,1,0,2.018824622203802,0.5856132491888891,12.0,3.0,False,False,True,False,12
Retest,Short,2023-03-27 09:40:00-05:00,2023-03-27 09:40:00-05:00,2023-03-27 09:45:00-05:00,,2023-03-27 09:45:00-05:00,2023-03-27 10:40:00-05:00,12541.25,12574.028933908585,12475.692132182832,12475.692132182832,2.0,85.0,1,2,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Open,85-89,Early third,True,True,False,32.778933908584804,65.55786781716779,,0.26136895372139785,,1.0,1.0,0.0,,,,Win,Research,1.1325871702702943,0.010101010101010102,0.48484848484848486,0.48484848484848486,0.5050505050505051,-0.11440274447174689,0.01643835616438356,1.5944246327812468,0.012074721215995454,15,0,1.0,0,,,,,2,0,1,1,0,2.013488302702688,0.5643868727272686,11.0,2.0,False,False,True,False,11
Control,Long,2023-03-27 19:50:00-05:00,,,,2023-03-27 19:50:00-05:00,2023-03-27 20:40:00-05:00,12473.5,12465.414479962565,12489.671040074873,12465.414479962565,-1.0,75.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,75-79,Early third,False,False,False,8.085520037435344,16.171040074872508,,0.06482158205343604,,0.0,,,,,,Loss,Research,0.9275841214015369,0.4,0.85,0.15,0.45,-0.37103364856061477,3.1634241245136185,0.4598897575453035,0.2412103132324739,620,0,1.0,0,,,,,0,1,0,0,1,1.329537240675716,1.205859357822161,3.0,10.0,True,True,False,False,10
BOS,Short,2023-03-28 02:20:00-05:00,2023-03-28 02:20:00-05:00,,,2023-03-28 02:20:00-05:00,2023-03-28 02:55:00-05:00,12452.25,12465.24943572642,12426.251128547165,12426.251128547165,2.0,90.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,True,False,False,12.999435726420415,25.998871452835374,,0.10439427193013645,,0.0,0.0,,,,,Win,Research,2.3943346969089614,0.5903614457831325,0.5903614457831325,0.0,0.40963855421686746,-3.288604282501465,0.9340659340659341,0.8750439704461791,0.8290006392499467,-430,1,1.0,1,,,,,1,0,1,1,0,2.634729746798882,0.5577165157457488,7.0,3.0,True,False,False,False,7
Control,Short,2023-03-28 02:20:00-05:00,,,,2023-03-28 02:20:00-05:00,2023-03-28 02:55:00-05:00,12452.25,12465.24943572642,12426.251128547165,12426.251128547165,2.0,90.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,False,False,False,12.999435726420415,25.998871452835374,,0.10439427193013645,,0.0,,,,,,Win,Research,2.3943346969089614,0.5903614457831325,0.5903614457831325,0.0,0.40963855421686746,-3.288604282501465,0.0,0.8750439704461791,0.8290006392499467,-430,1,1.0,1,,,,,0,0,1,1,0,2.634729746798882,0.5577165157457488,7.0,3.0,True,False,False,False,7
Retest,Short,2023-03-28 02:20:00-05:00,2023-03-28 02:20:00-05:00,2023-03-28 02:25:00-05:00,,2023-03-28 02:25:00-05:00,2023-03-28 02:55:00-05:00,12451.25,12463.96376174596,12425.82247650808,12425.82247650808,2.0,90.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,True,True,False,12.713761745959346,25.42752349192051,,0.10210831640164117,,1.0,1.0,0.0,,,,Win,Research,0.7078943415673455,0.125,0.2916666666666667,0.16666666666666666,0.7083333333333334,-1.7697358539183639,0.033707865168539325,0.9095161450136235,0.06598480005682222,-425,1,1.0,1,,,,,2,0,1,1,0,2.6152763174571385,0.6489031464367336,6.0,2.0,True,False,False,False,6
Confirm,Short,2023-03-28 02:20:00-05:00,2023-03-28 02:20:00-05:00,2023-03-28 02:25:00-05:00,2023-03-28 02:30:00-05:00,2023-03-28 02:30:00-05:00,2023-03-28 02:55:00-05:00,12449.0,12461.769921621248,12423.460156757505,12423.460156757505,2.0,90.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,True,True,True,12.769921621247704,25.539843242495408,,0.10257789076429998,,2.0,2.0,1.0,,,,Win,Research,1.057171719639786,0.3055555555555556,0.3055555555555556,0.0,0.6944444444444444,-1.7913187471674155,0.3033707865168539,0.9387393034699838,0.21322537112010798,-420,1,1.0,1,,,,,3,0,1,1,0,2.4275795043580777,0.8222446708309618,5.0,1.0,False,False,True,False,5
BOS,Long,2023-03-28 06:15:00-05:00,2023-03-28 06:15:00-05:00,,,2023-03-28 06:15:00-05:00,2023-03-28 07:15:00-05:00,12440.0,12428.70798783322,12462.584024333562,12453.0,1.151256287009988,90.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,90-94,Early third,True,False,False,11.292012166779386,22.58402433356241,,0.09077180198375713,,0.0,0.0,,,,,Win,Research,1.4280005867720045,0.7674418604651163,0.9767441860465116,0.023255813953488372,0.20930232558139536,1.3615819548291206,8.307692307692308,0.9180495158938653,0.7029973719724413,-195,1,1.0,0,,,,,1,1,1,1,0,1.5719076226484892,0.3320931597144695,7.0,1.0,True,False,False,False,12
Control,Long,2023-03-28 06:15:00-05:00,,,,2023-03-28 06:15:00-05:00,2023-03-28 07:15:00-05:00,12440.0,12428.70798783322,12462.584024333562,12453.0,1.151256287009988,90.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,90-94,Early third,False,False,False,11.292012166779386,22.58402433356241,,0.09077180198375713,,0.0,,,,,,Win,Research,1.4280005867720045,0.7674418604651163,0.9767441860465116,0.023255813953488372,0.20930232558139536,1.3615819548291206,0.0,0.9180495158938653,0.7029973719724413,-195,1,1.0,0,,,,,0,1,1,1,0,1.5719076226484892,0.3320931597144695,7.0,1.0,True,False,False,False,12
Retest,Long,2023-03-28 06:15:00-05:00,2023-03-28 06:15:00-05:00,2023-03-28 06:20:00-05:00,,2023-03-28 06:20:00-05:00,2023-03-28 07:20:00-05:00,12441.25,12430.121702987988,12463.506594024022,12448.0,0.6065618119928488,90.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,90-94,Early third,True,True,False,11.128297012011899,22.25659402402198,,0.08944677594302743,,1.0,1.0,0.0,,,,Win,Research,0.8087490826571316,0.2916666666666667,0.8333333333333334,0.16666666666666666,0.5416666666666666,2.224059977307112,0.3333333333333333,0.9187714978504705,0.15654520917678813,-190,1,1.0,0,,,,,2,1,1,0,0,1.4827066515379557,0.0,6.0,,True,False,False,False,12
Confirm,Long,2023-03-28 06:15:00-05:00,2023-03-28 06:15:00-05:00,2023-03-28 06:20:00-05:00,2023-03-28 06:25:00-05:00,2023-03-28 06:25:00-05:00,2023-03-28 07:25:00-05:00,12445.0,12433.996938488846,12467.006123022304,12445.0,0.0,90.0,-1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,90-94,Early third,True,True,True,11.003061511153646,22.006123022303655,,0.0884135115400052,,2.0,2.0,1.0,,,,Flat,Research,0.8179541658362351,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.0,1.8063154495550193,1.0975609756097562,0.917948550461446,0.30392783578379146,-185,1,1.0,0,,,,,3,1,0,0,0,1.1587684016012731,0.2726513886120643,5.0,12.0,True,False,False,False,12
BOS,Short,2023-03-28 09:30:00-05:00,2023-03-28 09:30:00-05:00,,,2023-03-28 09:30:00-05:00,2023-03-28 10:00:00-05:00,12312.25,12345.953337854384,12244.84332429123,12345.953337854384,-1.0,75.0,-1,2,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Open,75-79,Early third,True,False,False,33.70333785438379,67.4066757087694,,0.2737382513706576,,0.0,0.0,,,,,Loss,Research,2.6147261847103818,0.9148936170212766,0.9829787234042553,0.06808510638297872,0.01702127659574468,-3.3490748153098933,79.64999999999999,1.8933041591293334,0.9663683500248598,0,1,1.0,1,,,,,1,0,0,0,1,0.022252988806046328,1.0681434626902238,1.0,6.0,False,False,True,False,6
Control,Short,2023-03-28 09:30:00-05:00,,,,2023-03-28 09:30:00-05:00,2023-03-28 10:00:00-05:00,12312.25,12345.953337854384,12244.84332429123,12345.953337854384,-1.0,75.0,-1,2,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Open,75-79,Early third,False,False,False,33.70333785438379,67.4066757087694,,0.2737382513706576,,0.0,,,,,,Loss,Research,2.6147261847103818,0.9148936170212766,0.9829787234042553,0.06808510638297872,0.01702127659574468,-3.3490748153098933,0.0,1.8933041591293334,0.9663683500248598,0,1,1.0,1,,,,,0,0,0,0,1,0.022252988806046328,1.0681434626902238,1.0,6.0,False,False,True,False,6
Retest,Short,2023-03-28 09:30:00-05:00,2023-03-28 09:30:00-05:00,2023-03-28 09:45:00-05:00,,2023-03-28 09:45:00-05:00,2023-03-28 10:15:00-05:00,12329.25,12361.01971875586,12265.710562488275,12361.01971875586,-1.0,75.0,-1,2,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Open,75-79,Early third,True,True,False,31.769718755860595,63.53943751172483,,0.25767762642383435,,3.0,3.0,0.0,,,,Loss,Research,0.8144548020346063,0.6231884057971014,0.2318840579710145,0.2318840579710145,0.14492753623188406,0.8026511092514961,0.37362637362637363,1.927852274007738,0.3223950564670786,15,1,1.0,1,,,,,2,0,0,0,1,0.46427858280234385,1.2433223064876326,2.0,6.0,False,False,True,False,6
Confirm,Short,2023-03-28 09:30:00-05:00,2023-03-28 09:30:00-05:00,2023-03-28 09:45:00-05:00,2023-03-28 09:50:00-05:00,2023-03-28 09:50:00-05:00,2023-03-28 10:05:00-05:00,12324.25,12354.7683102733,12263.2133794534,12354.7683102733,-1.0,75.0,-1,2,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Open,75-79,Early third,True,True,True,30.518310273300813,61.036620546599806,,0.24762813374688775,,4.0,4.0,1.0,,,,Loss,Research,0.4669327977986802,0.5526315789473685,0.868421052631579,0.3157894736842105,0.13157894736842105,0.29490492492548226,0.1001669449081803,1.910913034475415,0.17046665246111228,20,1,1.0,1,,,,,3,0,0,0,1,0.3194803353359267,1.0321672372391477,1.0,3.0,False,False,True,False,3
Control,Short,2023-03-28 14:00:00-05:00,,,,2023-03-28 14:00:00-05:00,2023-03-28 14:35:00-05:00,12347.5,12367.585679661488,12307.328640677024,12367.585679661488,-1.0,85.0,-1,5,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,PM,85-89,Early third,False,False,False,20.08567966148803,40.17135932297606,,0.16267001143136692,,0.0,,,,,,Loss,Research,1.0641910236666834,0.24561403508771928,0.7543859649122807,0.7543859649122807,0.0,0.5601005387719387,3.1704545454545454,1.0426026122272787,0.1723844023012998,270,1,1.0,1,,,,,0,0,0,0,1,0.4729737882963031,1.1948811493801341,6.0,7.0,False,False,True,False,7
Control,Long,2023-03-28 18:10:00-05:00,,,,2023-03-28 18:10:00-05:00,2023-03-28 18:50:00-05:00,12405.5,12397.121485545058,12422.257028909884,12422.257028909884,2.0,75.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,75-79,Early third,False,False,False,8.378514454941978,16.757028909883957,,0.06753870827408794,,0.0,,,,,,Win,Research,0.7608747391060456,0.4117647058823529,0.5294117647058824,0.058823529411764705,0.5294117647058824,0.0,3.845303867403315,0.5640870193075599,0.2060515661623695,520,1,1.0,0,,,,,0,1,1,1,0,2.0289993042827215,0.0596764501259624,8.0,1.0,True,False,False,False,8
BOS,Long,2023-03-28 18:10:00-05:00,2023-03-28 18:45:00-05:00,,,2023-03-28 18:45:00-05:00,2023-03-28 19:10:00-05:00,12418.5,12410.784731833688,12433.930536332626,12433.930536332626,2.0,75.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,75-79,Early third,True,False,False,7.715268166311944,15.430536332625707,,0.06212721477080117,,7.0,0.0,,,,,Win,Research,1.5067525521353524,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.0,1.798382078355098,0.45217391304347826,0.493380446961005,0.6345621137864905,555,1,1.0,0,,,,,1,1,1,1,0,2.268229648375963,0.16201640345542592,5.0,1.0,True,False,False,False,5
Retest,Long,2023-03-28 18:10:00-05:00,2023-03-28 18:45:00-05:00,2023-03-28 18:50:00-05:00,,2023-03-28 18:50:00-05:00,2023-03-28 19:10:00-05:00,12419.75,12412.023322416995,12435.20335516601,12435.20335516601,2.0,75.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,75-79,Early third,True,True,False,7.726677583004857,15.453355166009715,,0.062212827013465304,,8.0,1.0,0.0,,,,Win,Research,1.0191961441903288,0.2857142857142857,0.47619047619047616,0.5238095238095238,0.19047619047619047,1.3103950425304227,0.03978779840848806,0.49046690593294073,0.19298245614035087,560,1,1.0,0,,,,,2,1,1,1,0,2.1031031546783496,0.16177716574448842,4.0,1.0,True,False,False,False,4
Confirm,Long,2023-03-28 18:10:00-05:00,2023-03-28 18:45:00-05:00,2023-03-28 18:50:00-05:00,2023-03-28 18:55:00-05:00,2023-03-28 18:55:00-05:00,2023-03-28 19:10:00-05:00,12420.75,12413.173442244351,12435.903115511292,12435.903115511292,2.0,75.0,-1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Overnight,75-79,Early third,True,True,True,7.576557755648537,15.153115511291617,,0.060999196953875866,,9.0,2.0,1.0,,,,Win,Research,0.7424215826517713,0.4,0.6,0.4,0.2,1.4353483931267579,0.041522491349480974,0.4871485474386424,0.19603665033027914,565,1,1.0,0,,,,,3,1,1,1,0,2.0127874018555056,0.13198605913806594,3.0,1.0,True,True,False,False,3
BOS,Short,2023-03-29 21:50:00-05:00,2023-03-29 21:50:00-05:00,,,2023-03-29 21:50:00-05:00,2023-03-29 22:50:00-05:00,12601.0,12608.833176192087,12585.333647615826,12603.25,-0.2872398047516005,75.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,True,False,False,7.833176192087194,15.666352384174388,,0.062163131434705136,,0.0,0.0,,,,,Loss,Research,1.005339316630602,0.7619047619047619,0.8571428571428571,0.09523809523809523,0.14285714285714285,-2.2500451372208707,35.459016393442624,0.594700763157492,0.4956673059166134,740,2,1.0,0,,,,,1,0,0,0,0,0.606395143364487,0.6702262110870645,4.0,9.0,True,False,False,False,12
Control,Short,2023-03-29 21:50:00-05:00,,,,2023-03-29 21:50:00-05:00,2023-03-29 22:50:00-05:00,12601.0,12608.833176192087,12585.333647615826,12603.25,-0.2872398047516005,75.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,False,False,False,7.833176192087194,15.666352384174388,,0.062163131434705136,,0.0,,,,,,Loss,Research,1.005339316630602,0.7619047619047619,0.8571428571428571,0.09523809523809523,0.14285714285714285,-2.2500451372208707,0.0,0.594700763157492,0.4956673059166134,740,2,1.0,0,,,,,0,0,0,0,0,0.606395143364487,0.6702262110870645,4.0,9.0,True,False,False,False,12
Retest,Short,2023-03-29 21:50:00-05:00,2023-03-29 21:50:00-05:00,2023-03-29 21:55:00-05:00,,2023-03-29 21:55:00-05:00,2023-03-29 22:55:00-05:00,12599.75,12607.45223503551,12584.345529928982,12604.25,-0.5842459986294518,75.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,True,True,False,7.702235035509148,15.404470071018295,,0.06113006238623106,,1.0,1.0,0.0,,,,Loss,Research,0.7789946648392692,0.1875,0.75,0.5625,0.25,-1.80142516244081,0.020689655172413793,0.599100778641424,0.10135663044250302,745,2,1.0,0,,,,,2,0,0,0,0,0.45441355448959453,0.843910886909247,3.0,8.0,False,False,True,False,12
Confirm,Short,2023-03-29 21:50:00-05:00,2023-03-29 21:50:00-05:00,2023-03-29 21:55:00-05:00,2023-03-29 22:05:00-05:00,2023-03-29 22:05:00-05:00,2023-03-29 22:35:00-05:00,12598.5,12605.994529188782,12583.510941622437,12605.994529188782,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,True,True,True,7.494529188781598,14.989058377563197,,0.059487472229087575,,3.0,3.0,2.0,,,,Loss,Research,0.8506204778737779,0.7058823529411765,0.7647058823529411,0.058823529411764705,0.23529411764705882,-0.5003649869845753,0.02066115702479339,0.6035190156450573,0.3857518289651254,755,2,1.0,0,,,,,3,0,0,0,1,0.30021899219072723,1.0340876397680605,1.0,6.0,False,False,True,False,6
BOS,Long,2023-03-29 23:05:00-05:00,2023-03-29 23:05:00-05:00,,,2023-03-29 23:05:00-05:00,2023-03-29 23:50:00-05:00,12607.0,12600.80780537222,12619.384389255558,12619.384389255558,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,True,False,False,6.192194627779827,12.384389255557835,,0.04911711452193089,,0.0,0.0,,,,,Win,Research,1.0900820154648236,0.7777777777777778,0.8333333333333334,0.16666666666666666,0.05555555555555555,0.9084016795540197,10.2,0.5700350891969346,0.5515661623694865,815,2,1.0,1,,,,,1,1,1,1,0,2.099417214969076,0.040373407980174546,9.0,1.0,True,False,False,False,9
Control,Long,2023-03-29 23:05:00-05:00,,,,2023-03-29 23:05:00-05:00,2023-03-29 23:50:00-05:00,12607.0,12600.80780537222,12619.384389255558,12619.384389255558,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,False,False,False,6.192194627779827,12.384389255557835,,0.04911711452193089,,0.0,,,,,,Win,Research,1.0900820154648236,0.7777777777777778,0.8333333333333334,0.16666666666666666,0.05555555555555555,0.9084016795540197,0.0,0.5700350891969346,0.5515661623694865,815,2,1.0,1,,,,,0,1,1,1,0,2.099417214969076,0.040373407980174546,9.0,1.0,True,False,False,False,9
Control,Long,2023-03-30 03:30:00-05:00,,,,2023-03-30 03:30:00-05:00,2023-03-30 04:30:00-05:00,12651.5,12639.553696804467,12675.392606391068,12671.0,1.6323041262916187,75.0,1,0,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,False,False,False,11.946303195532892,23.892606391067602,,0.0944259826544907,,0.0,,,,,,Win,Research,0.6905902072772233,0.18181818181818182,0.6818181818181818,0.3181818181818182,0.5,-0.7533711352115163,13.692307692307692,1.1310097769776348,0.0887136870516372,-360,3,1.0,1,,,,,0,1,1,1,0,1.7369390061821883,0.10463487989049326,11.0,1.0,True,False,False,False,12
BOS,Long,2023-03-30 04:25:00-05:00,2023-03-30 04:25:00-05:00,,,2023-03-30 04:25:00-05:00,2023-03-30 04:40:00-05:00,12671.25,12661.219318489111,12691.311363021774,12661.219318489111,-1.0,90.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,True,False,False,10.030681510888826,20.061363021774014,,0.07916094711168058,,0.0,0.0,,,,,Loss,Research,1.8318795168658917,0.8775510204081632,0.9183673469387755,0.08163265306122448,0.04081632653061224,1.9814207019161685,1.1179245283018868,0.947933875074205,0.876979899140564,-305,3,1.0,1,,,,,1,1,0,0,1,0.0,1.0467882953517869,,3.0,False,False,True,False,3
Retest,Long,2023-03-30 04:25:00-05:00,2023-03-30 04:25:00-05:00,2023-03-30 04:40:00-05:00,,2023-03-30 04:40:00-05:00,2023-03-30 05:35:00-05:00,12663.75,12654.195505729074,12682.858988541851,12682.858988541851,2.0,90.0,1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,True,True,False,9.554494270925716,19.10898854185143,,0.07544759072885769,,3.0,3.0,0.0,,,,Win,Research,0.7457223582917942,0.3684210526315789,0.631578947368421,0.0,0.631578947368421,-1.1774563551975699,0.35019455252918286,0.9206515767305963,0.18197315150223736,-290,3,1.0,1,,,,,2,1,1,1,0,2.354912710395086,0.18315987747517337,11.0,1.0,True,False,False,False,11
