event_id,direction,opportunity_time,take_time,entry_time,marker_time,causal_known_time,delta_bars,signal_entry_delta,pass_fail
P60-028565,LONG,2481719,2481719,2481720,2481720,2481720,0,1,PASS
P60-028566,LONG,2481810,2481810,2481811,2481811,2481811,0,1,PASS
P60-028567,LONG,2481865,2481865,2481866,2481866,2481866,0,1,PASS
P60-028568,SHORT,2481930,2481930,2481931,2481931,2481931,0,1,PASS
P60-028569,SHORT,2481956,2481956,2481957,2481957,2481957,0,1,PASS
P60-028570,SHORT,2481985,2481985,2481986,2481986,2481986,0,1,PASS
P60-028571,SHORT,2482039,2482039,2482040,2482040,2482040,0,1,PASS
P60-028572,SHORT,2482112,2482112,2482113,2482113,2482113,0,1,PASS
P60-028573,SHORT,2482238,2482238,2482239,2482239,2482239,0,1,PASS
P60-028574,LONG,2482264,2482264,2482265,2482265,2482265,0,1,PASS
P60-028575,SHORT,2482286,2482286,2482287,2482287,2482287,0,1,PASS
P60-028576,SHORT,2482409,2482409,2482410,2482410,2482410,0,1,PASS
P60-028577,LONG,2482433,2482433,2482434,2482434,2482434,0,1,PASS
P60-028578,LONG,2482506,2482506,2482507,2482507,2482507,0,1,PASS
P60-028579,SHORT,2482514,2482514,2482515,2482515,2482515,0,1,PASS
P60-028580,SHORT,2482635,2482635,2482636,2482636,2482636,0,1,PASS
P60-028581,SHORT,2482664,2482664,2482665,2482665,2482665,0,1,PASS
P60-028582,LONG,2482723,2482723,2482724,2482724,2482724,0,1,PASS
P60-028583,LONG,2482899,2482899,2482900,2482900,2482900,0,1,PASS
P60-028584,LONG,2482935,2482935,2482936,2482936,2482936,0,1,PASS
P60-028585,LONG,2483014,2483014,2483015,2483015,2483015,0,1,PASS
P60-028586,LONG,2483052,2483052,2483053,2483053,2483053,0,1,PASS
P60-028587,SHORT,2483134,2483134,2483135,2483135,2483135,0,1,PASS
P60-028588,SHORT,2483246,2483246,2483247,2483247,2483247,0,1,PASS
P60-028589,SHORT,2483264,2483264,2483265,2483265,2483265,0,1,PASS
P60-028590,SHORT,2483321,2483321,2483322,2483322,2483322,0,1,PASS
P60-028591,SHORT,2483414,2483414,2483415,2483415,2483415,0,1,PASS
P60-028592,LONG,2483522,2483522,2483523,2483523,2483523,0,1,PASS
P60-028593,LONG,2483538,2483538,2483539,2483539,2483539,0,1,PASS
P60-028594,LONG,2483565,2483565,2483566,2483566,2483566,0,1,PASS
P60-028595,LONG,2483694,2483694,2483695,2483695,2483695,0,1,PASS
P60-028596,SHORT,2483853,2483853,2483854,2483854,2483854,0,1,PASS
P60-028597,LONG,2483869,2483869,2483870,2483870,2483870,0,1,PASS
P60-028598,SHORT,2483899,2483899,2483900,2483900,2483900,0,1,PASS
P60-028599,SHORT,2483961,2483961,2483962,2483962,2483962,0,1,PASS
P60-028600,SHORT,2484067,2484067,2484068,2484068,2484068,0,1,PASS
P60-028601,SHORT,2484216,2484216,2484217,2484217,2484217,0,1,PASS
P60-028602,SHORT,2484358,2484358,2484359,2484359,2484359,0,1,PASS
P60-028603,SHORT,2484414,2484414,2484415,2484415,2484415,0,1,PASS
P60-028604,SHORT,2484517,2484517,2484518,2484518,2484518,0,1,PASS
P60-028605,LONG,2484527,2484527,2484528,2484528,2484528,0,1,PASS
P60-028606,SHORT,2484534,2484534,2484535,2484535,2484535,0,1,PASS
P60-028607,LONG,2484560,2484560,2484561,2484561,2484561,0,1,PASS
P60-028608,LONG,2484692,2484692,2484693,2484693,2484693,0,1,PASS
P60-028609,SHORT,2484791,2484791,2484792,2484792,2484792,0,1,PASS
P60-028610,LONG,2484804,2484804,2484805,2484805,2484805,0,1,PASS
P60-028611,LONG,2484924,2484924,2484925,2484925,2484925,0,1,PASS
P60-028612,LONG,2485080,2485080,2485081,2485081,2485081,0,1,PASS
P60-028613,SHORT,2485091,2485091,2485092,2485092,2485092,0,1,PASS
P60-028614,LONG,2485105,2485105,2485106,2485106,2485106,0,1,PASS
P60-028615,LONG,2485343,2485343,2485344,2485344,2485344,0,1,PASS
P60-028616,LONG,2485370,2485370,2485371,2485371,2485371,0,1,PASS
P60-028617,LONG,2485447,2485447,2485448,2485448,2485448,0,1,PASS
P60-028618,LONG,2485469,2485469,2485470,2485470,2485470,0,1,PASS
P60-028619,LONG,2485501,2485501,2485502,2485502,2485502,0,1,PASS
P60-028620,SHORT,2485570,2485570,2485571,2485571,2485571,0,1,PASS
P60-028621,SHORT,2485629,2485629,2485630,2485630,2485630,0,1,PASS
P60-028622,LONG,2485794,2485794,2485795,2485795,2485795,0,1,PASS
P60-028623,LONG,2485865,2485865,2485866,2485866,2485866,0,1,PASS
P60-028624,SHORT,2485896,2485896,2485897,2485897,2485897,0,1,PASS
P60-028625,LONG,2485926,2485926,2485927,2485927,2485927,0,1,PASS
P60-028626,LONG,2486043,2486043,2486044,2486044,2486044,0,1,PASS
P60-028627,SHORT,2486065,2486065,2486066,2486066,2486066,0,1,PASS
P60-028628,SHORT,2486171,2486171,2486172,2486172,2486172,0,1,PASS
P60-028629,LONG,2486180,2486180,2486181,2486181,2486181,0,1,PASS
P60-028630,SHORT,2486417,2486417,2486418,2486418,2486418,0,1,PASS
P60-028631,SHORT,2486458,2486458,2486459,2486459,2486459,0,1,PASS
P60-028632,LONG,2486564,2486564,2486565,2486565,2486565,0,1,PASS
P60-028633,LONG,2486680,2486680,2486681,2486681,2486681,0,1,PASS
P60-028634,LONG,2486735,2486735,2486736,2486736,2486736,0,1,PASS
P60-028635,LONG,2486778,2486778,2486779,2486779,2486779,0,1,PASS
P60-028636,LONG,2486904,2486904,2486905,2486905,2486905,0,1,PASS
P60-028637,LONG,2487048,2487048,2487049,2487049,2487049,0,1,PASS
P60-028638,SHORT,2487071,2487071,2487072,2487072,2487072,0,1,PASS
P60-028639,SHORT,2487224,2487224,2487225,2487225,2487225,0,1,PASS
P60-028640,SHORT,2487340,2487340,2487341,2487341,2487341,0,1,PASS
P60-028641,LONG,2487409,2487409,2487410,2487410,2487410,0,1,PASS
P60-028642,LONG,2487528,2487528,2487529,2487529,2487529,0,1,PASS
P60-028643,LONG,2487614,2487614,2487615,2487615,2487615,0,1,PASS
P60-028644,SHORT,2487629,2487629,2487630,2487630,2487630,0,1,PASS
P60-028645,SHORT,2487687,2487687,2487688,2487688,2487688,0,1,PASS
P60-028646,SHORT,2487790,2487790,2487791,2487791,2487791,0,1,PASS
P60-028647,LONG,2487800,2487800,2487801,2487801,2487801,0,1,PASS
P60-028648,SHORT,2487916,2487916,2487917,2487917,2487917,0,1,PASS
P60-028649,LONG,2487923,2487923,2487924,2487924,2487924,0,1,PASS
P60-028650,LONG,2487945,2487945,2487946,2487946,2487946,0,1,PASS
P60-028651,SHORT,2488212,2488212,2488213,2488213,2488213,0,1,PASS
P60-028652,SHORT,2488413,2488413,2488414,2488414,2488414,0,1,PASS
P60-028653,SHORT,2488462,2488462,2488463,2488463,2488463,0,1,PASS
P60-028654,SHORT,2488560,2488560,2488561,2488561,2488561,0,1,PASS
P60-028655,SHORT,2488616,2488616,2488617,2488617,2488617,0,1,PASS
P60-028656,SHORT,2488723,2488723,2488724,2488724,2488724,0,1,PASS
P60-028657,SHORT,2488890,2488890,2488891,2488891,2488891,0,1,PASS
P60-028658,LONG,2488898,2488898,2488899,2488899,2488899,0,1,PASS
P60-028659,SHORT,2488912,2488912,2488913,2488913,2488913,0,1,PASS
P60-028660,LONG,2488932,2488932,2488933,2488933,2488933,0,1,PASS
P60-028661,LONG,2488984,2488984,2488985,2488985,2488985,0,1,PASS
P60-028662,SHORT,2489005,2489005,2489006,2489006,2489006,0,1,PASS
P60-028663,SHORT,2489059,2489059,2489060,2489060,2489060,0,1,PASS
P60-028664,SHORT,2489182,2489182,2489183,2489183,2489183,0,1,PASS
P60-028665,LONG,2489297,2489297,2489298,2489298,2489298,0,1,PASS
P60-028666,LONG,2489336,2489336,2489337,2489337,2489337,0,1,PASS
P60-028667,SHORT,2489620,2489620,2489621,2489621,2489621,0,1,PASS
P60-028668,SHORT,2489716,2489716,2489717,2489717,2489717,0,1,PASS
P60-028669,LONG,2489745,2489745,2489746,2489746,2489746,0,1,PASS
P60-028670,LONG,2489867,2489867,2489868,2489868,2489868,0,1,PASS
P60-028671,LONG,2490005,2490005,2490006,2490006,2490006,0,1,PASS
P60-028672,LONG,2490055,2490055,2490056,2490056,2490056,0,1,PASS
P60-028673,LONG,2490090,2490090,2490091,2490091,2490091,0,1,PASS
P60-028674,LONG,2490168,2490168,2490169,2490169,2490169,0,1,PASS
P60-028675,LONG,2490202,2490202,2490203,2490203,2490203,0,1,PASS
P60-028676,LONG,2490248,2490248,2490249,2490249,2490249,0,1,PASS
P60-028677,LONG,2490270,2490270,2490271,2490271,2490271,0,1,PASS
P60-028678,LONG,2490354,2490354,2490355,2490355,2490355,0,1,PASS
P60-028679,LONG,2490723,2490723,2490724,2490724,2490724,0,1,PASS
P60-028680,LONG,2490778,2490778,2490779,2490779,2490779,0,1,PASS
P60-028681,SHORT,2490796,2490796,2490797,2490797,2490797,0,1,PASS
P60-028682,LONG,2490852,2490852,2490853,2490853,2490853,0,1,PASS
P60-028683,SHORT,2490917,2490917,2490918,2490918,2490918,0,1,PASS
P60-028684,LONG,2490951,2490951,2490952,2490952,2490952,0,1,PASS
P60-028685,SHORT,2491310,2491310,2491311,2491311,2491311,0,1,PASS
P60-028686,SHORT,2491549,2491549,2491550,2491550,2491550,0,1,PASS
P60-028687,SHORT,2491605,2491605,2491606,2491606,2491606,0,1,PASS
P60-028688,SHORT,2491831,2491831,2491832,2491832,2491832,0,1,PASS
P60-028689,SHORT,2492022,2492022,2492023,2492023,2492023,0,1,PASS
P60-028690,SHORT,2492131,2492131,2492132,2492132,2492132,0,1,PASS
P60-028691,SHORT,2492177,2492177,2492178,2492178,2492178,0,1,PASS
P60-028692,SHORT,2492209,2492209,2492210,2492210,2492210,0,1,PASS
P60-028693,SHORT,2492274,2492274,2492275,2492275,2492275,0,1,PASS
P60-028694,LONG,2492310,2492310,2492311,2492311,2492311,0,1,PASS
P60-028695,LONG,2492371,2492371,2492372,2492372,2492372,0,1,PASS
P60-028696,LONG,2492428,2492428,2492429,2492429,2492429,0,1,PASS
P60-028697,LONG,2492459,2492459,2492460,2492460,2492460,0,1,PASS
P60-028698,SHORT,2492475,2492475,2492476,2492476,2492476,0,1,PASS
P60-028699,SHORT,2492596,2492596,2492597,2492597,2492597,0,1,PASS
P60-028700,SHORT,2492715,2492715,2492716,2492716,2492716,0,1,PASS
P60-028701,SHORT,2492836,2492836,2492837,2492837,2492837,0,1,PASS
P60-028702,LONG,2492850,2492850,2492851,2492851,2492851,0,1,PASS
P60-028703,SHORT,2492871,2492871,2492872,2492872,2492872,0,1,PASS
P60-028704,SHORT,2492902,2492902,2492903,2492903,2492903,0,1,PASS
P60-028705,LONG,2492930,2492930,2492931,2492931,2492931,0,1,PASS
P60-028706,LONG,2492961,2492961,2492962,2492962,2492962,0,1,PASS
P60-028707,SHORT,2493101,2493101,2493102,2493102,2493102,0,1,PASS
P60-028708,LONG,2493129,2493129,2493130,2493130,2493130,0,1,PASS
P60-028709,SHORT,2493136,2493136,2493137,2493137,2493137,0,1,PASS
P60-028710,LONG,2493223,2493223,2493224,2493224,2493224,0,1,PASS
P60-028711,LONG,2493311,2493311,2493312,2493312,2493312,0,1,PASS
P60-028712,LONG,2493350,2493350,2493351,2493351,2493351,0,1,PASS
P60-028713,SHORT,2493636,2493636,2493637,2493637,2493637,0,1,PASS
P60-028714,LONG,2493656,2493656,2493657,2493657,2493657,0,1,PASS
P60-028715,LONG,2493696,2493696,2493697,2493697,2493697,0,1,PASS
P60-028716,LONG,2493785,2493785,2493786,2493786,2493786,0,1,PASS
P60-028717,SHORT,2493827,2493827,2493828,2493828,2493828,0,1,PASS
P60-028718,LONG,2493895,2493895,2493896,2493896,2493896,0,1,PASS
P60-028719,LONG,2493952,2493952,2493953,2493953,2493953,0,1,PASS
P60-028720,SHORT,2494049,2494049,2494050,2494050,2494050,0,1,PASS
P60-028721,LONG,2494076,2494076,2494077,2494077,2494077,0,1,PASS
P60-028722,SHORT,2494186,2494186,2494187,2494187,2494187,0,1,PASS
P60-028723,SHORT,2494308,2494308,2494309,2494309,2494309,0,1,PASS
P60-028724,SHORT,2494425,2494425,2494426,2494426,2494426,0,1,PASS
P60-028725,LONG,2494558,2494558,2494559,2494559,2494559,0,1,PASS
P60-028726,LONG,2494588,2494588,2494589,2494589,2494589,0,1,PASS
P60-028727,LONG,2494632,2494632,2494633,2494633,2494633,0,1,PASS
P60-028728,LONG,2494689,2494689,2494690,2494690,2494690,0,1,PASS
P60-028729,LONG,2494717,2494717,2494718,2494718,2494718,0,1,PASS
P60-028730,SHORT,2494875,2494875,2494876,2494876,2494876,0,1,PASS
P60-028731,SHORT,2494926,2494926,2494927,2494927,2494927,0,1,PASS
P60-028732,SHORT,2495098,2495098,2495099,2495099,2495099,0,1,PASS
P60-028733,SHORT,2495158,2495158,2495159,2495159,2495159,0,1,PASS
P60-028734,LONG,2495181,2495181,2495182,2495182,2495182,0,1,PASS
P60-028735,LONG,2495330,2495330,2495331,2495331,2495331,0,1,PASS
P60-028736,LONG,2495465,2495465,2495466,2495466,2495466,0,1,PASS
P60-028737,LONG,2495554,2495554,2495555,2495555,2495555,0,1,PASS
P60-028738,SHORT,2495564,2495564,2495565,2495565,2495565,0,1,PASS
P60-028739,LONG,2495693,2495693,2495694,2495694,2495694,0,1,PASS
P60-028740,SHORT,2495710,2495710,2495711,2495711,2495711,0,1,PASS
P60-028741,SHORT,2495800,2495800,2495801,2495801,2495801,0,1,PASS
P60-028742,SHORT,2495873,2495873,2495874,2495874,2495874,0,1,PASS
P60-028743,LONG,2495881,2495881,2495882,2495882,2495882,0,1,PASS
P60-028744,LONG,2495947,2495947,2495948,2495948,2495948,0,1,PASS
P60-028745,LONG,2496011,2496011,2496012,2496012,2496012,0,1,PASS
P60-028746,LONG,2496131,2496131,2496132,2496132,2496132,0,1,PASS
P60-028747,SHORT,2496228,2496228,2496229,2496229,2496229,0,1,PASS
P60-028748,LONG,2496257,2496257,2496258,2496258,2496258,0,1,PASS
P60-028749,LONG,2496399,2496399,2496400,2496400,2496400,0,1,PASS
P60-028750,LONG,2496665,2496665,2496666,2496666,2496666,0,1,PASS
P60-028751,LONG,2496911,2496911,2496912,2496912,2496912,0,1,PASS
P60-028752,SHORT,2496937,2496937,2496938,2496938,2496938,0,1,PASS
P60-028753,SHORT,2496968,2496968,2496969,2496969,2496969,0,1,PASS
P60-028754,LONG,2496976,2496976,2496977,2496977,2496977,0,1,PASS
P60-028755,LONG,2497008,2497008,2497009,2497009,2497009,0,1,PASS
P60-028756,LONG,2497096,2497096,2497097,2497097,2497097,0,1,PASS
P60-028757,SHORT,2497136,2497136,2497137,2497137,2497137,0,1,PASS
P60-028758,LONG,2497189,2497189,2497190,2497190,2497190,0,1,PASS
P60-028759,SHORT,2497218,2497218,2497219,2497219,2497219,0,1,PASS
P60-028760,LONG,2497361,2497361,2497362,2497362,2497362,0,1,PASS
P60-028761,LONG,2497454,2497454,2497455,2497455,2497455,0,1,PASS
P60-028762,SHORT,2497462,2497462,2497463,2497463,2497463,0,1,PASS
P60-028763,LONG,2497600,2497600,2497601,2497601,2497601,0,1,PASS
P60-028764,LONG,2497624,2497624,2497625,2497625,2497625,0,1,PASS
P60-028765,LONG,2497691,2497691,2497692,2497692,2497692,0,1,PASS
P60-028766,SHORT,2497780,2497780,2497781,2497781,2497781,0,1,PASS
P60-028767,SHORT,2497867,2497867,2497868,2497868,2497868,0,1,PASS
P60-028768,LONG,2497923,2497923,2497924,2497924,2497924,0,1,PASS
P60-028769,LONG,2498033,2498033,2498034,2498034,2498034,0,1,PASS
P60-028770,LONG,2498195,2498195,2498196,2498196,2498196,0,1,PASS
P60-028771,LONG,2498283,2498283,2498284,2498284,2498284,0,1,PASS
P60-028772,LONG,2498328,2498328,2498329,2498329,2498329,0,1,PASS
P60-028773,LONG,2498370,2498370,2498371,2498371,2498371,0,1,PASS
P60-028774,LONG,2498432,2498432,2498433,2498433,2498433,0,1,PASS
P60-028775,LONG,2498455,2498455,2498456,2498456,2498456,0,1,PASS
P60-028776,SHORT,2498474,2498474,2498475,2498475,2498475,0,1,PASS
P60-028777,SHORT,2498529,2498529,2498530,2498530,2498530,0,1,PASS
P60-028778,SHORT,2498982,2498982,2498983,2498983,2498983,0,1,PASS
P60-028779,LONG,2499052,2499052,2499053,2499053,2499053,0,1,PASS
P60-028780,SHORT,2499132,2499132,2499133,2499133,2499133,0,1,PASS
P60-028781,SHORT,2499203,2499203,2499204,2499204,2499204,0,1,PASS
P60-028782,LONG,2499211,2499211,2499212,2499212,2499212,0,1,PASS
P60-028783,LONG,2499284,2499284,2499285,2499285,2499285,0,1,PASS
P60-028784,LONG,2499321,2499321,2499322,2499322,2499322,0,1,PASS
P60-028785,LONG,2499557,2499557,2499558,2499558,2499558,0,1,PASS
P60-028786,LONG,2499654,2499654,2499655,2499655,2499655,0,1,PASS
P60-028787,LONG,2499691,2499691,2499692,2499692,2499692,0,1,PASS
P60-028788,LONG,2499778,2499778,2499779,2499779,2499779,0,1,PASS
P60-028789,SHORT,2499943,2499943,2499944,2499944,2499944,0,1,PASS
P60-028790,LONG,2500141,2500141,2500142,2500142,2500142,0,1,PASS
P60-028791,SHORT,2500183,2500183,2500184,2500184,2500184,0,1,PASS
P60-028792,LONG,2500197,2500197,2500198,2500198,2500198,0,1,PASS
P60-028793,SHORT,2500326,2500326,2500327,2500327,2500327,0,1,PASS
P60-028794,LONG,2500383,2500383,2500384,2500384,2500384,0,1,PASS
P60-028795,SHORT,2500392,2500392,2500393,2500393,2500393,0,1,PASS
P60-028796,LONG,2500404,2500404,2500405,2500405,2500405,0,1,PASS
P60-028797,SHORT,2500415,2500415,2500416,2500416,2500416,0,1,PASS
P60-028798,SHORT,2500827,2500827,2500828,2500828,2500828,0,1,PASS
P60-028799,LONG,2500873,2500873,2500874,2500874,2500874,0,1,PASS
P60-028800,LONG,2500903,2500903,2500904,2500904,2500904,0,1,PASS
P60-028801,LONG,2501065,2501065,2501066,2501066,2501066,0,1,PASS
P60-028802,LONG,2501208,2501208,2501209,2501209,2501209,0,1,PASS
P60-028803,LONG,2501356,2501356,2501357,2501357,2501357,0,1,PASS
P60-028804,SHORT,2501448,2501448,2501449,2501449,2501449,0,1,PASS
P60-028805,SHORT,2501476,2501476,2501477,2501477,2501477,0,1,PASS
P60-028806,LONG,2501491,2501491,2501492,2501492,2501492,0,1,PASS
P60-028807,LONG,2501517,2501517,2501518,2501518,2501518,0,1,PASS
P60-028808,LONG,2501560,2501560,2501561,2501561,2501561,0,1,PASS
P60-028809,LONG,2501589,2501589,2501590,2501590,2501590,0,1,PASS
P60-028810,SHORT,2501679,2501679,2501680,2501680,2501680,0,1,PASS
P60-028811,SHORT,2501942,2501942,2501943,2501943,2501943,0,1,PASS
P60-028812,SHORT,2502137,2502137,2502138,2502138,2502138,0,1,PASS
P60-028813,SHORT,2502214,2502214,2502215,2502215,2502215,0,1,PASS
P60-028814,LONG,2502223,2502223,2502224,2502224,2502224,0,1,PASS
P60-028815,SHORT,2502348,2502348,2502349,2502349,2502349,0,1,PASS
P60-028816,LONG,2502469,2502469,2502470,2502470,2502470,0,1,PASS
P60-028817,LONG,2502501,2502501,2502502,2502502,2502502,0,1,PASS
P60-028818,LONG,2502647,2502647,2502648,2502648,2502648,0,1,PASS
P60-028819,LONG,2502697,2502697,2502698,2502698,2502698,0,1,PASS
P60-028820,SHORT,2502843,2502843,2502844,2502844,2502844,0,1,PASS
P60-028821,SHORT,2502881,2502881,2502882,2502882,2502882,0,1,PASS
P60-028822,SHORT,2503046,2503046,2503047,2503047,2503047,0,1,PASS
P60-028823,LONG,2503110,2503110,2503111,2503111,2503111,0,1,PASS
P60-028824,SHORT,2503136,2503136,2503137,2503137,2503137,0,1,PASS
P60-028825,LONG,2503206,2503206,2503207,2503207,2503207,0,1,PASS
P60-028826,LONG,2503367,2503367,2503368,2503368,2503368,0,1,PASS
P60-028827,LONG,2503406,2503406,2503407,2503407,2503407,0,1,PASS
P60-028828,SHORT,2503423,2503423,2503424,2503424,2503424,0,1,PASS
P60-028829,LONG,2503431,2503431,2503432,2503432,2503432,0,1,PASS
P60-028830,LONG,2503539,2503539,2503540,2503540,2503540,0,1,PASS
P60-028831,LONG,2503576,2503576,2503577,2503577,2503577,0,1,PASS
P60-028832,LONG,2503820,2503820,2503821,2503821,2503821,0,1,PASS
P60-028833,LONG,2503886,2503886,2503887,2503887,2503887,0,1,PASS
P60-028834,SHORT,2503966,2503966,2503967,2503967,2503967,0,1,PASS
P60-028835,SHORT,2504126,2504126,2504127,2504127,2504127,0,1,PASS
P60-028836,SHORT,2504409,2504409,2504410,2504410,2504410,0,1,PASS
P60-028837,LONG,2504521,2504521,2504522,2504522,2504522,0,1,PASS
P60-028838,LONG,2504615,2504615,2504616,2504616,2504616,0,1,PASS
P60-028839,SHORT,2504780,2504780,2504781,2504781,2504781,0,1,PASS
P60-028840,SHORT,2504988,2504988,2504989,2504989,2504989,0,1,PASS
P60-028841,LONG,2505132,2505132,2505133,2505133,2505133,0,1,PASS
P60-028842,LONG,2505149,2505149,2505150,2505150,2505150,0,1,PASS
P60-028843,SHORT,2505338,2505338,2505339,2505339,2505339,0,1,PASS
P60-028844,SHORT,2505471,2505471,2505472,2505472,2505472,0,1,PASS
P60-028845,SHORT,2505531,2505531,2505532,2505532,2505532,0,1,PASS
P60-028846,SHORT,2505571,2505571,2505572,2505572,2505572,0,1,PASS
P60-028847,LONG,2505661,2505661,2505662,2505662,2505662,0,1,PASS
P60-028848,SHORT,2505758,2505758,2505759,2505759,2505759,0,1,PASS
P60-028849,SHORT,2505788,2505788,2505789,2505789,2505789,0,1,PASS
P60-028850,LONG,2505967,2505967,2505968,2505968,2505968,0,1,PASS
P60-028851,LONG,2506080,2506080,2506081,2506081,2506081,0,1,PASS
P60-028852,LONG,2506153,2506153,2506154,2506154,2506154,0,1,PASS
P60-028853,LONG,2506206,2506206,2506207,2506207,2506207,0,1,PASS
P60-028854,SHORT,2506286,2506286,2506287,2506287,2506287,0,1,PASS
P60-028855,SHORT,2506324,2506324,2506325,2506325,2506325,0,1,PASS
P60-028856,SHORT,2506361,2506361,2506362,2506362,2506362,0,1,PASS
P60-028857,SHORT,2506410,2506410,2506411,2506411,2506411,0,1,PASS
P60-028858,SHORT,2506475,2506475,2506476,2506476,2506476,0,1,PASS
P60-028859,LONG,2506489,2506489,2506490,2506490,2506490,0,1,PASS
P60-028860,SHORT,2506588,2506588,2506589,2506589,2506589,0,1,PASS
P60-028861,SHORT,2506724,2506724,2506725,2506725,2506725,0,1,PASS
P60-028862,SHORT,2506773,2506773,2506774,2506774,2506774,0,1,PASS
P60-028863,SHORT,2506808,2506808,2506809,2506809,2506809,0,1,PASS
P60-028864,LONG,2506990,2506990,2506991,2506991,2506991,0,1,PASS
P60-028865,LONG,2507052,2507052,2507053,2507053,2507053,0,1,PASS
P60-028866,SHORT,2507224,2507224,2507225,2507225,2507225,0,1,PASS
P60-028867,LONG,2507360,2507360,2507361,2507361,2507361,0,1,PASS
P60-028868,SHORT,2507400,2507400,2507401,2507401,2507401,0,1,PASS
P60-028869,SHORT,2507421,2507421,2507422,2507422,2507422,0,1,PASS
P60-028870,LONG,2507431,2507431,2507432,2507432,2507432,0,1,PASS
P60-028871,LONG,2507524,2507524,2507525,2507525,2507525,0,1,PASS
P60-028872,LONG,2507544,2507544,2507545,2507545,2507545,0,1,PASS
P60-028873,LONG,2507611,2507611,2507612,2507612,2507612,0,1,PASS
P60-028874,SHORT,2507618,2507618,2507619,2507619,2507619,0,1,PASS
P60-028875,SHORT,2507783,2507783,2507784,2507784,2507784,0,1,PASS
P60-028876,SHORT,2507871,2507871,2507872,2507872,2507872,0,1,PASS
P60-028877,SHORT,2507937,2507937,2507938,2507938,2507938,0,1,PASS
P60-028878,LONG,2508093,2508093,2508094,2508094,2508094,0,1,PASS
P60-028879,LONG,2508291,2508291,2508292,2508292,2508292,0,1,PASS
P60-028880,LONG,2508391,2508391,2508392,2508392,2508392,0,1,PASS
P60-028881,SHORT,2508839,2508839,2508840,2508840,2508840,0,1,PASS
P60-028882,SHORT,2508913,2508913,2508914,2508914,2508914,0,1,PASS
P60-028883,SHORT,2508999,2508999,2509000,2509000,2509000,0,1,PASS
P60-028884,LONG,2509136,2509136,2509137,2509137,2509137,0,1,PASS
P60-028885,SHORT,2509268,2509268,2509269,2509269,2509269,0,1,PASS
P60-028886,SHORT,2509315,2509315,2509316,2509316,2509316,0,1,PASS
P60-028887,SHORT,2509486,2509486,2509487,2509487,2509487,0,1,PASS
P60-028888,SHORT,2509521,2509521,2509522,2509522,2509522,0,1,PASS
P60-028889,LONG,2509539,2509539,2509540,2509540,2509540,0,1,PASS
P60-028890,SHORT,2509611,2509611,2509612,2509612,2509612,0,1,PASS
P60-028891,LONG,2509744,2509744,2509745,2509745,2509745,0,1,PASS
P60-028892,SHORT,2509917,2509917,2509918,2509918,2509918,0,1,PASS
P60-028893,SHORT,2509964,2509964,2509965,2509965,2509965,0,1,PASS
P60-028894,SHORT,2510098,2510098,2510099,2510099,2510099,0,1,PASS
P60-028895,LONG,2510187,2510187,2510188,2510188,2510188,0,1,PASS
P60-028896,LONG,2510246,2510246,2510247,2510247,2510247,0,1,PASS
P60-028897,LONG,2510317,2510317,2510318,2510318,2510318,0,1,PASS
P60-028898,SHORT,2510343,2510343,2510344,2510344,2510344,0,1,PASS
P60-028899,LONG,2510597,2510597,2510598,2510598,2510598,0,1,PASS
P60-028900,LONG,2510786,2510786,2510787,2510787,2510787,0,1,PASS
P60-028901,LONG,2510868,2510868,2510869,2510869,2510869,0,1,PASS
P60-028902,LONG,2510922,2510922,2510923,2510923,2510923,0,1,PASS
P60-028903,SHORT,2511029,2511029,2511030,2511030,2511030,0,1,PASS
P60-028904,SHORT,2511495,2511495,2511496,2511496,2511496,0,1,PASS
P60-028905,SHORT,2511612,2511612,2511613,2511613,2511613,0,1,PASS
P60-028906,LONG,2511643,2511643,2511644,2511644,2511644,0,1,PASS
P60-028907,LONG,2511699,2511699,2511700,2511700,2511700,0,1,PASS
P60-028908,LONG,2511972,2511972,2511973,2511973,2511973,0,1,PASS
P60-028909,SHORT,2512075,2512075,2512076,2512076,2512076,0,1,PASS
P60-028910,SHORT,2512125,2512125,2512126,2512126,2512126,0,1,PASS
P60-028911,LONG,2512138,2512138,2512139,2512139,2512139,0,1,PASS
P60-028912,LONG,2512239,2512239,2512240,2512240,2512240,0,1,PASS
P60-028913,SHORT,2512262,2512262,2512263,2512263,2512263,0,1,PASS
P60-028914,SHORT,2512401,2512401,2512402,2512402,2512402,0,1,PASS
P60-028915,SHORT,2512416,2512416,2512417,2512417,2512417,0,1,PASS
P60-028916,SHORT,2512480,2512480,2512481,2512481,2512481,0,1,PASS
P60-028917,LONG,2512603,2512603,2512604,2512604,2512604,0,1,PASS
P60-028918,LONG,2512675,2512675,2512676,2512676,2512676,0,1,PASS
P60-028919,LONG,2512731,2512731,2512732,2512732,2512732,0,1,PASS
P60-028920,LONG,2512775,2512775,2512776,2512776,2512776,0,1,PASS
P60-028921,SHORT,2512810,2512810,2512811,2512811,2512811,0,1,PASS
P60-028922,SHORT,2512848,2512848,2512849,2512849,2512849,0,1,PASS
P60-028923,LONG,2513095,2513095,2513096,2513096,2513096,0,1,PASS
P60-028924,LONG,2513149,2513149,2513150,2513150,2513150,0,1,PASS
P60-028925,SHORT,2513230,2513230,2513231,2513231,2513231,0,1,PASS
P60-028926,LONG,2513411,2513411,2513412,2513412,2513412,0,1,PASS
