mode,slice,N,AvgR,PF,TotalR,WinRate,MaxDD,LONG,SHORT,window_start,window_end
causal_b,roll_12m_2019-04,7037,0.1778595541916721,1.2688168008498117,1251.5976828467965,0.3377859883473071,47.22584864345535,3639,3398,2019-04-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
causal_b,roll_12m_2019-07,7018,0.16977320067745555,1.255512370001007,1191.468322354383,0.33513821601595895,56.526093392211806,3637,3381,2019-07-01 00:00:00-05:00,2020-07-01 00:00:00-05:00
causal_b,roll_12m_2019-10,7009,0.17498851650805086,1.2640165041172753,1226.4945122049285,0.33642459694678273,56.526093392210555,3632,3377,2019-10-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
causal_b,roll_12m_2020-01,7035,0.1669919757267193,1.251029131007507,1174.7885492374703,0.334044065387349,56.52609339221186,3620,3415,2020-01-01 00:00:00-06:00,2021-01-01 00:00:00-06:00
causal_b,roll_12m_2020-04,7143,0.16847644628142885,1.2534834636605694,1203.4272557882464,0.33473330533389334,56.52609339221151,3669,3474,2020-04-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
causal_b,roll_12m_2020-07,7310,0.17466417122226027,1.263690643774013,1276.7950916347227,0.33679890560875514,30.504468722330387,3727,3583,2020-07-01 00:00:00-05:00,2021-07-01 00:00:00-05:00
causal_b,roll_12m_2020-10,7385,0.1748509266892124,1.2640133566058036,1291.2740935998336,0.33703452945159107,25.30397130095446,3753,3632,2020-10-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
causal_b,roll_12m_2021-01,7411,0.18518473254311793,1.2809848349279627,1372.404052877047,0.3404398866549723,41.50647656042361,3798,3613,2021-01-01 00:00:00-06:00,2022-01-01 00:00:00-06:00
causal_b,roll_12m_2021-04,7488,0.17695749614034706,1.2675709329602327,1325.0577310989188,0.33827457264957267,41.506476560423835,3829,3659,2021-04-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
causal_b,roll_12m_2021-07,7327,0.1960937490130959,1.2990217524242056,1436.7788990189536,0.34379691551794733,41.506476560423835,3754,3573,2021-07-01 00:00:00-05:00,2022-07-01 00:00:00-05:00
causal_b,roll_12m_2021-10,7379,0.17050654710610857,1.257220398706182,1258.1678110959751,0.336630979807562,41.506476560423835,3761,3618,2021-10-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
causal_b,roll_12m_2022-01,7363,0.16742772137762105,1.2521226150204754,1232.7703125034238,0.33532527502376747,29.002775640245545,3702,3661,2022-01-01 00:00:00-06:00,2023-01-01 00:00:00-06:00
causal_b,roll_12m_2022-04,7321,0.17255487412320583,1.2603996689799541,1263.2742334559898,0.33656604289031555,45.51112958941508,3701,3620,2022-04-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
causal_b,roll_12m_2022-07,7447,0.17388434526727817,1.262428078679224,1294.9167192054206,0.33664562911239426,45.51112958941417,3737,3710,2022-07-01 00:00:00-05:00,2023-07-01 00:00:00-05:00
causal_b,roll_12m_2022-10,7365,0.18021732212160863,1.2726080455769468,1327.3005774256476,0.33835709436524103,45.51112958941502,3725,3640,2022-10-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
causal_b,roll_12m_2023-01,7330,0.1746129370306741,1.2635799870227402,1279.9128284348412,0.3369713506139154,45.511129589414764,3723,3607,2023-01-01 00:00:00-06:00,2024-01-01 00:00:00-06:00
causal_b,roll_12m_2023-04,7305,0.1704743233507274,1.2568623407682677,1245.3149320770638,0.3357973990417522,40.00821387920723,3692,3613,2023-04-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
causal_b,roll_12m_2023-07,7247,0.16859377960861885,1.2538931650890779,1221.7991208236608,0.3351731751069408,40.00821387920726,3696,3551,2023-07-01 00:00:00-05:00,2024-07-01 00:00:00-05:00
causal_b,roll_12m_2023-10,7246,0.18335937637384697,1.2780088417795132,1328.6220412048951,0.3394976538780017,37.008120481550236,3712,3534,2023-10-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
causal_b,roll_12m_2024-01,7304,0.18131496189805837,1.2746780497936694,1324.3244817034183,0.338855421686747,43.50798436610489,3746,3558,2024-01-01 00:00:00-06:00,2025-01-01 00:00:00-06:00
causal_b,roll_12m_2024-04,7254,0.2032384200892249,1.3108836049127057,1474.2914993272375,0.3450510063413289,43.50798436610319,3724,3530,2024-04-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
causal_b,roll_12m_2024-07,7272,0.20209988779660565,1.3087873578378348,1469.6703840569162,0.3446094609460946,43.50798436610319,3724,3548,2024-07-01 00:00:00-05:00,2025-07-01 00:00:00-05:00
causal_b,roll_12m_2024-10,7293,0.20648202347257638,1.3158718506772948,1505.8733971854995,0.34553681612505144,43.50798436610356,3742,3551,2024-10-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
causal_b,roll_12m_2025-01,7204,0.22172111136408218,1.3414537931761097,1597.278886266848,0.35008328706274294,26.001529785109597,3721,3483,2025-01-01 00:00:00-06:00,2026-01-01 00:00:00-06:00
causal_b,roll_12m_2025-04,7300,0.20442378273253883,1.3123225480772602,1492.2936139475335,0.34506849315068494,27.502828263822494,3766,3534,2025-04-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
causal_b,roll_12m_2025-07,7306,0.20272377645048295,1.309672633256556,1481.0999107472285,0.3449219819326581,27.502828263824313,3806,3500,2025-07-01 00:00:00-05:00,2026-07-01 00:00:00-05:00
causal_b,roll_6m_2017-10,3421,0.20604490701243747,1.3151593274964113,704.8796268895486,0.3458053200818474,42.0124296379563,1798,1623,2017-10-01 00:00:00-05:00,2018-04-01 00:00:00-05:00
causal_b,roll_6m_2018-01,3556,0.21286604379290844,1.327007089532653,756.9516517275824,0.3484251968503937,42.01242963795616,1865,1691,2018-01-01 00:00:00-06:00,2018-07-01 00:00:00-05:00
causal_b,roll_6m_2018-04,3633,0.1918583198368273,1.2920319791705297,697.0212759671936,0.3424167354803193,49.93389344052207,1898,1735,2018-04-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
causal_b,roll_6m_2018-07,3603,0.17366823764697875,1.261658739547578,625.7266602420644,0.3361087982237025,49.93389344052194,1866,1737,2018-07-01 00:00:00-05:00,2019-01-01 00:00:00-06:00
causal_b,roll_6m_2018-10,3559,0.14121946386457415,1.2098218103802927,502.60007189401944,0.32649620679966285,37.51093102266347,1847,1712,2018-10-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
causal_b,roll_6m_2019-01,3514,0.12465675048849785,1.1842665458400534,438.0438212165814,0.32270916334661354,47.225848643455464,1830,1684,2019-01-01 00:00:00-06:00,2019-07-01 00:00:00-05:00
causal_b,roll_6m_2019-04,3551,0.17357751792830808,1.2619413005939284,616.373766163422,0.3370881441847367,47.22584864345535,1830,1721,2019-04-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
causal_b,roll_6m_2019-07,3609,0.19223261386659718,1.2923000733003422,693.7675034445492,0.34192297035189806,36.29061486460955,1868,1741,2019-07-01 00:00:00-05:00,2020-01-01 00:00:00-06:00
causal_b,roll_6m_2019-10,3486,0.18222143335725022,1.2758423217075503,635.2239166833742,0.3384968445209409,24.006194376948656,1809,1677,2019-10-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
causal_b,roll_6m_2020-01,3409,0.1459961334437764,1.2173766283239142,497.70081890983374,0.32795541214432383,56.52609339221186,1769,1640,2020-01-01 00:00:00-06:00,2020-07-01 00:00:00-05:00
causal_b,roll_6m_2020-04,3523,0.1678315627367455,1.2523916933156274,591.2705955215544,0.33437411297189895,56.52609339221151,1823,1700,2020-04-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
causal_b,roll_6m_2020-07,3626,0.1867313100738104,1.2832634476268552,677.0877303276366,0.33976833976833976,30.504468722330387,1851,1775,2020-07-01 00:00:00-05:00,2021-01-01 00:00:00-06:00
causal_b,roll_6m_2020-10,3620,0.16910404979742874,1.2545469891508632,612.156660266692,0.3350828729281768,25.006279251657844,1846,1774,2020-10-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
causal_b,roll_6m_2021-01,3684,0.16278701446989308,1.2446079924642737,599.7073613070861,0.3338762214983713,25.3039713009544,1876,1808,2021-01-01 00:00:00-06:00,2021-07-01 00:00:00-05:00
causal_b,roll_6m_2021-04,3765,0.18037647631690348,1.2731706500186304,679.1174333331417,0.33891102257636124,25.30397130095441,1907,1858,2021-04-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
causal_b,roll_6m_2021-07,3727,0.20732403852158865,1.3176480815051228,772.6966915699609,0.346927823987121,41.506476560423835,1922,1805,2021-07-01 00:00:00-05:00,2022-01-01 00:00:00-06:00
causal_b,roll_6m_2021-10,3723,0.17349994567976823,1.2619259444041786,645.9402977657771,0.33763094278807415,41.506476560423835,1922,1801,2021-10-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
causal_b,roll_6m_2022-01,3600,0.18446727984694233,1.2799229247416868,664.0822074489924,0.34055555555555556,29.002775640245545,1832,1768,2022-01-01 00:00:00-06:00,2022-07-01 00:00:00-05:00
causal_b,roll_6m_2022-04,3656,0.1674582913922861,1.2524356222377586,612.227513330198,0.33561269146608314,29.002775640245545,1839,1817,2022-04-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
causal_b,roll_6m_2022-07,3763,0.1511262569902821,1.2259216807527253,568.6881050544315,0.3303215519532288,27.00728747591271,1870,1893,2022-07-01 00:00:00-05:00,2023-01-01 00:00:00-06:00
causal_b,roll_6m_2022-10,3665,0.1776389413712938,1.268361331897498,651.0467201257918,0.3375170532060027,45.51112958941502,1862,1803,2022-10-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
causal_b,roll_6m_2023-01,3684,0.19713045986726085,1.3004449897592552,726.228614150989,0.34310532030401736,45.511129589414764,1867,1817,2023-01-01 00:00:00-06:00,2023-07-01 00:00:00-05:00
causal_b,roll_6m_2023-04,3700,0.18277131278374487,1.2768254126055854,676.253857299856,0.33918918918918917,40.00821387920723,1863,1837,2023-04-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
causal_b,roll_6m_2023-07,3646,0.15186072799886238,1.227040397983234,553.6842142838523,0.33077345035655514,40.00821387920726,1856,1790,2023-07-01 00:00:00-05:00,2024-01-01 00:00:00-06:00
causal_b,roll_6m_2023-10,3605,0.1578532801046346,1.236587214814072,569.0610747772078,0.3323162274618585,30.50801874136505,1829,1776,2023-10-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
causal_b,roll_6m_2024-01,3601,0.18553593627875828,1.281482996852086,668.1149065398085,0.3396278811441266,37.008120481550236,1840,1761,2024-01-01 00:00:00-06:00,2024-07-01 00:00:00-05:00
causal_b,roll_6m_2024-04,3641,0.2086132838307299,1.3199804452650508,759.5609664276876,0.34660807470475147,37.00812048155069,1883,1758,2024-04-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
causal_b,roll_6m_2024-07,3703,0.17721025524267073,1.2680795550209953,656.2095751636097,0.33810423980556303,43.50798436610319,1906,1797,2024-07-01 00:00:00-05:00,2025-01-01 00:00:00-06:00
causal_b,roll_6m_2024-10,3613,0.19782190226945748,1.3017664692078514,714.7305328995499,0.34348187102131195,43.50798436610356,1841,1772,2024-10-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
causal_b,roll_6m_2025-01,3569,0.22792401482020358,1.3518925934369472,813.4608088933065,0.3513589240683665,23.501520972780668,1818,1751,2025-01-01 00:00:00-06:00,2025-07-01 00:00:00-05:00
causal_b,roll_6m_2025-04,3680,0.2149844739907471,1.3297986108339523,791.1428642859494,0.34755434782608696,21.656446394436244,1901,1779,2025-04-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
causal_b,roll_6m_2025-07,3635,0.2156308328400389,1.3312555586476789,783.8180773735414,0.3488308115543329,26.001529785109597,1903,1732,2025-07-01 00:00:00-05:00,2026-01-01 00:00:00-06:00
causal_b,roll_6m_2025-10,3620,0.19368805239270273,1.2947019250922571,701.1507496615839,0.3425414364640884,27.50282826382403,1865,1755,2025-10-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
causal_b,roll_6m_2026-01,3671,0.1899432942995607,1.2885397066078792,697.2818333736873,0.34105148460909834,27.502828263823957,1903,1768,2026-01-01 00:00:00-06:00,2026-07-01 00:00:00-05:00
