time,open,high,low,close,GLD_armed_long,GLD_armed_short,GLD_evidence_threshold_long,GLD_evidence_threshold_short,GLD_decide_e_long,GLD_decide_e_short,GLD_p4_keep_long,GLD_p4_keep_short,GLD_h1_keep_long,GLD_h1_keep_short,GLD_gate_open,GLD_not_in_cooldown,GLD_take_long,GLD_take_short,GLD_bar_time_utc_ms,GLD_htf_warmup_ready,GLD_arm_total_long,GLD_arm_total_short,GLD_arm_total_long_prov,GLD_arm_total_short_prov,GLD_pass_reason_code
1787920860000,29631.0,29638.5,29631.0,29637.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787920860000,1,7.0,3.0,1,2,0
1787920920000,29637.25,29658.25,29637.25,29658.25,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787920920000,1,7.0,3.0,2,2,0
1787920980000,29657.75,29658.25,29653.75,29656.0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787920980000,1,2.0,3.0,1,2,0
1787921040000,29656.25,29660.75,29653.25,29658.25,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921040000,1,3.0,3.0,1,2,0
1787921100000,29658.25,29662.75,29655.0,29657.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921100000,1,3.0,3.0,1,2,0
1787921160000,29656.25,29658.25,29652.25,29655.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921160000,1,5.0,3.0,1,2,0
1787921220000,29654.75,29655.0,29649.25,29650.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921220000,1,4.0,3.0,1,2,0
1787921280000,29650.75,29659.5,29650.5,29656.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921280000,1,5.0,3.0,1,2,0
1787921340000,29656.0,29661.75,29655.0,29659.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921340000,1,5.0,3.0,1,2,0
1787921400000,29659.0,29663.25,29656.5,29662.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921400000,1,4.0,3.0,1,2,0
1787921460000,29662.25,29664.0,29655.5,29661.25,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921460000,1,2.0,3.0,1,2,0
1787921520000,29661.75,29663.0,29659.75,29659.75,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921520000,1,3.0,3.0,1,2,0
1787921580000,29659.5,29662.0,29657.5,29657.75,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921580000,1,3.0,3.0,1,2,0
1787921640000,29657.25,29660.25,29655.25,29659.25,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921640000,1,3.0,3.0,1,2,0
1787921700000,29659.75,29664.0,29654.0,29655.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921700000,1,4.0,3.0,1,2,0
1787921760000,29656.75,29658.75,29655.0,29656.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921760000,1,4.0,3.0,1,2,0
1787921820000,29655.75,29657.25,29652.75,29656.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921820000,1,5.0,3.0,1,2,0
1787921880000,29656.25,29665.0,29656.25,29662.5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787921880000,1,5.0,3.0,2,2,0
1787921940000,29661.5,29662.25,29657.75,29659.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787921940000,1,4.0,3.0,1,2,0
1787922000000,29659.0,29661.0,29650.25,29657.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922000000,1,5.0,3.0,1,2,0
1787922060000,29658.0,29678.75,29656.5,29675.75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787922060000,1,5.0,3.0,2,2,0
1787922120000,29675.75,29681.75,29669.75,29678.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922120000,1,5.0,3.0,1,2,0
1787922180000,29678.75,29678.75,29667.5,29669.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922180000,1,4.0,3.0,1,2,0
1787922240000,29669.25,29671.25,29663.25,29664.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922240000,1,4.0,3.0,1,2,0
1787922300000,29664.25,29667.5,29655.75,29659.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922300000,1,5.0,3.0,1,2,0
1787922360000,29659.0,29661.25,29651.0,29653.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922360000,1,4.0,3.0,1,2,0
1787922420000,29653.5,29667.75,29653.25,29664.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922420000,1,6.0,3.0,1,2,0
1787922480000,29664.0,29667.25,29653.5,29655.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922480000,1,4.0,3.0,1,2,0
1787922540000,29656.5,29658.5,29651.5,29654.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922540000,1,4.0,3.0,1,2,0
1787922600000,29655.0,29659.25,29655.0,29658.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922600000,1,7.0,3.0,1,2,0
1787922660000,29659.0,29661.75,29656.75,29658.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922660000,1,4.0,3.0,1,2,0
1787922720000,29659.25,29660.25,29655.0,29656.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922720000,1,4.0,3.0,1,2,0
1787922780000,29656.75,29659.75,29655.0,29655.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922780000,1,5.0,3.0,1,2,0
1787922840000,29655.25,29661.0,29654.75,29661.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922840000,1,7.0,3.0,1,2,0
1787922900000,29661.0,29662.75,29656.25,29657.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787922900000,1,2.0,3.0,1,2,0
1787922960000,29657.75,29661.5,29654.0,29661.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787922960000,1,6.0,3.0,1,2,0
1787923020000,29661.0,29661.0,29652.5,29655.0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787923020000,1,6.0,3.0,2,2,0
