trade_id,direction,entry,stop_time,stop_price,later_2p5_time,later_max_mfe,minutes_stop_to_2p5,mfe_c,median_post_stop_mfe
P60-000191,SHORT,6119.5,17280,6119.642857142857,17283,29.75,3,0.0,7.000000000000001
P60-000198,LONG,6084.75,18123,6083.571428571428,18163,5.7272727272727275,40,0.0,7.000000000000001
P60-000200,SHORT,6075.25,18345,6076.732142857143,18350,3.710843373493976,5,0.6746987951807228,7.000000000000001
P60-000201,SHORT,6093.0,18683,6093.410714285715,18780,6.086956521739131,97,2.4347826086956523,7.000000000000001
P60-000204,SHORT,6113.25,19030,6113.803571428572,19063,3.6129032258064515,33,0.0,7.000000000000001
P60-000205,SHORT,6112.5,19058,6112.785714285715,19063,4.375,5,0.0,7.000000000000001
P60-000207,SHORT,6110.75,19210,6111.428571428572,19215,11.421052631578947,5,0.0,7.000000000000001
P60-000209,LONG,6108.75,19337,6108.160714285715,19343,10.181818181818182,6,1.2727272727272727,7.000000000000001
P60-000210,LONG,6113.25,19385,6112.5,19502,3.0,117,0.3333333333333333,7.000000000000001
P60-000211,SHORT,6110.0,19492,6110.75,19596,7.666666666666667,104,0.0,7.000000000000001
P60-000217,LONG,6118.0,19974,6116.642857142857,20070,7.368421052631579,96,1.1052631578947367,7.000000000000001
P60-000218,LONG,6116.75,20003,6116.607142857143,20006,78.75,3,0.0,7.000000000000001
P60-000219,LONG,6116.75,20032,6116.535714285715,20038,52.5,6,0.0,7.000000000000001
P60-000220,SHORT,6117.0,20124,6117.642857142857,20149,15.166666666666666,25,0.0,7.000000000000001
P60-000221,SHORT,6112.25,20280,6112.482142857143,20281,22.615384615384613,1,1.0769230769230769,7.000000000000001
P60-000222,SHORT,6108.5,20353,6108.910714285715,20364,3.6521739130434785,11,0.0,7.000000000000001
P60-000223,LONG,6112.5,20490,6112.25,20572,23.0,82,2.0,7.000000000000001
P60-000226,SHORT,6117.5,20885,6119.142857142857,20887,19.021739130434785,2,0.6086956521739131,7.000000000000001
P60-000228,SHORT,6092.75,20990,6094.196428571428,21008,3.9753086419753085,18,0.0,7.000000000000001
P60-000230,SHORT,6088.75,21169,6090.392857142857,21173,17.195652173913043,4,0.6086956521739131,7.000000000000001
P60-000232,SHORT,6072.0,21714,6072.25,21717,17.0,3,1.0,7.000000000000001
P60-000235,LONG,6074.0,22065,6073.321428571428,22174,9.947368421052632,109,0.0,7.000000000000001
P60-000236,LONG,6072.75,22093,6071.982142857143,22114,13.348837209302324,21,0.0,7.000000000000001
P60-000239,LONG,6073.75,22143,6072.589285714285,22174,7.9692307692307685,31,1.5076923076923077,7.000000000000001
P60-000240,LONG,6079.25,22236,6077.803571428572,22305,5.703703703703704,69,0.0,7.000000000000001
P60-000242,LONG,6081.0,22310,6079.053571428572,22329,4.110091743119266,19,0.0,7.000000000000001
P60-000243,LONG,6085.5,22401,6084.5,22481,7.0,80,0.0,7.000000000000001
P60-000244,LONG,6082.25,22447,6081.0,22466,8.2,19,0.0,7.000000000000001
P60-000245,SHORT,6081.75,22461,6082.910714285715,22570,6.676923076923076,109,0.0,7.000000000000001
P60-000249,SHORT,6072.75,22732,6073.285714285715,22839,6.533333333333333,107,0.0,7.000000000000001
P60-000256,SHORT,6068.5,23186,6068.821428571428,23190,11.666666666666666,4,2.333333333333333,7.000000000000001
P60-000257,LONG,6069.0,23299,6068.107142857143,23357,3.6399999999999997,58,0.0,7.000000000000001
P60-000259,LONG,6070.25,23351,6069.392857142857,23424,5.833333333333334,73,0.2916666666666667,7.000000000000001
P60-000260,LONG,6070.25,23402,6069.517857142857,23424,6.829268292682928,22,0.34146341463414637,7.000000000000001
P60-000261,SHORT,6068.0,23499,6068.964285714285,23539,5.185185185185185,40,0.25925925925925924,7.000000000000001
P60-000262,SHORT,6065.5,23570,6066.553571428572,23627,46.983050847457626,57,0.0,7.000000000000001
P60-000264,SHORT,6062.25,23629,6065.767857142857,23672,13.147208121827411,43,0.0,7.000000000000001
P60-000268,LONG,6048.25,23847,6046.160714285715,23871,5.504273504273504,24,0.0,7.000000000000001
P60-000271,SHORT,6063.0,24194,6063.571428571428,24200,6.5625,6,0.0,7.000000000000001
P60-000272,LONG,6066.0,24364,6065.696428571428,24427,4.11764705882353,63,0.0,7.000000000000001
P60-000273,SHORT,6065.75,24371,6065.982142857143,24381,24.76923076923077,10,1.0769230769230769,7.000000000000001
P60-000276,LONG,6068.25,24779,6067.517857142857,24786,10.585365853658537,7,0.34146341463414637,7.000000000000001
P60-000277,SHORT,6047.75,24963,6051.642857142857,24969,3.2752293577981653,6,0.0,7.000000000000001
P60-000282,SHORT,6098.25,25845,6098.75,25876,9.0,31,0.0,7.000000000000001
P60-000283,LONG,6110.5,25964,6109.214285714285,26060,4.277777777777778,96,0.7777777777777777,7.000000000000001
P60-000284,LONG,6110.5,26028,6109.660714285715,26059,13.106382978723405,31,0.5957446808510638,7.000000000000001
P60-000285,LONG,6117.25,26144,6116.696428571428,26186,40.19354838709677,42,0.0,7.000000000000001
P60-000288,LONG,6177.25,26403,6174.232142857143,26412,12.2603550295858,9,0.8284023668639053,7.000000000000001
P60-000291,SHORT,6214.5,26764,6215.160714285715,26770,15.891891891891893,6,0.3783783783783784,7.000000000000001
P60-000293,LONG,6216.5,26875,6215.321428571428,26877,5.7272727272727275,2,1.0606060606060606,7.000000000000001
P60-000295,SHORT,6214.75,27422,6215.428571428572,27468,7.7368421052631575,46,0.0,7.000000000000001
P60-000299,SHORT,6213.25,27611,6214.196428571428,27633,7.660377358490567,22,0.5283018867924528,7.000000000000001
P60-000300,LONG,6214.0,27616,6213.107142857143,27648,42.0,32,0.0,7.000000000000001
P60-000303,LONG,6233.5,27678,6230.25,27692,5.538461538461538,14,0.0,7.000000000000001
P60-000304,LONG,6221.25,28116,6220.75,28149,7.0,33,0.0,7.000000000000001
P60-000306,LONG,6222.0,28218,6221.642857142857,28229,30.8,11,0.0,7.000000000000001
P60-000308,LONG,6231.5,28318,6230.839285714285,28378,3.4054054054054057,60,1.8918918918918919,7.000000000000001
P60-000310,SHORT,6231.5,28451,6231.732142857143,28558,11.846153846153845,107,0.0,7.000000000000001
P60-000311,LONG,6233.75,28462,6233.375,28476,4.0,14,0.0,7.000000000000001
P60-000312,LONG,6233.5,28545,6233.160714285715,28616,9.578947368421051,71,2.2105263157894735,7.000000000000001
P60-000314,LONG,6236.25,28673,6235.446428571428,28688,6.533333333333333,15,0.0,7.000000000000001
P60-000315,LONG,6238.25,28706,6237.642857142857,28733,5.352941176470589,27,1.2352941176470589,7.000000000000001
P60-000316,SHORT,6237.75,28837,6238.125,28849,2.6666666666666665,12,2.0,7.000000000000001
P60-000317,LONG,6248.25,28988,6247.428571428572,29096,2.739130434782609,108,1.5217391304347827,7.000000000000001
P60-000318,SHORT,6238.25,28995,6240.589285714285,29014,4.1679389312977095,19,0.0,7.000000000000001
P60-000320,LONG,6248.5,29211,6247.571428571428,29259,11.038461538461538,48,0.2692307692307692,7.000000000000001
P60-000322,LONG,6250.5,29316,6249.0,29424,3.1666666666666665,108,0.0,7.000000000000001
P60-000323,SHORT,6249.0,29347,6250.928571428572,29371,3.111111111111111,24,0.9074074074074074,7.000000000000001
P60-000324,LONG,6249.75,29365,6247.75,29425,2.75,60,1.0,7.000000000000001
P60-000325,LONG,6251.25,29424,6249.660714285715,29427,2.5168539325842696,3,1.8876404494382024,7.000000000000001
P60-000329,LONG,6265.75,29680,6265.267857142857,29732,4.666666666666667,52,0.5185185185185185,7.000000000000001
P60-000331,LONG,6267.25,29807,6266.839285714285,29885,10.956521739130435,78,0.6086956521739131,7.000000000000001
P60-000334,LONG,6276.0,30075,6275.482142857143,30115,16.413793103448274,40,0.48275862068965514,7.000000000000001
P60-000335,SHORT,6275.0,30249,6275.607142857143,30309,14.000000000000002,60,0.0,7.000000000000001
P60-000336,SHORT,6277.0,30283,6277.946428571428,30308,27.20754716981132,25,0.2641509433962264,7.000000000000001
P60-000337,SHORT,6262.0,30382,6265.571428571428,30395,5.6,13,0.98,7.000000000000001
P60-000340,SHORT,6240.5,30672,6242.660714285715,30776,6.363636363636364,104,0.0,7.000000000000001
P60-000341,LONG,6248.0,30694,6245.928571428572,30742,3.7413793103448274,48,0.3620689655172413,7.000000000000001
P60-000342,LONG,6246.5,30741,6243.696428571428,30742,3.299363057324841,1,1.248407643312102,7.000000000000001
P60-000343,SHORT,6240.5,30766,6242.232142857143,30776,7.9381443298969065,10,1.2989690721649485,7.000000000000001
P60-000344,SHORT,6230.75,30844,6231.125,30847,80.0,3,0.0,7.000000000000001
P60-000345,SHORT,6229.25,30909,6230.0,30911,38.0,2,0.0,7.000000000000001
P60-000350,SHORT,6223.25,31258,6223.785714285715,31275,6.533333333333333,17,0.0,7.000000000000001
P60-000353,LONG,6239.75,31621,6239.053571428572,31642,11.12820512820513,21,0.358974358974359,7.000000000000001
P60-000355,SHORT,6230.75,31724,6233.464285714285,31744,10.592105263157894,20,1.8421052631578947,7.000000000000001
P60-000356,SHORT,6221.25,31801,6223.892857142857,31827,10.878378378378379,26,0.3783783783783784,7.000000000000001
P60-000358,LONG,6227.75,31923,6225.25,32009,4.0,86,0.0,7.000000000000001
P60-000360,LONG,6253.25,32165,6252.589285714285,32174,4.54054054054054,9,0.3783783783783784,7.000000000000001
P60-000361,LONG,6254.0,32222,6253.678571428572,32232,6.999999999999999,10,0.0,7.000000000000001
P60-000364,LONG,6253.75,32497,6253.535714285715,32566,9.333333333333334,69,0.0,7.000000000000001
P60-000368,LONG,6254.25,32784,6253.875,32797,16.0,13,0.0,7.000000000000001
P60-000369,LONG,6256.75,32865,6256.482142857143,32872,14.933333333333334,7,0.0,7.000000000000001
P60-000375,LONG,6289.75,33480,6288.910714285715,33483,9.53191489361702,3,0.0,7.000000000000001
P60-000377,SHORT,6275.5,33759,6276.285714285715,33767,4.136363636363637,8,0.0,7.000000000000001
P60-000378,LONG,6280.0,33788,6279.125,33843,4.0,55,0.0,7.000000000000001
P60-000384,LONG,6290.0,34189,6289.446428571428,34240,11.741935483870966,51,0.0,7.000000000000001
P60-000386,LONG,6288.25,34222,6287.678571428572,34230,14.4375,8,0.0,7.000000000000001
P60-000388,LONG,6308.25,34441,6306.142857142857,34463,3.559322033898305,22,0.0,7.000000000000001
P60-000389,LONG,6310.25,34472,6308.214285714285,34486,2.7017543859649122,14,0.6140350877192983,7.000000000000001
P60-000390,LONG,6307.25,34606,6306.214285714285,34643,6.0344827586206895,37,0.7241379310344827,7.000000000000001
P60-000391,LONG,6308.0,34628,6306.642857142857,34655,7.0,27,1.2894736842105263,7.000000000000001
P60-000396,LONG,6312.0,34914,6311.696428571428,34916,34.58823529411765,2,0.823529411764706,7.000000000000001
P60-000397,LONG,6313.25,34951,6312.964285714285,34961,32.375,10,1.75,7.000000000000001
P60-000404,LONG,6311.75,35621,6311.107142857143,35722,3.8888888888888884,101,1.5555555555555554,7.000000000000001
P60-000406,SHORT,6310.75,35825,6313.714285714285,35829,4.8915662650602405,4,0.5903614457831325,7.000000000000001
P60-000410,SHORT,6308.75,36043,6310.214285714285,36121,3.2439024390243905,78,0.0,7.000000000000001
P60-000411,LONG,6312.0,36076,6310.678571428572,36144,4.918918918918919,68,0.5675675675675675,7.000000000000001
P60-000412,LONG,6312.0,36141,6310.446428571428,36144,4.183908045977011,3,1.7701149425287357,7.000000000000001
P60-000415,LONG,6313.0,36437,6312.625,36456,11.333333333333334,19,0.0,7.000000000000001
P60-000416,SHORT,6313.25,36598,6313.571428571428,36636,7.777777777777777,38,0.0,7.000000000000001
P60-000417,SHORT,6312.5,36644,6312.75,36650,7.0,6,0.0,7.000000000000001
P60-000418,LONG,6316.0,36673,6315.339285714285,36724,15.513513513513514,51,0.0,7.000000000000001
P60-000421,LONG,6317.0,37086,6316.303571428572,37115,12.923076923076923,29,0.0,7.000000000000001
P60-000422,LONG,6327.5,37274,6326.357142857143,37296,10.71875,22,0.0,7.000000000000001
P60-000425,LONG,6347.0,37627,6346.0,37704,4.5,77,1.0,7.000000000000001
P60-000427,SHORT,6344.25,37866,6344.821428571428,37875,33.25,9,1.75,7.000000000000001
P60-000430,LONG,6334.25,38004,6333.910714285715,38005,18.421052631578945,1,1.4736842105263157,7.000000000000001
P60-000432,SHORT,6335.0,38076,6335.946428571428,38083,7.132075471698114,7,1.0566037735849056,7.000000000000001
P60-000436,SHORT,6334.0,38174,6334.785714285715,38215,14.636363636363637,41,0.0,7.000000000000001
P60-000439,SHORT,6329.0,38268,6329.732142857143,38283,38.243902439024396,15,0.0,7.000000000000001
P60-000440,SHORT,6290.25,38449,6292.178571428572,38484,9.333333333333334,35,0.6481481481481481,7.000000000000001
P60-000443,LONG,6293.25,38802,6291.053571428572,38822,10.471544715447154,20,0.45528455284552843,7.000000000000001
P60-000444,LONG,6311.25,38967,6310.107142857143,38976,6.125,9,1.96875,7.000000000000001
P60-000445,LONG,6312.0,39023,6311.089285714285,39046,6.862745098039216,23,0.5490196078431373,7.000000000000001
P60-000447,LONG,6315.0,39145,6314.267857142857,39154,5.463414634146342,9,0.6829268292682927,7.000000000000001
P60-000448,LONG,6317.25,39236,6316.875,39243,10.0,7,0.6666666666666666,7.000000000000001
P60-000450,SHORT,6293.75,39523,6295.785714285715,39531,6.2631578947368425,8,0.0,7.000000000000001
P60-000453,SHORT,6297.75,39824,6298.910714285715,39832,12.061538461538461,8,0.0,7.000000000000001
P60-000454,LONG,6296.0,39839,6293.482142857143,39843,4.170212765957447,4,1.4893617021276595,7.000000000000001
P60-000458,LONG,6311.0,40233,6309.446428571428,40277,5.954022988505747,44,0.48275862068965514,7.000000000000001
P60-000465,SHORT,6314.5,40783,6315.303571428572,40853,10.577777777777778,70,0.0,7.000000000000001
P60-000466,LONG,6314.75,40795,6314.214285714285,40804,8.866666666666667,9,1.4000000000000001,7.000000000000001
P60-000467,SHORT,6313.25,40802,6314.035714285715,40854,9.227272727272727,52,0.0,7.000000000000001
P60-000477,LONG,6316.25,41440,6315.267857142857,41474,8.90909090909091,34,0.0,7.000000000000001
P60-000480,SHORT,6311.75,41656,6312.107142857143,41672,18.9,16,0.0,7.000000000000001
P60-000481,SHORT,6311.0,41732,6311.535714285715,41819,8.4,87,1.8666666666666667,7.000000000000001
P60-000483,SHORT,6308.75,41938,6309.196428571428,42023,7.279999999999999,85,0.5599999999999999,7.000000000000001
P60-000484,LONG,6309.75,41970,6309.482142857143,41975,9.333333333333334,5,0.0,7.000000000000001
P60-000485,SHORT,6307.75,42079,6308.017857142857,42145,2.8000000000000003,66,0.0,7.000000000000001
P60-000488,LONG,6312.5,42261,6311.803571428572,42337,7.17948717948718,76,0.358974358974359,7.000000000000001
P60-000489,LONG,6312.0,42318,6311.339285714285,42333,8.324324324324325,15,1.135135135135135,7.000000000000001
P60-000492,LONG,6295.25,42660,6293.125,42685,2.9411764705882355,25,0.35294117647058826,7.000000000000001
P60-000493,SHORT,6293.25,42671,6294.964285714285,42732,16.625,61,0.0,7.000000000000001
P60-000495,SHORT,6291.75,42980,6292.625,43013,20.571428571428573,33,0.0,7.000000000000001
P60-000497,SHORT,6275.75,43171,6277.0,43257,4.4,86,2.4,7.000000000000001
P60-000501,SHORT,6272.5,43448,6273.0,43449,26.0,1,1.0,7.000000000000001
P60-000503,LONG,6275.0,43823,6273.714285714285,43836,2.9166666666666665,13,0.0,7.000000000000001
P60-000506,SHORT,6267.25,44054,6269.107142857143,44129,3.3653846153846154,75,0.1346153846153846,7.000000000000001
P60-000509,SHORT,6263.75,44333,6264.232142857143,44363,6.222222222222222,30,0.0,7.000000000000001
P60-000510,LONG,6265.75,44343,6265.25,44385,27.0,42,0.5,7.000000000000001
P60-000513,LONG,6277.0,44521,6276.553571428572,44524,19.04,3,0.0,7.000000000000001
P60-000514,LONG,6282.25,44601,6281.178571428572,44680,6.3,79,0.0,7.000000000000001
P60-000515,LONG,6282.25,44649,6281.946428571428,44653,25.529411764705884,4,0.0,7.000000000000001
P60-000516,LONG,6286.25,44751,6285.785714285715,44758,14.538461538461538,7,0.5384615384615384,7.000000000000001
P60-000518,LONG,6287.75,44895,6286.678571428572,44909,10.033333333333333,14,0.0,7.000000000000001
P60-000520,LONG,6289.5,44965,6288.589285714285,44971,9.882352941176471,6,1.3725490196078431,7.000000000000001
P60-000522,LONG,6295.0,45243,6294.160714285715,45262,51.234042553191486,19,0.0,7.000000000000001
P60-000526,LONG,6348.25,45793,6347.410714285715,45811,4.170212765957447,18,1.1914893617021276,7.000000000000001
P60-000531,LONG,6344.25,46194,6343.678571428572,46233,13.125,39,0.4375,7.000000000000001
P60-000534,LONG,6346.5,46554,6345.678571428572,46623,3.347826086956522,69,0.0,7.000000000000001
P60-000535,SHORT,6343.75,46562,6344.660714285715,46582,14.0,20,0.0,7.000000000000001
P60-000539,SHORT,6319.25,46976,6320.589285714285,46997,9.520000000000001,21,0.0,7.000000000000001
P60-000542,LONG,6311.25,47197,6310.089285714285,47209,3.0153846153846153,12,1.5076923076923077,7.000000000000001
P60-000544,SHORT,6308.75,47230,6309.678571428572,47232,18.846153846153847,2,1.346153846153846,7.000000000000001
P60-000546,LONG,6297.0,47362,6296.178571428572,47384,8.82608695652174,22,0.9130434782608696,7.000000000000001
P60-000548,LONG,6299.25,47392,6298.821428571428,47422,21.0,30,0.5833333333333334,7.000000000000001
P60-000550,LONG,6303.75,47566,6302.196428571428,47645,3.057471264367816,79,0.6436781609195402,7.000000000000001
P60-000551,LONG,6303.0,47585,6301.803571428572,47589,5.641791044776119,4,0.0,7.000000000000001
P60-000552,LONG,6307.0,47655,6305.732142857143,47751,4.732394366197183,96,0.5915492957746479,7.000000000000001
P60-000554,LONG,6317.5,47877,6316.767857142857,47914,11.609756097560977,37,0.6829268292682927,7.000000000000001
P60-000559,SHORT,6312.25,48336,6313.714285714285,48352,2.731707317073171,16,0.6829268292682927,7.000000000000001
P60-000561,LONG,6316.5,48507,6315.696428571428,48581,8.088888888888889,74,1.2444444444444445,7.000000000000001
P60-000562,LONG,6322.25,48771,6322.017857142857,48779,5.384615384615384,8,0.0,7.000000000000001
P60-000563,SHORT,6315.75,48908,6316.303571428572,48945,6.774193548387096,37,0.0,7.000000000000001
P60-000564,SHORT,6314.5,49008,6315.142857142857,49021,3.1111111111111107,13,0.7777777777777777,7.000000000000001
P60-000566,LONG,6335.75,49195,6334.982142857143,49198,16.604651162790695,3,1.627906976744186,7.000000000000001
P60-000567,LONG,6343.75,49239,6342.535714285715,49254,22.441176470588236,15,0.0,7.000000000000001
P60-000569,LONG,6381.75,49470,6380.660714285715,49483,2.5245901639344264,13,0.2295081967213115,7.000000000000001
P60-000571,SHORT,6380.0,49761,6380.517857142857,49768,3.862068965517241,7,1.9310344827586206,7.000000000000001
P60-000576,LONG,6385.25,50062,6384.982142857143,50078,2.8000000000000003,16,0.0,7.000000000000001
P60-000578,SHORT,6383.0,50155,6383.25,50159,6.0,4,0.0,7.000000000000001
P60-000582,LONG,6382.5,50309,6381.928571428572,50316,3.5,7,1.3125,7.000000000000001
