feature,bin_lo,bin_hi,N,AvgR,PF,win_rate,MFE,MAE,opp_rate
dist_swing_low_atr,-78.4,-5.470198675496689,71936,-0.46637715041283057,0.5540869622922217,0.2734096975088968,1.5040872757968482,1.3026280993691914,0.11357317615658363
dist_swing_low_atr,-5.470198675496689,-4.213592233009709,72925,-0.4233567326564986,0.5805116148285216,0.27644840589646896,1.4766478312837088,1.2653206424391468,0.11795680493657867
dist_swing_low_atr,-4.213592233009709,-3.3793103448275863,75919,-0.39027229382960293,0.6047208545305626,0.2796796585834903,1.4682606891239633,1.2775830619428412,0.11611059155152202
dist_swing_low_atr,-3.3793103448275863,-2.6,79478,-0.3357239850162871,0.6500949057240095,0.2886081682981454,1.4851235922747077,1.265951464710564,0.11851078285814942
dist_swing_low_atr,-2.6,-1.4411764705882355,80013,-0.34507549186929926,0.6418919926586889,0.28716583555172287,1.4973466703913212,1.291471982772451,0.11665604339294865
dist_swing_low_atr,-1.4411764705882355,-0.42424242424242425,77276,-0.3404669108000215,0.6479212390578002,0.29191469537760756,1.4887172972514955,1.281728575977979,0.12315596045343961
dist_swing_low_atr,-0.42424242424242425,0.1971830985915493,85560,-0.30421317763786515,0.6720415827931117,0.2833450210378682,1.466950249773056,1.2655619944958396,0.11525245441795232
dist_swing_low_atr,0.1971830985915493,0.5907172995780591,71839,-0.4367296684810702,0.5661498678043295,0.2696307019863862,1.4447685871062286,1.2819971694576295,0.09682762844694386
dist_swing_low_atr,0.5907172995780591,1.4,70318,-0.4687920990324065,0.5472042918554538,0.26688756790579937,1.4661892694462633,1.3042879952165196,0.09486902357860007
dist_swing_low_atr,1.4,47.03448275862069,71207,-0.44439523295900585,0.5655414359596548,0.26776861825382337,1.4937670868080342,1.3076965213121357,0.10307975339503139
break_dist_atr,-6.204545454545454,-0.4,82295,-0.3408721843373355,0.6434405444913952,0.2853393280272192,1.511128142799827,1.2739589576547576,0.11580290418615954
break_dist_atr,-0.4,-0.039226686467013015,88648,-0.3040763450390161,0.6698467250711457,0.2792730800469272,1.4531964152484844,1.2343645848381863,0.11596426315314502
break_dist_atr,-0.039226686467013015,0.16470588235294117,98484,-0.2582878995335251,0.7101457977860188,0.28035010763169654,1.4480182805952158,1.2433425175726076,0.118090248162138
break_dist_atr,0.16470588235294117,0.26666666666666666,74357,-0.3796734495195984,0.6104782504967962,0.27645009884745214,1.4396502485659273,1.2712204622793584,0.10995602297026508
break_dist_atr,0.26666666666666666,0.3783783783783784,71835,-0.39515420211416774,0.6005115100597979,0.28044824946056934,1.4627256814585925,1.2766609580873103,0.11111575137467808
break_dist_atr,0.3783783783783784,0.5137614678899083,72916,-0.4153226092963617,0.5867473615081553,0.27871797685007405,1.4554856036031252,1.2823844966206253,0.11041472379176039
break_dist_atr,0.5137614678899083,0.6810810810810811,70448,-0.43008980786607126,0.5759544386575166,0.27871621621621623,1.4697366167512382,1.285376523456019,0.11188394276629571
break_dist_atr,0.6810810810810811,0.9090909090909091,69380,-0.44455924398031055,0.5689751910503295,0.27715479965407896,1.4843791351620321,1.2895977293554872,0.1098731622946094
break_dist_atr,0.9090909090909091,1.3023255813953487,68264,-0.4744945316085846,0.5511890180659815,0.27887319817180356,1.4840387371546035,1.3059897468966635,0.1078167115902965
break_dist_atr,1.3023255813953487,65.33333333333333,62330,-0.59593972363999,0.48291661271641056,0.2713300176480026,1.615087896237107,1.4206802034518549,0.10285576768811167
body_atr,0.0,0.1958041958041958,86943,-0.3414482636470179,0.6425087975365673,0.2801950703334368,1.4564903856578055,1.2542078577103342,0.11760578769998735
body_atr,0.1958041958041958,0.35,82792,-0.3398022741639076,0.6420374063178804,0.2807396849937192,1.443931670475503,1.2534395325798677,0.11799449222147067
body_atr,0.35,0.4883720930232558,80097,-0.3521683239720715,0.6325087360208819,0.28065970011361224,1.4500410291573727,1.2580230634564649,0.11642133912630935
body_atr,0.4883720930232558,0.6256983240223464,79612,-0.35053542395258336,0.6343338842083716,0.2823946138773049,1.455260475767061,1.2599185600039058,0.11333718534894237
body_atr,0.6256983240223464,0.7682926829268293,77889,-0.3544388220583541,0.6319083363382744,0.2806558050559129,1.4620909960636843,1.2634619648332719,0.11507401558628304
body_atr,0.7682926829268293,0.9264705882352942,76100,-0.3840294833844646,0.6097734822021377,0.27750328515111694,1.4585829003705313,1.265592005125997,0.11248357424441524
body_atr,0.9264705882352942,1.116564417177914,75162,-0.3923499345125994,0.603381428151966,0.27914371623958917,1.4666094420178148,1.2770393671724816,0.11177190601633805
body_atr,1.116564417177914,1.3658536585365855,71571,-0.417548447790962,0.5862220652860576,0.2788978776320018,1.476407271692481,1.2838882553062299,0.10639784270165291
body_atr,1.3658536585365855,1.793103448275862,68148,-0.47363515495520303,0.5487793489942101,0.2752245113576334,1.500635640824226,1.3144787568743985,0.10560838175735164
body_atr,1.793103448275862,14.0,59556,-0.5817605044077657,0.488646750960228,0.27159312243938477,1.6754426779504192,1.4583862461486594,0.09703472362146551
range_atr,0.0,0.717948717948718,75859,-0.40585013910232315,0.5923586218704661,0.2764602749838516,1.4171188599726896,1.2657552261189573,0.12011758657509326
range_atr,0.717948717948718,0.875,85239,-0.33503286141778693,0.6473471128952618,0.28056406105186593,1.4293585142105434,1.242605540509327,0.11975738805007098
range_atr,0.875,1.0,81667,-0.3531160336490349,0.6322085146555529,0.27871722972559293,1.4343941660658097,1.2440278138572058,0.11718319517063196
range_atr,1.0,1.129032258064516,83698,-0.3581556212983902,0.6274556411173188,0.2774618270448517,1.432439747128474,1.245388308939259,0.11257138760782814
range_atr,1.129032258064516,1.2673684210526315,81346,-0.35223930572111584,0.6328775997680395,0.27942369630959113,1.4447940273053093,1.2485089937524143,0.11390848966144616
range_atr,1.2673684210526315,1.4202898550724636,77239,-0.373036169130942,0.6179995764573486,0.2805836429782882,1.459467888041439,1.2558897317319022,0.11173112028897318
range_atr,1.4202898550724636,1.612121212121212,76703,-0.3986382006861141,0.5980514540442728,0.2764429031459004,1.4612362248154342,1.2740972671066613,0.10775328214020312
range_atr,1.612121212121212,1.875,72093,-0.42652099054697085,0.5800998258139113,0.27918105780034125,1.4995210336569034,1.3005734456952052,0.10661229245557821
range_atr,1.875,2.3607843137254902,68933,-0.46280087478526194,0.5574213110080791,0.2801415867581565,1.528815763492253,1.3205297616761937,0.10286800226306704
range_atr,2.3607843137254902,14.000000000000002,61275,-0.5317445018006415,0.5196534641084365,0.28053855569155445,1.7621510154513331,1.5037026724114786,0.10113423092615259
body_vs_avg,0.0,0.3846153846153846,85063,-0.35336938290709047,0.6331132673978842,0.27993369620163877,1.4560466031778816,1.2547727386805227,0.11645486286634613
body_vs_avg,0.3846153846153846,0.6666666666666666,78414,-0.3598160134177871,0.6266395232471035,0.28128905552579897,1.4446121988422278,1.2568610597553083,0.1169944142627592
body_vs_avg,0.6666666666666666,0.930232558139535,79124,-0.3799682014328464,0.6109544905470272,0.27839846317173045,1.4462261961333336,1.2619317972310207,0.11460492391688995
body_vs_avg,0.930232558139535,1.188118811881188,77255,-0.375791764658571,0.6151570372854364,0.2790498996828684,1.4555724403946606,1.2608337861209153,0.1134554397773607
body_vs_avg,1.188118811881188,1.4545454545454546,77244,-0.38272238967965383,0.6106400944380092,0.27876598829682564,1.4429875773825835,1.2657958665634796,0.11248770131013412
body_vs_avg,1.4545454545454546,1.75,76206,-0.39059126270150224,0.604588653318855,0.27837703067999897,1.4559805570187658,1.2751412943948879,0.11146103981313807
body_vs_avg,1.75,2.0930232558139537,74075,-0.40298427935533143,0.5961992405278899,0.2773000337495781,1.4585404078629716,1.2815293911336438,0.11011812352345596
body_vs_avg,2.0930232558139537,2.5531914893617023,73620,-0.4107641073313294,0.5914723663974232,0.2787014398261342,1.4771045844069106,1.272863359309094,0.10968486824232546
body_vs_avg,2.5531914893617023,3.3333333333333335,72656,-0.43703210510053536,0.5733470221852128,0.27732052411363134,1.5029574781899873,1.303295735834109,0.10852510460251046
body_vs_avg,3.3333333333333335,20.0,67216,-0.4605322156501777,0.5611304037527423,0.27887705308259936,1.68168018338539,1.4306466845773718,0.10301118781242562
close_loc,0.0,0.125,140598,-0.4866660925006517,0.539116871275087,0.2707364258382054,1.462768284191347,1.3142299410216138,0.10259747649326448
close_loc,0.125,0.22727272727272727,82921,-0.34083997759123447,0.6407837182344176,0.2788678380627344,1.4791788322585857,1.2711746548299785,0.10829584785518746
close_loc,0.22727272727272727,0.3333333333333333,76919,-0.374200192392404,0.616506984036983,0.28104889559146634,1.490613062869289,1.2717143718178932,0.10821773553998362
close_loc,0.3333333333333333,0.5,105339,-0.39726985580652385,0.600287979032186,0.281842432527364,1.49452601588716,1.277988883146752,0.11118389200580982
close_loc,0.5,0.6666666666666666,105539,-0.38655938716040344,0.6098056729788075,0.28509839964373357,1.4965370612549933,1.2781220217268248,0.11444110707889975
close_loc,0.6666666666666666,0.7777777777777778,83102,-0.3460227979220481,0.6417156002074622,0.28939135038867897,1.5047193185298153,1.263553707476397,0.12055064860051502
close_loc,0.7777777777777778,0.875,82900,-0.3253479803517173,0.6561446891582678,0.2851145958986731,1.4853734202440607,1.2614439301928193,0.11782870928829915
close_loc,0.875,1.0,144754,-0.47425217807389414,0.5467653355010714,0.27114967462039047,1.460479600740627,1.3071082495736939,0.1133785594871299
mom_1,-47.03448275862069,-1.4202898550724636,63932,-0.5506100098529738,0.5050355064990961,0.2722736657698805,1.5731546271495553,1.4014570851723998,0.09287993493086405
mom_1,-1.4202898550724636,-0.9578947368421052,72804,-0.4237292816994577,0.5786686725271174,0.27377616614471734,1.467296183656855,1.278719435082685,0.10064007472116916
mom_1,-0.9578947368421052,-0.6363636363636364,77766,-0.3808052171712405,0.6104351176521299,0.27630326878070105,1.4598526589536298,1.2656969710445067,0.10553455237507393
mom_1,-0.6363636363636364,-0.34355828220858897,80002,-0.36390531963694905,0.62102050376803,0.276305592360191,1.4424135792100867,1.2634583396927295,0.10902227444313892
mom_1,-0.34355828220858897,0.0,85756,-0.3335112435871494,0.6472272867852714,0.2807616959746257,1.4527025746543254,1.2517772975998531,0.11556042725873408
mom_1,0.0,0.38888888888888884,99294,-0.3299235360204843,0.6503737612006514,0.28187000221564246,1.451020276147069,1.254930371236955,0.12044030857856466
mom_1,0.38888888888888884,0.6666666666666666,81818,-0.3332043662087393,0.6493073548704461,0.28471729937177637,1.4538248424416464,1.2526162025905891,0.1201324891833093
mom_1,0.6666666666666666,0.9655172413793103,77262,-0.3580246517339639,0.6313215411794735,0.2837876316947529,1.4683605649210605,1.260310542244981,0.12097797105951179
mom_1,0.9655172413793103,1.4202898550724636,73304,-0.39819686037895147,0.6020479281919235,0.2840226999890865,1.4772906326430695,1.2751839021443445,0.11725144603295863
mom_1,1.4202898550724636,68.13333333333334,60537,-0.5819088437289044,0.48713434743732903,0.27171812280093166,1.6029684964955329,1.3909268957170764,0.10783487784330244
mom_3,-47.03448275862069,-2.138888888888889,66293,-0.5264225372087206,0.5161411359420595,0.2695910578794141,1.5447916519267255,1.3772682157069798,0.09168388819332358
mom_3,-2.138888888888889,-1.4796747967479673,74619,-0.40852813120926446,0.5890939190854517,0.2731877939934869,1.4655816594637365,1.2825971137418672,0.1015425025797719
mom_3,-1.4796747967479673,-0.9859154929577465,76057,-0.38522640075830356,0.6046212942478346,0.27249299867204857,1.4451173611949,1.267971284584948,0.10321206463573372
mom_3,-0.9859154929577465,-0.48275862068965514,80160,-0.3531884511520707,0.6318852508637574,0.2793662674650699,1.4600011095944152,1.2611749489877198,0.11076596806387226
mom_3,-0.48275862068965514,0.0,78985,-0.37128942011307176,0.6202820064577773,0.28314236880420335,1.4654992323398908,1.2735988979985238,0.11568019244160284
mom_3,0.0,0.5632183908045977,95928,-0.3547294502914704,0.6334940730448171,0.2857038612292553,1.4684106309192306,1.2665080394059234,0.11940205153865399
mom_3,0.5632183908045977,1.019867549668874,80825,-0.33416509959271745,0.6490224195461027,0.28467677080111353,1.460566397862624,1.2509370537511384,0.12206619239096814
mom_3,1.019867549668874,1.4893617021276595,78468,-0.36073489273470694,0.6275517886227207,0.28160524035275525,1.46604106945166,1.2710994003817677,0.11964112759341387
mom_3,1.4893617021276595,2.121212121212121,74818,-0.3868359274261958,0.6094866022680849,0.28243203507177417,1.4847186013468834,1.271567296318227,0.11791280173220348
mom_3,2.121212121212121,70.0,63462,-0.5433454042727438,0.5088513339640286,0.2734077085499984,1.5645274389437482,1.353777243486718,0.11151555261416281
mom_5,-47.03448275862069,-2.5344827586206895,66962,-0.5064301439947139,0.5282620912280459,0.27057136883605626,1.5353667533849074,1.343258311231443,0.09500910964427586
mom_5,-2.5344827586206895,-1.803680981595092,74257,-0.4099228564769625,0.587609233330742,0.27186662536865214,1.467834735660624,1.294451977785827,0.10295325693200641
mom_5,-1.803680981595092,-1.2290076335877862,77101,-0.3896224599845412,0.6014013881943006,0.27134537814036136,1.441671109244351,1.283736026313162,0.10202202306066069
mom_5,-1.2290076335877862,-0.6363636363636364,78584,-0.3660879625790714,0.6214456900972755,0.27747378601241984,1.4528578366554494,1.269127953142591,0.10951338694899725
mom_5,-0.6363636363636364,0.0,77389,-0.36348973529591355,0.6267812777601628,0.285518613756477,1.4703941834157106,1.2717970449102334,0.11659279742599077
mom_5,0.0,0.7368421052631579,94051,-0.3511056776005191,0.6370401451144343,0.287333468012036,1.4794366377757704,1.2672899845655166,0.11945646510935556
mom_5,0.7368421052631579,1.2727272727272727,80329,-0.3377270478526148,0.6476016784253915,0.2865465772012598,1.4708707396018574,1.2545734251428322,0.11973259968380037
mom_5,1.2727272727272727,1.8064516129032258,78618,-0.365139514253808,0.6244615909266285,0.282187285354499,1.4682671098844027,1.2732681095249165,0.11990892670889618
mom_5,1.8064516129032258,2.509433962264151,75418,-0.38142805074541475,0.6131356154549867,0.2829961017263783,1.484652799183332,1.2678218453426875,0.1190697181044313
mom_5,2.509433962264151,69.06666666666666,65207,-0.5367997143804432,0.5106397770283557,0.2701090373732881,1.541631621918457,1.3376430652117972,0.11050960786418636
mom_10,-47.03448275862069,-3.1733333333333333,67780,-0.4862086156257313,0.5389351085432816,0.26853053998229565,1.5061536729875722,1.312340852857951,0.09873118914133963
mom_10,-3.1733333333333333,-2.2666666666666666,73849,-0.42686988299395745,0.5743771131432059,0.2687781825075492,1.449622330179396,1.2901662043787052,0.10173462064482931
mom_10,-2.2666666666666666,-1.5555555555555556,77857,-0.37975002986581285,0.6109197985063115,0.27653261749104124,1.4652791414240032,1.2803322887295754,0.10609193778337207
mom_10,-1.5555555555555556,-0.84,78285,-0.3806705692535685,0.6092339873956382,0.2746758638308744,1.4495614506477288,1.2847536660143268,0.10636775882991634
mom_10,-0.84,0.10144927536231883,78507,-0.33582871655854174,0.6503003883827095,0.2892353548091253,1.4877645451222659,1.2829630362901299,0.11731437960946157
mom_10,0.10144927536231883,0.9735099337748344,81157,-0.32657218040001346,0.6567302690264567,0.2889707603780327,1.4883242611672571,1.2715041729757541,0.11790726616311593
mom_10,0.9735099337748344,1.6314363143631436,78945,-0.3512834694461901,0.6359153826774426,0.2843625308759263,1.4779403506688107,1.277352292302783,0.11828488187978972
mom_10,1.6314363143631436,2.311926605504587,78184,-0.3543797816394385,0.6345285595694234,0.2861582932569324,1.4800246323624038,1.269490199883952,0.11742811828507112
mom_10,2.311926605504587,3.2012195121951224,74560,-0.41292369929126127,0.5875689023819948,0.2759656652360515,1.4721009951656197,1.2774697690583923,0.11743562231759656
mom_10,3.2012195121951224,66.26666666666667,67259,-0.49749623533385784,0.5345198768406196,0.2725880551301684,1.5222611196671447,1.297070171599599,0.11632643958429355
atr,0.017857142857142856,0.7857142857142857,26378,-1.9816745567438847,0.09639146058721348,0.2421335961786337,1.6487570712869162,1.5684289996381948,0.07555538706497839
atr,0.7857142857142857,1.1071428571428572,31707,-1.060493303624876,0.2767883852830017,0.27385120005046204,1.528560408627853,1.4149361652369523,0.08512315892389694
atr,1.1071428571428572,1.4285714285714286,40738,-0.7938395281849857,0.3774633412732123,0.27716137267416174,1.5181585468434153,1.3534175716571306,0.09391722715891797
atr,1.4285714285714286,1.7678571428571428,47407,-0.6450837101611426,0.44638670459899826,0.2746851730757061,1.50094640565897,1.3459721978929449,0.09610395089332799
atr,1.7678571428571428,2.1785714285714284,57329,-0.528085127577702,0.5114892420390253,0.2754975666765511,1.5040997330651604,1.3334633426267426,0.0991819149121736
atr,2.1785714285714284,2.7142857142857144,69507,-0.4243827016446373,0.579403599211493,0.2780727121009395,1.5011150323183806,1.3025043258283022,0.10511171536679759
atr,2.7142857142857144,3.5,86921,-0.31944048737336556,0.6603419571619267,0.2842005959434429,1.4953747083488202,1.2780780025325034,0.11111238941107443
atr,3.5,4.714285714285714,103776,-0.2548595614074385,0.7138241978346102,0.2813559975331483,1.474808373313885,1.2512265406393699,0.11165394696268886
atr,4.714285714285714,7.107142857142857,125679,-0.1799916266146153,0.78532272173972,0.2827600474224015,1.4648851740555886,1.243059489582586,0.11696464803189077
atr,7.107142857142857,59.482142857142854,182335,-0.10678564487349945,0.8636046113689535,0.2820138755587243,1.4241539137772572,1.220692377471549,0.13288178353031507
atr_ratio,0.008599931200550397,0.6626905235255136,66342,-0.725901563963636,0.41666371976081956,0.2730999969853185,1.645005815681254,1.4936209529137416,0.09262608905369148
atr_ratio,0.6626905235255136,0.7657414860066777,74317,-0.4945394782404161,0.5347205508152176,0.27549551246686493,1.4672355117702505,1.3018833008854958,0.10117469757928872
atr_ratio,0.7657414860066777,0.8391465528386346,77878,-0.42138288868990786,0.5820552701299473,0.2765607745448008,1.4496645833885873,1.2784573709839535,0.1046765453658286
atr_ratio,0.8391465528386346,0.905608159771819,78703,-0.38068597623460354,0.6124151226982043,0.2796970890563257,1.4596124450691492,1.2617092827655065,0.10908097531224985
atr_ratio,0.905608159771819,0.9727236261532292,79436,-0.364789245610131,0.6224815720966947,0.2774560652600836,1.452685544820203,1.2593457082283985,0.10709250214008761
atr_ratio,0.9727236261532292,1.0457055575138055,78201,-0.36306881476984715,0.6227580567843742,0.2759044001994859,1.4507377220206896,1.2578506022961782,0.1096789043618368
atr_ratio,1.0457055575138055,1.1353468569613319,78054,-0.3369850628192849,0.6451445642767722,0.28056217490455326,1.4548855180799458,1.2501133463540506,0.11093601865375254
atr_ratio,1.1353468569613319,1.2645221378914355,76885,-0.32180737349947,0.6586330840237841,0.2837744683618391,1.471030777497691,1.2484619609168932,0.11915198023021395
atr_ratio,1.2645221378914355,1.5163297045101087,75274,-0.31720493834711394,0.6605505976536317,0.28088051651300583,1.4756317024669903,1.2605650851190155,0.12427929962536866
atr_ratio,1.5163297045101087,65.78947368421328,70132,-0.22374484824315957,0.7438804142702995,0.2858466891005532,1.4913217220822144,1.2539768082439227,0.14113386186049165
m5_mom,-22.372322899505768,-1.7906976744186045,71829,0.3649609376786864,1.5132903418743218,0.5050884740146737,2.1991650910537093,1.015510249732469,0.1913990171100809
m5_mom,-1.7906976744186045,-0.8071076864753824,77348,-0.5521192326115969,0.47468987376593014,0.2289393390908621,1.323106820194011,1.3457659359401695,0.08379014324869422
m5_mom,-0.8071076864753824,0.0,371351,-0.5349628991009852,0.48818486942255723,0.23788275782211438,1.3603306749598296,1.3393807987331878,0.0957880818955651
m5_mom,0.0,0.1346153846153846,304647,-0.4505965446926259,0.5564970266551124,0.2638365058575991,1.4490050527824425,1.3153894362352383,0.10673664930230727
m5_mom,0.1346153846153846,0.9130434782608696,78635,-0.8732044988115053,0.24808427949042577,0.13259998728301647,0.9888615540531859,1.4385813846015023,0.05592929357156483
m5_mom,0.9130434782608696,1.8571428571428572,77131,-0.4365352564769655,0.5661942538605053,0.2620087902399813,1.4099933681057035,1.2960514228336522,0.10947608613916583
m5_mom,1.8571428571428572,45.65217391304348,69954,0.41990060284855324,1.6063087151003457,0.5255882437030048,2.246996005880384,0.9873924666515654,0.22204591588758327
m15_mom_4,-8.066139353373947,-0.23576717624814938,75277,-0.17344779049744294,0.806188768422725,0.3333289052433014,1.6300299257552597,1.2518331728904601,0.1442140361597832
m15_mom_4,-0.23576717624814938,0.0,563920,-0.4267657933213263,0.5755020095283402,0.2699815576677543,1.4548671882115902,1.2879484508362011,0.10566037735849057
m15_mom_4,0.0,0.2904225677005211,571964,-0.4315310273146209,0.5716345167123039,0.26879663755061506,1.452105752826598,1.2890125046528054,0.10528459833136351
m15_mom_4,0.2904225677005211,5.7841889385579375,73581,-0.09945303750129778,0.8851639824195084,0.3544936872290401,1.6744846487905478,1.2181718769485863,0.17143012462456342
m15_body_atr,0.0,0.08159908309199454,81299,-0.8509669185542721,0.29105187388552867,0.1695223803490818,1.193219202173557,1.4416354712837758,0.04895509169854488
m15_body_atr,0.08159908309199454,0.16214636681170544,75671,-0.8391107617200073,0.2982399188677993,0.17294604273764058,1.183994052886783,1.4440763302533708,0.04805011166761375
m15_body_atr,0.16214636681170544,0.2452980607400826,75964,-0.7625444593685895,0.33791344261689193,0.18858933178874204,1.23293203894738,1.4113133520982706,0.056408298667790006
m15_body_atr,0.2452980607400826,0.3327293573064422,74855,-0.6837337587814516,0.38878367496041893,0.20999265246142543,1.286742780076005,1.3744810530420029,0.06574043150090174
m15_body_atr,0.3327293573064422,0.4303272730795178,75084,-0.5649320052170264,0.466299227177329,0.23566938362367482,1.3487025730244615,1.3279786295509828,0.07957753982206596
m15_body_atr,0.4303272730795178,0.5413973154183852,74534,-0.42405303177949943,0.5730750147894502,0.27038666917111653,1.4377437937134863,1.2767761156875377,0.09745887782756862
m15_body_atr,0.5413973154183852,0.6788931988475005,73861,-0.2553299628230097,0.7226088154873199,0.3109083278049309,1.5547977427737256,1.2210226178656904,0.1194405708019117
m15_body_atr,0.6788931988475005,0.8652592954598963,72251,-0.08579176452102119,0.8989172397820427,0.3523965066227457,1.6654416038105664,1.1703210945466505,0.14576960872513875
m15_body_atr,0.8652592954598963,1.1850082819256542,74891,0.14307411538585804,1.1894201027753701,0.4079261860570696,1.811040824505219,1.101254953268464,0.18863414829552283
m15_body_atr,1.1850082819256542,6.212150550922214,76785,0.44841089489430075,1.703774307943586,0.48070586703132123,2.0998626275184735,1.0525741200503995,0.273425799309761
ext_30min_atr,0.0,0.5833333333333334,78679,-0.3536729324988666,0.6357333149512985,0.2872812313323759,1.4890327195482622,1.278439107533771,0.11742650516656288
ext_30min_atr,0.5833333333333334,1.1428571428571428,80093,-0.35090872136306883,0.6375586864338179,0.28664177893199155,1.4892666490599018,1.2742557460525918,0.11637721149164097
ext_30min_atr,1.1428571428571428,1.68,78558,-0.3776816829566619,0.6139647282155125,0.2790167774128669,1.473242270867674,1.283154393357633,0.11411950406069402
ext_30min_atr,1.68,2.2306649282920485,78398,-0.3661835893958125,0.6241487718133062,0.2832342661802597,1.4890955767631489,1.2764685765185095,0.11367636929513508
ext_30min_atr,2.2306649282920485,2.8000000000000003,77341,-0.3786650673941346,0.6145617565752842,0.2812867689841093,1.4785992793934641,1.277967898222452,0.11460932752356448
ext_30min_atr,2.8000000000000003,3.424795791222487,76597,-0.3788310722735031,0.6130880924558293,0.279867357729415,1.4773251150030184,1.2738065022266336,0.11206705223442172
