level,event_type,direction,horizon,N,full_mean_atr,era1_mean_atr,era2_mean_atr,era3_mean_atr,same_sign_across_eras,replicated,failure_reasons
ONH,TOUCH,continuation,6,10113,0.05640817499670636,0.10618758552441392,-0.0017913009010471863,0.06803640706506955,False,False,not_same_sign
PDL,TOUCH,continuation,6,2332,0.06724507267029275,0.12857465151720443,0.041324647542910556,0.040024908277402085,True,True,
PDL,SWEEP,continuation,6,4538,0.014749293686154547,0.03818201595736183,-0.006770160750403311,0.02113740729942525,False,False,not_same_sign
PDL,BREAK,continuation,6,2768,-0.0065546420745504425,0.1753329446505592,-0.10549238498507177,-0.05026014423829885,False,False,not_same_sign
ONL,BREAK,continuation,6,1684,0.0012096383762885143,-0.036196422223423785,-0.03221140603405264,0.0968817398725712,False,False,not_same_sign
PDL,BREAK_FAILURE,continuation,6,547,0.12025420118268983,0.05567579352912003,0.1995930171287139,0.06570140313310743,True,False,single_era_dominance
PDL,APPROACH,continuation,6,1043,0.006021022199626463,0.21985149594007317,-0.11812899060092723,-0.04649870496797732,False,False,not_same_sign
ONL,BREAK_HOLD,continuation,6,921,-0.006322302367154632,0.019969285025326175,-0.09999045099643086,0.08433696228466837,False,False,not_same_sign
ONH,SWEEP,continuation,6,2639,0.05661123032648197,0.053819546159605894,-0.010090201437034593,0.13056405188414538,False,False,not_same_sign
ORH,TOUCH,continuation,6,3548,0.026180071127600422,0.08127168794124424,0.0036365549292743534,-0.014910508250703119,False,False,not_same_sign
ORL,TOUCH,continuation,6,3451,0.014750078793284927,0.05215702832849067,-0.007937050741930813,-0.001027977251608828,False,False,not_same_sign
ORH,APPROACH,continuation,6,1837,0.019081913478248613,0.1377824393392741,-0.08660285395610548,0.00721747484613292,False,False,not_same_sign
ONH,BREAK,continuation,6,1985,-0.05451624393450385,-0.0024767854831744818,-0.18676389290153,0.05359370534179993,False,False,not_same_sign
ONH,BREAK_HOLD,continuation,6,1080,0.0046873205820892805,-0.008314293777727206,0.001981237725163988,0.025311039515131927,False,False,not_same_sign
ORH,SWEEP,continuation,6,3864,0.04222081831713501,0.0928912654309542,0.013660033794546887,0.017874359783429074,True,False,effect_too_small
ORH,BREAK,continuation,6,2661,-0.05031539297101915,0.049056416465300706,-0.12874303474640017,-0.06365692675130237,False,False,not_same_sign
ORH,BREAK_HOLD,continuation,6,1396,0.003066079993033499,0.03087925686554261,-0.0780986651911513,0.07057666233187937,False,False,not_same_sign
SESSION_OPEN,BREAK_FAILURE,continuation,6,1465,-0.15958838412289789,-0.044035386907516946,-0.27576127839078074,-0.0968081942899149,True,False,insufficient_positive_eras
PDH,BREAK_FAILURE,continuation,6,756,0.06015358049732165,0.0686710824464087,0.11823211496908442,-0.04660404187245785,False,False,not_same_sign
PRIOR_RTH_CLOSE,TOUCH,continuation,6,4876,0.013295339726685855,0.0560672657028392,0.014001163616521166,-0.03619358270932405,False,False,not_same_sign
PRIOR_RTH_CLOSE,SWEEP,continuation,6,9606,-0.006134135904726944,-0.00773654362988241,-0.005354228755671637,-0.0054376695147494,True,False,insufficient_positive_eras
PRIOR_RTH_CLOSE,BREAK,continuation,6,6285,-0.08507385363375058,0.11610125280413605,-0.28400640395705046,0.018816407870328865,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_HOLD,continuation,6,2324,0.012645945650254738,0.09214662586412328,-0.0376393869489414,-0.012368766049259766,False,False,not_same_sign
PRIOR_RTH_CLOSE,APPROACH,continuation,6,1799,0.006145962996151999,0.009754059656465298,0.018529116500766964,-0.014342390481432215,False,False,not_same_sign
ORL,APPROACH,continuation,6,1713,-0.03609334055971342,0.004410438912628064,-0.0156616890889641,-0.11073798787351058,False,False,not_same_sign
ORL,SWEEP,continuation,6,3528,0.008968493668664299,0.11661485206016993,-0.06643341055687606,-0.014137221676454053,False,False,not_same_sign
ORL,BREAK,continuation,6,2308,-0.018138307197824922,0.12670895440771004,-0.14247528814110413,-0.010973634191370348,False,False,not_same_sign
ORL,BREAK_HOLD,continuation,6,1210,0.0799316431473215,0.17107735548890948,-0.010584460756671387,0.08175329301321298,False,False,not_same_sign
ORL,BREAK_FAILURE,continuation,6,562,0.03036053476484885,0.07228001670624055,0.07571193861421445,-0.07524257145182119,False,False,not_same_sign
ORH,BREAK_FAILURE,continuation,6,612,0.11464226574659239,0.14186975337791605,0.3711837582889375,-0.19869819147336987,False,False,not_same_sign
PDL,BREAK_HOLD,continuation,6,1204,-0.03820155475614096,0.1872633386151469,-0.15515031944808644,-0.1285232680400272,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_FAILURE,continuation,6,1240,-0.06967501555221157,0.009460181614375316,-0.18676255505193834,0.04138057591651933,False,False,not_same_sign
ONH,BREAK_FAILURE,continuation,6,420,0.22202465508938968,0.20704368250283586,0.22338761895025083,0.2369410620042915,True,True,
ONL,SWEEP,continuation,6,2408,0.06154010265711435,0.03397212015032895,0.09353148809864001,0.04968543630821208,True,True,
ONL,BREAK_FAILURE,continuation,6,385,0.038532905894525994,-0.11292989131039169,0.016565338375515663,0.277237171954468,False,False,not_same_sign
SESSION_OPEN,TOUCH,reversal,6,5980,0.003848151782933562,-0.05236963856091919,0.00866820594039153,0.060798086170569726,False,False,not_same_sign
SESSION_OPEN,SWEEP,reversal,6,12020,-0.014200415851533171,-0.06624407275634381,0.014217949317761804,0.0046525628533753164,False,False,not_same_sign
SESSION_OPEN,BREAK,reversal,6,8022,0.07770427311824159,-0.02433802695749203,0.22407052107560954,-0.03406413012177705,False,False,not_same_sign
SESSION_OPEN,BREAK_HOLD,reversal,6,3096,0.03142772308000983,0.00792080161249035,0.05421369799518053,0.029744270161342463,True,False,effect_too_small
PDH,SWEEP,reversal,6,5606,-0.026882766906079776,-0.029036991994006247,-0.03720597264335387,-0.013450192482577403,True,False,insufficient_positive_eras
PDH,BREAK,reversal,6,3904,0.08922496493153988,0.08433852391490361,0.19747898774520203,-0.06845918382397921,False,False,not_same_sign
PDH,BREAK_HOLD,reversal,6,1604,-0.03684961642777353,-0.021152959017907137,-0.055567587052272306,-0.03390682241897825,True,False,insufficient_positive_eras
PDH,APPROACH,reversal,6,1289,-0.042910316275035755,-0.017219976727992144,-0.04892812348513934,-0.0654866121747738,True,False,insufficient_positive_eras
PDH,TOUCH,reversal,6,2979,-0.02738483478808753,0.03495084194215286,-0.03770327667304594,-0.08806828525824639,False,False,not_same_sign
SESSION_OPEN,APPROACH,reversal,6,2212,0.015126337047486562,0.05456993379428266,0.016132895558190672,-0.030932125784010233,False,False,not_same_sign
ONL,APPROACH,reversal,6,1974,-0.0005638186420600905,-0.05033482481657606,0.10520121831491068,-0.07225723827282478,False,False,not_same_sign
ONL,TOUCH,reversal,6,9635,-0.02376364307317427,-0.0829721768245672,0.04221086495721953,-0.03764579783465105,False,False,not_same_sign
ONH,APPROACH,reversal,6,2030,-0.027728126373354235,-0.07054021766285869,0.14531174892474946,-0.1822812300075277,False,False,not_same_sign
ONH,TOUCH,reversal,6,10113,-0.05640817499670636,-0.10618758552441392,0.0017913009010471863,-0.06803640706506955,False,False,not_same_sign
PDL,TOUCH,reversal,6,2332,-0.06724507267029275,-0.12857465151720443,-0.041324647542910556,-0.040024908277402085,True,False,insufficient_positive_eras
PDL,SWEEP,reversal,6,4538,-0.014749293686154547,-0.03818201595736183,0.006770160750403311,-0.02113740729942525,False,False,not_same_sign
PDL,BREAK,reversal,6,2768,0.0065546420745504425,-0.1753329446505592,0.10549238498507177,0.05026014423829885,False,False,not_same_sign
ONL,BREAK,reversal,6,1684,-0.0012096383762885143,0.036196422223423785,0.03221140603405264,-0.0968817398725712,False,False,not_same_sign
PDL,BREAK_FAILURE,reversal,6,547,-0.12025420118268983,-0.05567579352912003,-0.1995930171287139,-0.06570140313310743,True,False,insufficient_positive_eras
PDL,APPROACH,reversal,6,1043,-0.006021022199626463,-0.21985149594007317,0.11812899060092723,0.04649870496797732,False,False,not_same_sign
ONL,BREAK_HOLD,reversal,6,921,0.006322302367154632,-0.019969285025326175,0.09999045099643086,-0.08433696228466837,False,False,not_same_sign
ONH,SWEEP,reversal,6,2639,-0.05661123032648197,-0.053819546159605894,0.010090201437034593,-0.13056405188414538,False,False,not_same_sign
ORH,TOUCH,reversal,6,3548,-0.026180071127600422,-0.08127168794124424,-0.0036365549292743534,0.014910508250703119,False,False,not_same_sign
ORL,TOUCH,reversal,6,3451,-0.014750078793284927,-0.05215702832849067,0.007937050741930813,0.001027977251608828,False,False,not_same_sign
ORH,APPROACH,reversal,6,1837,-0.019081913478248613,-0.1377824393392741,0.08660285395610548,-0.00721747484613292,False,False,not_same_sign
ONH,BREAK,reversal,6,1985,0.05451624393450385,0.0024767854831744818,0.18676389290153,-0.05359370534179993,False,False,not_same_sign
ONH,BREAK_HOLD,reversal,6,1080,-0.0046873205820892805,0.008314293777727206,-0.001981237725163988,-0.025311039515131927,False,False,not_same_sign
ORH,SWEEP,reversal,6,3864,-0.04222081831713501,-0.0928912654309542,-0.013660033794546887,-0.017874359783429074,True,False,insufficient_positive_eras
ORH,BREAK,reversal,6,2661,0.05031539297101915,-0.049056416465300706,0.12874303474640017,0.06365692675130237,False,False,not_same_sign
ORH,BREAK_HOLD,reversal,6,1396,-0.003066079993033499,-0.03087925686554261,0.0780986651911513,-0.07057666233187937,False,False,not_same_sign
SESSION_OPEN,BREAK_FAILURE,reversal,6,1465,0.15958838412289789,0.044035386907516946,0.27576127839078074,0.0968081942899149,True,False,single_era_dominance
PDH,BREAK_FAILURE,reversal,6,756,-0.06015358049732165,-0.0686710824464087,-0.11823211496908442,0.04660404187245785,False,False,not_same_sign
PRIOR_RTH_CLOSE,TOUCH,reversal,6,4876,-0.013295339726685855,-0.0560672657028392,-0.014001163616521166,0.03619358270932405,False,False,not_same_sign
PRIOR_RTH_CLOSE,SWEEP,reversal,6,9606,0.006134135904726944,0.00773654362988241,0.005354228755671637,0.0054376695147494,True,False,effect_too_small
PRIOR_RTH_CLOSE,BREAK,reversal,6,6285,0.08507385363375058,-0.11610125280413605,0.28400640395705046,-0.018816407870328865,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_HOLD,reversal,6,2324,-0.012645945650254738,-0.09214662586412328,0.0376393869489414,0.012368766049259766,False,False,not_same_sign
PRIOR_RTH_CLOSE,APPROACH,reversal,6,1799,-0.006145962996151999,-0.009754059656465298,-0.018529116500766964,0.014342390481432215,False,False,not_same_sign
ORL,APPROACH,reversal,6,1713,0.03609334055971342,-0.004410438912628064,0.0156616890889641,0.11073798787351058,False,False,not_same_sign
ORL,SWEEP,reversal,6,3528,-0.008968493668664299,-0.11661485206016993,0.06643341055687606,0.014137221676454053,False,False,not_same_sign
ORL,BREAK,reversal,6,2308,0.018138307197824922,-0.12670895440771004,0.14247528814110413,0.010973634191370348,False,False,not_same_sign
ORL,BREAK_HOLD,reversal,6,1210,-0.0799316431473215,-0.17107735548890948,0.010584460756671387,-0.08175329301321298,False,False,not_same_sign
ORL,BREAK_FAILURE,reversal,6,562,-0.03036053476484885,-0.07228001670624055,-0.07571193861421445,0.07524257145182119,False,False,not_same_sign
ORH,BREAK_FAILURE,reversal,6,612,-0.11464226574659239,-0.14186975337791605,-0.3711837582889375,0.19869819147336987,False,False,not_same_sign
PDL,BREAK_HOLD,reversal,6,1204,0.03820155475614096,-0.1872633386151469,0.15515031944808644,0.1285232680400272,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_FAILURE,reversal,6,1240,0.06967501555221157,-0.009460181614375316,0.18676255505193834,-0.04138057591651933,False,False,not_same_sign
ONH,BREAK_FAILURE,reversal,6,420,-0.22202465508938968,-0.20704368250283586,-0.22338761895025083,-0.2369410620042915,True,False,insufficient_positive_eras
ONL,SWEEP,reversal,6,2408,-0.06154010265711435,-0.03397212015032895,-0.09353148809864001,-0.04968543630821208,True,False,insufficient_positive_eras
ONL,BREAK_FAILURE,reversal,6,385,-0.038532905894525994,0.11292989131039169,-0.016565338375515663,-0.277237171954468,False,False,not_same_sign
SESSION_OPEN,TOUCH,continuation,12,5980,-0.005383552933429419,0.11551724438869876,-0.04915764650811015,-0.08417125533770525,False,False,not_same_sign
SESSION_OPEN,SWEEP,continuation,12,12020,0.023145574213340164,0.0854180612737869,-0.015513838516447427,0.006369176997275662,False,False,not_same_sign
SESSION_OPEN,BREAK,continuation,12,8022,-0.08242510959725703,0.05386606790404959,-0.25038800556980423,0.02383876435626605,False,False,not_same_sign
SESSION_OPEN,BREAK_HOLD,continuation,12,3096,-0.05259680215461855,0.027391792893518233,-0.14341537362356888,-0.030081148173774035,False,False,not_same_sign
PDH,SWEEP,continuation,12,5606,0.029187843179234,0.08799807004619101,-0.010517333113801155,0.005588948608184495,False,False,not_same_sign
PDH,BREAK,continuation,12,3904,-0.0582758795525405,0.12410692408693887,-0.25841037393083804,0.024596937258872537,False,False,not_same_sign
PDH,BREAK_HOLD,continuation,12,1604,0.010603137423836449,0.2209373892895789,-0.058888955478471755,-0.15349455024148856,False,False,not_same_sign
PDH,APPROACH,continuation,12,1289,0.041006553295476,0.056883029312129595,0.021722489972619392,0.04410202205874482,True,False,effect_too_small
PDH,TOUCH,continuation,12,2979,0.048948166377000606,0.013254965694218614,0.04415549027610428,0.09511276974076775,True,False,effect_too_small
SESSION_OPEN,APPROACH,continuation,12,2212,-0.021123034320992117,-0.016622190261243872,-0.03687987128263615,-0.00701474188334358,True,False,insufficient_positive_eras
ONL,APPROACH,continuation,12,1974,-0.03169401799700925,-0.05187723832090392,-0.1041446955087718,0.08175945820304394,False,False,not_same_sign
ONL,TOUCH,continuation,12,9635,0.025416053465845877,0.06936266461201689,0.014437001435118611,-0.010160664115214412,False,False,not_same_sign
ONH,APPROACH,continuation,12,2030,0.04664407085205798,0.16126959908063265,-0.22690408324117195,0.23799057899935555,False,False,not_same_sign
ONH,TOUCH,continuation,12,10113,0.07713979813081517,0.14512358440452017,0.03812994223540353,0.047644909800959034,True,False,single_era_dominance
PDL,TOUCH,continuation,12,2332,0.07276593536563816,0.08866918202007268,0.02285072207075334,0.12523305792374595,True,True,
PDL,SWEEP,continuation,12,4538,0.025400694569294592,0.03517000732801151,0.013685404604630125,0.03188163544455992,True,False,effect_too_small
PDL,BREAK,continuation,12,2768,-0.017306721646806564,0.09690170936525916,-0.08475655417926108,-0.0368487709142318,False,False,not_same_sign
ONL,BREAK,continuation,12,1684,0.08636308649619125,0.034384669647166195,0.037312096484293907,0.22302021201935487,True,False,single_era_dominance
PDL,BREAK_FAILURE,continuation,12,547,0.13631882567440118,0.03439154630830754,0.2690239241298591,0.03849563314289826,True,False,single_era_dominance
PDL,APPROACH,continuation,12,1043,0.0512589989204296,0.2399384190031481,-0.09120781977215597,0.04859837960154705,False,False,not_same_sign
ONL,BREAK_HOLD,continuation,12,921,0.0223194645261973,-0.07311517185545742,-0.023698041714375888,0.21204940566494515,False,False,not_same_sign
ONH,SWEEP,continuation,12,2639,0.11880358182064764,0.0848186341592552,0.1716633174645201,0.10241268850247039,True,True,
ORH,TOUCH,continuation,12,3548,0.06505259716166932,0.10065164024403048,0.09122086963257228,-0.009933957337733626,False,False,not_same_sign
ORL,TOUCH,continuation,12,3451,0.02745896459208671,0.02361039280714355,0.033713980083200104,0.024335143461048533,True,False,effect_too_small
ORH,APPROACH,continuation,12,1837,0.07132589002208775,0.17098737348125842,0.05124843528161117,-0.019334209312097457,False,False,not_same_sign
ONH,BREAK,continuation,12,1985,-0.051408532583872145,-0.03171799257280274,-0.09299177527606221,-0.021584887633114013,True,False,insufficient_positive_eras
ONH,BREAK_HOLD,continuation,12,1080,-0.030834165204857458,-0.16458165117532084,0.13330229317133538,-0.05296210678225827,False,False,not_same_sign
ORH,SWEEP,continuation,12,3864,0.09246281141925812,0.1536215872399268,0.13099645436571222,-0.020429453475069508,False,False,not_same_sign
ORH,BREAK,continuation,12,2661,-0.001226576045530006,0.11527552704537868,-0.020269436447036982,-0.11201467878121846,False,False,not_same_sign
ORH,BREAK_HOLD,continuation,12,1396,0.06387078882814405,0.09229323322768657,-0.023462401890894477,0.1382655422015081,False,False,not_same_sign
SESSION_OPEN,BREAK_FAILURE,continuation,12,1465,-0.1878971799618532,-0.07404291623908472,-0.2698174575880228,-0.1811947365683996,True,False,insufficient_positive_eras
PDH,BREAK_FAILURE,continuation,12,756,0.07203557883490679,-0.011996185558277384,0.12187646089908259,0.10252880489725387,False,False,not_same_sign
PRIOR_RTH_CLOSE,TOUCH,continuation,12,4876,0.06685244417240374,0.13437394442902767,0.0382202001570721,0.027563493936310378,True,False,single_era_dominance
PRIOR_RTH_CLOSE,SWEEP,continuation,12,9606,0.0020525419689896634,-0.05058380373842499,0.009644300419004416,0.04843227285177512,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK,continuation,12,6285,-0.12398559591681166,0.013281594786971903,-0.2756931241379237,-0.025924064133608656,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_HOLD,continuation,12,2324,-0.03723279615701862,-0.09296132644466948,0.008642960842795826,-0.033551946332771546,False,False,not_same_sign
PRIOR_RTH_CLOSE,APPROACH,continuation,12,1799,0.031192635475534507,-0.07197142315258445,0.09586995833425815,0.07092576448345518,False,False,not_same_sign
ORL,APPROACH,continuation,12,1713,-0.014205265082416827,-0.03957535021159919,0.03523941872215759,-0.045033444364808314,False,False,not_same_sign
ORL,SWEEP,continuation,12,3528,0.08697360767869189,0.21452539092894857,-0.018740438410118056,0.08000264763152261,False,False,not_same_sign
ORL,BREAK,continuation,12,2308,0.03918735117533859,0.2012098306955514,-0.1032391096561659,0.051913233984211916,False,False,not_same_sign
ORL,BREAK_HOLD,continuation,12,1210,0.08780023156285206,0.2018737831353904,-0.011175301803479795,0.07229479612292512,False,False,not_same_sign
ORL,BREAK_FAILURE,continuation,12,562,0.052182828298950136,0.15207112849345342,-0.03680625879683096,0.07283973208662914,False,False,not_same_sign
ORH,BREAK_FAILURE,continuation,12,612,0.18538839532974413,0.13730467651029157,0.5615501984909462,-0.17729516234003925,False,False,not_same_sign
PDL,BREAK_HOLD,continuation,12,1204,-0.022943664646665876,0.20959302956731865,-0.11150549965806307,-0.15914374499756112,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_FAILURE,continuation,12,1240,-0.01919306762121214,0.08666212791084509,-0.20213362064445045,0.17569092980930154,False,False,not_same_sign
ONH,BREAK_FAILURE,continuation,12,420,0.28431972868742555,0.3732889063332791,0.29908774108093766,0.169327038204135,True,True,
ONL,SWEEP,continuation,12,2408,0.13737334854036112,0.1360422065851671,0.13370288004957365,0.14360049846505787,True,True,
ONL,BREAK_FAILURE,continuation,12,385,0.18081501297888955,0.12591598980042468,0.0742692412297574,0.40984221965217144,True,True,
SESSION_OPEN,TOUCH,reversal,12,5980,0.005383552933429419,-0.11551724438869876,0.04915764650811015,0.08417125533770525,False,False,not_same_sign
SESSION_OPEN,SWEEP,reversal,12,12020,-0.023145574213340164,-0.0854180612737869,0.015513838516447427,-0.006369176997275662,False,False,not_same_sign
SESSION_OPEN,BREAK,reversal,12,8022,0.08242510959725703,-0.05386606790404959,0.25038800556980423,-0.02383876435626605,False,False,not_same_sign
SESSION_OPEN,BREAK_HOLD,reversal,12,3096,0.05259680215461855,-0.027391792893518233,0.14341537362356888,0.030081148173774035,False,False,not_same_sign
PDH,SWEEP,reversal,12,5606,-0.029187843179234,-0.08799807004619101,0.010517333113801155,-0.005588948608184495,False,False,not_same_sign
PDH,BREAK,reversal,12,3904,0.0582758795525405,-0.12410692408693887,0.25841037393083804,-0.024596937258872537,False,False,not_same_sign
PDH,BREAK_HOLD,reversal,12,1604,-0.010603137423836449,-0.2209373892895789,0.058888955478471755,0.15349455024148856,False,False,not_same_sign
PDH,APPROACH,reversal,12,1289,-0.041006553295476,-0.056883029312129595,-0.021722489972619392,-0.04410202205874482,True,False,insufficient_positive_eras
PDH,TOUCH,reversal,12,2979,-0.048948166377000606,-0.013254965694218614,-0.04415549027610428,-0.09511276974076775,True,False,insufficient_positive_eras
SESSION_OPEN,APPROACH,reversal,12,2212,0.021123034320992117,0.016622190261243872,0.03687987128263615,0.00701474188334358,True,False,effect_too_small
ONL,APPROACH,reversal,12,1974,0.03169401799700925,0.05187723832090392,0.1041446955087718,-0.08175945820304394,False,False,not_same_sign
ONL,TOUCH,reversal,12,9635,-0.025416053465845877,-0.06936266461201689,-0.014437001435118611,0.010160664115214412,False,False,not_same_sign
ONH,APPROACH,reversal,12,2030,-0.04664407085205798,-0.16126959908063265,0.22690408324117195,-0.23799057899935555,False,False,not_same_sign
ONH,TOUCH,reversal,12,10113,-0.07713979813081517,-0.14512358440452017,-0.03812994223540353,-0.047644909800959034,True,False,insufficient_positive_eras
PDL,TOUCH,reversal,12,2332,-0.07276593536563816,-0.08866918202007268,-0.02285072207075334,-0.12523305792374595,True,False,insufficient_positive_eras
PDL,SWEEP,reversal,12,4538,-0.025400694569294592,-0.03517000732801151,-0.013685404604630125,-0.03188163544455992,True,False,insufficient_positive_eras
PDL,BREAK,reversal,12,2768,0.017306721646806564,-0.09690170936525916,0.08475655417926108,0.0368487709142318,False,False,not_same_sign
ONL,BREAK,reversal,12,1684,-0.08636308649619125,-0.034384669647166195,-0.037312096484293907,-0.22302021201935487,True,False,insufficient_positive_eras
PDL,BREAK_FAILURE,reversal,12,547,-0.13631882567440118,-0.03439154630830754,-0.2690239241298591,-0.03849563314289826,True,False,insufficient_positive_eras
PDL,APPROACH,reversal,12,1043,-0.0512589989204296,-0.2399384190031481,0.09120781977215597,-0.04859837960154705,False,False,not_same_sign
ONL,BREAK_HOLD,reversal,12,921,-0.0223194645261973,0.07311517185545742,0.023698041714375888,-0.21204940566494515,False,False,not_same_sign
ONH,SWEEP,reversal,12,2639,-0.11880358182064764,-0.0848186341592552,-0.1716633174645201,-0.10241268850247039,True,False,insufficient_positive_eras
ORH,TOUCH,reversal,12,3548,-0.06505259716166932,-0.10065164024403048,-0.09122086963257228,0.009933957337733626,False,False,not_same_sign
ORL,TOUCH,reversal,12,3451,-0.02745896459208671,-0.02361039280714355,-0.033713980083200104,-0.024335143461048533,True,False,insufficient_positive_eras
ORH,APPROACH,reversal,12,1837,-0.07132589002208775,-0.17098737348125842,-0.05124843528161117,0.019334209312097457,False,False,not_same_sign
ONH,BREAK,reversal,12,1985,0.051408532583872145,0.03171799257280274,0.09299177527606221,0.021584887633114013,True,False,single_era_dominance
ONH,BREAK_HOLD,reversal,12,1080,0.030834165204857458,0.16458165117532084,-0.13330229317133538,0.05296210678225827,False,False,not_same_sign
ORH,SWEEP,reversal,12,3864,-0.09246281141925812,-0.1536215872399268,-0.13099645436571222,0.020429453475069508,False,False,not_same_sign
ORH,BREAK,reversal,12,2661,0.001226576045530006,-0.11527552704537868,0.020269436447036982,0.11201467878121846,False,False,not_same_sign
ORH,BREAK_HOLD,reversal,12,1396,-0.06387078882814405,-0.09229323322768657,0.023462401890894477,-0.1382655422015081,False,False,not_same_sign
SESSION_OPEN,BREAK_FAILURE,reversal,12,1465,0.1878971799618532,0.07404291623908472,0.2698174575880228,0.1811947365683996,True,False,single_era_dominance
PDH,BREAK_FAILURE,reversal,12,756,-0.07203557883490679,0.011996185558277384,-0.12187646089908259,-0.10252880489725387,False,False,not_same_sign
PRIOR_RTH_CLOSE,TOUCH,reversal,12,4876,-0.06685244417240374,-0.13437394442902767,-0.0382202001570721,-0.027563493936310378,True,False,insufficient_positive_eras
PRIOR_RTH_CLOSE,SWEEP,reversal,12,9606,-0.0020525419689896634,0.05058380373842499,-0.009644300419004416,-0.04843227285177512,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK,reversal,12,6285,0.12398559591681166,-0.013281594786971903,0.2756931241379237,0.025924064133608656,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_HOLD,reversal,12,2324,0.03723279615701862,0.09296132644466948,-0.008642960842795826,0.033551946332771546,False,False,not_same_sign
PRIOR_RTH_CLOSE,APPROACH,reversal,12,1799,-0.031192635475534507,0.07197142315258445,-0.09586995833425815,-0.07092576448345518,False,False,not_same_sign
ORL,APPROACH,reversal,12,1713,0.014205265082416827,0.03957535021159919,-0.03523941872215759,0.045033444364808314,False,False,not_same_sign
ORL,SWEEP,reversal,12,3528,-0.08697360767869189,-0.21452539092894857,0.018740438410118056,-0.08000264763152261,False,False,not_same_sign
ORL,BREAK,reversal,12,2308,-0.03918735117533859,-0.2012098306955514,0.1032391096561659,-0.051913233984211916,False,False,not_same_sign
ORL,BREAK_HOLD,reversal,12,1210,-0.08780023156285206,-0.2018737831353904,0.011175301803479795,-0.07229479612292512,False,False,not_same_sign
ORL,BREAK_FAILURE,reversal,12,562,-0.052182828298950136,-0.15207112849345342,0.03680625879683096,-0.07283973208662914,False,False,not_same_sign
ORH,BREAK_FAILURE,reversal,12,612,-0.18538839532974413,-0.13730467651029157,-0.5615501984909462,0.17729516234003925,False,False,not_same_sign
PDL,BREAK_HOLD,reversal,12,1204,0.022943664646665876,-0.20959302956731865,0.11150549965806307,0.15914374499756112,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_FAILURE,reversal,12,1240,0.01919306762121214,-0.08666212791084509,0.20213362064445045,-0.17569092980930154,False,False,not_same_sign
ONH,BREAK_FAILURE,reversal,12,420,-0.28431972868742555,-0.3732889063332791,-0.29908774108093766,-0.169327038204135,True,False,insufficient_positive_eras
ONL,SWEEP,reversal,12,2408,-0.13737334854036112,-0.1360422065851671,-0.13370288004957365,-0.14360049846505787,True,False,insufficient_positive_eras
ONL,BREAK_FAILURE,reversal,12,385,-0.18081501297888955,-0.12591598980042468,-0.0742692412297574,-0.40984221965217144,True,False,insufficient_positive_eras
SESSION_OPEN,TOUCH,continuation,24,5980,0.07049349594873805,0.3056494550244116,-0.055538010592085435,-0.02928027436602904,False,False,not_same_sign
SESSION_OPEN,SWEEP,continuation,24,12020,0.05340870396691212,0.15042599677964427,0.04154719227101335,-0.03279821313400592,False,False,not_same_sign
SESSION_OPEN,BREAK,continuation,24,8022,-0.056482291347140924,0.07762494704779656,-0.23065955853287823,0.06199543362130193,False,False,not_same_sign
SESSION_OPEN,BREAK_HOLD,continuation,24,3096,-0.012096009500790445,0.0937782235147781,-0.1904345859260454,0.0911701014325956,False,False,not_same_sign
PDH,SWEEP,continuation,24,5606,0.004196897413204409,0.1544048085627602,-0.10312572404749812,-0.04976940686816431,False,False,not_same_sign
PDH,BREAK,continuation,24,3904,-0.09644399070280894,0.09839459455663259,-0.2519651577395998,-0.09597129526871738,False,False,not_same_sign
PDH,BREAK_HOLD,continuation,24,1604,-0.07823544330760555,0.13437335784525653,-0.13143483250150054,-0.26323891227407886,False,False,not_same_sign
PDH,APPROACH,continuation,24,1289,-0.08071828873848173,0.09930813726636699,-0.2272786811747612,-0.12459066840149503,False,False,not_same_sign
PDH,TOUCH,continuation,24,2979,0.06361539962738987,0.14994751687530689,0.005713263248808001,0.026103094954611498,True,False,single_era_dominance
SESSION_OPEN,APPROACH,continuation,24,2212,-0.016281989736820157,-0.04399434800198981,-0.05244261361065163,0.05933211942125655,False,False,not_same_sign
ONL,APPROACH,continuation,24,1974,-0.07300447031801209,-0.15343667720734439,-0.08993085346393925,0.04325920506387601,False,False,not_same_sign
ONL,TOUCH,continuation,24,9635,0.012479519942414833,0.00042158399502555566,0.09273988220856871,-0.07105266357079833,False,False,not_same_sign
ONH,APPROACH,continuation,24,2030,0.08586822541714917,0.17063690995877537,-0.1792260969695136,0.3009959317080358,False,False,not_same_sign
ONH,TOUCH,continuation,24,10113,0.09406601096188866,0.07210421929986242,0.023841751746677603,0.19645274762184578,True,False,single_era_dominance
PDL,TOUCH,continuation,24,2332,0.03544378077237684,0.07801769624552758,0.012240367079529017,0.023727809894162753,True,False,effect_too_small
