signal_id,phase44_timestamp,direction,phase44_class,setup_type,b1_window,b1_timestamp,b1_delay,entry_timestamp,entry_price,stop,target,exit_timestamp,exit_price,exit_type,net_r,gross_r,actionable_timestamp
P50-01678,2020-03-27 10:15:00-05:00,Long,A,L,10,2020-03-27 10:35:00-05:00,5.0,2020-03-27 10:35:00-05:00,7664.75,7399.481720543545,7549.554838369365,2020-03-27 10:36:00-05:00,,TARGET,2.99726691784828,3.0,2020-03-27 10:30:00-05:00
P50-01679,2020-03-27 14:00:00-05:00,Long,A,L,10,2020-03-27 14:24:00-05:00,9.0,2020-03-27 14:24:00-05:00,7772.75,7492.069344063218,7629.791967810347,2020-03-27 14:25:00-05:00,,TARGET,2.9974169933528896,3.0,2020-03-27 14:15:00-05:00
P50-01696,2020-04-06 14:00:00-05:00,Long,A,RL,10,2020-04-06 14:24:00-05:00,9.0,2020-04-06 14:24:00-05:00,7961.25,7713.736843638151,7782.740087452294,2020-04-06 14:25:00-05:00,,TARGET,2.497070862774906,2.5,2020-04-06 14:15:00-05:00
P50-01702,2020-04-08 12:30:00-05:00,Short,A+,RS,10,2020-04-08 12:54:00-05:00,9.0,2020-04-08 12:54:00-05:00,8141.25,7982.703698805629,7892.133941710767,2020-04-08 12:55:00-05:00,,STOP,0.9954272033182838,1.0,2020-04-08 12:45:00-05:00
P50-01724,2020-04-23 14:30:00-05:00,Short,A,RS,10,2020-04-23 14:51:00-05:00,6.0,2020-04-23 14:51:00-05:00,8632.25,8472.447048413655,8370.123407441686,2020-04-23 14:52:00-05:00,,STOP,0.9954631626462277,1.0,2020-04-23 14:45:00-05:00
P50-01740,2020-04-30 12:45:00-05:00,Short,B,RS,10,2020-04-30 13:01:00-05:00,1.0,2020-04-30 13:01:00-05:00,8919.75,8738.15162654449,8659.363542013869,2020-04-30 13:02:00-05:00,,STOP,0.9960076734928597,1.0,2020-04-30 13:00:00-05:00
P50-01765,2020-05-15 11:00:00-05:00,Long,A+,RL,10,2020-05-15 11:19:00-05:00,4.0,2020-05-15 11:19:00-05:00,9030.0,8758.851564743212,8852.22915194535,2020-05-15 11:20:00-05:00,,TARGET,2.4973261877786115,2.5,2020-05-15 11:15:00-05:00
P50-01780,2020-05-21 11:45:00-05:00,Short,B,RS,10,2020-05-21 12:00:00-05:00,0.0,2020-05-21 12:00:00-05:00,9394.75,9222.43148740768,9150.41395653498,2020-05-21 12:01:00-05:00,,STOP,0.9957926749187115,1.0,2020-05-21 12:00:00-05:00
P50-01785,2020-05-26 13:00:00-05:00,Short,B,RS,10,2020-05-26 13:15:00-05:00,0.0,2020-05-26 13:15:00-05:00,9456.25,9275.706436256109,9216.130356945963,2020-05-26 13:16:00-05:00,,STOP,0.9959843486803637,1.0,2020-05-26 13:15:00-05:00
P50-01821,2020-06-12 11:00:00-05:00,Long,A,RL,10,2020-06-12 11:17:00-05:00,2.0,2020-06-12 11:17:00-05:00,9711.0,9453.060204705558,9580.676808229256,2020-06-12 11:18:00-05:00,,TARGET,2.497189266591561,2.5,2020-06-12 11:15:00-05:00
P50-01833,2020-06-18 10:45:00-05:00,Short,A,RS,10,2020-06-18 11:03:00-05:00,3.0,2020-06-18 11:03:00-05:00,9956.25,9797.068473025434,9724.601135661009,2020-06-18 11:04:00-05:00,,STOP,0.9954454514052008,1.0,2020-06-18 11:00:00-05:00
P50-01838,2020-06-19 14:00:00-05:00,Long,A,RL,10,2020-06-19 14:15:00-05:00,0.0,2020-06-19 14:15:00-05:00,10007.5,9754.326668053882,9838.264836037277,2020-06-19 14:16:00-05:00,,TARGET,2.4971363492575342,2.5,2020-06-19 14:15:00-05:00
P50-01846,2020-06-24 11:30:00-05:00,Long,A,RL,10,2020-06-24 11:45:00-05:00,0.0,2020-06-24 11:45:00-05:00,10012.25,9758.60807495545,9864.801121918956,2020-06-24 11:46:00-05:00,,TARGET,2.4971416397353368,2.5,2020-06-24 11:45:00-05:00
P50-01885,2020-07-15 11:30:00-05:00,Long,B,RL,10,2020-07-15 11:46:00-05:00,1.0,2020-07-15 11:46:00-05:00,10625.75,10375.96295697086,10488.226995098936,2020-07-15 11:47:00-05:00,,TARGET,2.497097527593073,2.5,2020-07-15 11:45:00-05:00
