signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R
778,Short,0.5715223363908541,1.3921697937725934,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Short,2.429371046926822,0.3210622528978179,0.2461477272216604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
781,Long,0.8074694933047701,0.7766528280964402,-0.5024778109308461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,Long,0.09314310549314597,2.3078791694412835,-1.0000000000000189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Short,1.5738914250846772,0.5487910890097888,0.5487910890097888,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Short,0.183581455708894,1.0096980063989172,-0.9999999999999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Long,0.7078417912086978,1.056669720278391,-1.000000000000036,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Long,1.1813956527074712,0.0,0.9803070309700292,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Short,0.7914062768338221,0.8592411005624354,-0.12436384350245776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Short,1.9471683015845804,0.0,1.8216345313873876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
794,Short,2.6631864216528953,0.6657966054132238,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
795,Long,0.48261453010332334,0.09401581755259546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Short,1.0328998398619345,0.41379129396173786,0.4920807244138326,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Long,1.109825457283889,0.7867117165556682,0.9412443751648173,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
799,Long,0.47580174550315624,1.4274052365094687,-1.0000000000000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Short,1.3066037573226734,0.4399788162413084,-0.2933192108275389,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
801,Long,3.573606796896261,0.9032193003144395,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
802,Long,1.0403803992601988,0.1708087222665998,0.7453471517087991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
803,Long,0.9321066159661574,0.0,0.419922825354517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Short,0.5504873544496383,1.7774121544366965,-1.0000000000000198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Long,1.7184701727847242,0.0,1.203979653913981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
807,Short,0.6506218171415382,0.46744984566668735,-0.1558561035725917,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Short,0.6507371492577052,5.071261921801427,-1.0000000000000624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Long,1.8677088468115048,10.378299674550526,-0.9999999999999817,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
812,Short,0.8172455931591422,1.4166428655402428,-0.9999999999999888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Long,0.27601926841908153,1.0184159214083353,-0.9999999999999835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Long,0.9892751829786074,0.8065196120975004,0.3503866501149921,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Long,1.741042346118515,0.3402036768277558,0.8204912205845876,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
819,Short,2.3373132868391724,0.5195780570423538,1.8611647295255846,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
821,Short,0.5018084210928028,2.2959827844193,-0.9999999999999737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Long,1.871272186332034,0.39931351530199694,1.3130551035382856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
825,Short,1.4858069127564433,0.2872560031329124,0.7627142152149742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
826,Short,0.6220815014728708,0.4890025887950023,0.38399205355832655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,Long,0.4037967432944718,0.8427062468754194,-0.4037967432944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Short,2.0773113181732548,0.021751950975636175,0.7178143821959938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
829,Short,0.8195394812086891,0.0,0.33556344977171865,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,Short,1.3959389908821773,0.8078259841482262,-0.2546897553557344,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
834,Short,0.21489521507672077,1.0214197831067406,-1.000000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Short,1.1132010383136717,1.2879451984208121,-0.999999999999987,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Long,2.9815034939941123,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
838,Long,0.21199070610170984,0.8865065891526048,-0.5588845888135987,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
841,Short,1.6354125093300553,0.4343728797149906,0.3370925834745266,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Short,1.3073100152417272,1.1341563708388493,-1.0000000000000266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,Short,0.27307957268978783,1.1378315528741159,-0.9999999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Long,0.7957837841506638,4.491757359428191,-1.0000000000000224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,Long,0.4353127752179849,0.3224539075688777,0.16122695378443885,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Short,0.43884963294746543,1.2538560941356156,-0.9999999999999493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,Short,0.5239510836357685,0.24656521582859695,0.21574456385002233,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
851,Long,0.8466348793741653,0.20766515909177638,-0.03194848601411944,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Long,1.2212706700200917,0.37842189775270446,-0.2408139349335392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
854,Long,0.4185530091574192,1.0697483400406227,-1.0000000000000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Long,1.9944202146099759,0.2704298454525175,1.6353586197220198,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Long,0.28504229741050957,1.2233065263867702,-1.0000000000000324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Long,1.258164631578745,0.7945196434951034,-0.011536981868996349,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
864,Long,1.3451398580599745,0.0,0.6469336804432906,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,Short,0.5770396350061876,0.22193832115622597,0.3107136496187164,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Short,0.596651272931287,0.2767018892368433,0.06857726789939424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Long,0.32853614582309737,1.117022895798531,-1.0000000000002052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Short,0.023168964000335274,1.3322154300192781,-0.9999999999999819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,Long,0.043868570441476934,1.564645679079344,-1.0000000000000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Short,0.23470968527550184,1.4663623410326723,-1.000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,Short,2.7299429649370643,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
880,Short,0.1740700916070759,1.5997870323888403,-0.9999999999999822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Short,0.08396491232119146,1.7032882213727412,-1.0000000000000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Long,0.0,1.5190046134428772,-1.000000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Short,1.1453294412778847,1.2301686591503205,-0.9999999999999956,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Short,0.8642097378792903,1.1771132636631714,-0.9999999999999939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Short,0.505903449782403,1.3938156269515183,-0.9999999999999754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Long,0.2472734861217794,2.1672793783614783,-0.9999999999999578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Short,0.906166912097771,0.7899751083055901,0.05335807502345538,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Short,1.0701022127734423,0.930122385523708,-0.8881596317132782,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Short,1.079389239756621,0.4553578295727932,0.9541037647093218,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,Short,0.1059987208023891,0.9804881674220992,-0.6757418451152306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,Long,0.2082787148018335,4.223429494592735,-0.9999999999999839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,Long,0.8460596794824268,0.8246101087424398,0.794654455229354,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
903,Long,0.6234707707623138,0.28232638676029304,0.35290798345036634,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Long,0.572594150998544,1.978052521631334,-1.0000000000000506,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,Long,1.0788589016694086,0.5678537204399033,0.6882924464255332,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,Long,0.40386568750144725,1.0853890351601394,-0.9999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,Long,0.4185024859542335,2.25125475202967,-1.000000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Short,0.41615024895411507,1.5018399352871017,-0.9999999999999778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Long,0.06631817686261178,1.790590775290518,-0.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,Short,0.6775329725224025,0.833032343265249,-0.1110709791020332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,Long,1.203109596523757,1.3285351242741164,-1.0000000000000122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Short,0.10551201378285754,1.2133881585028616,-0.9999999999999944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,Short,0.13281617393924258,0.564468739241781,-0.5091286667670966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,Short,1.0443076568656373,0.5484039415102664,0.0223177145744324,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,Short,4.4449916627495165,0.29916743045185856,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
924,Long,2.987287078345826,0.4075609057413346,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
925,Short,0.35798594872502904,1.296343056746696,-0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,Short,0.8221280307674478,0.8221280307674478,-0.10406683933765162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Short,1.3483009829376011,0.400480195552329,-0.11232875136932916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
931,Short,1.331029943643627,0.8380558904422837,0.17926329207321576,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,Short,0.7084372997512952,1.309940667464659,-1.0000000000000238,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,Short,0.5268701414674245,0.22094554319601675,-0.1699581101507821,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Short,1.2033470054129478,0.3275659277161023,1.0685496402317736,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
