event_definition,direction,strength_bucket,secondary_feature,secondary_bucket,horizon,N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect,FDR_q,FDR_survivor
DISPLACEMENT_PCT_95,BEARISH,>=1.50,none,none,1,5775,0.022027488108057585,-0.05638023319501374,0.4644155844155844,-0.005755444627417545,0.02778293273547513,0.9079739402828597,0.8144873930171804,0.6380636914594024,0.6339176034471238,0.2984271883700852,True,True,0.17663455577253034,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1967,0.025972238050161224,2069,0.02468419109995936,1739,0.014404692463225711,1.0,False
DISPLACEMENT_ALONE,BULLISH,0.75-1.00,none,none,1,17751,-0.004045424956440927,0.0,0.48329671567799,0.005405272757624137,-0.009450697714065065,0.5191460115428493,0.5300946940083907,0.38843551021789435,0.40366586885877964,-0.3384770017845546,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,6224,-0.008274880951974595,6227,0.0007550476510826806,5300,-0.00471870963773299,1.0,False
DISPLACEMENT_ALONE,BEARISH,0.75-1.00,none,none,1,16501,-0.019059206312143268,-0.04384280044553156,0.4630022422883462,-0.005755444627417546,-0.013303761684725721,0.5613306877629278,0.5540845747708145,0.4163731383347855,0.4376740590052083,0.25734049394988434,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,5799,-0.03175298075277868,5738,-0.0014883467996486858,4964,-0.0245407522229912,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BEARISH,>=1.50,none,none,1,1890,0.06779951326830343,-0.04021910958502787,0.4767195767195767,-0.005755444627417545,0.07355495789572097,1.0529374651882601,0.8604896331558861,0.7616440948490568,0.677810345008113,0.3100133494040721,True,True,0.032200517785038886,ERA_DEPENDENT,SMALL,620,0.16974094012536342,692,0.0253983932839728,578,0.009214548523977465,0.5682444315006863,False
DISPLACEMENT_FAILURE,BULLISH,0.50-0.75,none,none,1,4752,0.016832019914426097,0.0,0.47895622895622897,0.005405272757624139,0.011426747156801958,0.5017296678118082,0.534630634799464,0.40705087506773524,0.3907905235249305,-0.3175995569136875,False,True,0.15820271833143928,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1692,0.013187987015691842,1685,0.03226453901698883,1375,0.0024043173521280234,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BULLISH,0.75-1.00,none,none,1,3898,-0.006670579687192573,-0.034846163186343454,0.46357106208311954,0.005405272757624137,-0.01207585244481671,0.4919926600585589,0.48487469078537965,0.36076553761833513,0.3834666875750574,-0.34110215651530623,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1287,-0.012581551497643203,1388,-0.008486023690823902,1223,0.0016100883398640394,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,0.50-0.75,none,none,1,5828,-0.02309277906431524,-0.032568811765578076,0.46808510638297873,0.00540527275762414,-0.02849805182193938,0.5085071694164641,0.5360624084132528,0.37859590128132115,0.4226017786691804,-0.35752435589242887,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2024,-0.031571725322259776,1977,-0.03226843714009139,1827,-0.003770576961474961,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BEARISH,<0.50,none,none,1,17336,-0.007807221205776948,-0.03391388198139115,0.46625519150899863,-0.005755444627417546,-0.002051776578359402,0.5254768328474397,0.5161503510046559,0.3796877250766987,0.4114345930651908,0.26859247905625067,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,6003,-0.006301538567321856,6113,-0.009163243740105388,5220,-0.007950755138017596,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,0.75-1.00,none,none,1,3333,-0.013861419590796942,-0.024204652347691473,0.47704770477047703,0.005405272757624138,-0.01926669234842108,0.5457809609075654,0.5523401216590915,0.4264749735535535,0.4292642473780267,-0.3482929964189106,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1132,-0.0199737321548824,1160,0.0157600740282197,1041,-0.040222413611464156,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BEARISH,0.50-0.75,none,none,1,3097,0.015221229264674896,-0.026385649147993958,0.4675492412011624,-0.005755444627417545,0.020976673892092443,0.5489057166986142,0.48768508188667303,0.38995756633808726,0.3879589916380313,0.2916209295267025,True,False,0.24562900021591003,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,996,0.011449820603911936,1170,-0.0010223483991680048,931,0.03966946652870937,1.0,False
DISPLACEMENT_FAILURE,BULLISH,1.00-1.25,none,none,1,1843,0.026927630887189642,0.0,0.4861638632664135,0.005405272757624137,0.021522358129565506,0.5843095585250613,0.6438448158235239,0.4691189318847569,0.4799934532838197,-0.24399435988909363,False,True,0.1581742840045124,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,638,0.026766567363377874,651,0.03482417445753826,554,0.0178339642155199,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BEARISH,1.25-1.50,none,none,1,1063,-0.04371785727388795,-0.09943831955367838,0.4468485418626529,-0.005755444627417546,-0.037962412646470406,0.7559848768492704,0.7259983115100147,0.5601437421544687,0.5972119250714181,0.1931245499750432,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,360,-0.04161294590805954,384,-0.03658681663437841,319,-0.05467737983586253,1.0,False
DISPLACEMENT_ALONE,BEARISH,1.25-1.50,none,none,1,4431,0.006170807903541067,-0.055806688096386815,0.45903859174001355,-0.005755444627417546,0.011926252530958612,0.6875997711526384,0.6340491953911784,0.5054098506134626,0.5133602516726979,0.28257050816556867,True,False,0.6486184068279799,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1555,-0.02141649917884544,1541,0.010614431851190764,1335,0.033175031131842815,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BEARISH,1.25-1.50,none,none,1,1664,-0.0045056710669771245,-0.09565978526025289,0.43689903846153844,-0.005755444627417546,0.0012497735604404215,0.6583647967085438,0.6202067913774075,0.4718140853513191,0.5129557244980155,0.23770816506879153,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,601,-0.02971742394098044,582,0.022420284971643435,481,-0.005583930811678114,1.0,False
DISPLACEMENT_FAILURE,BEARISH,1.00-1.25,none,none,1,1959,0.014714122009889153,0.015589207042454324,0.5022970903522205,-0.005755444627417546,0.0204695666373067,0.5738802158822104,0.5804353213002148,0.42769874010672576,0.443725436387375,0.25692795814565783,True,False,0.4034821025159889,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,678,-0.007084272921328549,661,-1.2076062302438429e-05,620,0.054251748927766984,1.0,False
DISPLACEMENT_PCT_90,BEARISH,1.25-1.50,none,none,1,4431,0.006170807903541067,-0.055806688096386815,0.45903859174001355,-0.005755444627417546,0.011926252530958612,0.6875997711526384,0.6340491953911784,0.5054098506134626,0.5133602516726979,0.28257050816556867,True,False,0.6486184068279799,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1555,-0.02141649917884544,1541,0.010614431851190764,1335,0.033175031131842815,1.0,False
DISPLACEMENT_PCT_95,BEARISH,1.25-1.50,none,none,1,2702,-0.005195473697695806,-0.06952322065740821,0.4566987416728349,-0.005755444627417546,0.0005599709297217405,0.6902141295072441,0.6490985954332525,0.5074644442090535,0.5190427073837383,0.2712042265643318,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,883,-0.04046718064898042,913,-0.01869832538732915,906,0.04278799300276728,1.0,False
DISPLACEMENT_ALONE,BULLISH,1.25-1.50,none,none,1,4427,0.019187750073933647,-0.0121851255911161,0.4795572622543483,0.005405272757624139,0.013782477316309508,0.6336296467785425,0.608548712691805,0.45753227753290115,0.45339124981196377,-0.31524382675418,False,True,0.14901632319264027,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1581,0.03380533693817341,1535,0.00038432721489259857,1311,0.02357588833195419,1.0,False
DISPLACEMENT_FAILURE,BULLISH,1.25-1.50,none,none,1,1024,0.01121182838309959,-0.015163851497764136,0.482421875,0.005405272757624137,0.005806555625475453,0.6277062498170993,0.678841864143998,0.5007824139958095,0.5274244575385529,-0.25495579871166907,False,False,0.6620352697664857,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,341,-0.024934011800145487,357,-0.005528798561526557,326,0.06735334777487294,1.0,False
DISPLACEMENT_PCT_90,BULLISH,1.25-1.50,none,none,1,4427,0.019187750073933647,-0.0121851255911161,0.4795572622543483,0.005405272757624139,0.013782477316309508,0.6336296467785425,0.608548712691805,0.45753227753290115,0.45339124981196377,-0.31524382675418,False,True,0.14901632319264027,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1581,0.03380533693817341,1535,0.00038432721489259857,1311,0.02357588833195419,1.0,False
DISPLACEMENT_FAILURE,BULLISH,>=1.50,none,none,1,1427,0.030129473892550388,-0.038048725694759235,0.48072880168185006,0.005405272757624139,0.02472420113492625,0.8475837622754112,0.9201463020309228,0.64690428067193,0.6897848487241918,-0.23603815320221827,False,True,0.3849859717613697,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,475,0.03041086368937906,506,0.042225877886644315,446,0.016106064532673405,1.0,False
DISPLACEMENT_ALONE,BEARISH,1.00-1.25,none,none,1,8678,-0.002255637494890884,-0.030322283479784846,0.4714219866328647,-0.005755444627417546,0.003499807132526662,0.6255836439845988,0.5967822068048507,0.45786988654505845,0.4698021489805624,0.2741440627671367,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3024,-0.016264911108033932,3101,0.005581056819296473,2553,0.004819354411826548,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BEARISH,1.00-1.25,none,none,1,2389,0.013319716129486198,-0.033403415575153986,0.46504813729593975,-0.005755444627417545,0.019075160756903742,0.6392948540036054,0.5775368879018674,0.4708953336743424,0.46961921274487567,0.2897194163915138,True,False,0.43695438472699866,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,839,0.018277591745014074,877,-0.0026462005033475143,673,0.02794445795053715,1.0,False
DISPLACEMENT_FAILURE,BEARISH,>=1.50,none,none,1,1358,0.02144535192533536,0.0406429810405583,0.5191458026509573,-0.005755444627417546,0.027200796552752905,0.8193475717821543,0.8283953757001523,0.5773834231737645,0.6039870164956372,0.2582877591742665,True,False,0.48583110403332236,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,455,-0.00012341120637196946,495,0.005417496423777645,408,0.06494431196993805,1.0,False
DISPLACEMENT_PCT_90,BEARISH,1.00-1.25,none,none,1,7079,-0.004429312172055439,-0.03551982473035522,0.4705466873852239,-0.005755444627417546,0.0013261324553621072,0.6307301385210742,0.5995575841855705,0.4618735193340407,0.47177280612087535,0.27197038808997215,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2381,-0.017498536834755735,2504,0.0052993540324983626,2194,-0.0013494380855984432,1.0,False
DISPLACEMENT_ALONE,BULLISH,>=1.50,none,none,1,5151,0.00572808297794309,-0.021364096112008936,0.483401281304601,0.005405272757624138,0.0003228102203189521,0.8113908058003613,0.779863279728976,0.5782540335518854,0.5675664817802087,-0.32870349385017056,False,False,0.7432636447821713,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1856,-0.0038144175101875555,1792,-0.005317267295073528,1503,0.030680942988067002,1.0,False
DISPLACEMENT_PCT_90,BULLISH,>=1.50,none,none,1,5151,0.00572808297794309,-0.021364096112008936,0.483401281304601,0.005405272757624138,0.0003228102203189521,0.8113908058003613,0.779863279728976,0.5782540335518854,0.5675664817802087,-0.32870349385017056,False,False,0.7432636447821713,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1856,-0.0038144175101875555,1792,-0.005317267295073528,1503,0.030680942988067002,1.0,False
DISPLACEMENT_PCT_95,BULLISH,>=1.50,none,none,1,5151,0.00572808297794309,-0.021364096112008936,0.483401281304601,0.005405272757624138,0.0003228102203189521,0.8113908058003613,0.779863279728976,0.5782540335518854,0.5675664817802087,-0.32870349385017056,False,False,0.7432636447821713,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1856,-0.0038144175101875555,1792,-0.005317267295073528,1503,0.030680942988067002,1.0,False
DISPLACEMENT_PCT_99,BULLISH,>=1.50,none,none,1,1405,0.034989681761334074,0.0,0.4918149466192171,0.005405272757624139,0.029584409003709934,1.0298364928831212,0.9506275662819498,0.8000476535159405,0.6955657754818585,-0.14632218528390223,False,False,0.3862031252963306,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,503,-0.020438763330739917,494,-0.001614091941873678,408,0.14764353492480922,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,1.00-1.25,none,none,1,1831,-0.01150047726727747,-0.033052343240877885,0.4675040961223375,0.005405272757624137,-0.016905750024901606,0.5986249482264846,0.6129215758538816,0.45910848758866374,0.4717245531785993,-0.28242246804356075,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,616,-0.0029408473677213992,666,-0.0756526602563283,549,0.0567192346682076,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BULLISH,1.25-1.50,none,none,1,1593,0.017544603167564222,-0.04175885893308837,0.4645323289391086,0.005405272757624138,0.012139330409940084,0.6111926843855411,0.5673814003598813,0.4184731454975284,0.44754099214299586,-0.25337738760871903,False,False,0.40023192340022284,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,579,0.0325483156443883,572,-0.004263120482624593,442,0.02611217874183312,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,>=1.50,none,none,1,1483,-0.0029339307812960994,-0.07449036840276461,0.45853000674308836,0.005405272757624138,-0.008339203538920238,0.8370528323033252,0.8068818681865421,0.6290525520820642,0.6255509187765506,-0.21785912700225507,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,513,-0.03431614354460447,553,0.03675210279999562,417,-0.016956236351744848,1.0,False
DISPLACEMENT_PCT_95,BULLISH,1.25-1.50,none,none,1,2691,0.03673773423934815,-0.019611833573372674,0.47640282422891117,0.005405272757624139,0.031332461481724014,0.6505559426904797,0.6161957466778725,0.46373211716684326,0.47503888793430293,-0.23418425653693511,False,False,0.03792353883709732,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,926,0.06911151082957803,898,-0.004375317670967287,867,0.044743966641782304,0.598792718480484,False
DISPLACEMENT_PCT_99,BEARISH,>=1.50,none,none,1,1664,0.08624945349847984,-0.03937524357828566,0.4813701923076923,-0.005755444627417546,0.09200489812589739,1.1870305584276062,0.9946707707269211,0.8536362508856208,0.8131395467494159,0.3638706070425193,True,True,0.025127041813240727,REPLICATED_DIRECTIONAL_EDGE,SMALL,549,0.12444638057189085,563,0.02603486409445343,552,0.1096746362360962,0.5428178338438896,False
DISPLACEMENT_STRUCTURE_BREAK,BULLISH,>=1.50,none,none,1,2731,0.032965019752845055,-0.020259130546035297,0.48187477114610033,0.005405272757624139,0.027559746995220916,0.8548797089958764,0.770273939368934,0.5928473466715835,0.5581504835055511,-0.3014665570752686,False,True,0.21667516835720402,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1060,0.04024765795000284,973,0.015177422763923845,698,0.046701030327677556,1.0,False
DISPLACEMENT_FAILURE,BEARISH,0.50-0.75,none,none,1,4956,0.0017292673161140289,0.0,0.4887005649717514,-0.005755444627417546,0.007484711943531575,0.5106978020994674,0.49838584519727985,0.386337599370226,0.37960960713927416,0.2781289675781416,True,False,0.8676581603320419,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1779,-0.00157401969000805,1643,0.02295825146152907,1534,-0.017177299415975764,1.0,False
DISPLACEMENT_FAILURE,BEARISH,<0.50,none,none,1,4977,-0.002804621847343538,0.0,0.4880450070323488,-0.005755444627417546,0.002950822780074008,0.49683480449331113,0.47662070460049677,0.3734017181237956,0.3683324980831939,0.27359507841468406,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1664,0.013541745475447908,1769,-0.017890271151334316,1544,-0.0031374208151966998,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,1.25-1.50,none,none,1,1051,-0.04194869745334249,-0.07382444188608499,0.45575642245480497,0.005405272757624138,-0.04735397021096663,0.6541048533556614,0.6919536330414103,0.48604999283910094,0.5274073180420634,-0.30811632454811116,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,360,-0.04064374846184977,395,-0.02606274701075567,296,-0.0647349544187451,1.0,False
DISPLACEMENT_FAILURE,BULLISH,<0.50,none,none,1,4706,-0.022022420938522,0.0,0.48108797280068,0.005405272757624139,-0.02742769369614614,0.5038462942604898,0.48253431476094744,0.3779774441864878,0.3543889767572549,-0.35645399776663567,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1697,-0.0309735041551394,1593,-0.011753471782190111,1416,-0.022847595929649807,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BEARISH,0.50-0.75,none,none,1,5269,-0.02746179745314631,-0.0651523903561186,0.44467640918580376,-0.005755444627417546,-0.02170635282572876,0.584206551239537,0.573587208098228,0.4130208556610105,0.4581313650867229,0.24893790280888128,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1844,-0.008928117259668572,1949,-0.043771880340067605,1476,-0.029079517460032053,1.0,False
DISPLACEMENT_FAILURE,BULLISH,0.75-1.00,none,none,1,3109,0.022322731853303527,0.0,0.484078481826954,0.005405272757624137,0.01691745909567939,0.5527723442645872,0.6114226365028951,0.42616566773981124,0.4514776978932275,-0.24859925892297974,False,True,0.14115041094218836,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1060,0.0381826487083486,1086,0.005875087244096693,963,0.023413728924176685,1.0,False
DISPLACEMENT_FAILURE,BEARISH,0.75-1.00,none,none,1,3355,0.030016330720745308,0.026279558023020073,0.5067064083457526,-0.005755444627417545,0.03577177534816285,0.540310615699686,0.56740438433506,0.39984571483017595,0.42639149662742254,0.3064160309827729,True,True,0.0378291594514901,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1177,0.01563583629773842,1163,0.04455619190943548,1015,0.030032077886688612,0.598792718480484,False
DISPLACEMENT_STRUCTURE_BREAK,BEARISH,0.75-1.00,none,none,1,2909,-0.03822909214295786,-0.08146629703269016,0.4455139223100722,-0.005755444627417546,-0.03247364751554031,0.5628336317961167,0.5574230910562312,0.41603970161909787,0.45830077193829616,0.23817060811906973,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,985,-0.05450433303129544,1066,-0.0117031998863227,858,-0.05250122369372772,1.0,False
DISPLACEMENT_FAILURE,BEARISH,1.25-1.50,none,none,1,1029,0.006330267594193961,0.0,0.47910592808551994,-0.005755444627417547,0.012085712221611509,0.6594720031410194,0.6563770476002224,0.5135190928106333,0.47867660577865634,0.24317267484312513,True,False,0.8262216615789116,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,367,0.017474315450839877,355,-0.005562261079494204,307,0.006760176766084019,1.0,False
DISPLACEMENT_STRUCTURE_BREAK,BULLISH,1.00-1.25,none,none,1,2581,-0.0058513346769808695,-0.013074232981442127,0.4757845796203022,0.005405272757624138,-0.011256607434605007,0.5303761271607709,0.5285049580248155,0.4056752925473474,0.417579478436384,-0.3402829115050945,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,904,-0.005098897803368738,908,0.023644898432114304,769,-0.04156366575214836,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BEARISH,0.75-1.00,none,none,1,3172,0.0019312433428861741,-0.05176187426126423,0.4640605296343001,-0.005755444627417545,0.0076866879703037195,0.6431923848948043,0.6091342461954884,0.4706108074775448,0.4849364426411063,0.24414507947865483,True,False,0.9003404979121211,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1030,0.0013831707334161743,1177,0.013294129039797176,965,-0.011342955286658025,1.0,False
DISPLACEMENT_PCT_95,BEARISH,1.00-1.25,none,none,1,60,0.1251575350343365,-0.08079490831649372,0.45,-0.005755444627417547,0.13091297966175403,0.7989047619547716,0.6069609477033653,0.5073287591924821,0.5456553049821158,,False,False,0.480604531267508,INSUFFICIENT_SAMPLE,INTERESTING,0,,0,,60,0.1251575350343365,1.0,False
DISPLACEMENT_PCT_90,BULLISH,0.75-1.00,none,none,1,153,0.09834295522745866,0.03297078947981815,0.5163398692810458,0.00540527275762414,0.09293768246983453,0.5605440253174618,0.49443247203521123,0.4129945214391493,0.404450775967454,0.00050745526099992,True,False,0.13266380236981562,INSUFFICIENT_SAMPLE,SMALL,0,,0,,153,0.09834295522745866,1.0,False
DISPLACEMENT_PCT_90,BEARISH,0.75-1.00,none,none,1,148,-0.047856867151747674,-0.0550824605331068,0.46621621621621623,-0.005755444627417547,-0.04210142252433013,0.6427128748540819,0.608705806479913,0.5223980047369858,0.46164203522915903,0.041339322986420506,False,False,1.0,INSUFFICIENT_SAMPLE,NEGLIGIBLE,0,,0,,148,-0.047856867151747674,1.0,False
DISPLACEMENT_PCT_95,BULLISH,1.00-1.25,none,none,1,54,0.09730500397432201,0.025553155319126122,0.5185185185185185,0.00540527275762414,0.09189973121669787,0.6522913220611831,0.594607543789148,0.4241110148570848,0.5092146710923577,,False,False,0.41963744355307653,INSUFFICIENT_SAMPLE,SMALL,0,,0,,54,0.09730500397432201,1.0,False
DISPLACEMENT_ALONE,BULLISH,1.00-1.25,none,none,3,8956,0.0015368225752548088,0.009811919292947514,0.5004466279589103,0.015259008242271714,-0.013722185667016905,0.9874822495922762,1.0017187624751291,0.7460162504288779,0.7290873485982552,-0.33289475425285886,False,False,0.9236054540865554,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3115,0.021394309951534633,3182,-0.008996892424615193,2659,-0.00912048921396117,1.0,False
DISPLACEMENT_FOLLOWTHROUGH,BULLISH,<0.50,none,none,3,19496,0.0034495313674306294,0.02053991810329449,0.5038982355354945,0.015259008242271716,-0.011809476874841086,0.8656981846097647,0.8767140690543678,0.6471530374761079,0.64851914267416,-0.330982045460683,False,False,0.7011492851947483,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,6706,0.021871656744606553,6754,0.001272054684756236,6036,-0.014580968179381659,1.0,False
DISPLACEMENT_PCT_90,BULLISH,1.00-1.25,none,none,3,7238,0.00031857055604009017,0.017749866637921573,0.5015197568389058,0.015259008242271718,-0.014940437686231628,0.9956793848448506,1.0067624037165734,0.7462411594755893,0.7352918078780597,-0.3341130062720736,False,False,0.9860281234869338,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2428,-0.005093900191491017,2549,-0.009343169815485339,2261,0.01702323892491398,1.0,False
