profile_level,event,orientation,open_location,value_migration,time_bucket,horizon,N,sample_tier,mean_directional_atr_return,median_directional_atr_return,positive_rate,mfe_atr,mae_atr,effect_vs_unconditional,standard_error,ci95_low,ci95_high,era1_effect,era2_effect,era3_effect,same_sign_all_eras,session_control_result,raw_p,replication_classification,fdr_q,fdr_survivor_5pct
VAL,TEST_VAL_FROM_ABOVE,continuation_down,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,83,INSUFFICIENT,0.0495250560468522,0.0,0.4939759036144578,0.49036533831192,0.59896875728295,0.04082210557323504,0.07972694847977982,-0.09886030653976163,0.20602853040812602,-0.0008944611876416208,0.03247137150871222,0.1068561026013085,False,False,0.5344789675454625,NO_INFORMATION,1.0,False
VAL,CLOSE_BELOW_VAL,continuation_down,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,61,INSUFFICIENT,0.06729358135699998,-0.09742250169517591,0.4262295081967213,0.5191421588030174,0.6578870804104235,0.058590630883382816,0.11481007922958475,-0.15127087424591748,0.2907755279531847,-0.28619374286244004,0.09803408453483087,0.32290116582475986,False,False,0.5577884523793846,NO_INFORMATION,1.0,False
VAL,HOLD_BELOW_VAL,continuation_down,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,125,WEAK_SAMPLE,-0.12891398030965198,-0.11127997935088242,0.432,0.5993534945307017,0.43703442018394845,-0.13761693078326914,0.07569682746747473,-0.29513784049949554,0.01189412068502845,-0.14319805656045143,-0.17139624041226909,-0.06913081436079993,True,False,1.0,NO_INFORMATION,1.0,False
VAL,ACCEPTANCE_BELOW_VAL,continuation_down,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,125,WEAK_SAMPLE,-0.12891398030965198,-0.11127997935088242,0.432,0.5993534945307017,0.43703442018394845,-0.13761693078326914,0.07569682746747473,-0.29513784049949554,0.01189412068502845,-0.14319805656045143,-0.17139624041226909,-0.06913081436079993,True,False,1.0,NO_INFORMATION,1.0,False
VAL,TEST_VAL_FROM_BELOW,reversal_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,48,INSUFFICIENT,0.09884858644328161,0.16893185301539965,0.5625,0.4653009051296724,0.4888638901266121,0.09014563596966445,0.12268492334881831,-0.15699059938502025,0.30462137329497024,0.43036746411057814,-0.07163426156489935,0.06331298820303549,False,False,0.4204095328512061,NO_INFORMATION,1.0,False
VAL,REJECTION_BELOW_VAL,reversal_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,37,INSUFFICIENT,0.04291392828813377,0.15396488316176235,0.5405405405405406,0.413738468430862,0.4778075924192468,0.03421097781451661,0.14747265698412793,-0.23755913488198574,0.2939668354973998,0.6524791794765432,-0.39468416413961244,0.17726543422689284,False,False,0.7710545084076642,NO_INFORMATION,1.0,False
VALUE,RETURN_INTO_VALUE_AFTER_BELOW,reversal_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,37,INSUFFICIENT,0.04291392828813377,0.15396488316176235,0.5405405405405406,0.413738468430862,0.4778075924192468,0.03421097781451661,0.14747265698412793,-0.23755913488198574,0.2939668354973998,0.6524791794765432,-0.39468416413961244,0.17726543422689284,False,False,0.7710545084076642,NO_INFORMATION,1.0,False
VAH,TEST_VAH_FROM_BELOW,continuation_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,96,INSUFFICIENT,0.035412872793531426,0.03912842907356339,0.5208333333333334,0.4893649953533405,0.4702374629494345,0.026709922319914262,0.061812079716133186,-0.08263054014727428,0.14663090689737618,-0.014038803186335531,0.01925562902294356,0.13521352042793364,False,False,0.5667043823158797,NO_INFORMATION,1.0,False
VAH,CLOSE_ABOVE_VAH,continuation_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,82,INSUFFICIENT,0.04478760290874553,0.0066798080930348495,0.5,0.45496905610107763,0.4156455740453798,0.03608465243512837,0.05200377933755858,-0.05673706571974434,0.1448799150022606,0.08847561057896972,-0.10479280677764895,0.1891863329307958,False,False,0.38910727154021685,NO_INFORMATION,1.0,False
VALUE,FULL_VALUE_TRAVERSAL,both,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,52,INSUFFICIENT,-0.032235027994600936,0.002727259224252824,0.5,0.4159152571636738,0.5223849111742532,-0.0409379784682181,0.08015147896607829,-0.18551663298793938,0.12263985828360767,0.2110076762062652,-0.17870353234624908,-0.1935253610766309,False,False,1.0,NO_INFORMATION,1.0,False
VAH,TEST_VAH_FROM_ABOVE,reversal_down,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,65,INSUFFICIENT,-0.15147098269532872,-0.1356931728653072,0.36923076923076925,0.5168254506967754,0.42479865922920007,-0.16017393316894588,0.06852776693070321,-0.27976330497448854,-0.018629311277739882,-0.2968559450265665,-0.026928169451377694,-0.10386821915865681,True,False,1.0,NO_INFORMATION,1.0,False
VAH,HOLD_ABOVE_VAH,continuation_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,199,WEAK_SAMPLE,0.008806868114870263,0.029528678387552906,0.5276381909547738,0.43353748887110655,0.4267331551003862,0.00010391764125309948,0.036487934263487745,-0.061162437828596615,0.08000070818350656,0.04940732676391066,-0.029199324832633194,0.005042639449895034,False,False,0.8092731318825203,NO_INFORMATION,1.0,False
VAH,ACCEPTANCE_ABOVE_VAH,continuation_up,INSIDE_VALUE,VALUE_UP,RTH_0930_1030,1,199,WEAK_SAMPLE,0.008806868114870263,0.029528678387552906,0.5276381909547738,0.43353748887110655,0.4267331551003862,0.00010391764125309948,0.036487934263487745,-0.061162437828596615,0.08000070818350656,0.04940732676391066,-0.029199324832633194,0.005042639449895034,False,False,0.8092731318825203,NO_INFORMATION,1.0,False
VALUE,FULL_VALUE_TRAVERSAL,both,INSIDE_VALUE,VALUE_UP,RTH_1030_1200,1,186,WEAK_SAMPLE,0.004099849334293441,-0.01663223530788702,0.4838709677419355,0.38628699833574603,0.4595816874577096,-0.004603101139323723,0.03889376975669295,-0.07541071985103404,0.08737716834294683,-0.00018690671000816988,0.00732782694584087,0.007932411089830994,False,False,0.9160493172638808,NO_INFORMATION,1.0,False
