trade_id,entry_time,direction,entry_price,initial_atr,t5_time,mfe_at_t5_r,t5_result,exit_reason,gross_r
P60-000485,2017-11-14 00:55:00-06:00,SHORT,6307.75,0.26785714285714285,,,,M0_STOP,-1.0
P60-000486,2017-11-14 01:07:00-06:00,LONG,6309.0,0.9107142857142857,,,,M0_TARGET,2.5
P60-000487,2017-11-14 03:04:00-06:00,LONG,6314.25,0.7321428571428571,,,,M0_STOP,-1.0
P60-000488,2017-11-14 03:56:00-06:00,LONG,6312.5,0.6964285714285714,,,,M0_STOP,-1.0
P60-000489,2017-11-14 04:51:00-06:00,LONG,6312.0,0.6607142857142857,,,,M0_STOP,-1.0
P60-000490,2017-11-14 09:01:00-06:00,SHORT,6276.5,4.25,,,,M0_TARGET,2.5
P60-000491,2017-11-14 09:28:00-06:00,SHORT,6280.25,4.107142857142857,,,,M0_STOP,-1.0
P60-000492,2017-11-14 10:33:00-06:00,LONG,6295.25,2.125,,,,M0_STOP,-1.0
P60-000493,2017-11-14 10:46:00-06:00,SHORT,6293.25,1.7142857142857142,,,,M0_STOP,-1.0
P60-000494,2017-11-14 15:30:00-06:00,LONG,6293.25,0.8035714285714286,,,,M0_STOP,-1.0
P60-000495,2017-11-14 17:10:00-06:00,SHORT,6291.75,0.875,,,,M0_STOP,-1.0
P60-000496,2017-11-14 19:19:00-06:00,SHORT,6277.5,1.3392857142857142,,,,M0_TARGET,2.5
P60-000497,2017-11-14 20:05:00-06:00,SHORT,6275.75,1.25,43168.0,1.2,PASS,M0_STOP,-1.0
P60-000498,2017-11-14 22:56:00-06:00,SHORT,6275.25,0.5,,,,M0_TARGET,2.5
P60-000499,2017-11-14 23:35:00-06:00,LONG,6277.25,0.7678571428571429,,,,M0_STOP,-1.0
P60-000500,2017-11-14 23:59:00-06:00,LONG,6276.75,0.5714285714285714,,,,M0_STOP,-1.0
