fold,train_period,evaluation_period,hypothesis_id,dimension,condition,complexity,training_eligible,selected_by_train,train_N,train_wins,train_losses,train_win_pct,train_avg_R,train_total_R,train_profit_factor,train_max_drawdown_R,train_largest_win_R,train_largest_loss_R,train_max_consecutive_wins,train_max_consecutive_losses,train_realistic_total_R,train_one_sided_p,eval_N,eval_wins,eval_losses,eval_win_pct,eval_avg_R,eval_total_R,eval_profit_factor,eval_max_drawdown_R,eval_largest_win_R,eval_largest_loss_R,eval_max_consecutive_wins,eval_max_consecutive_losses,eval_realistic_total_R,eval_realistic_profit_factor
F3,2021-2023,2024,H0053,liquidity,Liquidity sweep,1,False,False,250,100,149,40.0,0.057690055896747396,14.422513974186849,1.1049351979781772,21.550025011025333,2.0,-1.0,4,9,3.01688425618973,0.23860637763616266,81,40,41,49.382716049382715,0.13356462394512156,10.818734539554846,1.2784222023760072,10.853640964043672,2.0,-1.0,5,6,7.60949514366579,1.1880151364753861
F3,2021-2023,2024,H0054,liquidity,No liquidity sweep,1,False,False,2033,850,1180,41.81013280865716,0.013541564871354278,27.530001383463247,1.0265487976533365,55.24108209743913,2.0,-1.0,7,18,-64.04659853903016,0.3009998001223344,701,295,406,42.08273894436519,-0.009232503790895684,-6.471985157417874,0.9820872168073831,31.014591121144363,2.0,-1.0,9,9,-36.21963100732572,0.9044444255171707
F3,2021-2023,2024,H0055,stop_distance,<15pt,1,False,False,781,318,461,40.71702944942381,0.05188475835477558,40.52199627507973,1.096797264351733,31.413017951754632,2.0,-1.0,7,9,-21.271447238088093,0.12415067538004121,242,105,137,43.388429752066116,0.048029752790170396,11.623200175221235,1.0935915331010393,13.905119671073816,2.0,-1.0,6,12,-7.353152194492341,0.9456625943677552
F3,2021-2023,2024,H0056,stop_distance,15-24.99pt,1,False,False,630,251,378,39.84126984126984,-0.0044134973804538565,-2.7805033496859295,0.991683841724305,32.81700982950557,2.0,-1.0,5,13,-26.532943561524238,0.5369622343715655,193,74,119,38.3419689119171,-0.02224363261475408,-4.293021094647537,0.9605342680115795,21.09562439900212,2.0,-1.0,4,8,-11.421723958196262,0.899090845159002
F3,2021-2023,2024,H0057,stop_distance,25-39.99pt,1,False,False,552,241,310,43.65942028985507,-0.014177607530225622,-7.826039356684543,0.9709389166605058,32.38613536289162,2.0,-1.0,7,14,-20.740736745530004,0.6193937908946328,216,100,116,46.2962962962963,0.04993603782177108,10.786184169502553,1.1091226290467509,18.01752274179873,2.0,-1.0,6,7,5.780788466384539,1.0569149734053622
F3,2021-2023,2024,H0058,stop_distance,40pt+,1,False,False,320,140,180,43.75,0.03761581809044014,12.037061788940843,1.0791248743498487,14.588522362787407,2.0,-1.0,6,9,7.515413262301923,0.2751080323520063,131,56,75,42.74809160305343,-0.10511155624381127,-13.769613867939277,0.7985393627990174,20.903352652022498,2.0,-1.0,6,5,-15.616048177355871,0.7750962872617431
F3,2021-2023,2024,H0059,target_distance,<30pt,1,False,False,781,318,461,40.71702944942381,0.05188475835477558,40.52199627507973,1.096797264351733,31.413017951754632,2.0,-1.0,7,9,-21.271447238088093,0.12415067538004121,242,105,137,43.388429752066116,0.048029752790170396,11.623200175221235,1.0935915331010393,13.905119671073816,2.0,-1.0,6,12,-7.353152194492341,0.9456625943677552
F3,2021-2023,2024,H0060,target_distance,30-49.99pt,1,False,False,630,251,378,39.84126984126984,-0.0044134973804538565,-2.7805033496859295,0.991683841724305,32.81700982950557,2.0,-1.0,5,13,-26.532943561524238,0.5369622343715655,193,74,119,38.3419689119171,-0.02224363261475408,-4.293021094647537,0.9605342680115795,21.09562439900212,2.0,-1.0,4,8,-11.421723958196262,0.899090845159002
F3,2021-2023,2024,H0061,target_distance,50-79.99pt,1,False,False,552,241,310,43.65942028985507,-0.014177607530225622,-7.826039356684543,0.9709389166605058,32.38613536289162,2.0,-1.0,7,14,-20.740736745530004,0.6193937908946328,216,100,116,46.2962962962963,0.04993603782177108,10.786184169502553,1.1091226290467509,18.01752274179873,2.0,-1.0,6,7,5.780788466384539,1.0569149734053622
F3,2021-2023,2024,H0062,target_distance,80pt+,1,False,False,320,140,180,43.75,0.03761581809044014,12.037061788940843,1.0791248743498487,14.588522362787407,2.0,-1.0,6,9,7.515413262301923,0.2751080323520063,131,56,75,42.74809160305343,-0.10511155624381127,-13.769613867939277,0.7985393627990174,20.903352652022498,2.0,-1.0,6,5,-15.616048177355871,0.7750962872617431
F3,2021-2023,2024,H0063,setup_to_BOS,Same bar,1,False,False,2124,891,1229,41.94915254237288,0.019806563931370123,42.06914179023014,1.038752109604385,46.78809507193368,2.0,-1.0,7,15,-52.70870657684932,0.21930144791359574,734,321,413,43.73297002724796,0.02587672475235464,18.993515968228305,1.0515443308624026,23.88110365110711,2.0,-1.0,9,9,-11.741412975602028,0.9696025979226001
F3,2021-2023,2024,H0064,setup_to_BOS,1-3 bars,1,False,False,56,13,43,23.214285714285715,-0.2837652686969011,-15.890855047026461,0.5669139866939008,18.355352599584233,2.0,-1.0,3,16,-18.445757408695336,0.9704112989354887,20,6,14,30.0,-0.21923319370593078,-4.3846638741186155,0.6868097232772418,9.384663874118615,2.0,-1.0,2,4,-5.177504071759573,0.6439520346294603
F3,2021-2023,2024,H0065,setup_to_BOS,4-12 bars,1,False,False,103,46,57,44.66019417475728,0.1531478506256933,15.77422861444641,1.3026969373647723,10.604741725432373,2.0,-1.0,4,8,10.124749702704243,0.11455332561215181,28,8,20,28.571428571428573,-0.3665036682847399,-10.262102711972718,0.4193589994332211,15.299160769575618,2.0,-1.0,3,14,-11.69121881629833,0.3751374087233312
F3,2021-2023,2024,H0066,setup_to_BOS,13+ bars,1,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0067,direction x HTF_bias,Long | Bull,2,False,False,661,299,361,45.23449319213313,0.06978157162350347,46.1256188431358,1.1451817985667743,33.89636301501011,2.0,-1.0,5,14,12.860075539951199,0.06225270632941737,245,109,136,44.48979591836735,0.014518507127341729,3.5570342461987234,1.0298341518618128,29.008360051745896,2.0,-1.0,7,10,-7.57735944628947,0.9398118366762784
F3,2021-2023,2024,H0068,direction x HTF_bias,Long | Bear,2,False,False,524,217,306,41.412213740458014,0.01446731937666623,7.580875353373105,1.0285272247554635,18.355665883439585,2.0,-1.0,6,8,-11.146684302733679,0.38852965089318103,171,78,93,45.6140350877193,-0.03658590991504999,-6.256190595473548,0.9282969694338162,24.08464263117785,2.0,-1.0,5,10,-12.174164090456685,0.8653994437824347
F3,2021-2023,2024,H0069,direction x HTF_bias,Long | Neutral,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,1,0,100.0,0.653934231787857,0.653934231787857,99.9,0.0,0.653934231787857,0.653934231787857,1,0,0.6347785825738689,99.9
F3,2021-2023,2024,H0070,direction x HTF_bias,Short | Bull,2,False,False,599,228,370,38.06343906510851,-0.025456497090584104,-15.24844175725988,0.9539045562924673,32.163450769709776,2.0,-1.0,5,9,-48.017326062407754,0.6969661622432612,219,88,131,40.182648401826484,0.02244517227463838,4.915492728145805,1.0416332363763645,27.8438043406641,2.0,-1.0,5,15,-6.167615139429605,0.9505393713531736
F3,2021-2023,2024,H0071,direction x HTF_bias,Short | Bear,2,False,False,498,205,292,41.16465863453815,0.0030009295550222277,1.4944629184010694,1.0057446653570012,26.05970168692219,2.0,-1.0,6,12,-16.682494461035226,0.47750239192089894,144,59,85,40.97222222222222,0.019959788132593817,2.8742094910935094,1.038725503251499,11.727408712181251,2.0,-1.0,4,6,-1.8953327418317065,0.9754000877483591
F3,2021-2023,2024,H0072,direction x HTF_bias,Short | Neutral,2,False,False,1,1,0,100.0,2.0,2.0,99.9,0.0,2.0,2.0,1,0,1.956715003385051,1.0,2,0,2,0.0,-0.698865359807689,-1.397730719615378,0.0,1.397730719615378,-0.3977307196153781,-1.0,0,2,-1.430443028226335,0.0
F3,2021-2023,2024,H0073,direction x session,Long | Overnight,2,False,False,382,163,218,42.67015706806283,0.024747279575005856,9.453460797652237,1.047526422449933,28.32772118023667,2.0,-1.0,8,10,-16.096386438954994,0.34383797597061516,135,56,79,41.48148148148148,-0.027568154949441544,-3.7217009181746086,0.9450163343703752,12.800912253005851,2.0,-1.0,5,7,-12.77498427822933,0.8254652318348904
F3,2021-2023,2024,H0074,direction x session,Long | Premarket,2,False,False,268,110,157,41.04477611940298,0.06614637541917255,17.727228612338244,1.1203592276289125,16.378247635763664,2.0,-1.0,6,8,6.016454732668061,0.19922093564160637,97,40,57,41.23711340206186,-0.029761710776826315,-2.8868859453521525,0.9476021055014954,17.349942245496344,2.0,-1.0,3,8,-6.483398948720574,0.8866059897401949
F3,2021-2023,2024,H0075,direction x session,Long | Open,2,False,False,73,36,37,49.31506849315068,0.03205478557139024,2.3399993467114877,1.0752208029471853,4.9955670393540785,2.0,-1.0,4,5,0.7565545241960752,0.3941350545209189,29,16,13,55.172413793103445,0.06140048912691871,1.7806141846806425,1.1575398300340531,2.9144892158294753,2.0,-1.0,5,2,1.1620942029230117,1.100281328341898
F3,2021-2023,2024,H0076,direction x session,Long | MidAM,2,False,False,96,47,49,48.958333333333336,0.07790180542673056,7.478573320966134,1.193625222770031,12.37878271940159,2.0,-1.0,8,9,4.8543812070503805,0.2284430026559907,41,19,22,46.34146341463415,0.10120150136380585,4.1492615559160395,1.2220200671673964,5.263452136399755,2.0,-1.0,5,6,3.1992226377275768,1.1666306497299381
F3,2021-2023,2024,H0077,direction x session,Long | Midday,2,False,False,212,94,118,44.339622641509436,0.047644658295425454,10.100667558630196,1.1018419977983163,12.050970399307628,2.0,-1.0,7,8,3.9800719230006507,0.26901827696313074,53,25,28,47.16981132075472,-0.04041236302415444,-2.1418552402801856,0.9202566394074636,9.909582848972207,2.0,-1.0,4,5,-3.3844331259073392,0.8771249336807537
F3,2021-2023,2024,H0078,direction x session,Long | PM,2,False,False,154,66,88,42.857142857142854,0.042899769871497406,6.6065645602106,1.0966671623283664,14.268307932045264,2.0,-1.0,6,7,2.2023152892573323,0.31316443194787746,62,32,30,51.61290322580645,0.012505552350375813,0.7753442457233004,1.0288824447022915,4.49889860964532,2.0,-1.0,4,4,-0.8352454419656359,0.9697804681234097
F3,2021-2023,2024,H0079,direction x session,Long | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0080,direction x session,Short | Overnight,2,False,False,411,159,251,38.68613138686131,0.008806696405667246,3.6195522227292383,1.0163237902367253,24.91542448282966,2.0,-1.0,6,9,-25.296992479548976,0.4420511539489118,126,55,71,43.65079365079365,0.11080416883085334,13.961325272687521,1.2263627022452517,10.127148257894133,2.0,-1.0,4,7,5.066301837542686,1.0760202090299062
F3,2021-2023,2024,H0081,direction x session,Short | Premarket,2,False,False,267,95,171,35.58052434456929,-0.04456222891800235,-11.898115121106628,0.9261496003770542,29.509483343938097,2.0,-1.0,4,11,-22.808055461098405,0.7148941280376855,92,37,55,40.21739130434783,0.12150634755170285,11.178583974756663,1.2205970426156385,8.136411484905809,2.0,-1.0,4,6,7.49413809508164,1.141390965567563
F3,2021-2023,2024,H0082,direction x session,Short | Open,2,False,False,61,33,28,54.09836065573771,0.17611044913803087,10.742737397419884,1.4823504505013725,5.6502861366242705,2.0,-1.0,6,8,9.593490542194173,0.0999247751325677,26,9,17,34.61538461538461,-0.20247195760782602,-5.264270897803477,0.6494016166109989,9.162034179203548,2.0,-1.0,3,7,-5.772216709379936,0.6248075819477776
F3,2021-2023,2024,H0083,direction x session,Short | MidAM,2,False,False,95,44,51,46.31578947368421,0.0876152671791071,8.323450382015174,1.1850163221852041,9.132336059183851,2.0,-1.0,8,5,5.688791027588628,0.23218064855930687,37,13,24,35.13513513513514,-0.21688270297556092,-8.024660010095754,0.6306208581835344,9.407475718259706,2.0,-1.0,6,7,-8.81139781384205,0.6050807990491862
F3,2021-2023,2024,H0084,direction x session,Short | Midday,2,False,False,138,62,76,44.927536231884055,0.05511760509130214,7.606229502599695,1.1055864442415637,10.36664663776732,2.0,-1.0,5,6,3.932196719066148,0.29796576331003544,42,16,26,38.095238095238095,-0.05974303253291325,-2.5092073663823564,0.8955432721177182,9.737640955732118,2.0,-1.0,3,4,-3.553281915512433,0.85588367996086
F3,2021-2023,2024,H0085,direction x session,Short | PM,2,False,False,126,41,85,32.53968253968254,-0.23926851763901724,-30.147833222516173,0.5618453516954083,31.12296639600129,2.0,-1.0,4,10,-33.852535868259494,0.9976728891640186,42,17,25,40.476190476190474,-0.07023332079853944,-2.949799473538657,0.8566110100624854,11.394014120111255,2.0,-1.0,4,8,-3.916934403377559,0.8150199473984441
F3,2021-2023,2024,H0086,direction x session,Short | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0087,direction x score_band,Long | 70-74,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0088,direction x score_band,Long | 75-79,2,False,False,533,236,297,44.27767354596623,0.06882962687489698,36.68619112432009,1.1448506146860264,35.52481441466406,2.0,-1.0,6,11,15.902215655421337,0.0855424558515504,181,87,94,48.06629834254144,0.07103866504630656,12.857998373381488,1.1535713150877291,10.2255897873977,2.0,-1.0,5,6,5.837831350008795,1.0666653593159239
F3,2021-2023,2024,H0089,direction x score_band,Long | 80-84,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0090,direction x score_band,Long | 85-89,2,False,False,85,37,48,43.529411764705884,-0.022007874310473626,-1.8706693163902581,0.9502013093218366,12.324756055496657,2.0,-1.0,8,8,-4.1650117978435794,0.5787014112730309,32,13,19,40.625,-0.23052968334397556,-7.376949867007218,0.5759098027807584,10.766211558525278,2.0,-1.0,3,6,-8.120043182496838,0.5453228865565716
F3,2021-2023,2024,H0091,direction x score_band,Long | 90-94,2,False,False,450,188,260,41.77777777777778,0.009098743115150314,4.094434401817641,1.0166701031515666,33.061129583135205,2.0,-1.0,7,9,-21.89259543987029,0.4374183693036052,147,62,85,42.17687074829932,-0.01584722465485108,-2.329542024263109,0.9695301605906327,16.134613796115268,2.0,-1.0,6,8,-10.376938159403114,0.872430506447907
F3,2021-2023,2024,H0092,direction x score_band,Long | 95+,2,False,False,117,55,62,47.00854700854701,0.1264661366389866,14.79653798676143,1.3148068297475743,6.151223023320917,2.0,-1.0,5,6,11.868782819510056,0.10291160711853942,57,26,31,45.6140350877193,-0.09117067718593201,-5.196728599598124,0.8202009326519452,13.34432064758444,2.0,-1.0,5,5,-6.457594962281137,0.7816137089647139
F3,2021-2023,2024,H0093,direction x score_band,Short | 70-74,2,False,False,2,2,0,100.0,1.6297162913464798,3.2594325826929595,99.9,0.0,2.0,1.2594325826929595,2,0,3.220982472573894,5.381108517887867e-06,2,1,1,50.0,0.5,1.0,2.0,1.0,2.0,-1.0,1,1,0.9654568133786023,1.9536512290704986
F3,2021-2023,2024,H0094,direction x score_band,Short | 75-79,2,False,False,463,187,275,40.388768898488124,-0.0254419915537219,-11.779642089373239,0.95162110641051,34.44743416738355,2.0,-1.0,9,9,-32.37603016814717,0.6809219664417105,159,60,99,37.735849056603776,-0.07172504064705118,-11.404281462881137,0.8639619241800762,17.710640211426828,2.0,-1.0,5,8,-17.215911595238044,0.8032735116446147
F3,2021-2023,2024,H0095,direction x score_band,Short | 80-84,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0096,direction x score_band,Short | 85-89,2,False,False,52,21,31,40.38461538461539,-0.10534731376799313,-5.478060315935642,0.7962488576390154,9.310406419613019,2.0,-1.0,3,6,-6.818421869646675,0.7636452008135584,16,5,11,31.25,-0.37518332198032317,-6.002933151685171,0.4226689155970732,6.0701754077778824,2.0,-1.0,3,6,-6.467405837750111,0.39742004903017414
F3,2021-2023,2024,H0097,direction x score_band,Short | 90-94,2,False,False,469,178,290,37.953091684434966,0.012627897283918166,5.922483826157619,1.0223911795448324,20.732460835176106,2.0,-1.0,5,11,-20.10630276129085,0.4147384421600063,153,68,85,44.44444444444444,0.1943533186617797,29.736057755252297,1.379708768002824,10.179781804131288,2.0,-1.0,7,7,21.035472354347583,1.2528880004470075
F3,2021-2023,2024,H0098,direction x score_band,Short | 95+,2,False,False,112,46,66,41.07142857142857,-0.032841007521433055,-3.6781928424005024,0.9344063542975939,17.014299088739776,2.0,-1.0,7,7,-6.6633331935471265,0.6245661015812951,35,13,22,37.142857142857146,-0.19819633260177294,-6.936871641062053,0.6556064102143156,14.064950839120591,2.0,-1.0,3,6,-7.811002644225672,0.6233137368364258
F3,2021-2023,2024,H0099,direction x volatility,Long | Low,2,False,False,301,140,160,46.51162790697674,0.15509551507015365,46.68375003611625,1.3110038157061175,24.904911472355902,2.0,-1.0,7,11,22.19809834950729,0.017431060437744228,95,42,53,44.21052631578947,0.03512600009233421,3.33697000877175,1.0709025890416688,14.748670177145412,2.0,-1.0,7,8,-4.368522374601224,0.915427300043128
F3,2021-2023,2024,H0100,direction x volatility,Long | Medium,2,False,False,357,148,208,41.45658263305322,0.024798986605353207,8.853238218111095,1.0486492394629146,20.853703349731138,2.0,-1.0,5,19,-6.603444810742843,0.34629250797888544,125,55,70,44.0,0.01531664624983144,1.91458078122893,1.0308690635782523,8.293872261091886,2.0,-1.0,5,5,-3.1840333217966483,0.9509636445550897
F3,2021-2023,2024,H0101,direction x volatility,Long | High,2,False,False,527,228,299,43.26375711574953,-0.003473423259427786,-1.8304940577184432,0.9927177398630948,26.850234211001627,2.0,-1.0,7,11,-13.881262301546924,0.529189863317167,197,91,106,46.192893401015226,-0.037039456383186,-7.296772907487642,0.9250779674237195,26.40474149896842,2.0,-1.0,6,8,-11.56418925777442,0.8840740633962366
F3,2021-2023,2024,H0102,direction x volatility,Long | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0103,direction x volatility,Short | Low,2,False,False,332,120,211,36.144578313253014,-0.0555618193987205,-18.446524040375206,0.9012473936220852,33.00525231339263,2.0,-1.0,6,16,-46.28367611228159,0.7997543074874773,105,41,64,39.04761904761905,-0.02856691257805844,-2.999525820696136,0.9482743552551912,18.955385195892152,2.0,-1.0,4,9,-11.52352931360944,0.8175165853677574
F3,2021-2023,2024,H0104,direction x volatility,Short | Medium,2,False,False,306,116,189,37.908496732026144,-0.0029989004282430167,-0.9176635310423631,0.9947206583495146,21.65148012890914,2.0,-1.0,6,13,-14.075009825824512,0.5166041500979566,96,45,51,46.875,0.27531985855167246,26.430706420960558,1.567568491145053,8.811549281817872,2.0,-1.0,5,7,22.381931144555626,1.4590155995349918
F3,2021-2023,2024,H0105,direction x volatility,Short | High,2,False,False,460,198,262,43.04347826086956,0.016543932027301644,7.610208732558757,1.0330400925240544,25.899493819839087,2.0,-1.0,9,9,-2.3844195819518097,0.37931331033881543,164,61,103,37.19512195121951,-0.10389761646732003,-17.039209100640484,0.8088207982503506,21.46822192516175,2.0,-1.0,3,6,-20.35179274043383,0.7770036701686406
F3,2021-2023,2024,H0106,direction x volatility,Short | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0107,HTF_bias x session,Bull | Overnight,2,False,False,432,180,251,41.666666666666664,0.016716713958984813,7.221620430281439,1.0321002379504152,34.8332140789129,2.0,-1.0,11,11,-26.696712450081613,0.3854479442146843,151,60,91,39.735099337748345,0.0099875838500531,1.5081251613580182,1.019451912605453,19.53200325837331,2.0,-1.0,7,7,-10.455626821852215,0.8767888528040466
F3,2021-2023,2024,H0108,HTF_bias x session,Bull | Premarket,2,False,False,292,110,181,37.67123287671233,0.02782036393446774,8.12354626886458,1.0478576942738322,18.97032129455329,2.0,-1.0,4,12,-6.747906178977372,0.35848168678949954,115,46,69,40.0,0.08261085609350312,9.500248450752858,1.1493280181254193,9.648753115700572,2.0,-1.0,4,7,4.499941217094378,1.0675724920024192
F3,2021-2023,2024,H0109,HTF_bias x session,Bull | Open,2,False,False,74,37,37,50.0,0.06360861004553033,4.707037143369244,1.1605468471811133,7.176194864299868,2.0,-1.0,6,6,2.982808774257447,0.29295286853749913,34,18,16,52.94117647058823,0.09112457963542989,3.098235707604616,1.2230237585531487,8.13408848854055,2.0,-1.0,9,4,2.2862884884772408,1.1594156767389494
F3,2021-2023,2024,H0110,HTF_bias x session,Bull | MidAM,2,False,False,110,51,59,46.36363636363637,0.024260932269709483,2.668702549668043,1.0525831802446368,15.641303004583346,2.0,-1.0,7,7,-1.0573413863556071,0.40656891143000395,47,17,30,36.170212765957444,-0.07413103005407351,-3.484158412541455,0.8630738103063907,7.902712948705068,2.0,-1.0,4,7,-4.694949001752877,0.8210957533542397
F3,2021-2023,2024,H0111,HTF_bias x session,Bull | Midday,2,False,False,190,86,104,45.26315789473684,0.10456311943207938,19.86699269209508,1.2197416078265686,10.253187855756419,2.0,-1.0,8,7,13.506273968362628,0.11395278397347675,55,26,29,47.27272727272727,0.055132905375574026,3.0323097956565714,1.1082766777901207,9.075648118281281,2.0,-1.0,3,5,1.5368291831420897,1.0533016618894666
F3,2021-2023,2024,H0112,HTF_bias x session,Bull | PM,2,False,False,162,63,99,38.888888888888886,-0.07228840739754616,-11.710721998402478,0.8594398385336353,17.64818406334436,2.0,-1.0,4,7,-17.144373249662035,0.8020609413758018,62,30,32,48.38709677419355,-0.08358441497558187,-5.182233728486076,0.8200604683565972,10.894960676900332,2.0,-1.0,4,6,-6.9174576508276875,0.7672545421801419
F3,2021-2023,2024,H0113,HTF_bias x session,Bull | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0114,HTF_bias x session,Bear | Overnight,2,False,False,361,142,218,39.335180055401665,0.016208843739889275,5.851392590100029,1.0299038671135756,28.91541227969617,2.0,-1.0,8,9,-14.696666468422336,0.40188516642940086,110,51,59,46.36363636363637,0.07937726539231725,8.731499193154898,1.1684536674573511,10.99675968769878,2.0,-1.0,7,6,2.746944381165575,1.0499633224296403
F3,2021-2023,2024,H0115,HTF_bias x session,Bear | Premarket,2,False,False,242,94,147,38.84297520661157,-0.01774558999021884,-4.294432777632959,0.9690275369815473,21.84791465337237,2.0,-1.0,5,9,-12.000409552838024,0.5877315536227657,72,30,42,41.666666666666664,-0.011978953515780655,-0.8624846531362071,0.9790403079601573,10.454955055749501,2.0,-1.0,4,11,-3.111154880676992,0.9269196408657124
F3,2021-2023,2024,H0116,HTF_bias x session,Bear | Open,2,False,False,60,32,28,53.333333333333336,0.13959499334603542,8.375699600762125,1.3480987569529648,5.34246801182236,2.0,-1.0,5,5,7.367236292132802,0.1618049645561167,20,7,13,35.0,-0.30920808505560365,-6.184161701112073,0.48585489505338453,7.3001015429711895,2.0,-1.0,2,3,-6.478793739338017,0.46954822638837423
F3,2021-2023,2024,H0117,HTF_bias x session,Bear | MidAM,2,False,False,81,40,41,49.382716049382715,0.1621397673248551,13.133321153313263,1.3996799076305841,5.057070744017805,2.0,-1.0,5,6,11.600513620994615,0.09685571047084507,31,15,16,48.38709677419355,-0.012620646504460063,-0.391240041638262,0.9738613590731281,5.0,2.0,-1.0,7,5,-0.917226174361595,0.9399272177304919
F3,2021-2023,2024,H0118,HTF_bias x session,Bear | Midday,2,False,False,160,70,90,43.75,-0.013500597692907429,-2.1600956308651886,0.973268466151335,15.091348407962954,2.0,-1.0,7,11,-5.594005326295835,0.5603907296447084,40,15,25,37.5,-0.19208431005797785,-7.683372402319114,0.6641245276731506,11.71583961918506,2.0,-1.0,3,7,-8.474544224561862,0.6373235108251233
F3,2021-2023,2024,H0119,HTF_bias x session,Bear | PM,2,False,False,118,44,74,37.28813559322034,-0.10025887003307707,-11.830546663903094,0.7802448850708658,13.078893632839712,2.0,-1.0,3,6,-14.505847329340126,0.8673109348935835,42,19,23,45.23809523809524,0.07161377382549336,3.007778500670721,1.161561089203554,6.472503238455494,2.0,-1.0,3,5,2.165277805484496,1.1134067074413752
F3,2021-2023,2024,H0120,HTF_bias x session,Bear | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0121,HTF_bias x session,Neutral | Overnight,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0122,HTF_bias x session,Neutral | Premarket,2,False,False,1,1,0,100.0,2.0,2.0,99.9,0.0,2.0,2.0,1,0,1.956715003385051,1.0,2,1,1,50.0,-0.17303288410607148,-0.34606576821214297,0.653934231787857,1.0,0.653934231787857,-1.0,1,1,-0.3780471900563186,0.6267401558368966
F3,2021-2023,2024,H0123,HTF_bias x session,Neutral | Open,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,1,0.0,-0.3977307196153781,-0.3977307196153781,0.0,0.3977307196153781,-0.3977307196153781,-0.3977307196153781,0,1,-0.4176172555961475,0.0
F3,2021-2023,2024,H0124,HTF_bias x session,Neutral | MidAM,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0125,HTF_bias x session,Neutral | Midday,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0126,HTF_bias x session,Neutral | PM,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0127,HTF_bias x session,Neutral | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F3,2021-2023,2024,H0128,session x volatility,Overnight | Low,2,False,False,484,198,285,40.90909090909091,0.032997875393733805,15.970971690567161,1.0621859524790036,18.919740191038287,2.0,-1.0,4,10,-25.464854560872972,0.2773199031478425,163,67,96,41.104294478527606,-0.01859099955664258,-3.0303329277327404,0.9647161833567938,22.50564977535504,2.0,-1.0,6,7,-16.82840929547172,0.8213139979484263
