model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,bull_BOS,bear_BOS,liquidity_sweep,source_period,year,quarter,month,day_of_week,time_of_day,trend_state,displacement_ratio,displacement_bucket,stop_bucket,target_bucket,crt_direction,liquidity_context,bos_polarity,htf_alignment,setup_to_bos_bucket,entry_time_third,risk_usd
BOS,Short,2021-07-06 23:35:00-05:00,2021-07-06 23:35:00-05:00,,,2021-07-06 23:35:00-05:00,2021-07-07 00:35:00-05:00,14799.0,14804.83485499383,14787.330290012344,14799.0,0.0,75.0,1,0,TIME,3.889903329218941,2.0,2.0,0.00026284906610034065,0.000480102181618144,0.0007811211466973357,Low,Bullish trend,14803.0,14800.0,False,False,248,-0.5628512371725636,Short,Bull,Overnight,75-79,Early third,True,False,False,5.83485499382914,11.66970998765646,1.5000000000001872,0.03942735991505602,0.5141515947136873,0.0,0.0,,14803.0,4.0,1.0283031894273746,Flat,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Tuesday,22:00-23:59,Bullish trend,1.0,0.75-1.24x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,116.6970998765828
BOS,Long,2021-07-07 02:00:00-05:00,2021-07-07 02:00:00-05:00,,,2021-07-07 02:00:00-05:00,2021-07-07 02:05:00-05:00,14812.25,14803.680530979762,14829.388938040478,14829.388938040478,2.0,90.0,1,0,TARGET,5.71297934682583,16.0,3.575,0.00038569287899041873,0.00047872340439868985,0.000778584705273037,Low,Bullish trend,14798.5,14791.75,False,False,2162,0.15837062220118045,Long,Bull,Overnight,90-94,Early third,True,False,False,8.569469020238103,17.138938040478024,1.4999999999998874,0.05785393184855847,2.8006402664294083,0.0,0.0,,14791.75,20.5,3.5883203413626794,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Wednesday,02:00-03:59,Bullish trend,4.475524475524475,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,171.38938040476205
BOS,Short,2021-07-07 08:30:00-05:00,2021-07-07 08:30:00-05:00,,,2021-07-07 08:30:00-05:00,2021-07-07 08:40:00-05:00,14842.25,14859.447442800572,14807.855114398855,14859.447442800572,-1.0,90.0,1,1,STOP,11.464961867048016,43.25,7.45,0.000772454436965286,0.00047874301773429614,0.0007774239401064574,Medium,Bullish trend,14892.25,14876.5,True,False,22060,7.725098596062355,Short,Bull,Premarket,90-94,Early third,True,False,False,17.19744280057239,34.39488560114478,1.5000000000000318,0.11586816554479536,3.772363179358394,0.0,0.0,,14892.25,50.0,4.361113502148432,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Wednesday,08:00-09:59,Bullish trend,5.805369127516778,1.75x+,15-24.99pt,30-49.99pt,Bearish reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,343.9488560114478
BOS,Short,2021-07-08 08:40:00-05:00,2021-07-08 08:45:00-05:00,,,2021-07-08 08:45:00-05:00,2021-07-08 08:50:00-05:00,14557.25,14595.980834621563,14479.788330756874,14595.980834621563,-1.0,90.0,-1,1,STOP,25.82055641437529,48.0,18.725,0.0017737248734737187,0.00047620306849089483,0.0007831883947360353,High,Bearish trend,14655.75,14604.5,False,False,14380,3.9604446423737807,Short,Bear,Premarket,90-94,Early third,True,False,False,38.73083462156319,77.46166924312638,1.50000000000001,0.26605873102105954,1.8589839517662976,1.0,0.0,,14655.75,98.5,3.8147899843537565,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Thursday,08:00-09:59,Bearish trend,2.563417890520694,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,1-3 bars,Early third,774.6166924312638
BOS,Long,2021-07-08 09:55:00-05:00,2021-07-08 10:35:00-05:00,,,2021-07-08 10:35:00-05:00,2021-07-08 11:35:00-05:00,14675.25,14626.230403585769,14773.28919282846,14726.5,1.0455002437580616,85.0,-1,3,TIME,32.67973094282047,29.0,15.325,0.0022268602540209174,0.00047620306849089483,0.0007851039330734155,High,Bearish trend,14662.0,14632.5,False,True,6990,1.4500453885293032,Long,Bear,MidAM,85-89,Early third,True,False,False,49.01959641423127,98.03919282846073,1.5000000000000173,0.3340290381031415,0.8874002068970863,8.0,0.0,,14632.5,42.75,1.3081503049948429,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Thursday,10:00-11:59,Bearish trend,1.8923327895595434,1.75x+,40pt+,80pt+,Bullish reclaim,No liquidity sweep,Bull BOS,Counter-trend,4-12 bars,Early third,980.3919282846255
BOS,Long,2021-07-08 19:05:00-05:00,2021-07-08 19:05:00-05:00,,,2021-07-08 19:05:00-05:00,2021-07-08 19:15:00-05:00,14730.25,14717.215116321657,14756.319767356688,14717.215116321657,-1.0,90.0,-1,0,STOP,8.689922452229398,14.25,5.575,0.0005899372008098571,0.00047671801039272693,0.0007910455933704337,Medium,Bearish trend,14720.75,14703.25,False,False,548,-0.5291564155141373,Long,Bear,Overnight,90-94,Early third,True,False,False,13.034883678343249,26.069767356688317,1.4999999999999023,0.08849058012147282,1.6398305138320497,0.0,0.0,,14703.25,27.0,3.107047289365989,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Thursday,18:00-19:59,Bearish trend,2.5560538116591927,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,260.697673566865
BOS,Long,2021-07-09 13:55:00-05:00,2021-07-09 13:55:00-05:00,,,2021-07-09 13:55:00-05:00,2021-07-09 14:40:00-05:00,14835.0,14822.560025960516,14859.87994807897,14822.560025960516,-1.0,100.0,1,4,STOP,8.29331602632289,6.5,3.775,0.0005590371436685466,0.0004802121915968727,0.0007879359012043112,Medium,Bullish trend,14831.75,14824.0,False,False,2515,0.3865142884136409,Long,Bull,Midday,95+,Early third,True,False,False,12.439974039483786,24.87994807896939,1.4999999999999338,0.0838555715502783,0.7837636934814826,0.0,0.0,,14824.0,11.0,1.3263693274302013,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Friday,12:00-13:59,Bullish trend,1.7218543046357617,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,248.79948078967573
BOS,Short,2021-07-11 19:05:00-05:00,2021-07-11 19:05:00-05:00,,,2021-07-11 19:05:00-05:00,2021-07-11 20:05:00-05:00,14836.0,14844.04342515444,14819.91314969112,14834.0,0.2486502903425732,90.0,1,0,TIME,5.362283436292629,5.5,2.25,0.0003614372766441513,0.0004801447828027591,0.0007879359012043112,Low,Bullish trend,14845.75,14839.25,False,False,473,-0.45380821261550897,Short,Bull,Overnight,90-94,Early third,True,False,False,8.04342515443932,16.086850308880457,1.50000000000007,0.05421559149662523,1.0256824476631143,0.0,0.0,,14845.75,9.75,1.8182552481300664,Win,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Sunday,18:00-19:59,Bullish trend,2.4444444444444446,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,160.86850308878638
BOS,Long,2021-07-12 01:25:00-05:00,2021-07-12 01:25:00-05:00,,,2021-07-12 01:25:00-05:00,2021-07-12 01:35:00-05:00,14825.0,14818.529579390502,14837.940841218997,14837.940841218997,2.0,90.0,1,0,TARGET,4.313613739664906,3.75,2.35,0.00029096888631803753,0.00047698925919447554,0.0007831883947360353,Low,Bullish trend,14821.75,14817.75,False,False,313,-0.49991500779865783,Long,Bull,Overnight,90-94,Early third,True,False,False,6.470420609497523,12.940841218996866,1.500000000000038,0.043645332947706734,0.8693407027888664,0.0,0.0,,14817.75,7.25,1.6807253587251418,Win,Research,True,False,True,2021-2023,2021,2021Q3,2021-07,Monday,00:00-01:59,Bullish trend,1.5957446808510638,1.25-1.74x,<15pt,<30pt,No current reclaim,Liquidity sweep,Bull BOS,Aligned,Same bar,Early third,129.40841218995047
BOS,Short,2021-07-12 02:35:00-05:00,2021-07-12 02:35:00-05:00,,,2021-07-12 02:35:00-05:00,2021-07-12 03:05:00-05:00,14816.0,14827.911619490613,14792.176761018774,14827.911619490613,-1.0,90.0,1,0,STOP,7.94107966040856,13.0,4.2,0.0005359799986776836,0.0004765741121283361,0.0007827680703213248,Medium,Bullish trend,14831.75,14826.25,True,False,749,-0.30629025436153506,Short,Bull,Overnight,90-94,Early third,True,False,False,11.911619490612793,23.823238981225586,1.499999999999994,0.08039699980165223,1.6370569942539985,0.0,0.0,,14831.75,15.75,1.9833575122692673,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Monday,02:00-03:59,Bullish trend,3.095238095238095,1.75x+,<15pt,<30pt,Bearish reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,238.23238981225586
BOS,Long,2021-07-12 03:45:00-05:00,2021-07-12 03:45:00-05:00,,,2021-07-12 03:45:00-05:00,2021-07-12 04:45:00-05:00,14851.5,14837.80842141658,14878.883157166843,14850.75,-0.0547781978119112,75.0,1,0,TIME,9.127719055614454,6.5,5.275,0.0006145991351455715,0.0004765741121283361,0.0007827680703213248,Medium,Bullish trend,14846.75,14835.25,False,False,887,-0.24307350473488354,Long,Bull,Overnight,75-79,Early third,True,False,False,13.691578583420778,27.383157166843375,1.499999999999901,0.09218987027182964,0.7121165715548458,0.0,0.0,,14835.25,16.25,1.7802914288871146,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Monday,02:00-03:59,Bullish trend,1.2322274881516586,0.75-1.24x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,273.83157166841556
BOS,Short,2021-07-12 05:10:00-05:00,2021-07-12 05:10:00-05:00,,,2021-07-12 05:10:00-05:00,2021-07-12 05:25:00-05:00,14832.0,14845.889694620995,14804.220610758011,14845.889694620995,-1.0,90.0,1,1,STOP,9.259796413996241,15.75,5.05,0.0006243120559598329,0.0004765741121283361,0.0007827680703213248,Medium,Bullish trend,14855.75,14847.25,False,False,1358,-0.02712981070325582,Short,Bull,Premarket,90-94,Early third,True,False,False,13.889694620995215,27.77938924198861,1.5000000000000921,0.09364680839398068,1.7009013261019188,0.0,0.0,,14855.75,23.75,2.5648512060267032,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Monday,04:00-05:59,Bullish trend,3.118811881188119,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,277.7938924199043
BOS,Short,2021-07-12 12:45:00-05:00,2021-07-12 12:45:00-05:00,,,2021-07-12 12:45:00-05:00,2021-07-12 13:00:00-05:00,14839.5,14852.60071132454,14813.29857735092,14852.60071132454,-1.0,75.0,1,4,STOP,8.733807549693712,9.25,2.65,0.0005885513359408141,0.000480102181618144,0.0007857362779872483,Medium,Bullish trend,14852.5,14845.25,False,False,1988,0.2911161163656923,Short,Bull,Midday,75-79,Early third,True,False,False,13.100711324539589,26.201422649079177,1.4999999999998879,0.08828270039111552,1.059102796503043,0.0,0.0,,14852.5,13.0,1.488468795085358,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Monday,12:00-13:59,Bullish trend,3.4905660377358494,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,262.01422649079177
BOS,Long,2021-07-12 14:25:00-05:00,2021-07-12 14:25:00-05:00,,,2021-07-12 14:25:00-05:00,2021-07-12 15:25:00-05:00,14876.5,14866.119341806228,14897.261316387549,14894.0,1.6858275914041905,85.0,1,5,TIME,6.920438795849256,2.0,3.0,0.00046519267272875043,0.00048082236233804206,0.0007857362779872483,Low,Bullish trend,14876.0,14869.75,False,False,2645,0.6065971360440094,Long,Bull,PM,85-89,Early third,True,False,False,10.380658193771524,20.761316387548504,1.499999999999659,0.0697789009092967,0.28899901566928976,0.0,0.0,,14869.75,6.75,0.975371677883853,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Monday,14:00-15:59,Bullish trend,0.6666666666666666,<0.75x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,207.61316387543047
BOS,Short,2021-07-12 20:30:00-05:00,2021-07-12 20:30:00-05:00,,,2021-07-12 20:30:00-05:00,2021-07-12 20:50:00-05:00,14886.25,14892.306643310876,14874.136713378248,14892.306643310876,-1.0,90.0,1,0,STOP,4.037762207250604,4.0,1.95,0.0002712410585104109,0.00048100399597206245,0.0007857362779872483,Low,Bullish trend,14894.75,14890.0,False,False,669,-0.265241147971865,Short,Bull,Overnight,90-94,Early third,True,False,False,6.0566433108760975,12.113286621752195,1.5000000000000473,0.04068615877656292,0.9906477386947665,0.0,0.0,,14894.75,8.5,2.1051264447263787,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Monday,20:00-21:59,Bullish trend,2.0512820512820515,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,121.13286621752195
BOS,Long,2021-07-13 03:15:00-05:00,2021-07-13 03:15:00-05:00,,,2021-07-13 03:15:00-05:00,2021-07-13 03:50:00-05:00,14887.5,14879.84724984586,14902.80550030828,14902.80550030828,2.0,90.0,1,0,TARGET,5.101833436093925,5.25,1.65,0.0003426924222397263,0.0004775749830797044,0.0007795484485169904,Low,Bullish trend,14885.75,14881.0,False,True,693,-0.2505580703994154,Long,Bull,Overnight,90-94,Early third,True,False,False,7.652750154140449,15.305500308280898,1.499999999999914,0.051403863335956,1.0290418269749542,0.0,0.0,,14881.0,6.5,1.2740517857785145,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Tuesday,02:00-03:59,Bullish trend,3.181818181818182,1.75x+,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,153.05500308280898
BOS,Long,2021-07-13 09:00:00-05:00,2021-07-13 09:00:00-05:00,,,2021-07-13 09:00:00-05:00,2021-07-13 10:00:00-05:00,14941.5,14911.755453988684,15000.989092022632,14982.0,1.361594155264352,75.0,1,1,TIME,19.829697340877598,13.25,12.725,0.0013271557300724558,0.00047590086553938807,0.0007790638309731614,High,Bullish trend,14933.75,14918.5,False,False,11208,3.606477096158024,Long,Bull,Premarket,75-79,Early third,True,False,False,29.744546011315833,59.48909202263167,1.4999999999999716,0.1990733595108646,0.6681897243426913,0.0,0.0,,14918.5,23.0,1.1598765026325961,Win,Research,True,False,True,2021-2023,2021,2021Q3,2021-07,Tuesday,08:00-09:59,Bullish trend,1.0412573673870333,0.75-1.24x,25-39.99pt,50-79.99pt,No current reclaim,Liquidity sweep,Bull BOS,Aligned,Same bar,Early third,594.8909202263167
BOS,Long,2021-07-13 10:20:00-05:00,2021-07-13 10:20:00-05:00,,,2021-07-13 10:20:00-05:00,2021-07-13 11:20:00-05:00,15001.0,14976.52873127984,15049.942537440318,14995.75,-0.2145373033182819,75.0,1,2,TIME,16.31417914677286,14.25,9.15,0.0010875394404888249,0.00047590086553938807,0.0007805905908722413,High,Bullish trend,14991.0,14980.0,False,False,6022,2.010227086743089,Long,Bull,Open,75-79,Early third,True,False,False,24.47126872016088,48.94253744031812,1.5000000000000973,0.1631309160733343,0.8734733063672909,0.0,0.0,,14980.0,21.0,1.287223819909692,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Tuesday,10:00-11:59,Bullish trend,1.5573770491803278,1.25-1.74x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,489.4253744032176
BOS,Short,2021-07-13 12:00:00-05:00,2021-07-13 12:00:00-05:00,,,2021-07-13 12:00:00-05:00,2021-07-13 12:15:00-05:00,14974.0,14989.582752418166,14942.834495163668,14942.834495163668,2.0,75.0,1,4,TARGET,10.388501612110755,18.75,4.55,0.0006937693076072362,0.0004762941926760751,0.0007815263219141953,Medium,Bullish trend,14994.0,14988.25,False,False,4645,1.4838638185961568,Short,Bull,Midday,75-79,Early third,True,False,False,15.58275241816591,31.16550483633182,1.4999999999999787,0.10406539614108394,1.804880116507037,0.0,0.0,,14994.0,20.0,1.9252054576075062,Win,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Tuesday,12:00-13:59,Bullish trend,4.120879120879121,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,311.6550483633182
BOS,Short,2021-07-13 14:50:00-05:00,2021-07-13 14:50:00-05:00,,,2021-07-13 14:50:00-05:00,2021-07-13 15:50:00-05:00,14879.0,14906.733114184028,14823.533771631945,14872.5,0.2343768520501604,75.0,1,5,TIME,18.48874278935161,12.25,6.3,0.0012426065454231876,0.00047698925919447554,0.0007844423608821306,High,Bullish trend,14904.0,14887.75,False,False,8595,2.550598454194706,Short,Bull,PM,75-79,Early third,True,False,False,27.733114184027727,55.466228368055454,1.500000000000017,0.18639098181348027,0.6625653317571845,0.0,0.0,,14904.0,25.0,1.3521741464432335,Win,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Tuesday,14:00-15:59,Bullish trend,1.9444444444444444,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,554.6622836805545
BOS,Long,2021-07-14 04:05:00-05:00,2021-07-14 04:05:00-05:00,,,2021-07-14 04:05:00-05:00,2021-07-14 05:05:00-05:00,14927.0,14911.020836567,14958.958326866,14927.5,0.0312907494873864,90.0,1,1,TIME,10.652775621999808,18.25,5.85,0.0007136581779325925,0.00047351141316070376,0.000778455262454304,Medium,Bullish trend,14917.25,14899.25,False,False,1529,-0.1115744345480534,Long,Bull,Premarket,90-94,Early third,True,False,False,15.979163432999485,31.95832686600079,1.4999999999999787,0.10704872668988735,1.7131685344344079,0.0,0.0,,14899.25,27.75,2.6049548948249215,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Wednesday,04:00-05:59,Bullish trend,3.1196581196581197,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,319.5832686599897
BOS,Long,2021-07-14 06:20:00-05:00,2021-07-14 06:20:00-05:00,,,2021-07-14 06:20:00-05:00,2021-07-14 06:40:00-05:00,14938.0,14926.581710165645,14960.836579668712,14926.581710165645,-1.0,90.0,1,1,STOP,7.612193222903904,5.25,2.325,0.0005095858363170373,0.00047383266133243195,0.0007781369656270231,Medium,Bullish trend,14939.0,14932.0,False,True,401,-0.5268233641534813,Long,Bull,Premarket,90-94,Early third,True,False,False,11.418289834355164,22.836579668712147,1.4999999999999092,0.07643787544755097,0.689682966034489,0.0,0.0,,14932.0,6.0,0.7882091040394159,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Wednesday,06:00-07:59,Bullish trend,2.258064516129032,1.75x+,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,228.36579668710328
BOS,Long,2021-07-14 06:50:00-05:00,2021-07-14 06:50:00-05:00,,,2021-07-14 06:50:00-05:00,2021-07-14 07:30:00-05:00,14949.75,14936.852433385391,14975.545133229212,14975.545133229212,2.0,90.0,1,1,TARGET,8.598377743070964,14.0,5.225,0.0005751519418766845,0.0004740228866572211,0.0007781369656270231,Medium,Bullish trend,14936.5,14926.5,False,False,1020,-0.2950422430177251,Long,Bull,Premarket,90-94,Early third,True,False,False,12.897566614608877,25.795133229212297,1.5000000000002827,0.08627279128151893,1.628214114142863,0.0,0.0,,14926.5,23.25,2.703998439558683,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Wednesday,06:00-07:59,Bullish trend,2.6794258373205744,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,257.95133229217754
BOS,Short,2021-07-14 10:25:00-05:00,2021-07-14 10:25:00-05:00,,,2021-07-14 10:25:00-05:00,2021-07-14 11:25:00-05:00,14933.0,14963.462100418268,14872.075799163464,14938.25,-0.1723453054094603,100.0,1,2,TIME,20.30806694551182,34.75,11.625,0.0013599455531716211,0.0004744558007117824,0.0007796229733288947,High,Bullish trend,14980.5,14963.0,False,False,10740,3.223345640353631,Short,Bull,Open,95+,Early third,True,False,False,30.462100418268165,60.92420083653633,1.5000000000000215,0.2039918329757461,1.7111426751367844,0.0,0.0,,14980.5,47.5,2.3389720019855327,Loss,Research,False,True,True,2021-2023,2021,2021Q3,2021-07,Wednesday,10:00-11:59,Bullish trend,2.989247311827957,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,609.2420083653633
BOS,Short,2021-07-14 14:15:00-05:00,2021-07-14 14:15:00-05:00,,,2021-07-14 14:15:00-05:00,2021-07-14 15:15:00-05:00,14927.0,14947.15952618579,14886.680947628422,14918.5,0.4216368937277762,100.0,1,5,TIME,13.439684123859589,17.5,6.025,0.0009003606969826214,0.0004762941926760751,0.0007839359369275421,High,Bullish trend,14961.25,14942.5,False,False,4664,1.0801883393832112,Short,Bull,PM,95+,Early third,True,False,False,20.15952618578922,40.31905237157844,1.4999999999999878,0.13505410454739208,1.30211393651225,0.0,0.0,,14961.25,34.25,2.548422990031118,Win,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Wednesday,14:00-15:59,Bullish trend,2.904564315352697,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,403.19052371578437
BOS,Short,2021-07-15 00:40:00-05:00,2021-07-15 00:40:00-05:00,,,2021-07-15 00:40:00-05:00,2021-07-15 01:25:00-05:00,14926.25,14933.577595590348,14911.594808819302,14933.577595590348,-1.0,75.0,1,0,STOP,4.88506372689932,4.0,3.075,0.00032728004199978695,0.000473595330860697,0.0007813430380580713,Low,Bullish trend,14934.25,14929.0,False,False,500,-0.47261035689260567,Short,Bull,Overnight,75-79,Early third,True,False,False,7.32759559034821,14.655191180698239,1.4999999999998423,0.04909200629996288,0.8188224808561313,0.0,0.0,,14934.25,8.0,1.6376449617122626,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Thursday,00:00-01:59,Bullish trend,1.3008130081300813,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,146.5519118069642
BOS,Long,2021-07-15 03:00:00-05:00,2021-07-15 03:00:00-05:00,,,2021-07-15 03:00:00-05:00,2021-07-15 04:00:00-05:00,14949.5,14935.17743470853,14978.14513058294,14972.0,1.5709476299891738,90.0,1,0,TIME,9.548376860980001,11.25,6.3,0.0006387087769477241,0.00047261294295216147,0.0007798014642177437,Medium,Bullish trend,14940.25,14934.25,False,True,1026,-0.27619227330441354,Long,Bull,Overnight,90-94,Early third,True,False,False,14.3225652914698,28.6451305829396,1.499999999999979,0.09580631654215727,1.1782107224918803,0.0,0.0,,14934.25,15.25,1.5971300904889933,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Thursday,02:00-03:59,Bullish trend,1.7857142857142858,1.75x+,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,286.451305829396
BOS,Long,2021-07-15 14:30:00-05:00,2021-07-15 14:30:00-05:00,,,2021-07-15 14:30:00-05:00,2021-07-15 14:40:00-05:00,14805.75,14779.495533546882,14858.258932906238,14779.495533546882,-1.0,75.0,-1,5,STOP,17.502977635412446,21.75,9.05,0.0011821743333105344,0.0004760912780300864,0.0007881168603580012,High,Bearish trend,14787.25,14773.25,False,False,8763,2.051874671238159,Long,Bear,PM,75-79,Early third,True,False,False,26.254466453117857,52.50893290623753,1.4999999999999536,0.1773261499965747,1.242645705950905,0.0,0.0,,14773.25,32.5,1.856826916938134,Loss,Research,True,False,True,2021-2023,2021,2021Q3,2021-07,Thursday,14:00-15:59,Bearish trend,2.4033149171270716,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,Liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,525.0893290623571
BOS,Long,2021-07-15 22:25:00-05:00,2021-07-15 22:25:00-05:00,,,2021-07-15 22:25:00-05:00,2021-07-15 22:45:00-05:00,14777.75,14769.19797608837,14794.85404782326,14794.85404782326,2.0,90.0,-1,0,TARGET,5.701349274419948,8.0,2.225,0.0003858063151981829,0.0004762422047564548,0.0007877130060603854,Low,Bearish trend,14771.0,14767.75,False,False,377,-0.5584508324110817,Long,Bear,Overnight,90-94,Early third,True,False,False,8.552023911630386,17.10404782326077,1.5000000000000815,0.05787094727973058,1.4031766192422785,0.0,0.0,,14767.75,10.0,1.7539707740528483,Win,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Thursday,22:00-23:59,Bearish trend,3.595505617977528,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,171.0404782326077
BOS,Short,2021-07-16 10:00:00-05:00,2021-07-16 10:00:00-05:00,,,2021-07-16 10:00:00-05:00,2021-07-16 11:00:00-05:00,14749.5,14784.667750250996,14679.164499498003,14761.0,-0.3270041420882176,75.0,-1,2,TIME,23.445166833998048,28.0,14.775,0.001589556719481884,0.0004752202921240663,0.0007833909263855565,High,Bearish trend,14800.25,14768.5,False,False,7520,1.5698505618868894,Short,Bear,Open,75-79,Early third,True,False,False,35.167750250995596,70.33550050199665,1.499999999999937,0.23843350792227258,1.1942759971917516,0.0,0.0,,14800.25,50.75,2.1646252449100496,Loss,Research,False,True,False,2021-2023,2021,2021Q3,2021-07,Friday,10:00-11:59,Bearish trend,1.895093062605753,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,703.3550050199119
BOS,Long,2021-07-16 12:05:00-05:00,2021-07-16 12:05:00-05:00,,,2021-07-16 12:05:00-05:00,2021-07-16 12:30:00-05:00,14788.5,14763.98624471998,14837.52751056004,14763.98624471998,-1.0,100.0,-1,4,STOP,16.342503520013814,9.5,6.1,0.0011050818893068137,0.0004764067562061957,0.0007853004916466964,High,Bearish trend,14782.5,14769.25,False,False,2857,0.23461478247632686,Long,Bear,Midday,95+,Early third,True,False,False,24.513755280020632,49.027510560039445,1.4999999999999947,0.16576228339602145,0.5813062844603855,0.0,0.0,,14769.25,19.25,1.17791010272236,Loss,Research,True,False,False,2021-2023,2021,2021Q3,2021-07,Friday,12:00-13:59,Bearish trend,1.557377049180328,1.25-1.74x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,490.27510560041264
