signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R,architecture
6928,Long,0.7739516692090711,1.066798246747639,-1.0000000000000255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6933,Short,1.1786924373537924,0.7199199317969271,-0.4587725055568653,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6934,Short,1.0823286316109662,1.0823286316109662,-0.9999999999999842,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6935,Short,1.532727710362081,0.7540692478786709,0.9016045355071064,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
6937,Short,0.6628402415755958,0.6128145629661169,0.5190164155733439,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6938,Long,1.0991508729372272,0.9090274786994368,0.9387342590490916,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6939,Short,0.618565121003096,0.3316019205377422,0.3252249605274009,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6940,Long,0.150633462047991,1.1247298499583334,-1.000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6942,Short,0.2838222270111171,1.0627302334390754,-1.0000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6943,Long,1.2989542945487151,0.9426696880439248,0.334016818598241,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6945,Short,3.724467569359706,0.2910668435384778,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
6949,Short,2.1054288940510895,0.6450157883509118,1.7808926483399388,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
6951,Short,3.5128655594121976,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
6952,Long,0.3111579401423808,1.3212244842968786,-1.0000000000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6956,Short,1.9008660078737425,1.2820667766574367,-0.9999999999999788,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6961,Short,0.5139379742199378,1.2647343191673253,-0.999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6962,Short,0.7077420326878685,1.1946560878146828,-1.0000000000000062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6967,Long,0.4436453222616946,1.391988075353207,-1.000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6969,Long,3.2659876379774104,0.3877733531273077,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
6971,Short,0.1029980803558141,2.048926098506732,-0.9999999999999876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6973,Long,1.622895430825486,0.0973158240705384,1.4450604700807677,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6975,Short,3.089570832325429,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
6978,Long,1.5831545667349287,0.9300145661088596,1.2956309795028005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6979,Short,1.2562017833956012,2.451959543872687,-1.0000000000000215,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6981,Long,2.798743932928118,0.1621999324765159,2.522049930468179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6982,Short,1.1662021207719633,1.7326424024181015,-0.9999999999999664,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6984,Short,0.1264377151442811,2.613046112981809,-1.0000000000000049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6985,Short,1.6879205099440036,0.4095971636344944,1.5657029447118704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6986,Long,3.297722977522848,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
6989,Short,1.800141291061479,1.7764080328535503,-1.0000000000000138,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6994,Short,0.3989643635054595,1.273462008764901,-1.0000000000000198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6996,Short,0.4015591794411815,1.4138229442824932,-0.999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6997,Long,1.159536773328525,1.5502964185527894,-1.0000000000000069,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
6999,Long,3.18057508292158,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7002,Long,0.4773115415772068,1.054799579534815,-0.9999999999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7005,Short,1.642871665982362,1.0565464424338864,-0.9999999999999608,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7007,Long,1.585047876080247,0.0,0.6670849383949538,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7009,Long,0.4744114146524977,1.130324890929317,-0.9999999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7011,Short,0.2332564624151395,1.800956872600612,-0.999999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7012,Long,1.7604036282230355,0.38800733030222,0.9053504373718468,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7013,Short,0.6087858016899309,1.2375167730198755,-1.000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7020,Short,0.3241489580509898,1.378919377105798,-0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7022,Short,0.0608844588197833,1.5322588802978814,-1.000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7024,Long,0.1267902579795169,1.7086496670572997,-0.9999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7027,Long,0.615246900455148,1.067153915833708,-1.0000000000000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7029,Short,0.301200945221415,1.129503544580306,-0.9999999999999782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7031,Long,0.7433334334762242,1.0949100574176815,-0.9999999999999704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7032,Short,0.9449314402236194,1.369619727964572,-0.9999999999999588,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7036,Short,2.0430581113361255,0.1040102311225663,0.6537785956275601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7037,Short,0.7683648581264556,1.8525805705345957,-1.0000000000000322,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7038,Long,0.7675676910266973,1.7648013053527214,-0.9999999999999702,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7041,Long,1.6773834023859149,0.498523039170639,1.2140502248037914,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7043,Short,2.2119039947832753,0.085511752375642,2.0522820570154097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7044,Short,3.704573599847543,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7046,Long,1.0693679148850586,0.8594006987204125,-0.5859550218548266,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7047,Long,2.8181809911677904,0.0,2.5256127946219564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7050,Short,0.8313825017737826,1.1832600205174024,-0.9999999999999808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7052,Long,3.3012651653517855,0.1432840783572823,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7054,Short,1.6972357347816724,1.378706899402479,-1.0000000000000204,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7059,Short,1.6384065794162836,1.7787643068371548,-0.9999999999999936,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7061,Short,0.8039608651109855,0.9677278479211314,-0.2336253487712496,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7064,Long,0.6564782441792971,1.656438913331663,-0.9999999999999972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7067,Short,8.241055486865116,0.0444432884499659,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7068,Short,0.0144106976256172,1.4217060499522358,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7070,Short,2.0220848606163453,0.359901184435449,1.3890639116573753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7071,Short,1.8136747473456043,1.02636321662108,-1.0000000000000024,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7076,Short,0.6424879053486244,1.0466034863939913,-1.0000000000000029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7078,Long,1.1768260046023271,0.724479729451998,0.7825348663696873,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7080,Short,3.683088857001005,0.1227696285667001,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7084,Long,1.9968305541715008,1.6069008889672758,-1.0000000000000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7088,Long,1.5701419362332147,0.8741741148046885,1.497896141621257,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7089,Long,0.4138927034352077,1.0297450995104869,-0.9999999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7091,Short,3.6367287315420977,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7093,Short,0.3820937831507911,1.1224004880054488,-1.0000000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7097,Long,1.3619132734797543,0.6713656981942452,0.5994336591020046,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7098,Short,1.7584015585252868,0.0940321689050955,1.499813094036274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7099,Long,0.1503417075289269,1.450070017779005,-0.9999999999999648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7102,Short,3.1227845647210555,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7107,Long,2.266141737473307,0.388099077086964,1.9092690229105815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7109,Short,1.4306389160314978,0.4461878636451589,-0.3705810976392272,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7110,Short,2.380059190558422,0.0,1.6715982153112063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7113,Short,1.970130551247962,0.0,1.327973781881073,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7115,Long,1.7976850171868366,1.0528857281913666,-1.0000000000000342,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7120,Short,3.004306631765808,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7123,Short,3.298577293350934,0.0543721531871033,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7125,Long,2.891213103871415,0.0,1.1177306881105549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7126,Long,0.9989588209990776,0.5221830200676996,0.4495314694495849,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7127,Long,0.786384406303954,2.1433831479320937,-0.9999999999999948,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7128,Short,3.393123077470626,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7131,Long,2.1286420952678977,0.4240008976437859,-0.1915111083265508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7132,Long,4.242215370908678,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7135,Long,1.2381265811691664,1.2435993663674618,-0.9999999999999888,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7137,Long,0.3365829156692489,1.256175524551304,-0.9999999999999668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7140,Long,1.9429582818178843,0.0231117514277577,1.298671818220495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7142,Long,0.9934799272743076,0.9294497696171478,0.2703268788706833,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7143,Long,1.2086011804919268,1.614853678136272,-0.999999999999964,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7146,Long,0.9033964754489432,1.0340764687528785,-1.00000000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7148,Short,1.9389335174399045,6.588547116827043,-1.000000000000032,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7150,Short,1.05499535291118,0.9162942592260128,-0.5023935933324385,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7151,Long,1.3470557846816706,1.958212410271132,-1.0000000000000424,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7155,Long,4.860805739778275,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7157,Short,2.4290236408434933,0.0,2.124292226229182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7159,Long,0.5582877845427052,1.1696888584618477,-1.00000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7161,Long,0.7556380335380388,0.3515815850489486,-0.1206921859123256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7162,Long,0.644624328495078,0.2356691093422865,-0.1871489985953452,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7163,Long,1.6963105538606036,0.0071877565841551,1.2362941324746772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7164,Long,0.3304427754538553,2.6703348611000743,-0.9999999999999848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7166,Long,0.2734597299915254,1.375341583192672,-0.999999999999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7167,Long,3.2493283582876233,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7170,Short,2.963313366002878,0.0,2.5043390429948817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7175,Short,0.5680182845777431,1.6640535660869091,-1.0000000000000506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7177,Short,5.032345932872513,0.1653337472812324,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7180,Long,0.937848148415108,0.2092719008860158,0.604563269226268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7181,Long,1.387286186222531,0.7392775071317434,1.0130839912546117,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7185,Long,0.5756883374169468,1.476362026601525,-1.0000000000000313,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7189,Long,2.573336255309804,0.0,2.1431377624455576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7191,Short,6.376876977428773,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7195,Long,1.2770711997755329,1.4729636037606426,-0.9999999999999922,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7196,Long,0.9404825921555916,0.266715264302226,0.1148343172725246,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7199,Long,1.7426699895924822,0.0,1.2551959779766666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7200,Long,0.362571882683165,0.8157867360371212,-0.713813394032481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7201,Long,0.8623556936031838,0.6961184514628109,0.3636439671820654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7202,Short,3.645754173288721,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7205,Long,1.1624244564299815,3.2428661758867183,-0.9999999999999728,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7208,Short,0.9819128836851772,0.6546085891234514,-0.1461179886436275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7209,Short,3.983272125632439,0.3268946729242427,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7211,Long,1.2294892011816363,0.305414514943209,0.2114408180376062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7212,Long,1.1409520330437588,0.2899140411832501,1.019375177063686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7213,Long,0.5566264236406614,0.8508734851484814,-0.645613081783398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7216,Long,0.3819976898403162,1.248459970912173,-1.0000000000000404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7218,Long,0.4238566826332308,1.4044206499190632,-0.9999999999999772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7222,Long,0.5577474267868204,1.9265835323061031,-1.0000000000000155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7225,Long,1.6374387612087606,2.73452273121863,-1.0000000000000329,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7226,Long,0.9260967605111208,1.258561470949892,-0.9999999999999892,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7227,Short,1.7419742574230297,0.0,0.5042228389364809,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7229,Short,5.711393949136858,0.3695607849441496,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7231,Short,2.6212756858482456,0.3264591983371993,-0.2359144408024928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7232,Short,3.1257887268292177,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7236,Short,0.7414490984314093,0.5020228270629333,0.4711291146282913,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
7237,Long,0.5828004454661486,1.5844887111110917,-1.00000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
7240,Short,3.1853628765014284,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
7243,Long,0.4621447857743812,1.1504455305447363,-0.9999999999999536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
