trade_id,entry_time,direction,entry_price,initial_atr,stop_price,target_price,t5_time,mfe_at_t5_r,t5_result,exit_time,exit_price,exit_reason,gross_r,net_r,hold_minutes
P60-006759,2019-06-11 09:04:00-05:00,LONG,7575.25,7.392857142857143,7567.857142857143,7593.732142857143,,,,589160,7567.857142857143,M0_STOP,-1.0,-1.000095799905616,3
P60-006760,2019-06-11 09:43:00-05:00,SHORT,7559.75,4.982142857142857,7564.732142857143,7547.294642857143,,,,589201,7547.294642857143,M0_TARGET,2.5,2.4999040341128,5
P60-006761,2019-06-11 10:34:00-05:00,SHORT,7527.0,5.160714285714286,7532.160714285715,7514.098214285715,,,,589252,7514.098214285715,M0_TARGET,2.5,2.499903614000185,5
P60-006762,2019-06-11 11:02:00-05:00,SHORT,7515.25,4.607142857142857,7519.857142857143,7503.732142857143,,,,589279,7503.732142857143,M0_TARGET,2.5,2.499903470313555,4
P60-006763,2019-06-11 11:57:00-05:00,SHORT,7493.75,4.732142857142857,7498.482142857143,7481.919642857143,,,,589334,7498.482142857143,M0_STOP,-1.0,-1.0000968084218558,4
P60-006764,2019-06-11 14:43:00-05:00,LONG,7525.0,3.9107142857142856,7521.089285714285,7534.776785714285,,,,589497,7521.089285714285,M0_STOP,-1.0,-1.000096395611388,1
P60-006765,2019-06-11 15:56:00-05:00,LONG,7518.25,1.5535714285714286,7516.696428571428,7522.133928571428,,,,589558,7516.696428571428,M0_STOP,-1.0,-1.0000964519462625,4
P60-006766,2019-06-11 17:09:00-05:00,SHORT,7512.75,1.9642857142857142,7514.714285714285,7507.839285714285,,,,589576,7514.714285714285,M0_STOP,-1.0,-1.0000965278504246,9
P60-006767,2019-06-11 21:16:00-05:00,SHORT,7506.75,1.3571428571428572,7508.107142857143,7503.357142857143,,,,589815,7508.107142857143,M0_STOP,-1.0,-1.0000965972086737,1
P60-006768,2019-06-11 21:47:00-05:00,SHORT,7503.75,1.4642857142857142,7505.214285714285,7500.089285714285,,,,589849,7505.214285714285,M0_STOP,-1.0,-1.0000966372153248,4
P60-006769,2019-06-12 00:07:00-05:00,LONG,7508.5,1.0714285714285714,7507.428571428572,7511.178571428572,,,,589986,7507.428571428572,M0_STOP,-1.0,-1.0000965710153753,1
P60-006770,2019-06-12 03:08:00-05:00,LONG,7496.75,2.857142857142857,7493.892857142857,7503.892857142857,,,,590169,7493.892857142857,M0_STOP,-1.0,-1.0000967454451006,3
P60-006771,2019-06-12 03:19:00-05:00,SHORT,7482.25,2.4642857142857144,7484.714285714285,7476.089285714285,,,,590179,7484.714285714285,M0_STOP,-1.0,-1.0000969279104635,2
P60-006772,2019-06-12 04:39:00-05:00,SHORT,7481.75,1.9285714285714286,7483.678571428572,7476.928571428572,,,,590261,7476.928571428572,M0_TARGET,2.5,2.499903072552343,4
P60-006773,2019-06-12 06:58:00-05:00,SHORT,7481.25,1.6785714285714286,7482.928571428572,7477.053571428572,,,,590398,7482.928571428572,M0_STOP,-1.0,-1.0000969306873961,2
P60-006774,2019-06-12 07:22:00-05:00,LONG,7489.5,1.9821428571428572,7487.517857142857,7494.455357142857,,,,590428,7494.455357142857,M0_TARGET,2.5,2.4999031721841827,8
P60-006775,2019-06-12 08:05:00-05:00,LONG,7493.0,1.7678571428571428,7491.232142857143,7497.419642857143,,,,590470,7491.232142857143,M0_STOP,-1.0,-1.0000967798068694,7
P60-006776,2019-06-12 08:41:00-05:00,LONG,7503.5,7.732142857142857,7495.767857142857,7522.830357142857,,,,590503,7495.767857142857,M0_STOP,-1.0,-1.0000967212450835,4
P60-006777,2019-06-12 10:03:00-05:00,SHORT,7476.0,4.535714285714286,7480.535714285715,7464.660714285715,,,,590582,7480.535714285715,M0_STOP,-1.0,-1.0000970358650294,1
P60-006778,2019-06-12 10:58:00-05:00,SHORT,7469.75,3.8392857142857144,7473.589285714285,7460.151785714285,,,,590639,7473.589285714285,M0_STOP,-1.0,-1.000097108045856,3
P60-006779,2019-06-12 12:30:00-05:00,SHORT,7479.0,2.4642857142857144,7481.464285714285,7472.839285714285,,,,590735,7472.839285714285,M0_TARGET,2.5,2.499903029955623,7
P60-006780,2019-06-12 13:14:00-05:00,SHORT,7471.5,2.6607142857142856,7474.160714285715,7464.848214285715,,,,590773,7474.160714285715,M0_STOP,-1.0,-1.000097069969277,1
P60-006781,2019-06-12 14:31:00-05:00,SHORT,7471.25,2.4107142857142856,7473.660714285715,7465.223214285715,,,,590850,7473.660714285715,M0_STOP,-1.0,-1.000097069969277,1
P60-006782,2019-06-12 17:46:00-05:00,LONG,7484.0,1.6428571428571428,7482.357142857143,7488.107142857143,590984.0,0.9130434782608696,FAIL,590984,7484.0,T5_NO_PROGRESS,0.0,-9.68945996773362e-05,15
P60-006783,2019-06-12 18:41:00-05:00,LONG,7484.25,1.3214285714285714,7482.928571428572,7487.553571428572,,,,591028,7487.553571428572,M0_TARGET,2.5,2.4999031127996107,4
P60-006784,2019-06-12 19:28:00-05:00,LONG,7496.0,1.625,7494.375,7500.0625,,,,591076,7494.375,M0_STOP,-1.0,-1.0000967392210824,5
P60-006785,2019-06-12 19:47:00-05:00,LONG,7493.5,1.0714285714285714,7492.428571428572,7496.178571428572,,,,591093,7492.428571428572,M0_STOP,-1.0,-1.0000967643525844,3
P60-006786,2019-06-12 20:29:00-05:00,SHORT,7491.0,1.4464285714285714,7492.446428571428,7487.383928571428,,,,591133,7492.446428571428,M0_STOP,-1.0,-1.0000968014973237,1
P60-006787,2019-06-12 21:46:00-05:00,SHORT,7436.75,2.8392857142857144,7439.589285714285,7429.651785714285,,,,591214,7439.589285714285,M0_STOP,-1.0,-1.0000975260569926,5
P60-006788,2019-06-12 23:48:00-05:00,SHORT,7453.0,1.0357142857142858,7454.035714285715,7450.410714285715,,,,591332,7454.035714285715,M0_STOP,-1.0,-1.0000972897845726,1
P60-006789,2019-06-13 02:38:00-05:00,LONG,7485.25,3.357142857142857,7481.892857142857,7493.642857142857,,,,591504,7493.642857142857,M0_TARGET,2.5,2.499903099387569,3
P60-006790,2019-06-13 03:20:00-05:00,LONG,7497.5,2.5357142857142856,7494.964285714285,7503.839285714285,,,,591544,7494.964285714285,M0_STOP,-1.0,-1.0000967316150369,1
P60-006791,2019-06-13 04:33:00-05:00,LONG,7513.5,2.3214285714285716,7511.178571428572,7519.303571428572,,,,591620,7511.178571428572,M0_STOP,-1.0,-1.000096522801729,4
P60-006792,2019-06-13 08:39:00-05:00,LONG,7522.75,6.517857142857143,7516.232142857143,7539.044642857143,,,,591863,7516.232142857143,M0_STOP,-1.0,-1.0000964579042027,1
P60-006793,2019-06-13 09:08:00-05:00,SHORT,7513.25,5.25,7518.5,7500.125,,,,591895,7518.5,M0_STOP,-1.0,-1.0000965636654235,4
P60-006794,2019-06-13 09:17:00-05:00,LONG,7518.75,5.803571428571429,7512.946428571428,7533.258928571428,,,,591903,7512.946428571428,M0_STOP,-1.0,-1.0000965000891318,3
P60-006795,2019-06-13 11:22:00-05:00,SHORT,7508.25,2.7142857142857144,7510.964285714285,7501.464285714285,,,,592027,7510.964285714285,M0_STOP,-1.0,-1.000096595370084,2
P60-006796,2019-06-13 12:30:00-05:00,LONG,7515.5,2.142857142857143,7513.357142857143,7520.857142857143,,,,592097,7513.357142857143,M0_STOP,-1.0,-1.0000964948139979,4
P60-006797,2019-06-13 14:16:00-05:00,SHORT,7491.0,3.4107142857142856,7494.410714285715,7482.473214285715,,,,592203,7494.410714285715,M0_STOP,-1.0,-1.000096826892119,4
P60-006798,2019-06-13 15:35:00-05:00,SHORT,7511.0,1.9285714285714286,7512.928571428572,7506.178571428572,,,,592271,7512.928571428572,M0_STOP,-1.0,-1.0000965498872791,8
P60-006799,2019-06-13 18:20:00-05:00,SHORT,7496.75,0.9285714285714286,7497.678571428572,7494.428571428572,,,,592371,7497.678571428572,M0_STOP,-1.0,-1.0000967205538325,3
P60-006800,2019-06-13 19:03:00-05:00,SHORT,7490.25,1.9642857142857142,7492.214285714285,7485.339285714285,,,,592417,7492.214285714285,M0_STOP,-1.0,-1.0000968178869853,6
P60-006801,2019-06-13 20:00:00-05:00,SHORT,7493.5,1.4821428571428572,7494.982142857143,7489.794642857143,,,,592469,7494.982142857143,M0_STOP,-1.0,-1.0000967696572305,1
P60-006802,2019-06-13 21:17:00-05:00,LONG,7510.75,2.3214285714285716,7508.428571428572,7516.553571428572,592560.0,2.2615384615384615,PASS,592570,7516.553571428572,M0_TARGET,2.5,2.499903441846306,25
P60-006803,2019-06-13 23:26:00-05:00,LONG,7513.0,0.7142857142857143,7512.285714285715,7514.785714285715,,,,592676,7512.285714285715,M0_STOP,-1.0,-1.0000965085764273,2
P60-006804,2019-06-14 00:51:00-05:00,SHORT,7506.25,1.0535714285714286,7507.303571428572,7503.616071428572,,,,592759,7507.303571428572,M0_STOP,-1.0,-1.000096599736849,1
P60-006805,2019-06-14 02:24:00-05:00,SHORT,7483.25,2.4285714285714284,7485.678571428572,7477.178571428572,,,,592855,7477.178571428572,M0_TARGET,2.5,2.499903085509135,4
P60-006806,2019-06-14 03:21:00-05:00,SHORT,7479.25,2.0,7481.25,7474.25,,,,592912,7474.25,M0_TARGET,2.5,2.4999030392189643,4
