key,timestamp_ct,signal_type,ref_entry,act_entry,ref_stop,act_stop,ref_target,act_target,parity_status
2021-04-28 18:45:00+00:00|L,2021-04-28 18:45:00+00:00,L,13960.0,13960.0,13939.619818664376,13939.619818664376,14021.140544006872,14021.140544006872,MATCH
2021-04-28 19:15:00+00:00|RS,2021-04-28 19:15:00+00:00,RS,13938.898168025113,13938.898168025113,13960.82164070736,13960.82164070736,13884.089486319495,13884.089486319495,MATCH
2021-04-29 16:00:00+00:00|S,2021-04-29 16:00:00+00:00,S,13851.431962752007,13851.431962752007,13875.28972215766,13875.28972215766,13779.85868453506,13779.85868453506,MATCH
2021-04-29 18:45:00+00:00|L,2021-04-29 18:45:00+00:00,L,13974.25,13974.25,13953.336606758232,13953.336606758232,14036.990179725302,14036.990179725302,MATCH
2021-04-29 19:30:00+00:00|RS,2021-04-29 19:30:00+00:00,RS,13965.25,13965.25,13985.02716379452,13985.02716379452,13915.8070905137,13915.8070905137,MATCH
2021-04-30 15:00:00+00:00|S,2021-04-30 15:00:00+00:00,S,13905.25,13905.25,13926.468525883423,13926.468525883423,13841.594422349728,13841.594422349728,MATCH
2021-04-30 19:30:00+00:00|L,2021-04-30 19:30:00+00:00,L,13849.75,13849.75,13828.278133964164,13828.278133964164,13914.16559810751,13914.16559810751,MATCH
2021-04-30 19:45:00+00:00|RS,2021-04-30 19:45:00+00:00,RS,13867.75,13867.75,13889.616732747563,13889.616732747563,13813.083168131094,13813.083168131094,MATCH
2021-05-03 14:45:00+00:00|S,2021-05-03 14:45:00+00:00,S,13891.732700100296,13891.732700100296,13912.438002973233,13912.438002973233,13829.616791481483,13829.616791481483,MATCH
2021-05-03 15:45:00+00:00|RL,2021-05-03 15:45:00+00:00,RL,13820.25,13820.25,13796.504912527227,13796.504912527227,13879.612718681929,13879.612718681929,MATCH
2021-05-04 15:00:00+00:00|S,2021-05-04 15:00:00+00:00,S,13474.204769938333,13474.204769938333,13502.12244358209,13502.12244358209,13390.451749007065,13390.451749007065,MATCH
2021-05-04 17:15:00+00:00|L,2021-05-04 17:15:00+00:00,L,13456.75,13456.75,13428.480685495071,13428.480685495071,13541.55794351478,13541.55794351478,MATCH
2021-05-05 14:45:00+00:00|L,2021-05-05 14:45:00+00:00,L,13620.25,13620.25,13596.75235126246,13596.75235126246,13690.742946212613,13690.742946212613,MATCH
2021-05-05 15:15:00+00:00|RS,2021-05-05 15:15:00+00:00,RS,13602.733624442018,13602.733624442018,13626.700347077956,13626.700347077956,13542.816817852172,13542.816817852172,MATCH
2021-05-05 19:15:00+00:00|S,2021-05-05 19:15:00+00:00,S,13512.758626856928,13512.758626856928,13536.40390410333,13536.40390410333,13441.822795117714,13441.822795117714,MATCH
2021-05-05 20:00:00+00:00|RS,2021-05-05 20:00:00+00:00,RS,13498.704556561468,13498.704556561468,13523.047823365532,13523.047823365532,13437.846389551309,13437.846389551309,MATCH
2021-05-06 15:15:00+00:00|S,2021-05-06 15:15:00+00:00,S,13500.0,13500.0,13529.603527356174,13529.603527356174,13411.18941793148,13411.18941793148,MATCH
2021-05-06 20:00:00+00:00|L,2021-05-06 20:00:00+00:00,L,13604.0,13604.0,13575.040325683452,13575.040325683452,13690.879022949644,13690.879022949644,MATCH
2021-05-07 19:00:00+00:00|L,2021-05-07 19:00:00+00:00,L,13734.598528047938,13734.598528047938,13709.831993428372,13709.831993428372,13808.898131906635,13808.898131906635,MATCH
2021-05-10 18:15:00+00:00|S,2021-05-10 18:15:00+00:00,S,13426.503876784627,13426.503876784627,13450.40991346312,13450.40991346312,13354.785766749152,13354.785766749152,MATCH
2021-05-10 20:00:00+00:00|S,2021-05-10 20:00:00+00:00,S,13355.985225962237,13355.985225962237,13380.65061658238,13380.65061658238,13281.989054101809,13281.989054101809,MATCH
2021-05-10 22:45:00+00:00|RL,2021-05-10 22:45:00+00:00,RL,13332.463379749886,13332.463379749886,13311.85234220603,13311.85234220603,13383.990973609529,13383.990973609529,MATCH
2021-05-11 15:00:00+00:00|L,2021-05-11 15:00:00+00:00,L,13229.5,13229.5,13190.929103294337,13190.929103294337,13345.212690116989,13345.212690116989,MATCH
2021-05-11 17:30:00+00:00|L,2021-05-11 17:30:00+00:00,L,13370.72975597962,13370.72975597962,13332.982348264422,13332.982348264422,13483.97197912521,13483.97197912521,MATCH
2021-05-11 18:15:00+00:00|RS,2021-05-11 18:15:00+00:00,RS,13380.0,13380.0,13419.300653152435,13419.300653152435,13281.748367118907,13281.748367118907,MATCH
2021-05-12 14:45:00+00:00|S,2021-05-12 14:45:00+00:00,S,13066.75,13066.75,13106.620584611232,13106.620584611232,12947.138246166309,12947.138246166309,MATCH
2021-05-12 15:15:00+00:00|RL,2021-05-12 15:15:00+00:00,RL,13077.75,13077.75,13038.22893469746,13038.22893469746,13176.552663256352,13176.552663256352,MATCH
2021-05-12 17:00:00+00:00|RL,2021-05-12 17:00:00+00:00,RL,13052.2029185542,13052.2029185542,13013.329914337448,13013.329914337448,13149.38542909608,13149.38542909608,MATCH
2021-05-12 19:15:00+00:00|S,2021-05-12 19:15:00+00:00,S,13009.5,13009.5,13044.135441249427,13044.135441249427,12905.593676251716,12905.593676251716,MATCH
2021-05-13 15:15:00+00:00|S,2021-05-13 15:15:00+00:00,S,13124.593269598156,13124.593269598156,13159.595499182424,13159.595499182424,13019.586580845347,13019.586580845347,MATCH
2021-05-13 18:15:00+00:00|L,2021-05-13 18:15:00+00:00,L,13130.25,13130.25,13091.60328822284,13091.60328822284,13246.190135331475,13246.190135331475,MATCH
2021-05-14 15:00:00+00:00|L,2021-05-14 15:00:00+00:00,L,13334.25,13334.25,13311.96554055219,13311.96554055219,13401.103378343429,13401.103378343429,MATCH
2021-05-14 18:45:00+00:00|L,2021-05-14 18:45:00+00:00,L,13413.759127430048,13413.759127430048,13396.686632827932,13396.686632827932,13464.976611236392,13464.976611236392,MATCH
2021-05-14 19:45:00+00:00|RS,2021-05-14 19:45:00+00:00,RS,13396.857888938734,13396.857888938734,13415.218126686834,13415.218126686834,13350.957294568483,13350.957294568483,MATCH
2021-05-17 17:00:00+00:00|S,2021-05-17 17:00:00+00:00,S,13237.995866847828,13237.995866847828,13264.11393701474,13264.11393701474,13159.641656347096,13159.641656347096,MATCH
2021-05-17 19:00:00+00:00|L,2021-05-17 19:00:00+00:00,L,13271.191298121776,13271.191298121776,13245.109043345115,13245.109043345115,13349.438062451747,13349.438062451747,MATCH
2021-05-18 16:15:00+00:00|L,2021-05-18 16:15:00+00:00,L,13361.647568429664,13361.647568429664,13343.610931151648,13343.610931151648,13415.757480263715,13415.757480263715,MATCH
2021-05-18 18:30:00+00:00|S,2021-05-18 18:30:00+00:00,S,13305.86320749325,13305.86320749325,13325.954262450969,13325.954262450969,13245.590042620095,13245.590042620095,MATCH
2021-05-18 19:45:00+00:00|RL,2021-05-18 19:45:00+00:00,RL,13220.0,13220.0,13196.176590286195,13196.176590286195,13279.558524284505,13279.558524284505,MATCH
2021-05-19 15:15:00+00:00|L,2021-05-19 15:15:00+00:00,L,13132.25,13132.25,13100.06023481841,13100.06023481841,13228.819295544772,13228.819295544772,MATCH
2021-05-19 17:15:00+00:00|L,2021-05-19 17:15:00+00:00,L,13189.0,13189.0,13160.28975679501,13160.28975679501,13275.130729614972,13275.130729614972,MATCH
2021-05-19 17:45:00+00:00|RS,2021-05-19 17:45:00+00:00,RS,13176.668612746049,13176.668612746049,13204.945238264638,13204.945238264638,13105.977048949577,13105.977048949577,MATCH
2021-05-19 19:30:00+00:00|RL,2021-05-19 19:30:00+00:00,RL,13175.75,13175.75,13137.184787485285,13137.184787485285,13272.16303128679,13272.16303128679,MATCH
2021-05-20 15:30:00+00:00|L,2021-05-20 15:30:00+00:00,L,13481.140289199437,13481.140289199437,13461.212382274787,13461.212382274787,13540.924009973383,13540.924009973383,MATCH
2021-05-20 19:30:00+00:00|L,2021-05-20 19:30:00+00:00,L,13505.75,13505.75,13487.74103157016,13487.74103157016,13559.776905289518,13559.776905289518,MATCH
2021-05-20 19:45:00+00:00|RS,2021-05-20 19:45:00+00:00,RS,13514.473804209354,13514.473804209354,13532.964274894204,13532.964274894204,13468.247627497229,13468.247627497229,MATCH
2021-05-21 15:30:00+00:00|S,2021-05-21 15:30:00+00:00,S,13452.0,13452.0,13473.774633099492,13473.774633099492,13386.676100701525,13386.676100701525,MATCH
2021-05-21 16:45:00+00:00|RL,2021-05-21 16:45:00+00:00,RL,13428.75,13428.75,13406.82773946977,13406.82773946977,13483.555651325572,13483.555651325572,MATCH
2021-05-21 19:45:00+00:00|S,2021-05-21 19:45:00+00:00,S,13418.638463093404,13418.638463093404,13438.446487978636,13438.446487978636,13359.214388437704,13359.214388437704,MATCH
2021-05-24 18:45:00+00:00|L,2021-05-24 18:45:00+00:00,L,13685.75,13685.75,13674.117830371524,13674.117830371524,13720.646508885426,13720.646508885426,MATCH
2021-05-24 19:15:00+00:00|RS,2021-05-24 19:15:00+00:00,RS,13681.222326617426,13681.222326617426,13692.410587674633,13692.410587674633,13653.251673974411,13653.251673974411,MATCH
2021-05-24 20:45:00+00:00|RL,2021-05-24 20:45:00+00:00,RL,13656.25,13656.25,13644.964122533183,13644.964122533183,13684.464693667042,13684.464693667042,MATCH
2021-05-25 16:00:00+00:00|L,2021-05-25 16:00:00+00:00,L,13653.75,13653.75,13634.818468566047,13634.818468566047,13710.54459430186,13710.54459430186,MATCH
2021-05-25 19:15:00+00:00|S,2021-05-25 19:15:00+00:00,S,13657.75,13657.75,13675.486598078392,13675.486598078392,13604.54020576482,13604.54020576482,MATCH
2021-05-25 19:30:00+00:00|RL,2021-05-25 19:30:00+00:00,RL,13642.114879743784,13642.114879743784,13624.319288670991,13624.319288670991,13686.60385742577,13686.60385742577,MATCH
2021-05-26 16:00:00+00:00|L,2021-05-26 16:00:00+00:00,L,13724.62374737114,13724.62374737114,13710.770863893562,13710.770863893562,13766.18239780387,13766.18239780387,MATCH
2021-05-26 17:45:00+00:00|S,2021-05-26 17:45:00+00:00,S,13693.25,13693.25,13706.481206114178,13706.481206114178,13653.556381657463,13653.556381657463,MATCH
2021-05-26 18:30:00+00:00|RL,2021-05-26 18:30:00+00:00,RL,13704.954939682517,13704.954939682517,13692.344645465004,13692.344645465004,13736.480675226292,13736.480675226292,MATCH
2021-05-27 14:45:00+00:00|L,2021-05-27 14:45:00+00:00,L,13690.0,13690.0,13671.436527796435,13671.436527796435,13745.690416610694,13745.690416610694,MATCH
2021-05-27 15:00:00+00:00|RS,2021-05-27 15:00:00+00:00,RS,13711.899870372858,13711.899870372858,13730.650773133311,13730.650773133311,13665.022613471723,13665.022613471723,MATCH
2021-05-27 18:15:00+00:00|S,2021-05-27 18:15:00+00:00,S,13673.5,13673.5,13688.663560595149,13688.663560595149,13628.009318214556,13628.009318214556,MATCH
2021-05-28 15:45:00+00:00|L,2021-05-28 15:45:00+00:00,L,13755.75,13755.75,13742.6913607052,13742.6913607052,13794.925917884397,13794.925917884397,MATCH
2021-05-28 17:30:00+00:00|S,2021-05-28 17:30:00+00:00,S,13727.82477606985,13727.82477606985,13740.589728440533,13740.589728440533,13689.529918957807,13689.529918957807,MATCH
2021-05-28 19:15:00+00:00|RS,2021-05-28 19:15:00+00:00,RS,13730.0,13730.0,13741.927899697375,13741.927899697375,13700.180250756564,13700.180250756564,MATCH
2021-05-31 15:00:00+00:00|S,2021-05-31 15:00:00+00:00,S,13673.25,13673.25,13679.244372302364,13679.244372302364,13655.266883092914,13655.266883092914,MATCH
2021-05-31 15:15:00+00:00|RL,2021-05-31 15:15:00+00:00,RL,13670.25,13670.25,13664.429332862092,13664.429332862092,13684.80166784477,13684.80166784477,MATCH
2021-06-02 17:30:00+00:00|S,2021-06-02 17:30:00+00:00,S,13642.25,13642.25,13657.212989496107,13657.212989496107,13597.361031511677,13597.361031511677,MATCH
2021-06-02 20:00:00+00:00|L,2021-06-02 20:00:00+00:00,L,13684.25,13684.25,13669.42868694098,13669.42868694098,13728.713939177063,13728.713939177063,MATCH
2021-06-03 15:00:00+00:00|L,2021-06-03 15:00:00+00:00,L,13589.229364915396,13589.229364915396,13563.13646639746,13563.13646639746,13667.508060469208,13667.508060469208,MATCH
2021-06-04 20:30:00+00:00|S,2021-06-04 20:30:00+00:00,S,13767.75,13767.75,13778.729573070612,13778.729573070612,13734.811280788164,13734.811280788164,MATCH
2021-06-07 15:00:00+00:00|L,2021-06-07 15:00:00+00:00,L,13751.0,13751.0,13735.286424782578,13735.286424782578,13798.140725652263,13798.140725652263,MATCH
2021-06-07 15:30:00+00:00|RS,2021-06-07 15:30:00+00:00,RS,13740.881295449271,13740.881295449271,13756.560666427558,13756.560666427558,13701.682868003554,13701.682868003554,MATCH
2021-06-07 17:15:00+00:00|RS,2021-06-07 17:15:00+00:00,RS,13756.25,13756.25,13770.303636669909,13770.303636669909,13721.115908325231,13721.115908325231,MATCH
2021-06-07 18:15:00+00:00|L,2021-06-07 18:15:00+00:00,L,13764.5,13764.5,13751.49722499924,13751.49722499924,13803.508325002282,13803.508325002282,MATCH
2021-06-09 16:15:00+00:00|L,2021-06-09 16:15:00+00:00,L,13857.669582709292,13857.669582709292,13841.716238841009,13841.716238841009,13905.529614314148,13905.529614314148,MATCH
2021-06-09 18:45:00+00:00|S,2021-06-09 18:45:00+00:00,S,13852.734749111538,13852.734749111538,13865.73828208476,13865.73828208476,13813.724150191872,13813.724150191872,MATCH
2021-06-10 14:45:00+00:00|S,2021-06-10 14:45:00+00:00,S,13903.755674030266,13903.755674030266,13930.421515605196,13930.421515605196,13823.758149305477,13823.758149305477,MATCH
2021-06-10 20:00:00+00:00|L,2021-06-10 20:00:00+00:00,L,13970.5,13970.5,13953.686137393286,13953.686137393286,14020.941587820142,14020.941587820142,MATCH
2021-06-11 14:45:00+00:00|S,2021-06-11 14:45:00+00:00,S,13960.75,13960.75,13974.497013040076,13974.497013040076,13919.508960879772,13919.508960879772,MATCH
2021-06-11 15:30:00+00:00|RL,2021-06-11 15:30:00+00:00,RL,13967.25,13967.25,13952.728293495244,13952.728293495244,14003.554266261886,14003.554266261886,MATCH
2021-06-11 16:30:00+00:00|S,2021-06-11 16:30:00+00:00,S,13957.5,13957.5,13971.139555054724,13971.139555054724,13916.581334835826,13916.581334835826,MATCH
2021-06-11 17:00:00+00:00|RL,2021-06-11 17:00:00+00:00,RL,13958.75,13958.75,13945.614682121182,13945.614682121182,13991.588294697049,13991.588294697049,MATCH
2021-06-14 15:00:00+00:00|L,2021-06-14 15:00:00+00:00,L,14030.73049739873,14030.73049739873,14017.902033371862,14017.902033371862,14069.215889479336,14069.215889479336,MATCH
2021-06-14 16:45:00+00:00|RS,2021-06-14 16:45:00+00:00,RS,14054.75,14054.75,14066.376260039096,14066.376260039096,14025.684349902258,14025.684349902258,MATCH
2021-06-14 18:45:00+00:00|L,2021-06-14 18:45:00+00:00,L,14070.25,14070.25,14059.516701831291,14059.516701831291,14102.449894506122,14102.449894506122,MATCH
2021-06-14 19:00:00+00:00|RS,2021-06-14 19:00:00+00:00,RS,14069.693893577503,14069.693893577503,14080.43731330559,14080.43731330559,14042.835344257292,14042.835344257292,MATCH
2021-06-15 16:45:00+00:00|S,2021-06-15 16:45:00+00:00,S,14058.43182949391,14058.43182949391,14072.071766947038,14072.071766947038,14017.512017134526,14017.512017134526,MATCH
2021-06-16 14:45:00+00:00|S,2021-06-16 14:45:00+00:00,S,14074.5,14074.5,14084.76501797445,14084.76501797445,14043.704946076648,14043.704946076648,MATCH
2021-06-16 17:00:00+00:00|L,2021-06-16 17:00:00+00:00,L,14034.989559522206,14034.989559522206,14022.03101999255,14022.03101999255,14073.865178111171,14073.865178111171,MATCH
2021-06-16 17:15:00+00:00|RL,2021-06-16 17:15:00+00:00,RL,14026.114559522206,14026.114559522206,14013.130737101812,14013.130737101812,14058.574115573192,14058.574115573192,MATCH
2021-06-17 14:45:00+00:00|L,2021-06-17 14:45:00+00:00,L,14117.5,14117.5,14094.90007009675,14094.90007009675,14185.299789709752,14185.299789709752,MATCH
2021-06-17 15:00:00+00:00|RS,2021-06-17 15:00:00+00:00,RS,14126.75,14126.75,14149.048149195876,14149.048149195876,14071.00462701031,14071.00462701031,MATCH
2021-06-17 16:30:00+00:00|S,2021-06-17 16:30:00+00:00,S,14122.5,14122.5,14150.25429532238,14150.25429532238,14039.237114032858,14039.237114032858,MATCH
2021-06-18 15:15:00+00:00|S,2021-06-18 15:15:00+00:00,S,14036.473273002686,14036.473273002686,14064.730836019688,14064.730836019688,13951.70058395168,13951.70058395168,MATCH
2021-06-18 17:30:00+00:00|S,2021-06-18 17:30:00+00:00,S,14095.0,14095.0,14120.194542114756,14120.194542114756,14019.416373655731,14019.416373655731,MATCH
2021-06-18 19:30:00+00:00|RL,2021-06-18 19:30:00+00:00,RL,14083.326334369527,14083.326334369527,14058.674184296024,14058.674184296024,14144.95670955329,14144.95670955329,MATCH
2021-06-21 14:45:00+00:00|L,2021-06-21 14:45:00+00:00,L,14111.25,14111.25,14085.440271228255,14085.440271228255,14188.679186315234,14188.679186315234,MATCH
2021-06-22 15:00:00+00:00|L,2021-06-22 15:00:00+00:00,L,14187.580858694117,14187.580858694117,14168.02666421724,14168.02666421724,14246.243442124742,14246.243442124742,MATCH
2021-06-22 19:00:00+00:00|L,2021-06-22 19:00:00+00:00,L,14255.954843871852,14255.954843871852,14241.108609764307,14241.108609764307,14300.493546194488,14300.493546194488,MATCH
2021-06-22 19:45:00+00:00|RS,2021-06-22 19:45:00+00:00,RS,14280.022014582191,14280.022014582191,14294.533877313344,14294.533877313344,14243.742357754318,14243.742357754318,MATCH
2021-06-23 19:45:00+00:00|S,2021-06-23 19:45:00+00:00,S,14277.712459546012,14277.712459546012,14291.12568770772,14291.12568770772,14237.472775060887,14237.472775060887,MATCH
2021-06-24 15:00:00+00:00|S,2021-06-24 15:00:00+00:00,S,14405.5,14405.5,14416.086832766368,14416.086832766368,14373.739501700898,14373.739501700898,MATCH
2021-06-24 16:30:00+00:00|RS,2021-06-24 16:30:00+00:00,RS,14420.70495558068,14420.70495558068,14432.148122072374,14432.148122072374,14392.097039351447,14392.097039351447,MATCH
2021-06-24 17:45:00+00:00|S,2021-06-24 17:45:00+00:00,S,14368.5,14368.5,14383.24217876796,14383.24217876796,14324.273463696116,14324.273463696116,MATCH
2021-06-24 18:00:00+00:00|RL,2021-06-24 18:00:00+00:00,RL,14367.215623835727,14367.215623835727,14352.763064979765,14352.763064979765,14403.347020975638,14403.347020975638,MATCH
2021-06-25 16:30:00+00:00|S,2021-06-25 16:30:00+00:00,S,14353.25,14353.25,14367.712147106033,14367.712147106033,14309.863558681902,14309.863558681902,MATCH
2021-06-25 16:45:00+00:00|RL,2021-06-25 16:45:00+00:00,RL,14349.678286280803,14349.678286280803,14335.606292539487,14335.606292539487,14384.858270634097,14384.858270634097,MATCH
2021-06-25 19:45:00+00:00|S,2021-06-25 19:45:00+00:00,S,14353.0,14353.0,14366.62391534361,14366.62391534361,14312.12825396917,14312.12825396917,MATCH
2021-06-25 20:00:00+00:00|RL,2021-06-25 20:00:00+00:00,RL,14338.25,14338.25,14324.380471466648,14324.380471466648,14372.92382133338,14372.92382133338,MATCH
2021-06-28 15:00:00+00:00|S,2021-06-28 15:00:00+00:00,S,14481.0,14481.0,14494.191552072789,14494.191552072789,14441.425343781635,14441.425343781635,MATCH
2021-06-28 15:30:00+00:00|RL,2021-06-28 15:30:00+00:00,RL,14489.336811209012,14489.336811209012,14476.517947431965,14476.517947431965,14521.383970651628,14521.383970651628,MATCH
2021-06-28 19:00:00+00:00|L,2021-06-28 19:00:00+00:00,L,14510.25,14510.25,14497.52612004122,14497.52612004122,14548.421639876342,14548.421639876342,MATCH
2021-06-28 20:15:00+00:00|RS,2021-06-28 20:15:00+00:00,RS,14520.5,14520.5,14532.452474227695,14532.452474227695,14490.618814430763,14490.618814430763,MATCH
2021-06-29 14:45:00+00:00|L,2021-06-29 14:45:00+00:00,L,14527.75,14527.75,14514.40709700479,14514.40709700479,14567.778708985628,14567.778708985628,MATCH
2021-06-29 15:15:00+00:00|RS,2021-06-29 15:15:00+00:00,RS,14527.75,14527.75,14541.625385745869,14541.625385745869,14493.061535635326,14493.061535635326,MATCH
2021-06-29 16:30:00+00:00|L,2021-06-29 16:30:00+00:00,L,14552.75,14552.75,14539.771689763304,14539.771689763304,14591.68493071009,14591.68493071009,MATCH
2021-06-30 15:00:00+00:00|L,2021-06-30 15:00:00+00:00,L,14572.75,14572.75,14558.860514584398,14558.860514584398,14614.418456246807,14614.418456246807,MATCH
2021-06-30 15:30:00+00:00|RS,2021-06-30 15:30:00+00:00,RS,14568.78213513902,14568.78213513902,14582.433336849414,14582.433336849414,14534.65413086304,14534.65413086304,MATCH
2021-06-30 16:45:00+00:00|L,2021-06-30 16:45:00+00:00,L,14553.75,14553.75,14539.315649823817,14539.315649823817,14597.053050528555,14597.053050528555,MATCH
2021-06-30 16:45:00+00:00|RL,2021-06-30 16:45:00+00:00,RL,14553.75,14553.75,14539.315649823817,14539.315649823817,14589.835875440463,14589.835875440463,MATCH
2021-07-01 15:15:00+00:00|S,2021-07-01 15:15:00+00:00,S,14505.75,14505.75,14523.482087716582,14523.482087716582,14452.553736850252,14452.553736850252,MATCH
2021-07-01 16:00:00+00:00|RL,2021-07-01 16:00:00+00:00,RL,14530.070602261294,14530.070602261294,14513.41372937014,14513.41372937014,14571.712784489184,14571.712784489184,MATCH
2021-07-01 17:45:00+00:00|L,2021-07-01 17:45:00+00:00,L,14528.5,14528.5,14512.719738047366,14512.719738047366,14575.8407858579,14575.8407858579,MATCH
2021-07-01 18:00:00+00:00|RS,2021-07-01 18:00:00+00:00,RS,14545.75,14545.75,14561.929886098877,14561.929886098877,14505.300284752811,14505.300284752811,MATCH
2021-07-02 15:45:00+00:00|L,2021-07-02 15:45:00+00:00,L,14677.037313526866,14677.037313526866,14663.572094321911,14663.572094321911,14717.432971141723,14717.432971141723,MATCH
2021-07-02 20:45:00+00:00|S,2021-07-02 20:45:00+00:00,S,14715.25,14715.25,14724.251357562413,14724.251357562413,14688.245927312762,14688.245927312762,MATCH
2021-07-06 15:00:00+00:00|S,2021-07-06 15:00:00+00:00,S,14753.25,14753.25,14769.352189687632,14769.352189687632,14704.943430937104,14704.943430937104,MATCH
2021-07-06 17:00:00+00:00|L,2021-07-06 17:00:00+00:00,L,14719.754831212898,14719.754831212898,14699.618506694496,14699.618506694496,14780.163804768104,14780.163804768104,MATCH
2021-07-07 14:45:00+00:00|S,2021-07-07 14:45:00+00:00,S,14790.0,14790.0,14811.727124041818,14811.727124041818,14724.818627874549,14724.818627874549,MATCH
2021-07-07 15:00:00+00:00|RL,2021-07-07 15:00:00+00:00,RL,14783.25,14783.25,14760.54356338974,14760.54356338974,14840.016091525647,14840.016091525647,MATCH
2021-07-07 16:30:00+00:00|S,2021-07-07 16:30:00+00:00,S,14815.0,14815.0,14838.005223134043,14838.005223134043,14745.984330597865,14745.984330597865,MATCH
2021-07-08 15:00:00+00:00|S,2021-07-08 15:00:00+00:00,S,14646.0,14646.0,14679.628053974748,14679.628053974748,14545.115838075755,14545.115838075755,MATCH
2021-07-08 17:30:00+00:00|L,2021-07-08 17:30:00+00:00,L,14758.75,14758.75,14731.153853430817,14731.153853430817,14841.538439707549,14841.538439707549,MATCH
2021-07-08 18:30:00+00:00|RS,2021-07-08 18:30:00+00:00,RS,14731.445196355078,14731.445196355078,14756.68400745364,14756.68400745364,14668.348168608669,14668.348168608669,MATCH
2021-07-09 14:45:00+00:00|L,2021-07-09 14:45:00+00:00,L,14755.689592242845,14755.689592242845,14736.35582483732,14736.35582483732,14813.690894459422,14813.690894459422,MATCH
2021-07-09 16:45:00+00:00|L,2021-07-09 16:45:00+00:00,L,14833.0,14833.0,14816.426330924056,14816.426330924056,14882.72100722783,14882.72100722783,MATCH
2021-07-12 15:30:00+00:00|S,2021-07-12 15:30:00+00:00,S,14848.75,14848.75,14864.340629588683,14864.340629588683,14801.978111233946,14801.978111233946,MATCH
2021-07-12 16:00:00+00:00|RL,2021-07-12 16:00:00+00:00,RL,14851.75,14851.75,14836.92376836486,14836.92376836486,14888.815579087854,14888.815579087854,MATCH
2021-07-12 18:15:00+00:00|L,2021-07-12 18:15:00+00:00,L,14866.154426904495,14866.154426904495,14853.989668105318,14853.989668105318,14902.648703302037,14902.648703302037,MATCH
2021-07-13 17:15:00+00:00|S,2021-07-13 17:15:00+00:00,S,14950.062920716831,14950.062920716831,14968.709544296036,14968.709544296036,14894.123049979216,14894.123049979216,MATCH
2021-07-13 18:45:00+00:00|RS,2021-07-13 18:45:00+00:00,RS,14918.0,14918.0,14940.98644386244,14940.98644386244,14860.5338903439,14860.5338903439,MATCH
2021-07-13 19:00:00+00:00|L,2021-07-13 19:00:00+00:00,L,14892.5,14892.5,14869.280444984875,14869.280444984875,14962.158665045368,14962.158665045368,MATCH
2021-07-14 15:15:00+00:00|S,2021-07-14 15:15:00+00:00,S,14963.400137895358,14963.400137895358,14984.667034695549,14984.667034695549,14899.59944749479,14899.59944749479,MATCH
2021-07-15 15:15:00+00:00|L,2021-07-15 15:15:00+00:00,L,14832.25,14832.25,14804.39131718472,14804.39131718472,14915.826048445842,14915.826048445842,MATCH
2021-07-15 19:00:00+00:00|L,2021-07-15 19:00:00+00:00,L,14780.5,14780.5,14753.541270352292,14753.541270352292,14861.376188943124,14861.376188943124,MATCH
2021-07-16 15:15:00+00:00|S,2021-07-16 15:15:00+00:00,S,14724.75,14724.75,14745.558561242824,14745.558561242824,14662.324316271528,14662.324316271528,MATCH
2021-07-16 16:30:00+00:00|RL,2021-07-16 16:30:00+00:00,RL,14758.679335352308,14758.679335352308,14737.605380969402,14737.605380969402,14811.364221309572,14811.364221309572,MATCH
2021-07-19 16:45:00+00:00|S,2021-07-19 16:45:00+00:00,S,14488.25,14488.25,14517.385974164275,14517.385974164275,14400.842077507172,14400.842077507172,MATCH
2021-07-19 18:45:00+00:00|S,2021-07-19 18:45:00+00:00,S,14499.75,14499.75,14529.506862965076,14529.506862965076,14410.479411104774,14410.479411104774,MATCH
2021-07-19 19:15:00+00:00|RL,2021-07-19 19:15:00+00:00,RL,14477.75,14477.75,14447.6879599944,14447.6879599944,14552.905100014,14552.905100014,MATCH
2021-07-20 14:45:00+00:00|L,2021-07-20 14:45:00+00:00,L,14649.5064763463,14649.5064763463,14626.693516077416,14626.693516077416,14717.945357152956,14717.945357152956,MATCH
2021-07-20 19:15:00+00:00|L,2021-07-20 19:15:00+00:00,L,14789.25,14789.25,14770.51299207409,14770.51299207409,14845.461023777734,14845.461023777734,MATCH
2021-07-21 16:00:00+00:00|L,2021-07-21 16:00:00+00:00,L,14783.0,14783.0,14766.392550655988,14766.392550655988,14832.822348032034,14832.822348032034,MATCH
2021-07-21 16:45:00+00:00|RS,2021-07-21 16:45:00+00:00,RS,14779.587391878138,14779.587391878138,14795.98769844111,14795.98769844111,14738.58662547071,14738.58662547071,MATCH
2021-07-21 20:00:00+00:00|L,2021-07-21 20:00:00+00:00,L,14841.25,14841.25,14826.3541801541,14826.3541801541,14885.937459537698,14885.937459537698,MATCH
2021-07-22 15:15:00+00:00|S,2021-07-22 15:15:00+00:00,S,14908.75,14908.75,14923.367951001685,14923.367951001685,14864.896146994946,14864.896146994946,MATCH
2021-07-22 16:00:00+00:00|RL,2021-07-22 16:00:00+00:00,RL,14882.0,14882.0,14865.595157306596,14865.595157306596,14923.012106733511,14923.012106733511,MATCH
2021-07-22 19:45:00+00:00|S,2021-07-22 19:45:00+00:00,S,14943.25,14943.25,14956.316267067936,14956.316267067936,14904.051198796196,14904.051198796196,MATCH
