trade_id,direction,system,A_eventual_5m,B_at_horizon_5m,A_eventual_10m,B_at_horizon_10m,A_eventual_15m,B_at_horizon_15m,A_eventual_30m,B_at_horizon_30m,A_eventual_60m,B_at_horizon_60m,C_target_before_stop,D_stop_before_target
D-031525,SHORT,D,True,True,True,False,True,False,True,True,True,False,True,False
D-033326,LONG,D,False,False,False,False,False,False,True,False,True,True,False,True
D-000355,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-024583,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-039484,SHORT,D,False,True,False,True,False,True,True,False,True,True,False,True
D-019350,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-016827,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-039673,SHORT,D,True,True,True,False,True,False,True,False,True,False,False,True
D-019699,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-045828,LONG,D,True,False,True,False,True,False,True,False,True,True,True,False
D-024694,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-019805,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-045571,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-019684,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-018219,SHORT,D,True,True,True,False,True,True,True,False,True,False,False,True
D-037079,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-034420,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-040372,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-003379,SHORT,D,True,False,True,False,True,False,True,True,True,False,True,False
D-014065,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-041280,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-037819,SHORT,D,True,True,True,True,True,True,True,False,True,True,True,False
D-036109,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-036711,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-045523,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-002673,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-036905,LONG,D,True,True,True,False,True,False,True,True,True,False,False,True
D-035355,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-044981,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-010124,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-013115,LONG,D,True,False,True,False,True,True,True,True,True,True,False,True
D-030534,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-037962,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-015527,SHORT,D,False,True,True,True,True,True,True,True,True,True,False,True
D-020037,SHORT,D,False,True,False,True,True,False,True,True,True,True,False,True
D-040010,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-002001,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-044644,LONG,D,True,False,True,False,True,True,True,True,True,True,False,True
D-001378,LONG,D,False,False,True,True,True,True,True,False,True,True,True,False
D-013714,LONG,D,True,True,True,True,True,True,True,False,True,False,True,False
D-025116,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-005992,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-014190,SHORT,D,False,True,False,True,False,True,False,True,False,False,False,True
D-008024,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-004265,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-006179,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-003264,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-046754,LONG,D,True,False,True,True,True,True,True,True,True,True,True,False
D-007564,LONG,D,True,False,True,True,True,True,True,True,True,True,True,False
D-006212,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-040686,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-012782,SHORT,D,False,True,True,False,True,True,True,True,True,False,False,True
D-032896,LONG,D,True,True,True,True,True,True,True,True,True,False,False,True
D-022523,LONG,D,True,True,True,False,True,False,True,False,True,False,True,False
D-016399,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-038876,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-029663,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-029672,SHORT,D,False,False,True,False,True,False,True,True,True,False,False,True
D-038696,LONG,D,True,False,True,False,True,False,True,True,True,False,False,True
D-011595,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-021246,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-019008,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-033170,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-037977,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-032320,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-003716,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-034835,SHORT,D,False,True,False,True,False,True,True,True,True,False,False,True
D-002983,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-019462,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-012475,SHORT,D,True,False,True,True,True,True,True,False,True,True,False,True
D-022504,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-040791,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-007985,LONG,D,True,True,True,True,True,True,True,False,True,True,True,False
D-027683,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-042196,LONG,D,False,False,True,True,True,False,True,True,True,True,False,True
D-033088,LONG,D,True,True,True,True,True,False,True,True,True,True,False,True
D-032224,LONG,D,False,False,False,False,True,True,True,False,True,False,False,True
D-011181,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-020255,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-006245,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-025467,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-037392,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-036652,LONG,D,True,True,True,True,True,False,True,False,True,False,False,True
D-013559,SHORT,D,False,True,False,True,False,True,True,True,True,False,False,True
D-038918,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-032506,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-021758,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-028127,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-042013,LONG,D,True,True,True,True,True,False,True,True,True,True,True,False
D-017437,LONG,D,False,False,False,False,False,False,True,False,True,True,False,True
D-017285,SHORT,D,False,True,True,True,True,False,True,False,True,False,False,True
D-018989,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-012084,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-027330,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-033113,LONG,D,True,False,True,False,True,False,True,True,True,True,False,True
D-010987,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-046709,SHORT,D,False,True,False,True,False,True,False,True,True,True,False,True
D-039365,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-041680,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-004742,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-007113,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-023769,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-008539,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-041187,LONG,D,True,True,True,False,True,True,True,False,True,True,False,True
D-030096,SHORT,D,False,True,False,True,False,True,False,False,True,True,False,True
D-041617,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-030310,LONG,D,True,True,True,False,True,False,True,False,True,True,False,True
D-040507,LONG,D,True,True,True,False,True,False,True,False,True,False,True,False
D-013868,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-013605,LONG,D,False,False,True,False,True,False,True,False,True,False,False,True
D-017244,LONG,D,True,True,True,False,True,False,True,False,True,True,False,True
D-006683,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-029619,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-016967,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-001704,LONG,D,True,True,True,True,True,True,True,False,True,False,True,False
D-024331,SHORT,D,False,False,True,True,True,True,True,True,True,True,False,True
D-023286,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-033375,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-032644,SHORT,D,False,True,False,True,False,True,True,True,True,True,False,True
D-002609,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-032048,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-040161,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-009119,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-012910,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-002528,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-042045,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-042194,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-046876,SHORT,D,False,False,True,True,True,True,True,True,True,True,False,True
D-024868,SHORT,D,True,False,True,True,True,True,True,True,True,False,True,False
D-023523,SHORT,D,True,True,True,True,True,True,True,False,True,False,False,True
D-016349,LONG,D,True,False,True,False,True,True,True,False,True,False,False,True
D-026179,LONG,D,True,True,True,False,True,False,True,False,True,True,True,False
D-008851,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-032365,LONG,D,False,False,True,False,True,False,True,False,True,True,False,True
D-031682,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-046620,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-017122,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-005011,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-001595,LONG,D,True,True,True,True,True,False,True,True,True,True,False,True
D-004385,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-025562,SHORT,D,False,True,True,True,True,True,True,True,True,True,False,True
D-010344,LONG,D,False,False,True,True,True,False,True,False,True,True,False,True
D-007912,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-042714,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-002111,SHORT,D,False,True,False,True,False,True,True,True,True,False,False,True
D-012025,LONG,D,False,False,True,False,True,False,True,False,True,True,False,True
D-030380,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-037553,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-021957,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-033644,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-046226,LONG,D,True,True,True,False,True,True,True,True,True,True,False,True
D-045038,SHORT,D,True,True,True,False,True,False,True,True,True,True,True,False
D-022480,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-014596,SHORT,D,False,True,False,True,False,True,False,False,True,False,False,True
D-036482,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-027169,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-031394,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-027901,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-043099,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-032795,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-017151,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-045426,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-028050,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-039245,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-025752,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-028096,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-001122,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-030334,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-046442,LONG,D,True,False,True,True,True,False,True,True,True,False,False,True
D-027056,SHORT,D,False,True,False,True,False,True,True,True,True,False,False,True
D-045208,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-025544,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-031570,SHORT,D,False,True,False,True,False,True,False,True,False,False,False,True
D-021982,LONG,D,False,False,False,False,False,False,False,False,True,True,False,True
D-011811,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-017729,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-030460,LONG,D,True,True,True,True,True,True,True,False,True,False,True,False
D-020877,SHORT,D,True,False,True,True,True,True,True,True,True,True,False,True
D-011251,SHORT,D,True,False,True,False,True,False,True,True,True,False,False,True
D-045308,LONG,D,False,False,True,False,True,True,True,True,True,True,False,True
D-000331,SHORT,D,True,False,True,True,True,False,True,False,True,True,False,True
D-044323,LONG,D,True,True,True,True,True,False,True,True,True,False,False,True
D-002747,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-005875,SHORT,D,True,False,True,True,True,True,True,False,True,True,False,True
D-012855,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-037804,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-001645,LONG,D,True,True,True,True,True,False,True,True,True,False,True,False
D-006182,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-023733,SHORT,D,True,False,True,False,True,True,True,True,True,True,True,False
D-018192,LONG,D,True,False,True,True,True,True,True,True,True,True,False,True
D-033647,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-027177,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-012654,LONG,D,True,True,True,True,True,True,True,False,True,True,True,False
D-010853,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-026071,LONG,D,True,True,True,False,True,True,True,False,True,True,False,True
D-043006,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-026713,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-044628,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-009655,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-045280,LONG,D,True,True,True,True,True,False,True,True,True,True,True,False
D-007526,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-033504,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-019571,LONG,D,False,False,True,False,True,True,True,False,True,False,False,True
D-034663,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-038272,SHORT,D,True,False,True,True,True,True,True,True,True,True,True,False
D-040401,LONG,D,False,False,False,False,False,False,False,False,True,False,False,True
D-015952,LONG,D,False,False,True,False,True,False,True,False,True,True,False,True
D-015484,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-034464,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-028058,LONG,D,False,False,True,False,True,False,True,False,True,False,False,True
D-024685,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-001247,SHORT,D,True,False,True,False,True,True,True,True,True,False,False,True
D-021096,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-038883,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-039144,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-012099,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-025446,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-012231,LONG,D,False,True,True,False,True,False,True,False,True,False,False,True
D-027689,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-039986,LONG,D,False,False,False,False,True,True,True,True,True,False,False,True
D-032360,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-040966,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-015436,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-037316,SHORT,D,False,True,False,False,True,False,True,True,True,True,False,True
D-028857,SHORT,D,True,False,True,False,True,False,True,True,True,True,False,True
D-036740,SHORT,D,False,True,True,False,True,True,True,True,True,True,False,True
D-014092,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-009427,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-000726,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-006355,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-044564,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-007162,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-005115,LONG,D,False,False,False,False,False,False,True,False,True,False,False,True
D-028160,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-005976,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-040421,SHORT,D,False,True,False,True,True,True,True,True,True,True,False,True
D-019247,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-046481,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-037203,LONG,D,True,False,True,True,True,True,True,False,True,True,False,True
D-004327,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-031596,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-025215,SHORT,D,False,False,True,True,True,True,True,False,True,False,False,True
D-024262,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-019558,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-035926,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-036823,LONG,D,True,True,True,False,True,False,True,False,True,False,False,True
D-032719,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-014066,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-018660,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-001785,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-036110,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-000709,SHORT,D,False,True,False,True,False,True,True,False,True,True,False,True
D-021975,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-016750,SHORT,D,False,True,True,False,True,False,True,False,True,True,False,True
D-028516,LONG,D,False,False,True,False,True,False,True,False,True,False,False,True
D-014401,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-007681,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-023659,LONG,D,False,False,False,False,False,True,True,False,True,True,False,True
D-020183,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-020776,SHORT,D,True,True,True,True,True,True,True,False,True,True,False,True
D-013964,LONG,D,True,True,True,True,True,False,True,False,True,True,False,True
D-017698,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-020262,LONG,D,True,True,True,True,True,False,True,True,True,True,False,True
D-032860,LONG,D,False,False,True,True,True,True,True,False,True,False,False,True
D-005708,LONG,D,True,False,True,False,True,True,True,False,True,False,False,True
D-011626,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-024007,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-015567,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-003900,SHORT,D,False,True,False,True,False,True,True,True,True,False,False,True
D-021191,LONG,D,True,True,True,False,True,True,True,True,True,True,False,True
D-045604,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-043741,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-018307,SHORT,D,True,False,True,False,True,True,True,False,True,False,False,True
D-030866,LONG,D,True,True,True,False,True,False,True,False,True,True,False,True
D-027335,SHORT,D,False,True,False,True,False,True,False,True,True,True,False,True
D-024802,LONG,D,False,False,False,False,True,True,True,True,True,False,True,False
D-017833,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-043879,LONG,D,False,False,True,True,True,True,True,True,True,False,False,True
D-008778,LONG,D,True,True,True,True,True,False,True,False,True,False,False,True
D-003403,SHORT,D,True,False,True,False,True,True,True,True,True,True,True,False
D-002329,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-041974,SHORT,D,False,True,True,False,True,False,True,True,True,False,False,True
D-032561,LONG,D,True,False,True,False,True,False,True,False,True,False,True,False
D-033380,SHORT,D,True,True,True,False,True,False,True,True,True,True,False,True
D-027532,LONG,D,False,False,True,False,True,True,True,True,True,False,False,True
D-002386,SHORT,D,True,False,True,False,True,False,True,False,True,True,False,True
D-025127,LONG,D,False,False,False,False,False,False,False,False,False,True,False,True
D-019812,LONG,D,False,False,True,False,True,True,True,True,True,False,False,True
D-035131,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-025384,SHORT,D,True,False,True,False,True,True,True,False,True,False,False,True
D-015962,LONG,D,True,False,True,False,True,True,True,True,True,True,False,True
D-027310,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-006393,SHORT,D,False,True,False,True,False,True,True,False,True,True,False,True
D-004244,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-032631,LONG,D,True,True,True,True,True,True,True,False,True,True,True,False
D-000455,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-021999,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-032144,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-017673,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-039904,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-010878,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-022867,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-022841,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-019877,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-035718,LONG,D,True,False,True,False,True,False,True,False,True,True,False,True
D-039668,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-020700,LONG,D,True,False,True,False,True,True,True,True,True,False,False,True
D-027197,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-009302,SHORT,D,True,False,True,True,True,True,True,True,True,False,False,True
D-032330,SHORT,D,False,True,True,False,True,True,True,False,True,False,False,True
D-041621,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-022622,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-046484,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-023261,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-007398,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-012901,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-039070,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-030584,SHORT,D,True,False,True,False,True,False,True,False,True,True,True,False
D-044069,LONG,D,True,True,True,True,True,True,True,False,True,True,False,True
D-020392,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-001977,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-017396,LONG,D,True,False,True,True,True,True,True,False,True,False,False,True
D-028118,LONG,D,False,False,False,False,True,True,True,True,True,True,False,True
D-045365,LONG,D,False,False,True,True,True,True,True,True,True,True,False,True
D-003155,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-027304,LONG,D,True,True,True,True,True,False,True,False,True,True,False,True
D-005267,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-033712,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-037801,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-019091,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-039368,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-005505,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-014496,LONG,D,False,False,False,False,True,False,True,False,True,False,False,True
D-000658,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-016681,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-005926,LONG,D,True,False,True,False,True,False,True,False,True,False,False,True
D-028377,LONG,D,False,False,False,False,False,False,True,True,True,True,False,True
D-008529,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-020067,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-001488,SHORT,D,False,False,False,True,False,True,True,True,True,True,False,True
D-041656,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-022237,SHORT,D,False,True,True,True,True,False,True,False,True,False,False,True
D-010424,SHORT,D,True,False,True,True,True,True,True,False,True,False,False,True
D-019917,LONG,D,True,True,True,True,True,True,True,False,True,True,True,False
D-007822,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-042270,LONG,D,True,False,True,True,True,True,True,True,True,False,True,False
D-043809,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-032950,SHORT,D,False,True,True,False,True,False,True,False,True,False,False,True
D-046321,SHORT,D,True,False,True,False,True,False,True,True,True,True,True,False
D-044830,SHORT,D,True,False,True,False,True,True,True,True,True,True,False,True
D-045056,LONG,D,True,True,True,True,True,True,True,True,True,False,False,True
D-038796,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-027918,LONG,D,False,False,False,False,True,False,True,True,True,True,False,True
D-021790,LONG,D,False,False,True,True,True,False,True,False,True,False,False,True
D-026623,SHORT,D,False,True,False,True,True,False,True,False,True,False,False,True
D-009069,SHORT,D,True,False,True,True,True,False,True,False,True,False,False,True
D-031581,LONG,D,True,True,True,True,True,True,True,True,True,False,False,True
D-018491,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-015852,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-046467,LONG,D,True,False,True,False,True,False,True,True,True,True,False,True
D-041233,SHORT,D,True,True,True,True,True,False,True,False,True,True,False,True
D-012291,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-006883,SHORT,D,True,False,True,False,True,False,True,True,True,False,True,False
D-012959,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-000317,SHORT,D,False,True,True,True,True,True,True,True,True,True,False,True
D-017186,SHORT,D,True,True,True,True,True,True,True,True,True,True,False,True
D-014351,LONG,D,False,False,False,False,False,False,False,False,False,False,False,True
D-037226,SHORT,D,True,True,True,False,True,False,True,False,True,False,False,True
D-019490,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-025247,LONG,D,True,True,True,True,True,True,True,True,True,True,False,True
D-040443,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-001842,SHORT,D,False,True,False,True,False,True,False,True,True,False,False,True
D-007625,LONG,D,True,True,True,True,True,False,True,False,True,False,True,False
D-014321,LONG,D,True,True,True,True,True,True,True,True,True,False,True,False
D-046347,SHORT,D,False,True,False,True,False,True,True,False,True,True,False,True
D-027059,LONG,D,True,False,True,True,True,True,True,True,True,True,False,True
D-035538,LONG,D,True,True,True,True,True,True,True,True,True,True,True,False
D-018480,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-017543,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-025223,LONG,D,False,False,False,False,False,False,True,True,True,False,False,True
D-010990,SHORT,D,False,False,True,False,True,True,True,True,True,False,False,True
D-038954,LONG,D,True,False,True,True,True,False,True,False,True,False,False,True
D-014219,SHORT,D,True,False,True,False,True,False,True,False,True,False,True,False
D-041584,SHORT,D,False,True,False,True,False,True,True,False,True,False,False,True
D-038759,SHORT,D,True,False,True,False,True,False,True,False,True,False,False,True
D-012052,LONG,D,True,True,True,True,True,False,True,True,True,True,False,True
D-012582,LONG,D,True,True,True,True,True,False,True,False,True,True,True,False
D-023572,SHORT,D,False,True,False,True,False,True,False,True,False,True,False,True
D-017397,LONG,D,True,True,True,True,True,True,True,False,True,False,False,True
D-014577,LONG,D,True,False,True,False,True,False,True,False,True,False,True,False
D-024319,SHORT,D,False,True,False,False,True,False,True,False,True,False,False,True
