trade_id,signal_time,entry_time,entry_price,direction,initial_atr,stop_price,target_price,t5_time,mfe_at_t5_r,t5_result,exit_time,exit_bar,exit_price,exit_reason,gross_r,net_r,hold_minutes,entry_i,m0_gross,attribution
P60-000247,,2017-10-24 15:38:00-05:00,6075.5,SHORT,1.4821428571428572,6076.982142857143,6071.794642857143,22662.0,0.8433734939759036,FAIL,22662,22662,6075.25,T5_NO_PROGRESS,0.1686746987951807,0.16855533793437136,15,22647,2.5,KILLED_WINNER
P60-000711,,2017-12-04 15:03:00-06:00,6263.25,SHORT,4.125,6267.375,6252.9375,61471.0,0.7878787878787878,FAIL,61471,61471,6255.75,T5_NO_PROGRESS,1.8181818181818181,1.818065987294913,15,61456,2.5,KILLED_WINNER
P60-001443,,2018-02-08 13:34:00-06:00,6439.5,SHORT,10.910714285714286,6450.410714285715,6412.223214285715,123405.0,0.6873977086743044,FAIL,123405,123405,6437.25,T5_NO_PROGRESS,0.20621931260229132,0.20610653513778426,15,123390,2.5,KILLED_WINNER
P60-001619,,2018-02-27 02:35:00-06:00,6986.25,SHORT,2.875,6989.125,6979.0625,140246.0,0.34782608695652173,FAIL,140246,140246,6985.25,T5_NO_PROGRESS,0.34782608695652173,0.3477222689602091,15,140231,2.5,KILLED_WINNER
P60-001793,,2018-03-13 15:44:00-05:00,7072.75,SHORT,1.3928571428571428,7074.142857142857,7069.267857142857,154648.0,0.8974358974358975,FAIL,154648,154648,7070.75,T5_NO_PROGRESS,1.435897435897436,1.4357949096092917,15,154633,2.5,KILLED_WINNER
P60-001835,,2018-03-16 15:11:00-05:00,7044.5,SHORT,3.1964285714285716,7047.696428571428,7036.508928571428,158724.0,0.547486033519553,FAIL,158724,158724,7043.0,T5_NO_PROGRESS,0.4692737430167597,0.4691707791276665,15,158709,2.5,KILLED_WINNER
P60-002212,,2018-04-22 17:40:00-05:00,6696.25,SHORT,3.0,6699.25,6688.75,191530.0,0.75,FAIL,191530,191530,6695.5,T5_NO_PROGRESS,0.25,0.24989168191835057,15,191515,2.5,KILLED_WINNER
P60-002372,,2018-05-08 02:33:00-05:00,6826.0,SHORT,1.9464285714285714,6827.946428571428,6821.133928571428,207023.0,0.6422018348623854,FAIL,207023,207023,6826.75,T5_NO_PROGRESS,-0.3853211009174312,-0.38542734275630475,15,207008,2.5,KILLED_WINNER
P60-002453,,2018-05-15 13:58:00-05:00,6874.75,SHORT,4.607142857142857,6879.357142857143,6863.232142857143,214506.0,0.3798449612403101,FAIL,214506,214506,6871.5,T5_NO_PROGRESS,0.7054263565891473,0.7053208274880681,15,214491,2.5,KILLED_WINNER
P60-002488,,2018-05-18 02:31:00-05:00,6925.0,SHORT,3.7142857142857144,6928.714285714285,6915.714285714285,217893.0,0.8076923076923077,FAIL,217893,217893,6923.0,T5_NO_PROGRESS,0.5384615384615384,0.538356789137507,15,217878,2.5,KILLED_WINNER
P60-002503,,2018-05-21 00:06:00-05:00,6926.0,SHORT,0.5892857142857143,6926.589285714285,6924.526785714285,219102.0,0.8484848484848485,FAIL,219102,219102,6926.0,T5_NO_PROGRESS,-0.0,-0.0001046869319251308,15,219087,2.5,KILLED_WINNER
P60-002601,,2018-05-29 17:11:00-05:00,6944.75,LONG,1.4107142857142858,6943.339285714285,6948.276785714285,227969.0,0.8860759493670886,FAIL,227969,227969,6944.25,T5_NO_PROGRESS,-0.35443037974683544,-0.3545347963639942,15,227954,2.5,KILLED_WINNER
P60-003325,,2018-07-31 14:06:00-05:00,7251.0,SHORT,2.625,7253.625,7244.4375,288786.0,0.7619047619047619,FAIL,288786,288786,7248.25,T5_NO_PROGRESS,1.0476190476190477,1.0475190252002298,15,288771,2.5,KILLED_WINNER
P60-003738,,2018-09-04 19:13:00-05:00,7631.0,SHORT,1.4642857142857142,7632.464285714285,7627.339285714285,322849.0,0.853658536585366,FAIL,322849,322849,7630.5,T5_NO_PROGRESS,0.34146341463414637,0.34136838919260576,15,322834,2.5,KILLED_WINNER
P60-003879,,2018-09-18 19:58:00-05:00,7525.25,SHORT,1.125,7526.375,7522.4375,336519.0,0.8888888888888888,FAIL,336519,336519,7525.25,T5_NO_PROGRESS,-0.0,-9.635671921984284e-05,15,336504,2.5,KILLED_WINNER
P60-003931,,2018-09-21 15:38:00-05:00,7551.5,SHORT,1.9285714285714286,7553.428571428572,7546.678571428572,340407.0,0.9074074074074074,FAIL,340407,340407,7550.25,T5_NO_PROGRESS,0.6481481481481481,0.6480521162068837,15,340392,2.5,KILLED_WINNER
P60-004102,,2018-10-09 02:42:00-05:00,7380.5,SHORT,1.8214285714285714,7382.321428571428,7375.946428571428,355998.0,0.5490196078431373,FAIL,355998,355998,7379.5,T5_NO_PROGRESS,0.5490196078431373,0.5489213517674753,15,355983,2.5,KILLED_WINNER
P60-004179,,2018-10-16 04:02:00-05:00,7114.5,SHORT,2.4107142857142856,7116.910714285715,7108.473214285715,362903.0,0.725925925925926,FAIL,362903,362903,7115.75,T5_NO_PROGRESS,-0.5185185185185186,-0.5186204576212035,15,362888,2.5,KILLED_WINNER
P60-004381,,2018-11-04 21:14:00-06:00,6967.0,LONG,2.017857142857143,6964.982142857143,6972.044642857143,381604.0,0.9911504424778761,FAIL,381604,381604,6968.0,T5_NO_PROGRESS,0.49557522123893805,0.495471129084051,15,381589,2.5,KILLED_WINNER
P60-004763,,2018-12-10 19:51:00-06:00,6673.0,SHORT,4.821428571428571,6677.821428571428,6660.946428571428,416138.0,0.6222222222222222,FAIL,416138,416138,6670.0,T5_NO_PROGRESS,0.6222222222222222,0.6221134968795767,15,416123,2.5,KILLED_WINNER
P60-004910,,2018-12-21 02:31:00-06:00,6290.0,SHORT,5.125,6295.125,6277.1875,427457.0,0.43902439024390244,FAIL,427457,427457,6284.75,T5_NO_PROGRESS,1.024390243902439,1.0242748875906589,15,427442,2.5,KILLED_WINNER
P60-004978,,2018-12-31 00:05:00-06:00,6350.0,LONG,1.1071428571428572,6348.892857142857,6352.767857142857,433926.0,0.9032258064516129,FAIL,433926,433926,6350.0,T5_NO_PROGRESS,0.0,-0.00011419313828620289,15,433911,2.5,KILLED_WINNER
P60-005327,,2019-01-30 15:13:00-06:00,6833.5,LONG,9.267857142857142,6824.232142857143,6856.669642857143,463274.0,0.674373795761079,FAIL,463274,463274,6839.75,T5_NO_PROGRESS,0.674373795761079,0.6742675567022629,15,463259,2.5,KILLED_WINNER
P60-005686,,2019-03-01 15:05:00-06:00,7156.75,LONG,3.0357142857142856,7153.714285714285,7164.339285714285,492881.0,0.823529411764706,FAIL,492881,492881,7159.0,T5_NO_PROGRESS,0.7411764705882353,0.7410751246340856,15,492866,2.5,KILLED_WINNER
P60-005737,,2019-03-07 01:08:00-06:00,7088.75,SHORT,1.7142857142857142,7090.464285714285,7084.464285714285,497504.0,0.14583333333333334,FAIL,497504,497504,7088.0,T5_NO_PROGRESS,0.4375,0.4373977005296391,15,497489,2.5,KILLED_WINNER
P60-005837,,2019-03-17 17:12:00-05:00,7337.0,SHORT,1.9285714285714286,7338.928571428572,7332.178571428572,506578.0,0.9074074074074074,FAIL,506578,506578,7334.75,T5_NO_PROGRESS,1.1666666666666667,1.1665678264567165,15,506563,2.5,KILLED_WINNER
P60-006077,,2019-04-07 19:03:00-05:00,7610.75,SHORT,1.3035714285714286,7612.053571428572,7607.491071428572,527154.0,0.7671232876712328,FAIL,527154,527154,7610.25,T5_NO_PROGRESS,0.3835616438356164,0.38346636752257507,15,527139,2.5,KILLED_WINNER
P60-006214,,2019-04-22 19:15:00-05:00,7735.5,SHORT,1.5357142857142858,7737.035714285715,7731.660714285715,540805.0,0.6511627906976744,FAIL,540805,540805,7733.75,T5_NO_PROGRESS,1.1395348837209303,1.139441141369244,15,540790,2.5,KILLED_WINNER
P60-006782,,2019-06-12 17:46:00-05:00,7484.0,LONG,1.6428571428571428,7482.357142857143,7488.107142857143,590984.0,0.9130434782608696,FAIL,590984,590984,7484.0,T5_NO_PROGRESS,0.0,-9.68945996773362e-05,15,590969,2.5,KILLED_WINNER
P60-006942,,2019-06-26 15:02:00-05:00,7653.75,SHORT,3.8214285714285716,7657.571428571428,7644.196428571428,604514.0,0.7850467289719626,FAIL,604514,604514,7650.25,T5_NO_PROGRESS,0.9158878504672897,0.9157930783405659,15,604499,2.5,KILLED_WINNER
P60-007476,,2019-08-13 22:42:00-05:00,7732.25,LONG,2.8392857142857144,7729.410714285715,7739.348214285715,650852.0,0.9685534591194969,FAIL,650852,650852,7733.75,T5_NO_PROGRESS,0.5283018867924528,0.5282080892150178,15,650837,2.5,KILLED_WINNER
P60-007594,,2019-08-23 13:04:00-05:00,7500.5,SHORT,5.767857142857143,7506.267857142857,7486.080357142857,661268.0,0.5634674922600619,FAIL,661268,661268,7495.0,T5_NO_PROGRESS,0.9535603715170278,0.9534636369058127,15,661253,2.5,KILLED_WINNER
P60-007596,,2019-08-23 14:27:00-05:00,7483.0,SHORT,5.517857142857143,7488.517857142857,7469.205357142857,661351.0,0.7249190938511326,FAIL,661351,661351,7479.25,T5_NO_PROGRESS,0.6796116504854368,0.6795146927146059,15,661336,2.5,KILLED_WINNER
P60-007684,,2019-08-30 07:53:00-05:00,7755.25,SHORT,2.1785714285714284,7757.428571428572,7749.803571428572,667781.0,0.918032786885246,FAIL,667781,667781,7754.5,T5_NO_PROGRESS,0.34426229508196726,0.3441687837546592,15,667766,2.5,KILLED_WINNER
P60-007802,,2019-09-11 15:03:00-05:00,7888.75,LONG,4.892857142857143,7883.857142857143,7900.982142857143,678904.0,0.5620437956204379,FAIL,678904,678904,7889.0,T5_NO_PROGRESS,0.0510948905109489,0.05100293044789057,15,678889,2.5,KILLED_WINNER
P60-007972,,2019-09-27 11:25:00-05:00,7738.75,SHORT,7.125,7745.875,7720.9375,695063.0,0.7017543859649122,FAIL,695063,695063,7740.5,T5_NO_PROGRESS,-0.24561403508771928,-0.24570780580215512,15,695048,2.5,KILLED_WINNER
P60-008091,,2019-10-08 14:05:00-05:00,7666.75,SHORT,15.267857142857142,7682.017857142857,7628.580357142857,704778.0,0.4584795321637427,FAIL,704778,704778,7675.75,T5_NO_PROGRESS,-0.5894736842105264,-0.5895684370945381,15,704763,2.5,KILLED_WINNER
P60-008152,,2019-10-14 04:25:00-05:00,7829.75,SHORT,5.5,7835.25,7816.0,709658.0,0.9545454545454546,FAIL,709658,709658,7816.75,T5_NO_PROGRESS,2.3636363636363638,2.363543702997964,15,709643,2.5,KILLED_WINNER
P60-008379,,2019-10-31 04:13:00-05:00,8103.75,SHORT,7.839285714285714,8111.589285714285,8084.151785714285,727380.0,0.8610478359908884,FAIL,727380,727380,8099.0,T5_NO_PROGRESS,0.6059225512528473,0.6058329998699843,15,727365,2.5,KILLED_WINNER
P60-008429,,2019-11-04 17:08:00-06:00,8216.25,SHORT,1.6785714285714286,8217.92857142857,8212.05357142857,730808.0,0.7446808510638298,FAIL,730808,730808,8214.5,T5_NO_PROGRESS,1.0425531914893618,1.042464933689633,15,730793,2.5,KILLED_WINNER
P60-008697,,2019-11-28 17:06:00-06:00,8446.5,LONG,1.625,8444.875,8450.5625,755144.0,0.3076923076923077,FAIL,755144,755144,8446.75,T5_NO_PROGRESS,0.15384615384615385,0.15376030296026152,15,755129,2.5,KILLED_WINNER
P60-008868,,2019-12-15 17:11:00-06:00,8507.75,LONG,2.5535714285714284,8505.19642857143,8514.13392857143,769949.0,0.7832167832167832,FAIL,769949,769949,8509.5,T5_NO_PROGRESS,0.6853146853146853,0.6852294433092726,15,769934,2.5,KILLED_WINNER
P60-008927,,2019-12-19 12:17:00-06:00,8653.5,LONG,1.25,8652.25,8656.625,775186.0,0.6,FAIL,775186,775186,8654.0,T5_NO_PROGRESS,0.4,0.39991620676702594,15,775171,2.5,KILLED_WINNER
P60-009133,,2020-01-14 01:27:00-06:00,9078.0,SHORT,1.6071428571428572,9079.607142857143,9073.982142857143,796138.0,0.7777777777777778,FAIL,796138,796138,9076.75,T5_NO_PROGRESS,0.7777777777777778,0.7776979002304514,15,796123,2.5,KILLED_WINNER
P60-009158,,2020-01-15 12:36:00-06:00,9061.25,SHORT,4.178571428571429,9065.42857142857,9050.80357142857,798172.0,0.5384615384615384,FAIL,798172,798172,9056.75,T5_NO_PROGRESS,1.0769230769230769,1.0768430289731719,15,798157,2.5,KILLED_WINNER
P60-009337,,2020-01-31 14:11:00-06:00,9003.0,SHORT,8.160714285714286,9011.160714285714,8982.598214285714,814414.0,0.3063457330415755,FAIL,814414,814414,8998.0,T5_NO_PROGRESS,0.612691466083151,0.6126108643095148,15,814399,2.5,KILLED_WINNER
P60-009424,,2020-02-10 03:25:00-06:00,9414.0,SHORT,2.875,9416.875,9406.8125,821958.0,0.5217391304347826,FAIL,821958,821958,9411.5,T5_NO_PROGRESS,0.8695652173913043,0.8694881809052306,15,821943,2.5,KILLED_WINNER
P60-009499,,2020-02-17 06:48:00-06:00,9667.5,SHORT,1.6428571428571428,9669.142857142857,9663.392857142857,828985.0,0.0,FAIL,828985,828985,9667.75,T5_NO_PROGRESS,-0.15217391304347827,-0.15224891932479248,15,828970,2.5,KILLED_WINNER
P60-009693,,2020-03-08 17:07:00-05:00,8219.5,SHORT,36.982142857142854,8256.482142857143,8127.044642857143,848414.0,0.7165620473201353,FAIL,848414,848414,8200.75,T5_NO_PROGRESS,0.5070014485755674,0.5069128450414648,15,848399,2.5,KILLED_WINNER
P60-009721,,2020-03-10 21:45:00-05:00,8162.0,SHORT,10.196428571428571,8172.196428571428,8136.508928571428,851167.0,0.6129597197898424,FAIL,851167,851167,8149.0,T5_NO_PROGRESS,1.274956217162872,1.2748672797892409,15,851152,2.5,KILLED_WINNER
P60-009760,,2020-03-13 09:39:00-05:00,7540.0,SHORT,28.482142857142858,7568.482142857143,7468.794642857143,854502.0,0.7021943573667712,FAIL,854502,854502,7513.5,T5_NO_PROGRESS,0.9304075235109718,0.9303110050690552,15,854487,2.5,KILLED_WINNER
P60-009952,,2020-04-03 01:05:00-05:00,7548.0,SHORT,6.696428571428571,7554.696428571428,7531.258928571428,872882.0,0.18666666666666668,FAIL,872882,872882,7542.75,T5_NO_PROGRESS,0.784,0.7839038627747666,15,872867,2.5,KILLED_WINNER
P60-010632,,2020-06-05 04:31:00-05:00,9668.25,SHORT,3.7142857142857144,9671.964285714286,9658.964285714286,932922.0,0.875,FAIL,932922,932922,9663.0,T5_NO_PROGRESS,1.4134615384615383,1.4133865219246415,15,932907,2.5,KILLED_WINNER
P60-010689,,2020-06-10 14:11:00-05:00,10121.0,LONG,13.178571428571429,10107.82142857143,10153.94642857143,937597.0,0.6829268292682926,FAIL,937597,937597,10114.25,T5_NO_PROGRESS,-0.5121951219512195,-0.5122668485844137,15,937582,2.5,KILLED_WINNER
P60-010749,,2020-06-16 13:37:00-05:00,9949.25,SHORT,11.482142857142858,9960.732142857143,9920.544642857143,943023.0,0.9797822706065319,FAIL,943023,943023,9945.5,T5_NO_PROGRESS,0.3265940902021773,0.32652113619374984,15,943008,2.5,KILLED_WINNER
P60-010868,,2020-06-26 08:43:00-05:00,10016.75,SHORT,17.035714285714285,10033.785714285714,9974.160714285714,953646.0,0.4255765199161426,FAIL,953646,953646,10015.75,T5_NO_PROGRESS,0.05870020964360587,0.05862770757211812,15,953631,2.5,KILLED_WINNER
P60-010946,,2020-07-05 17:07:00-05:00,10379.5,LONG,6.892857142857143,10372.607142857143,10396.732142857143,960557.0,0.544041450777202,FAIL,960557,960557,10379.5,T5_NO_PROGRESS,0.0,-6.989563858101524e-05,15,960542,2.5,KILLED_WINNER
P60-011052,,2020-07-16 01:32:00-05:00,10593.5,SHORT,3.5714285714285716,10597.07142857143,10584.57142857143,971982.0,0.98,FAIL,971982,971982,10591.75,T5_NO_PROGRESS,0.49,0.48993153872614814,15,971967,2.5,KILLED_WINNER
P60-011183,,2020-07-29 13:11:00-05:00,10636.0,LONG,12.75,10623.25,10667.875,984966.0,0.49019607843137253,FAIL,984966,984966,10637.25,T5_NO_PROGRESS,0.09803921568627451,0.09797096915155114,15,984951,2.5,KILLED_WINNER
P60-011248,,2020-08-04 19:05:00-05:00,11068.25,SHORT,3.142857142857143,11071.392857142857,11060.392857142857,990704.0,0.7159090909090909,FAIL,990704,990704,11064.25,T5_NO_PROGRESS,1.2727272727272727,1.2726617514457668,15,990689,2.5,KILLED_WINNER
P60-011433,,2020-08-19 14:20:00-05:00,11352.25,SHORT,8.160714285714286,11360.410714285714,11331.848214285714,1005505.0,0.9190371991247264,FAIL,1005505,1005505,11342.5,T5_NO_PROGRESS,1.1947483588621444,1.1946844489279276,15,1005490,2.5,KILLED_WINNER
P60-011444,,2020-08-20 15:33:00-05:00,11482.0,LONG,4.821428571428571,11477.17857142857,11494.05357142857,1006928.0,0.7777777777777778,FAIL,1006928,1006928,11483.25,T5_NO_PROGRESS,0.2592592592592593,0.2591960904242109,15,1006913,2.5,KILLED_WINNER
P60-011579,,2020-09-01 23:32:00-05:00,12378.0,SHORT,2.2857142857142856,12380.285714285714,12372.285714285714,1018266.0,0.65625,FAIL,1018266,1018266,12376.25,T5_NO_PROGRESS,0.765625,0.7655664175227981,15,1018251,2.5,KILLED_WINNER
P60-011663,,2020-09-09 20:02:00-05:00,11388.75,SHORT,6.482142857142857,11395.232142857143,11372.544642857143,1026021.0,0.9256198347107438,FAIL,1026021,1026021,11382.75,T5_NO_PROGRESS,0.9256198347107438,0.9255561391441749,15,1026006,2.5,KILLED_WINNER
P60-011753,,2020-09-18 02:36:00-05:00,11097.0,SHORT,8.696428571428571,11105.69642857143,11075.25892857143,1034601.0,0.8624229979466119,FAIL,1034601,1034601,11086.0,T5_NO_PROGRESS,1.264887063655031,1.2648216794422584,15,1034586,2.5,KILLED_WINNER
P60-012316,,2020-11-05 17:03:00-06:00,12075.5,SHORT,6.821428571428571,12082.32142857143,12058.44642857143,1081801.0,0.5130890052356021,FAIL,1081801,1081801,12074.75,T5_NO_PROGRESS,0.1099476439790576,0.10988757112222335,15,1081786,2.5,KILLED_WINNER
P60-012465,,2020-11-18 18:09:00-06:00,11881.25,SHORT,5.357142857142857,11886.607142857143,11867.857142857143,1094151.0,0.3266666666666667,FAIL,1094151,1094151,11881.75,T5_NO_PROGRESS,-0.09333333333333334,-0.09339438137483398,15,1094136,2.5,KILLED_WINNER
