signal_id,direction,entry_timestamp,mfe_1,mae_1,mfe_2,mae_2,mfe_3,mae_3,mfe_6,mae_6,mfe_12,mae_12,mfe_18,mae_18,mfe_24,mae_24,mfe_36,mae_36,mfe_r,mae_r,bars_to_mfe,bars_to_mae,p_0.25R_before_0.25R,p_0.25R_before_0.5R,p_0.25R_before_0.75R,p_0.25R_before_1.0R,p_0.5R_before_0.25R,p_0.5R_before_0.5R,p_0.5R_before_0.75R,p_0.5R_before_1.0R,p_0.75R_before_0.25R,p_0.75R_before_0.5R,p_0.75R_before_0.75R,p_0.75R_before_1.0R,p_1.0R_before_0.25R,p_1.0R_before_0.5R,p_1.0R_before_0.75R,p_1.0R_before_1.0R,p_1.25R_before_0.25R,p_1.25R_before_0.5R,p_1.25R_before_0.75R,p_1.25R_before_1.0R,p_1.5R_before_0.25R,p_1.5R_before_0.5R,p_1.5R_before_0.75R,p_1.5R_before_1.0R,p_2.0R_before_0.25R,p_2.0R_before_0.5R,p_2.0R_before_0.75R,p_2.0R_before_1.0R,p_2.5R_before_0.25R,p_2.5R_before_0.5R,p_2.5R_before_0.75R,p_2.5R_before_1.0R,p_3.0R_before_0.25R,p_3.0R_before_0.5R,p_3.0R_before_0.75R,p_3.0R_before_1.0R
1582,Long,2023-02-01 12:30:00-06:00,0.07326946572980318,0.6716367691898625,0.07326946572980318,0.6960599244331301,0.07326946572980318,1.4653893145960635,0.5006746824869883,3.846646950814667,2.6010660334080127,4.689245806707404,11.955134491579551,4.689245806707404,14.788220499798609,4.689245806707404,18.231885389099357,4.689245806707404,18.231885389099357,4.689245806707404,36.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1583,Long,2023-02-01 14:35:00-06:00,0.276984984736855,0.362474177556872,0.276984984736855,0.7762418708057541,0.276984984736855,1.3370509757050655,0.276984984736855,1.3951836268226772,0.3898307192592774,1.3951836268226772,0.800178844795359,1.3951836268226772,0.8719897667641732,1.3951836268226772,0.8719897667641732,1.3951836268226772,0.8719897667641732,1.3951836268226772,24.0,6.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1584,Short,2023-02-02 01:20:00-06:00,0.02584211484327443,1.0336845937309773,1.1887372827906237,1.0336845937309773,1.266263627320447,1.0336845937309773,1.3954742015368193,1.0336845937309773,1.3954742015368193,2.6100535991707177,1.3954742015368193,8.217792520161268,1.3954742015368193,8.786319046713306,1.3954742015368193,8.786319046713306,1.3954742015368193,8.786319046713306,6.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1585,Long,2023-02-02 06:30:00-06:00,0.10996839260326043,0.7972708463736381,0.1512065398294831,0.9347313371277136,0.4123814722622266,0.9347313371277136,1.3196207112391252,0.9347313371277136,2.7492098150815107,0.9347313371277136,4.563688293035308,0.9347313371277136,7.821501923906898,0.9347313371277136,11.505443076116123,0.9347313371277136,11.505443076116123,0.9347313371277136,36.0,2.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1586,Long,2023-02-02 09:30:00-06:00,0.2333690491719925,0.1143032077577106,0.5000765339399839,0.1143032077577106,0.5000765339399839,0.1143032077577106,0.690581880202835,0.1143032077577106,0.9287135630313986,0.18098007894970847,0.9287135630313986,0.18098007894970847,0.9287135630313986,0.3667227915559882,1.6859723144262315,0.3667227915559882,1.6859723144262315,0.3667227915559882,36.0,24.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1587,Short,2023-02-02 15:30:00-06:00,0.07462714566700096,0.46723082504557123,0.07462714566700096,0.46723082504557123,0.07462714566700096,0.46723082504557123,0.07462714566700096,1.4016924751367137,0.07462714566700096,1.4016924751367137,0.07462714566700096,1.4016924751367137,0.07462714566700096,1.4016924751367137,0.07462714566700096,1.4016924751367137,0.07462714566700096,1.4016924751367137,1.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1588,Long,2023-02-03 09:15:00-06:00,0.7865359095919319,0.06886719945735809,0.8372801618236694,0.06886719945735809,0.8372801618236694,0.26097044004893594,1.18161615911046,0.26097044004893594,1.18161615911046,0.26097044004893594,1.4752079041655128,0.26097044004893594,1.4752079041655128,0.26097044004893594,1.4752079041655128,1.4969554408362575,1.4752079041655128,1.4969554408362575,18.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1589,Long,2023-02-03 10:30:00-06:00,0.15049179499232349,0.7997563962449191,0.15049179499232349,0.8341545208145931,0.15049179499232349,1.238332484508262,0.15049179499232349,1.8016017743366728,0.15049179499232349,1.8016017743366728,0.15049179499232349,2.7303511377178693,0.15049179499232349,3.6247023765293918,0.15049179499232349,4.3341636957789165,0.15049179499232349,4.3341636957789165,1.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1590,Short,2023-02-03 11:55:00-06:00,0.3392003934339975,0.1385466395716328,0.8694996000702472,0.1385466395716328,1.055820942942443,0.1385466395716328,1.055820942942443,0.1385466395716328,2.1211968265449985,0.1385466395716328,2.1211968265449985,0.1385466395716328,2.4269549276686018,0.1385466395716328,2.8617047277037253,0.1385466395716328,2.8617047277037253,0.1385466395716328,36.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
1591,Long,2023-02-07 01:25:00-06:00,0.08612423065932699,0.7464099990475006,0.08612423065932699,0.8038261528203853,0.08612423065932699,1.4928199980950012,0.08612423065932699,2.4114784584611555,0.08612423065932699,7.9808453744309675,0.08612423065932699,7.9808453744309675,3.1004723037357715,7.9808453744309675,3.2727207650544257,7.9808453744309675,3.2727207650544257,7.9808453744309675,36.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1592,Short,2023-02-07 01:45:00-06:00,0.3975831186605136,0.4240886599045478,0.6361329898568218,0.45059420114858206,0.9276939435411984,0.45059420114858206,5.778207991199464,0.45059420114858206,5.778207991199464,0.45059420114858206,5.778207991199464,3.7902923978968963,5.778207991199464,4.611964176461957,5.778207991199464,4.611964176461957,5.778207991199464,4.611964176461957,6.0,24.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
1593,Long,2023-02-07 03:10:00-06:00,0.20541682463330363,0.241666852509769,0.5075003902705149,0.241666852509769,0.5075003902705149,0.241666852509769,0.5800004460234456,0.241666852509769,0.5800004460234456,0.7129172149038185,0.5800004460234456,0.7129172149038185,0.5800004460234456,1.7520846806958252,0.5800004460234456,1.8245847364487557,0.5800004460234456,1.8245847364487557,6.0,36.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1594,Long,2023-02-07 14:50:00-06:00,0.00971691003187846,1.0397093734109952,0.00971691003187846,1.4575365047817692,0.00971691003187846,1.729609985674366,0.00971691003187846,1.855929816088786,0.00971691003187846,1.855929816088786,0.00971691003187846,1.855929816088786,0.00971691003187846,1.855929816088786,0.00971691003187846,1.855929816088786,0.00971691003187846,1.855929816088786,1.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1595,Long,2023-02-07 23:45:00-06:00,0.9892798986436223,0.1454823380358268,1.6584986536084256,0.1454823380358268,1.6584986536084256,0.1454823380358268,1.6584986536084256,0.1454823380358268,1.6584986536084256,2.00765626489441,1.6584986536084256,4.626338349539292,1.6584986536084256,4.626338349539292,1.6584986536084256,8.990808490614096,1.6584986536084256,8.990808490614096,2.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1596,Long,2023-02-09 07:30:00-06:00,0.1493583088140503,0.9776180213283292,0.16293633688805487,0.9776180213283292,0.5566991510341874,0.9776180213283292,0.9776180213283292,0.9776180213283292,1.5886292846585348,1.0590861897723567,1.5886292846585348,3.5302872992411887,1.5886292846585348,4.725153769753591,1.5886292846585348,7.372869244184483,1.5886292846585348,7.372869244184483,12.0,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1597,Short,2023-02-09 10:00:00-06:00,0.4195962948147765,0.37763666533329887,0.4195962948147765,0.4982706000925471,0.4195962948147765,0.4982706000925471,0.8496824969999224,0.4982706000925471,0.9860512928147248,0.4982706000925471,1.2640338381295142,0.4982706000925471,2.1923906404072073,0.4982706000925471,2.3759640193886717,0.4982706000925471,2.3759640193886717,0.4982706000925471,36.0,2.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False
1598,Short,2023-02-09 14:00:00-06:00,0.14511856109259588,0.7255928054629794,0.14511856109259588,0.7255928054629794,0.14511856109259588,0.7255928054629794,1.4650064262681108,0.7255928054629794,1.6515874333871627,1.0020091123060193,1.6515874333871627,1.0020091123060193,1.6515874333871627,1.0020091123060193,1.6515874333871627,1.0020091123060193,1.6515874333871627,1.0020091123060193,12.0,12.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1599,Short,2023-02-09 18:00:00-06:00,0.16038768748626517,0.3876035780918075,0.16038768748626517,0.41433485933951836,0.4277004999633738,0.41433485933951836,1.149445093651567,0.41433485933951836,1.149445093651567,0.41433485933951836,1.149445093651567,0.41433485933951836,1.149445093651567,0.41433485933951836,1.9380178904590375,0.41433485933951836,1.9380178904590375,0.41433485933951836,36.0,2.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1600,Long,2023-02-10 02:10:00-06:00,0.775763987372683,0.11082342676752614,0.8074278235919762,0.22164685353505229,1.0132427590173818,0.22164685353505229,1.0132427590173818,0.22164685353505229,1.0132427590173818,1.5831918109646592,1.0132427590173818,3.0080644408328525,1.0132427590173818,6.9977078044637935,1.0132427590173818,9.673301964994067,1.0132427590173818,9.673301964994067,3.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1601,Short,2023-02-10 03:15:00-06:00,-0.025943003770994885,0.8042331169008414,0.2983445433664412,0.8042331169008414,0.38914505656492326,0.8042331169008414,2.516471365786504,0.8042331169008414,4.682712180664577,0.8042331169008414,5.01997122968751,0.8042331169008414,6.265235410695265,0.8042331169008414,6.550608452176208,0.8042331169008414,6.550608452176208,0.8042331169008414,36.0,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1602,Long,2023-02-10 14:45:00-06:00,0.33143600416805286,0.7152040089942194,0.4186560052649089,0.7152040089942194,0.4186560052649089,0.7152040089942194,0.4186560052649089,0.7152040089942194,0.4186560052649089,0.7152040089942194,0.5407640068005073,1.491462018756238,0.5407640068005073,1.9973380251180028,0.5407640068005073,2.1194460266536015,0.5407640068005073,2.1194460266536015,18.0,36.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1603,Long,2023-02-12 18:45:00-06:00,0.10153173119801663,0.18614150719636383,0.10153173119801663,0.23690737279537213,0.10153173119801663,0.3384391039933888,0.10153173119801663,3.062873891140168,0.10153173119801663,3.31670321913521,0.10153173119801663,3.31670321913521,0.10153173119801663,3.31670321913521,0.10153173119801663,3.31670321913521,0.10153173119801663,3.31670321913521,1.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1604,Long,2023-02-13 21:45:00-06:00,0.21842459718789559,0.31203513883985085,0.21842459718789559,0.4056456804918061,0.3432386527238359,0.5616632499117316,0.3432386527238359,0.6240702776797017,1.2793440692433884,0.6240702776797017,1.2793440692433884,0.6240702776797017,1.2793440692433884,0.6864773054476718,1.7473967775031647,0.9361054165195525,1.7473967775031647,0.9361054165195525,36.0,36.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1605,Long,2023-02-14 00:20:00-06:00,0.46085287404735786,0.16459031215977066,0.46085287404735786,0.3291806243195413,0.757115435934945,0.3291806243195413,0.757115435934945,0.3620986867514955,1.3825586221420736,0.5596070613432202,3.522232680219092,0.5596070613432202,3.6539049299469086,0.5596070613432202,5.859415112887835,1.020459935390578,5.859415112887835,1.020459935390578,36.0,36.0,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
1606,Long,2023-02-14 03:00:00-06:00,0.06954697038219622,1.307483043185289,0.06954697038219622,1.6969460773255878,0.06954697038219622,1.766493047707784,0.06954697038219622,1.766493047707784,0.1251845466879532,1.766493047707784,1.029295161656504,1.766493047707784,1.8082212299371019,1.766493047707784,1.9055869884721766,1.766493047707784,1.9055869884721766,1.766493047707784,36.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1607,Long,2023-02-14 07:30:00-06:00,0.3894805595197363,2.228057906664374,0.3894805595197363,3.20748696075077,0.3894805595197363,3.20748696075077,0.3894805595197363,3.20748696075077,0.3894805595197363,5.160617413636507,0.6472250474372089,5.160617413636507,1.3230883713096926,5.160617413636507,1.3230883713096926,5.160617413636507,1.3230883713096926,5.160617413636507,24.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1608,Long,2023-02-14 12:00:00-06:00,0.5267980657516799,0.019511039472284438,0.5267980657516799,0.19023263485477326,0.8731190163847287,0.19023263485477326,0.8731190163847287,0.19023263485477326,0.8731190163847287,0.4487539078625421,0.8731190163847287,0.8292191775720886,1.1950511676774218,0.8292191775720886,1.7072159538248883,0.8292191775720886,1.7072159538248883,0.8292191775720886,36.0,18.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1609,Long,2023-02-14 13:30:00-06:00,0.3481976849245909,0.05803294748743182,0.3481976849245909,0.05803294748743182,0.3481976849245909,0.05803294748743182,0.49328005364317046,0.1624922529648091,0.5919360643718046,0.5919360643718046,1.1026260022612047,0.5919360643718046,1.1026260022612047,0.5919360643718046,1.1026260022612047,0.5919360643718046,1.1026260022612047,0.5919360643718046,18.0,12.0,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1610,Long,2023-02-14 14:35:00-06:00,0.36882808767997616,0.19526192877175208,0.36882808767997616,0.19526192877175208,0.36882808767997616,0.3399003945286055,0.593017709603099,1.1715715726305125,0.593017709603099,1.1715715726305125,0.593017709603099,1.1715715726305125,0.593017709603099,1.1715715726305125,0.593017709603099,1.663342356203814,0.593017709603099,1.663342356203814,6.0,36.0,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1611,Long,2023-02-14 22:35:00-06:00,0.11862971228782435,0.38554656493542916,0.11862971228782435,0.5041762772232535,0.14828714035978044,0.5041762772232535,0.68212084565499,0.7414357017989022,0.68212084565499,1.690473400101497,0.68212084565499,1.7497882562454092,0.68212084565499,4.211354786217765,0.68212084565499,4.211354786217765,0.68212084565499,4.211354786217765,6.0,24.0,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1612,Short,2023-02-15 04:00:00-06:00,0.17857472271437583,0.32468131402613787,0.17857472271437583,0.32468131402613787,0.17857472271437583,0.454553839636593,0.38961757683136544,0.454553839636593,0.42208570823397923,1.0389802048836412,0.42208570823397923,1.0389802048836412,0.42208570823397923,1.1363845990914825,0.42208570823397923,3.4253878629757546,0.42208570823397923,3.4253878629757546,12.0,36.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1613,Long,2023-02-15 12:40:00-06:00,0.1444722274969402,0.12747549485024134,0.17846569279033786,0.26344935602383207,0.1869640591136873,0.26344935602383207,1.3172467801191605,0.26344935602383207,1.368236978059257,0.26344935602383207,1.4872141065861488,0.26344935602383207,1.4872141065861488,0.3909248508740734,2.676985391855068,0.3909248508740734,2.676985391855068,0.3909248508740734,36.0,24.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False
1614,Long,2023-02-15 14:55:00-06:00,0.27150324469851606,0.35032676735292395,0.7882352265440788,0.35032676735292395,0.7882352265440788,0.35032676735292395,0.7882352265440788,0.35032676735292395,0.7882352265440788,0.35032676735292395,0.7882352265440788,0.35032676735292395,0.7882352265440788,0.35032676735292395,1.2524181932867031,0.35032676735292395,1.2524181932867031,0.35032676735292395,36.0,1.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1615,Short,2023-02-15 22:10:00-06:00,0.272249848144141,0.23821861712612336,0.272249848144141,0.37434354119819385,0.272249848144141,0.8167495444324229,0.272249848144141,0.8167495444324229,0.272249848144141,0.8507807754504405,1.259155547666652,0.8507807754504405,1.9397801680270044,0.8507807754504405,3.9816540291080615,0.8507807754504405,3.9816540291080615,0.8507807754504405,36.0,12.0,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1616,Short,2023-02-16 02:05:00-06:00,0.5301378943441917,0.7952068415162875,0.5301378943441917,1.5700237640193369,0.5301378943441917,1.5700237640193369,0.5301378943441917,1.5700237640193369,0.9787161126354307,1.5700237640193369,0.9787161126354307,1.5700237640193369,2.202111253429719,1.5700237640193369,2.324450767509148,1.5700237640193369,2.324450767509148,1.5700237640193369,36.0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1617,Long,2023-02-16 19:10:00-06:00,0.6018277562977662,-0.02006092520992554,0.6820714571374683,-0.02006092520992554,0.6820714571374683,-0.02006092520992554,0.6820714571374683,0.4012185041985108,0.6820714571374683,2.2067017730918095,0.6820714571374683,2.2067017730918095,0.6820714571374683,2.6279812025002456,0.6820714571374683,2.6279812025002456,0.6820714571374683,2.6279812025002456,2.0,24.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1618,Short,2023-02-17 08:40:00-06:00,1.2367593233132899,0.01627314899096434,1.716817218546738,0.01627314899096434,1.7493635165286667,0.01627314899096434,1.7493635165286667,0.6590625341340558,1.7493635165286667,1.91209500643831,1.7493635165286667,1.91209500643831,2.4409723486446513,1.91209500643831,2.4409723486446513,1.91209500643831,2.4409723486446513,1.91209500643831,24.0,12.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1619,Short,2023-02-17 10:20:00-06:00,0.19068018429172212,0.23373700009953036,0.5043798423200392,0.23373700009953036,0.5043798423200392,0.2952467369678278,0.5043798423200392,0.8057775529746967,0.5043798423200392,1.2855535005474168,0.7319658687327397,1.2855535005474168,0.7319658687327397,1.2855535005474168,0.7319658687327397,1.4946866058996282,0.7319658687327397,1.4946866058996282,18.0,36.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1620,Short,2023-02-17 11:50:00-06:00,0.1088084057951985,0.5284979710052499,0.1088084057951985,0.5518140579613638,0.1088084057951985,1.0025917391129004,0.1088084057951985,1.4922295651912938,0.1088084057951985,1.4922295651912938,0.1088084057951985,2.658033912996992,0.1088084057951985,3.6062214492122933,0.1088084057951985,4.259071883983484,0.1088084057951985,4.259071883983484,1.0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1621,Long,2023-02-17 13:00:00-06:00,0.32619486564486583,0.061712542149028674,0.32619486564486583,0.625941498940148,0.32619486564486583,0.6523897312897317,1.4899170890265494,0.6523897312897317,2.979834178053099,0.6523897312897317,2.979834178053099,0.6523897312897317,2.979834178053099,0.6523897312897317,2.979834178053099,0.6523897312897317,2.979834178053099,0.6523897312897317,12.0,3.0,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False
1622,Short,2023-02-20 11:55:00-06:00,0.6356124611715772,0.7945155764644715,0.6356124611715772,1.2394442992845756,0.6356124611715772,1.2394442992845756,0.6356124611715772,1.557250529870364,0.6356124611715772,1.557250529870364,1.2712249223431544,1.6208117759875218,2.892036698330676,1.6208117759875218,4.195042243732409,1.6208117759875218,4.195042243732409,1.6208117759875218,36.0,18.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1623,Short,2023-02-20 18:10:00-06:00,0.29828888641026546,0.4881090868531617,0.29828888641026546,0.8135151447552694,0.29828888641026546,0.8135151447552694,0.29828888641026546,0.8135151447552694,2.8473030066434433,0.8135151447552694,2.8473030066434433,0.8135151447552694,2.8473030066434433,0.8135151447552694,2.8473030066434433,0.8135151447552694,2.8473030066434433,0.8135151447552694,12.0,2.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1624,Short,2023-02-20 21:10:00-06:00,-0.0542099352695555,0.8131490290433325,-0.0542099352695555,0.9215688995824435,-0.0542099352695555,0.975778834851999,-0.0542099352695555,0.975778834851999,-0.0542099352695555,1.0299887701215544,-0.0542099352695555,1.0299887701215544,-0.0542099352695555,2.0870825078778865,0.08131490290433326,2.0870825078778865,0.08131490290433326,2.0870825078778865,36.0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1625,Short,2023-02-21 01:05:00-06:00,0.07830102530171296,0.8613112783188425,0.6264082024137037,0.8613112783188425,0.6264082024137037,0.8613112783188425,0.6264082024137037,0.8613112783188425,1.278916746594645,0.8613112783188425,4.880763910473441,0.8613112783188425,10.33573533982611,0.8613112783188425,10.33573533982611,0.8613112783188425,10.33573533982611,0.8613112783188425,24.0,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1626,Short,2023-02-21 06:05:00-06:00,0.17165675442964187,0.2772916802324984,0.17165675442964187,0.34331350885928374,0.3697222403099979,0.34331350885928374,0.5017658975635686,0.7922619435214241,0.5017658975635686,0.9111012350496377,0.9243056007749947,0.9111012350496377,1.1223710866553507,0.9111012350496377,2.548442584993914,1.6637500813949906,2.548442584993914,1.6637500813949906,36.0,36.0,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1627,Long,2023-02-21 08:35:00-06:00,1.0007969467452742,0.16292043319109115,1.0589828157420926,1.0240712943440016,1.0589828157420926,1.8968593292962757,1.0589828157420926,2.653275626254913,1.0589828157420926,4.0148249607804605,1.0589828157420926,4.387214522360098,1.0589828157420926,5.6323921188920085,1.0589828157420926,5.865135594879281,1.0589828157420926,5.865135594879281,2.0,36.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1628,Short,2023-02-21 12:30:00-06:00,0.021986115100159787,0.28581949630207726,0.12092363305087883,0.4287292444531159,0.12092363305087883,0.7145487407551931,0.4067431293529561,0.7145487407551931,1.2642016182591878,0.7145487407551931,1.2642016182591878,0.7145487407551931,1.4730697117107059,0.7145487407551931,1.978750359014381,0.7145487407551931,1.978750359014381,0.7145487407551931,36.0,3.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1629,Short,2023-02-21 14:50:00-06:00,0.4896848379161143,0.3231919930246354,0.4896848379161143,0.5386533217077257,0.4896848379161143,0.617002895774304,0.4896848379161143,0.617002895774304,0.4896848379161143,0.617002895774304,0.4896848379161143,0.617002895774304,0.4896848379161143,0.617002895774304,0.4896848379161143,0.8128768309407497,0.4896848379161143,0.8128768309407497,1.0,36.0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1630,Short,2023-02-22 02:25:00-06:00,0.5607353280326736,0.5910453457641694,0.5607353280326736,0.5910453457641694,1.9246861259499877,0.5910453457641694,2.030771188010223,0.5910453457641694,2.030771188010223,1.1972457003940868,2.030771188010223,1.4094158245145578,2.030771188010223,1.4094158245145578,2.030771188010223,1.4094158245145578,2.030771188010223,1.4094158245145578,6.0,18.0,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False
1631,Short,2023-02-22 05:30:00-06:00,0.6842420777735021,0.3010665142203409,0.6842420777735021,0.3010665142203409,0.6842420777735021,0.3010665142203409,0.6842420777735021,1.5053325711017045,0.6842420777735021,4.091767625085542,0.6842420777735021,4.789694544414514,0.6842420777735021,4.789694544414514,0.6842420777735021,4.789694544414514,0.6842420777735021,4.789694544414514,1.0,18.0,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1632,Long,2023-02-22 08:35:00-06:00,0.6702747465973196,0.3748994345374838,1.1928618371647213,0.3748994345374838,1.1928618371647213,0.6361929798211846,1.1928618371647213,2.908310764896844,1.1928618371647213,5.191789138897882,1.1928618371647213,5.191789138897882,1.1928618371647213,5.191789138897882,1.1928618371647213,5.191789138897882,1.1928618371647213,5.191789138897882,2.0,12.0,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
