hypothesis_id,model,dimension,condition,conditions_json,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample,one_sided_p,bootstrap_probability_positive,bootstrap_ci95_low_R,bootstrap_ci95_high_R,first_half_N,first_half_avg_R,first_half_total_R,second_half_N,second_half_avg_R,second_half_total_R,without_best_5_total_R,best_month,without_best_month_total_R,positive_month_pct,positive_quarter_pct,best_quarter,best_quarter_R,worst_quarter,worst_quarter_R,longest_losing_months,yearly_results,fdr_q,evidence_label
H0291,Retest,session,MidAM,"[{""feature"": ""session_name"", ""value"": ""MidAM""}]",61,25,36,40.98360655737705,0.04347549301375808,2.652005073839243,1.097583161800088,10.50610264739491,2.0,-1.0,4,6,0,0.14024583375769226,-0.23140634115131875,0.3183573271788349,True,0.3782824178690336,0.621,-0.21738470288682515,0.3142848808495527,24.0,0.08488509146190786,2.0372421950857884,37.0,0.016615212939282607,0.6147628787534565,-7.347994926160755,2025-04,-2.8058133770327034,41.17647058823529,50.0,2025Q2,8.120865526148366,2025Q1,-4.437955962361008,3.0,"{""2024"": {""count"": 32, ""mean"": -0.032216, ""sum"": -1.030904}, ""2025"": {""count"": 29, ""mean"": 0.126997, ""sum"": 3.68291}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0292,Retest,session,Midday,"[{""feature"": ""session_name"", ""value"": ""Midday""}]",77,31,46,40.25974025974026,-0.011946912122714383,-0.9199122334490074,0.9756643771162139,8.37319380958363,2.0,-1.0,5,10,0,0.12824131340728842,-0.26329988640099966,0.23940606215557092,True,0.5371116235997957,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0293,Retest,session,PM,"[{""feature"": ""session_name"", ""value"": ""PM""}]",79,32,45,40.50632911392405,-0.1482756123750336,-11.713773377627653,0.691592065607997,17.90760037838521,2.0,-1.0,6,7,2,0.10616043383350422,-0.35635006268870184,0.05979883793863469,True,0.9187499886643966,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0294,Retest,session,After-hours,"[{""feature"": ""session_name"", ""value"": ""After-hours""}]",2,2,0,100.0,0.5336591332961306,1.0673182665922611,99.9,0.0,0.8746590143526219,0.1926592522396392,2,0,0,0.3409998810564913,-0.1347006335745924,1.2020189001668535,False,0.05879340768992669,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0295,Retest,score_band,70-74,"[{""feature"": ""score_band"", ""value"": ""70-74""}]",2,0,2,0.0,-0.6258366078238109,-1.2516732156476218,0.0,1.2516732156476218,-0.2516732156476219,-1.0,0,2,0,0.37416339217618905,-1.3591968564891415,0.10752364084151966,False,0.9527998405987576,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0296,Retest,score_band,75-79,"[{""feature"": ""score_band"", ""value"": ""75-79""}]",293,122,169,41.6382252559727,-0.01955024774379514,-5.728222588931976,0.9601631874287855,19.15124666930622,2.0,-1.0,5,7,2,0.06467017699492983,-0.1463037946538576,0.10720329916626732,True,0.6187909819168325,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0297,Retest,score_band,80-84,"[{""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0298,Retest,score_band,85-89,"[{""feature"": ""score_band"", ""value"": ""85-89""}]",35,14,21,40.0,-0.025126187285692683,-0.8794165549992439,0.9501285050543061,7.888450516224256,2.0,-1.0,4,6,0,0.19044667338954896,-0.3984016671292086,0.3481492925578233,True,0.5524813283314813,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0299,Retest,score_band,90-94,"[{""feature"": ""score_band"", ""value"": ""90-94""}]",249,102,147,40.963855421686745,0.05091399812963766,12.677585534279777,1.0954478822958555,12.88285528032418,2.0,-1.0,4,9,0,0.07877317885142364,-0.10348143241915267,0.20530942867842797,True,0.25903065570656736,0.7525,-0.09460583018336252,0.21156049972657132,131.0,-0.014366583152006495,-1.8820223929128508,118.0,0.12338650785756464,14.559607927192626,2.6775855342797765,2025-01,0.17975039382711522,50.0,50.0,2025Q1,17.096016803127874,2024Q2,-5.271497781895754,2.0,"{""2024"": {""count"": 171, ""mean"": -0.035651, ""sum"": -6.096388}, ""2025"": {""count"": 78, ""mean"": 0.240692, ""sum"": 18.773973}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0300,Retest,score_band,95+,"[{""feature"": ""score_band"", ""value"": ""95+""}]",64,21,43,32.8125,-0.2525314760154091,-16.162014464986182,0.5487215807065335,16.43474229935027,2.0,-1.0,3,8,0,0.11814858989090676,-0.48410271220158635,-0.02096023982923184,True,0.9837174981413612,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0301,Retest,date_third,Early third,"[{""feature"": ""date_third"", ""value"": ""Early third""}]",370,140,229,37.83783783783784,-0.05102818145430885,-18.880427138094277,0.9048115678677634,28.776162457883288,2.0,-1.0,5,10,1,0.05961596585524438,-0.16787547453058785,0.06581911162197013,True,0.8039867967918184,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0302,Retest,date_third,Middle third,"[{""feature"": ""date_third"", ""value"": ""Middle third""}]",273,119,153,43.58974358974359,0.02760690786743236,7.536685847809034,1.0566815072856408,10.212281181200343,2.0,-1.0,4,7,1,0.06962439889006354,-0.10885691395709218,0.1640707296919569,True,0.3458636879901812,0.641,-0.10814254692117167,0.1658278613477187,0.0,,0.0,273.0,0.02760690786743236,7.536685847809034,-2.463314152190967,2025-04,-0.4273656025453947,55.55555555555556,66.66666666666666,2025Q1,6.956128965913181,2024Q4,-5.0815501040534565,1.0,"{""2024"": {""count"": 66, ""mean"": -0.076993, ""sum"": -5.08155}, ""2025"": {""count"": 207, ""mean"": 0.060958, ""sum"": 12.618236}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0303,Retest,date_third,Late third,"[{""feature"": ""date_third"", ""value"": ""Late third""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0304,Retest,volatility,Low,"[{""feature"": ""volatility_regime"", ""value"": ""Low""}]",174,68,106,39.08045977011494,-0.08515662323516575,-14.81725244291884,0.8472104869080723,28.572814616551724,2.0,-1.0,4,9,0,0.08661414330330426,-0.2549203441096421,0.08460709763931061,True,0.8372386680958912,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0305,Retest,volatility,Medium,"[{""feature"": ""volatility_regime"", ""value"": ""Medium""}]",170,77,93,45.294117647058826,0.07692374812786183,13.077037181736511,1.1633329477687473,9.115672753522405,2.0,-1.0,4,5,0,0.08964399883427064,-0.09877848958730863,0.2526259858430323,True,0.19541790697025618,0.799,-0.0962476082325843,0.26043944284180115,89.0,0.14900262739868128,13.261233838482633,81.0,-0.0022740327993348336,-0.1841966567461215,3.0770371817365123,2025-01,7.579202041283852,66.66666666666666,66.66666666666666,2025Q1,6.198833334886871,2025Q2,-5.733645467748548,2.0,"{""2024"": {""count"": 121, ""mean"": 0.10423, ""sum"": 12.611849}, ""2025"": {""count"": 49, ""mean"": 0.009494, ""sum"": 0.465188}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0306,Retest,volatility,High,"[{""feature"": ""volatility_regime"", ""value"": ""High""}]",299,114,183,38.12709030100334,-0.0321188161508459,-9.603526029102923,0.9377492075331304,27.05920572813594,2.0,-1.0,5,7,2,0.06591171681797191,-0.16130578111407085,0.09706814881237903,True,0.6869773225727198,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0307,Retest,volatility,Unavailable,"[{""feature"": ""volatility_regime"", ""value"": ""Unavailable""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0308,Retest,trend_state,Bullish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bullish trend""}]",370,160,208,43.24324324324324,0.05991405768825868,22.16820134465571,1.1231353414526137,29.147507961149415,2.0,-1.0,6,7,2,0.06101122519524581,-0.0596679436944231,0.17949605907094046,True,0.1630457472793695,0.857,-0.0516547887300822,0.179763648013052,197.0,0.005183397443686913,1.0211292964063219,173.0,0.12223741068352244,21.14707204824938,12.168201344655696,2025-01,10.737320116832642,66.66666666666666,50.0,2025Q1,20.948739740058883,2024Q2,-10.206565198123172,2.0,"{""2024"": {""count"": 258, ""mean"": -0.009077, ""sum"": -2.341872}, ""2025"": {""count"": 112, ""mean"": 0.21884, ""sum"": 24.510073}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0309,Retest,trend_state,Bearish trend,"[{""feature"": ""trend_regime"", ""value"": ""Bearish trend""}]",257,94,163,36.57587548638132,-0.12063568887284888,-31.003372040322162,0.781411083023862,36.177493900933975,2.0,-1.0,4,8,0,0.06897850793763097,-0.25583356443060556,0.014562186684907816,True,0.9598448144835561,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0310,Retest,trend_state,Range/chop,"[{""feature"": ""trend_regime"", ""value"": ""Range/chop""}]",16,5,11,31.25,-0.15678566216367468,-2.508570594618795,0.7344894932434228,3.555482658337442,2.0,-1.0,2,3,0,0.2861425933968845,-0.7176251452215683,0.404053820894219,False,0.7081294768935414,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0311,Retest,HTF_regime x direction,Bull | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",193,84,107,43.523316062176164,0.04345921568324566,8.387628626866412,1.0931109258518072,11.014474667806635,2.0,-1.0,5,7,2,0.08132760543417515,-0.11594289096773763,0.20286132233422893,True,0.2965420063296098,0.6925,-0.11041209570896517,0.20001536112005133,104.0,0.06865817230823311,7.140449920056243,89.0,0.014013243896743474,1.2471787068101692,-1.6123713731335867,2024-02,3.3912937981095608,55.55555555555556,50.0,2024Q1,11.35786425611401,2025Q2,-5.26110185821443,3.0,"{""2024"": {""count"": 137, ""mean"": 0.086558, ""sum"": 11.858419}, ""2025"": {""count"": 56, ""mean"": -0.061978, ""sum"": -3.47079}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0312,Retest,HTF_regime x direction,Bull | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",177,76,101,42.93785310734463,0.07785634303835758,13.78057271778929,1.1532041632491505,28.37715758980685,2.0,-1.0,6,9,0,0.09188484067189082,-0.10223794467854842,0.2579506307552636,True,0.1984069359306756,0.814,-0.09963359901682851,0.2601985330872612,93.0,-0.06579914649085937,-6.119320623649921,84.0,0.23690349215999063,19.899893341439213,3.780572717789294,2025-01,4.913035480537275,55.55555555555556,50.0,2025Q1,19.15842777798119,2024Q4,-8.080969498874872,4.0,"{""2024"": {""count"": 121, ""mean"": -0.117358, ""sum"": -14.20029}, ""2025"": {""count"": 56, ""mean"": 0.499658, ""sum"": 27.980863}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0313,Retest,HTF_regime x direction,Bear | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",127,48,79,37.79527559055118,-0.1558430046690939,-19.792061592974925,0.7146596077000691,21.634053014110638,2.0,-1.0,5,9,0,0.09294562540719409,-0.3380164304671943,0.02633042112900652,True,0.9532005506069342,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0314,Retest,HTF_regime x direction,Bear | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",130,46,84,35.38461538461539,-0.08624084959497867,-11.211310447347227,0.8452996936549775,18.07406008276273,2.0,-1.0,3,11,0,0.10200432870380785,-0.28616933385444204,0.11368763466448471,True,0.8010737098134783,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0315,Retest,HTF_regime x direction,Neutral | Long,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Long""}]",6,3,3,50.0,0.16005879756813227,0.9603527854087937,1.3506746536279084,1.7385862521669404,2.0,-1.0,2,2,0,0.5216309742219656,-0.8623379119069203,1.1824555070431848,False,0.37948144963793806,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0316,Retest,HTF_regime x direction,Neutral | Short,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""direction_name"", ""value"": ""Short""}]",10,2,8,20.0,-0.34689233800275887,-3.4689233800275887,0.4829846096367757,3.4689233800275887,2.0,-1.0,1,3,0,0.3419536347944091,-1.0171214621998006,0.32333678619428297,False,0.8448141996906962,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0317,Retest,HTF_regime x session,Bull | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",127,57,70,44.881889763779526,0.022548649170473382,2.8636784446501196,1.0461973502033337,10.808727030787614,2.0,-1.0,4,6,0,0.0994117830330254,-0.17229844557425641,0.2173957439152032,True,0.410281587536766,0.576,-0.17327120846793645,0.214302339549844,73.0,0.09288565302694733,6.7806526709671555,54.0,-0.07253655974661175,-3.916974226317034,-7.136321555349877,2024-03,-1.8658501417012203,55.55555555555556,50.0,2024Q1,6.077007098134375,2024Q4,-7.522626762705202,4.0,"{""2024"": {""count"": 93, ""mean"": -0.007978, ""sum"": -0.741974}, ""2025"": {""count"": 34, ""mean"": 0.106049, ""sum"": 3.605653}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0318,Retest,HTF_regime x session,Bull | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",90,34,56,37.77777777777778,0.10513804210189591,9.462423789170632,1.1804844754225345,14.501170491461918,2.0,-1.0,5,7,0,0.1465651973994377,-0.18212974480100197,0.3924058290047938,True,0.23658013840058845,0.763,-0.16706882127179093,0.4007193602754063,45.0,-0.16311679710185084,-7.340255869583288,45.0,0.3733928813056426,16.802679658753917,-0.5375762108293705,2025-01,-0.2606020194246641,38.88888888888889,50.0,2025Q1,16.871043097330684,2024Q2,-5.498100931619564,5.0,"{""2024"": {""count"": 61, ""mean"": -0.087545, ""sum"": -5.340256}, ""2025"": {""count"": 29, ""mean"": 0.510437, ""sum"": 14.80268}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0319,Retest,HTF_regime x session,Bull | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Open""}]",30,12,18,40.0,0.0816888752081324,2.450666256243972,1.1684576322286602,4.979553931735346,2.0,-1.0,4,5,0,0.22105193819906976,-0.35157292366204435,0.5149506740783092,True,0.3558603699497397,0.631,-0.33565350666136695,0.5187225503076083,18.0,-0.13259349020531705,-2.3866828236957067,12.0,0.40311242332830655,4.8373490799396786,-7.549333743756028,2024-03,-1.1801406073387177,42.857142857142854,50.0,2024Q4,4.137638350038321,2024Q3,-2.899506290573494,5.0,"{""2024"": {""count"": 22, ""mean"": 0.079589, ""sum"": 1.750956}, ""2025"": {""count"": 8, ""mean"": 0.087464, ""sum"": 0.699711}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0320,Retest,HTF_regime x session,Bull | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",34,15,19,44.11764705882353,0.14035908793821442,4.7722089898992905,1.3056631766799192,6.0681466850339,2.0,-1.0,3,4,0,0.20448885964072397,-0.2604390769576046,0.5411572528340334,True,0.24623363586197533,0.7595,-0.2178917385453167,0.5361185600741348,14.0,0.0807347042154796,1.1302858590167144,20.0,0.18209615654412875,3.6419231308825752,-5.227791010100711,2025-04,-1.22779101010071,50.0,33.33333333333333,2025Q2,7.66304707527642,2024Q4,-2.0681466850339008,3.0,"{""2024"": {""count"": 21, ""mean"": -0.04466, ""sum"": -0.937861}, ""2025"": {""count"": 13, ""mean"": 0.439236, ""sum"": 5.71007}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0321,Retest,HTF_regime x session,Bull | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",43,21,22,48.83720930232558,0.16799691361189567,7.223867285311513,1.42136538296017,4.963543322043936,2.0,-1.0,4,6,0,0.17519046875023847,-0.17537640513857172,0.511370232362363,True,0.168794823350789,0.8275,-0.14940491289514668,0.5027241659006466,25.0,0.13878055662563235,3.4695139156408086,18.0,0.2085751872039281,3.7543533696707057,-2.7761327146884867,2024-10,1.6333201130884394,47.05882352941176,66.66666666666666,2024Q4,3.5905471722230735,2025Q2,-1.6860691164068355,2.0,"{""2024"": {""count"": 32, ""mean"": 0.220627, ""sum"": 7.060061}, ""2025"": {""count"": 11, ""mean"": 0.014891, ""sum"": 0.163806}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0322,Retest,HTF_regime x session,Bull | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""PM""}]",45,20,23,44.44444444444444,-0.12176227633272106,-5.479302434972448,0.7007656758171592,10.14710525642761,2.0,-1.0,4,4,2,0.1228889026716188,-0.3626245255690939,0.11909997290365178,True,0.8391162275144851,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0323,Retest,HTF_regime x session,Bull | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",1,1,0,100.0,0.8746590143526219,0.8746590143526219,99.9,0.0,0.8746590143526219,0.8746590143526219,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0324,Retest,HTF_regime x session,Bear | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",91,36,55,39.56043956043956,-0.11693900637589696,-10.641449580206624,0.7838696902257363,18.11910696640165,2.0,-1.0,7,7,0,0.11422815479151208,-0.34082618976726065,0.10694817701546669,True,0.8470190390478805,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0325,Retest,HTF_regime x session,Bear | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",55,21,34,38.18181818181818,0.005116532869205167,0.2814093078062842,1.0087282877945465,9.525291488187017,2.0,-1.0,3,8,0,0.17403986487729303,-0.3360016022902892,0.3462346680286995,True,0.4882733343755885,0.494,-0.31749731866097824,0.35382228646752417,27.0,-0.11578001574986188,-3.126060425246271,28.0,0.1216953476090198,3.4074697330525545,-9.718590692193716,2024-07,-2.718590692193715,44.44444444444444,66.66666666666666,2024Q3,4.036697135253927,2024Q1,-6.637466072313178,2.0,"{""2024"": {""count"": 35, ""mean"": -0.039935, ""sum"": -1.39772}, ""2025"": {""count"": 20, ""mean"": 0.083956, ""sum"": 1.679129}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0326,Retest,HTF_regime x session,Bear | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Open""}]",20,6,14,30.0,-0.282621300577779,-5.652426011555581,0.5069895050623647,5.65242601155558,2.0,-1.0,2,6,0,0.21196037226746883,-0.6980636302220179,0.13282102906645987,False,0.9087945609399454,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0327,Retest,HTF_regime x session,Bear | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",26,9,17,34.61538461538461,-0.09864312529702315,-2.564721257722602,0.7782194957947115,6.471677593791677,2.0,-1.0,3,5,0,0.19241713426384466,-0.47578070845415865,0.2784944578601124,False,0.6959027897200099,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0328,Retest,HTF_regime x session,Bear | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",32,9,23,28.125,-0.26201165025712714,-8.384372808228068,0.5734685861701129,10.095743648736471,2.0,-1.0,2,7,0,0.18749553786819348,-0.6295029044787863,0.1054796039645321,True,0.918857656793061,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0329,Retest,HTF_regime x session,Bear | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""PM""}]",32,12,20,37.5,-0.13232721695797517,-4.234470942655205,0.7603629388875375,10.040530259152632,2.0,-1.0,4,6,0,0.1958593555427546,-0.5162115538217742,0.25155711990582386,True,0.7503601958998707,,,,,,,,,,,,,,,,,,,,,0.9927819330416757,DESCRIPTIVE PATTERN
H0330,Retest,HTF_regime x session,Bear | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Bear""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",1,1,0,100.0,0.1926592522396392,0.1926592522396392,99.9,0.0,0.1926592522396392,0.1926592522396392,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0331,Retest,HTF_regime x session,Neutral | Overnight,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Overnight""}]",3,0,3,0.0,-0.6735792570909971,-2.0207377712729913,0.0,2.0207377712729913,-0.1998789391726571,-1.0,0,3,0,0.24242997814218875,-1.1487420142496871,-0.19841649993230714,False,0.997269043128173,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0332,Retest,HTF_regime x session,Neutral | Premarket,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Premarket""}]",5,2,3,40.0,0.2,1.0,1.3333333333333333,2.0,2.0,-1.0,1,2,0,0.7348469228349533,-1.2402999687565086,1.6402999687565085,False,0.3927473735591771,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0333,Retest,HTF_regime x session,Neutral | Open,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Open""}]",3,1,2,33.333333333333336,-0.057647818158636545,-0.17294345447590964,0.8788372726987436,1.4273651503890858,1.2544216959131762,-0.7385862521669405,1,2,0,0.656192299163446,-1.343784724518991,1.2284890882017176,False,0.5350028537067931,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0334,Retest,HTF_regime x session,Neutral | MidAM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""MidAM""}]",1,1,0,100.0,0.4445173416625579,0.4445173416625579,99.9,0.0,0.4445173416625579,0.4445173416625579,1,0,0,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0335,Retest,HTF_regime x session,Neutral | Midday,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""Midday""}]",2,1,1,50.0,0.12029664473377388,0.24059328946754777,1.2405932894675478,1.0,1.2405932894675478,-1.0,1,1,0,1.1202966447337739,-2.075484778944423,2.3160780684119704,False,0.45724404664750007,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0336,Retest,HTF_regime x session,Neutral | PM,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""PM""}]",2,0,2,0.0,-1.0,-2.0,0.0,2.0,-1.0,-1.0,0,2,0,0.0,-1.0,-1.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0337,Retest,HTF_regime x session,Neutral | After-hours,"[{""feature"": ""htf_regime_name"", ""value"": ""Neutral""}, {""feature"": ""session_name"", ""value"": ""After-hours""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0338,Retest,HTF_regime x score_band,Bull | 70-74,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""70-74""}]",2,0,2,0.0,-0.6258366078238109,-1.2516732156476218,0.0,1.2516732156476218,-0.2516732156476219,-1.0,0,2,0,0.37416339217618905,-1.3591968564891415,0.10752364084151966,False,0.9527998405987576,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0339,Retest,HTF_regime x score_band,Bull | 75-79,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""75-79""}]",167,78,87,46.706586826347305,0.1010161086560317,16.869690145557293,1.2336411423926228,10.682695707456228,2.0,-1.0,5,8,2,0.08666449324982012,-0.06884629811361573,0.2708785154256791,True,0.12188816150761039,0.889,-0.06075585296424546,0.26534535819110466,82.0,0.10279115480099711,8.428874693681763,85.0,0.09930371119853569,8.440815451875533,6.8696901455572945,2024-08,10.345964168036552,61.111111111111114,66.66666666666666,2024Q1,9.7174897387941,2024Q4,-2.5395169502279398,3.0,"{""2024"": {""count"": 112, ""mean"": 0.052584, ""sum"": 5.889358}, ""2025"": {""count"": 55, ""mean"": 0.199642, ""sum"": 10.980332}}",0.9927819330416757,DESCRIPTIVE PATTERN
H0340,Retest,HTF_regime x score_band,Bull | 80-84,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""80-84""}]",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0341,Retest,HTF_regime x score_band,Bull | 85-89,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""85-89""}]",20,8,12,40.0,0.05618947815641413,1.1237895631282826,1.116357241195633,6.614069228264521,2.0,-1.0,3,5,0,0.26946138547526105,-0.4719548373750975,0.5843337936879258,False,0.41740947030332787,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE PATTERN
H0342,Retest,HTF_regime x score_band,Bull | 90-94,"[{""feature"": ""htf_regime_name"", ""value"": ""Bull""}, {""feature"": ""score_band"", ""value"": ""90-94""}]",146,58,88,39.726027397260275,0.03165972278092203,4.622319526014616,1.056428724538493,15.081821891744683,2.0,-1.0,4,9,0,0.10514293019083877,-0.17442042039312197,0.23773986595496602,True,0.3816648181173913,0.596,-0.16493020575568776,0.23556433095720783,84.0,-0.05063664598226162,-4.253478262509976,62.0,0.14315802884717077,8.875797788524588,-5.377680473985386,2025-01,-4.100706282580681,44.44444444444444,33.33333333333333,2025Q1,14.729682714543554,2024Q2,-7.061718875194867,5.0,"{""2024"": {""count"": 104, ""mean"": -0.067398, ""sum"": -7.009358}, ""2025"": {""count"": 42, ""mean"": 0.276945, ""sum"": 11.631678}}",0.9927819330416757,DESCRIPTIVE PATTERN
