model,window_months,start_month,end_month,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,sem_R,ci95_low_R,ci95_high_R,adequate_sample
Confirm,3,2025-03,2025-05,76,37,39,48.68421052631579,0.04854588879191631,3.6894875481856397,1.1024026129262163,8.588252278518834,2.0,-1.0,5,3,0,0.13214298150464515,-0.2104543549571882,0.3075461325410208,True
Confirm,3,2025-04,2025-06,76,37,39,48.68421052631579,0.0034853231444047037,0.2648845589747575,1.0075318782774856,8.588252278518834,2.0,-1.0,4,3,0,0.1251040104572925,-0.24171853735188858,0.24868918364069797,True
Confirm,3,2025-05,2025-07,66,29,37,43.93939393939394,-0.05060120813190349,-3.33967973670563,0.8938080800164517,8.09252678076532,2.0,-1.0,4,3,0,0.1309408416380399,-0.3072452577424617,0.2060428414786547,True
Confirm,3,2025-06,2025-08,58,24,34,41.37931034482759,-0.017553184695724307,-1.0180847123520098,0.9623338562116295,8.383154452619173,2.0,-1.0,4,9,0,0.14269953270296265,-0.2972442687935311,0.2621378994020825,True
Confirm,3,2025-07,2025-09,60,18,42,30.0,-0.19646282752202693,-11.787769651321616,0.6573027963001004,15.963491521984217,2.0,-1.0,4,9,0,0.14032001717293693,-0.4714900611809833,0.07856440613692944,True
Confirm,3,2025-08,2025-10,61,19,42,31.147540983606557,-0.20012714226370085,-12.207755678085752,0.662762395995369,18.60917736233287,2.0,-1.0,4,10,0,0.14301736967453382,-0.4804411868257872,0.08018690229838546,True
Confirm,3,2025-09,2025-11,62,24,38,38.70967741935484,-0.10146820060647502,-6.291028437601451,0.819462793775369,15.66672912462601,2.0,-1.0,4,10,0,0.14754282183386297,-0.3906521314008464,0.18771573018789642,True
Confirm,3,2025-10,2025-12,68,28,40,41.1764705882353,-0.01894466088937671,-1.2882369404776162,0.9624286478529868,8.019171732351566,2.0,-1.0,3,7,0,0.13861374723665087,-0.29062760547321237,0.252738283694459,True
Confirm,3,2025-11,2026-01,69,31,38,44.927536231884055,0.09004412579144845,6.213044679609943,1.1931128128549604,7.3396736255769355,2.0,-1.0,3,5,0,0.14116251534250016,-0.18663440427985184,0.3667226558627487,True
Confirm,3,2025-12,2026-02,73,26,47,35.61643835616438,-0.05211972171709821,-3.804739685348169,0.9055222602591126,9.39727971908097,2.0,-1.0,2,8,0,0.1388677621344513,-0.32430053550062277,0.22006109206642632,True
Confirm,3,2026-01,2026-03,67,29,38,43.28358208955224,0.09109486754638296,6.103356125607658,1.1823501569197863,8.982218862574356,2.0,-1.0,5,8,0,0.14884005600632197,-0.2006316422260081,0.382821377318774,True
Confirm,3,2026-02,2026-04,77,34,43,44.15584415584416,0.03576679729357072,2.754043391604945,1.0691821038715472,8.982218862574356,2.0,-1.0,5,8,0,0.13598611073593145,-0.2307659797488549,0.30229957433599636,True
Confirm,3,2026-03,2026-05,71,35,36,49.29577464788732,0.08564117451901593,6.080523390850131,1.1859037268917147,11.302989244574484,2.0,-1.0,5,6,0,0.13559754671566646,-0.1801300170436903,0.35141236608172216,True
Confirm,3,2026-04,2026-06,76,33,43,43.421052631578945,-0.08795623844399929,-6.684674121743946,0.832426361322106,14.872319375713285,2.0,-1.0,5,6,0,0.12521688118065374,-0.33338132555808064,0.15746884867008204,True
Confirm,6,2024-01,2024-06,153,61,91,39.869281045751634,-0.02427538306511756,-3.714133608962987,0.9544188690929974,17.134942413195407,2.0,-1.0,5,10,1,0.09475890301203078,-0.2100028329686979,0.16145206683846278,True
Confirm,6,2024-02,2024-07,156,56,100,35.8974358974359,-0.10890269305323755,-16.988820116305057,0.8091491001384261,29.197613602263218,2.0,-1.0,5,10,0,0.09239371277531566,-0.2899943700928562,0.07218898398638116,True
Confirm,6,2024-03,2024-08,150,55,95,36.666666666666664,-0.11292438341583408,-16.938657512375112,0.8007104976557204,29.41840007839412,2.0,-1.0,5,10,0,0.09322409937488874,-0.295643618190616,0.06979485135894783,True
Confirm,6,2024-04,2024-09,142,49,93,34.50704225352113,-0.1626913563307224,-23.102172598962582,0.7205425713106284,27.934355647886022,2.0,-1.0,5,9,0,0.09290945176037309,-0.34479388178105363,0.019411169119608856,True
Confirm,6,2024-05,2024-10,149,52,97,34.899328859060404,-0.1791495222049589,-26.693278808538874,0.696602039316637,28.256911787997204,2.0,-1.0,5,9,0,0.08988237357010069,-0.35531897440235627,-0.002980070007561536,True
Confirm,6,2024-06,2024-11,147,56,91,38.095238095238095,-0.12418315943626039,-18.254924437130278,0.7770333471677823,20.4546100684295,2.0,-1.0,5,9,0,0.09049169377916762,-0.30154687924342893,0.05318056037090814,True
Confirm,6,2024-07,2024-12,143,55,88,38.46153846153846,-0.10725846544102241,-15.337960558066204,0.8064623788885327,18.87789901231927,2.0,-1.0,5,9,0,0.0929072138560631,-0.2893566045989061,0.07483967371686126,True
Confirm,6,2024-08,2025-01,134,60,74,44.776119402985074,0.02803713483972653,3.756976068523355,1.0557077907935284,10.932984035427072,2.0,-1.0,5,8,0,0.09989685914167429,-0.16776070907795507,0.22383497875740813,True
Confirm,6,2024-09,2025-02,138,56,82,40.57971014492754,-0.01661135850248276,-2.2923674733426207,0.9679959485769881,10.932984035427072,2.0,-1.0,5,8,0,0.09734435436685163,-0.20740629306151195,0.1741835760565464,True
Confirm,6,2024-10,2025-03,137,58,79,42.33576642335766,-0.0020324258809124853,-0.2784423456850105,0.996012864574068,10.932984035427072,2.0,-1.0,5,8,0,0.09782422265382337,-0.19376790228240628,0.1897030505205813,True
Confirm,6,2024-11,2025-04,137,61,76,44.52554744525548,0.03592987009574799,4.922392203117474,1.074740823566316,9.00292656157529,2.0,-1.0,5,8,0,0.0973015989703062,-0.15478126388605215,0.22664100407754814,True
Confirm,6,2024-12,2025-05,145,64,81,44.13793103448276,0.0026642845428436154,0.38632125871232426,1.0053660130273923,9.00292656157529,2.0,-1.0,5,8,0,0.09448666314361444,-0.1825295752186407,0.18785814430432793,True
Confirm,6,2025-01,2025-06,138,65,73,47.10144927536232,0.05136831445488903,7.088827394774686,1.1084663079429384,9.00292656157529,2.0,-1.0,5,8,0,0.09767214363122619,-0.1400690870623143,0.24280571597209233,True
Confirm,6,2025-02,2025-07,134,58,76,43.28358208955224,-0.033743585407496286,-4.521640444604502,0.9303204647669332,9.002926561575288,2.0,-1.0,5,8,0,0.09384058046153419,-0.2176711231121033,0.15018395229711073,True
Confirm,6,2025-03,2025-08,134,61,73,45.52238805970149,0.019935842058459927,2.6714028358336304,1.042363945300834,8.588252278518834,2.0,-1.0,5,9,0,0.09679999335264265,-0.16979214491271966,0.20966382902963954,True
Confirm,6,2025-04,2025-09,136,55,81,40.44117647058823,-0.08472709626725633,-11.522885092346861,0.8343592009948946,15.963491521984219,2.0,-1.0,4,9,0,0.09342573078518931,-0.2678415286062274,0.09838733607171474,True
Confirm,6,2025-05,2025-10,127,48,79,37.79527559055118,-0.12242075129756994,-15.547435414791382,0.7701740680434419,18.609177362332872,2.0,-1.0,4,10,0,0.09653557094164232,-0.3116304703431889,0.06678896774804902,True
Confirm,6,2025-06,2025-11,120,48,72,40.0,-0.06090927624961216,-7.309113149953459,0.8818735549753298,20.60917736233287,2.0,-1.0,4,10,0,0.1024426919559068,-0.26169695248318947,0.13987839998396517,True
Confirm,6,2025-07,2025-12,128,46,82,35.9375,-0.10215630149843151,-13.076006591799233,0.8096229540272477,20.609177362332872,2.0,-1.0,4,10,0,0.09866355081023721,-0.29553686108649646,0.09122425808963343,True
Confirm,6,2025-08,2026-01,130,50,80,38.46153846153846,-0.04611316152673699,-5.994710998475808,0.912322656978068,20.60917736233287,2.0,-1.0,4,10,0,0.10100403720419258,-0.24408107444695443,0.15185475139348048,True
Confirm,6,2025-09,2026-02,135,50,85,37.03703703703704,-0.07478346757740459,-10.09576812294962,0.865600214444973,16.435903307590422,2.0,-1.0,4,10,0,0.10079002777732853,-0.27233192202096845,0.1227649868661593,True
Confirm,6,2025-10,2026-03,135,57,78,42.22222222222222,0.03566754951948179,4.815119185130042,1.0710631918170221,9.397279719080968,2.0,-1.0,5,8,0,0.1013749462921882,-0.16302734521320708,0.23436244425217065,True
Confirm,6,2025-11,2026-04,146,65,81,44.52054794520548,0.06141841144667729,8.967088071214885,1.1245744739783852,9.397279719080968,2.0,-1.0,5,8,0,0.09763874961628718,-0.1299535378012456,0.2527903606946002,True
Confirm,6,2025-12,2026-05,144,61,83,42.361111111111114,0.0158040535104303,2.275783705501963,1.031184005691355,11.302989244574482,2.0,-1.0,5,8,0,0.09691807724369145,-0.17415537788720495,0.20576348490806554,True
Confirm,6,2026-01,2026-06,143,62,81,43.35664335664335,-0.004065160812141868,-0.5813179961362871,0.992075979237445,14.872319375713287,2.0,-1.0,5,8,0,0.09634193037059394,-0.19289534433850597,0.18476502271422224,True
Confirm,12,2024-01,2024-12,296,116,179,39.189189189189186,-0.06436518299672025,-19.052094167029196,0.8814685847358281,33.414588797716526,2.0,-1.0,5,10,1,0.06636690853146462,-0.1944443237183909,0.0657139577249504,True
Confirm,12,2024-02,2025-01,290,116,174,40.0,-0.045627048440626566,-13.231844047781705,0.9154282152684411,33.41458879771654,2.0,-1.0,5,10,0,0.06783150011940398,-0.17857678867465834,0.08732269179340521,True
Confirm,12,2024-03,2025-02,288,111,177,38.541666666666664,-0.06677439231151988,-19.231024985717728,0.8772142768819735,33.41458879771653,2.0,-1.0,5,10,0,0.06727153816752804,-0.19862660711987484,0.06507782249683508,True
Confirm,12,2024-04,2025-03,279,107,172,38.35125448028674,-0.08380148725680142,-23.380614944647597,0.846687644762234,31.93054436720844,2.0,-1.0,5,9,0,0.0674561992079905,-0.21601563770446278,0.048412663190859934,True
Confirm,12,2024-05,2025-04,286,113,173,39.51048951048951,-0.07612198113783707,-21.770886605421403,0.858484092444703,31.064213692151107,2.0,-1.0,5,9,0,0.0662596445996425,-0.20599088455313636,0.05374692227746221,True
Confirm,12,2024-06,2025-05,292,120,172,41.0958904109589,-0.06119384650143136,-17.868603178417956,0.8838698053142721,23.261911972583402,2.0,-1.0,5,9,0,0.06539042320360587,-0.18935907598049886,0.06697138297763613,True
Confirm,12,2024-07,2025-06,281,120,161,42.704626334519574,-0.029356345776838155,-8.249133163291521,0.9429542805753894,18.87789901231927,2.0,-1.0,5,9,0,0.06739806041001047,-0.16145654418045866,0.10274385262678234,True
Confirm,12,2024-08,2025-07,268,118,150,44.02985074626866,-0.0028532252838848783,-0.7646643760811473,0.994221652514604,10.932984035427072,2.0,-1.0,5,8,0,0.0684276532401167,-0.1369714256345136,0.13126497506674384,True
Confirm,12,2024-09,2025-08,272,117,155,43.01470588235294,0.0013935123620993028,0.37903536249101033,1.0028142187604985,10.932984035427072,2.0,-1.0,5,9,0,0.068536023106454,-0.13293709292655054,0.13572411765074915,True
Confirm,12,2024-10,2025-09,273,113,160,41.391941391941394,-0.04322830563381637,-11.80132743803187,0.9153424011247333,15.963491521984219,2.0,-1.0,5,9,0,0.06756889791067969,-0.17566334553874857,0.08920673427111582,True
Confirm,12,2024-11,2025-10,264,109,155,41.28787878787879,-0.04024637580179512,-10.62504321167391,0.9204165667571124,18.60917736233287,2.0,-1.0,5,10,0,0.06864546033405719,-0.1747914780565472,0.09429872645295696,True
Confirm,12,2024-12,2025-11,265,112,153,42.264150943396224,-0.026123742985815605,-6.922791891241135,0.9482869844555221,20.60917736233287,2.0,-1.0,5,10,0,0.06935728571164027,-0.16206402298063052,0.10981653700899932,True
Confirm,12,2025-01,2025-12,266,111,155,41.72932330827068,-0.0225081924700171,-5.987179197024549,0.9553328566337925,20.60917736233287,2.0,-1.0,5,10,0,0.06946786241320801,-0.1586652027999048,0.11364881785987059,True
Confirm,12,2025-02,2026-01,264,108,156,40.90909090909091,-0.03983466455712238,-10.516351443080309,0.9210865365723485,20.609177362332872,2.0,-1.0,5,10,0,0.06873547638075503,-0.17455619826340224,0.09488686914915746,True
Confirm,12,2025-03,2026-02,269,111,158,41.2639405204461,-0.027599870955821535,-7.424365287115993,0.9462687190433358,21.378351545297285,2.0,-1.0,5,10,0,0.06981333726300236,-0.16443401199130614,0.10923427007966308,True
Confirm,12,2025-04,2026-03,271,112,159,41.32841328413284,-0.024751903716667224,-6.707765907216817,0.9511536443312504,21.37835154529728,2.0,-1.0,5,10,0,0.06887919258479507,-0.15975512118286556,0.11025131374953112,True
Confirm,12,2025-05,2026-04,273,113,160,41.391941391941394,-0.024103836423357124,-6.580347343576495,0.9528731338236723,21.37835154529728,2.0,-1.0,5,10,0,0.06897146434413104,-0.15928790653785396,0.11108023369113973,True
Confirm,12,2025-06,2026-05,264,109,155,41.28787878787879,-0.019065641835043546,-5.033329444451496,0.9626758595163901,21.37835154529728,2.0,-1.0,5,10,0,0.07035432503212198,-0.15696011889800263,0.11882883522791553,True
Confirm,12,2025-07,2026-06,271,108,163,39.85239852398524,-0.05039603168979897,-13.65732458793552,0.9038529929118896,21.378351545297285,2.0,-1.0,5,10,0,0.06890159397498263,-0.18544315588076493,0.08465109250116698,True
