trade_id,architecture,signal_type,direction,displacement_timestamp,reclaim_timestamp,reclaim_level,entry_time,entry_price,atr,stop_price,target_price,exit_time,exit_price,exit_reason,net_R,event_id
1000006,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-09 15:30:00-06:00,2018-01-09 17:30:00-06:00,6665.0,2018-01-09 17:45:00-06:00,6665.25,5.693385450524209,6660.979960912106,6675.9250977197335,2018-01-09 18:30:00-06:00,6664.25,TIME,-0.40397756659671424,A_MID_4_2018-01-09 15:30:00-06:00_Long
15,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-10 10:15:00-06:00,,,2018-01-10 10:30:00-06:00,6633.25,10.48148017635659,6641.111110132268,6609.666669603197,2018-01-10 10:45:00-06:00,6641.111110132268,STOP,-1.0922261598936616,MOMENTUM_DISPLACEMENT_2018-01-10 10:15:00-06:00_Short
1000007,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-10 10:15:00-06:00,2018-01-10 10:45:00-06:00,6636.75,2018-01-10 11:00:00-06:00,6636.0,10.230204845940122,6628.327346365545,6655.181634086137,2018-01-10 11:45:00-06:00,6643.5,TIME,0.8830061048990834,A_MID_4_2018-01-10 10:15:00-06:00_Long
16,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-10 13:00:00-06:00,,,2018-01-10 13:15:00-06:00,6637.801150633993,9.792886970064837,6645.145815861541,6615.767154951346,2018-01-10 14:00:00-06:00,6645.145815861541,STOP,-1.098711102213458,MOMENTUM_DISPLACEMENT_2018-01-10 13:00:00-06:00_Short
19,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-11 09:45:00-06:00,,,2018-01-11 10:00:00-06:00,6668.5,6.633680748050819,6663.524739438962,6683.425781683115,2018-01-11 11:00:00-06:00,6672.0,TIME,0.5577597325718786,MOMENTUM_DISPLACEMENT_2018-01-11 09:45:00-06:00_Long
21,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-11 11:45:00-06:00,,,2018-01-11 12:00:00-06:00,6690.25,6.930635352598328,6685.052023485551,6705.843929543346,2018-01-11 12:30:00-06:00,6685.052023485551,STOP,-1.1394773520012564,MOMENTUM_DISPLACEMENT_2018-01-11 11:45:00-06:00_Long
1000009,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-11 11:45:00-06:00,2018-01-11 12:15:00-06:00,6688.625,2018-01-11 12:30:00-06:00,6687.956441002973,6.5473335438220275,6692.86694116084,6675.680190608307,2018-01-11 13:15:00-06:00,6684.75,TIME,0.5053336571017459,A_MID_4_2018-01-11 11:45:00-06:00_Short
1000010,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-11 15:00:00-06:00,2018-01-11 17:15:00-06:00,6701.875,2018-01-11 17:30:00-06:00,6702.25,5.583258764975099,6706.437444073731,6691.781389815673,2018-01-11 18:15:00-06:00,6701.25,TIME,0.06567251888212286,A_MID_4_2018-01-11 15:00:00-06:00_Short
24,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-12 09:30:00-06:00,,,2018-01-12 09:45:00-06:00,6735.75,8.800937010439677,6729.14929724217,6755.5521082734895,2018-01-12 10:15:00-06:00,6729.14929724217,STOP,-1.1098367895963899,MOMENTUM_DISPLACEMENT_2018-01-12 09:30:00-06:00_Long
25,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-12 14:00:00-06:00,,,2018-01-12 14:15:00-06:00,6741.75,7.395152483758678,6747.296364362819,6725.110906911543,2018-01-12 14:45:00-06:00,6747.296364362819,STOP,-1.1307162588992927,MOMENTUM_DISPLACEMENT_2018-01-12 14:00:00-06:00_Short
1000011,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-12 14:00:00-06:00,2018-01-12 14:30:00-06:00,6742.125,2018-01-12 14:45:00-06:00,6742.847407016349,7.672350866098044,6737.093143866776,6757.233064890283,2018-01-12 15:00:00-06:00,6757.2330648902835,TARGET,2.374006457272685,A_MID_4_2018-01-12 14:00:00-06:00_Long
26,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-15 09:45:00-06:00,,,2018-01-15 10:00:00-06:00,6761.25,4.507065226207429,6757.869701080344,6771.390896758967,2018-01-15 11:00:00-06:00,6757.869701080344,STOP,-1.214478073458044,MOMENTUM_DISPLACEMENT_2018-01-15 09:45:00-06:00_Long
1000012,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-15 09:45:00-06:00,2018-01-15 10:00:00-06:00,6761.625,2018-01-15 10:15:00-06:00,6761.174293477379,4.399417710049756,6764.473856759917,6752.925385271035,2018-01-15 11:00:00-06:00,6756.5,TIME,1.196913997158556,A_MID_4_2018-01-15 09:45:00-06:00_Short
1000013,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-15 11:00:00-06:00,2018-01-15 11:45:00-06:00,6758.375,2018-01-15 17:15:00-06:00,6757.25,4.439438068714785,6753.9204214484635,6765.573946378841,2018-01-15 18:00:00-06:00,6759.75,TIME,0.5331005028192559,A_MID_4_2018-01-15 11:00:00-06:00_Long
28,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-16 10:00:00-06:00,,,2018-01-16 10:15:00-06:00,6789.25,11.284791059766395,6797.713593294825,6763.859220115525,2018-01-16 11:15:00-06:00,6775.25,TIME,1.5684827398449341,MOMENTUM_DISPLACEMENT_2018-01-16 10:00:00-06:00_Short
1000014,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-16 10:00:00-06:00,2018-01-16 10:15:00-06:00,6786.125,2018-01-16 10:30:00-06:00,6779.0,11.69302026978308,6770.230234797663,6800.924413005843,2018-01-16 10:45:00-06:00,6770.230234797663,STOP,-1.0826704003211616,A_MID_4_2018-01-16 10:00:00-06:00_Long
32,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-16 12:45:00-06:00,,,2018-01-16 13:00:00-06:00,6744.75,12.574601664583836,6754.180951248438,6716.457146254686,2018-01-16 13:45:00-06:00,6716.457146254686,TARGET,2.9231254641338444,MOMENTUM_DISPLACEMENT_2018-01-16 12:45:00-06:00_Short
1000017,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-16 13:15:00-06:00,2018-01-16 14:00:00-06:00,6736.875,2018-01-16 14:15:00-06:00,6738.335800052431,14.743143344009056,6727.278442544424,6765.979193822449,2018-01-16 14:45:00-06:00,6727.278442544424,STOP,-1.065567202604714,A_MID_4_2018-01-16 13:15:00-06:00_Long
36,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-17 09:45:00-06:00,,,2018-01-17 10:00:00-06:00,6758.771538856721,10.73571795527088,6750.719750390268,6782.926904256081,2018-01-17 11:00:00-06:00,6766.0,TIME,0.807703924460346,MOMENTUM_DISPLACEMENT_2018-01-17 09:45:00-06:00_Long
38,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-17 13:00:00-06:00,,,2018-01-17 13:15:00-06:00,6795.5,9.79987687067846,6788.150092346991,6817.549722959026,2018-01-17 14:15:00-06:00,6801.5,TIME,0.7176960921190024,MOMENTUM_DISPLACEMENT_2018-01-17 13:00:00-06:00_Long
39,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-18 09:30:00-06:00,,,2018-01-18 09:45:00-06:00,6792.75,9.613659597529457,6785.539755301853,6814.380734094441,2018-01-18 10:45:00-06:00,6785.539755301853,STOP,-1.1005513724362677,MOMENTUM_DISPLACEMENT_2018-01-18 09:30:00-06:00_Long
1000020,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-18 09:30:00-06:00,2018-01-18 09:45:00-06:00,6793.5,2018-01-18 10:00:00-06:00,6802.0,9.855541054848782,6809.391655791136,6783.52086052216,2018-01-18 10:45:00-06:00,6794.75,TIME,0.8827521443604225,A_MID_4_2018-01-18 09:30:00-06:00_Short
42,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-18 15:00:00-06:00,,,2018-01-18 15:30:00-06:00,6793.25,9.31718143039339,6800.237886072795,6772.286341781615,2018-01-18 17:00:00-06:00,6800.237886072795,STOP,-1.1037509759671735,MOMENTUM_DISPLACEMENT_2018-01-18 15:00:00-06:00_Short
1000022,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-18 15:00:00-06:00,2018-01-18 17:00:00-06:00,6801.375,2018-01-18 17:15:00-06:00,6802.2825783988455,8.76679941784777,6795.707478835459,6818.720327307311,2018-01-18 18:00:00-06:00,6801.25,TIME,-0.26730825623276894,A_MID_4_2018-01-18 15:00:00-06:00_Long
43,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-19 10:45:00-06:00,,,2018-01-19 11:00:00-06:00,6808.75,10.512815116168312,6816.634611337126,6785.096165988621,2018-01-19 11:30:00-06:00,6816.634611337126,STOP,-1.0919512667144906,MOMENTUM_DISPLACEMENT_2018-01-19 10:45:00-06:00_Short
1000023,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-19 10:45:00-06:00,2018-01-19 11:15:00-06:00,6808.75,2018-01-19 11:30:00-06:00,6809.76904711793,9.980437523634922,6802.2837189752045,6828.482367474745,2018-01-19 12:15:00-06:00,6814.0,TIME,0.46837664498069276,A_MID_4_2018-01-19 10:45:00-06:00_Long
44,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-19 13:00:00-06:00,,,2018-01-19 13:15:00-06:00,6820.25,8.541095198478974,6813.844178601141,6839.467464196578,2018-01-19 14:15:00-06:00,6827.5,TIME,1.018604733682083,MOMENTUM_DISPLACEMENT_2018-01-19 13:00:00-06:00_Long
45,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-22 09:45:00-06:00,,,2018-01-22 10:00:00-06:00,6863.25,7.548530041725759,6868.911397531294,6846.265807406118,2018-01-22 10:45:00-06:00,6868.911397531294,STOP,-1.128060252966178,MOMENTUM_DISPLACEMENT_2018-01-22 09:45:00-06:00_Short
1000024,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-22 09:45:00-06:00,2018-01-22 10:00:00-06:00,6863.125,2018-01-22 10:15:00-06:00,6859.75,7.545063610173919,6854.091202292369,6873.8969942690765,2018-01-22 10:45:00-06:00,6873.8969942690765,TARGET,2.3718809122612075,A_MID_4_2018-01-22 09:45:00-06:00_Long
47,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-22 14:45:00-06:00,,,2018-01-22 15:00:00-06:00,6900.231872947124,7.920963080441843,6894.291150636793,6918.0540398781195,2018-01-22 15:30:00-06:00,6918.054039878119,TARGET,2.877960968022503,MOMENTUM_DISPLACEMENT_2018-01-22 14:45:00-06:00_Long
51,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-23 13:00:00-06:00,,,2018-01-23 13:15:00-06:00,6950.126572325099,9.467542695510504,6957.227229346732,6928.824601260199,2018-01-23 14:15:00-06:00,6953.75,TIME,-0.6123979318608168,MOMENTUM_DISPLACEMENT_2018-01-23 13:00:00-06:00_Short
1000026,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-23 13:30:00-06:00,2018-01-23 14:00:00-06:00,6948.0,2018-01-23 14:15:00-06:00,6953.75,9.569176565141492,6960.926882423856,6935.807793940359,2018-01-23 14:45:00-06:00,6960.926882423856,STOP,-1.101018793005453,A_MID_4_2018-01-23 13:30:00-06:00_Short
54,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-24 10:00:00-06:00,,,2018-01-24 10:15:00-06:00,6930.8609147635525,11.987934338440613,6939.851865517383,6903.888062502061,2018-01-24 10:30:00-06:00,6903.888062502061,TARGET,2.9193633665837706,MOMENTUM_DISPLACEMENT_2018-01-24 10:00:00-06:00_Short
55,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-24 12:15:00-06:00,,,2018-01-24 12:30:00-06:00,6901.481391082016,17.4700600472881,6888.378846046549,6940.789026188415,2018-01-24 13:30:00-06:00,6927.75,TIME,1.949515063588227,MOMENTUM_DISPLACEMENT_2018-01-24 12:15:00-06:00_Long
58,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-26 09:30:00-06:00,,,2018-01-26 09:45:00-06:00,6962.25,8.917907788096718,6955.561569158927,6982.315292523218,2018-01-26 10:30:00-06:00,6955.561569158927,STOP,-1.108396127167527,MOMENTUM_DISPLACEMENT_2018-01-26 09:30:00-06:00_Long
59,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-26 13:15:00-06:00,,,2018-01-26 13:30:00-06:00,6978.25,8.731819837197905,6984.798864877898,6958.603405366305,2018-01-26 14:00:00-06:00,6984.798864877898,STOP,-1.110706208406687,MOMENTUM_DISPLACEMENT_2018-01-26 13:15:00-06:00_Short
1000028,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-26 13:15:00-06:00,2018-01-26 13:45:00-06:00,6979.25,2018-01-26 14:00:00-06:00,6980.112597556311,9.099120165747175,6973.288257432,6997.173447867088,2018-01-26 14:30:00-06:00,6997.173447867087,TARGET,2.393762622203239,A_MID_4_2018-01-26 13:15:00-06:00_Long
62,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-29 09:30:00-06:00,,,2018-01-29 09:45:00-06:00,6975.25,11.19391458968949,6983.645435942267,6950.063692173199,2018-01-29 10:15:00-06:00,6983.645435942267,STOP,-1.0863564447379976,MOMENTUM_DISPLACEMENT_2018-01-29 09:30:00-06:00_Short
64,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-29 11:45:00-06:00,,,2018-01-29 12:00:00-06:00,7001.6797297585845,11.526062043995504,6993.035183225587,7027.613369357576,2018-01-29 12:45:00-06:00,6993.035183225587,STOP,-1.0838679041443133,MOMENTUM_DISPLACEMENT_2018-01-29 11:45:00-06:00_Long
67,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-30 09:45:00-06:00,,,2018-01-30 10:00:00-06:00,6938.740851444829,15.093620559128281,6927.420636025483,6972.701497702867,2018-01-30 10:30:00-06:00,6927.420636025483,STOP,-1.0640447176261947,MOMENTUM_DISPLACEMENT_2018-01-30 09:45:00-06:00_Long
1000030,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-01-30 09:45:00-06:00,2018-01-30 10:45:00-06:00,6921.5,2018-01-30 11:00:00-06:00,6926.0,15.701150478687598,6937.775862859015,6896.560342852461,2018-01-30 11:45:00-06:00,6914.5,TIME,0.9150072592557881,A_MID_4_2018-01-30 09:45:00-06:00_Short
69,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-30 14:00:00-06:00,,,2018-01-30 14:15:00-06:00,6927.731363176022,14.362658063060882,6916.959369628726,6960.04734381791,2018-01-30 15:30:00-06:00,6916.959369628726,STOP,-1.0673041621142016,MOMENTUM_DISPLACEMENT_2018-01-30 14:00:00-06:00_Long
70,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-01-31 09:30:00-06:00,,,2018-01-31 09:45:00-06:00,6952.358842122451,9.453608862951626,6959.449048769665,6931.088222180811,2018-01-31 10:45:00-06:00,6931.08822218081,TARGET,2.897746280739938,MOMENTUM_DISPLACEMENT_2018-01-31 09:30:00-06:00_Short
1000031,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-01-31 10:15:00-06:00,2018-01-31 10:30:00-06:00,6940.875,2018-01-31 10:45:00-06:00,6929.25,10.57153328651503,6921.321350035114,6949.071624912215,2018-01-31 11:15:00-06:00,6949.071624912216,TARGET,2.408559464321059,A_MID_4_2018-01-31 10:15:00-06:00_Long
74,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-01-31 14:15:00-06:00,,,2018-01-31 14:30:00-06:00,6930.350854543096,14.186506471604343,6919.710974689393,6962.270494104205,2018-01-31 15:00:00-06:00,6919.710974689393,STOP,-1.068139867175979,MOMENTUM_DISPLACEMENT_2018-01-31 14:15:00-06:00_Long
77,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-01 10:30:00-06:00,,,2018-02-01 10:45:00-06:00,6949.25,14.797210219929775,6938.152092335053,6982.543722994842,2018-02-01 11:45:00-06:00,6948.75,TIME,-0.11038116706171144,MOMENTUM_DISPLACEMENT_2018-02-01 10:30:00-06:00_Long
78,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-02-01 12:30:00-06:00,,,2018-02-01 12:45:00-06:00,6937.181511039811,13.743111773178706,6947.488844869695,6906.25950955016,2018-02-01 13:15:00-06:00,6906.259509550159,TARGET,2.9296617329014767,MOMENTUM_DISPLACEMENT_2018-02-01 12:30:00-06:00_Short
82,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-02 09:30:00-06:00,,,2018-02-02 09:45:00-06:00,6837.25,19.2616507136181,6822.803761964787,6880.58871410564,2018-02-02 10:15:00-06:00,6822.803761964787,STOP,-1.0501860760034938,MOMENTUM_DISPLACEMENT_2018-02-02 09:30:00-06:00_Long
83,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-02 11:15:00-06:00,,,2018-02-02 11:30:00-06:00,6840.25,19.112031445719968,6825.91597641571,6883.252070752869,2018-02-02 11:45:00-06:00,6825.91597641571,STOP,-1.0505789596156647,MOMENTUM_DISPLACEMENT_2018-02-02 11:15:00-06:00_Long
1000037,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-02-02 11:15:00-06:00,2018-02-02 11:45:00-06:00,6826.125,2018-02-02 12:00:00-06:00,6824.223525651469,18.477976093503447,6838.082007721596,6789.577320476151,2018-02-02 12:45:00-06:00,6808.25,TIME,1.100302729715063,A_MID_4_2018-02-02 11:15:00-06:00_Short
87,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-02-05 11:00:00-06:00,,,2018-02-05 11:15:00-06:00,6714.75,21.965266571495583,6731.223949928622,6665.328150214135,2018-02-05 11:30:00-06:00,6731.223949928622,STOP,-1.0440088748078724,MOMENTUM_DISPLACEMENT_2018-02-05 11:00:00-06:00_Short
1000039,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-02-05 11:00:00-06:00,2018-02-05 11:30:00-06:00,6727.875,2018-02-05 11:45:00-06:00,6719.5,21.720051278483435,6703.209961541137,6760.225096147157,2018-02-05 12:00:00-06:00,6703.209961541137,STOP,-1.0445057267256408,A_MID_4_2018-02-05 11:00:00-06:00_Long
88,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-05 12:45:00-06:00,,,2018-02-05 13:00:00-06:00,6694.0,24.365149192564758,6675.726138105577,6748.821585683269,2018-02-05 13:15:00-06:00,6675.726138105577,STOP,-1.0396741533994422,MOMENTUM_DISPLACEMENT_2018-02-05 12:45:00-06:00_Long
93,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-06 11:00:00-06:00,,,2018-02-06 11:15:00-06:00,6523.4107079993155,51.38514570793057,6484.871848718368,6639.027285842159,2018-02-06 12:15:00-06:00,6550.5,TIME,0.684096324919455,MOMENTUM_DISPLACEMENT_2018-02-06 11:00:00-06:00_Long
94,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-06 13:30:00-06:00,,,2018-02-06 13:45:00-06:00,6533.459863220132,48.430872758374505,6497.136708651351,6642.429326926476,2018-02-06 14:30:00-06:00,6642.429326926475,TARGET,2.980040279854352,MOMENTUM_DISPLACEMENT_2018-02-06 13:30:00-06:00_Long
96,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-07 09:45:00-06:00,,,2018-02-07 10:00:00-06:00,6677.01085971903,22.940125962423306,6659.805765247213,6728.626143134483,2018-02-07 10:45:00-06:00,6659.805765247213,STOP,-1.0421386817252103,MOMENTUM_DISPLACEMENT_2018-02-07 09:45:00-06:00_Long
1000042,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-02-07 10:00:00-06:00,2018-02-07 10:15:00-06:00,6681.625,2018-02-07 10:30:00-06:00,6681.25,22.58102697780377,6698.185770233353,6638.910574416618,2018-02-07 11:15:00-06:00,6659.5,TIME,1.2414551986891011,A_MID_4_2018-02-07 10:00:00-06:00_Short
98,MOMENTUM_DISPLACEMENT,CONTINUATION_SHORT,Short,2018-02-07 12:00:00-06:00,,,2018-02-07 12:15:00-06:00,6600.5,27.63124971819719,6621.223437288648,6538.329688134057,2018-02-07 12:30:00-06:00,6621.223437288648,STOP,-1.0349845438235799,MOMENTUM_DISPLACEMENT_2018-02-07 12:00:00-06:00_Short
1000043,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_LONG,Long,2018-02-07 12:00:00-06:00,2018-02-07 12:30:00-06:00,6601.5,2018-02-07 13:00:00-06:00,6604.365758902404,28.730268087055112,6582.818057837113,6658.235011565632,2018-02-07 13:45:00-06:00,6582.818057837113,STOP,-1.0336462807704208,A_MID_4_2018-02-07 12:00:00-06:00_Long
102,MOMENTUM_DISPLACEMENT,CONTINUATION_LONG,Long,2018-02-08 12:30:00-06:00,,,2018-02-08 12:45:00-06:00,6460.5,36.32230271181738,6433.258272966137,6542.2251811015885,2018-02-08 13:00:00-06:00,6433.258272966137,STOP,-1.0266135843406183,MOMENTUM_DISPLACEMENT_2018-02-08 12:30:00-06:00_Long
1000046,DISPLACEMENT_FAILURE_REVERSAL,REVERSAL_SHORT,Short,2018-02-08 12:30:00-06:00,2018-02-08 13:15:00-06:00,6431.0,2018-02-08 13:30:00-06:00,6427.295041245767,36.385331289308596,6454.584039712749,6359.072545078312,2018-02-08 14:15:00-06:00,6395.0,TIME,1.1568779735161459,A_MID_4_2018-02-08 12:30:00-06:00_Short
