pullback_id,leg_id,leg_direction,start_i,deepest_i,depth_pts,depth_atr,depth_pct_of_leg,duration,speed,efficiency,overlapping_candles,prior_swing_holds
PB-0073932,LEG-0181669,BEAR,2963474,2963533,25.0,2.2435897435897436,0.684931506849315,60,0.4166666666666667,0.025614754098360656,57,True
PB-0073933,LEG-0181673,BULL,2963525,2963526,19.75,1.3213859020310634,0.3640552995391705,2,9.875,0.01769316909294513,58,True
PB-0073934,LEG-0181674,BULL,2963549,2963584,123.75,4.93238434163701,0.6014580801944107,36,3.4375,0.13095238095238096,59,True
PB-0073935,LEG-0181675,BEAR,2963578,2963615,54.75,3.4960091220068414,0.9521739130434783,38,1.4407894736842106,0.07215815485996704,59,True
PB-0073936,LEG-0181676,BEAR,2963584,2963615,57.25,3.515350877192983,0.9541666666666667,32,1.7890625,0.07959680222453945,59,True
PB-0073937,LEG-0181678,BULL,2963597,2963652,38.75,2.617611580217129,0.9226190476190477,56,0.6919642857142857,0.053856845031271715,59,True
PB-0073938,LEG-0181679,BULL,2963604,2963652,45.75,3.4205607476635516,0.9945652173913043,49,0.9336734693877551,0.06561491574040874,59,True
PB-0073939,LEG-0181690,BEAR,2963755,2963759,19.75,1.4945945945945946,0.26421404682274247,5,3.95,0.021889720144084236,58,True
PB-0073940,LEG-0181691,BEAR,2963771,2963771,39.5,2.5901639344262297,0.5622775800711743,1,39.5,0.0459837019790454,58,True
PB-0073941,LEG-0181692,BEAR,2963783,2963802,47.25,3.4907651715039574,0.9219512195121952,20,2.3625,0.05390758699372504,58,True
PB-0073942,LEG-0181693,BEAR,2963803,2963862,35.75,2.8518518518518516,0.9794520547945206,60,0.5958333333333333,0.03669489350782653,58,True
PB-0073943,LEG-0181701,BEAR,2963930,2963946,167.5,5.775862068965517,0.6666666666666666,17,9.852941176470589,0.11136968085106383,59,True
PB-0073944,LEG-0181702,BULL,2963952,2963971,156.0,6.490341753343239,0.9313432835820895,20,7.8,0.11184800143394874,59,True
PB-0073945,LEG-0181707,BEAR,2964039,2964040,54.0,2.52,0.2954856361149111,2,27.0,0.03606010016694491,59,True
PB-0073946,LEG-0181710,BEAR,2964111,2964152,108.25,4.713841368584759,0.9311827956989247,42,2.5773809523809526,0.09104289318755257,59,True
PB-0073947,LEG-0181713,BULL,2964188,2964196,55.5,3.3063829787234043,0.6183844011142061,9,6.166666666666667,0.04352087825916487,59,True
PB-0073948,LEG-0181714,BULL,2964224,2964239,50.25,2.5863970588235294,0.3,16,3.140625,0.061317876754118365,59,True
PB-0073949,LEG-0181715,BULL,2964237,2964239,55.5,3.6824644549763033,0.9487179487179487,3,18.5,0.07825167430384208,59,True
PB-0073950,LEG-0181716,BULL,2964257,2964299,55.75,3.3642241379310343,0.49776785714285715,43,1.2965116279069768,0.11017786561264822,58,True
PB-0073951,LEG-0181717,BEAR,2964271,2964325,25.75,2.547703180212014,0.7253521126760564,55,0.4681818181818182,0.05196770938446014,58,True
PB-0073952,LEG-0181720,BULL,2964331,2964339,18.0,1.9236641221374045,0.39779005524861877,9,2.0,0.03958218801539307,59,True
PB-0073953,LEG-0181721,BULL,2964347,2964349,18.25,2.634020618556701,0.6697247706422018,3,6.083333333333333,0.04010989010989011,59,True
PB-0073954,LEG-0181722,BULL,2964364,2964366,9.25,1.0593047034764826,0.30833333333333335,3,3.0833333333333335,0.02121559633027523,58,True
PB-0073955,LEG-0181723,BULL,2964392,2964398,32.25,4.219626168224299,0.6231884057971014,7,4.607142857142857,0.07022318998366903,57,True
PB-0073956,LEG-0181724,BEAR,2964404,2964420,27.0,4.142465753424657,0.8372093023255814,17,1.588235294117647,0.05373134328358209,57,True
PB-0073957,LEG-0181726,BEAR,2964435,2964448,24.25,3.051685393258427,0.941747572815534,14,1.7321428571428572,0.042358078602620086,57,True
PB-0073958,LEG-0181730,BULL,2964513,2964546,48.75,6.378504672897196,0.874439461883408,34,1.4338235294117647,0.13402061855670103,58,True
PB-0073959,LEG-0181731,BULL,2964520,2964546,49.0,6.692682926829269,0.875,27,1.8148148148148149,0.1371588523442967,58,True
PB-0073960,LEG-0181732,BEAR,2964539,2964597,17.5,3.091482649842271,0.5785123966942148,59,0.2966101694915254,0.049786628733997154,54,True
PB-0073961,LEG-0181734,BULL,2964563,2964587,25.75,3.9615384615384617,0.865546218487395,25,1.03,0.08470394736842106,55,True
PB-0073962,LEG-0181736,BULL,2964603,2964639,9.75,2.076045627376426,0.3333333333333333,37,0.2635135135135135,0.036619718309859155,58,True
PB-0073963,LEG-0181739,BULL,2964660,2964670,32.0,6.287719298245614,0.7231638418079096,11,2.909090909090909,0.10693400167084377,55,True
PB-0073964,LEG-0181741,BEAR,2964728,2964740,28.75,4.626436781609195,0.8273381294964028,13,2.2115384615384617,0.0935720097640358,55,True
PB-0073965,LEG-0181747,BEAR,2964851,2964852,13.75,2.391304347826087,0.5612244897959183,2,6.875,0.01921061823262312,57,True
PB-0073966,LEG-0181748,BEAR,2964877,2964898,26.75,2.297546012269939,0.8916666666666667,22,1.2159090909090908,0.03378591727186612,58,True
PB-0073967,LEG-0181749,BEAR,2964888,2964898,75.75,5.771428571428571,0.9588607594936709,11,6.886363636363637,0.09386617100371747,58,True
PB-0073968,LEG-0181751,BEAR,2964928,2964929,20.0,1.3559322033898304,0.20050125313283207,2,10.0,0.021750951604132682,58,True
PB-0073969,LEG-0181753,BEAR,2964958,2965001,74.5,4.845528455284553,0.3683559950556242,44,1.6931818181818181,0.0894357743097239,58,True
PB-0073970,LEG-0181755,BULL,2964990,2965040,80.75,6.4415954415954415,0.9416909620991254,51,1.5833333333333333,0.09787878787878788,57,True
PB-0073971,LEG-0181757,BEAR,2965006,2965009,28.75,2.110091743119266,0.8455882352941176,4,7.1875,0.03579209461562403,57,True
PB-0073972,LEG-0181759,BEAR,2965027,2965060,34.75,2.9263157894736844,0.9144736842105263,34,1.0220588235294117,0.0397029420165667,58,True
PB-0073973,LEG-0181763,BEAR,2965080,2965082,36.5,2.20972972972973,0.34515366430260047,3,12.166666666666666,0.03942749122333243,59,True
PB-0073974,LEG-0181764,BEAR,2965094,2965107,49.75,3.300947867298578,0.8155737704918032,14,3.5535714285714284,0.05509413067552602,59,True
PB-0073975,LEG-0181771,BEAR,2965188,2965188,97.0,2.5903671912255604,0.5582733812949641,1,97.0,0.06208993438950232,59,True
PB-0073976,LEG-0181772,BEAR,2965214,2965272,157.25,4.8225629791894855,0.5413080895008606,59,2.6652542372881354,0.08495407887628309,59,True
PB-0073977,LEG-0181773,BEAR,2965227,2965286,183.25,8.645324347093512,0.6185654008438819,60,3.0541666666666667,0.08778443113772455,59,True
PB-0073978,LEG-0181775,BULL,2965251,2965271,99.5,2.637008991954567,0.8450106157112527,21,4.738095238095238,0.05005030181086519,59,True
PB-0073979,LEG-0181779,BULL,2965280,2965282,112.75,2.9966777408637872,0.7816291161178509,3,37.583333333333336,0.07256637168141593,59,True
PB-0073980,LEG-0181780,BULL,2965294,2965324,47.75,1.5081782289904118,0.35304990757855825,31,1.5403225806451613,0.032959447799827436,59,True
PB-0073981,LEG-0181783,BULL,2965342,2965355,109.5,4.816967792615868,0.7423728813559322,14,7.821428571428571,0.07169749549844492,59,True
PB-0073982,LEG-0181786,BEAR,2965414,2965467,89.75,5.071644803229061,0.7638297872340426,54,1.662037037037037,0.073746918652424,59,True
PB-0073983,LEG-0181789,BULL,2965460,2965517,38.25,1.8888888888888888,0.7766497461928934,58,0.6594827586206896,0.032903225806451615,59,True
PB-0073984,LEG-0181790,BULL,2965473,2965517,108.5,5.084518828451882,0.9079497907949791,45,2.411111111111111,0.0984573502722323,59,True
PB-0073985,LEG-0181791,BEAR,2965495,2965526,50.0,2.5925925925925926,0.8695652173913043,32,1.5625,0.046061722708429294,59,True
PB-0073986,LEG-0181795,BEAR,2965543,2965574,70.0,3.3475661827497865,0.9893992932862191,32,2.1875,0.05984184654840778,59,True
PB-0073987,LEG-0181800,BEAR,2965615,2965622,103.75,3.6154324828873676,0.6005788712011577,8,12.96875,0.13046211883055642,59,True
PB-0073988,LEG-0181803,BEAR,2965700,2965752,76.25,2.012252591894439,0.17640254482359746,53,1.4386792452830188,0.06987399770904926,59,True
PB-0073989,LEG-0181804,BEAR,2965707,2965752,103.25,2.378445084327437,0.22482308111050625,46,2.244565217391304,0.11105135789190643,59,True
PB-0073990,LEG-0181807,BEAR,2965755,2965756,34.75,2.1337719298245617,0.8475609756097561,2,17.375,0.03767958796421794,59,True
PB-0073991,LEG-0181809,BEAR,2965768,2965774,30.25,2.0734394124847,0.49387755102040815,7,4.321428571428571,0.031633986928104575,58,True
PB-0073992,LEG-0181810,BEAR,2965797,2965797,17.0,1.3717579250720462,0.3119266055045872,1,17.0,0.014945054945054945,58,True
PB-0073993,LEG-0181811,BEAR,2965806,2965817,57.75,3.379310344827586,0.84,12,4.8125,0.05367100371747212,58,True
PB-0073994,LEG-0181812,BEAR,2965815,2965817,70.5,3.2872606161532056,0.8650306748466258,3,23.5,0.06770708283313326,58,True
PB-0073995,LEG-0181813,BEAR,2965842,2965847,84.25,4.273550724637681,0.7262931034482759,6,14.041666666666666,0.0870576078532679,59,True
PB-0073996,LEG-0181814,BEAR,2965866,2965874,21.5,1.5636363636363637,0.23822714681440443,9,2.388888888888889,0.02080309627479439,59,True
PB-0073997,LEG-0181815,BEAR,2965874,2965874,45.75,2.652173913043478,0.8169642857142857,1,45.75,0.04402213134471975,59,True
PB-0073998,LEG-0181816,BEAR,2965888,2965908,55.5,3.059055118110236,0.7375415282392026,21,2.642857142857143,0.053110047846889955,59,True
PB-0073999,LEG-0181819,BEAR,2965929,2965988,97.75,5.425173439048563,0.8669623059866962,60,1.6291666666666667,0.10505104782375067,59,True
PB-0074000,LEG-0181823,BULL,2965967,2965967,24.75,1.5750000000000002,0.37358490566037733,1,24.75,0.03331090174966353,59,True
PB-0074001,LEG-0181824,BULL,2965983,2965985,19.25,1.585294117647059,0.308,3,6.416666666666667,0.02695134756737837,59,True
PB-0074002,LEG-0181830,BULL,2966065,2966113,47.5,3.7837837837837838,0.8370044052863436,49,0.9693877551020408,0.09581442259203228,58,True
PB-0074003,LEG-0181834,BULL,2966124,2966132,36.75,2.995633187772926,0.5610687022900763,9,4.083333333333333,0.039399624765478425,58,True
PB-0074004,LEG-0181836,BULL,2966150,2966151,59.0,3.441666666666667,0.5566037735849056,2,29.5,0.07184170471841704,57,True
PB-0074005,LEG-0181837,BULL,2966169,2966169,23.75,1.8945868945868944,0.2706552706552707,1,23.75,0.028744326777609682,58,True
PB-0074006,LEG-0181838,BULL,2966189,2966237,95.0,5.957446808510638,0.6643356643356644,49,1.9387755102040816,0.11062590975254731,58,True
PB-0074007,LEG-0181840,BEAR,2966231,2966259,88.5,6.141263940520446,0.9943820224719101,29,3.0517241379310347,0.0964840556009812,59,True
PB-0074008,LEG-0181847,BULL,2966323,2966338,47.75,2.7230142566191446,0.5787878787878787,16,2.984375,0.04777388694347173,59,True
PB-0074009,LEG-0181850,BULL,2966361,2966363,42.5,2.6096491228070176,0.648854961832061,3,14.166666666666666,0.0346797225622195,59,True
PB-0074010,LEG-0181851,BULL,2966379,2966426,59.5,3.345381526104418,0.4160839160839161,48,1.2395833333333333,0.04941860465116279,59,True
PB-0074011,LEG-0181853,BEAR,2966412,2966413,41.5,2.267317073170732,0.4585635359116022,2,20.75,0.03729498988991238,59,True
PB-0074012,LEG-0181854,BEAR,2966420,2966450,39.75,2.016304347826087,0.6973684210526315,31,1.282258064516129,0.037438191664704495,59,True
PB-0074013,LEG-0181855,BEAR,2966426,2966450,47.0,2.3862194016319127,0.7315175097276264,25,1.88,0.04539966191741125,59,True
PB-0074014,LEG-0181856,BEAR,2966432,2966450,49.0,2.7114624505928853,0.7396226415094339,19,2.5789473684210527,0.04943253467843632,59,True
PB-0074015,LEG-0181862,BULL,2966515,2966522,48.5,3.1990577149587747,0.7158671586715867,8,6.0625,0.060987110971392644,59,True
PB-0074016,LEG-0181871,BULL,2966663,2966663,159.75,4.020674157303371,0.9580209895052474,1,159.75,0.09235438647203353,59,True
PB-0074017,LEG-0181872,BULL,2966711,2966711,46.0,1.9209545115585382,0.22493887530562348,1,46.0,0.04460606060606061,59,True
PB-0074018,LEG-0181873,BULL,2966735,2966748,34.5,1.903448275862069,0.5679012345679012,14,2.4642857142857144,0.036306235201262825,59,True
PB-0074019,LEG-0181874,BULL,2966745,2966748,59.75,3.6056034482758617,0.8722627737226277,4,14.9375,0.05765983112183353,59,True
PB-0074020,LEG-0181875,BULL,2966781,2966793,46.25,2.770053475935829,0.9487179487179487,13,3.5576923076923075,0.04900662251655629,59,True
PB-0074021,LEG-0181880,BULL,2966904,2966904,33.0,2.3042394014962593,0.7586206896551724,1,33.0,0.04198473282442748,59,True
PB-0074022,LEG-0181881,BULL,2966919,2966959,43.25,2.9005988023952094,0.6091549295774648,41,1.0548780487804879,0.03864194773285683,59,True
PB-0074023,LEG-0181886,BULL,2966996,2967032,150.5,3.2883339836129535,0.36004784688995217,37,4.0675675675675675,0.1263909300860802,59,True
PB-0074024,LEG-0181888,BEAR,2967030,2967072,47.25,3.0274599542334095,0.5163934426229508,43,1.0988372093023255,0.042818305391934756,59,True
PB-0074025,LEG-0181892,BEAR,2967082,2967101,62.75,2.1545064377682404,0.6435897435897436,20,3.1375,0.07367185206926916,58,True
PB-0074026,LEG-0181893,BEAR,2967103,2967117,66.25,3.342342342342342,0.6479217603911981,15,4.416666666666667,0.1075050709939148,59,True
PB-0074027,LEG-0181898,BULL,2967244,2967256,44.75,3.8201219512195124,0.5849673202614379,13,3.4423076923076925,0.0638373751783167,56,True
PB-0074028,LEG-0181900,BULL,2967269,2967293,40.0,3.284457478005865,0.8040201005025126,25,1.6,0.06796941376380629,55,True
PB-0074029,LEG-0181904,BEAR,2967351,2967393,21.0,2.6910755148741416,0.5419354838709678,43,0.4883720930232558,0.036066981537140406,56,True
PB-0074030,LEG-0181907,BEAR,2967425,2967472,65.0,5.977011494252873,0.6004618937644342,48,1.3541666666666667,0.12909632571996027,56,True
PB-0074031,LEG-0181909,BULL,2967458,2967463,27.25,3.815,0.630057803468208,6,4.541666666666667,0.05263157894736842,56,True
PB-0074032,LEG-0181910,BULL,2967478,2967483,37.25,5.489473684210527,0.9197530864197531,6,6.208333333333333,0.07233009708737864,56,True
PB-0074033,LEG-0181911,BULL,2967504,2967517,39.0,3.3040847201210286,0.52,14,2.7857142857142856,0.09133489461358314,56,True
PB-0074034,LEG-0181913,BULL,2967531,2967533,19.75,2.198807157057654,0.5642857142857143,3,6.583333333333333,0.04764776839565742,57,True
PB-0074035,LEG-0181914,BULL,2967564,2967612,28.5,4.372602739726027,0.76,49,0.5816326530612245,0.0535966149506347,57,True
PB-0074036,LEG-0181918,BULL,2967624,2967624,38.75,2.814526588845655,0.47987616099071206,1,38.75,0.04958413307741523,59,True
PB-0074037,LEG-0181919,BULL,2967650,2967652,44.5,3.3997271487039566,0.46596858638743455,3,14.833333333333334,0.05569461827284105,59,True
PB-0074038,LEG-0181920,BULL,2967687,2967731,72.25,3.931972789115646,0.6816037735849056,45,1.6055555555555556,0.10640648011782032,59,True
PB-0074039,LEG-0181923,BEAR,2967737,2967742,55.75,4.666666666666667,0.9253112033195021,6,9.291666666666666,0.09218685407193054,59,True
PB-0074040,LEG-0181924,BEAR,2967787,2967787,19.75,2.075046904315197,0.7181818181818181,1,19.75,0.027082619129242372,58,True
PB-0074041,LEG-0181925,BEAR,2967799,2967856,39.75,3.9398230088495576,0.8238341968911918,58,0.6853448275862069,0.048372376026772135,58,True
PB-0074042,LEG-0181926,BEAR,2967806,2967856,55.0,4.4508670520231215,0.8661417322834646,51,1.0784313725490196,0.06592747977225052,58,True
PB-0074043,LEG-0181931,BEAR,2967861,2967861,11.5,0.6145038167938931,0.38333333333333336,1,11.5,0.014575411913814956,58,True
PB-0074044,LEG-0181933,BEAR,2967878,2967878,33.5,2.754772393538913,0.29321663019693656,1,33.5,0.04260731319554849,58,True
PB-0074045,LEG-0181934,BEAR,2967905,2967905,32.0,2.6627043090638933,0.5446808510638298,1,32.0,0.03768030615248749,59,True
PB-0074046,LEG-0181938,BULL,2967973,2968032,72.0,5.305263157894737,0.6697674418604651,60,1.2,0.04602844813808534,59,True
PB-0074047,LEG-0181947,BEAR,2968132,2968135,62.5,4.593175853018373,0.922509225092251,4,15.625,0.06475006475006476,59,True
PB-0074048,LEG-0181949,BULL,2968177,2968200,30.75,1.7807652533609102,0.45054945054945056,24,1.28125,0.03728402546226129,59,True
PB-0074049,LEG-0181950,BULL,2968183,2968200,45.5,2.522772277227723,0.8161434977578476,18,2.5277777777777777,0.058277297470381045,59,True
PB-0074050,LEG-0181955,BEAR,2968256,2968264,85.5,3.685912240184757,0.7418655097613883,9,9.5,0.05404551201011378,59,True
PB-0074051,LEG-0181957,BEAR,2968299,2968303,119.25,2.6353591160220993,0.6570247933884298,5,23.85,0.08238341968911918,59,True
PB-0074052,LEG-0181958,BEAR,2968345,2968351,63.25,3.4759568204121685,0.8135048231511254,7,9.035714285714286,0.05089519211426272,59,True
PB-0074053,LEG-0181959,BEAR,2968374,2968406,81.75,3.2746781115879826,0.7093275488069414,33,2.477272727272727,0.10943775100401607,57,True
PB-0074054,LEG-0181961,BULL,2968412,2968454,58.25,5.89873417721519,0.589873417721519,43,1.3546511627906976,0.12466559657570893,56,True
PB-0074055,LEG-0181962,BEAR,2968439,2968440,14.5,2.431137724550898,0.7160493827160493,2,7.25,0.0306391970417327,58,True
PB-0074056,LEG-0181963,BEAR,2968452,2968467,25.5,3.7777777777777777,0.7611940298507462,16,1.59375,0.05802047781569966,58,True
PB-0074057,LEG-0181966,BEAR,2968502,2968561,49.75,9.809859154929578,0.9476190476190476,60,0.8291666666666667,0.16432700247729148,58,True
PB-0074058,LEG-0181967,BULL,2968518,2968520,6.5,1.3735849056603775,0.3291139240506329,3,2.1666666666666665,0.017675050985723997,58,True
PB-0074059,LEG-0181968,BULL,2968534,2968546,15.25,3.151291512915129,0.43884892086330934,13,1.1730769230769231,0.029369282619162253,58,True
PB-0074060,LEG-0181969,BULL,2968543,2968546,19.0,4.290322580645161,0.4935064935064935,4,4.75,0.03434252146407592,58,True
PB-0074061,LEG-0181970,BULL,2968569,2968577,15.75,1.811088295687885,0.3165829145728643,9,1.75,0.02880658436213992,57,True
PB-0074062,LEG-0181971,BULL,2968578,2968578,10.75,1.3650793650793651,0.19545454545454546,1,10.75,0.019770114942528734,56,True
PB-0074063,LEG-0181972,BULL,2968587,2968587,23.5,1.7735849056603774,0.3745019920318725,1,23.5,0.051762114537444934,56,True
PB-0074064,LEG-0181973,BULL,2968595,2968635,30.0,2.0740740740740744,0.42105263157894735,41,0.7317073170731707,0.07303712720632989,56,True
PB-0074065,LEG-0181976,BULL,2968639,2968641,13.75,2.0754716981132075,0.6626506024096386,3,4.583333333333333,0.043824701195219126,57,True
PB-0074066,LEG-0181978,BULL,2968660,2968662,10.0,1.707317073170732,0.31746031746031744,3,3.3333333333333335,0.03333333333333333,57,True
PB-0074067,LEG-0181986,BULL,2968795,2968850,22.0,4.013029315960912,0.7719298245614035,56,0.39285714285714285,0.11733333333333333,54,True
PB-0074068,LEG-0181989,BEAR,2968830,2968839,8.0,2.3957219251336896,0.7619047619047619,10,0.8,0.032160804020100506,54,True
PB-0074069,LEG-0181991,BEAR,2968856,2968862,8.0,2.3333333333333335,0.37209302325581395,7,1.1428571428571428,0.025437201907790145,55,True
PB-0074070,LEG-0181992,BEAR,2968864,2968865,11.0,3.441340782122905,0.43564356435643564,2,5.5,0.03197674418604651,55,True
PB-0074071,LEG-0181993,BEAR,2968878,2968878,3.25,0.774468085106383,0.16666666666666666,1,3.25,0.008365508365508366,55,True
PB-0074072,LEG-0181994,BEAR,2968888,2968897,20.0,3.035230352303523,0.40816326530612246,10,2.0,0.05211726384364821,54,True
PB-0074073,LEG-0181995,BEAR,2968915,2968971,4.25,0.7828947368421052,0.1559633027522936,57,0.07456140350877193,0.009675583380762664,56,True
PB-0074074,LEG-0181996,BEAR,2968924,2968971,27.5,4.063324538258575,0.5445544554455446,48,0.5729166666666666,0.06501182033096926,55,True
PB-0074075,LEG-0182001,BEAR,2968986,2968992,19.25,3.522875816993464,0.7623762376237624,7,2.75,0.03307560137457045,55,True
PB-0074076,LEG-0182002,BEAR,2968992,2968992,24.25,4.619047619047619,0.8016528925619835,1,24.25,0.040568799665411964,57,True
PB-0074077,LEG-0182003,BEAR,2969003,2969003,29.75,3.197696737044146,0.7777777777777778,1,29.75,0.046648373186985496,58,True
PB-0074078,LEG-0182004,BEAR,2969039,2969085,92.5,8.900343642611684,0.9866666666666667,47,1.9680851063829787,0.12754222681833852,57,True
PB-0074079,LEG-0182009,BEAR,2969097,2969109,19.75,1.5621468926553672,0.33905579399141633,13,1.5192307692307692,0.026184951939012265,59,True
PB-0074080,LEG-0182010,BEAR,2969115,2969136,36.75,2.015670910871694,0.5653846153846154,22,1.6704545454545454,0.057624460995687965,58,True
PB-0074081,LEG-0182011,BEAR,2969125,2969136,45.25,3.175438596491228,0.6156462585034014,12,3.7708333333333335,0.07182539682539682,58,True
PB-0074082,LEG-0182016,BULL,2969194,2969198,27.75,2.716783216783217,0.30833333333333335,5,5.55,0.04838709677419355,57,True
PB-0074083,LEG-0182026,BULL,2969363,2969363,38.5,2.6519065190651907,0.5082508250825083,1,38.5,0.026791927627000695,58,True
PB-0074084,LEG-0182032,BEAR,2969496,2969497,71.0,2.54382597568778,0.4982456140350877,2,35.5,0.06267932023835798,58,True
PB-0074085,LEG-0182033,BEAR,2969509,2969566,94.0,3.8423357664233575,0.8785046728971962,58,1.6206896551724137,0.09148418491484185,58,True
PB-0074086,LEG-0182038,BEAR,2969636,2969643,111.25,4.172806430006698,0.7516891891891891,8,13.90625,0.11698212407991587,59,True
PB-0074087,LEG-0182039,BEAR,2969670,2969707,88.25,6.26362484157161,0.9192708333333334,38,2.3223684210526314,0.11086683417085427,59,True
PB-0074088,LEG-0182040,BULL,2969692,2969727,51.75,3.8031496062992125,0.9039301310043668,36,1.4375,0.07140393239047947,59,True
PB-0074089,LEG-0182045,BULL,2969743,2969743,16.25,1.52428810720268,0.5555555555555556,1,16.25,0.02991256327657616,59,True
PB-0074090,LEG-0182046,BULL,2969758,2969774,40.5,3.2633093525179855,0.5586206896551724,17,2.3823529411764706,0.10227272727272728,58,True
PB-0074091,LEG-0182048,BEAR,2969780,2969784,26.0,2.2785602503912363,0.4388185654008439,5,5.2,0.07732342007434945,57,True
PB-0074092,LEG-0182052,BEAR,2969848,2969850,15.25,1.5785582255083177,0.1942675159235669,3,5.083333333333333,0.021433591004919185,59,True
PB-0074093,LEG-0182053,BEAR,2969866,2969866,22.0,1.5266418835192068,0.34108527131782945,1,22.0,0.030866362679761488,59,True
PB-0074094,LEG-0182054,BEAR,2969880,2969892,37.25,3.2191358024691357,0.41388888888888886,13,2.8653846153846154,0.04965011662779074,59,True
PB-0074095,LEG-0182056,BEAR,2969907,2969913,60.5,4.653846153846154,0.9097744360902256,7,8.642857142857142,0.08222901800883452,58,True
PB-0074096,LEG-0182057,BEAR,2969933,2969992,59.0,3.6188389923329685,0.5798525798525799,60,0.9833333333333333,0.08786299329858525,58,True
PB-0074097,LEG-0182058,BEAR,2969943,2969992,71.75,5.314814814814815,0.6266375545851528,50,1.435,0.1169519152404238,58,True
PB-0074098,LEG-0182060,BULL,2969976,2969978,24.5,1.9855282199710567,0.5975609756097561,3,8.166666666666666,0.04315279612505504,59,True
PB-0074099,LEG-0182061,BULL,2969983,2969985,13.5,1.239344262295082,0.3253012048192771,3,4.5,0.024896265560165973,59,True
PB-0074100,LEG-0182062,BULL,2969998,2970018,35.0,4.5265588914549655,0.7216494845360825,21,1.6666666666666667,0.06635071090047394,59,True
PB-0074101,LEG-0182067,BEAR,2970072,2970076,24.0,2.817610062893082,0.3416370106761566,5,4.8,0.0486815415821501,58,True
PB-0074102,LEG-0182068,BEAR,2970100,2970104,10.75,1.3744292237442923,0.2925170068027211,5,2.15,0.02246603970741902,57,True
PB-0074103,LEG-0182069,BEAR,2970118,2970139,54.25,5.114478114478114,0.6636085626911316,22,2.465909090909091,0.12350597609561753,57,True
PB-0074104,LEG-0182072,BULL,2970206,2970242,38.75,6.30813953488372,0.8959537572254336,37,1.0472972972972974,0.09382566585956416,53,True
PB-0074105,LEG-0182075,BULL,2970264,2970304,45.25,3.787742899850523,0.7541666666666667,41,1.103658536585366,0.0996147495872317,57,True
PB-0074106,LEG-0182079,BULL,2970355,2970355,11.5,1.7127659574468084,0.24864864864864866,1,11.5,0.026512968299711816,57,True
PB-0074107,LEG-0182080,BULL,2970382,2970407,14.75,2.2324324324324327,0.3710691823899371,26,0.5673076923076923,0.028392685274302214,58,True
PB-0074108,LEG-0182083,BULL,2970446,2970473,65.75,5.816745655608215,0.7346368715083799,28,2.3482142857142856,0.11606354810238305,58,True
PB-0074109,LEG-0182087,BULL,2970542,2970579,26.25,2.5654450261780104,0.2755905511811024,38,0.6907894736842105,0.05172413793103448,57,True
PB-0074110,LEG-0182090,BEAR,2970585,2970587,25.5,2.527433628318584,0.9272727272727272,3,8.5,0.051697921946274705,57,True
PB-0074111,LEG-0182096,BEAR,2970685,2970736,42.5,3.6115326251896813,0.3609341825902335,52,0.8173076923076923,0.07051016175860639,58,True
PB-0074112,LEG-0182100,BEAR,2970761,2970770,84.0,4.16651904340124,0.865979381443299,10,8.4,0.05517241379310345,59,True
PB-0074113,LEG-0182101,BEAR,2970770,2970770,92.25,3.6329113924050636,0.8764845605700713,1,92.25,0.06460084033613446,59,True
PB-0074114,LEG-0182102,BEAR,2970785,2970796,71.25,2.54302103250478,0.45023696682464454,12,5.9375,0.049036476256022025,59,True
PB-0074115,LEG-0182103,BEAR,2970794,2970796,117.0,4.227096774193549,0.8555758683729433,3,39.0,0.08314087759815242,59,True
PB-0074116,LEG-0182104,BEAR,2970819,2970838,62.0,2.970059880239521,0.6927374301675978,20,3.1,0.047382499044707684,59,True
PB-0074117,LEG-0182109,BULL,2970901,2970921,122.0,3.3671759487432236,0.9330783938814532,21,5.809523809523809,0.08960705104663974,59,True
PB-0074118,LEG-0182112,BULL,2970940,2970959,111.25,4.61139896373057,0.7542372881355932,20,5.5625,0.09510579183586236,59,True
PB-0074119,LEG-0182116,BEAR,2971024,2971040,53.0,3.0820353063343715,0.7162162162162162,17,3.1176470588235294,0.06439854191980558,58,True
PB-0074120,LEG-0182120,BEAR,2971059,2971065,34.25,2.6130790190735693,0.5780590717299579,7,4.892857142857143,0.04082240762812873,59,True
PB-0074121,LEG-0182121,BEAR,2971074,2971125,41.75,3.0763157894736843,0.9226519337016574,52,0.8028846153846154,0.04903112155020552,59,True
PB-0074122,LEG-0182122,BEAR,2971087,2971125,47.75,4.20440251572327,0.9317073170731708,39,1.2243589743589745,0.052923247436963146,59,True
PB-0074123,LEG-0182127,BEAR,2971155,2971212,39.25,2.4048140043763673,0.9457831325301205,58,0.6767241379310345,0.08122090015519917,59,True
PB-0074124,LEG-0182132,BULL,2971225,2971230,45.0,3.433242506811989,0.9625668449197861,6,7.5,0.096051227321238,59,True
PB-0074125,LEG-0182133,BULL,2971259,2971318,58.5,7.411764705882352,0.975,60,0.975,0.1288546255506608,59,True
PB-0074126,LEG-0182139,BULL,2971373,2971386,37.75,3.8366606170598914,0.9041916167664671,14,2.6964285714285716,0.0817984832069339,59,True
PB-0074127,LEG-0182140,BULL,2971408,2971447,44.0,5.3218142548596115,0.7719298245614035,40,1.1,0.11384217335058215,59,True
PB-0074128,LEG-0182141,BEAR,2971422,2971425,18.0,2.631853785900783,0.9,4,4.5,0.04871447902571042,58,True
