trade_id,armed_i,signal_i,entry_i,arm_to_entry_bars,signal_to_entry_bars
T58-216228,2981529,2981530,2981531,2,1
T58-216229,2981538,2981539,2981540,2,1
T58-216230,2981548,2981549,2981550,2,1
T58-216231,2981566,2981567,2981568,2,1
T58-216232,2981578,2981580,2981581,3,1
T58-216233,2981587,2981588,2981589,2,1
T58-216234,2981596,2981597,2981598,2,1
T58-216235,2981604,2981605,2981606,2,1
T58-216236,2981617,2981618,2981619,2,1
T58-216237,2981636,2981637,2981638,2,1
T58-216238,2981648,2981649,2981650,2,1
T58-216239,2981660,2981661,2981662,2,1
T58-216240,2981682,2981683,2981684,2,1
T58-216241,2981690,2981691,2981692,2,1
T58-216242,2981702,2981703,2981704,2,1
T58-216243,2981719,2981720,2981721,2,1
T58-216244,2981737,2981738,2981739,2,1
T58-216245,2981747,2981748,2981749,2,1
T58-216246,2981761,2981762,2981763,2,1
T58-216247,2981773,2981774,2981775,2,1
T58-216248,2981780,2981781,2981782,2,1
T58-216249,2981790,2981791,2981792,2,1
T58-216250,2981812,2981813,2981814,2,1
T58-216251,2981822,2981823,2981824,2,1
T58-216252,2981834,2981835,2981836,2,1
T58-216253,2981845,2981846,2981847,2,1
T58-216254,2981856,2981857,2981858,2,1
T58-216255,2981868,2981869,2981870,2,1
T58-216256,2981899,2981900,2981901,2,1
T58-216257,2981922,2981923,2981924,2,1
T58-216258,2981936,2981937,2981938,2,1
T58-216259,2981945,2981946,2981947,2,1
T58-216260,2981962,2981963,2981964,2,1
T58-216261,2981974,2981976,2981977,3,1
T58-216262,2981985,2981986,2981987,2,1
T58-216263,2981995,2981996,2981997,2,1
T58-216264,2982021,2982025,2982026,5,1
T58-216265,2982039,2982040,2982041,2,1
T58-216266,2982057,2982058,2982059,2,1
T58-216267,2982067,2982068,2982069,2,1
T58-216268,2982086,2982088,2982089,3,1
T58-216269,2982097,2982098,2982099,2,1
T58-216270,2982115,2982117,2982118,3,1
T58-216271,2982124,2982125,2982126,2,1
T58-216272,2982140,2982141,2982142,2,1
T58-216273,2982153,2982154,2982155,2,1
T58-216274,2982165,2982166,2982167,2,1
T58-216275,2982187,2982188,2982189,2,1
T58-216276,2982198,2982199,2982200,2,1
T58-216277,2982209,2982210,2982211,2,1
T58-216278,2982217,2982218,2982219,2,1
T58-216279,2982228,2982229,2982230,2,1
T58-216280,2982240,2982241,2982242,2,1
T58-216281,2982247,2982249,2982250,3,1
T58-216282,2982262,2982263,2982264,2,1
T58-216283,2982273,2982274,2982275,2,1
T58-216284,2982289,2982290,2982291,2,1
T58-216285,2982313,2982314,2982315,2,1
T58-216286,2982327,2982328,2982329,2,1
T58-216287,2982340,2982341,2982342,2,1
T58-216288,2982352,2982353,2982354,2,1
T58-216289,2982362,2982364,2982365,3,1
T58-216290,2982373,2982374,2982375,2,1
T58-216291,2982392,2982393,2982394,2,1
T58-216292,2982402,2982403,2982404,2,1
T58-216293,2982415,2982416,2982417,2,1
T58-216294,2982430,2982431,2982432,2,1
T58-216295,2982438,2982439,2982440,2,1
T58-216296,2982446,2982448,2982449,3,1
T58-216297,2982470,2982471,2982472,2,1
T58-216298,2982480,2982481,2982482,2,1
T58-216299,2982517,2982518,2982519,2,1
T58-216300,2982543,2982545,2982546,3,1
T58-216301,2982562,2982563,2982564,2,1
T58-216302,2982574,2982575,2982576,2,1
T58-216303,2982582,2982583,2982584,2,1
T58-216304,2982590,2982591,2982592,2,1
T58-216305,2982602,2982603,2982604,2,1
T58-216306,2982635,2982636,2982637,2,1
T58-216307,2982645,2982646,2982647,2,1
T58-216308,2982655,2982656,2982657,2,1
T58-216309,2982671,2982672,2982673,2,1
T58-216310,2982682,2982683,2982684,2,1
T58-216311,2982689,2982690,2982691,2,1
T58-216312,2982698,2982699,2982700,2,1
T58-216313,2982706,2982707,2982708,2,1
T58-216314,2982733,2982734,2982735,2,1
T58-216315,2982743,2982744,2982745,2,1
T58-216316,2982757,2982758,2982759,2,1
T58-216317,2982769,2982770,2982771,2,1
T58-216318,2982783,2982784,2982785,2,1
T58-216319,2982794,2982795,2982796,2,1
T58-216320,2982808,2982810,2982811,3,1
T58-216321,2982830,2982831,2982832,2,1
T58-216322,2982837,2982838,2982839,2,1
T58-216323,2982863,2982864,2982865,2,1
T58-216324,2982885,2982886,2982887,2,1
T58-216325,2982895,2982896,2982897,2,1
T58-216326,2982906,2982907,2982908,2,1
T58-216327,2982920,2982921,2982922,2,1
T58-216328,2982928,2982929,2982930,2,1
T58-216329,2982940,2982941,2982942,2,1
T58-216330,2982947,2982948,2982949,2,1
T58-216331,2982958,2982959,2982960,2,1
T58-216332,2982968,2982969,2982970,2,1
T58-216333,2982987,2982988,2982989,2,1
T58-216334,2983005,2983006,2983007,2,1
T58-216335,2983015,2983017,2983018,3,1
T58-216336,2983038,2983039,2983040,2,1
T58-216337,2983051,2983052,2983053,2,1
T58-216338,2983068,2983069,2983070,2,1
T58-216339,2983081,2983082,2983083,2,1
T58-216340,2983090,2983091,2983092,2,1
T58-216341,2983106,2983107,2983108,2,1
T58-216342,2983115,2983116,2983117,2,1
T58-216343,2983125,2983126,2983127,2,1
T58-216344,2983147,2983148,2983149,2,1
T58-216345,2983154,2983155,2983156,2,1
T58-216346,2983163,2983164,2983165,2,1
T58-216347,2983171,2983172,2983173,2,1
T58-216348,2983188,2983189,2983190,2,1
T58-216349,2983197,2983198,2983199,2,1
T58-216350,2983213,2983214,2983215,2,1
T58-216351,2983254,2983255,2983256,2,1
T58-216352,2983265,2983266,2983267,2,1
T58-216353,2983279,2983280,2983281,2,1
T58-216354,2983289,2983290,2983291,2,1
T58-216355,2983299,2983300,2983301,2,1
T58-216356,2983318,2983319,2983320,2,1
T58-216357,2983328,2983329,2983330,2,1
T58-216358,2983336,2983337,2983338,2,1
T58-216359,2983357,2983358,2983359,2,1
T58-216360,2983368,2983369,2983370,2,1
T58-216361,2983381,2983382,2983383,2,1
T58-216362,2983389,2983390,2983391,2,1
T58-216363,2983396,2983397,2983398,2,1
T58-216364,2983410,2983411,2983412,2,1
T58-216365,2983426,2983427,2983428,2,1
T58-216366,2983433,2983434,2983435,2,1
T58-216367,2983447,2983448,2983449,2,1
T58-216368,2983462,2983463,2983464,2,1
T58-216369,2983483,2983484,2983485,2,1
T58-216370,2983502,2983503,2983504,2,1
T58-216371,2983512,2983513,2983514,2,1
T58-216372,2983531,2983533,2983534,3,1
T58-216373,2983540,2983541,2983542,2,1
T58-216374,2983559,2983560,2983561,2,1
T58-216375,2983566,2983568,2983569,3,1
T58-216376,2983577,2983578,2983579,2,1
T58-216377,2983609,2983610,2983611,2,1
T58-216378,2983619,2983620,2983621,2,1
T58-216379,2983654,2983655,2983656,2,1
T58-216380,2983665,2983666,2983667,2,1
T58-216381,2983675,2983676,2983677,2,1
T58-216382,2983695,2983696,2983697,2,1
T58-216383,2983707,2983708,2983709,2,1
T58-216384,2983721,2983722,2983723,2,1
T58-216385,2983733,2983734,2983735,2,1
T58-216386,2983743,2983745,2983746,3,1
T58-216387,2983764,2983765,2983766,2,1
T58-216388,2983779,2983780,2983781,2,1
T58-216389,2983790,2983791,2983792,2,1
T58-216390,2983805,2983808,2983809,4,1
T58-216391,2983819,2983820,2983821,2,1
T58-216392,2983828,2983829,2983830,2,1
T58-216393,2983839,2983840,2983841,2,1
T58-216394,2983847,2983848,2983849,2,1
T58-216395,2983857,2983858,2983859,2,1
T58-216396,2983870,2983871,2983872,2,1
T58-216397,2983877,2983878,2983879,2,1
T58-216398,2983895,2983896,2983897,2,1
T58-216399,2983917,2983918,2983919,2,1
T58-216400,2983925,2983926,2983927,2,1
T58-216401,2983938,2983939,2983940,2,1
T58-216402,2983949,2983950,2983951,2,1
T58-216403,2983972,2983974,2983975,3,1
T58-216404,2983981,2983982,2983983,2,1
T58-216405,2983993,2983994,2983995,2,1
T58-216406,2984028,2984029,2984030,2,1
T58-216407,2984038,2984039,2984040,2,1
T58-216408,2984046,2984047,2984048,2,1
T58-216409,2984056,2984057,2984058,2,1
T58-216410,2984067,2984068,2984069,2,1
T58-216411,2984082,2984083,2984084,2,1
T58-216412,2984091,2984092,2984093,2,1
T58-216413,2984107,2984108,2984109,2,1
T58-216414,2984120,2984121,2984122,2,1
T58-216415,2984131,2984132,2984133,2,1
T58-216416,2984140,2984141,2984142,2,1
T58-216417,2984153,2984154,2984155,2,1
T58-216418,2984169,2984170,2984171,2,1
T58-216419,2984190,2984191,2984192,2,1
T58-216420,2984207,2984208,2984209,2,1
T58-216421,2984214,2984216,2984217,3,1
T58-216422,2984227,2984228,2984229,2,1
T58-216423,2984236,2984239,2984240,4,1
T58-216424,2984257,2984258,2984259,2,1
T58-216425,2984270,2984271,2984272,2,1
T58-216426,2984278,2984279,2984280,2,1
T58-216427,2984309,2984310,2984311,2,1
T58-216428,2984325,2984326,2984327,2,1
T58-216429,2984333,2984334,2984335,2,1
T58-216430,2984348,2984349,2984350,2,1
T58-216431,2984371,2984372,2984373,2,1
T58-216432,2984391,2984392,2984393,2,1
T58-216433,2984401,2984402,2984403,2,1
T58-216434,2984408,2984409,2984410,2,1
T58-216435,2984417,2984418,2984419,2,1
T58-216436,2984438,2984439,2984440,2,1
T58-216437,2984449,2984450,2984451,2,1
T58-216438,2984462,2984463,2984464,2,1
T58-216439,2984478,2984479,2984480,2,1
T58-216440,2984486,2984487,2984488,2,1
T58-216441,2984493,2984494,2984495,2,1
T58-216442,2984501,2984502,2984503,2,1
T58-216443,2984526,2984527,2984528,2,1
T58-216444,2984538,2984539,2984540,2,1
T58-216445,2984550,2984551,2984552,2,1
T58-216446,2984576,2984577,2984578,2,1
T58-216447,2984590,2984591,2984592,2,1
T58-216448,2984608,2984609,2984610,2,1
T58-216449,2984615,2984616,2984617,2,1
T58-216450,2984630,2984631,2984632,2,1
T58-216451,2984651,2984652,2984653,2,1
T58-216452,2984661,2984662,2984663,2,1
T58-216453,2984674,2984675,2984676,2,1
T58-216454,2984685,2984686,2984687,2,1
T58-216455,2984702,2984703,2984704,2,1
T58-216456,2984714,2984716,2984717,3,1
T58-216457,2984724,2984725,2984726,2,1
T58-216458,2984732,2984733,2984734,2,1
T58-216459,2984744,2984745,2984746,2,1
T58-216460,2984761,2984762,2984763,2,1
T58-216461,2984780,2984781,2984782,2,1
T58-216462,2984791,2984792,2984793,2,1
T58-216463,2984807,2984808,2984809,2,1
T58-216464,2984817,2984818,2984819,2,1
T58-216465,2984831,2984832,2984833,2,1
T58-216466,2984842,2984843,2984844,2,1
T58-216467,2984851,2984852,2984853,2,1
T58-216468,2984864,2984867,2984868,4,1
T58-216469,2984876,2984877,2984878,2,1
T58-216470,2984884,2984885,2984886,2,1
T58-216471,2984896,2984897,2984898,2,1
T58-216472,2984904,2984905,2984906,2,1
T58-216473,2984914,2984915,2984916,2,1
T58-216474,2984922,2984923,2984924,2,1
T58-216475,2984931,2984932,2984933,2,1
T58-216476,2984940,2984941,2984942,2,1
T58-216477,2985007,2985008,2985009,2,1
T58-216478,2985016,2985017,2985018,2,1
T58-216479,2985027,2985028,2985029,2,1
T58-216480,2985045,2985047,2985048,3,1
T58-216481,2985065,2985066,2985067,2,1
T58-216482,2985079,2985080,2985081,2,1
T58-216483,2985089,2985090,2985091,2,1
T58-216484,2985106,2985107,2985108,2,1
T58-216485,2985120,2985121,2985122,2,1
T58-216486,2985129,2985130,2985131,2,1
T58-216487,2985166,2985167,2985168,2,1
T58-216488,2985179,2985180,2985181,2,1
T58-216489,2985188,2985189,2985190,2,1
T58-216490,2985198,2985199,2985200,2,1
T58-216491,2985215,2985216,2985217,2,1
T58-216492,2985225,2985226,2985227,2,1
T58-216493,2985240,2985241,2985242,2,1
T58-216494,2985248,2985250,2985251,3,1
T58-216495,2985261,2985262,2985263,2,1
T58-216496,2985281,2985282,2985283,2,1
T58-216497,2985289,2985290,2985291,2,1
T58-216498,2985299,2985300,2985301,2,1
T58-216499,2985318,2985319,2985320,2,1
T58-216500,2985334,2985335,2985336,2,1
T58-216501,2985354,2985355,2985356,2,1
T58-216502,2985362,2985363,2985364,2,1
T58-216503,2985373,2985374,2985375,2,1
T58-216504,2985382,2985383,2985384,2,1
T58-216505,2985391,2985392,2985393,2,1
T58-216506,2985398,2985399,2985400,2,1
T58-216507,2985413,2985414,2985415,2,1
T58-216508,2985421,2985422,2985423,2,1
T58-216509,2985435,2985436,2985437,2,1
T58-216510,2985446,2985447,2985448,2,1
T58-216511,2985461,2985462,2985463,2,1
T58-216512,2985494,2985495,2985496,2,1
T58-216513,2985509,2985510,2985511,2,1
T58-216514,2985519,2985520,2985521,2,1
T58-216515,2985539,2985540,2985541,2,1
T58-216516,2985558,2985559,2985560,2,1
T58-216517,2985570,2985571,2985572,2,1
T58-216518,2985583,2985584,2985585,2,1
T58-216519,2985591,2985592,2985593,2,1
T58-216520,2985602,2985604,2985605,3,1
T58-216521,2985620,2985621,2985622,2,1
T58-216522,2985630,2985631,2985632,2,1
T58-216523,2985638,2985639,2985640,2,1
T58-216524,2985647,2985648,2985649,2,1
T58-216525,2985659,2985660,2985661,2,1
T58-216526,2985674,2985675,2985676,2,1
T58-216527,2985687,2985688,2985689,2,1
T58-216528,2985698,2985699,2985700,2,1
T58-216529,2985710,2985711,2985712,2,1
T58-216530,2985722,2985723,2985724,2,1
T58-216531,2985734,2985735,2985736,2,1
T58-216532,2985743,2985745,2985746,3,1
T58-216533,2985756,2985757,2985758,2,1
T58-216534,2985763,2985764,2985765,2,1
T58-216535,2985774,2985775,2985776,2,1
T58-216536,2985781,2985782,2985783,2,1
T58-216537,2985797,2985798,2985799,2,1
T58-216538,2985804,2985805,2985806,2,1
T58-216539,2985817,2985818,2985819,2,1
T58-216540,2985832,2985834,2985835,3,1
T58-216541,2985841,2985842,2985843,2,1
T58-216542,2985854,2985855,2985856,2,1
T58-216543,2985868,2985869,2985870,2,1
T58-216544,2985876,2985879,2985880,4,1
T58-216545,2985886,2985887,2985888,2,1
T58-216546,2985897,2985898,2985899,2,1
T58-216547,2985907,2985908,2985909,2,1
T58-216548,2985918,2985920,2985921,3,1
T58-216549,2985934,2985935,2985936,2,1
T58-216550,2985947,2985948,2985949,2,1
T58-216551,2985968,2985969,2985970,2,1
T58-216552,2985999,2986002,2986003,4,1
T58-216553,2986010,2986012,2986013,3,1
T58-216554,2986024,2986025,2986026,2,1
T58-216555,2986031,2986032,2986033,2,1
T58-216556,2986042,2986043,2986044,2,1
T58-216557,2986053,2986054,2986055,2,1
T58-216558,2986061,2986062,2986063,2,1
T58-216559,2986084,2986085,2986086,2,1
T58-216560,2986091,2986092,2986093,2,1
T58-216561,2986108,2986109,2986110,2,1
T58-216562,2986131,2986133,2986134,3,1
T58-216563,2986141,2986144,2986145,4,1
T58-216564,2986156,2986157,2986158,2,1
T58-216565,2986165,2986167,2986168,3,1
T58-216566,2986178,2986179,2986180,2,1
T58-216567,2986186,2986187,2986188,2,1
T58-216568,2986195,2986196,2986197,2,1
T58-216569,2986207,2986208,2986209,2,1
T58-216570,2986216,2986217,2986218,2,1
T58-216571,2986225,2986228,2986229,4,1
T58-216572,2986244,2986246,2986247,3,1
T58-216573,2986266,2986267,2986268,2,1
T58-216574,2986276,2986278,2986279,3,1
T58-216575,2986284,2986285,2986286,2,1
T58-216576,2986291,2986292,2986293,2,1
T58-216577,2986306,2986307,2986308,2,1
T58-216578,2986328,2986329,2986330,2,1
T58-216579,2986350,2986351,2986352,2,1
T58-216580,2986367,2986368,2986369,2,1
T58-216581,2986384,2986386,2986387,3,1
T58-216582,2986399,2986400,2986401,2,1
T58-216583,2986407,2986408,2986409,2,1
T58-216584,2986415,2986416,2986417,2,1
T58-216585,2986429,2986430,2986431,2,1
T58-216586,2986444,2986445,2986446,2,1
T58-216587,2986454,2986455,2986456,2,1
T58-216588,2986471,2986472,2986473,2,1
T58-216589,2986482,2986483,2986484,2,1
T58-216590,2986497,2986499,2986500,3,1
T58-216591,2986506,2986507,2986508,2,1
T58-216592,2986530,2986531,2986532,2,1
T58-216593,2986538,2986539,2986540,2,1
T58-216594,2986553,2986554,2986555,2,1
T58-216595,2986566,2986567,2986568,2,1
T58-216596,2986574,2986575,2986576,2,1
T58-216597,2986585,2986586,2986587,2,1
T58-216598,2986614,2986615,2986616,2,1
T58-216599,2986626,2986627,2986628,2,1
T58-216600,2986634,2986635,2986636,2,1
T58-216601,2986654,2986656,2986657,3,1
T58-216602,2986669,2986670,2986671,2,1
T58-216603,2986679,2986680,2986681,2,1
T58-216604,2986701,2986702,2986703,2,1
T58-216605,2986723,2986724,2986725,2,1
T58-216606,2986732,2986733,2986734,2,1
T58-216607,2986749,2986750,2986751,2,1
T58-216608,2986760,2986761,2986762,2,1
T58-216609,2986776,2986778,2986779,3,1
T58-216610,2986790,2986791,2986792,2,1
T58-216611,2986801,2986802,2986803,2,1
T58-216612,2986825,2986827,2986828,3,1
T58-216613,2986833,2986834,2986835,2,1
T58-216614,2986847,2986849,2986850,3,1
T58-216615,2986859,2986860,2986861,2,1
T58-216616,2986875,2986876,2986877,2,1
T58-216617,2986892,2986893,2986894,2,1
T58-216618,2986909,2986910,2986911,2,1
T58-216619,2986919,2986920,2986921,2,1
T58-216620,2986933,2986934,2986935,2,1
T58-216621,2986943,2986944,2986945,2,1
T58-216622,2986957,2986958,2986959,2,1
T58-216623,2986965,2986966,2986967,2,1
T58-216624,2986973,2986974,2986975,2,1
T58-216625,2987001,2987002,2987003,2,1
T58-216626,2987009,2987010,2987011,2,1
T58-216627,2987019,2987020,2987021,2,1
T58-216628,2987037,2987038,2987039,2,1
T58-216629,2987048,2987049,2987050,2,1
T58-216630,2987064,2987065,2987066,2,1
T58-216631,2987080,2987081,2987082,2,1
T58-216632,2987090,2987091,2987092,2,1
T58-216633,2987103,2987104,2987105,2,1
T58-216634,2987110,2987111,2987112,2,1
T58-216635,2987119,2987120,2987121,2,1
T58-216636,2987126,2987127,2987128,2,1
T58-216637,2987136,2987137,2987138,2,1
T58-216638,2987146,2987147,2987148,2,1
T58-216639,2987162,2987163,2987164,2,1
T58-216640,2987189,2987190,2987191,2,1
T58-216641,2987209,2987210,2987211,2,1
T58-216642,2987226,2987227,2987228,2,1
T58-216643,2987240,2987241,2987242,2,1
T58-216644,2987256,2987257,2987258,2,1
T58-216645,2987268,2987269,2987270,2,1
T58-216646,2987275,2987276,2987277,2,1
T58-216647,2987293,2987294,2987295,2,1
T58-216648,2987301,2987302,2987303,2,1
T58-216649,2987312,2987313,2987314,2,1
T58-216650,2987325,2987326,2987327,2,1
T58-216651,2987334,2987335,2987336,2,1
T58-216652,2987344,2987345,2987346,2,1
T58-216653,2987358,2987359,2987360,2,1
T58-216654,2987366,2987367,2987368,2,1
T58-216655,2987376,2987377,2987378,2,1
T58-216656,2987385,2987387,2987388,3,1
T58-216657,2987394,2987395,2987396,2,1
T58-216658,2987406,2987407,2987408,2,1
T58-216659,2987423,2987425,2987426,3,1
T58-216660,2987434,2987435,2987436,2,1
T58-216661,2987442,2987443,2987444,2,1
T58-216662,2987456,2987459,2987460,4,1
T58-216663,2987476,2987477,2987478,2,1
T58-216664,2987489,2987490,2987491,2,1
T58-216665,2987500,2987502,2987503,3,1
T58-216666,2987511,2987512,2987513,2,1
T58-216667,2987522,2987523,2987524,2,1
T58-216668,2987541,2987542,2987543,2,1
T58-216669,2987552,2987553,2987554,2,1
T58-216670,2987569,2987570,2987571,2,1
T58-216671,2987584,2987585,2987586,2,1
T58-216672,2987600,2987601,2987602,2,1
T58-216673,2987609,2987610,2987611,2,1
T58-216674,2987616,2987617,2987618,2,1
T58-216675,2987623,2987624,2987625,2,1
T58-216676,2987630,2987631,2987632,2,1
T58-216677,2987644,2987645,2987646,2,1
T58-216678,2987651,2987652,2987653,2,1
T58-216679,2987660,2987662,2987663,3,1
T58-216680,2987668,2987669,2987670,2,1
T58-216681,2987678,2987679,2987680,2,1
T58-216682,2987686,2987687,2987688,2,1
T58-216683,2987759,2987760,2987761,2,1
T58-216684,2987768,2987769,2987770,2,1
T58-216685,2987783,2987786,2987787,4,1
T58-216686,2987797,2987798,2987799,2,1
T58-216687,2987804,2987805,2987806,2,1
T58-216688,2987832,2987833,2987834,2,1
T58-216689,2987854,2987856,2987857,3,1
T58-216690,2987869,2987870,2987871,2,1
T58-216691,2987885,2987886,2987887,2,1
T58-216692,2987895,2987896,2987897,2,1
T58-216693,2987903,2987904,2987905,2,1
T58-216694,2987916,2987917,2987918,2,1
T58-216695,2987941,2987942,2987943,2,1
T58-216696,2987950,2987951,2987952,2,1
T58-216697,2987957,2987958,2987959,2,1
T58-216698,2987975,2987976,2987977,2,1
T58-216699,2987983,2987984,2987985,2,1
T58-216700,2987997,2987998,2987999,2,1
T58-216701,2988005,2988006,2988007,2,1
T58-216702,2988013,2988014,2988015,2,1
T58-216703,2988040,2988041,2988042,2,1
T58-216704,2988054,2988055,2988056,2,1
T58-216705,2988062,2988063,2988064,2,1
T58-216706,2988082,2988086,2988087,5,1
T58-216707,2988100,2988101,2988102,2,1
T58-216708,2988111,2988112,2988113,2,1
T58-216709,2988131,2988132,2988133,2,1
T58-216710,2988141,2988144,2988145,4,1
T58-216711,2988152,2988153,2988154,2,1
T58-216712,2988175,2988176,2988177,2,1
T58-216713,2988186,2988187,2988188,2,1
T58-216714,2988201,2988202,2988203,2,1
T58-216715,2988208,2988209,2988210,2,1
T58-216716,2988219,2988220,2988221,2,1
T58-216717,2988229,2988230,2988231,2,1
T58-216718,2988242,2988243,2988244,2,1
T58-216719,2988251,2988252,2988253,2,1
T58-216720,2988258,2988259,2988260,2,1
T58-216721,2988272,2988273,2988274,2,1
T58-216722,2988281,2988282,2988283,2,1
T58-216723,2988296,2988298,2988299,3,1
T58-216724,2988307,2988308,2988309,2,1
T58-216725,2988318,2988319,2988320,2,1
T58-216726,2988329,2988330,2988331,2,1
T58-216727,2988337,2988338,2988339,2,1
T58-216728,2988345,2988346,2988347,2,1
T58-216729,2988365,2988366,2988367,2,1
T58-216730,2988397,2988399,2988400,3,1
T58-216731,2988413,2988414,2988415,2,1
T58-216732,2988426,2988427,2988428,2,1
T58-216733,2988433,2988434,2988435,2,1
T58-216734,2988444,2988445,2988446,2,1
T58-216735,2988461,2988462,2988463,2,1
T58-216736,2988470,2988473,2988474,4,1
T58-216737,2988493,2988494,2988495,2,1
T58-216738,2988502,2988503,2988504,2,1
T58-216739,2988519,2988520,2988521,2,1
T58-216740,2988529,2988530,2988531,2,1
T58-216741,2988537,2988538,2988539,2,1
T58-216742,2988547,2988548,2988549,2,1
T58-216743,2988560,2988561,2988562,2,1
T58-216744,2988573,2988574,2988575,2,1
T58-216745,2988581,2988582,2988583,2,1
T58-216746,2988594,2988595,2988596,2,1
T58-216747,2988601,2988602,2988603,2,1
T58-216748,2988614,2988615,2988616,2,1
T58-216749,2988645,2988646,2988647,2,1
T58-216750,2988657,2988658,2988659,2,1
T58-216751,2988669,2988670,2988671,2,1
T58-216752,2988679,2988681,2988682,3,1
T58-216753,2988694,2988695,2988696,2,1
T58-216754,2988708,2988709,2988710,2,1
T58-216755,2988725,2988726,2988727,2,1
T58-216756,2988743,2988744,2988745,2,1
T58-216757,2988753,2988754,2988755,2,1
T58-216758,2988764,2988765,2988766,2,1
T58-216759,2988773,2988774,2988775,2,1
T58-216760,2988782,2988783,2988784,2,1
T58-216761,2988792,2988793,2988794,2,1
T58-216762,2988808,2988809,2988810,2,1
T58-216763,2988819,2988820,2988821,2,1
T58-216764,2988830,2988831,2988832,2,1
T58-216765,2988839,2988840,2988841,2,1
T58-216766,2988851,2988852,2988853,2,1
T58-216767,2988865,2988866,2988867,2,1
T58-216768,2988877,2988878,2988879,2,1
T58-216769,2988894,2988895,2988896,2,1
T58-216770,2988916,2988917,2988918,2,1
T58-216771,2988928,2988929,2988930,2,1
T58-216772,2988936,2988937,2988938,2,1
T58-216773,2988945,2988946,2988947,2,1
T58-216774,2988952,2988953,2988954,2,1
T58-216775,2988959,2988960,2988961,2,1
T58-216776,2988969,2988970,2988971,2,1
T58-216777,2988979,2988980,2988981,2,1
T58-216778,2988989,2988990,2988991,2,1
T58-216779,2988997,2988998,2988999,2,1
T58-216780,2989016,2989017,2989018,2,1
T58-216781,2989035,2989037,2989038,3,1
T58-216782,2989046,2989048,2989049,3,1
T58-216783,2989061,2989062,2989063,2,1
T58-216784,2989090,2989091,2989092,2,1
T58-216785,2989106,2989107,2989108,2,1
T58-216786,2989117,2989119,2989120,3,1
T58-216787,2989135,2989136,2989137,2,1
T58-216788,2989150,2989151,2989152,2,1
T58-216789,2989157,2989158,2989159,2,1
T58-216790,2989167,2989168,2989169,2,1
T58-216791,2989181,2989182,2989183,2,1
T58-216792,2989189,2989190,2989191,2,1
T58-216793,2989206,2989207,2989208,2,1
T58-216794,2989217,2989218,2989219,2,1
T58-216795,2989227,2989228,2989229,2,1
T58-216796,2989239,2989240,2989241,2,1
T58-216797,2989246,2989247,2989248,2,1
T58-216798,2989256,2989257,2989258,2,1
T58-216799,2989273,2989274,2989275,2,1
T58-216800,2989290,2989291,2989292,2,1
T58-216801,2989301,2989302,2989303,2,1
T58-216802,2989308,2989309,2989310,2,1
T58-216803,2989319,2989320,2989321,2,1
T58-216804,2989326,2989327,2989328,2,1
T58-216805,2989345,2989346,2989347,2,1
T58-216806,2989358,2989359,2989360,2,1
T58-216807,2989367,2989368,2989369,2,1
T58-216808,2989376,2989377,2989378,2,1
T58-216809,2989388,2989389,2989390,2,1
T58-216810,2989403,2989404,2989405,2,1
T58-216811,2989416,2989417,2989418,2,1
T58-216812,2989429,2989430,2989431,2,1
T58-216813,2989449,2989450,2989451,2,1
T58-216814,2989459,2989460,2989461,2,1
T58-216815,2989476,2989477,2989478,2,1
T58-216816,2989485,2989486,2989487,2,1
T58-216817,2989496,2989497,2989498,2,1
T58-216818,2989510,2989511,2989512,2,1
T58-216819,2989524,2989525,2989526,2,1
T58-216820,2989539,2989540,2989541,2,1
T58-216821,2989550,2989551,2989552,2,1
T58-216822,2989565,2989566,2989567,2,1
T58-216823,2989573,2989574,2989575,2,1
T58-216824,2989590,2989591,2989592,2,1
T58-216825,2989599,2989600,2989601,2,1
T58-216826,2989609,2989610,2989611,2,1
T58-216827,2989620,2989621,2989622,2,1
T58-216828,2989629,2989630,2989631,2,1
T58-216829,2989639,2989640,2989641,2,1
T58-216830,2989647,2989648,2989649,2,1
T58-216831,2989654,2989655,2989656,2,1
T58-216832,2989676,2989677,2989678,2,1
T58-216833,2989698,2989699,2989700,2,1
T58-216834,2989717,2989719,2989720,3,1
T58-216835,2989729,2989730,2989731,2,1
T58-216836,2989747,2989748,2989749,2,1
T58-216837,2989757,2989758,2989759,2,1
T58-216838,2989782,2989783,2989784,2,1
T58-216839,2989789,2989790,2989791,2,1
T58-216840,2989810,2989811,2989812,2,1
T58-216841,2989819,2989820,2989821,2,1
T58-216842,2989829,2989830,2989831,2,1
T58-216843,2989842,2989844,2989845,3,1
T58-216844,2989854,2989855,2989856,2,1
T58-216845,2989882,2989883,2989884,2,1
T58-216846,2989896,2989897,2989898,2,1
T58-216847,2989903,2989904,2989905,2,1
T58-216848,2989917,2989918,2989919,2,1
T58-216849,2989932,2989933,2989934,2,1
T58-216850,2989946,2989947,2989948,2,1
T58-216851,2989955,2989956,2989957,2,1
T58-216852,2989970,2989971,2989972,2,1
T58-216853,2989989,2989990,2989991,2,1
T58-216854,2989999,2990000,2990001,2,1
T58-216855,2990009,2990010,2990011,2,1
T58-216856,2990026,2990028,2990029,3,1
T58-216857,2990049,2990050,2990051,2,1
T58-216858,2990057,2990058,2990059,2,1
T58-216859,2990074,2990075,2990076,2,1
T58-216860,2990083,2990084,2990085,2,1
T58-216861,2990095,2990096,2990097,2,1
