trade_sequence,best_family_cumulative_net_R,complement_cumulative_net_R,long_cumulative_net_R,short_cumulative_net_R
409,,-31.609655423193217,,
410,,-29.64794018285943,,
411,,-30.71784938599725,,
412,,-28.776351758648754,,
413,,-28.338427097290264,,
414,,-26.357721467858422,,
415,,-27.39544131425179,,
416,,-26.729526296488384,,
417,,-26.964847189957517,,
418,,-27.998325038764865,,
419,,-28.155641661441635,,
420,,-26.202764658200696,,
421,,-26.344092573323394,,
422,,-27.421700707067085,,
423,,-26.604249037020473,,
424,,-26.775716169462896,,
425,,-27.80830886018572,,
426,,-28.848764352253497,,
427,,-28.6346147795861,,
428,,-29.6859924843083,,
429,,-30.707881020880063,,
430,,-31.755846348248166,,
431,,-29.80488961804669,,
432,,-28.773562613849148,,
433,,-26.805184050991407,,
434,,-26.86195537323304,,
435,,-27.89384479991773,,
436,,-28.927694349637775,,
437,,-28.61562428299786,,
438,,-28.999061305101367,,
439,,-29.65805649276762,,
440,,-27.7117338933205,,
441,,-28.729270114071127,,
442,,-29.762162109899318,,
443,,-30.782044928179403,,
444,,-31.81630854076357,,
445,,-32.26890973791996,,
446,,-33.35508699124873,,
447,,-34.409987827816714,,
448,,-35.43677438004897,,
449,,-36.46349073833106,,
450,,-36.09562358818383,,
451,,-37.13115758086239,,
452,,-38.16325374045637,,
453,,-39.21019405472963,,
454,,-37.23470730717363,,
455,,-35.246446593052376,,
456,,-35.23616249649588,,
457,,-33.29108002955097,,
458,,-34.31201705731317,,
459,,-35.381761550377355,,
460,,-36.40059397446233,,
461,,-37.435426655479844,,
462,,-36.9764815107639,,
463,,-38.023474074243325,,
464,,-38.494615446593166,,
465,,-39.52697517956898,,
466,,-40.585486212248135,,
467,,-41.614426871184094,,
468,,-41.70929295719969,,
469,,-42.77670852431852,,
470,,-43.812124632590354,,
471,,-44.85141784245423,,
472,,-42.91925769188451,,
473,,-42.45881210054828,,
474,,-43.47896442998388,,
475,,-43.267867931361636,,
476,,-42.67591492613616,,
477,,-40.72734290522084,,
478,,-41.78307865522328,,
479,,-42.823428786347925,,
480,,-43.84141091500474,,
481,,-41.8529808518721,,
482,,-41.99910927458594,,
483,,-43.02768780697164,,
484,,-42.74812874768592,,
485,,-43.81120873399294,,
486,,-44.05198041150435,,
487,,-45.076794029078066,,
488,,-46.11557392041847,,
489,,-47.1253529825975,,
490,,-48.139000041967904,,
491,,-49.15287939144628,,
492,,-48.31458924989862,,
493,,-47.976397874979256,,
494,,-49.0022924845619,,
495,,-47.025747239520506,,
496,,-45.06697671529017,,
497,,-43.98261685319593,,
498,,-44.99321069071238,,
499,,-43.019529845872526,,
500,,-44.03942940956887,,
501,,-42.057477728786836,,
502,,-41.088481554253875,,
503,,-42.09532184392359,,
504,,-41.75436855068491,,
505,,-41.099441956182396,,
506,,-41.101465497768864,,
507,,-42.10791849638949,,
508,,-43.13757065655262,,
509,,-44.20730331456852,,
510,,-45.22732194220409,,
511,,-43.24564192586924,,
512,,-42.96984743761209,,
513,,-43.98088387675516,,
514,,-42.030762873269786,,
515,,-43.082353338924975,,
516,,-41.124121635190065,,
517,,-42.1844146561597,,
518,,-43.233848021660854,,
519,,-44.24843001411948,,
520,,-42.28426621515125,,
521,,-42.42756125550612,,
522,,-43.45069112025021,,
523,,-43.08556429255204,,
524,,-43.37450762486275,,
525,,-44.440155042971185,,
526,,-45.51198211035193,,
527,,-46.08784166737849,,
528,,-45.287267483430405,,
529,,-46.38988335719051,,
530,,-46.56993917457429,,
531,,-47.128171089914275,,
532,,-48.15346791267388,,
533,,-47.85034115116834,,
534,,-48.891867195421575,,
535,,-47.864185529677634,,
536,,-45.93487922144019,,
537,,-46.95737582849657,,
538,,-46.584629398546355,,
539,,-47.61828357232528,,
540,,-48.66640087631262,,
541,,-47.374286866104185,,
542,,-46.98049232156966,,
543,,-48.014188676073154,,
544,,-47.82254564132664,,
545,,-46.153502035782445,,
546,,-46.712867436000685,,
547,,-45.49506743866586,,
548,,-43.5330016207327,,
549,,-43.98484657799303,,
