trade_id,gross_r,net_r,exit_reason,label
E-000309,1.8749999999956344,1.874881659904868,TARGET,DIAGNOSTIC_ONLY
E-000310,-1.0,-1.0001183231913455,STOP,DIAGNOSTIC_ONLY
E-000311,1.8750000000007276,1.874881653355826,TARGET,DIAGNOSTIC_ONLY
E-000312,1.875000000000428,1.8748816267865953,TARGET,DIAGNOSTIC_ONLY
E-000313,-1.0,-1.0001183728687053,STOP,DIAGNOSTIC_ONLY
E-000314,-1.0,-1.0001183162950098,STOP,DIAGNOSTIC_ONLY
E-000315,1.875,1.8748816688768744,TARGET,DIAGNOSTIC_ONLY
E-000316,-1.0,-1.0001183211223603,STOP,DIAGNOSTIC_ONLY
E-000317,1.8749999999996614,1.874881738501935,TARGET,DIAGNOSTIC_ONLY
E-000318,1.8749999999999016,1.8748817036997203,TARGET,DIAGNOSTIC_ONLY
E-000320,-1.0,-1.0001184917114172,STOP,DIAGNOSTIC_ONLY
E-000321,-1.0,-1.0001185491453366,STOP,DIAGNOSTIC_ONLY
E-000322,1.8749999999998788,1.8748814861518568,TARGET,DIAGNOSTIC_ONLY
E-000324,-1.0,-1.0001183908180047,STOP,DIAGNOSTIC_ONLY
E-000325,-1.0,-1.000118397723031,STOP,DIAGNOSTIC_ONLY
E-000326,-1.0,-1.0001183766652186,STOP,DIAGNOSTIC_ONLY
E-000327,1.8750000000001399,1.874881605039216,TARGET,DIAGNOSTIC_ONLY
E-000328,-1.0,-1.0001184955155575,STOP,DIAGNOSTIC_ONLY
E-000329,1.8749999999993385,1.8748815418229525,TARGET,DIAGNOSTIC_ONLY
E-000330,-1.0,-1.0001184934405416,STOP,DIAGNOSTIC_ONLY
E-000331,1.8749999999995957,1.8748814473926063,TARGET,DIAGNOSTIC_ONLY
E-000332,1.8750000000011193,1.8748814636621405,TARGET,DIAGNOSTIC_ONLY
E-000333,-1.0,-1.0001185467223,STOP,DIAGNOSTIC_ONLY
E-000334,1.8749999999990299,1.8748814823454458,TARGET,DIAGNOSTIC_ONLY
E-000335,-1.0,-1.0001185252654412,STOP,DIAGNOSTIC_ONLY
E-000336,-1.0,-1.0001185304559044,STOP,DIAGNOSTIC_ONLY
E-000337,-1.0,-1.0001185567612396,STOP,DIAGNOSTIC_ONLY
E-000338,1.875,1.8748808472173717,TARGET,DIAGNOSTIC_ONLY
E-000339,-1.0,-1.0001194820482637,STOP,DIAGNOSTIC_ONLY
E-000340,-1.0,-1.000119394908954,STOP,DIAGNOSTIC_ONLY
E-000341,1.875000000000428,1.8748807926412823,TARGET,DIAGNOSTIC_ONLY
