direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
LONG,WINNER,2.118779342723109,1,4,1,BULLISH
SHORT,WINNER,2.0166666666666666,1,3,1,BEARISH
LONG,LOSER,-1.2106355382620293,1,2,2,NEUTRAL
SHORT,LOSER,-1.3759259259257233,1,3,2,BEARISH
LONG,LOSER,-1.326104417670759,1,4,2,BULLISH
SHORT,LOSER,-1.3894484412466763,1,2,1,NEUTRAL
LONG,WINNER,2.1133333333333333,2,3,2,BULLISH
SHORT,LOSER,-1.4833333333333334,2,1,1,TRANSITION
LONG,LOSER,-1.3241516966065605,0,4,3,BULLISH
SHORT,LOSER,-1.1866666666667167,2,4,3,BEARISH
LONG,LOSER,-1.2246196403873475,2,2,2,TRANSITION
SHORT,LOSER,-1.246060606060693,2,4,3,BEARISH
LONG,LOSER,-1.2471841704717979,1,2,1,NEUTRAL
LONG,WINNER,2.257249626308049,1,2,2,NEUTRAL
LONG,LOSER,-1.066584665846668,2,3,2,BULLISH
SHORT,WINNER,2.4304198800342656,2,4,2,BEARISH
LONG,LOSER,-1.0493467031297496,3,3,2,BULLISH
SHORT,WINNER,2.4265490728177332,0,4,2,BEARISH
SHORT,LOSER,-1.0800788954635017,2,4,2,BEARISH
SHORT,LOSER,-1.1080505655355788,2,2,1,NEUTRAL
LONG,WINNER,2.399380421313529,1,3,2,BULLISH
LONG,LOSER,-1.117425885755574,2,4,1,BULLISH
SHORT,LOSER,-1.1471014492753313,1,1,2,TRANSITION
SHORT,LOSER,-1.2074074074073766,2,2,1,TRANSITION
LONG,WINNER,2.269645390070998,0,4,2,BULLISH
LONG,WINNER,2.3017094017094015,2,4,2,BULLISH
LONG,LOSER,-1.23233190271813,2,2,2,TRANSITION
LONG,LOSER,-1.2819444444445585,1,4,2,BULLISH
SHORT,WINNER,2.1958801498126013,1,4,2,BEARISH
LONG,WINNER,1.6797979797970153,1,4,2,BULLISH
LONG,LOSER,-1.6222222222227773,1,4,1,BULLISH
LONG,LOSER,-1.721777777778151,2,2,1,TRANSITION
SHORT,LOSER,-1.4833333333333334,2,2,2,BEARISH
SHORT,LOSER,-1.311111111110903,0,3,2,BEARISH
SHORT,LOSER,-1.2050505050505351,0,3,2,BEARISH
LONG,WINNER,2.208960573476824,1,4,1,BULLISH
LONG,LOSER,-1.202746566791599,1,4,1,BULLISH
SHORT,WINNER,2.268660968660892,2,2,1,NEUTRAL
LONG,WINNER,2.4391076115485566,2,4,1,BULLISH
LONG,WINNER,2.3735202492211496,2,2,1,NEUTRAL
SHORT,LOSER,-1.0951376684241294,1,4,2,BEARISH
SHORT,LOSER,-1.1211036539895285,0,4,3,BEARISH
SHORT,WINNER,2.346212121212138,1,4,2,BEARISH
SHORT,LOSER,-1.1499538319482596,1,4,3,BEARISH
SHORT,WINNER,2.397084917617214,0,4,2,BEARISH
SHORT,WINNER,2.101960784313498,1,2,2,TRANSITION
LONG,LOSER,-1.1463063063062602,1,1,2,TRANSITION
SHORT,LOSER,-1.3300813008131644,1,2,1,BEARISH
LONG,WINNER,2.2422222222222223,1,4,2,BULLISH
LONG,WINNER,2.1975791433893304,1,2,1,NEUTRAL
LONG,LOSER,-1.3515151515151516,0,4,2,BULLISH
LONG,WINNER,2.0990123456791276,2,4,1,BULLISH
LONG,LOSER,-1.5468013468019897,1,3,2,BULLISH
SHORT,LOSER,-1.4921212121213858,0,4,2,BEARISH
LONG,LOSER,-1.2264993026500406,1,3,1,BULLISH
SHORT,WINNER,2.1777777777777776,2,3,1,BEARISH
LONG,WINNER,2.2753803596126523,1,2,2,BULLISH
LONG,LOSER,-1.1933333333333334,2,3,2,BULLISH
LONG,LOSER,-1.4966360856265577,2,2,1,NEUTRAL
SHORT,WINNER,2.092982456140351,1,3,2,BEARISH
SHORT,LOSER,-1.4132315521629724,0,2,2,NEUTRAL
LONG,WINNER,2.2025641025641027,1,3,2,BULLISH
SHORT,LOSER,-1.2384728340676292,2,2,1,BEARISH
LONG,LOSER,-1.056624825662478,2,3,2,BULLISH
SHORT,LOSER,-1.0520012808197265,0,4,2,BEARISH
LONG,WINNER,2.446928104575161,2,2,1,BULLISH
LONG,WINNER,2.4213178294573687,1,4,1,BULLISH
LONG,WINNER,2.37410852713176,2,2,2,NEUTRAL
LONG,LOSER,-1.133005733005771,1,4,2,BULLISH
LONG,LOSER,-1.1990196078430522,2,3,2,BULLISH
SHORT,LOSER,-1.164040404040462,0,3,2,BEARISH
LONG,WINNER,2.290990990990991,0,4,2,BULLISH
LONG,LOSER,-1.2035087719298245,2,2,1,TRANSITION
LONG,LOSER,-1.1702306079664986,2,2,1,BULLISH
SHORT,LOSER,-1.2156706507303117,2,1,2,BULLISH
SHORT,LOSER,-1.3165692007798708,0,4,2,BEARISH
LONG,LOSER,-1.34479830148637,1,1,3,TRANSITION
SHORT,LOSER,-1.2776068376066718,1,3,3,BEARISH
LONG,LOSER,-1.3147286821704007,1,2,2,BULLISH
SHORT,LOSER,-1.2483180428135883,1,1,2,NEUTRAL
SHORT,WINNER,2.1105515587533237,2,3,2,BEARISH
LONG,LOSER,-1.443715846994818,1,2,2,NEUTRAL
SHORT,LOSER,-1.6222222222227773,1,2,2,TRANSITION
LONG,WINNER,2.1240740740742767,2,4,1,BULLISH
SHORT,WINNER,2.0373219373217837,2,2,1,NEUTRAL
LONG,WINNER,2.21358024691358,1,2,2,BEARISH
SHORT,LOSER,-1.2506172839504823,2,1,1,NEUTRAL
LONG,LOSER,-1.2653594771243344,1,4,2,BULLISH
SHORT,LOSER,-1.279037800687341,2,4,1,BEARISH
SHORT,LOSER,-1.407017543859649,0,2,3,NEUTRAL
SHORT,LOSER,-1.284912280701929,1,3,1,BEARISH
LONG,WINNER,2.0990123456791276,0,4,2,BULLISH
LONG,LOSER,-1.2082051282052215,1,2,3,NEUTRAL
SHORT,LOSER,-1.1675954592363866,2,3,2,BEARISH
LONG,WINNER,2.3158730158730156,2,4,1,BULLISH
LONG,LOSER,-1.0760299625468206,2,2,3,NEUTRAL
LONG,LOSER,-1.12530864197532,2,3,1,BULLISH
SHORT,LOSER,-1.135672514619883,1,1,2,NEUTRAL
SHORT,LOSER,-1.1804444444443745,2,2,1,TRANSITION
LONG,WINNER,2.349629629629597,2,3,2,BULLISH
LONG,WINNER,2.278142076502838,2,4,3,BULLISH
LONG,WINNER,2.208960573476824,1,4,1,BULLISH
LONG,WINNER,2.3426356589146753,3,2,2,BULLISH
SHORT,WINNER,2.063440860214917,1,4,1,BEARISH
LONG,LOSER,-1.311111111110903,1,2,1,TRANSITION
SHORT,WINNER,2.321929824561358,2,3,1,BEARISH
SHORT,LOSER,-1.3404612159329972,2,4,2,BEARISH
LONG,LOSER,-1.3657657657660534,2,3,2,BULLISH
SHORT,LOSER,-1.4790560471981338,2,3,2,BEARISH
LONG,LOSER,-1.5758865248231704,0,4,2,BULLISH
SHORT,LOSER,-1.6444444444444444,1,1,2,TRANSITION
LONG,WINNER,1.917921146953648,2,4,2,BULLISH
LONG,LOSER,-1.7122807017532948,3,4,0,BULLISH
LONG,WINNER,1.8777777777772227,2,4,1,BULLISH
SHORT,LOSER,-1.45875706214644,1,1,2,NEUTRAL
LONG,WINNER,2.129223744292533,1,4,1,BULLISH
SHORT,LOSER,-1.3426160337551059,2,1,2,NEUTRAL
LONG,LOSER,-1.2776068376066718,2,2,2,TRANSITION
SHORT,WINNER,2.1266666666665666,2,3,1,BEARISH
SHORT,WINNER,2.2987608426269555,1,1,2,NEUTRAL
LONG,WINNER,2.3575438596491374,1,4,3,BULLISH
LONG,LOSER,-1.104303147077737,1,2,1,NEUTRAL
LONG,WINNER,2.3593939393939394,1,4,1,BULLISH
LONG,WINNER,2.341251221896365,1,4,2,BULLISH
LONG,WINNER,2.339366963402516,2,4,1,BULLISH
LONG,LOSER,-1.1564547206166054,2,4,2,BULLISH
SHORT,LOSER,-1.1961352657005382,1,3,2,BEARISH
SHORT,LOSER,-1.1592156862744734,1,2,2,BEARISH
SHORT,LOSER,-1.1906103286384455,1,2,1,NEUTRAL
LONG,LOSER,-1.2012391573730445,2,3,1,BULLISH
LONG,LOSER,-1.2565560821486408,2,2,1,BEARISH
SHORT,LOSER,-1.3633109619685855,2,4,2,BEARISH
LONG,LOSER,-1.4549019607843137,3,1,1,TRANSITION
LONG,WINNER,1.9586666666668768,0,3,2,BULLISH
LONG,WINNER,2.1366890380314145,2,1,2,BEARISH
LONG,WINNER,2.121445221445016,1,3,3,BULLISH
LONG,LOSER,-1.563888888889117,1,4,2,BULLISH
SHORT,WINNER,1.7154589371993914,1,2,1,NEUTRAL
LONG,WINNER,1.9586666666668768,2,4,1,BULLISH
SHORT,LOSER,-1.7122807017532948,1,2,2,BEARISH
LONG,LOSER,-1.762441314555241,2,2,2,BULLISH
LONG,LOSER,-1.4790560471981338,2,4,2,BULLISH
LONG,WINNER,1.9301754385969567,1,4,2,BULLISH
SHORT,WINNER,2.029275362318523,1,2,2,BEARISH
LONG,LOSER,-1.4262467191604957,2,1,2,NEUTRAL
SHORT,LOSER,-1.4790560471981338,2,3,1,BEARISH
LONG,LOSER,-1.3241516966065605,2,3,3,BULLISH
SHORT,WINNER,2.083589743589992,0,3,2,BEARISH
SHORT,LOSER,-1.4296296296296296,2,1,1,TRANSITION
LONG,WINNER,2.029275362318523,2,4,1,BULLISH
SHORT,LOSER,-1.3759259259257233,2,3,1,BEARISH
SHORT,LOSER,-1.2706666666665616,2,3,1,BEARISH
LONG,LOSER,-1.1696969696969284,0,2,3,NEUTRAL
SHORT,LOSER,-1.196848484848457,2,2,3,BULLISH
SHORT,LOSER,-1.1211036539895285,0,4,2,BEARISH
SHORT,WINNER,2.3611965811965674,3,2,1,NEUTRAL
LONG,WINNER,2.302433090024247,1,4,2,BULLISH
SHORT,LOSER,-1.2363901018923253,1,2,2,TRANSITION
LONG,LOSER,-1.2529595015575405,2,1,1,TRANSITION
LONG,WINNER,1.5977777777789448,2,4,1,BULLISH
SHORT,LOSER,-1.6522088353404507,2,1,2,TRANSITION
LONG,WINNER,1.5824858757050078,2,3,1,BULLISH
SHORT,WINNER,1.814767932489788,1,4,1,BEARISH
LONG,WINNER,1.891760299625203,2,3,2,BULLISH
SHORT,LOSER,-1.462678062678216,1,4,2,BEARISH
LONG,LOSER,-2.0614379084959245,2,3,1,BULLISH
SHORT,WINNER,2.146187363834692,2,2,2,NEUTRAL
LONG,LOSER,-1.474853801169429,2,4,2,BULLISH
LONG,LOSER,-1.3785547785549839,1,4,2,BULLISH
SHORT,WINNER,2.165843621398937,1,3,1,BEARISH
SHORT,LOSER,-1.4101010101006484,1,4,1,BEARISH
SHORT,WINNER,2.188888888889097,2,2,3,BULLISH
LONG,WINNER,2.1342342342339466,1,3,2,BULLISH
SHORT,WINNER,2.3735202492211496,2,4,1,BEARISH
SHORT,WINNER,2.4281097830898704,2,3,1,BEARISH
LONG,WINNER,2.361551577152641,1,2,2,BEARISH
SHORT,WINNER,2.350872359963317,1,2,1,NEUTRAL
LONG,WINNER,2.3107226107226877,1,3,2,BULLISH
SHORT,WINNER,2.341251221896365,0,4,2,BEARISH
SHORT,WINNER,2.4722819593787335,0,4,2,BEARISH
SHORT,WINNER,2.472973872524545,2,3,1,BEARISH
LONG,LOSER,-1.0424908424908426,2,4,2,BULLISH
SHORT,LOSER,-1.0455284552845483,0,2,2,NEUTRAL
LONG,LOSER,-1.0606875934230247,0,4,2,BULLISH
LONG,WINNER,2.302433090024247,2,3,2,BULLISH
LONG,LOSER,-1.462678062678216,0,4,2,BULLISH
SHORT,WINNER,2.259407407407283,1,3,1,BEARISH
LONG,LOSER,-1.171851851851852,1,3,2,BULLISH
LONG,LOSER,-1.23233190271813,1,2,2,TRANSITION
LONG,WINNER,2.121445221445016,0,4,2,BULLISH
LONG,WINNER,2.183430799220129,1,4,2,BULLISH
SHORT,WINNER,2.200920810313268,1,3,2,BEARISH
LONG,WINNER,2.290180878553066,1,3,3,BULLISH
LONG,WINNER,2.293384223918514,1,2,2,NEUTRAL
SHORT,WINNER,2.250537634408602,2,3,1,BEARISH
SHORT,WINNER,2.323093681917189,1,2,2,BEARISH
LONG,WINNER,2.35828970331591,2,2,1,TRANSITION
LONG,WINNER,2.322513661202231,2,4,2,BULLISH
SHORT,WINNER,2.4571051241415756,2,4,3,BEARISH
LONG,LOSER,-1.0449986145746701,2,1,1,TRANSITION
LONG,LOSER,-1.0670797191243255,2,4,3,BULLISH
SHORT,WINNER,2.3862745098039215,0,2,2,BEARISH
SHORT,WINNER,2.359758203799612,1,4,1,BEARISH
LONG,LOSER,-1.1244444444444777,1,4,2,BULLISH
SHORT,WINNER,2.360120585701995,2,4,1,BEARISH
LONG,WINNER,2.2252115059220037,0,4,2,BULLISH
SHORT,WINNER,2.171919191919346,0,3,2,BEARISH
LONG,WINNER,2.250537634408602,2,1,2,NEUTRAL
LONG,LOSER,-1.3165692007798708,2,1,2,NEUTRAL
SHORT,LOSER,-1.3759259259257233,1,1,3,NEUTRAL
LONG,LOSER,-1.370776255707467,0,4,2,BULLISH
SHORT,WINNER,2.2073873873872647,2,3,1,BEARISH
LONG,LOSER,-1.2506172839504823,1,4,3,BULLISH
SHORT,LOSER,-1.2517829457364795,1,2,2,NEUTRAL
LONG,LOSER,-1.4009876543208724,2,2,2,BULLISH
SHORT,LOSER,-1.2174029451137207,1,2,1,TRANSITION
LONG,LOSER,-1.2541471048514228,1,2,2,NEUTRAL
LONG,WINNER,2.1240740740742767,1,1,2,TRANSITION
SHORT,LOSER,-1.227450980392157,1,4,1,BEARISH
SHORT,WINNER,2.285185185185185,2,4,2,BEARISH
LONG,LOSER,-1.1660531697341119,0,3,3,BULLISH
LONG,LOSER,-1.2864197530864199,1,4,2,BULLISH
SHORT,WINNER,2.2306799336649563,1,1,2,NEUTRAL
LONG,WINNER,2.257249626308049,1,3,2,BULLISH
LONG,WINNER,2.2561561561561136,2,1,1,TRANSITION
SHORT,LOSER,-1.1763300760042763,1,2,1,BEARISH
LONG,WINNER,2.2825970548862795,0,4,2,BULLISH
SHORT,WINNER,2.392805280528028,1,3,2,BEARISH
SHORT,WINNER,2.4260473588342517,1,3,1,BEARISH
LONG,WINNER,2.3910798122065726,1,2,3,NEUTRAL
SHORT,LOSER,-1.2074074074073766,0,4,2,BEARISH
LONG,LOSER,-1.1479052823314961,2,4,1,BULLISH
LONG,LOSER,-1.1954271961491632,2,2,2,TRANSITION
SHORT,LOSER,-1.2553459119496388,2,4,2,BEARISH
LONG,WINNER,2.276308539944975,2,4,2,BULLISH
SHORT,LOSER,-1.2114583333332691,2,1,2,BULLISH
LONG,WINNER,2.302433090024247,2,2,2,NEUTRAL
SHORT,WINNER,2.339366963402516,0,4,2,BEARISH
SHORT,LOSER,-1.3733333333334332,2,4,1,BEARISH
LONG,LOSER,-1.2894830659537142,2,4,2,BULLISH
SHORT,WINNER,2.212056737588831,2,2,2,NEUTRAL
SHORT,WINNER,2.188888888889097,2,2,2,BEARISH
SHORT,LOSER,-1.3733333333334332,2,3,3,BEARISH
LONG,LOSER,-1.3980392156865016,0,4,2,BULLISH
SHORT,LOSER,-1.4164102564100078,1,1,3,NEUTRAL
SHORT,LOSER,-1.2706666666665616,2,4,1,BEARISH
LONG,LOSER,-1.229378531073484,1,1,2,NEUTRAL
SHORT,LOSER,-1.2653594771243344,0,4,2,BEARISH
LONG,WINNER,2.223809523809524,1,1,2,NEUTRAL
SHORT,LOSER,-1.240592592592717,2,3,2,BEARISH
LONG,WINNER,2.2834666666666332,3,2,0,BEARISH
SHORT,LOSER,-1.2627831715211346,2,1,2,NEUTRAL
LONG,LOSER,-1.2353623188404605,1,4,2,BULLISH
SHORT,LOSER,-1.2541471048514228,2,3,1,BEARISH
LONG,LOSER,-1.174062165058993,1,1,2,TRANSITION
SHORT,LOSER,-1.1250192455734844,1,1,2,NEUTRAL
LONG,WINNER,2.367967479674822,1,4,2,BULLISH
LONG,LOSER,-1.1592156862744734,1,4,2,BULLISH
LONG,LOSER,-1.1707676130388855,1,4,2,BULLISH
LONG,LOSER,-1.197566909975753,1,4,3,BULLISH
LONG,LOSER,-1.2200542005421096,0,4,2,BULLISH
SHORT,WINNER,2.2843293492696883,1,3,2,BEARISH
SHORT,WINNER,2.383333333333343,3,3,0,BEARISH
SHORT,WINNER,2.3139747995418594,2,2,1,BEARISH
SHORT,WINNER,2.157383966244894,0,4,3,BEARISH
SHORT,WINNER,2.173895582329241,3,4,1,BEARISH
LONG,WINNER,2.063440860214917,2,2,2,TRANSITION
SHORT,WINNER,2.163768115942029,3,2,2,BEARISH
SHORT,LOSER,-1.3839243498821137,1,4,2,BEARISH
LONG,WINNER,2.063440860214917,2,2,3,BULLISH
LONG,WINNER,2.0867684478370276,3,2,0,NEUTRAL
SHORT,WINNER,1.814767932489788,2,2,1,TRANSITION
LONG,WINNER,1.936111111110883,2,1,3,TRANSITION
SHORT,LOSER,-1.7030303030303031,1,1,2,TRANSITION
LONG,WINNER,2.0412429378535597,1,2,2,TRANSITION
LONG,LOSER,-1.2958105646632119,2,2,2,NEUTRAL
LONG,LOSER,-1.3922705314010764,2,2,2,TRANSITION
SHORT,LOSER,-1.474853801169429,1,2,1,BEARISH
LONG,WINNER,2.1133333333333333,1,4,3,BULLISH
SHORT,LOSER,-1.2156706507303117,0,4,3,BEARISH
LONG,WINNER,2.2346405228756656,1,2,3,NEUTRAL
LONG,LOSER,-1.3058380414311948,3,1,2,BEARISH
SHORT,WINNER,2.118779342723109,2,3,1,BEARISH
LONG,LOSER,-1.326104417670759,1,2,3,NEUTRAL
SHORT,WINNER,2.200920810313268,1,4,2,BEARISH
SHORT,LOSER,-1.2942028985506626,2,1,1,NEUTRAL
LONG,LOSER,-1.284912280701929,2,3,1,BULLISH
SHORT,WINNER,2.1678936605317762,1,1,2,TRANSITION
LONG,LOSER,-1.3058380414311948,2,2,2,BEARISH
SHORT,LOSER,-1.156003842459139,2,4,2,BEARISH
SHORT,LOSER,-1.089181768259204,0,4,2,BEARISH
SHORT,WINNER,2.344890162368724,2,2,2,BEARISH
SHORT,WINNER,2.353297199638648,2,2,2,TRANSITION
SHORT,WINNER,2.3593939393939394,2,3,1,BEARISH
SHORT,LOSER,-1.0840579710144929,0,4,2,BEARISH
SHORT,LOSER,-1.1176811594202998,2,2,2,NEUTRAL
LONG,WINNER,2.3815463165572677,2,3,2,BULLISH
SHORT,LOSER,-1.272026800670123,0,2,2,TRANSITION
LONG,WINNER,2.101960784313498,2,2,1,NEUTRAL
LONG,WINNER,2.0333333333336454,1,4,2,BULLISH
SHORT,WINNER,2.0412429378535597,2,3,1,BEARISH
LONG,WINNER,2.2860342555993745,2,3,2,BULLISH
LONG,LOSER,-1.3383333333330871,2,3,1,BULLISH
SHORT,WINNER,2.183430799220129,1,4,2,BEARISH
LONG,LOSER,-1.272026800670123,2,0,3,BEARISH
SHORT,LOSER,-1.320315581854264,1,4,1,BEARISH
LONG,LOSER,-1.3980392156865016,0,3,3,BULLISH
LONG,WINNER,1.9893081761000682,2,1,2,TRANSITION
SHORT,WINNER,1.9744336569577308,2,1,2,NEUTRAL
LONG,LOSER,-1.5307189542479622,1,4,2,BULLISH
SHORT,WINNER,2.280836707152531,2,2,1,BEARISH
LONG,WINNER,2.2676680972818697,1,4,2,BULLISH
LONG,LOSER,-1.307575757575961,2,2,2,NEUTRAL
LONG,WINNER,2.2180555555554418,0,4,2,BULLISH
SHORT,WINNER,2.1529914529915395,1,3,2,BEARISH
SHORT,LOSER,-1.2974358974358975,2,3,1,BEARISH
LONG,WINNER,2.2073873873872647,1,4,3,BULLISH
SHORT,WINNER,2.2615271659323706,1,4,2,BEARISH
SHORT,LOSER,-1.1757575757575758,2,3,2,BEARISH
SHORT,WINNER,2.405361305361299,1,4,2,BEARISH
SHORT,LOSER,-1.0884531590414055,2,4,1,BEARISH
SHORT,WINNER,2.3783520599251147,1,4,2,BEARISH
SHORT,LOSER,-1.0827726809378284,2,2,3,NEUTRAL
LONG,WINNER,2.373815073815085,2,3,1,BULLISH
SHORT,LOSER,-1.1123098201936106,0,2,2,NEUTRAL
LONG,WINNER,2.3761250953470414,1,4,1,BULLISH
LONG,WINNER,2.37018385291769,2,2,2,BULLISH
SHORT,LOSER,-1.2864197530864199,0,3,2,BEARISH
LONG,WINNER,2.0703703703703704,2,3,1,BULLISH
SHORT,LOSER,-1.6444444444444444,2,3,1,BEARISH
LONG,LOSER,-1.5255663430422692,0,3,2,BULLISH
LONG,WINNER,2.052617079889951,1,4,1,BULLISH
LONG,LOSER,-1.3383333333330871,2,2,2,TRANSITION
SHORT,LOSER,-1.4101010101006484,1,3,2,BEARISH
LONG,LOSER,-1.5580756013739006,1,3,2,BULLISH
SHORT,LOSER,-1.7030303030303031,2,2,2,BEARISH
LONG,LOSER,-1.5758865248231704,2,1,2,TRANSITION
SHORT,LOSER,-1.6222222222227773,2,3,3,BEARISH
SHORT,WINNER,1.814767932489788,1,3,1,BEARISH
SHORT,LOSER,-1.2958105646632119,2,1,2,NEUTRAL
SHORT,LOSER,-1.3222222222222222,1,2,2,NEUTRAL
LONG,LOSER,-1.161592039800939,1,2,2,NEUTRAL
SHORT,WINNER,2.314611872146094,2,4,2,BEARISH
SHORT,LOSER,-1.1582846003898097,0,4,2,BEARISH
SHORT,WINNER,2.3571679859278367,1,4,3,BEARISH
SHORT,WINNER,2.39766855702585,2,2,2,NEUTRAL
SHORT,LOSER,-1.0920634920634922,1,4,1,BEARISH
LONG,LOSER,-1.106143790849649,1,1,2,NEUTRAL
SHORT,LOSER,-1.0683501683501784,1,4,1,BEARISH
LONG,WINNER,2.453413654618474,1,2,3,BULLISH
SHORT,LOSER,-1.0694017094017163,0,2,2,NEUTRAL
LONG,LOSER,-1.060755705200147,0,2,2,BULLISH
SHORT,LOSER,-1.073952641165748,0,2,2,NEUTRAL
LONG,WINNER,2.4337413300693562,0,4,2,BULLISH
SHORT,LOSER,-1.0776661884265815,0,2,3,BEARISH
SHORT,LOSER,-1.0707625272331118,2,3,2,BEARISH
SHORT,LOSER,-1.0642151047845056,0,3,2,BEARISH
LONG,WINNER,2.4382039573820316,1,4,2,BULLISH
SHORT,LOSER,-1.096839594513993,1,2,2,BULLISH
LONG,WINNER,2.3874566874566785,1,4,2,BULLISH
LONG,LOSER,-1.2058301647654652,0,2,3,NEUTRAL
SHORT,WINNER,2.322513661202231,2,2,1,BEARISH
SHORT,WINNER,2.2834666666666332,3,4,2,BEARISH
SHORT,LOSER,-1.229378531073484,2,4,1,BEARISH
LONG,LOSER,-1.3515151515151516,2,2,2,BULLISH
SHORT,WINNER,2.163768115942029,1,4,2,BEARISH
SHORT,LOSER,-1.3866666666666667,1,1,2,TRANSITION
LONG,LOSER,-1.334156378601063,2,3,1,BULLISH
SHORT,WINNER,2.1240740740742767,2,4,2,BEARISH
LONG,LOSER,-1.272026800670123,1,4,1,BULLISH
LONG,LOSER,-1.2374269005847145,2,2,2,NEUTRAL
LONG,LOSER,-1.1886178861788619,2,2,2,TRANSITION
SHORT,WINNER,2.28687664041998,2,2,2,BEARISH
LONG,LOSER,-1.164040404040462,2,1,3,BEARISH
SHORT,LOSER,-1.209009009009009,2,3,1,BEARISH
LONG,WINNER,2.382574114244426,2,0,3,BEARISH
SHORT,WINNER,2.300246002459996,2,4,1,BEARISH
SHORT,LOSER,-1.161592039800939,1,1,2,TRANSITION
LONG,WINNER,2.3253763440860435,0,4,2,BULLISH
LONG,LOSER,-1.048463145329749,2,4,2,BULLISH
SHORT,WINNER,2.458294812532098,0,3,2,BEARISH
LONG,LOSER,-1.0501234567901216,1,2,2,NEUTRAL
SHORT,LOSER,-1.0452998605299875,1,4,2,BEARISH
LONG,LOSER,-1.0563888888888957,1,3,2,BULLISH
SHORT,LOSER,-1.0664212678936669,2,1,3,BULLISH
LONG,LOSER,-1.0660968660968662,2,1,2,TRANSITION
LONG,WINNER,2.3830813534916913,2,2,2,NEUTRAL
LONG,LOSER,-1.1057291666666906,1,4,3,BULLISH
LONG,LOSER,-1.2058301647654652,0,4,2,BULLISH
SHORT,WINNER,2.045098039215686,0,2,2,NEUTRAL
LONG,LOSER,-1.1954271961491632,2,2,2,BULLISH
LONG,WINNER,2.1507526881717807,2,4,1,BULLISH
LONG,LOSER,-1.1954271961491632,0,4,3,BULLISH
LONG,WINNER,2.199259259259194,2,2,2,NEUTRAL
LONG,LOSER,-1.4473829201100494,1,3,1,BULLISH
LONG,LOSER,-1.4009876543208724,2,4,1,BULLISH
LONG,WINNER,2.063440860214917,2,1,1,NEUTRAL
SHORT,LOSER,-1.3165692007798708,0,3,3,BEARISH
LONG,LOSER,-1.2384728340676292,2,2,2,NEUTRAL
LONG,WINNER,2.3253763440860435,1,4,2,BULLISH
LONG,LOSER,-1.1491276400366832,0,4,2,BULLISH
LONG,LOSER,-1.2804835924005782,0,4,2,BULLISH
SHORT,WINNER,2.2422222222222223,2,3,1,BEARISH
LONG,LOSER,-1.336231884057971,2,4,1,BULLISH
LONG,LOSER,-1.197566909975753,2,0,3,BEARISH
SHORT,LOSER,-1.191962174940872,1,3,2,BEARISH
LONG,LOSER,-1.174062165058993,1,2,3,NEUTRAL
SHORT,LOSER,-1.1792494481236895,0,2,2,TRANSITION
LONG,LOSER,-1.0856540084388133,3,3,2,BULLISH
LONG,LOSER,-1.0911335578002066,1,2,1,TRANSITION
SHORT,LOSER,-1.1025252525252676,2,4,1,BEARISH
LONG,LOSER,-1.1176811594202998,2,1,1,TRANSITION
SHORT,WINNER,2.3253763440860435,0,2,3,BULLISH
LONG,WINNER,2.3708035003978085,2,2,1,NEUTRAL
SHORT,WINNER,2.343996157540861,2,2,2,BULLISH
SHORT,LOSER,-1.3300813008131644,1,4,2,BEARISH
LONG,WINNER,1.9987654320984052,1,4,2,BULLISH
SHORT,LOSER,-1.3492473118282193,1,2,2,NEUTRAL
SHORT,LOSER,-1.2106355382620293,2,4,2,BEARISH
LONG,LOSER,-1.2284106891700706,2,1,2,BEARISH
SHORT,WINNER,2.2041894353367883,2,3,1,BEARISH
LONG,LOSER,-1.3980392156865016,2,4,3,BULLISH
LONG,WINNER,2.0412429378535597,2,3,1,BULLISH
SHORT,WINNER,1.9744336569577308,1,3,1,BEARISH
LONG,WINNER,2.15520169851363,1,4,1,BULLISH
SHORT,WINNER,2.3421768707482995,1,4,2,BEARISH
SHORT,LOSER,-1.1055230669265677,2,4,2,BEARISH
LONG,WINNER,2.3152445961320414,2,2,2,BULLISH
SHORT,LOSER,-1.1873125720876334,1,2,2,NEUTRAL
SHORT,LOSER,-1.176906318082811,2,3,2,BEARISH
LONG,WINNER,2.3329218106996086,1,4,2,BULLISH
SHORT,LOSER,-1.2343434343434343,2,2,1,TRANSITION
LONG,WINNER,2.240988835725822,2,4,1,BULLISH
SHORT,LOSER,-1.2019900497512146,2,1,2,NEUTRAL
LONG,WINNER,2.2843293492696883,2,4,1,BULLISH
SHORT,WINNER,2.302433090024247,1,2,2,BULLISH
LONG,LOSER,-1.0466264714326683,3,1,2,BEARISH
SHORT,LOSER,-1.050263076446915,0,4,2,BEARISH
LONG,LOSER,-1.0596182085168895,1,2,2,BULLISH
SHORT,WINNER,2.4267478574650507,1,4,2,BEARISH
SHORT,LOSER,-1.0880216802167855,2,2,1,BEARISH
LONG,WINNER,2.417479674796743,1,4,2,BULLISH
SHORT,LOSER,-1.1169186465083087,1,4,2,BEARISH
LONG,WINNER,2.3946822308689852,0,4,2,BULLISH
LONG,LOSER,-1.1227513227513228,2,1,2,BULLISH
SHORT,LOSER,-1.0977135980746295,1,1,2,NEUTRAL
LONG,WINNER,2.4256410256410255,0,4,3,BULLISH
SHORT,WINNER,2.285185185185185,1,3,2,BEARISH
