direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
LONG,LOSER,-1.2483180428134335,2,3,1,BULLISH
SHORT,WINNER,2.0562841530056764,1,2,2,BULLISH
SHORT,LOSER,-1.209009009009009,2,4,1,BEARISH
LONG,WINNER,2.268660968661026,1,3,2,BULLISH
SHORT,WINNER,2.1815686274510533,1,2,2,BULLISH
LONG,WINNER,2.310722610722598,0,3,2,BULLISH
LONG,LOSER,-1.2449472096531564,2,2,1,BULLISH
SHORT,WINNER,2.2359349593496436,1,4,1,BEARISH
LONG,LOSER,-1.1723991507431104,2,1,2,NEUTRAL
LONG,LOSER,-1.3951338199515062,2,4,1,BULLISH
SHORT,LOSER,-1.4790560471975578,2,3,1,BEARISH
LONG,WINNER,2.273500697350088,2,2,1,BULLISH
SHORT,WINNER,2.169918699187109,1,2,2,NEUTRAL
LONG,LOSER,-1.2471841704717979,2,1,2,BULLISH
SHORT,WINNER,2.2516819571865665,1,2,3,BEARISH
LONG,LOSER,-1.2894830659537142,2,2,1,TRANSITION
SHORT,LOSER,-1.146306306306314,3,3,1,BEARISH
LONG,LOSER,-1.2804835924007754,0,2,2,NEUTRAL
SHORT,LOSER,-1.2910394265233887,0,4,2,BEARISH
LONG,WINNER,2.2306799336649563,1,4,2,BULLISH
SHORT,WINNER,2.2964912280701753,1,2,1,BEARISH
SHORT,LOSER,-1.458757062146968,1,3,3,BEARISH
LONG,LOSER,-1.2819444444443588,1,2,2,NEUTRAL
SHORT,LOSER,-1.3111111111111458,1,4,1,BEARISH
LONG,WINNER,2.2446540880503614,1,3,2,BULLISH
SHORT,WINNER,2.223809523809524,2,1,3,NEUTRAL
LONG,WINNER,2.237216828479039,1,1,2,TRANSITION
SHORT,LOSER,-1.3058380414311948,1,1,2,TRANSITION
LONG,WINNER,2.0166666666666666,1,2,1,TRANSITION
SHORT,LOSER,-1.4473829201100494,1,2,1,TRANSITION
LONG,WINNER,2.159538784067003,1,1,2,NEUTRAL
LONG,LOSER,-1.3222222222222222,1,4,1,BULLISH
SHORT,LOSER,-1.3657657657657178,0,4,2,BEARISH
SHORT,WINNER,2.1573839662445993,3,4,1,BEARISH
LONG,WINNER,2.1758483033931757,2,3,2,BULLISH
SHORT,LOSER,-1.3785547785546244,1,2,2,NEUTRAL
LONG,LOSER,-1.3404612159329972,0,2,2,TRANSITION
SHORT,LOSER,-1.2990791896869567,3,2,1,BEARISH
LONG,WINNER,2.0033639143728235,2,4,2,BULLISH
LONG,LOSER,-1.1471014492753855,0,2,2,BULLISH
SHORT,LOSER,-1.206615776081379,2,2,2,NEUTRAL
LONG,WINNER,2.1975791433891008,2,4,1,BULLISH
SHORT,LOSER,-1.0890350877193011,1,4,1,BEARISH
LONG,LOSER,-1.1402417962003384,1,3,2,BULLISH
SHORT,WINNER,2.279047619047619,0,2,2,NEUTRAL
SHORT,WINNER,2.2550527903468436,2,3,2,BEARISH
LONG,LOSER,-1.1841269841269841,1,2,3,TRANSITION
SHORT,LOSER,-1.1866666666666292,2,2,2,BEARISH
LONG,WINNER,2.374400618716147,2,4,1,BULLISH
LONG,LOSER,-1.3093333333333335,2,4,0,BULLISH
LONG,LOSER,-1.2864197530864199,1,4,1,BULLISH
SHORT,LOSER,-1.4009876543208724,1,1,2,NEUTRAL
SHORT,LOSER,-1.487687687687773,3,1,2,BULLISH
LONG,WINNER,2.0033639143728235,2,2,2,NEUTRAL
SHORT,LOSER,-1.458757062146968,2,2,1,NEUTRAL
LONG,WINNER,2.1342342342342824,3,1,3,NEUTRAL
LONG,LOSER,-1.6368627450978939,2,1,1,TRANSITION
SHORT,WINNER,1.877777777778194,3,2,1,BEARISH
LONG,LOSER,-1.563888888889117,2,3,1,BULLISH
SHORT,WINNER,1.9844444444444445,3,1,1,NEUTRAL
LONG,WINNER,2.1019607843138957,0,3,2,BULLISH
SHORT,LOSER,-1.5468013468012396,3,3,3,BEARISH
SHORT,LOSER,-1.594871794871795,1,4,2,BEARISH
LONG,WINNER,2.169918699187109,1,1,3,NEUTRAL
SHORT,WINNER,2.1529914529915395,0,4,2,BEARISH
SHORT,LOSER,-1.4196382428938674,2,2,1,TRANSITION
LONG,WINNER,2.116075650118256,1,4,1,BULLISH
LONG,LOSER,-1.3707762557078118,1,3,3,BULLISH
SHORT,LOSER,-1.0874528809908373,2,4,2,BEARISH
LONG,WINNER,2.389972899729006,1,4,1,BULLISH
SHORT,WINNER,2.3669942669942734,2,3,2,BEARISH
LONG,WINNER,2.3786248131539507,1,2,1,NEUTRAL
SHORT,LOSER,-1.1630522088353128,2,2,3,BEARISH
LONG,WINNER,2.2470404984422987,2,3,1,BULLISH
SHORT,LOSER,-1.2106355382620293,1,2,2,NEUTRAL
LONG,WINNER,2.275380359612779,2,2,2,BULLISH
SHORT,WINNER,2.303151515151543,0,4,2,BEARISH
LONG,LOSER,-1.2050505050505351,2,1,3,TRANSITION
SHORT,WINNER,2.229333333333255,2,2,2,BEARISH
LONG,WINNER,2.2333333333333334,1,4,2,BULLISH
LONG,LOSER,-1.6368627450978939,1,4,2,BULLISH
SHORT,WINNER,2.2089605734766113,1,2,2,BEARISH
SHORT,WINNER,2.225211505922193,3,3,1,BEARISH
LONG,WINNER,2.139111111111251,2,3,1,BULLISH
SHORT,LOSER,-1.563888888889117,1,3,2,BEARISH
SHORT,LOSER,-1.608239700374797,2,4,1,BEARISH
LONG,LOSER,-1.582078853046352,1,2,2,TRANSITION
SHORT,LOSER,-1.7518518518514465,3,1,2,NEUTRAL
LONG,LOSER,-1.6368627450978939,2,3,1,BULLISH
SHORT,WINNER,2.07375328083996,1,3,2,BEARISH
LONG,LOSER,-1.5155555555555555,1,3,1,BULLISH
SHORT,LOSER,-1.582078853046352,2,3,2,BEARISH
LONG,LOSER,-1.4833333333333334,2,1,2,BEARISH
SHORT,WINNER,1.847791164658482,1,4,1,BEARISH
SHORT,LOSER,-1.5012345679009644,3,3,1,BEARISH
LONG,LOSER,-1.470724637680921,3,1,2,NEUTRAL
SHORT,LOSER,-1.3682539682539683,2,2,1,TRANSITION
LONG,LOSER,-1.4511111111110382,2,2,2,TRANSITION
SHORT,LOSER,-1.535973597359427,2,4,2,BEARISH
LONG,LOSER,-1.6601626016263287,1,4,2,BULLISH
LONG,LOSER,-1.4549019607843137,1,4,3,BULLISH
SHORT,LOSER,-1.4196382428938674,0,3,2,BEARISH
LONG,WINNER,2.3359595959596056,0,3,2,BULLISH
LONG,LOSER,-1.1546666666666667,0,3,2,BULLISH
SHORT,WINNER,2.3219298245614377,1,4,1,BEARISH
LONG,LOSER,-1.1786578657865558,0,2,2,NEUTRAL
LONG,LOSER,-1.2114583333333815,2,4,1,BULLISH
SHORT,WINNER,2.2359349593496436,1,3,2,BEARISH
LONG,WINNER,2.2195164075992246,1,2,2,BULLISH
SHORT,WINNER,2.2446540880503614,1,4,2,BEARISH
LONG,WINNER,2.1529914529915395,2,2,2,NEUTRAL
LONG,LOSER,-1.6014814814816112,1,3,1,BULLISH
SHORT,LOSER,-1.5523809523809524,2,2,2,NEUTRAL
LONG,LOSER,-1.209009009009009,2,3,1,BULLISH
LONG,LOSER,-1.4833333333333334,0,4,2,BULLISH
LONG,LOSER,-1.615151515151922,3,3,0,BULLISH
SHORT,WINNER,1.8631372549021061,1,4,2,BEARISH
LONG,WINNER,1.8398373983736713,2,3,2,BULLISH
LONG,LOSER,-1.7624413145537823,2,1,1,NEUTRAL
SHORT,LOSER,-1.4229166666665385,3,1,2,BULLISH
LONG,WINNER,1.884848484848078,1,4,2,BULLISH
LONG,LOSER,-1.2506172839506398,2,1,1,NEUTRAL
SHORT,LOSER,-1.2974358974358975,2,4,1,BEARISH
LONG,WINNER,2.092982456140351,2,4,2,BULLISH
SHORT,WINNER,2.1240740740739223,1,1,2,TRANSITION
LONG,LOSER,-1.4229166666665385,1,2,2,BULLISH
SHORT,LOSER,-1.807960199005677,1,4,3,BEARISH
SHORT,WINNER,2.066933333333266,1,3,2,BEARISH
LONG,LOSER,-1.162562562562591,0,3,2,BULLISH
SHORT,LOSER,-1.0986035215543308,1,4,2,BEARISH
SHORT,WINNER,2.3857946554148994,2,2,2,BEARISH
SHORT,LOSER,-1.0888888888888888,2,2,2,NEUTRAL
SHORT,LOSER,-1.1031111111111112,2,2,2,BULLISH
LONG,LOSER,-1.1740621650589171,2,4,3,BULLISH
LONG,WINNER,2.339366963402581,2,2,3,BEARISH
LONG,LOSER,-1.1746236559139567,1,4,2,BULLISH
SHORT,WINNER,2.3695582329317393,2,3,1,BEARISH
SHORT,LOSER,-1.1990196078431514,1,2,3,NEUTRAL
LONG,LOSER,-1.2879432624113774,2,2,3,TRANSITION
SHORT,LOSER,-1.334156378600783,3,3,1,BEARISH
LONG,WINNER,2.1678936605317762,2,2,1,BULLISH
LONG,WINNER,2.1777777777777776,2,2,1,BEARISH
SHORT,WINNER,2.1552016985139284,2,1,2,BULLISH
LONG,WINNER,2.1975791433891008,1,3,2,BULLISH
LONG,LOSER,-1.4164102564104428,2,3,2,BULLISH
SHORT,WINNER,2.096019900497571,1,1,2,NEUTRAL
LONG,WINNER,2.025146198830571,2,4,2,BULLISH
SHORT,WINNER,2.0562841530056764,2,3,2,BEARISH
LONG,LOSER,-1.5307189542486688,1,2,2,BEARISH
LONG,LOSER,-1.3866666666666667,2,1,2,TRANSITION
SHORT,WINNER,2.1133333333333333,1,2,1,NEUTRAL
LONG,LOSER,-1.2974358974358975,1,4,2,BULLISH
SHORT,LOSER,-1.0724676483712665,3,2,0,BEARISH
LONG,LOSER,-1.1095816464237647,1,2,2,NEUTRAL
LONG,LOSER,-1.1039027511196302,2,2,1,NEUTRAL
SHORT,WINNER,2.360120585701995,0,4,2,BEARISH
SHORT,LOSER,-1.1118457300275437,3,1,2,NEUTRAL
LONG,WINNER,2.3857946554148994,1,3,2,BULLISH
LONG,WINNER,2.380500367917576,1,2,2,BULLISH
SHORT,LOSER,-1.2050505050505351,0,4,2,BEARISH
LONG,WINNER,2.349629629629654,3,4,2,BULLISH
SHORT,WINNER,2.2834666666666332,1,2,2,BEARISH
LONG,WINNER,2.2470404984422987,1,4,3,BULLISH
SHORT,LOSER,-1.2926126126125206,0,3,2,BEARISH
LONG,LOSER,-1.3951338199515062,2,2,1,NEUTRAL
SHORT,LOSER,-1.3470085470084607,2,1,2,TRANSITION
LONG,LOSER,-1.6766666666661743,1,1,2,TRANSITION
SHORT,LOSER,-1.652208835341518,1,4,2,BEARISH
SHORT,WINNER,1.8631372549021061,1,3,2,BEARISH
LONG,LOSER,-1.7960784313730032,2,4,1,BULLISH
SHORT,WINNER,1.8398373983736713,2,3,1,BEARISH
SHORT,WINNER,1.7877192982454322,2,4,1,BEARISH
LONG,LOSER,-1.458757062146968,1,3,2,BULLISH
SHORT,WINNER,2.025146198830571,1,3,1,BEARISH
LONG,LOSER,-1.436559139785083,2,1,1,NEUTRAL
LONG,LOSER,-1.3129094412332107,2,4,1,BULLISH
LONG,LOSER,-1.4101010101010703,2,2,2,NEUTRAL
SHORT,WINNER,2.116075650118256,2,2,1,BEARISH
LONG,WINNER,2.4206256109481985,3,1,2,NEUTRAL
LONG,LOSER,-1.0993272171253858,2,4,2,BULLISH
LONG,WINNER,2.4026378896882594,0,4,2,BULLISH
LONG,LOSER,-1.2313390313389738,1,2,1,TRANSITION
LONG,LOSER,-1.2517829457364795,2,2,1,BEARISH
SHORT,LOSER,-1.2174029451138393,1,3,2,BEARISH
LONG,LOSER,-1.2553459119496388,2,4,1,BULLISH
SHORT,LOSER,-1.2879432624113774,2,2,1,BEARISH
LONG,LOSER,-1.2693200663350437,1,2,2,NEUTRAL
SHORT,WINNER,2.1941619585688055,2,3,2,BEARISH
SHORT,LOSER,-1.2384728340674866,2,1,2,BULLISH
LONG,WINNER,2.299506172839463,0,3,2,BULLISH
LONG,WINNER,2.220962199312659,1,3,1,BULLISH
LONG,LOSER,-1.1573643410852625,1,4,1,BULLISH
LONG,WINNER,2.253939393939459,0,4,2,BULLISH
SHORT,WINNER,2.1266666666665666,1,1,2,NEUTRAL
LONG,WINNER,1.9419243986253178,2,1,1,NEUTRAL
SHORT,LOSER,-2.0614379084959245,1,4,1,BEARISH
LONG,LOSER,-2.0614379084959245,1,2,2,BULLISH
SHORT,LOSER,-2.0410256410244756,3,2,1,NEUTRAL
LONG,WINNER,1.5666666666672913,2,3,1,BULLISH
SHORT,LOSER,-1.807960199005677,1,3,2,BEARISH
SHORT,WINNER,1.654166666666923,2,4,1,BEARISH
SHORT,WINNER,1.7481481481485535,1,3,1,BEARISH
LONG,WINNER,1.9476190476190476,2,1,2,NEUTRAL
SHORT,LOSER,-1.845833333333077,2,4,1,BEARISH
LONG,WINNER,1.7969696969696969,2,3,1,BULLISH
SHORT,LOSER,-1.3785547785546244,2,4,2,BEARISH
LONG,WINNER,1.930175438596142,1,3,2,BULLISH
SHORT,LOSER,-1.8202020202012967,1,2,1,NEUTRAL
LONG,LOSER,-1.9022222222230973,2,4,2,BULLISH
SHORT,LOSER,-1.7122807017545678,2,3,2,BEARISH
LONG,LOSER,-1.9842424242427714,1,4,2,BULLISH
SHORT,LOSER,-1.7733333333333334,2,2,1,BEARISH
LONG,LOSER,-2.0826666666662463,1,2,2,BEARISH
SHORT,LOSER,-2.0213836477998637,2,3,2,BEARISH
SHORT,WINNER,1.758447488585066,3,2,2,NEUTRAL
LONG,WINNER,1.8059829059830785,2,4,1,BULLISH
SHORT,LOSER,-1.594871794871795,1,2,2,BEARISH
LONG,LOSER,-1.7733333333333334,2,3,1,BULLISH
SHORT,WINNER,1.778222222221849,1,3,2,BEARISH
LONG,LOSER,-1.7030303030303031,1,4,2,BULLISH
SHORT,LOSER,-1.9333333333327087,2,2,1,BEARISH
SHORT,WINNER,1.7877192982454322,2,3,1,BEARISH
LONG,LOSER,-1.949707602338858,0,4,2,BULLISH
SHORT,WINNER,1.715458937197847,2,3,1,BEARISH
SHORT,WINNER,1.6268817204298343,1,4,2,BEARISH
SHORT,WINNER,2.1796844181459933,2,2,2,NEUTRAL
LONG,LOSER,-1.436559139785083,2,1,2,BULLISH
SHORT,WINNER,1.9586666666668768,3,2,1,NEUTRAL
LONG,LOSER,-1.5884057971013252,1,2,2,BULLISH
SHORT,WINNER,2.0770833333334617,2,4,1,BEARISH
LONG,WINNER,1.9794871794870823,2,4,1,BULLISH
LONG,WINNER,2.059891598915781,2,2,1,TRANSITION
SHORT,LOSER,-1.276190476190476,2,3,2,BEARISH
SHORT,LOSER,-1.3129094412332107,1,3,2,BEARISH
LONG,LOSER,-1.0820202020201972,2,3,1,BULLISH
SHORT,WINNER,2.3666666666666667,0,4,2,BEARISH
LONG,LOSER,-1.0993272171253858,0,2,2,NEUTRAL
LONG,LOSER,-1.1933333333333334,1,2,2,NEUTRAL
SHORT,LOSER,-1.1847554038680441,2,2,1,TRANSITION
LONG,WINNER,2.3540880503144654,3,1,0,NEUTRAL
SHORT,LOSER,-1.1264797507788105,2,2,2,TRANSITION
SHORT,WINNER,2.3741085271318,2,4,1,BEARISH
SHORT,LOSER,-1.189941520467862,1,4,2,BEARISH
SHORT,LOSER,-1.1990196078431514,0,4,2,BEARISH
SHORT,LOSER,-1.1723991507431104,2,4,2,BEARISH
LONG,WINNER,2.222393162393135,2,3,2,BULLISH
LONG,WINNER,2.146187363834378,1,4,2,BULLISH
LONG,LOSER,-1.4262467191600399,2,3,2,BULLISH
SHORT,WINNER,2.0562841530056764,1,3,3,BEARISH
LONG,WINNER,2.0770833333334617,2,4,2,BULLISH
SHORT,WINNER,2.029275362319079,3,3,2,BEARISH
LONG,WINNER,2.287712418300702,1,3,2,BULLISH
SHORT,LOSER,-1.3007407407408056,2,4,2,BEARISH
LONG,WINNER,2.2009208103130433,1,2,3,TRANSITION
SHORT,WINNER,2.0803617571061324,0,3,2,BEARISH
SHORT,LOSER,-1.3951338199515062,2,1,1,TRANSITION
LONG,WINNER,2.0123123123122273,2,3,3,BULLISH
SHORT,LOSER,-1.4511111111110382,2,4,1,BEARISH
LONG,WINNER,2.045098039215686,2,3,1,BULLISH
SHORT,LOSER,-1.3280808080809239,2,1,3,BULLISH
LONG,WINNER,2.455592015313099,2,2,1,BEARISH
SHORT,LOSER,-1.0569225376796367,2,4,2,BEARISH
LONG,LOSER,-1.0678362573099416,1,1,3,NEUTRAL
SHORT,WINNER,2.4096271563717218,0,4,2,BEARISH
LONG,WINNER,2.433903133903134,2,1,2,NEUTRAL
LONG,WINNER,2.3720252167060853,3,3,0,BULLISH
SHORT,LOSER,-1.1241590214067168,1,2,2,BULLISH
LONG,WINNER,2.383333333333343,1,4,3,BULLISH
SHORT,LOSER,-1.1792494481236089,2,3,2,BEARISH
LONG,LOSER,-1.1524882629108149,2,1,2,BEARISH
LONG,LOSER,-1.4164102564104428,2,3,1,BULLISH
LONG,LOSER,-1.356140350877284,0,4,2,BULLISH
SHORT,WINNER,2.1366890380314145,2,3,2,BEARISH
SHORT,LOSER,-1.2438438438438864,1,4,3,BEARISH
LONG,WINNER,2.2346405228758424,1,3,1,BULLISH
SHORT,LOSER,-1.2706666666667454,2,3,1,BEARISH
LONG,LOSER,-1.246060606060541,2,4,2,BULLISH
SHORT,WINNER,2.1975791433891008,2,1,3,BULLISH
LONG,LOSER,-1.2776068376068652,1,2,2,NEUTRAL
SHORT,LOSER,-1.152919020715656,0,4,2,BEARISH
LONG,WINNER,2.327050053248115,2,0,3,NEUTRAL
SHORT,WINNER,2.22659932659938,1,4,3,BEARISH
LONG,LOSER,-1.2734006734006198,2,2,2,NEUTRAL
SHORT,WINNER,2.269645390070865,2,3,2,BEARISH
SHORT,LOSER,-1.225555555555519,1,4,2,BEARISH
LONG,WINNER,2.220962199312659,1,3,2,BULLISH
LONG,WINNER,2.4213178294573687,1,3,2,BULLISH
SHORT,WINNER,2.42614824920418,0,4,2,BEARISH
SHORT,WINNER,2.4031604054859836,1,2,2,TRANSITION
LONG,WINNER,2.388154269972456,2,3,2,BULLISH
LONG,WINNER,2.3741085271318,1,4,2,BULLISH
LONG,LOSER,-1.1681159420289855,1,4,2,BULLISH
LONG,LOSER,-1.1310734463276837,1,4,2,BULLISH
SHORT,WINNER,2.3066666666666666,1,1,3,BULLISH
LONG,WINNER,2.3426356589147375,0,4,3,BULLISH
LONG,LOSER,-1.1615920398010045,2,3,2,BULLISH
SHORT,LOSER,-1.1197640117994254,1,4,2,BEARISH
LONG,LOSER,-1.2640650406503564,1,4,2,BULLISH
SHORT,LOSER,-1.3426160337554005,0,3,2,BEARISH
SHORT,LOSER,-1.2343434343434343,1,4,1,BEARISH
SHORT,LOSER,-1.334156378600783,3,0,2,BULLISH
LONG,WINNER,2.1573839662445993,1,3,2,BULLISH
SHORT,WINNER,2.2925925925926234,2,2,1,NEUTRAL
SHORT,WINNER,2.2781420765027147,2,1,2,NEUTRAL
SHORT,WINNER,2.0898989898989297,1,4,2,BEARISH
LONG,WINNER,2.1573839662445993,1,4,3,BULLISH
LONG,WINNER,2.1616666666666258,1,4,2,BULLISH
SHORT,LOSER,-1.2849122807017253,1,3,2,BEARISH
LONG,WINNER,2.1758483033931757,3,2,1,NEUTRAL
SHORT,LOSER,-1.2284106891702016,2,1,2,NEUTRAL
LONG,LOSER,-1.2819444444443588,2,1,1,TRANSITION
LONG,WINNER,2.273500697350088,0,4,3,BULLISH
LONG,LOSER,-1.1384484228474068,0,4,2,BULLISH
LONG,LOSER,-1.3203155818540067,1,4,2,BULLISH
SHORT,WINNER,2.2120567375886226,1,3,3,BEARISH
LONG,LOSER,-1.3058380414311948,2,2,2,NEUTRAL
SHORT,LOSER,-1.318431372548947,2,1,2,NEUTRAL
LONG,WINNER,2.1616666666666258,2,2,1,TRANSITION
SHORT,WINNER,2.1240740740739223,2,3,2,BEARISH
LONG,WINNER,2.1870905587667893,2,4,2,BULLISH
LONG,LOSER,-1.3657657657657178,0,4,3,BULLISH
LONG,LOSER,-1.2747884940778071,2,4,1,BULLISH
SHORT,WINNER,2.2834666666666332,2,3,1,BEARISH
LONG,WINNER,2.3895238095238094,1,4,1,BULLISH
LONG,WINNER,2.334454638124343,1,3,2,BULLISH
SHORT,LOSER,-1.1723991507431104,1,4,2,BEARISH
LONG,WINNER,2.394270833333337,0,4,2,BULLISH
SHORT,WINNER,2.357167985927888,2,2,2,BEARISH
LONG,LOSER,-1.116165951359099,1,4,1,BULLISH
SHORT,WINNER,2.377802859292712,1,2,2,BEARISH
SHORT,LOSER,-1.199753997540004,2,2,2,BEARISH
LONG,LOSER,-1.191962174940872,1,4,2,BULLISH
SHORT,WINNER,2.2715893108297984,1,3,1,BEARISH
SHORT,WINNER,2.2625730994151443,1,4,2,BEARISH
SHORT,WINNER,2.2384863123992824,1,4,1,BEARISH
SHORT,LOSER,-1.199753997540004,1,4,3,BEARISH
LONG,LOSER,-1.3129094412332107,1,3,2,BULLISH
SHORT,WINNER,2.370494417862827,1,4,1,BEARISH
SHORT,LOSER,-1.1006195786864967,1,4,2,BEARISH
LONG,LOSER,-1.108266666666654,1,3,2,BULLISH
SHORT,LOSER,-1.2910394265233887,1,4,3,BEARISH
SHORT,LOSER,-1.192645314353486,2,3,3,BEARISH
LONG,LOSER,-1.1665641025640727,1,2,2,TRANSITION
SHORT,WINNER,2.2860342555994895,2,4,1,BEARISH
LONG,LOSER,-1.1816554809843756,1,2,2,TRANSITION
SHORT,WINNER,2.3038647342995584,3,2,1,NEUTRAL
SHORT,WINNER,2.297253433208504,1,2,1,NEUTRAL
LONG,LOSER,-1.047319347319345,1,1,2,TRANSITION
SHORT,LOSER,-1.0608239700374518,1,4,2,BEARISH
SHORT,LOSER,-1.0933333333333364,1,1,2,TRANSITION
SHORT,WINNER,2.343091787439631,0,2,3,TRANSITION
LONG,LOSER,-1.2264993026499118,1,4,2,BULLISH
SHORT,WINNER,2.27630853994485,2,3,2,BEARISH
SHORT,LOSER,-1.212287581699298,2,2,1,BEARISH
LONG,LOSER,-1.2693200663350437,2,1,1,NEUTRAL
SHORT,LOSER,-1.163544813695852,2,2,2,TRANSITION
LONG,WINNER,2.3318840579710143,1,4,2,BULLISH
SHORT,LOSER,-1.2565560821484756,2,1,2,TRANSITION
LONG,LOSER,-1.1751887810140127,2,2,1,BEARISH
SHORT,LOSER,-1.3300813008128909,2,2,2,BEARISH
SHORT,LOSER,-1.3147286821706492,2,2,1,BEARISH
LONG,WINNER,2.269645390070865,1,3,1,BULLISH
SHORT,LOSER,-1.1291964996022334,1,3,3,BEARISH
SHORT,WINNER,2.4188405797101495,1,4,2,BEARISH
LONG,WINNER,2.439851851851848,1,1,2,NEUTRAL
SHORT,LOSER,-1.1216479400749222,0,3,2,BEARISH
LONG,LOSER,-1.1751887810140127,1,1,2,TRANSITION
SHORT,WINNER,2.374400618716147,0,4,2,BEARISH
SHORT,LOSER,-1.1227513227513228,3,3,0,BEARISH
LONG,WINNER,2.3749807544264763,1,2,2,BULLISH
SHORT,LOSER,-1.0613756613756613,0,4,2,BEARISH
SHORT,LOSER,-1.0531761624099512,0,4,2,BEARISH
LONG,WINNER,2.4444216290212193,0,2,2,NEUTRAL
SHORT,WINNER,2.4360126083530322,0,4,2,BEARISH
LONG,WINNER,2.4501993253603205,1,3,2,BULLISH
LONG,WINNER,2.416072351421191,0,3,2,BULLISH
LONG,LOSER,-1.0622938243191393,3,3,3,BULLISH
SHORT,LOSER,-1.1025252525252411,1,2,2,BEARISH
LONG,WINNER,2.3264957264956942,2,2,2,BULLISH
SHORT,LOSER,-1.131391585760524,1,2,2,NEUTRAL
LONG,WINNER,2.3632996632996432,2,2,1,TRANSITION
SHORT,LOSER,-1.127073552425671,2,3,2,BEARISH
LONG,LOSER,-1.1428320140721122,1,4,1,BULLISH
SHORT,LOSER,-1.1786578657865558,2,4,2,BEARISH
SHORT,LOSER,-1.0887431693989043,1,4,1,BEARISH
SHORT,LOSER,-1.1216479400749222,3,2,1,TRANSITION
LONG,LOSER,-1.095981087470459,1,2,2,BULLISH
LONG,WINNER,2.383333333333343,1,4,2,BULLISH
LONG,WINNER,2.3660066006600533,0,4,2,BULLISH
LONG,LOSER,-1.1367003367003568,2,4,1,BULLISH
SHORT,LOSER,-1.1171717171717173,2,3,1,BEARISH
LONG,WINNER,2.3354609929078016,1,1,3,BEARISH
SHORT,WINNER,2.3508723599632613,0,4,2,BEARISH
SHORT,LOSER,-1.0593567251461964,2,4,2,BEARISH
LONG,WINNER,2.4535734705546,1,3,2,BULLISH
SHORT,LOSER,-1.1118457300275437,1,4,1,BEARISH
LONG,WINNER,2.4015757575757473,1,2,2,BEARISH
LONG,LOSER,-1.108266666666654,1,4,2,BULLISH
SHORT,WINNER,2.4031604054859836,1,3,3,BEARISH
LONG,LOSER,-1.1006195786864967,1,4,3,BULLISH
SHORT,WINNER,2.222393162393135,1,2,2,NEUTRAL
LONG,WINNER,2.2333333333333334,2,2,3,TRANSITION
LONG,LOSER,-1.1043031470777096,2,1,2,NEUTRAL
SHORT,WINNER,2.3552584670231953,0,4,2,BEARISH
LONG,LOSER,-1.2264993026499118,1,1,2,TRANSITION
SHORT,LOSER,-1.1691666666666871,2,3,1,BEARISH
LONG,LOSER,-1.2343434343434343,1,4,2,BULLISH
SHORT,WINNER,2.2041894353370077,1,1,3,NEUTRAL
LONG,WINNER,2.169918699187109,2,4,3,BULLISH
LONG,LOSER,-1.2553459119496388,2,4,1,BULLISH
SHORT,WINNER,2.2409888357256538,1,3,3,BEARISH
SHORT,LOSER,-1.0871712292002202,1,3,3,BEARISH
LONG,WINNER,2.3636439966414646,2,4,2,BULLISH
SHORT,LOSER,-1.1053177691309868,2,2,2,NEUTRAL
SHORT,LOSER,-1.1194996320824238,2,2,2,TRANSITION
LONG,WINNER,2.405526468877251,1,4,3,BULLISH
LONG,WINNER,2.424289044289046,0,4,2,BULLISH
SHORT,WINNER,2.4445355191256866,2,1,2,NEUTRAL
SHORT,WINNER,2.4454301075268794,1,4,3,BEARISH
SHORT,WINNER,2.436686159844056,0,3,2,BEARISH
LONG,LOSER,-1.0376187167014146,2,3,2,BULLISH
SHORT,LOSER,-1.0761368963900673,3,4,2,BEARISH
SHORT,LOSER,-1.0633138401559439,3,3,0,BEARISH
LONG,WINNER,2.409777777777772,2,3,2,BULLISH
SHORT,LOSER,-1.0750809061488673,1,4,3,BEARISH
LONG,WINNER,2.4246053853296132,2,3,2,BULLISH
SHORT,LOSER,-1.0784541062801998,2,2,1,TRANSITION
LONG,WINNER,2.4233238904626986,2,1,1,NEUTRAL
SHORT,LOSER,-1.0797250859106529,2,3,3,BEARISH
LONG,WINNER,2.3872222222222086,1,2,2,TRANSITION
SHORT,WINNER,2.387690179806358,1,2,2,BEARISH
SHORT,WINNER,2.3504604051565217,2,4,2,BEARISH
SHORT,LOSER,-1.083797729618158,2,4,1,BEARISH
LONG,WINNER,2.4228869895536604,1,3,2,BULLISH
SHORT,LOSER,-1.0695801199657224,2,2,1,NEUTRAL
LONG,LOSER,-1.0739526411657618,1,2,3,NEUTRAL
SHORT,LOSER,-1.0708551483420576,0,2,2,TRANSITION
LONG,LOSER,-1.0926940639269314,2,3,2,BULLISH
SHORT,LOSER,-1.0835390946502133,0,3,2,BEARISH
LONG,LOSER,-1.08289943848902,1,1,2,TRANSITION
SHORT,WINNER,2.406181398035827,0,4,2,BEARISH
SHORT,WINNER,2.4222222222222287,0,2,2,NEUTRAL
LONG,LOSER,-1.0649080735411656,1,2,2,NEUTRAL
SHORT,WINNER,2.4672316384180792,1,2,2,BEARISH
LONG,WINNER,2.470595690747782,2,3,2,BULLISH
SHORT,LOSER,-1.0413231552162843,1,2,2,BULLISH
LONG,LOSER,-1.0453758032970082,0,4,2,BULLISH
