trade_id,capture_pct,mfe_spent_atr,total_mfe_atr
E-000577,1.0,0,16.709677419354836
E-000578,1.0,0,7.954545454545455
E-000579,1.0,0,15.891891891891893
E-000580,1.0,0,7.760869565217392
E-000581,1.0,0,3.9548022598870056
E-000582,1.0,0,11.375
E-000583,1.0,0,0.34782608695652173
E-000584,1.0,0,11.91044776119403
E-000585,1.0,0,0.0958904109589041
E-000586,1.0,0,0.8115942028985507
E-000587,1.0,0,4.089887640449438
E-000588,1.0,0,8.191489361702127
E-000589,1.0,0,2.7559055118110236
E-000590,1.0,0,7.0
E-000591,1.0,0,1.4259259259259258
E-000592,1.0,0,2.058823529411765
E-000593,1.0,0,3.862068965517241
E-000594,1.0,0,2.9473684210526314
E-000595,1.0,0,7.777777777777777
E-000596,1.0,0,4.2
E-000597,1.0,0,5.703703703703703
E-000598,1.0,0,2.413793103448276
E-000599,1.0,0,4.083333333333334
E-000600,1.0,0,2.3333333333333335
E-000601,1.0,0,15.75
E-000602,1.0,0,11.454545454545455
E-000603,1.0,0,28.0
E-000604,1.0,0,1.5555555555555556
E-000605,1.0,0,3.6842105263157894
E-000606,1.0,0,14.933333333333334
E-000607,1.0,0,12.0
E-000608,1.0,0,18.48
E-000609,1.0,0,16.767441860465116
E-000610,1.0,0,0.2222222222222222
E-000611,1.0,0,13.695652173913045
E-000612,1.0,0,4.101010101010101
E-000613,1.0,0,0.1564245810055866
E-000614,1.0,0,4.145251396648044
E-000615,1.0,0,8.850574712643677
E-000616,1.0,0,15.448275862068964
E-000617,1.0,0,14.212121212121211
E-000618,1.0,0,3.721518987341772
E-000619,1.0,0,3.9117647058823533
E-000620,1.0,0,3.5
E-000621,1.0,0,3.6296296296296298
E-000622,1.0,0,5.561643835616438
E-000623,1.0,0,5.185185185185185
E-000624,1.0,0,1.4482758620689653
E-000625,1.0,0,13.81081081081081
E-000626,1.0,0,5.409090909090909
E-000627,1.0,0,3.1343283582089554
E-000628,1.0,0,1.3125
E-000629,1.0,0,7.897435897435898
E-000630,1.0,0,8.536585365853659
E-000631,1.0,0,0.24137931034482757
E-000632,1.0,0,8.484848484848484
E-000633,1.0,0,2.4
E-000634,1.0,0,14.736842105263158
E-000635,1.0,0,4.529411764705883
E-000636,1.0,0,1.3548387096774193
E-000637,1.0,0,13.125
E-000638,1.0,0,4.260869565217392
E-000639,1.0,0,4.516129032258064
E-000640,1.0,0,3.181818181818182
E-000641,1.0,0,6.363636363636364
E-000642,1.0,0,6.548387096774193
E-000643,1.0,0,5.466666666666667
E-000644,1.0,0,8.155339805825243
E-000645,1.0,0,5.651376146788991
E-000646,1.0,0,4.666666666666667
E-000647,1.0,0,0.6363636363636364
E-000648,1.0,0,3.843137254901961
E-000649,1.0,0,0.608695652173913
E-000650,1.0,0,3.019607843137255
E-000651,,0,-0.34146341463414637
E-000652,1.0,0,0.9655172413793103
E-000653,1.0,0,1.68
E-000654,1.0,0,7.411764705882353
E-000655,1.0,0,1.5555555555555556
E-000656,1.0,0,4.260869565217392
E-000657,1.0,0,13.363636363636363
E-000658,1.0,0,23.625
E-000659,1.0,0,2.5789473684210527
E-000660,1.0,0,1.3548387096774193
E-000661,1.0,0,17.181818181818183
E-000662,1.0,0,17.919999999999998
E-000663,1.0,0,8.0
E-000664,1.0,0,6.7407407407407405
E-000665,1.0,0,17.5
E-000666,1.0,0,4.333333333333333
E-000667,1.0,0,3.414634146341464
E-000668,1.0,0,1.5555555555555554
E-000669,1.0,0,9.947368421052632
E-000670,1.0,0,7.538461538461539
