opportunity_id,direction,wait_signal_i,immediate_entry_i,system,location_score,direction_score,reaction_score,total_evidence
OPP_02466543_LONG,LONG,2466543,2466544,E,1,1,1,3
OPP_02466697_LONG,LONG,2466697,2466698,E,3,0,0,2
OPP_02467312_LONG,LONG,2467312,2467313,E,1,0,2,2
OPP_02467521_SHORT,SHORT,2467521,2467522,E,1,0,1,2
OPP_02467701_SHORT,SHORT,2467701,2467702,E,2,-1,3,3
OPP_02467845_SHORT,SHORT,2467845,2467846,E,2,0,2,3
OPP_02468114_LONG,LONG,2468114,2468115,E,3,-1,2,3
OPP_02468147_LONG,LONG,2468147,2468148,E,2,-1,2,2
OPP_02468414_SHORT,SHORT,2468414,2468415,E,1,1,1,3
OPP_02468424_LONG,LONG,2468424,2468425,E,1,1,2,3
OPP_02468520_LONG,LONG,2468520,2468521,E,2,-1,2,2
OPP_02468677_SHORT,SHORT,2468677,2468678,E,1,0,2,2
OPP_02468720_LONG,LONG,2468720,2468721,E,2,0,2,3
OPP_02469256_LONG,LONG,2469256,2469257,E,2,-1,2,2
OPP_02469316_SHORT,SHORT,2469316,2469317,E,1,0,2,2
OPP_02469481_LONG,LONG,2469481,2469482,E,1,0,2,2
OPP_02469563_LONG,LONG,2469563,2469564,E,1,2,1,3
OPP_02469764_LONG,LONG,2469764,2469765,E,1,1,1,2
OPP_02470349_SHORT,SHORT,2470349,2470350,E,2,0,1,2
OPP_02470697_SHORT,SHORT,2470697,2470698,E,2,-1,2,2
OPP_02471146_SHORT,SHORT,2471146,2471147,E,2,0,1,2
OPP_02471526_LONG,LONG,2471526,2471527,E,0,1,3,3
OPP_02471761_LONG,LONG,2471761,2471762,E,1,-1,3,2
OPP_02471785_SHORT,SHORT,2471785,2471786,E,2,-1,3,3
OPP_02471854_SHORT,SHORT,2471854,2471855,E,1,1,1,2
OPP_02472245_LONG,LONG,2472245,2472246,E,2,0,2,3
OPP_02472256_SHORT,SHORT,2472256,2472257,E,1,0,2,2
OPP_02472594_LONG,LONG,2472594,2472595,E,2,-1,2,2
OPP_02472806_LONG,LONG,2472806,2472807,E,0,0,3,2
OPP_02472891_LONG,LONG,2472891,2472892,E,0,0,2,2
OPP_02472917_LONG,LONG,2472917,2472918,E,1,0,3,3
OPP_02472996_SHORT,SHORT,2472996,2472997,E,2,0,2,3
OPP_02473103_SHORT,SHORT,2473103,2473104,E,2,1,1,3
OPP_02473228_SHORT,SHORT,2473228,2473229,E,1,0,2,2
OPP_02473364_LONG,LONG,2473364,2473365,E,1,0,2,2
OPP_02473745_LONG,LONG,2473745,2473746,E,2,0,2,3
OPP_02475181_SHORT,SHORT,2475181,2475182,E,1,-1,3,2
OPP_02475251_SHORT,SHORT,2475251,2475252,E,1,2,1,3
OPP_02475380_LONG,LONG,2475380,2475381,E,2,0,2,3
OPP_02475627_LONG,LONG,2475627,2475628,E,1,0,3,3
OPP_02476078_LONG,LONG,2476078,2476079,E,1,0,2,2
OPP_02476377_LONG,LONG,2476377,2476378,E,2,0,1,2
OPP_02476622_SHORT,SHORT,2476622,2476623,E,1,0,2,2
OPP_02476877_LONG,LONG,2476877,2476878,E,2,-1,3,3
OPP_02477057_LONG,LONG,2477057,2477058,E,1,1,1,2
OPP_02477186_SHORT,SHORT,2477186,2477187,E,0,2,2,3
OPP_02477234_LONG,LONG,2477234,2477235,E,1,0,2,2
OPP_02477255_LONG,LONG,2477255,2477256,E,2,0,1,2
OPP_02477331_LONG,LONG,2477331,2477332,E,1,-1,3,2
OPP_02477373_LONG,LONG,2477373,2477374,E,2,0,2,3
OPP_02477510_SHORT,SHORT,2477510,2477511,E,2,-1,2,2
OPP_02477725_SHORT,SHORT,2477725,2477726,E,3,1,0,3
OPP_02478190_SHORT,SHORT,2478190,2478191,E,2,0,2,3
OPP_02478283_SHORT,SHORT,2478283,2478284,E,1,0,2,2
OPP_02478525_SHORT,SHORT,2478525,2478526,E,1,0,2,2
OPP_02478541_LONG,LONG,2478541,2478542,E,2,0,2,3
OPP_02478549_SHORT,SHORT,2478549,2478550,E,1,1,2,3
OPP_02478575_LONG,LONG,2478575,2478576,E,2,0,2,3
OPP_02478605_SHORT,SHORT,2478605,2478606,E,1,0,3,3
OPP_02478894_SHORT,SHORT,2478894,2478895,E,2,-1,2,2
OPP_02478918_LONG,LONG,2478918,2478919,E,0,1,2,3
OPP_02478940_SHORT,SHORT,2478940,2478941,E,1,1,2,3
OPP_02479208_SHORT,SHORT,2479208,2479209,E,1,1,1,3
OPP_02479286_LONG,LONG,2479286,2479287,E,1,0,2,2
OPP_02479324_SHORT,SHORT,2479324,2479325,E,3,0,0,2
OPP_02479984_SHORT,SHORT,2479984,2479985,E,1,1,1,2
OPP_02480045_SHORT,SHORT,2480045,2480046,E,1,1,1,2
OPP_02480224_LONG,LONG,2480224,2480225,E,1,0,2,2
OPP_02480335_LONG,LONG,2480335,2480336,E,1,0,2,2
OPP_02480985_LONG,LONG,2480985,2480986,E,2,-1,2,2
OPP_02481331_LONG,LONG,2481331,2481332,E,1,2,1,3
OPP_02481665_SHORT,SHORT,2481665,2481666,E,0,1,3,3
OPP_02481948_LONG,LONG,2481948,2481949,E,1,0,2,2
OPP_02481956_SHORT,SHORT,2481956,2481957,E,1,1,1,3
OPP_02482112_LONG,LONG,2482112,2482113,E,1,1,2,3
OPP_02482383_LONG,LONG,2482383,2482384,E,2,0,2,3
OPP_02482443_SHORT,SHORT,2482443,2482444,E,2,0,1,2
OPP_02482705_SHORT,SHORT,2482705,2482706,E,1,0,2,2
OPP_02482950_SHORT,SHORT,2482950,2482951,E,2,1,1,3
OPP_02483091_SHORT,SHORT,2483091,2483092,E,1,0,2,2
OPP_02483103_LONG,LONG,2483103,2483104,E,2,0,1,2
OPP_02483150_LONG,LONG,2483150,2483151,E,1,1,1,3
OPP_02483867_LONG,LONG,2483867,2483868,E,1,-1,3,2
OPP_02484202_LONG,LONG,2484202,2484203,E,1,2,1,3
OPP_02484250_LONG,LONG,2484250,2484251,E,1,1,2,3
OPP_02484665_LONG,LONG,2484665,2484666,E,1,2,1,3
OPP_02485012_LONG,LONG,2485012,2485013,E,1,0,2,2
OPP_02485064_SHORT,SHORT,2485064,2485065,E,2,0,1,2
OPP_02485318_LONG,LONG,2485318,2485319,E,1,0,2,2
OPP_02485439_SHORT,SHORT,2485439,2485440,E,1,-1,3,2
OPP_02485527_SHORT,SHORT,2485527,2485528,E,1,0,3,3
OPP_02485686_SHORT,SHORT,2485686,2485687,E,3,-1,2,3
OPP_02485694_LONG,LONG,2485694,2485695,E,2,-1,2,2
OPP_02485799_SHORT,SHORT,2485799,2485800,E,2,0,2,3
OPP_02486028_SHORT,SHORT,2486028,2486029,E,2,0,2,3
OPP_02486171_SHORT,SHORT,2486171,2486172,E,1,2,1,3
OPP_02486724_SHORT,SHORT,2486724,2486725,E,0,1,2,3
OPP_02486831_LONG,LONG,2486831,2486832,E,2,0,1,2
OPP_02486897_SHORT,SHORT,2486897,2486898,E,1,0,2,2
OPP_02486950_SHORT,SHORT,2486950,2486951,E,0,1,2,2
OPP_02487241_LONG,LONG,2487241,2487242,E,1,0,3,3
OPP_02487457_SHORT,SHORT,2487457,2487458,E,1,2,1,3
OPP_02487677_LONG,LONG,2487677,2487678,E,1,1,2,3
OPP_02487921_LONG,LONG,2487921,2487922,E,1,1,1,3
OPP_02487933_SHORT,SHORT,2487933,2487934,E,3,-1,1,2
OPP_02488131_SHORT,SHORT,2488131,2488132,E,1,0,2,3
OPP_02488411_SHORT,SHORT,2488411,2488412,E,1,0,2,2
OPP_02488486_LONG,LONG,2488486,2488487,E,2,-1,2,2
OPP_02488725_LONG,LONG,2488725,2488726,E,2,-1,2,2
OPP_02488824_LONG,LONG,2488824,2488825,E,1,0,2,2
OPP_02489153_LONG,LONG,2489153,2489154,E,1,-1,3,2
OPP_02489724_LONG,LONG,2489724,2489725,E,2,0,2,3
OPP_02491199_LONG,LONG,2491199,2491200,E,2,0,1,2
OPP_02491422_SHORT,SHORT,2491422,2491423,E,2,0,1,2
OPP_02491585_LONG,LONG,2491585,2491586,E,0,1,2,3
OPP_02491625_LONG,LONG,2491625,2491626,E,1,0,2,2
OPP_02492588_LONG,LONG,2492588,2492589,E,1,2,1,3
OPP_02492976_SHORT,SHORT,2492976,2492977,E,0,1,2,3
OPP_02493182_LONG,LONG,2493182,2493183,E,1,0,2,2
OPP_02493558_SHORT,SHORT,2493558,2493559,E,1,0,2,2
OPP_02494027_SHORT,SHORT,2494027,2494028,E,1,2,1,3
OPP_02494037_LONG,LONG,2494037,2494038,E,1,0,2,2
OPP_02494076_LONG,LONG,2494076,2494077,E,2,0,2,3
OPP_02494252_LONG,LONG,2494252,2494253,E,1,0,2,2
OPP_02494299_LONG,LONG,2494299,2494300,E,2,0,2,3
OPP_02495061_LONG,LONG,2495061,2495062,E,1,2,1,3
OPP_02495318_SHORT,SHORT,2495318,2495319,E,1,0,2,2
OPP_02495777_LONG,LONG,2495777,2495778,E,1,0,3,3
OPP_02495929_SHORT,SHORT,2495929,2495930,E,0,1,2,2
OPP_02496108_SHORT,SHORT,2496108,2496109,E,1,0,2,2
OPP_02496364_LONG,LONG,2496364,2496365,E,2,-1,2,2
OPP_02496458_SHORT,SHORT,2496458,2496459,E,0,1,2,2
OPP_02496712_LONG,LONG,2496712,2496713,E,1,1,1,3
OPP_02497051_SHORT,SHORT,2497051,2497052,E,1,1,1,2
OPP_02497209_SHORT,SHORT,2497209,2497210,E,1,1,2,3
OPP_02497449_LONG,LONG,2497449,2497450,E,2,-1,2,2
OPP_02497565_SHORT,SHORT,2497565,2497566,E,1,0,2,2
OPP_02497574_LONG,LONG,2497574,2497575,E,1,1,2,3
OPP_02497664_LONG,LONG,2497664,2497665,E,2,0,2,3
OPP_02497867_SHORT,SHORT,2497867,2497868,E,2,0,2,3
OPP_02498010_SHORT,SHORT,2498010,2498011,E,1,0,2,2
OPP_02498733_SHORT,SHORT,2498733,2498734,E,1,1,1,3
OPP_02498955_LONG,LONG,2498955,2498956,E,1,0,2,2
OPP_02498974_SHORT,SHORT,2498974,2498975,E,1,1,2,3
OPP_02499015_SHORT,SHORT,2499015,2499016,E,3,0,2,3
OPP_02499068_SHORT,SHORT,2499068,2499069,E,1,0,2,2
OPP_02499087_LONG,LONG,2499087,2499088,E,2,0,2,3
OPP_02499436_SHORT,SHORT,2499436,2499437,E,0,1,2,3
OPP_02499528_SHORT,SHORT,2499528,2499529,E,1,0,2,2
OPP_02499684_SHORT,SHORT,2499684,2499685,E,0,1,2,3
OPP_02499741_SHORT,SHORT,2499741,2499742,E,0,1,2,3
OPP_02499903_LONG,LONG,2499903,2499904,E,2,1,1,3
OPP_02499979_SHORT,SHORT,2499979,2499980,E,2,0,1,2
OPP_02500616_SHORT,SHORT,2500616,2500617,E,1,0,2,2
OPP_02501144_SHORT,SHORT,2501144,2501145,E,2,1,1,3
OPP_02501942_SHORT,SHORT,2501942,2501943,E,2,0,1,2
OPP_02502125_LONG,LONG,2502125,2502126,E,1,-1,3,2
OPP_02502407_SHORT,SHORT,2502407,2502408,E,1,0,2,2
OPP_02502945_SHORT,SHORT,2502945,2502946,E,1,1,2,3
OPP_02503320_SHORT,SHORT,2503320,2503321,E,1,0,2,2
OPP_02503397_SHORT,SHORT,2503397,2503398,E,1,0,2,2
OPP_02503431_LONG,LONG,2503431,2503432,E,2,1,1,3
OPP_02503546_SHORT,SHORT,2503546,2503547,E,0,1,2,3
OPP_02503656_LONG,LONG,2503656,2503657,E,1,1,2,3
OPP_02503810_SHORT,SHORT,2503810,2503811,E,2,0,1,2
OPP_02503865_LONG,LONG,2503865,2503866,E,2,1,1,3
OPP_02504240_SHORT,SHORT,2504240,2504241,E,0,1,2,3
OPP_02504593_SHORT,SHORT,2504593,2504594,E,1,1,1,3
OPP_02504624_SHORT,SHORT,2504624,2504625,E,1,1,1,2
OPP_02504795_LONG,LONG,2504795,2504796,E,3,0,1,3
OPP_02505080_SHORT,SHORT,2505080,2505081,E,1,-1,3,2
OPP_02505247_SHORT,SHORT,2505247,2505248,E,1,0,2,2
OPP_02505552_LONG,LONG,2505552,2505553,E,2,0,1,2
OPP_02505601_SHORT,SHORT,2505601,2505602,E,3,0,0,2
OPP_02505686_SHORT,SHORT,2505686,2505687,E,1,1,1,2
OPP_02505724_LONG,LONG,2505724,2505725,E,1,0,2,2
OPP_02505984_SHORT,SHORT,2505984,2505985,E,1,1,1,3
OPP_02506129_SHORT,SHORT,2506129,2506130,E,1,1,2,3
OPP_02506369_LONG,LONG,2506369,2506370,E,2,0,2,3
OPP_02506588_SHORT,SHORT,2506588,2506589,E,2,-1,2,2
OPP_02506909_LONG,LONG,2506909,2506910,E,1,1,1,3
OPP_02506970_SHORT,SHORT,2506970,2506971,E,1,0,2,2
OPP_02507182_LONG,LONG,2507182,2507183,E,1,-1,3,2
OPP_02507611_LONG,LONG,2507611,2507612,E,1,0,2,2
OPP_02507847_LONG,LONG,2507847,2507848,E,0,1,2,2
OPP_02508205_SHORT,SHORT,2508205,2508206,E,1,1,1,2
OPP_02508359_SHORT,SHORT,2508359,2508360,E,1,0,3,3
OPP_02508700_SHORT,SHORT,2508700,2508701,E,2,0,2,3
OPP_02509025_SHORT,SHORT,2509025,2509026,E,2,0,2,3
OPP_02509506_LONG,LONG,2509506,2509507,E,1,1,1,3
OPP_02509959_SHORT,SHORT,2509959,2509960,E,1,0,3,3
OPP_02510433_SHORT,SHORT,2510433,2510434,E,1,0,2,2
OPP_02510735_LONG,LONG,2510735,2510736,E,2,0,2,3
OPP_02511063_LONG,LONG,2511063,2511064,E,1,1,1,3
OPP_02511566_LONG,LONG,2511566,2511567,E,2,-1,2,2
OPP_02511612_SHORT,SHORT,2511612,2511613,E,1,0,3,3
OPP_02511855_LONG,LONG,2511855,2511856,E,0,0,3,2
OPP_02511986_SHORT,SHORT,2511986,2511987,E,2,0,2,3
OPP_02512055_LONG,LONG,2512055,2512056,E,2,1,1,3
OPP_02512202_SHORT,SHORT,2512202,2512203,E,1,1,1,3
OPP_02512426_LONG,LONG,2512426,2512427,E,0,1,2,2
OPP_02512559_SHORT,SHORT,2512559,2512560,E,1,0,2,2
OPP_02512615_SHORT,SHORT,2512615,2512616,E,1,0,2,2
OPP_02512634_SHORT,SHORT,2512634,2512635,E,2,0,1,2
OPP_02512767_LONG,LONG,2512767,2512768,E,1,0,2,2
OPP_02513003_SHORT,SHORT,2513003,2513004,E,1,0,2,2
OPP_02513011_LONG,LONG,2513011,2513012,E,1,2,1,3
OPP_02513047_SHORT,SHORT,2513047,2513048,E,1,-1,3,2
OPP_02513216_LONG,LONG,2513216,2513217,E,1,0,2,2
OPP_02513270_SHORT,SHORT,2513270,2513271,E,3,-1,2,3
OPP_02513771_SHORT,SHORT,2513771,2513772,E,1,1,2,3
OPP_02513913_LONG,LONG,2513913,2513914,E,1,0,2,2
OPP_02514906_LONG,LONG,2514906,2514907,E,2,0,2,3
OPP_02515042_SHORT,SHORT,2515042,2515043,E,1,1,1,2
OPP_02515378_LONG,LONG,2515378,2515379,E,2,-1,2,2
OPP_02515585_LONG,LONG,2515585,2515586,E,2,0,2,3
OPP_02515626_SHORT,SHORT,2515626,2515627,E,1,0,3,3
OPP_02515759_SHORT,SHORT,2515759,2515760,E,2,0,2,3
OPP_02515929_SHORT,SHORT,2515929,2515930,E,1,0,2,2
OPP_02516766_LONG,LONG,2516766,2516767,E,2,0,2,3
OPP_02517066_SHORT,SHORT,2517066,2517067,E,1,2,1,3
OPP_02517406_LONG,LONG,2517406,2517407,E,2,0,2,3
OPP_02517992_SHORT,SHORT,2517992,2517993,E,1,2,1,3
OPP_02518253_SHORT,SHORT,2518253,2518254,E,1,0,2,3
OPP_02518350_LONG,LONG,2518350,2518351,E,1,0,3,3
OPP_02518418_LONG,LONG,2518418,2518419,E,1,1,1,3
OPP_02518858_LONG,LONG,2518858,2518859,E,1,1,1,3
OPP_02519016_SHORT,SHORT,2519016,2519017,E,1,1,1,2
OPP_02519258_SHORT,SHORT,2519258,2519259,E,2,0,1,2
OPP_02519837_LONG,LONG,2519837,2519838,E,2,1,1,3
OPP_02519999_SHORT,SHORT,2519999,2520000,E,1,1,1,2
OPP_02520508_SHORT,SHORT,2520508,2520509,E,1,0,3,3
OPP_02520855_SHORT,SHORT,2520855,2520856,E,1,2,1,3
OPP_02520951_LONG,LONG,2520951,2520952,E,2,1,1,3
OPP_02521048_LONG,LONG,2521048,2521049,E,1,1,1,3
OPP_02521264_SHORT,SHORT,2521264,2521265,E,1,0,2,2
OPP_02521281_LONG,LONG,2521281,2521282,E,1,2,1,3
OPP_02521299_LONG,LONG,2521299,2521300,E,2,0,2,3
OPP_02521548_LONG,LONG,2521548,2521549,E,1,1,1,2
OPP_02522002_LONG,LONG,2522002,2522003,E,2,-1,2,2
OPP_02522616_LONG,LONG,2522616,2522617,E,1,0,2,2
OPP_02522672_LONG,LONG,2522672,2522673,E,0,1,2,2
OPP_02522702_SHORT,SHORT,2522702,2522703,E,2,-1,2,2
OPP_02522747_LONG,LONG,2522747,2522748,E,2,1,1,3
OPP_02523001_LONG,LONG,2523001,2523002,E,3,0,0,2
OPP_02523402_LONG,LONG,2523402,2523403,E,0,1,2,2
OPP_02523753_LONG,LONG,2523753,2523754,E,2,0,2,3
OPP_02523811_LONG,LONG,2523811,2523812,E,2,-1,3,3
OPP_02523887_LONG,LONG,2523887,2523888,E,2,0,2,3
OPP_02524221_LONG,LONG,2524221,2524222,E,0,1,2,3
OPP_02524307_LONG,LONG,2524307,2524308,E,1,0,2,2
OPP_02524605_SHORT,SHORT,2524605,2524606,E,1,0,2,2
OPP_02524666_LONG,LONG,2524666,2524667,E,1,1,1,3
OPP_02524832_SHORT,SHORT,2524832,2524833,E,0,1,2,2
OPP_02525233_SHORT,SHORT,2525233,2525234,E,1,1,1,3
OPP_02526472_LONG,LONG,2526472,2526473,E,2,-1,2,2
OPP_02526645_SHORT,SHORT,2526645,2526646,E,1,0,3,3
OPP_02526758_LONG,LONG,2526758,2526759,E,1,-1,3,2
OPP_02526878_LONG,LONG,2526878,2526879,E,2,1,1,3
OPP_02527095_SHORT,SHORT,2527095,2527096,E,2,-1,2,2
OPP_02527266_LONG,LONG,2527266,2527267,E,1,0,2,2
OPP_02527390_SHORT,SHORT,2527390,2527391,E,1,1,1,2
OPP_02527549_SHORT,SHORT,2527549,2527550,E,1,-1,3,2
OPP_02527773_SHORT,SHORT,2527773,2527774,E,2,0,2,3
OPP_02527809_SHORT,SHORT,2527809,2527810,E,1,1,2,3
OPP_02527960_SHORT,SHORT,2527960,2527961,E,1,1,2,3
OPP_02528024_SHORT,SHORT,2528024,2528025,E,1,0,2,2
OPP_02528085_LONG,LONG,2528085,2528086,E,3,1,0,3
OPP_02528128_SHORT,SHORT,2528128,2528129,E,0,2,2,3
OPP_02528390_SHORT,SHORT,2528390,2528391,E,1,1,1,3
OPP_02528608_LONG,LONG,2528608,2528609,E,1,1,1,2
OPP_02529111_LONG,LONG,2529111,2529112,E,1,1,1,2
OPP_02529167_LONG,LONG,2529167,2529168,E,2,0,1,2
OPP_02529421_SHORT,SHORT,2529421,2529422,E,2,-1,2,2
OPP_02529592_LONG,LONG,2529592,2529593,E,2,-1,2,2
OPP_02530200_LONG,LONG,2530200,2530201,E,1,1,1,3
OPP_02530668_SHORT,SHORT,2530668,2530669,E,2,0,2,3
OPP_02532486_SHORT,SHORT,2532486,2532487,E,2,1,0,3
OPP_02532590_LONG,LONG,2532590,2532591,E,1,0,2,2
OPP_02532785_SHORT,SHORT,2532785,2532786,E,1,0,2,2
OPP_02534106_LONG,LONG,2534106,2534107,E,1,0,3,3
OPP_02534397_SHORT,SHORT,2534397,2534398,E,1,1,2,3
OPP_02534441_SHORT,SHORT,2534441,2534442,E,1,0,2,2
OPP_02535214_LONG,LONG,2535214,2535215,E,1,0,2,2
OPP_02535329_SHORT,SHORT,2535329,2535330,E,2,1,1,3
OPP_02535977_LONG,LONG,2535977,2535978,E,1,0,2,2
OPP_02536288_SHORT,SHORT,2536288,2536289,E,1,1,1,2
OPP_02536435_SHORT,SHORT,2536435,2536436,E,1,0,2,2
OPP_02537204_LONG,LONG,2537204,2537205,E,2,0,1,2
OPP_02537293_SHORT,SHORT,2537293,2537294,E,1,-1,3,2
OPP_02537339_SHORT,SHORT,2537339,2537340,E,2,-1,2,2
OPP_02537872_LONG,LONG,2537872,2537873,E,1,1,2,3
OPP_02537940_SHORT,SHORT,2537940,2537941,E,1,0,2,2
OPP_02537995_LONG,LONG,2537995,2537996,E,1,0,2,2
OPP_02538282_SHORT,SHORT,2538282,2538283,E,2,0,1,2
OPP_02538459_LONG,LONG,2538459,2538460,E,2,-1,2,2
OPP_02538567_SHORT,SHORT,2538567,2538568,E,1,0,2,2
OPP_02538612_LONG,LONG,2538612,2538613,E,2,0,2,3
OPP_02538658_SHORT,SHORT,2538658,2538659,E,2,0,2,3
OPP_02539006_SHORT,SHORT,2539006,2539007,E,1,0,2,2
OPP_02539016_LONG,LONG,2539016,2539017,E,1,1,2,3
OPP_02539562_LONG,LONG,2539562,2539563,E,0,2,2,3
OPP_02539634_SHORT,SHORT,2539634,2539635,E,3,0,1,3
OPP_02539751_SHORT,SHORT,2539751,2539752,E,2,1,1,3
OPP_02540030_SHORT,SHORT,2540030,2540031,E,2,1,1,3
OPP_02540219_SHORT,SHORT,2540219,2540220,E,1,0,2,2
OPP_02540490_LONG,LONG,2540490,2540491,E,2,-1,3,3
OPP_02540731_LONG,LONG,2540731,2540732,E,0,1,2,3
OPP_02540764_LONG,LONG,2540764,2540765,E,1,0,2,2
OPP_02540924_LONG,LONG,2540924,2540925,E,1,0,2,2
OPP_02541011_LONG,LONG,2541011,2541012,E,2,1,1,3
OPP_02541143_SHORT,SHORT,2541143,2541144,E,2,0,2,3
OPP_02541564_LONG,LONG,2541564,2541565,E,1,0,2,2
OPP_02542106_LONG,LONG,2542106,2542107,E,2,-1,2,2
OPP_02542164_SHORT,SHORT,2542164,2542165,E,1,0,3,3
OPP_02542563_SHORT,SHORT,2542563,2542564,E,1,1,1,3
OPP_02542975_SHORT,SHORT,2542975,2542976,E,1,0,2,2
OPP_02543406_LONG,LONG,2543406,2543407,E,2,0,1,2
OPP_02543470_SHORT,SHORT,2543470,2543471,E,1,1,1,3
OPP_02543943_LONG,LONG,2543943,2543944,E,1,1,1,3
OPP_02543986_SHORT,SHORT,2543986,2543987,E,1,0,2,2
OPP_02544701_SHORT,SHORT,2544701,2544702,E,1,1,2,3
OPP_02545019_SHORT,SHORT,2545019,2545020,E,1,2,1,3
OPP_02545301_LONG,LONG,2545301,2545302,E,1,1,1,3
OPP_02545534_SHORT,SHORT,2545534,2545535,E,2,0,2,3
OPP_02545767_SHORT,SHORT,2545767,2545768,E,1,0,2,2
OPP_02545779_LONG,LONG,2545779,2545780,E,1,0,2,2
OPP_02546008_LONG,LONG,2546008,2546009,E,1,0,2,2
OPP_02546201_LONG,LONG,2546201,2546202,E,1,1,1,2
OPP_02546226_LONG,LONG,2546226,2546227,E,3,1,0,3
OPP_02546317_LONG,LONG,2546317,2546318,E,2,-1,2,2
OPP_02546527_LONG,LONG,2546527,2546528,E,1,0,2,2
OPP_02546727_SHORT,SHORT,2546727,2546728,E,1,1,1,3
OPP_02547308_SHORT,SHORT,2547308,2547309,E,1,1,2,3
OPP_02547474_LONG,LONG,2547474,2547475,E,1,1,1,2
OPP_02547837_LONG,LONG,2547837,2547838,E,1,-1,3,2
OPP_02548115_SHORT,SHORT,2548115,2548116,E,1,1,1,3
OPP_02548285_LONG,LONG,2548285,2548286,E,1,0,2,2
OPP_02548494_SHORT,SHORT,2548494,2548495,E,1,0,2,2
OPP_02548571_SHORT,SHORT,2548571,2548572,E,1,0,3,3
OPP_02548579_LONG,LONG,2548579,2548580,E,0,2,2,3
OPP_02549066_LONG,LONG,2549066,2549067,E,1,0,3,3
OPP_02549185_SHORT,SHORT,2549185,2549186,E,1,0,2,2
OPP_02549457_SHORT,SHORT,2549457,2549458,E,1,0,2,2
OPP_02549715_LONG,LONG,2549715,2549716,E,2,0,1,2
OPP_02549780_LONG,LONG,2549780,2549781,E,2,-1,2,2
OPP_02550370_LONG,LONG,2550370,2550371,E,1,1,1,3
OPP_02550513_LONG,LONG,2550513,2550514,E,1,0,2,2
OPP_02550667_SHORT,SHORT,2550667,2550668,E,2,0,1,2
OPP_02551200_LONG,LONG,2551200,2551201,E,1,1,2,3
OPP_02551397_SHORT,SHORT,2551397,2551398,E,3,1,0,3
OPP_02551483_SHORT,SHORT,2551483,2551484,E,1,1,1,2
OPP_02552212_SHORT,SHORT,2552212,2552213,E,1,-1,3,2
OPP_02552357_LONG,LONG,2552357,2552358,E,1,1,2,3
OPP_02552576_SHORT,SHORT,2552576,2552577,E,2,0,2,3
OPP_02552659_SHORT,SHORT,2552659,2552660,E,0,1,2,3
OPP_02552816_SHORT,SHORT,2552816,2552817,E,1,0,2,2
OPP_02552832_LONG,LONG,2552832,2552833,E,1,1,2,3
OPP_02552880_LONG,LONG,2552880,2552881,E,1,1,2,3
OPP_02553116_SHORT,SHORT,2553116,2553117,E,2,0,2,3
OPP_02553152_SHORT,SHORT,2553152,2553153,E,2,1,1,3
OPP_02553480_SHORT,SHORT,2553480,2553481,E,0,1,2,3
OPP_02553818_SHORT,SHORT,2553818,2553819,E,3,1,0,3
OPP_02553939_SHORT,SHORT,2553939,2553940,E,1,0,2,2
OPP_02554003_SHORT,SHORT,2554003,2554004,E,1,1,1,3
OPP_02555114_LONG,LONG,2555114,2555115,E,1,1,2,3
OPP_02555339_LONG,LONG,2555339,2555340,E,1,0,2,2
OPP_02555352_SHORT,SHORT,2555352,2555353,E,2,0,1,2
OPP_02555908_SHORT,SHORT,2555908,2555909,E,1,1,1,3
OPP_02556270_SHORT,SHORT,2556270,2556271,E,3,-1,2,3
OPP_02556476_LONG,LONG,2556476,2556477,E,2,0,2,3
OPP_02556618_SHORT,SHORT,2556618,2556619,E,1,0,2,2
OPP_02556826_LONG,LONG,2556826,2556827,E,1,0,2,2
OPP_02557191_LONG,LONG,2557191,2557192,E,1,1,1,2
OPP_02557641_LONG,LONG,2557641,2557642,E,0,1,2,2
OPP_02557672_SHORT,SHORT,2557672,2557673,E,1,0,2,2
OPP_02557688_SHORT,SHORT,2557688,2557689,E,1,0,2,2
OPP_02557789_SHORT,SHORT,2557789,2557790,E,1,1,1,3
OPP_02557821_LONG,LONG,2557821,2557822,E,1,0,2,2
OPP_02558003_LONG,LONG,2558003,2558004,E,2,-1,2,2
OPP_02558122_LONG,LONG,2558122,2558123,E,1,1,2,3
OPP_02558198_SHORT,SHORT,2558198,2558199,E,1,0,3,3
OPP_02558319_SHORT,SHORT,2558319,2558320,E,1,1,1,2
OPP_02558664_LONG,LONG,2558664,2558665,E,2,1,1,3
OPP_02558754_SHORT,SHORT,2558754,2558755,E,1,-1,3,2
OPP_02558813_LONG,LONG,2558813,2558814,E,1,0,2,2
OPP_02559078_LONG,LONG,2559078,2559079,E,1,1,2,3
OPP_02559331_LONG,LONG,2559331,2559332,E,1,1,1,3
OPP_02559920_LONG,LONG,2559920,2559921,E,1,1,1,2
OPP_02560041_LONG,LONG,2560041,2560042,E,1,1,2,3
OPP_02560244_SHORT,SHORT,2560244,2560245,E,0,2,2,3
OPP_02560352_SHORT,SHORT,2560352,2560353,E,1,-1,3,2
OPP_02560872_LONG,LONG,2560872,2560873,E,2,0,2,3
OPP_02560980_LONG,LONG,2560980,2560981,E,1,1,2,3
OPP_02560998_LONG,LONG,2560998,2560999,E,1,1,1,3
OPP_02561032_SHORT,SHORT,2561032,2561033,E,1,0,2,2
