strategy,timeframe_minutes,year,N,win_rate,gross_AvgR,net_AvgR,gross_TotalR,net_TotalR,gross_PF,net_PF,MaxDD,Return_over_DD,avg_hold_minutes,median_hold_minutes,avg_cost_R,cost_pct_of_gross
CRT_V2_B_LEGACY_EXP6,5,2024,82,0.4634146341463415,0.12103399184082597,0.0783455447744101,9.92478733094773,6.424334671501628,1.2643601518261964,1.1635584852131233,6.974526018375291,0.9211141595250899,42.13414634146341,40.0,0.042688447066415884,35.26980017527328
CRT_V2_B_LEGACY_EXP6,5,2025,77,0.4935064935064935,0.16662742430198388,0.1352045286928262,12.830311671252758,10.410748709347617,1.4073393606733418,1.3168953849798561,9.294942909700865,1.1200443951605359,42.98701298701299,50.0,0.031422895609157675,18.85817760239096
CRT_V2_B_LEGACY_EXP6,5,2026,33,0.48484848484848486,0.05977757364517805,0.0391427232612208,1.9726599302908756,1.2917098676202863,1.1305258737934794,1.0837101640400444,6.096273661491581,0.21188515138020272,41.36363636363637,50.0,0.020634850383957307,34.519384320346724
CONTROL,15,2018,375,0.42933333333333334,-0.007881971327218908,-0.058963606499293233,-2.9557392477070907,-22.111352437234963,0.9793210765484727,0.8562368997001809,29.237348664732195,-0.7562707785438484,82.24,60.0,0.05108163517207433,
CONTROL,15,2019,361,0.4376731301939058,0.04549822521709899,-0.012312372104046967,16.424859303372735,-4.444766329560955,1.1188447108445212,0.9703216702911779,17.270097029141468,-0.2573677682331999,83.89196675900277,60.0,0.05781059732114595,127.06121402603583
CONTROL,15,2020,388,0.4793814432989691,0.032644335350706606,0.00743363006274797,12.666002116074164,2.8842484643462125,1.0841785158829071,1.0185912909875423,22.30517418857043,0.1293084931757293,91.23711340206185,60.0,0.025210705287958653,77.22842268685662
CONTROL,15,2021,410,0.47317073170731705,0.03285436360150967,0.004849638127917578,13.470289076618965,1.9883516324462072,1.0897852927170057,1.0127410870495117,15.273385075597021,0.13018408313577365,83.3048780487805,60.0,0.0280047254735921,85.23898320862703
CONTROL,15,2022,397,0.4634760705289673,-0.0013783593674811926,-0.018387694865094083,-0.5472086688900335,-7.299914861442351,0.9964623725965296,0.9538880972470806,24.29011037311677,-0.3005303289820196,59.924433249370274,60.0,0.0170093354976129,
CONTROL,15,2023,370,0.3864864864864865,-0.08630231686230591,-0.11306864190809184,-31.931857239053187,-41.83539750599398,0.8030538848500326,0.7515699327390527,46.66860560745543,-0.896435557939847,52.74324324324324,60.0,0.02676632504578596,
CONTROL,15,2024,403,0.45161290322580644,-0.014170004977355283,-0.037943635264454385,-5.710512005874179,-15.291285011575118,0.9629359023597674,0.9040137091828174,29.767975876552747,-0.5136823905994751,59.21836228287841,60.0,0.023773630287099105,
CONTROL,15,2025,394,0.44416243654822335,-0.03194987613386974,-0.04934763278299796,-12.588251196744675,-19.442967316501196,0.9215681037596463,0.8816834731572633,40.96106986336511,-0.4746694210223903,59.16243654822335,60.0,0.01739775664912823,
CONTROL,15,2026,173,0.4046242774566474,-0.06962371480268564,-0.08095521302529979,-12.044902660864617,-14.005251853376864,0.8287357641844924,0.8039690125449536,21.14788197872192,-0.6622531687791874,86.09826589595376,60.0,0.011331498222614146,
RETEST_GATED,15,2018,81,0.48148148148148145,-0.0202240713513692,-0.06610001325073354,-1.6381497794609052,-5.354101073309417,0.9362997194781024,0.8054581942087026,8.820367971352429,-0.6070156132600069,137.96296296296296,60.0,0.04587594189936434,
RETEST_GATED,15,2019,95,0.45263157894736844,0.10350805066050453,0.050366553471714905,9.833264812747931,4.784822579812916,1.331861261717427,1.1471695835212912,5.016600131560036,0.9537978818983439,121.89473684210526,60.0,0.053141497188789646,51.34044825468518
RETEST_GATED,15,2020,94,0.5106382978723404,0.1353251711827963,0.10875804009081791,12.720566091182853,10.223255768536884,1.3945650703373562,1.3054559941486161,5.898449636949737,1.733210656660558,181.75531914893617,60.0,0.026567131091978426,19.632069082027414
RETEST_GATED,15,2021,90,0.4444444444444444,0.0012040660255197703,-0.026860795741358957,0.10836594229677932,-2.417471616722306,1.0034966626432935,0.9253093863107633,7.030396453433662,-0.3438599277771323,190.83333333333334,60.0,0.02806486176687874,2330.8407655438764
