strategy,timeframe_minutes,scenario,N,win_rate,gross_AvgR,net_AvgR,gross_TotalR,net_TotalR,gross_PF,net_PF,MaxDD,Return_over_DD,avg_hold_minutes,median_hold_minutes,avg_cost_R,cost_pct_of_gross
SEQUENTIAL_BOS,5,exclude_top1pct,112,0.44642857142857145,0.017101838946315086,-0.045171540826451265,1.9154059619872896,-5.059212572562542,1.0351645249507733,0.9127685098111732,16.866257044717244,-0.2999605993878269,72.41071428571429,55.0,0.062273379772766306,364.13265244895945
CRT_V2_B_LEGACY_EXP6,5,full,614,0.44136807817589574,0.07949563679362089,0.029294478394564356,48.81032099128322,17.986809734262515,1.1718476813982779,1.0597552757027293,32.49720485884185,0.5534879018793106,72.32084690553746,50.0,0.050201158399056534,63.14957703827705
CRT_V2_B_LEGACY_EXP6,5,exclude_best,613,0.44045676998368677,0.0763626769841488,0.026096630555731134,46.81032099128321,15.997234530663185,1.1648062328723006,1.0531455646656502,34.486780062441184,0.4638657045308046,72.34094616639479,50.0,0.05026604642841768,65.82541159322086
CRT_V2_B_LEGACY_EXP6,5,exclude_top3,611,0.4386252045826514,0.07006599180242754,0.019672739402196802,42.81032099128322,12.020043774742245,1.1507233358203455,1.0399326528901012,34.486780062441184,0.3485406220290487,72.51227495908347,50.0,0.05039325240023074,71.9225562985391
CRT_V2_B_LEGACY_EXP6,5,exclude_top1pct,608,0.43585526315789475,0.06054329110408424,0.00996511663435919,36.81032099128322,6.0587909136903875,1.1295989902424135,1.0201283455388486,36.47409312847701,0.16611217425883057,72.73848684210526,50.0,0.050578174469725054,83.54051051300225
CONTROL,15,full,3271,0.44420666462855396,-0.007097927399287037,-0.03655100434695599,-23.217320523067897,-119.55833521889303,0.9819088182301297,0.9105474367636353,128.7135002505687,-0.9288717577110936,72.16600428003669,60.0,0.02945307694766894,
CONTROL,15,exclude_best,3270,0.44403669724770645,-0.007711718814393852,-0.03717218063238504,-25.217320523067897,-121.55303066789908,0.9803503970719348,0.9090550220318405,128.7135002505687,-0.944368931240855,72.1788990825688,60.0,0.02946046181799118,
CONTROL,15,exclude_top3,3268,0.44369645042839656,-0.008940428556630324,-0.03841504189901945,-29.217320523067897,-125.54035692599557,0.9772335547555451,0.9060717373148581,130.7069286175116,-0.960472090147302,72.19553243574052,60.0,0.02947461334238912,
CONTROL,15,exclude_top1pct,3239,0.4387156529793146,-0.02692723696297249,-0.056575789948526564,-87.2173205230679,-183.24898364327754,0.9320393411678942,0.8628946173653351,188.2377667049106,-0.9734974381126521,71.5128125964804,60.0,0.029648552985554077,
RETEST_GATED,15,full,757,0.44914134742404227,-0.018807253639116263,-0.046862211741601004,-14.23709100481101,-35.47469428839196,0.9486348610740459,0.8771285428664799,48.98176389978496,-0.7242428909047046,123.01188903566711,60.0,0.028054958102484758,
RETEST_GATED,15,exclude_best,756,0.44841269841269843,-0.021477633604247356,-0.04955812746518764,-16.237091004811003,-37.46594436368186,0.9414191821255028,0.870231575798094,48.98176389978501,-0.7648957771373012,119.24603174603175,60.0,0.02808049386094028,
RETEST_GATED,15,exclude_top3,754,0.4469496021220159,-0.0268396432424549,-0.05496878380404996,-20.237091004810996,-41.44646298825367,0.9269878242284165,0.8564445049477527,49.74669426386381,-0.8331500937211127,119.46286472148542,60.0,0.028129140561595056,
RETEST_GATED,15,exclude_top1pct,750,0.444,-0.03764945467308133,-0.06587371822689682,-28.237091004811,-49.40528867017262,0.898125108434244,0.8288780233127283,56.51247961936622,-0.8742367881030292,119.92,60.0,0.0282242635538155,
BOS_ONLY,15,full,2070,0.43816425120772945,-0.01949614533633019,-0.048487198406430565,-40.35702084620349,-100.36850070131126,0.9505059618577058,0.8818269782271619,108.20606479816331,-0.9275681625473448,81.21014492753623,60.0,0.028991053070100373,
BOS_ONLY,15,exclude_best,2069,0.43789270178830353,-0.02047221887201715,-0.049474635349260304,-42.35702084620348,-102.36302053761958,0.9480531525519391,0.8794786474820028,108.20606479816328,-0.9460007692596276,81.23489608506524,60.0,0.029002416477243158,
BOS_ONLY,15,exclude_top3,2067,0.4373488147073053,-0.02242719924828422,-0.05145154658718726,-46.35702084620348,-106.35034679571606,0.9431475339404057,0.8747840033514137,112.19339105625974,-0.94791988899227,81.2699564586357,60.0,0.02902434733890304,
BOS_ONLY,15,exclude_top1pct,2050,0.4326829268292683,-0.039198546754245604,-0.06837545195443961,-80.35702084620348,-140.1696765066012,0.901449775742372,0.8349654112797779,144.34605306678142,-0.9710669154337873,80.05609756097562,60.0,0.02917690520019401,
SEQUENTIAL_BOS,15,full,47,0.574468085106383,0.28776635263064576,0.2608477621540482,13.52501857364035,12.259844821240264,2.0011290769404586,1.8653543179776433,4.690314536970911,2.6138641075355027,61.59574468085106,60.0,0.0269185904765976,9.354321737242222
SEQUENTIAL_BOS,15,exclude_best,46,0.5652173913043478,0.25054388203565975,0.22320280899670183,11.525018573640349,10.267329213848285,1.853088011933478,1.7247137136604294,4.690314536970911,2.1890491848504277,61.630434782608695,60.0,0.02734107303895798,10.912688354955138
SEQUENTIAL_BOS,15,exclude_top3,44,0.5454545454545454,0.17102314940091703,0.14305451421392537,7.52501857364035,6.294398625412716,1.5570058819195154,1.4442866209967575,4.690314536970911,1.3419992573627593,62.04545454545455,60.0,0.0279686351869917,16.35371309963827
SEQUENTIAL_BOS,15,exclude_top1pct,46,0.5652173913043478,0.25054388203565975,0.22320280899670183,11.525018573640349,10.267329213848285,1.853088011933478,1.7247137136604294,4.690314536970911,2.1890491848504277,61.630434782608695,60.0,0.02734107303895798,10.912688354955138
CRT_V2_B_LEGACY_EXP6,15,full,210,0.5142857142857142,0.12048922730790526,0.09428553555357556,25.302737734660106,19.799962466250868,1.4071375448059043,1.3060502778142697,5.640754371288528,3.510162145515995,129.85714285714286,60.0,0.02620369175432973,21.747746532864117
CRT_V2_B_LEGACY_EXP6,15,exclude_best,209,0.5119617224880383,0.11149635279741678,0.08520790500614837,23.302737734660106,17.80845214628501,1.3749562410216738,1.2752672756881578,5.640754371288527,3.1571047016211407,130.26315789473685,60.0,0.026288447791268422,23.57785446043531
CRT_V2_B_LEGACY_EXP6,15,exclude_top3,207,0.5072463768115942,0.09324994074715029,0.06683383219438455,19.30273773466011,13.8346032642376,1.310593633453213,1.2138430403434923,6.4516288889498306,2.144358192693495,131.0144927536232,60.0,0.026416108552765744,28.328284544859635
CRT_V2_B_LEGACY_EXP6,15,exclude_top1pct,208,0.5096153846153846,0.10241700833971204,0.07606102097881134,21.302737734660106,15.820692363592759,1.3427749372374433,1.2445422460443927,6.451628888949827,2.4522012403239755,130.67307692307693,60.0,0.026355987360900723,25.733994566097113
CONTROL,30,full,1752,0.4474885844748858,-0.028211811943071766,-0.047953511147366824,-49.42709452426173,-84.01455153018668,0.9127991439317076,0.8565346090736036,96.92186112616857,-0.8668276749331121,99.58904109589041,60.0,0.019741699204295065,
CONTROL,30,exclude_best,1751,0.4471730439748715,-0.02937012822630595,-0.04912025171956146,-51.42709452426172,-86.00956076095213,0.9092706801647148,0.8531278804298079,97.22818723580514,-0.884615492751657,99.62878355225585,60.0,0.019750123493255507,
CONTROL,30,exclude_top3,1749,0.44654088050314467,-0.03169073443354015,-0.05145640267598324,-55.427094524261726,-89.99724828029468,0.9022137526307292,0.8463184035185464,101.21587475514775,-0.8891613938822132,99.67409948542024,60.0,0.01976566824244309,
CONTROL,30,exclude_top1pct,1735,0.4420749279538905,-0.04808478070562635,-0.06793555652656842,-83.42709452426172,-117.86819057359621,0.8528152598928304,0.7987252716292585,129.0868170484492,-0.9130923921484376,100.06340057636888,60.0,0.019850775820942062,
RETEST_GATED,30,full,372,0.49731182795698925,0.06678075741673643,0.04807362707567481,24.842441759025952,17.883389272151028,1.304841779518673,1.2105510885736535,5.039695191992152,3.548506128022767,103.38709677419355,60.0,0.018707130341061605,28.0127555671797
RETEST_GATED,30,exclude_best,371,0.49595687331536387,0.061569923878776155,0.0428312153842878,22.842441759025952,15.890380907570774,1.2802997652935282,1.187086292593831,5.03969519199217,3.153044043778643,103.58490566037736,60.0,0.018738708494488332,30.434841094464595
RETEST_GATED,30,exclude_top3,369,0.4932249322493225,0.051063527802238336,0.0323217976979381,18.842441759025945,11.926743350539159,1.2312157368432386,1.1404201830748693,5.779987774532389,2.0634547711485522,95.9349593495935,60.0,0.018741730104300254,36.70277184311328
RETEST_GATED,30,exclude_top1pct,369,0.4932249322493225,0.051063527802238336,0.0323217976979381,18.842441759025945,11.926743350539159,1.2312157368432386,1.1404201830748693,5.779987774532389,2.0634547711485522,95.9349593495935,60.0,0.018741730104300254,36.70277184311328
BOS_ONLY,30,full,1058,0.44045368620037806,-0.01447252732511482,-0.0336935288598377,-15.31193390997148,-35.64775353370829,0.9535038348803696,0.8953733860722457,64.37234548534133,-0.553774346187617,107.06994328922495,60.0,0.019221001534722868,
BOS_ONLY,30,exclude_best,1057,0.4399243140964995,-0.016378366991458355,-0.035612831376039475,-17.31193390997148,-37.64276276447372,0.9474306418541967,0.8895180083870228,64.37234548534133,-0.5847660587891056,107.14285714285714,60.0,0.01923446438458111,
BOS_ONLY,30,exclude_top3,1055,0.43886255924170614,-0.020200885222721784,-0.03946014244911497,-21.311933909971483,-41.630450283816295,0.9352842558018505,0.8778140943618019,66.3658576490649,-0.6272871587669878,107.23222748815166,60.0,0.019259257226393184,
BOS_ONLY,30,exclude_top1pct,1048,0.4351145038167939,-0.033694593425545295,-0.053021209944992154,-35.31193390997147,-55.56622802235178,0.8927719046186394,0.836912407924422,74.32959049490046,-0.7475653727187428,107.60496183206106,60.0,0.019326616519446844,
SEQUENTIAL_BOS,30,full,33,0.45454545454545453,0.010049738726382755,-0.009717426041693731,0.3316413779706309,-0.32067505937589313,1.0394864245948006,0.9631776829027304,2.849780797356202,-0.11252621944585693,59.09090909090909,60.0,0.019767164768076474,196.69332015750177
SEQUENTIAL_BOS,30,exclude_best,32,0.4375,-0.032519822648357045,-0.052022707871756335,-1.0406343247474255,-1.6647266518962027,0.8760983052044271,0.808843591467012,3.176896701174586,-0.5240103183967888,59.0625,60.0,0.01950288522339927,
SEQUENTIAL_BOS,30,exclude_top3,30,0.4,-0.1050556790384372,-0.12425624654851557,-3.151670371153116,-3.727687396455467,0.6247507014362211,0.5719589555267471,5.2398574457338505,-0.7114100784345667,59.0,60.0,0.019200567510078367,
SEQUENTIAL_BOS,30,exclude_top1pct,32,0.4375,-0.032519822648357045,-0.052022707871756335,-1.0406343247474255,-1.6647266518962027,0.8760983052044271,0.808843591467012,3.176896701174586,-0.5240103183967888,59.0625,60.0,0.01950288522339927,
CRT_V2_B_LEGACY_EXP6,30,full,99,0.4444444444444444,-0.0513727716022712,-0.0693135359084952,-5.085904388624849,-6.862040054941025,0.7673413003371236,0.6991703669258363,7.179309846127437,-0.9558077589648051,213.63636363636363,60.0,0.01794076430622401,
CRT_V2_B_LEGACY_EXP6,30,exclude_best,98,0.4387755102040816,-0.07230514682270255,-0.09024576059298818,-7.085904388624849,-8.844084538112842,0.6758497260231268,0.6122781730832908,9.161354329299257,-0.9653686802428606,215.51020408163265,60.0,0.01794061377028565,
CRT_V2_B_LEGACY_EXP6,30,exclude_top3,96,0.4270833333333333,-0.10621407267763668,-0.12419942054432413,-10.196550977053121,-11.923144372255116,0.5335507492682436,0.4772931784312339,12.240414163441534,-0.9740801424731192,219.0625,60.0,0.01798534786668747,
CRT_V2_B_LEGACY_EXP6,30,exclude_top1pct,98,0.4387755102040816,-0.07230514682270255,-0.09024576059298818,-7.085904388624849,-8.844084538112842,0.6758497260231268,0.6122781730832908,9.161354329299257,-0.9653686802428606,215.51020408163265,60.0,0.01794061377028565,
CONTROL,60,full,761,0.4533508541392904,-0.01396624369776539,-0.027387198649630694,-10.628311453999462,-20.84165817236896,0.9398432126917142,0.8857704842442002,23.22157698960557,-0.8975126100048283,97.29303547963207,60.0,0.013420954951865304,
CONTROL,60,exclude_best,760,0.45263157894736844,-0.016616199281578238,-0.030046681730915067,-12.628311453999462,-22.83547811549545,0.9285231102335484,0.8748427027440919,25.215396932732038,-0.9056164444452104,97.34210526315789,60.0,0.013430482449336829,
CONTROL,60,exclude_top3,758,0.45118733509234826,-0.02193708635092277,-0.035383518226745916,-16.628311453999462,-26.820706815873404,0.9058829053172166,0.8530003550357022,29.20062563310997,-0.9184976771683266,97.44063324538259,60.0,0.013446431875823141,
CONTROL,60,exclude_top1pct,754,0.4482758620689655,-0.03266354304243961,-0.0461337395141007,-24.628311453999466,-34.78483959363193,0.8606024954845533,0.8093503237812627,35.173434230313894,-0.9889520416420681,97.63925729442971,60.0,0.013470196471661098,
RETEST_GATED,60,full,176,0.5113636363636364,0.05782694652296749,0.04522302988579421,10.177542588042279,7.95925325989978,1.3675844182109516,1.2759498162616392,5.579170423238891,1.4266015654849227,106.36363636363636,60.0,0.012603916637173281,21.795922826683064
RETEST_GATED,60,exclude_best,175,0.5085714285714286,0.04672881478881302,0.03409406481870399,8.177542588042279,5.966461343273198,1.2953500030697502,1.2068590931392407,5.579170423238891,1.069417295162938,106.62857142857143,60.0,0.012634749970109025,27.03845588040425
RETEST_GATED,60,exclude_top3,173,0.5028901734104047,0.024147645017585425,0.011534876925321772,4.177542588042279,1.9955337080806665,1.1508811727873474,1.0691857818952857,5.579170423238891,0.35767570385888914,107.16763005780346,60.0,0.012612768092263641,52.23187637170599
RETEST_GATED,60,exclude_top1pct,175,0.5085714285714286,0.04672881478881302,0.03409406481870399,8.177542588042279,5.966461343273198,1.2953500030697502,1.2068590931392407,5.579170423238891,1.069417295162938,106.62857142857143,60.0,0.012634749970109025,27.03845588040425
BOS_ONLY,60,full,504,0.44047619047619047,-0.02147278703227156,-0.03467745920959413,-10.822284664264867,-17.47743944163544,0.9088221162063781,0.8574268679375566,18.350551256583426,-0.952420404011855,102.97619047619048,60.0,0.013204672177322572,
BOS_ONLY,60,exclude_best,503,0.4393638170974155,-0.025491619610864543,-0.03871025722616686,-12.822284664264865,-19.471259384761932,0.891972091165974,0.8411621768190785,20.34437119970991,-0.9570833717898134,103.06163021868787,60.0,0.013218637615302327,
BOS_ONLY,60,exclude_top3,501,0.437125748502994,-0.033577414499530674,-0.046818294294572085,-16.822284664264867,-23.455965441580616,0.8582720410851659,0.8086567274501366,23.61439081551389,-0.9932911513504218,103.23353293413173,60.0,0.013240879795041424,
BOS_ONLY,60,exclude_top1pct,499,0.4348697394789579,-0.041728025379288304,-0.054987251583676074,-20.822284664264863,-27.43863854025436,0.8245719910043577,0.7761678620442544,27.59706391418762,-0.9942593395288035,103.40681362725451,60.0,0.013259226204387763,
SEQUENTIAL_BOS,60,full,10,0.5,-0.08183643355397341,-0.0974641138674756,-0.8183643355397341,-0.974641138674756,0.5851155921570934,0.5250216955392499,1.4292576990240122,-0.6819212094084243,72.0,60.0,0.015627680313502194,
SEQUENTIAL_BOS,60,exclude_best,9,0.4444444444444444,-0.13692937778894768,-0.1535041177906521,-1.2323644001005292,-1.3815370601158687,0.37523086945721124,0.32672641824274273,1.5436478537343825,-0.8949820108087888,73.33333333333333,60.0,0.016574740001704412,
SEQUENTIAL_BOS,60,exclude_top3,7,0.2857142857142857,-0.2512019618041955,-0.26997985873606045,-1.7584137326293687,-1.8898590111524232,0.10854077026264872,0.07900252393655975,2.0519698047709367,-0.9209974760634404,60.0,60.0,0.018777896931864924,
SEQUENTIAL_BOS,60,exclude_top1pct,9,0.4444444444444444,-0.13692937778894768,-0.1535041177906521,-1.2323644001005292,-1.3815370601158687,0.37523086945721124,0.32672641824274273,1.5436478537343825,-0.8949820108087888,73.33333333333333,60.0,0.016574740001704412,
CRT_V2_B_LEGACY_EXP6,60,full,52,0.38461538461538464,-0.06110702325276954,-0.07496888115000974,-3.177565209144016,-3.8983818198005062,0.7723295027265684,0.7277299994467105,5.683665588221194,-0.6858921868801531,60.0,60.0,0.013861857897240188,
CRT_V2_B_LEGACY_EXP6,60,exclude_best,51,0.37254901960784315,-0.10152088645380422,-0.11553429388149968,-5.177565209144015,-5.892248987956483,0.6290307929985862,0.5884747289086404,6.991782517436329,-0.8427391689118198,60.0,60.0,0.014013407427695447,
CRT_V2_B_LEGACY_EXP6,60,exclude_top3,49,0.3469387755102041,-0.16961956046203802,-0.18333353468729074,-8.311358462639863,-8.983343199677247,0.40449652810848113,0.37258714743552807,8.983343199677247,-1.0,60.0,60.0,0.013713974225252765,
CRT_V2_B_LEGACY_EXP6,60,exclude_top1pct,51,0.37254901960784315,-0.10152088645380422,-0.11553429388149968,-5.177565209144015,-5.892248987956483,0.6290307929985862,0.5884747289086404,6.991782517436329,-0.8427391689118198,60.0,60.0,0.014013407427695447,
