case_category,case_number,trade_id,direction,same_bar_setup_bos,setup_type,setup_timestamp,bos_timestamp,retest_timestamp,confirmation_timestamp,entry_timestamp,exit_timestamp,setup_to_bos_bars,bos_to_retest_bars,retest_to_confirm_bars,bos_reference_level,bos_reference_source,bos_reference_pivot_timestamp,bos_reference_timestamp,bos_reference_confirmation_timestamp,bos_reference_pivot_bar,bos_reference_confirmation_bar,bars_pivot_to_bos,bars_confirmation_to_bos,bos_break_type,bos_bias_before,setup_open,setup_high,setup_low,setup_close,setup_atr,bos_open,bos_high,bos_low,bos_close,bos_atr,setup_close_minus_reference_signed_points,setup_close_minus_reference_signed_atr,bos_close_beyond_reference_points,bos_close_beyond_reference_atr,distance_setup_close_to_bos_level_points,distance_setup_close_to_bos_level_atr,bos_break_points,bos_break_atr,bos_body_atr,bos_range_atr,bars_setup_to_bos,prior_confirmed_swing_high,prior_confirmed_swing_low,prior_swing_high,prior_swing_low,prior_high_used_before_bar,prior_low_used_before_bar,did_current_bos_break_current_confirmed_swing,did_bos_break_prior_swing,bars_since_prior_swing,nearest_prior_swing_distance_atr,prior_bar_close,reference_already_crossed_on_prior_bar,stop_price,target_price,entry_price,exit_price,exit_reason,gross_R,R_result,cost_R,net_R,MFE_R,MAE_R,swing_2_2_break_same_bar,swing_2_2_level,swing_2_2_pivot_timestamp,swing_2_2_confirmation_timestamp,swing_2_2_close_distance_atr,swing_2_2_bars_confirmation_to_break,swing_3_3_break_same_bar,swing_3_3_level,swing_3_3_pivot_timestamp,swing_3_3_confirmation_timestamp,swing_3_3_close_distance_atr,swing_3_3_bars_confirmation_to_break,swing_5_5_break_same_bar,swing_5_5_level,swing_5_5_pivot_timestamp,swing_5_5_confirmation_timestamp,swing_5_5_close_distance_atr,swing_5_5_bars_confirmation_to_break
No 3/3 structural break on BOS bar,1,A0008,Long,True,Matching BOS only,2024-01-08 20:15:00-06:00,2024-01-08 20:15:00-06:00,2024-01-08 20:20:00-06:00,2024-01-08 20:25:00-06:00,2024-01-08 20:25:00-06:00,2024-01-08 21:20:00-06:00,0,1,1,16578.75,Most recent confirmed 5/5 pivot high,2024-01-08 19:25:00-06:00,2024-01-08 19:25:00-06:00,2024-01-08 19:50:00-06:00,6917,6922,10,5,BOS,1,16577.0,16580.5,16576.25,16579.5,4.21918970780152,16577.0,16580.5,16576.25,16579.5,4.21918970780152,0.75,0.17775925045825924,0.75,0.17775925045825924,0.75,0.17775925045825924,0.75,0.17775925045825924,0.5925308348608642,1.007302419263469,0,16578.75,16569.25,16578.75,16569.25,False,False,True,True,10,0.17775925045825924,16577.5,False,16575.14635412792,16593.45729174416,16581.25,16575.14635412792,STOP,-1.0,-1.0,0.1187814652413346,-1.1187814652413346,0.24575475567172675,1.0239781486321948,False,16576.75,2024-01-08 19:50:00-06:00,2024-01-08 20:00:00-06:00,0.6517839183469506,,False,16576.75,2024-01-08 19:50:00-06:00,2024-01-08 20:05:00-06:00,0.6517839183469506,,True,16578.75,2024-01-08 19:25:00-06:00,2024-01-08 19:50:00-06:00,0.17775925045825924,5
No 3/3 structural break on BOS bar,2,A0086,Short,True,Matching BOS only,2024-04-09 09:30:00-05:00,2024-04-09 09:30:00-05:00,2024-04-09 10:15:00-05:00,2024-04-09 10:20:00-05:00,2024-04-09 10:20:00-05:00,2024-04-09 11:10:00-05:00,0,9,1,17793.75,Most recent confirmed 5/5 pivot low,2024-04-09 05:40:00-05:00,2024-04-09 05:40:00-05:00,2024-04-09 06:05:00-05:00,24608,24613,46,41,CHoCH,1,17822.5,17824.25,17766.25,17780.5,28.90091320335087,17822.5,17824.25,17766.25,17780.5,28.90091320335087,13.25,0.4584630218004236,13.25,0.4584630218004236,13.25,0.4584630218004236,13.25,0.4584630218004236,1.4532412766503993,2.0068570010886466,0,17945.25,17793.75,17945.25,17793.75,False,False,True,True,46,0.4584630218004236,17822.0,False,17829.611346949525,17683.77730610095,17781.0,17829.611346949525,STOP,-1.0,-1.0,0.014914213357486198,-1.0149142133574862,0.6737110171829972,1.1211374179075833,False,17871.25,2024-04-09 09:05:00-05:00,2024-04-09 09:15:00-05:00,3.1400391870481843,,False,17871.25,2024-04-09 09:05:00-05:00,2024-04-09 09:20:00-05:00,3.1400391870481843,,True,17793.75,2024-04-09 05:40:00-05:00,2024-04-09 06:05:00-05:00,0.4584630218004236,41
No 3/3 structural break on BOS bar,3,A0154,Short,True,Matching BOS only,2024-07-01 02:25:00-05:00,2024-07-01 02:25:00-05:00,2024-07-01 02:30:00-05:00,2024-07-01 02:35:00-05:00,2024-07-01 02:35:00-05:00,2024-07-01 02:55:00-05:00,0,1,1,19237.25,Most recent confirmed 5/5 pivot low,2024-06-30 23:50:00-05:00,2024-06-30 23:50:00-05:00,2024-07-01 00:15:00-05:00,40726,40731,31,26,CHoCH,1,19246.75,19248.5,19234.5,19234.75,9.637301162251816,19246.75,19248.5,19234.5,19234.75,9.637301162251816,2.5,0.2594087242798023,2.5,0.2594087242798023,2.5,0.2594087242798023,2.5,0.2594087242798023,1.2451618765430512,1.4526888559668931,0,19283.25,19237.25,19283.25,19237.25,False,False,True,True,31,0.2594087242798023,19245.25,False,19242.37656043179,19196.24687913642,19227.0,19196.24687913642,TARGET,2.0,2.0,0.047149686252406224,1.9528503137475939,2.178640675111184,0.4552383500232325,False,19263.0,2024-07-01 01:40:00-05:00,2024-07-01 01:50:00-05:00,2.931318584361766,,False,19263.0,2024-07-01 01:40:00-05:00,2024-07-01 01:55:00-05:00,2.931318584361766,,True,19237.25,2024-06-30 23:50:00-05:00,2024-07-01 00:15:00-05:00,0.2594087242798023,26
No 3/3 structural break on BOS bar,4,A0282,Short,True,Matching BOS only,2024-12-13 09:40:00-06:00,2024-12-13 09:40:00-06:00,2024-12-13 09:45:00-06:00,2024-12-13 09:50:00-06:00,2024-12-13 09:50:00-06:00,2024-12-13 10:50:00-06:00,0,1,1,20801.0,Most recent confirmed 5/5 pivot low,2024-12-13 08:25:00-06:00,2024-12-13 08:25:00-06:00,2024-12-13 08:50:00-06:00,73439,73444,15,10,CHoCH,1,20820.0,20822.0,20749.5,20770.5,29.58540808417738,20820.0,20822.0,20749.5,20770.5,29.58540808417738,30.5,1.0309136150233382,30.5,1.0309136150233382,30.5,1.0309136150233382,30.5,1.0309136150233382,1.6731220965132867,2.4505323635800664,0,20933.5,20801.0,20933.5,20801.0,False,False,True,True,15,1.0309136150233382,20820.75,False,20805.444009945608,20659.361980108784,20756.75,20714.25,TIME,0.8727972916478658,0.8727972916478658,0.01488889497516921,0.8579083966726966,1.3297323443340778,0.5442147818510126,False,20843.75,2024-12-13 09:05:00-06:00,2024-12-13 09:15:00-06:00,2.475882698375722,,False,20843.75,2024-12-13 09:05:00-06:00,2024-12-13 09:20:00-06:00,2.475882698375722,,True,20801.0,2024-12-13 08:25:00-06:00,2024-12-13 08:50:00-06:00,1.0309136150233382,10
No 3/3 structural break on BOS bar,5,A0345,Short,True,Matching BOS only,2025-03-06 11:00:00-06:00,2025-03-06 11:00:00-06:00,2025-03-06 11:20:00-06:00,2025-03-06 11:25:00-06:00,2025-03-06 11:25:00-06:00,2025-03-06 12:25:00-06:00,0,4,1,18980.75,Most recent confirmed 5/5 pivot low,2025-03-06 08:35:00-06:00,2025-03-06 08:35:00-06:00,2025-03-06 09:00:00-06:00,88942,88947,29,24,CHoCH,1,19004.5,19029.75,18938.5,18940.25,59.7769750830066,19004.5,19029.75,18938.5,18940.25,59.7769750830066,40.5,0.6775183913833295,40.5,0.6775183913833295,40.5,0.6775183913833295,40.5,0.6775183913833295,1.0748285591698499,1.5265074867587363,0,19265.75,18980.75,19265.75,18980.75,False,False,True,True,29,0.6775183913833295,19004.5,False,18994.857021050087,18735.035957899825,18908.25,18888.5,TIME,0.22804155783834212,0.22804155783834212,0.008371145794065706,0.21967041204427643,0.7793825394474968,0.6032998175723215,False,19137.5,2025-03-06 09:55:00-06:00,2025-03-06 10:05:00-06:00,3.2997654987743643,,False,19137.5,2025-03-06 09:55:00-06:00,2025-03-06 10:10:00-06:00,3.2997654987743643,,True,18980.75,2025-03-06 08:35:00-06:00,2025-03-06 09:00:00-06:00,0.6775183913833295,24
No 3/3 structural break on BOS bar,6,A0427,Long,True,Matching BOS only,2025-06-12 07:35:00-05:00,2025-06-12 07:35:00-05:00,2025-06-12 07:40:00-05:00,2025-06-12 07:50:00-05:00,2025-06-12 07:50:00-05:00,2025-06-12 08:50:00-05:00,0,1,2,20370.5,Most recent confirmed 5/5 pivot high,2025-06-12 05:55:00-05:00,2025-06-12 05:55:00-05:00,2025-06-12 06:20:00-05:00,107906,107911,20,15,CHoCH,-1,20338.75,20378.0,20338.5,20372.75,24.1534058935783,20338.75,20378.0,20338.5,20372.75,24.1534058935783,2.25,0.09315456420157336,2.25,0.09315456420157336,2.25,0.09315456420157336,2.25,0.09315456420157336,1.4076689701571086,1.6353801270942878,0,20370.5,20276.5,20370.5,20276.5,False,False,True,True,20,0.09315456420157336,20340.25,False,20342.063347623072,20446.873304753855,20377.0,20422.0,TIME,1.28804556070516,1.28804556070516,0.020751845144693755,1.2672937155604662,1.7173940809401729,0.40072528555270703,False,20319.75,2025-06-12 07:10:00-05:00,2025-06-12 07:20:00-05:00,2.194307512303728,,False,20319.75,2025-06-12 07:10:00-05:00,2025-06-12 07:25:00-05:00,2.194307512303728,,True,20370.5,2025-06-12 05:55:00-05:00,2025-06-12 06:20:00-05:00,0.09315456420157336,15
No 3/3 structural break on BOS bar,7,A0476,Short,True,Matching BOS only,2025-09-03 21:55:00-05:00,2025-09-03 21:55:00-05:00,2025-09-03 22:20:00-05:00,2025-09-03 22:25:00-05:00,2025-09-03 22:25:00-05:00,2025-09-03 23:10:00-05:00,0,5,1,21804.75,Most recent confirmed 5/5 pivot low,2025-09-03 20:55:00-05:00,2025-09-03 20:55:00-05:00,2025-09-03 21:20:00-05:00,124169,124174,12,7,CHoCH,1,21810.25,21814.5,21795.5,21800.25,11.705519153059646,21810.25,21814.5,21795.5,21800.25,11.705519153059646,4.5,0.3844340384359431,4.5,0.3844340384359431,4.5,0.3844340384359431,4.5,0.3844340384359431,0.8542978631909847,1.6231659400628708,0,21852.0,21804.75,21852.0,21804.75,False,False,True,True,12,0.3844340384359431,21809.75,False,21806.19514584584,21759.859708308322,21790.75,21806.19514584584,STOP,-1.0,-1.0,0.04694031427325923,-1.0469403142732592,0.7607568175321324,1.408209428197777,False,21810.25,2025-09-03 21:30:00-05:00,2025-09-03 21:40:00-05:00,0.8542978631909847,,False,21810.25,2025-09-03 21:30:00-05:00,2025-09-03 21:45:00-05:00,0.8542978631909847,,True,21804.75,2025-09-03 20:55:00-05:00,2025-09-03 21:20:00-05:00,0.3844340384359431,7
No 3/3 structural break on BOS bar,8,A0531,Long,True,Matching BOS only,2025-11-21 10:55:00-06:00,2025-11-21 10:55:00-06:00,2025-11-21 11:20:00-06:00,2025-11-21 11:30:00-06:00,2025-11-21 11:30:00-06:00,2025-11-21 12:00:00-06:00,0,5,2,22375.25,Most recent confirmed 5/5 pivot high,2025-11-21 08:50:00-06:00,2025-11-21 08:50:00-06:00,2025-11-21 09:15:00-06:00,139768,139773,25,20,CHoCH,-1,22352.0,22450.5,22350.75,22449.5,86.7716917666239,22352.0,22450.5,22350.75,22449.5,86.7716917666239,74.25,0.8556938154403914,74.25,0.8556938154403914,74.25,0.8556938154403914,74.25,0.8556938154403914,1.1236383435075845,1.1495684591269903,0,22375.25,22004.5,22375.25,22004.5,False,False,True,True,25,0.8556938154403914,22351.5,False,22351.64913141579,22688.70173716842,22464.0,22351.64913141579,STOP,-1.0,-1.0,0.006452998620625653,-1.0064529986206256,0.25589477288687934,1.056956670619719,False,22183.25,2025-11-21 09:45:00-06:00,2025-11-21 09:55:00-06:00,3.0683970149630193,,False,22183.25,2025-11-21 09:45:00-06:00,2025-11-21 10:00:00-06:00,3.0683970149630193,,True,22375.25,2025-11-21 08:50:00-06:00,2025-11-21 09:15:00-06:00,0.8556938154403914,20
No 3/3 structural break on BOS bar,9,A0580,Short,True,Matching BOS only,2026-01-27 14:55:00-06:00,2026-01-27 14:55:00-06:00,2026-01-27 15:00:00-06:00,2026-01-27 15:05:00-06:00,2026-01-27 15:05:00-06:00,2026-01-27 15:15:00-06:00,0,1,1,23917.25,Most recent confirmed 5/5 pivot low,2026-01-27 13:45:00-06:00,2026-01-27 13:45:00-06:00,2026-01-27 14:10:00-06:00,151932,151937,14,9,CHoCH,1,23917.0,23921.5,23907.75,23915.5,12.9912554428967,23917.0,23921.5,23907.75,23915.5,12.9912554428967,1.75,0.13470599571320546,1.75,0.13470599571320546,1.75,0.13470599571320546,1.75,0.13470599571320546,0.1154622820398904,1.0584042520323287,0,23953.75,23917.25,23953.75,23917.25,False,False,True,True,14,0.13470599571320546,23917.25,False,23937.76994007538,23873.960119849242,23916.5,23937.76994007538,STOP,-1.0,-1.0,0.0340856625561987,-1.0340856625561987,0.11753676743516793,1.363426502247948,False,23923.5,2026-01-27 14:30:00-06:00,2026-01-27 14:40:00-06:00,0.6157988375460821,,False,23923.25,2026-01-27 14:05:00-06:00,2026-01-27 14:20:00-06:00,0.5965551238727671,,True,23917.25,2026-01-27 13:45:00-06:00,2026-01-27 14:10:00-06:00,0.13470599571320546,9
No 3/3 structural break on BOS bar,10,A0695,Short,True,Matching BOS only,2026-06-17 14:30:00-05:00,2026-06-17 14:30:00-05:00,2026-06-17 14:35:00-05:00,2026-06-17 14:40:00-05:00,2026-06-17 14:40:00-05:00,2026-06-17 15:20:00-05:00,0,1,1,27374.0,Most recent confirmed 5/5 pivot low,2026-06-17 13:05:00-05:00,2026-06-17 13:05:00-05:00,2026-06-17 13:30:00-05:00,179611,179616,17,12,CHoCH,1,27431.75,27466.75,27361.75,27364.0,104.46088311187403,27431.75,27466.75,27361.75,27364.0,104.46088311187403,10.0,0.09572961382386881,10.0,0.09572961382386881,10.0,0.09572961382386881,10.0,0.09572961382386881,0.6485681336567112,1.0051609451506225,0,27823.75,27374.0,27823.75,27374.0,False,False,True,True,17,0.09572961382386881,27432.75,False,27424.00744320847,26943.98511358306,27264.0,27424.00744320847,STOP,-1.0,-1.0,0.004531039215815837,-1.0045310392158158,0.2328016700539861,1.076512420585211,False,27524.25,2026-06-17 13:55:00-05:00,2026-06-17 14:05:00-05:00,1.5340670615274978,,False,27482.5,2026-06-17 13:25:00-05:00,2026-06-17 13:40:00-05:00,1.1343959238128454,,True,27374.0,2026-06-17 13:05:00-05:00,2026-06-17 13:30:00-05:00,0.09572961382386881,12
Did break 3/3 structure on BOS bar,1,A0001,Short,True,Matching BOS only,2024-01-01 19:40:00-06:00,2024-01-01 19:40:00-06:00,2024-01-01 19:45:00-06:00,2024-01-01 19:55:00-06:00,2024-01-01 19:55:00-06:00,2024-01-01 20:55:00-06:00,0,1,2,16805.25,Most recent confirmed 5/5 pivot low,2024-01-01 18:30:00-06:00,2024-01-01 18:30:00-06:00,2024-01-01 18:55:00-06:00,5526,5531,14,9,BOS,-1,16807.0,16807.0,16797.5,16801.5,5.882695163358426,16807.0,16807.0,16797.5,16801.5,5.882695163358426,3.75,0.6374629138286213,3.75,0.6374629138286213,3.75,0.6374629138286213,3.75,0.6374629138286213,0.9349456069486446,1.6149060483658406,0,16825.25,16805.25,16825.25,16805.25,False,False,True,True,14,0.6374629138286213,16807.0,False,16810.07618327655,16783.597633446905,16801.25,16795.0,TIME,0.708120351024983,0.708120351024983,0.08214196071888613,0.6259783903060969,1.5295399582137417,0.5098466527379139,True,16805.25,2024-01-01 18:30:00-06:00,2024-01-01 18:40:00-06:00,0.6374629138286213,12.0,True,16805.25,2024-01-01 18:30:00-06:00,2024-01-01 18:45:00-06:00,0.6374629138286213,11.0,True,16805.25,2024-01-01 18:30:00-06:00,2024-01-01 18:55:00-06:00,0.6374629138286213,9
Did break 3/3 structure on BOS bar,2,A0078,Long,True,Matching BOS only,2024-03-28 13:55:00-05:00,2024-03-28 13:55:00-05:00,2024-03-28 14:05:00-05:00,2024-03-28 14:15:00-05:00,2024-03-28 14:15:00-05:00,2024-03-28 14:50:00-05:00,0,2,2,18021.0,Most recent confirmed 5/5 pivot high,2024-03-28 12:50:00-05:00,2024-03-28 12:50:00-05:00,2024-03-28 13:15:00-05:00,22762,22767,13,8,CHoCH,-1,18018.75,18046.5,18016.0,18039.0,15.360759513518458,18018.75,18046.5,18016.0,18039.0,15.360759513518458,18.0,1.1718170565823156,18.0,1.1718170565823156,18.0,1.1718170565823156,18.0,1.1718170565823156,1.318294188655105,1.9855789014311458,0,18021.0,17989.0,18021.0,17989.0,False,False,True,True,13,1.1718170565823156,18018.25,False,18016.695563601144,18088.858872797708,18040.75,18016.695563601144,STOP,-1.0,-1.0,0.030139970356341077,-1.030139970356341,0.3741513561476823,1.143240254895696,False,18017.25,2024-03-28 13:30:00-05:00,2024-03-28 13:40:00-05:00,1.4159456100369645,,True,18019.0,2024-03-28 13:15:00-05:00,2024-03-28 13:30:00-05:00,1.3020189517581284,5.0,True,18021.0,2024-03-28 12:50:00-05:00,2024-03-28 13:15:00-05:00,1.1718170565823156,8
Did break 3/3 structure on BOS bar,3,A0158,Short,True,Matching BOS only,2024-07-05 15:40:00-05:00,2024-07-05 15:40:00-05:00,2024-07-05 15:45:00-05:00,2024-07-05 15:55:00-05:00,2024-07-05 15:55:00-05:00,2024-07-07 17:05:00-05:00,0,1,2,19867.75,Most recent confirmed 5/5 pivot low,2024-07-05 15:05:00-05:00,2024-07-05 15:05:00-05:00,2024-07-05 15:30:00-05:00,41920,41925,7,2,CHoCH,1,19867.75,19869.0,19866.0,19866.0,9.62744573813494,19867.75,19869.0,19866.0,19866.0,9.62744573813494,1.75,0.18177199307061645,1.75,0.18177199307061645,1.75,0.18177199307061645,1.75,0.18177199307061645,0.18177199307061645,0.3116091309781996,0,19902.0,19867.75,19902.0,19867.75,False,False,True,True,7,0.18177199307061645,19867.75,False,19868.044733028433,19825.91053394313,19854.0,19868.044733028433,STOP,-1.0,-1.0,0.05162077474397365,-1.0516207747439736,0.7298109532768688,1.530822975166115,True,19867.75,2024-07-05 15:05:00-05:00,2024-07-05 15:15:00-05:00,0.18177199307061645,5.0,True,19867.75,2024-07-05 15:05:00-05:00,2024-07-05 15:20:00-05:00,0.18177199307061645,4.0,True,19867.75,2024-07-05 15:05:00-05:00,2024-07-05 15:30:00-05:00,0.18177199307061645,2
Did break 3/3 structure on BOS bar,4,A0230,Long,True,Matching BOS only,2024-10-09 09:10:00-05:00,2024-10-09 09:10:00-05:00,2024-10-09 09:15:00-05:00,2024-10-09 09:20:00-05:00,2024-10-09 09:20:00-05:00,2024-10-09 10:20:00-05:00,0,1,1,19326.25,Most recent confirmed 5/5 pivot high,2024-10-09 08:15:00-05:00,2024-10-09 08:15:00-05:00,2024-10-09 08:40:00-05:00,60558,60563,11,6,BOS,1,19310.75,19333.25,19310.75,19326.5,22.35179356654643,19310.75,19333.25,19310.75,19326.5,22.35179356654643,0.25,0.011184784758131042,0.25,0.011184784758131042,0.25,0.011184784758131042,0.25,0.011184784758131042,0.7046414397622557,1.0066306282317938,0,19326.25,19264.0,19326.25,19264.0,False,False,True,True,11,0.011184784758131042,19310.25,False,19322.865792504494,19427.518414991016,19357.75,19416.25,TIME,1.6769766091872202,1.6769766091872202,0.02078304344719284,1.6561935657400273,1.9421395773066412,0.5159928028268568,True,19325.0,2024-10-09 08:40:00-05:00,2024-10-09 08:50:00-05:00,0.06710870854878626,4.0,True,19326.25,2024-10-09 08:15:00-05:00,2024-10-09 08:30:00-05:00,0.011184784758131042,8.0,True,19326.25,2024-10-09 08:15:00-05:00,2024-10-09 08:40:00-05:00,0.011184784758131042,6
Did break 3/3 structure on BOS bar,5,A0305,Short,True,Matching BOS only,2025-01-15 10:30:00-06:00,2025-01-15 10:30:00-06:00,2025-01-15 10:35:00-06:00,2025-01-15 10:40:00-06:00,2025-01-15 10:40:00-06:00,2025-01-15 11:30:00-06:00,0,1,1,20071.0,Most recent confirmed 5/5 pivot low,2025-01-15 09:55:00-06:00,2025-01-15 09:55:00-06:00,2025-01-15 10:20:00-06:00,79118,79123,7,2,CHoCH,1,20083.75,20085.25,20025.0,20036.0,40.73336852393944,20083.75,20085.25,20025.0,20036.0,40.73336852393944,35.0,0.859246393517151,35.0,0.859246393517151,35.0,0.859246393517151,35.0,0.859246393517151,1.1722575797269703,1.4791312916973813,0,20160.5,20071.0,20160.5,20071.0,False,False,True,True,7,0.859246393517151,20084.0,False,20082.647494493973,19901.455011012054,20022.25,20082.647494493973,STOP,-1.0,-1.0,0.012003809198945326,-1.0120038091989454,0.389088987827883,1.2210771426513347,True,20071.0,2025-01-15 09:55:00-06:00,2025-01-15 10:05:00-06:00,0.859246393517151,5.0,True,20071.0,2025-01-15 09:55:00-06:00,2025-01-15 10:10:00-06:00,0.859246393517151,4.0,True,20071.0,2025-01-15 09:55:00-06:00,2025-01-15 10:20:00-06:00,0.859246393517151,2
Did break 3/3 structure on BOS bar,6,A0385,Short,True,Matching BOS only,2025-04-29 15:25:00-05:00,2025-04-29 15:25:00-05:00,2025-04-29 15:30:00-05:00,2025-04-29 15:40:00-05:00,2025-04-29 15:40:00-05:00,2025-04-29 17:40:00-05:00,0,1,2,18159.5,Most recent confirmed 5/5 pivot low,2025-04-29 14:40:00-05:00,2025-04-29 14:40:00-05:00,2025-04-29 15:05:00-05:00,99227,99232,9,4,BOS,-1,18184.5,18187.5,18156.75,18158.0,26.94292076077419,18184.5,18187.5,18156.75,18158.0,26.94292076077419,1.5,0.055673251364188714,1.5,0.055673251364188714,1.5,0.055673251364188714,1.5,0.055673251364188714,0.9835607741006672,1.1413016529658686,0,18227.0,18159.5,18227.0,18159.5,False,False,True,True,9,0.055673251364188714,18184.5,False,18175.798476810178,18052.65304637964,18134.75,18124.75,TIME,0.24361439880566366,0.24361439880566366,0.017662043913411155,0.22595235489225252,0.4445962778203497,0.8161082359989982,True,18161.0,2025-04-29 15:10:00-05:00,2025-04-29 15:20:00-05:00,0.11134650272837743,1.0,True,18159.5,2025-04-29 14:40:00-05:00,2025-04-29 14:55:00-05:00,0.055673251364188714,6.0,True,18159.5,2025-04-29 14:40:00-05:00,2025-04-29 15:05:00-05:00,0.055673251364188714,4
Did break 3/3 structure on BOS bar,7,A0469,Short,True,Matching BOS only,2025-08-27 00:05:00-05:00,2025-08-27 00:05:00-05:00,2025-08-27 00:10:00-05:00,2025-08-27 00:15:00-05:00,2025-08-27 00:15:00-05:00,2025-08-27 01:15:00-05:00,0,1,1,21925.0,Most recent confirmed 5/5 pivot low,2025-08-26 23:05:00-05:00,2025-08-26 23:05:00-05:00,2025-08-26 23:30:00-05:00,122587,122592,12,7,CHoCH,1,21936.5,21936.5,21920.0,21920.25,5.124465492404779,21936.5,21936.5,21920.0,21920.25,5.124465492404779,4.75,0.9269259412596704,4.75,0.9269259412596704,4.75,0.9269259412596704,4.75,0.9269259412596704,3.171062430625188,3.21984800648096,0,21941.5,21925.0,21941.5,21925.0,False,False,True,True,12,0.9269259412596704,21935.5,False,21926.412892869004,21901.174214261995,21918.0,21926.412892869004,STOP,-1.0,-1.0,0.08617725332877184,-1.086177253328772,0.7726236505338164,1.1589354758007246,True,21925.0,2025-08-26 23:05:00-05:00,2025-08-26 23:15:00-05:00,0.9269259412596704,10.0,True,21925.0,2025-08-26 23:05:00-05:00,2025-08-26 23:20:00-05:00,0.9269259412596704,9.0,True,21925.0,2025-08-26 23:05:00-05:00,2025-08-26 23:30:00-05:00,0.9269259412596704,7
Did break 3/3 structure on BOS bar,8,A0552,Long,True,Matching BOS only,2025-12-23 13:00:00-06:00,2025-12-23 13:00:00-06:00,2025-12-23 13:05:00-06:00,2025-12-23 13:10:00-06:00,2025-12-23 13:10:00-06:00,2025-12-23 14:10:00-06:00,0,1,1,23619.75,Most recent confirmed 5/5 pivot high,2025-12-23 12:20:00-06:00,2025-12-23 12:20:00-06:00,2025-12-23 12:45:00-06:00,145660,145665,8,3,BOS,1,23613.5,23622.25,23612.0,23620.0,10.296571691878992,23613.5,23622.25,23612.0,23620.0,10.296571691878992,0.25,0.024279926123097602,0.25,0.024279926123097602,0.25,0.024279926123097602,0.25,0.024279926123097602,0.6312780792005377,0.9954769710470017,0,23619.75,23590.25,23619.75,23590.25,False,False,True,True,8,0.024279926123097602,23613.5,False,23610.79180651076,23654.916386978482,23625.5,23638.0,TIME,0.8498664373121915,0.8498664373121915,0.04929225336410781,0.8005741839480837,1.3767836284457697,0.27195725993990516,True,23619.5,2025-12-23 12:35:00-06:00,2025-12-23 12:45:00-06:00,0.048559852246195204,3.0,True,23619.75,2025-12-23 12:20:00-06:00,2025-12-23 12:35:00-06:00,0.024279926123097602,5.0,True,23619.75,2025-12-23 12:20:00-06:00,2025-12-23 12:45:00-06:00,0.024279926123097602,3
Did break 3/3 structure on BOS bar,9,A0629,Short,True,Matching BOS only,2026-03-30 13:25:00-05:00,2026-03-30 13:25:00-05:00,2026-03-30 13:30:00-05:00,2026-03-30 13:35:00-05:00,2026-03-30 13:35:00-05:00,2026-03-30 14:10:00-05:00,0,1,1,20791.0,Most recent confirmed 5/5 pivot low,2026-03-30 12:35:00-05:00,2026-03-30 12:35:00-05:00,2026-03-30 13:00:00-05:00,164014,164019,10,5,BOS,-1,20806.75,20808.0,20775.25,20776.5,31.992197756704392,20806.75,20808.0,20775.25,20776.5,31.992197756704392,14.5,0.45323550792822076,14.5,0.45323550792822076,14.5,0.45323550792822076,14.5,0.45323550792822076,0.9455430424019778,1.0236870954930504,0,20875.5,20791.0,20875.5,20791.0,False,False,True,True,10,0.45323550792822076,20807.0,False,20828.195903731248,20686.608192537504,20781.0,20686.608192537504,TARGET,2.0,2.0,0.015361502644984464,1.9846384973550155,2.569078890626712,0.2330710746135574,True,20794.25,2026-03-30 13:05:00-05:00,2026-03-30 13:15:00-05:00,0.5548227769466151,2.0,True,20794.25,2026-03-30 13:05:00-05:00,2026-03-30 13:20:00-05:00,0.5548227769466151,1.0,True,20791.0,2026-03-30 12:35:00-05:00,2026-03-30 13:00:00-05:00,0.45323550792822076,5
Did break 3/3 structure on BOS bar,10,A0705,Short,True,Matching BOS only,2026-06-26 14:55:00-05:00,2026-06-26 14:55:00-05:00,2026-06-26 15:00:00-05:00,2026-06-26 15:25:00-05:00,2026-06-26 15:25:00-05:00,2026-06-26 15:55:00-05:00,0,1,5,26692.5,Most recent confirmed 5/5 pivot low,2026-06-26 13:55:00-05:00,2026-06-26 13:55:00-05:00,2026-06-26 14:20:00-05:00,181505,181510,12,7,BOS,-1,26755.5,26772.5,26587.5,26619.75,67.23772451072098,26755.5,26772.5,26587.5,26619.75,67.23772451072098,72.75,1.0819818863501263,72.75,1.0819818863501263,72.75,1.0819818863501263,72.75,1.0819818863501263,2.0189558910244623,2.751431601027812,0,27003.75,26692.5,27003.75,26692.5,False,False,True,True,12,1.0819818863501263,26756.25,False,26740.88341713046,26453.233165739082,26645.0,26586.75,WINDOW_END,0.6075085947421485,0.6075085947421485,0.007561265771468762,0.5999473289706797,0.8995298935023183,0.07300532469004323,True,26723.75,2026-06-26 14:20:00-05:00,2026-06-26 14:30:00-05:00,1.5467507378750944,5.0,True,26692.5,2026-06-26 13:55:00-05:00,2026-06-26 14:10:00-05:00,1.0819818863501263,9.0,True,26692.5,2026-06-26 13:55:00-05:00,2026-06-26 14:20:00-05:00,1.0819818863501263,7
