event_family,vol_measure,transition,orientation,horizon,N,mean_directional_atr,era1,era2,era3,directional_replicated,uplift_pct
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,magnitude,1,1867,0.3566358321680426,0.3581420383771226,0.35760561480768754,0.3535297237006824,False,-29.211222010885006
REGIME_TRANSITION,ATR_24,LOW->HIGH,continuation,1,1,1.8400041268475054,1.8400041268475054,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,reversal,1,1,-1.8400041268475054,-1.8400041268475054,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,magnitude,1,1,1.8400041268475054,1.8400041268475054,,,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,continuation,1,1882,-0.003448645203633414,-0.07757445566349741,0.027766025263716992,0.043257075530191834,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,reversal,1,1882,0.003448645203633414,0.07757445566349741,-0.027766025263716992,-0.043257075530191834,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,magnitude,1,1882,0.8893346871724289,0.8779941228244623,0.8985033401324976,0.8903095807923147,True,76.52437037959912
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,continuation,1,1905,0.0010549797881531007,0.12737678561113816,-0.07507414476232582,-0.048940784675344844,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,reversal,1,1905,-0.0010549797881531007,-0.12737678561113816,0.07507414476232582,0.048940784675344844,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,magnitude,1,1905,0.868828195638583,0.8511502486192262,0.8725836627134718,0.8848622328551591,True,72.45402930450184
REGIME_TRANSITION,ATR_24,NORMAL->LOW,continuation,1,1993,-0.014925201695096618,-0.019176907798228806,-0.021521078436259035,-0.0006145593996593752,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,reversal,1,1993,0.014925201695096618,0.019176907798228806,0.021521078436259035,0.0006145593996593752,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,magnitude,1,1993,0.3758649017191379,0.38495815690774804,0.37385611208197594,0.36790723325586017,False,-25.394436896739904
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,continuation,1,76438,-0.003814167619473521,-0.012042549044239098,0.00042402401360608653,0.0008881712962708313,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,reversal,1,76438,0.003814167619473521,0.012042549044239098,-0.00042402401360608653,-0.0008881712962708313,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,magnitude,1,76438,0.5857388004936377,0.5685855347298012,0.6036988354766173,0.5839183486773377,True,16.263510751823198
COMPRESSION,ATR_24,ENTER_LOW,continuation,3,2921,-0.03405519984006073,-0.046308203510279304,-0.03813016425556025,-0.013035621256418571,False,
COMPRESSION,ATR_24,ENTER_LOW,reversal,3,2921,0.03405519984006073,0.046308203510279304,0.03813016425556025,0.013035621256418571,True,
COMPRESSION,ATR_24,ENTER_LOW,magnitude,3,2921,0.7603797330197414,0.7779436059847409,0.7401914218323339,0.7676403624266092,False,-14.175802356828482
COMPRESSION,ATR_RATIO,ENTER_LOW,continuation,3,10109,0.0013992846679267794,-0.018633018438311992,0.0034706741394983183,0.023869320941248443,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,reversal,3,10109,-0.0013992846679267794,0.018633018438311992,-0.0034706741394983183,-0.023869320941248443,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,magnitude,3,10109,0.6856583003580904,0.7307467900059949,0.6627357443682473,0.6557544452542401,False,-22.60962394156024
COMPRESSION,RANGE_RATIO,ENTER_LOW,continuation,3,14164,-0.014540934144473308,-0.013782343787917093,-0.013631296028169143,-0.016485381287512257,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,reversal,3,14164,0.014540934144473308,0.013782343787917093,0.013631296028169143,0.016485381287512257,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,magnitude,3,14164,0.6540219964027337,0.7140220586423854,0.629191329921823,0.6069206945164646,False,-26.180419276387358
COMPRESSION,RV_RATIO,ENTER_LOW,continuation,3,24077,0.00034369967905675526,-0.0038073537805576553,0.0037566006988805074,0.0013539794600615825,False,
COMPRESSION,RV_RATIO,ENTER_LOW,reversal,3,24077,-0.00034369967905675526,0.0038073537805576553,-0.0037566006988805074,-0.0013539794600615825,False,
COMPRESSION,RV_RATIO,ENTER_LOW,magnitude,3,24077,0.739786859224964,0.7686230703751096,0.7305248068493008,0.7161916558498079,False,-16.500123737127524
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,continuation,3,1,-15.472761975763115,-15.472761975763115,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,reversal,3,1,15.472761975763115,15.472761975763115,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,magnitude,3,1,15.472761975763115,15.472761975763115,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,continuation,3,1882,-0.08582742155479435,-0.12147079541053957,-0.031446246784624064,-0.11867130861242772,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,reversal,3,1882,0.08582742155479435,0.12147079541053957,0.031446246784624064,0.11867130861242772,True,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,magnitude,3,1882,1.4225677491126953,1.4357044753996164,1.399153819531595,1.4394079614416255,True,60.56547848242006
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,continuation,3,20,-2.524719753254541,-3.1582429297570003,-4.994394882354251,0.8447713383306381,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,reversal,3,20,2.524719753254541,3.1582429297570003,4.994394882354251,-0.8447713383306381,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,magnitude,3,20,4.01302348683703,4.8977018970888375,5.194655907486141,1.1214250477637642,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,continuation,3,4478,-0.006296792196908896,0.022434183006084685,-0.04244036361086512,0.0017638889004645633,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,reversal,3,4478,0.006296792196908896,-0.022434183006084685,0.04244036361086512,-0.0017638889004645633,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,magnitude,3,4478,0.9017961812153646,0.9854048889570125,0.8459573625867716,0.8671239798225573,False,1.7858976634183676
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,continuation,3,9,-1.4604903918763286,-1.5854971751510318,,-1.0229666504148673,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,reversal,3,9,1.4604903918763286,1.5854971751510318,,1.0229666504148673,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,magnitude,3,9,4.8503398168063825,5.943875007203958,,1.0229666504148673,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,continuation,3,5869,0.02351216517160423,0.05139317962983461,0.0005586294962459325,0.01584117283024177,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,reversal,3,5869,-0.02351216517160423,-0.05139317962983461,-0.0005586294962459325,-0.01584117283024177,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,magnitude,3,5869,0.7864862381645163,0.8314860087855264,0.7638352227214691,0.7587539595994705,False,-11.22915641136183
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,continuation,3,110,-0.17886880902571395,0.2039884780494721,-1.0173955148175886,0.3100886903877748,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,reversal,3,110,0.17886880902571395,-0.2039884780494721,1.0173955148175886,-0.3100886903877748,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,magnitude,3,110,1.5918056322082967,2.189628787688614,1.4562135455850187,0.8577604033782066,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,continuation,3,5762,0.0010925202313187606,0.04273955217200988,-0.01670089642993423,-0.02398303651265077,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,reversal,3,5762,-0.0010925202313187606,-0.04273955217200988,0.01670089642993423,0.02398303651265077,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,magnitude,3,5762,0.7405672364360568,0.7935813064005266,0.7231963317074472,0.702713514383134,False,-16.412042420526575
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,continuation,3,1867,-0.035150548157291,-0.0830943427095652,-0.009989994130770005,-0.011872573089882947,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,reversal,3,1867,0.035150548157291,0.0830943427095652,0.009989994130770005,0.011872573089882947,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,magnitude,3,1867,0.6292459653289141,0.6627595990194453,0.6103869033697464,0.6146894519733621,False,-28.97689437343949
REGIME_TRANSITION,ATR_24,LOW->HIGH,continuation,3,1,-15.472761975763115,-15.472761975763115,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,reversal,3,1,15.472761975763115,15.472761975763115,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,magnitude,3,1,15.472761975763115,15.472761975763115,,,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,continuation,3,1882,-0.08582742155479435,-0.12147079541053957,-0.031446246784624064,-0.11867130861242772,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,reversal,3,1882,0.08582742155479435,0.12147079541053957,0.031446246784624064,0.11867130861242772,True,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,magnitude,3,1882,1.4225677491126953,1.4357044753996164,1.399153819531595,1.4394079614416255,True,60.56547848242006
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,continuation,3,1905,0.01410834363646768,0.11798482682323226,-0.026842042412880743,-0.05536988113310136,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,reversal,3,1905,-0.01410834363646768,-0.11798482682323226,0.026842042412880743,0.05536988113310136,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,magnitude,3,1905,1.4429061743821787,1.3762658799138026,1.4548766566576947,1.5062138915965868,True,62.86108021176506
REGIME_TRANSITION,ATR_24,NORMAL->LOW,continuation,3,1993,-0.027689327282679477,-0.022584394676821044,-0.02079814988916235,-0.04342655975402759,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,reversal,3,1993,0.027689327282679477,0.022584394676821044,0.02079814988916235,0.04342655975402759,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,magnitude,3,1993,0.7162520303814082,0.7522709763354983,0.6840322549353972,0.7188303338230246,False,-19.156504114529184
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,continuation,3,76438,0.002248372700524346,-0.012546053459721894,0.008779653036289962,0.012090064931364377,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,reversal,3,76438,-0.002248372700524346,0.012546053459721894,-0.008779653036289962,-0.012090064931364377,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,magnitude,3,76438,0.9933904791149313,0.9851198602720709,0.9989286024252755,0.9964888338103542,True,12.12416259152349
COMPRESSION,ATR_24,ENTER_LOW,continuation,6,2921,-0.018875884327364933,-0.07164623882233484,-0.032719648591982974,0.06632613782765917,False,
COMPRESSION,ATR_24,ENTER_LOW,reversal,6,2921,0.018875884327364933,0.07164623882233484,0.032719648591982974,-0.06632613782765917,False,
COMPRESSION,ATR_24,ENTER_LOW,magnitude,6,2921,1.0693783489100588,1.1054385210437176,1.022187195566567,1.0925344341160308,False,-16.475243725647402
COMPRESSION,ATR_RATIO,ENTER_LOW,continuation,6,10109,0.004546894782787115,-0.017094168824511036,0.018491217776881664,0.015569093761167113,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,reversal,6,10109,-0.004546894782787115,0.017094168824511036,-0.018491217776881664,-0.015569093761167113,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,magnitude,6,10109,0.9811818844869894,1.0156413927590013,0.9420250739846625,0.9828225308440671,False,-23.363907782390946
COMPRESSION,RANGE_RATIO,ENTER_LOW,continuation,6,14164,-0.008298028391036666,0.003287885638860532,-0.011165067350997076,-0.01951844010637763,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,reversal,6,14164,0.008298028391036666,-0.003287885638860532,0.011165067350997076,0.01951844010637763,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,magnitude,6,14164,0.9817689480571202,1.0799478729884207,0.9204140222234918,0.9275439047035474,False,-23.318054655045785
COMPRESSION,RV_RATIO,ENTER_LOW,continuation,6,24077,0.006873781227904871,0.0043883901711206106,0.012457937119227129,0.003415740186656414,False,
COMPRESSION,RV_RATIO,ENTER_LOW,reversal,6,24077,-0.006873781227904871,-0.0043883901711206106,-0.012457937119227129,-0.003415740186656414,False,
COMPRESSION,RV_RATIO,ENTER_LOW,magnitude,6,24077,1.082485460040391,1.126041983640201,1.0610108599620296,1.055433684524387,False,-15.45150104024735
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,continuation,6,1,-25.153692779517602,-25.153692779517602,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,reversal,6,1,25.153692779517602,25.153692779517602,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,magnitude,6,1,25.153692779517602,25.153692779517602,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,continuation,6,1882,-0.026573249360721085,0.049987285945886334,-0.03448981123296954,-0.10897827013050915,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,reversal,6,1882,0.026573249360721085,-0.049987285945886334,0.03448981123296954,0.10897827013050915,False,
COMPRESSION_EXPANSION,ATR_24,LOW->NORMAL,magnitude,6,1882,2.030205128569832,2.0343249617887937,2.0431988230295093,2.0069211641730558,True,58.57099474995822
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,continuation,6,20,-2.1090148908185413,-2.2376322570271205,-5.823068912896483,1.145186532502686,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,reversal,6,20,2.1090148908185413,2.2376322570271205,5.823068912896483,-1.145186532502686,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->HIGH,magnitude,6,20,5.094537055066486,6.4040116367662225,5.823068912896483,1.630867489063063,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,continuation,6,4478,-0.027084870982489965,0.023136109989763644,-0.10991163346148282,0.010153449411381802,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,reversal,6,4478,0.027084870982489965,-0.023136109989763644,0.10991163346148282,-0.010153449411381802,False,
COMPRESSION_EXPANSION,ATR_RATIO,LOW->NORMAL,magnitude,6,4478,1.26104820529536,1.3331067293328032,1.2485245459105914,1.1892234973949933,False,-1.5046974675905878
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,continuation,6,9,-1.0778895126558334,-0.8939453973624045,,-1.7216939161828344,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,reversal,6,9,1.0778895126558334,0.8939453973624045,,1.7216939161828344,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->HIGH,magnitude,6,9,7.845068236049619,9.594603756011557,,1.7216939161828344,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,continuation,6,5869,0.031088307604648847,0.044524162048506025,0.004215426963217975,0.044252714585424395,True,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,reversal,6,5869,-0.031088307604648847,-0.044524162048506025,-0.004215426963217975,-0.044252714585424395,False,
COMPRESSION_EXPANSION,RANGE_RATIO,LOW->NORMAL,magnitude,6,5869,1.1027947275843997,1.147339609844618,1.0836400652375848,1.0718585350946728,False,-13.865227460412033
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,continuation,6,110,-0.09669332002133295,0.3589278599546032,-0.8314135117375345,0.149420996342745,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,reversal,6,110,0.09669332002133295,-0.3589278599546032,0.8314135117375345,-0.149420996342745,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->HIGH,magnitude,6,110,1.9268268244048372,2.7644456259193038,1.6269181769692078,1.038598986076623,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,continuation,6,5762,0.005217531024246902,0.037086490896554296,-0.0011706546622859422,-0.022095207909999935,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,reversal,6,5762,-0.005217531024246902,-0.037086490896554296,0.0011706546622859422,0.022095207909999935,False,
COMPRESSION_EXPANSION,RV_RATIO,LOW->NORMAL,magnitude,6,5762,1.0634805183629317,1.1467032600273597,1.0343949836797168,1.0060985192103333,False,-16.935899076953433
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,continuation,6,1867,-0.04028375446983089,-0.08675986623650606,-0.017960642342760253,-0.014929406122788287,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,reversal,6,1867,0.04028375446983089,0.08675986623650606,0.017960642342760253,0.014929406122788287,False,
REGIME_TRANSITION,ATR_24,HIGH->NORMAL,magnitude,6,1867,0.9071437928520281,0.9663978481227354,0.8643954184276951,0.8940950138205775,False,-29.146719417890445
REGIME_TRANSITION,ATR_24,LOW->HIGH,continuation,6,1,-25.153692779517602,-25.153692779517602,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,reversal,6,1,25.153692779517602,25.153692779517602,,,False,
REGIME_TRANSITION,ATR_24,LOW->HIGH,magnitude,6,1,25.153692779517602,25.153692779517602,,,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,continuation,6,1882,-0.026573249360721085,0.049987285945886334,-0.03448981123296954,-0.10897827013050915,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,reversal,6,1882,0.026573249360721085,-0.049987285945886334,0.03448981123296954,0.10897827013050915,False,
REGIME_TRANSITION,ATR_24,LOW->NORMAL,magnitude,6,1882,2.030205128569832,2.0343249617887937,2.0431988230295093,2.0069211641730558,True,58.57099474995822
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,continuation,6,1905,0.04272900921963216,0.1371456160385655,0.018006894477798404,-0.036796748724150695,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,reversal,6,1905,-0.04272900921963216,-0.1371456160385655,-0.018006894477798404,0.036796748724150695,False,
REGIME_TRANSITION,ATR_24,NORMAL->HIGH,magnitude,6,1905,1.9248676581224387,1.9359853186268963,1.87242941566081,1.980388569006334,True,50.34351702456492
REGIME_TRANSITION,ATR_24,NORMAL->LOW,continuation,6,1993,-0.01618107042137699,-0.05169777879524501,-0.006538033034665097,0.012374650206316463,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,reversal,6,1993,0.01618107042137699,0.05169777879524501,0.006538033034665097,-0.012374650206316463,False,
REGIME_TRANSITION,ATR_24,NORMAL->LOW,magnitude,6,1993,1.0039531969421114,1.0913110973095501,0.9184314760281909,1.0205756183314505,False,-21.58533397378548
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,continuation,6,76438,0.009039973023791567,-0.008642586010100716,0.02004455560354261,0.01672901462388147,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,reversal,6,76438,-0.009039973023791567,0.008642586010100716,-0.02004455560354261,-0.01672901462388147,False,
VOLATILITY_SHOCK,SHOCK_SCORE,SHOCK_ONSET,magnitude,6,76438,1.4126824718969995,1.404661603878956,1.4141280150608688,1.4206873080343572,True,10.338833097294042
COMPRESSION,ATR_24,ENTER_LOW,continuation,12,2921,-0.036231823501046444,-0.09725966889956737,-0.09813572449159697,0.12822811964782563,False,
COMPRESSION,ATR_24,ENTER_LOW,reversal,12,2921,0.036231823501046444,0.09725966889956737,0.09813572449159697,-0.12822811964782563,False,
COMPRESSION,ATR_24,ENTER_LOW,magnitude,12,2921,1.6763644308765917,1.832407006850566,1.6024539444313384,1.589395727432678,False,-10.578249536234917
COMPRESSION,ATR_RATIO,ENTER_LOW,continuation,12,10109,0.002946064285623518,-0.01665136352404205,0.03602959221304934,-0.010229705304474234,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,reversal,12,10109,-0.002946064285623518,0.01665136352404205,-0.03602959221304934,0.010229705304474234,False,
COMPRESSION,ATR_RATIO,ENTER_LOW,magnitude,12,10109,1.373718436758512,1.451865406636069,1.3086395028744437,1.350586388556207,False,-26.722194174056536
COMPRESSION,RANGE_RATIO,ENTER_LOW,continuation,12,14164,-0.02529182672433577,-0.009527498972298903,-0.028758737439967767,-0.04103742688444161,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,reversal,12,14164,0.02529182672433577,0.009527498972298903,0.028758737439967767,0.04103742688444161,False,
COMPRESSION,RANGE_RATIO,ENTER_LOW,magnitude,12,14164,1.4445089678937693,1.5554623196435162,1.3589876028320784,1.4010698865287856,False,-22.94603840877093
COMPRESSION,RV_RATIO,ENTER_LOW,continuation,12,24077,0.010086726178942844,0.01828977235223687,0.0130172482287446,-0.003011516641966612,False,
COMPRESSION,RV_RATIO,ENTER_LOW,reversal,12,24077,-0.010086726178942844,-0.01828977235223687,-0.0130172482287446,0.003011516641966612,False,
COMPRESSION,RV_RATIO,ENTER_LOW,magnitude,12,24077,1.5965465581220686,1.6299341296373318,1.5611877776889322,1.5974953694755047,False,-14.83594778402657
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,continuation,12,1,-22.24732262461075,-22.24732262461075,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,reversal,12,1,22.24732262461075,22.24732262461075,,,False,
COMPRESSION_EXPANSION,ATR_24,LOW->HIGH,magnitude,12,1,22.24732262461075,22.24732262461075,,,False,
