setup_id,5m_take_j,5m_arm_j,direction,5m_take_m1_i,5m_arm_m1_i,5m_take_price,5m_take_ts,5m_arm_ts,matched_opportunity_id,classification
S58B-006044,58513,58510,LONG,290444,290429,7290.25,2018-08-01 20:25:00-05:00,2018-08-01 20:10:00-05:00,OPP_00290480_LONG,DIRECTION_DISAGREEMENT
S58B-006082,58715,58714,LONG,291454,291449,7372.5,2018-08-02 13:15:00-05:00,2018-08-02 13:10:00-05:00,OPP_00291421_LONG,DIRECTION_DISAGREEMENT
S58B-006167,59570,59569,SHORT,295699,295694,7475.0,2018-08-07 17:05:00-05:00,2018-08-07 17:00:00-05:00,OPP_00295748_SHORT,DIRECTION_DISAGREEMENT
S58B-006169,59577,59576,LONG,295733,295728,7476.75,2018-08-07 17:40:00-05:00,2018-08-07 17:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006201,59942,59936,LONG,297541,297511,7476.25,2018-08-09 01:20:00-05:00,2018-08-09 00:50:00-05:00,OPP_00297499_LONG,DIRECTION_DISAGREEMENT
S58B-006204,59960,59959,SHORT,297631,297626,7470.75,2018-08-09 02:50:00-05:00,2018-08-09 02:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006206,59991,59990,LONG,297785,297780,7482.75,2018-08-09 05:25:00-05:00,2018-08-09 05:20:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006237,60368,60366,SHORT,299669,299659,7401.25,2018-08-10 14:05:00-05:00,2018-08-10 13:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006280,60871,60868,SHORT,302181,302166,7442.0,2018-08-14 10:30:00-05:00,2018-08-14 10:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006330,61374,61364,LONG,304692,304642,7420.0,2018-08-16 06:55:00-05:00,2018-08-16 06:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006394,62059,62056,SHORT,308107,308092,7373.0,2018-08-20 19:45:00-05:00,2018-08-20 19:30:00-05:00,OPP_00308155_SHORT,DIRECTION_DISAGREEMENT
S58B-006405,62143,62141,SHORT,308526,308516,7393.25,2018-08-21 02:45:00-05:00,2018-08-21 02:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006419,62258,62253,LONG,309101,309076,7441.25,2018-08-21 12:20:00-05:00,2018-08-21 11:55:00-05:00,OPP_00309068_LONG,DIRECTION_DISAGREEMENT
S58B-006461,62638,62637,SHORT,310999,310994,7419.75,2018-08-22 22:30:00-05:00,2018-08-22 22:25:00-05:00,OPP_00311044_SHORT,DIRECTION_DISAGREEMENT
S58B-006469,62744,62741,SHORT,311529,311514,7428.25,2018-08-23 07:20:00-05:00,2018-08-23 07:05:00-05:00,OPP_00311574_SHORT,DIRECTION_DISAGREEMENT
S58B-006477,62858,62851,SHORT,312099,312064,7427.0,2018-08-23 18:05:00-05:00,2018-08-23 17:30:00-05:00,OPP_00312064_SHORT,DIRECTION_DISAGREEMENT
S58B-006490,62946,62936,LONG,312538,312488,7439.0,2018-08-24 01:25:00-05:00,2018-08-24 00:35:00-05:00,OPP_00312575_LONG,DIRECTION_DISAGREEMENT
S58B-006491,62960,62959,SHORT,312608,312603,7437.5,2018-08-24 02:35:00-05:00,2018-08-24 02:30:00-05:00,OPP_00312654_SHORT,DIRECTION_DISAGREEMENT
S58B-006494,62983,62977,LONG,312723,312693,7440.75,2018-08-24 04:30:00-05:00,2018-08-24 04:00:00-05:00,OPP_00312755_LONG,DIRECTION_DISAGREEMENT
S58B-006551,63444,63437,LONG,315027,314992,7586.25,2018-08-27 21:25:00-05:00,2018-08-27 20:50:00-05:00,OPP_00315070_LONG,DIRECTION_DISAGREEMENT
S58B-006568,63585,63584,LONG,315731,315726,7587.25,2018-08-28 09:10:00-05:00,2018-08-28 09:05:00-05:00,OPP_00315789_LONG,DIRECTION_DISAGREEMENT
S58B-006572,63644,63643,LONG,316026,316021,7583.25,2018-08-28 14:05:00-05:00,2018-08-28 14:00:00-05:00,OPP_00316073_LONG,DIRECTION_DISAGREEMENT
S58B-006603,63946,63944,LONG,317534,317524,7673.25,2018-08-29 17:45:00-05:00,2018-08-29 17:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006624,64179,64171,LONG,318697,318657,7687.25,2018-08-30 13:10:00-05:00,2018-08-30 12:30:00-05:00,OPP_00318639_LONG,DIRECTION_DISAGREEMENT
S58B-006640,64340,64337,SHORT,319501,319486,7646.0,2018-08-31 03:50:00-05:00,2018-08-31 03:35:00-05:00,OPP_00319468_SHORT,DIRECTION_DISAGREEMENT
S58B-006672,64727,64715,LONG,321425,321368,7677.75,2018-09-03 18:20:00-05:00,2018-09-03 17:20:00-05:00,OPP_00321479_LONG,DIRECTION_DISAGREEMENT
S58B-006698,64987,64983,LONG,322722,322702,7639.0,2018-09-04 17:15:00-05:00,2018-09-04 15:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-006702,65022,65018,SHORT,322895,322875,7631.5,2018-09-04 20:10:00-05:00,2018-09-04 19:50:00-05:00,OPP_00322932_SHORT,DIRECTION_DISAGREEMENT
S58B-006732,65303,65295,SHORT,324295,324255,7528.25,2018-09-05 20:50:00-05:00,2018-09-05 20:10:00-05:00,OPP_00324237_SHORT,DIRECTION_DISAGREEMENT
S58B-006848,66409,66405,SHORT,329820,329800,7510.0,2018-09-11 22:00:00-05:00,2018-09-11 21:40:00-05:00,OPP_00329788_SHORT,DIRECTION_DISAGREEMENT
S58B-006924,67131,67126,SHORT,333421,333396,7541.5,2018-09-14 12:40:00-05:00,2018-09-14 12:15:00-05:00,OPP_00333384_SHORT,DIRECTION_DISAGREEMENT
S58B-006934,67256,67248,LONG,334041,334001,7558.0,2018-09-17 00:20:00-05:00,2018-09-16 23:40:00-05:00,OPP_00333994_LONG,DIRECTION_DISAGREEMENT
S58B-006977,67659,67658,LONG,336056,336051,7555.25,2018-09-18 11:10:00-05:00,2018-09-18 11:05:00-05:00,OPP_00336102_LONG,DIRECTION_DISAGREEMENT
S58B-007099,68807,68806,LONG,341788,341783,7589.0,2018-09-24 17:05:00-05:00,2018-09-24 17:00:00-05:00,OPP_00341819_LONG,DIRECTION_DISAGREEMENT
S58B-007145,69184,69181,LONG,343664,343649,7623.25,2018-09-26 01:45:00-05:00,2018-09-26 01:30:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007159,69295,69294,LONG,344219,344214,7634.25,2018-09-26 11:00:00-05:00,2018-09-26 10:55:00-05:00,OPP_00344263_LONG,DIRECTION_DISAGREEMENT
S58B-007280,70435,70434,SHORT,349909,349904,7652.5,2018-10-02 15:00:00-05:00,2018-10-02 14:55:00-05:00,OPP_00349968_SHORT,DIRECTION_DISAGREEMENT
S58B-007342,71033,71032,LONG,352894,352889,7538.75,2018-10-04 20:35:00-05:00,2018-10-04 20:30:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007345,71072,71071,LONG,353087,353083,7522.75,2018-10-04 23:50:00-05:00,2018-10-04 23:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007346,71078,71077,LONG,353117,353112,7525.5,2018-10-05 00:20:00-05:00,2018-10-05 00:15:00-05:00,OPP_00353157_LONG,DIRECTION_DISAGREEMENT
S58B-007417,71802,71797,LONG,356735,356710,7397.75,2018-10-09 15:10:00-05:00,2018-10-09 14:45:00-05:00,OPP_00356702_LONG,DIRECTION_DISAGREEMENT
S58B-007458,72282,72281,LONG,359135,359130,7059.25,2018-10-11 09:40:00-05:00,2018-10-11 09:35:00-05:00,OPP_00359168_LONG,DIRECTION_DISAGREEMENT
S58B-007499,72775,72769,SHORT,361600,361570,7119.5,2018-10-15 05:15:00-05:00,2018-10-15 04:45:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007500,72780,72779,SHORT,361625,361620,7114.5,2018-10-15 05:40:00-05:00,2018-10-15 05:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007514,72903,72902,SHORT,362240,362235,7068.75,2018-10-15 17:10:00-05:00,2018-10-15 17:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007526,73045,73040,SHORT,362950,362925,7116.5,2018-10-16 05:00:00-05:00,2018-10-16 04:35:00-05:00,OPP_00363009_SHORT,DIRECTION_DISAGREEMENT
S58B-007556,73254,73253,LONG,363995,363990,7340.75,2018-10-16 23:40:00-05:00,2018-10-16 23:35:00-05:00,OPP_00364051_LONG,DIRECTION_DISAGREEMENT
S58B-007586,73577,73576,LONG,365610,365605,7297.75,2018-10-18 03:50:00-05:00,2018-10-18 03:45:00-05:00,OPP_00365663_LONG,DIRECTION_DISAGREEMENT
S58B-007596,73690,73686,SHORT,366175,366155,7118.25,2018-10-18 13:15:00-05:00,2018-10-18 12:55:00-05:00,OPP_00366218_SHORT,DIRECTION_DISAGREEMENT
S58B-007604,73762,73761,LONG,366534,366529,7161.25,2018-10-18 20:30:00-05:00,2018-10-18 20:25:00-05:00,OPP_00366495_LONG,DIRECTION_DISAGREEMENT
S58B-007649,74265,74263,LONG,369049,369039,7159.0,2018-10-22 15:55:00-05:00,2018-10-22 15:45:00-05:00,OPP_00369090_LONG,DIRECTION_DISAGREEMENT
S58B-007742,75348,75345,SHORT,374464,374449,6858.0,2018-10-26 14:55:00-05:00,2018-10-26 14:40:00-05:00,OPP_00374498_SHORT,DIRECTION_DISAGREEMENT
S58B-007746,75425,75422,SHORT,374849,374834,6912.25,2018-10-28 22:35:00-05:00,2018-10-28 22:20:00-05:00,,DIRECTION_DISAGREEMENT
S58B-007799,76043,76042,LONG,377939,377934,6886.75,2018-10-31 04:35:00-05:00,2018-10-31 04:30:00-05:00,OPP_00377978_LONG,DIRECTION_DISAGREEMENT
S58B-007867,76763,76760,SHORT,381539,381524,6965.75,2018-11-04 20:20:00-06:00,2018-11-04 20:05:00-06:00,OPP_00381492_SHORT,DIRECTION_DISAGREEMENT
S58B-007868,76768,76767,SHORT,381564,381559,6966.5,2018-11-04 20:45:00-06:00,2018-11-04 20:40:00-06:00,,DIRECTION_DISAGREEMENT
S58B-007893,77035,77033,LONG,382899,382889,6952.0,2018-11-05 20:15:00-06:00,2018-11-05 20:05:00-06:00,OPP_00382939_LONG,DIRECTION_DISAGREEMENT
S58B-007927,77416,77408,LONG,384804,384764,7098.75,2018-11-07 05:15:00-06:00,2018-11-07 04:35:00-06:00,OPP_00384848_LONG,DIRECTION_DISAGREEMENT
S58B-008047,78581,78577,LONG,390629,390609,6907.5,2018-11-13 11:20:00-06:00,2018-11-13 11:00:00-06:00,OPP_00390671_LONG,DIRECTION_DISAGREEMENT
S58B-008052,78633,78625,SHORT,390889,390849,6855.75,2018-11-13 15:55:00-06:00,2018-11-13 15:00:00-06:00,OPP_00390931_SHORT,DIRECTION_DISAGREEMENT
S58B-008101,79222,79221,SHORT,393834,393829,6864.5,2018-11-15 20:30:00-06:00,2018-11-15 20:25:00-06:00,,DIRECTION_DISAGREEMENT
S58B-008120,79389,79381,LONG,394669,394629,6858.25,2018-11-16 10:25:00-06:00,2018-11-16 09:45:00-06:00,OPP_00394714_LONG,DIRECTION_DISAGREEMENT
S58B-008178,79991,79987,SHORT,397679,397659,6528.0,2018-11-20 15:05:00-06:00,2018-11-20 14:45:00-06:00,OPP_00397721_SHORT,DIRECTION_DISAGREEMENT
S58B-008213,80437,80436,LONG,399909,399904,6558.25,2018-11-22 06:45:00-06:00,2018-11-22 06:40:00-06:00,OPP_00399956_LONG,DIRECTION_DISAGREEMENT
S58B-008221,80528,80527,LONG,400364,400359,6548.75,2018-11-22 19:20:00-06:00,2018-11-22 19:15:00-06:00,OPP_00400324_LONG,DIRECTION_DISAGREEMENT
S58B-008260,80872,80862,LONG,402081,402031,6640.25,2018-11-26 04:45:00-06:00,2018-11-26 03:55:00-06:00,OPP_00402116_LONG,DIRECTION_DISAGREEMENT
S58B-008297,81191,81176,SHORT,403676,403601,6630.75,2018-11-27 08:35:00-06:00,2018-11-27 07:20:00-06:00,OPP_00403718_SHORT,DIRECTION_DISAGREEMENT
S58B-008326,81464,81462,LONG,405041,405031,6754.0,2018-11-28 08:35:00-06:00,2018-11-28 08:25:00-06:00,OPP_00404994_LONG,DIRECTION_DISAGREEMENT
S58B-008497,83127,83126,LONG,413356,413351,6839.0,2018-12-06 19:10:00-06:00,2018-12-06 19:05:00-06:00,OPP_00413300_LONG,DIRECTION_DISAGREEMENT
S58B-008663,84794,84789,LONG,421690,421665,6649.5,2018-12-16 21:35:00-06:00,2018-12-16 21:10:00-06:00,OPP_00421744_LONG,DIRECTION_DISAGREEMENT
S58B-008743,85655,85647,SHORT,425995,425955,6309.75,2018-12-20 01:05:00-06:00,2018-12-20 00:25:00-06:00,OPP_00426035_SHORT,DIRECTION_DISAGREEMENT
S58B-008771,85987,85984,LONG,427655,427640,6290.25,2018-12-21 06:00:00-06:00,2018-12-21 05:45:00-06:00,OPP_00427702_LONG,DIRECTION_DISAGREEMENT
S58B-008836,86612,86610,LONG,430780,430770,6279.5,2018-12-26 17:20:00-06:00,2018-12-26 17:10:00-06:00,,DIRECTION_DISAGREEMENT
S58B-008910,87435,87434,LONG,434895,434890,6376.0,2019-01-01 17:40:00-06:00,2019-01-01 17:35:00-06:00,OPP_00434930_LONG,DIRECTION_DISAGREEMENT
S58B-008998,88242,88241,SHORT,438930,438925,6430.5,2019-01-04 15:40:00-06:00,2019-01-04 15:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009005,88283,88276,LONG,439135,439100,6465.5,2019-01-06 20:05:00-06:00,2019-01-06 19:30:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009006,88290,88289,LONG,439170,439165,6462.25,2019-01-06 20:40:00-06:00,2019-01-06 20:35:00-06:00,OPP_00439223_LONG,DIRECTION_DISAGREEMENT
S58B-009137,89609,89608,LONG,445765,445760,6614.75,2019-01-11 15:50:00-06:00,2019-01-11 15:45:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009146,89669,89668,SHORT,446065,446060,6547.75,2019-01-13 21:50:00-06:00,2019-01-13 21:45:00-06:00,OPP_00446013_SHORT,DIRECTION_DISAGREEMENT
S58B-009151,89763,89756,SHORT,446535,446500,6534.0,2019-01-14 05:40:00-06:00,2019-01-14 05:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009197,90267,90263,LONG,449055,449035,6685.75,2019-01-16 02:10:00-06:00,2019-01-16 01:50:00-06:00,OPP_00449097_LONG,DIRECTION_DISAGREEMENT
S58B-009248,90749,90743,LONG,451465,451435,6740.75,2019-01-17 20:50:00-06:00,2019-01-17 20:20:00-06:00,OPP_00451496_LONG,DIRECTION_DISAGREEMENT
S58B-009346,91755,91754,LONG,456495,456490,6669.25,2019-01-23 17:25:00-06:00,2019-01-23 17:20:00-06:00,OPP_00456538_LONG,DIRECTION_DISAGREEMENT
S58B-009417,92419,92415,SHORT,459815,459795,6749.0,2019-01-28 03:15:00-06:00,2019-01-28 02:55:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009458,92921,92914,LONG,462325,462290,6681.0,2019-01-29 23:35:00-06:00,2019-01-29 23:00:00-06:00,OPP_00462366_LONG,DIRECTION_DISAGREEMENT
S58B-009479,93130,93126,LONG,463370,463350,6861.5,2019-01-30 18:15:00-06:00,2019-01-30 17:55:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009503,93454,93453,LONG,464990,464985,6889.25,2019-01-31 22:30:00-06:00,2019-01-31 22:25:00-06:00,OPP_00465023_LONG,DIRECTION_DISAGREEMENT
S58B-009525,93654,93652,SHORT,465990,465980,6878.0,2019-02-01 15:10:00-06:00,2019-02-01 15:00:00-06:00,OPP_00466031_SHORT,DIRECTION_DISAGREEMENT
S58B-009536,93801,93800,LONG,466725,466720,6888.25,2019-02-04 04:40:00-06:00,2019-02-04 04:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009556,94002,94001,LONG,467730,467725,6939.75,2019-02-04 22:40:00-06:00,2019-02-04 22:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009638,94755,94751,LONG,471495,471475,6895.5,2019-02-07 17:10:00-06:00,2019-02-07 15:50:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009644,94837,94827,SHORT,471905,471855,6867.5,2019-02-08 00:00:00-06:00,2019-02-07 23:10:00-06:00,OPP_00471846_SHORT,DIRECTION_DISAGREEMENT
S58B-009707,95561,95556,LONG,475521,475496,7019.25,2019-02-12 14:50:00-06:00,2019-02-12 14:25:00-06:00,OPP_00475564_LONG,DIRECTION_DISAGREEMENT
S58B-009713,95635,95632,LONG,475891,475876,7050.5,2019-02-12 22:15:00-06:00,2019-02-12 22:00:00-06:00,OPP_00475941_LONG,DIRECTION_DISAGREEMENT
S58B-009795,96430,96418,SHORT,479865,479805,7069.0,2019-02-17 20:15:00-06:00,2019-02-17 19:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009836,96780,96779,SHORT,481615,481610,7043.0,2019-02-19 06:25:00-06:00,2019-02-19 06:20:00-06:00,OPP_00481668_SHORT,DIRECTION_DISAGREEMENT
S58B-009849,96936,96935,LONG,482395,482390,7079.25,2019-02-19 20:40:00-06:00,2019-02-19 20:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-009870,97103,97101,LONG,483230,483220,7092.0,2019-02-20 10:35:00-06:00,2019-02-20 10:25:00-06:00,OPP_00483288_LONG,DIRECTION_DISAGREEMENT
S58B-009873,97149,97146,SHORT,483460,483445,7066.75,2019-02-20 14:25:00-06:00,2019-02-20 14:10:00-06:00,OPP_00483499_SHORT,DIRECTION_DISAGREEMENT
S58B-009886,97263,97262,SHORT,484030,484025,7087.5,2019-02-21 01:10:00-06:00,2019-02-21 01:05:00-06:00,OPP_00484065_SHORT,DIRECTION_DISAGREEMENT
S58B-009962,97995,97992,SHORT,487690,487675,7113.25,2019-02-25 17:55:00-06:00,2019-02-25 17:40:00-06:00,OPP_00487728_SHORT,DIRECTION_DISAGREEMENT
S58B-009972,98049,98048,SHORT,487960,487955,7082.5,2019-02-25 22:25:00-06:00,2019-02-25 22:20:00-06:00,OPP_00487914_SHORT,DIRECTION_DISAGREEMENT
S58B-009989,98275,98268,SHORT,489090,489055,7117.75,2019-02-26 18:30:00-06:00,2019-02-26 17:55:00-06:00,OPP_00489127_SHORT,DIRECTION_DISAGREEMENT
S58B-010003,98478,98476,LONG,490101,490091,7117.75,2019-02-27 14:25:00-06:00,2019-02-27 14:15:00-06:00,OPP_00490147_LONG,DIRECTION_DISAGREEMENT
S58B-010025,98711,98699,SHORT,491265,491205,7116.25,2019-02-28 11:05:00-06:00,2019-02-28 10:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-010110,99589,99576,LONG,495651,495586,7155.5,2019-03-05 17:10:00-06:00,2019-03-05 14:50:00-06:00,OPP_00495599_LONG,DIRECTION_DISAGREEMENT
S58B-010112,99606,99605,SHORT,495736,495731,7147.75,2019-03-05 18:35:00-06:00,2019-03-05 18:30:00-06:00,OPP_00495770_SHORT,DIRECTION_DISAGREEMENT
S58B-010115,99624,99622,SHORT,495826,495816,7145.75,2019-03-05 20:05:00-06:00,2019-03-05 19:55:00-06:00,OPP_00495861_SHORT,DIRECTION_DISAGREEMENT
S58B-010150,99911,99910,LONG,497260,497255,7106.0,2019-03-06 21:15:00-06:00,2019-03-06 21:10:00-06:00,OPP_00497303_LONG,DIRECTION_DISAGREEMENT
S58B-010177,100171,100169,SHORT,498559,498549,7022.5,2019-03-07 20:10:00-06:00,2019-03-07 20:00:00-06:00,OPP_00498602_SHORT,DIRECTION_DISAGREEMENT
S58B-010371,101853,101852,LONG,506964,506959,7348.75,2019-03-17 23:50:00-05:00,2019-03-17 23:45:00-05:00,OPP_00506917_LONG,DIRECTION_DISAGREEMENT
S58B-010378,101925,101920,SHORT,507324,507299,7347.75,2019-03-18 05:50:00-05:00,2019-03-18 05:25:00-05:00,OPP_00507356_SHORT,DIRECTION_DISAGREEMENT
S58B-010422,102422,102408,SHORT,509808,509738,7375.5,2019-03-20 01:45:00-05:00,2019-03-20 00:35:00-05:00,OPP_00509852_SHORT,DIRECTION_DISAGREEMENT
S58B-010514,103397,103395,SHORT,514683,514673,7343.0,2019-03-25 14:45:00-05:00,2019-03-25 14:35:00-05:00,OPP_00514623_SHORT,DIRECTION_DISAGREEMENT
S58B-010553,103696,103692,LONG,516177,516157,7373.0,2019-03-26 18:10:00-05:00,2019-03-26 17:50:00-05:00,OPP_00516213_LONG,DIRECTION_DISAGREEMENT
S58B-010590,104045,104036,LONG,517922,517877,7318.0,2019-03-28 00:30:00-05:00,2019-03-27 23:45:00-05:00,OPP_00517967_LONG,DIRECTION_DISAGREEMENT
S58B-010611,104226,104225,LONG,518827,518822,7355.5,2019-03-28 15:50:00-05:00,2019-03-28 15:45:00-05:00,OPP_00518870_LONG,DIRECTION_DISAGREEMENT
S58B-010650,104570,104565,LONG,520546,520521,7480.25,2019-03-31 22:45:00-05:00,2019-03-31 22:20:00-05:00,OPP_00520606_LONG,DIRECTION_DISAGREEMENT
S58B-010695,104959,104953,LONG,522491,522461,7504.25,2019-04-02 08:25:00-05:00,2019-04-02 07:55:00-05:00,OPP_00522533_LONG,DIRECTION_DISAGREEMENT
S58B-010723,105178,105177,LONG,523586,523581,7568.5,2019-04-03 03:55:00-05:00,2019-04-03 03:50:00-05:00,OPP_00523629_LONG,DIRECTION_DISAGREEMENT
S58B-010771,105682,105681,LONG,526104,526099,7574.25,2019-04-05 00:25:00-05:00,2019-04-05 00:20:00-05:00,OPP_00526136_LONG,DIRECTION_DISAGREEMENT
S58B-010801,105941,105940,SHORT,527395,527390,7591.0,2019-04-07 23:15:00-05:00,2019-04-07 23:10:00-05:00,OPP_00527454_SHORT,DIRECTION_DISAGREEMENT
S58B-010806,105981,105979,LONG,527595,527585,7594.25,2019-04-08 02:35:00-05:00,2019-04-08 02:25:00-05:00,OPP_00527626_LONG,DIRECTION_DISAGREEMENT
S58B-010894,106837,106824,SHORT,531871,531806,7644.75,2019-04-11 05:40:00-05:00,2019-04-11 04:35:00-05:00,OPP_00531912_SHORT,DIRECTION_DISAGREEMENT
S58B-010910,107037,107028,SHORT,532870,532825,7620.0,2019-04-11 23:35:00-05:00,2019-04-11 22:50:00-05:00,OPP_00532917_SHORT,DIRECTION_DISAGREEMENT
S58B-010960,107594,107593,LONG,535651,535646,7670.75,2019-04-16 00:30:00-05:00,2019-04-16 00:25:00-05:00,OPP_00535691_LONG,DIRECTION_DISAGREEMENT
S58B-011021,108228,108214,SHORT,538820,538750,7694.25,2019-04-18 07:50:00-05:00,2019-04-18 06:40:00-05:00,OPP_00538863_SHORT,DIRECTION_DISAGREEMENT
S58B-011027,108299,108298,LONG,539175,539170,7711.75,2019-04-18 13:45:00-05:00,2019-04-18 13:40:00-05:00,OPP_00539221_LONG,DIRECTION_DISAGREEMENT
S58B-011059,108650,108645,SHORT,540929,540904,7734.5,2019-04-22 21:30:00-05:00,2019-04-22 21:05:00-05:00,OPP_00540983_SHORT,DIRECTION_DISAGREEMENT
S58B-011063,108714,108713,SHORT,541249,541244,7733.5,2019-04-23 02:50:00-05:00,2019-04-23 02:45:00-05:00,OPP_00541288_SHORT,DIRECTION_DISAGREEMENT
S58B-011088,109056,109047,LONG,542958,542913,7837.5,2019-04-24 08:35:00-05:00,2019-04-24 07:50:00-05:00,OPP_00542989_LONG,DIRECTION_DISAGREEMENT
S58B-011097,109179,109176,LONG,543573,543558,7862.5,2019-04-24 20:05:00-05:00,2019-04-24 19:50:00-05:00,OPP_00543607_LONG,DIRECTION_DISAGREEMENT
S58B-011101,109203,109199,LONG,543693,543673,7870.0,2019-04-24 22:05:00-05:00,2019-04-24 21:45:00-05:00,OPP_00543731_LONG,DIRECTION_DISAGREEMENT
S58B-011103,109218,109216,LONG,543768,543758,7870.25,2019-04-24 23:20:00-05:00,2019-04-24 23:10:00-05:00,OPP_00543803_LONG,DIRECTION_DISAGREEMENT
S58B-011167,109864,109856,SHORT,546997,546957,7833.25,2019-04-29 07:40:00-05:00,2019-04-29 07:00:00-05:00,OPP_00546951_SHORT,DIRECTION_DISAGREEMENT
S58B-011260,110783,110781,LONG,551589,551579,7739.5,2019-05-02 17:15:00-05:00,2019-05-02 17:05:00-05:00,OPP_00551546_LONG,DIRECTION_DISAGREEMENT
S58B-011307,111341,111340,SHORT,554379,554374,7756.75,2019-05-06 18:15:00-05:00,2019-05-06 18:10:00-05:00,OPP_00554414_SHORT,DIRECTION_DISAGREEMENT
S58B-011309,111371,111365,SHORT,554529,554499,7754.0,2019-05-06 20:45:00-05:00,2019-05-06 20:15:00-05:00,OPP_00554572_SHORT,DIRECTION_DISAGREEMENT
S58B-011317,111495,111494,SHORT,555149,555144,7734.0,2019-05-07 07:05:00-05:00,2019-05-07 07:00:00-05:00,OPP_00555197_SHORT,DIRECTION_DISAGREEMENT
S58B-011350,111848,111842,SHORT,556914,556884,7664.5,2019-05-08 13:45:00-05:00,2019-05-08 13:15:00-05:00,OPP_00556967_SHORT,DIRECTION_DISAGREEMENT
S58B-011367,111999,111997,SHORT,557669,557659,7573.0,2019-05-09 03:35:00-05:00,2019-05-09 03:25:00-05:00,OPP_00557637_SHORT,DIRECTION_DISAGREEMENT
S58B-011433,112669,112668,LONG,561019,561014,7372.5,2019-05-13 13:55:00-05:00,2019-05-13 13:50:00-05:00,OPP_00560987_LONG,DIRECTION_DISAGREEMENT
S58B-011437,112699,112696,SHORT,561169,561154,7307.25,2019-05-13 17:40:00-05:00,2019-05-13 17:25:00-05:00,OPP_00561135_SHORT,DIRECTION_DISAGREEMENT
S58B-011460,112861,112859,LONG,561979,561969,7391.25,2019-05-14 07:10:00-05:00,2019-05-14 07:00:00-05:00,OPP_00562016_LONG,DIRECTION_DISAGREEMENT
S58B-011564,113724,113717,LONG,566293,566258,7575.0,2019-05-17 10:50:00-05:00,2019-05-17 10:15:00-05:00,OPP_00566353_LONG,DIRECTION_DISAGREEMENT
S58B-011626,114289,114280,SHORT,569118,569073,7465.75,2019-05-21 12:25:00-05:00,2019-05-21 11:40:00-05:00,OPP_00569085_SHORT,DIRECTION_DISAGREEMENT
S58B-011691,114958,114952,SHORT,572462,572432,7339.5,2019-05-23 23:55:00-05:00,2019-05-23 23:25:00-05:00,OPP_00572427_SHORT,DIRECTION_DISAGREEMENT
S58B-011707,115147,115146,SHORT,573407,573402,7312.5,2019-05-24 15:55:00-05:00,2019-05-24 15:50:00-05:00,OPP_00573442_SHORT,DIRECTION_DISAGREEMENT
S58B-011719,115275,115267,LONG,574046,574006,7324.75,2019-05-27 03:35:00-05:00,2019-05-27 02:55:00-05:00,OPP_00573998_LONG,DIRECTION_DISAGREEMENT
S58B-011725,115338,115331,LONG,574361,574326,7318.25,2019-05-27 08:50:00-05:00,2019-05-27 08:15:00-05:00,OPP_00574403_LONG,DIRECTION_DISAGREEMENT
S58B-011728,115371,115367,SHORT,574526,574506,7313.5,2019-05-27 11:35:00-05:00,2019-05-27 11:15:00-05:00,OPP_00574581_SHORT,DIRECTION_DISAGREEMENT
S58B-011802,116122,116120,LONG,578280,578270,7259.0,2019-05-30 09:40:00-05:00,2019-05-30 09:30:00-05:00,OPP_00578326_LONG,DIRECTION_DISAGREEMENT
S58B-011829,116343,116342,SHORT,579383,579378,7147.0,2019-05-31 05:20:00-05:00,2019-05-31 05:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-011917,117295,117294,SHORT,584142,584137,7196.5,2019-06-05 17:40:00-05:00,2019-06-05 17:35:00-05:00,OPP_00584101_SHORT,DIRECTION_DISAGREEMENT
S58B-011922,117356,117351,LONG,584447,584422,7232.25,2019-06-05 22:45:00-05:00,2019-06-05 22:20:00-05:00,OPP_00584400_LONG,DIRECTION_DISAGREEMENT
