setup_id,5m_take_j,5m_arm_j,direction,5m_take_m1_i,5m_arm_m1_i,5m_take_price,5m_take_ts,5m_arm_ts,matched_opportunity_id,classification
S58B-012682,125019,125016,LONG,622714,622699,7990.5,2019-07-16 07:35:00-05:00,2019-07-16 07:20:00-05:00,OPP_00622681_LONG,DIRECTION_DISAGREEMENT
S58B-012769,125782,125774,SHORT,626526,626486,7965.75,2019-07-19 02:55:00-05:00,2019-07-19 02:15:00-05:00,OPP_00626560_SHORT,DIRECTION_DISAGREEMENT
S58B-012911,127203,127196,LONG,633630,633595,8003.75,2019-07-26 07:35:00-05:00,2019-07-26 07:00:00-05:00,OPP_00633684_LONG,DIRECTION_DISAGREEMENT
S58B-012913,127223,127220,LONG,633730,633715,8019.0,2019-07-26 09:15:00-05:00,2019-07-26 09:00:00-05:00,OPP_00633767_LONG,DIRECTION_DISAGREEMENT
S58B-012917,127247,127246,LONG,633850,633845,8025.75,2019-07-26 11:15:00-05:00,2019-07-26 11:10:00-05:00,OPP_00633896_LONG,DIRECTION_DISAGREEMENT
S58B-012942,127435,127433,LONG,634789,634779,8018.5,2019-07-29 04:10:00-05:00,2019-07-29 04:00:00-05:00,OPP_00634825_LONG,DIRECTION_DISAGREEMENT
S58B-012950,127524,127521,SHORT,635234,635219,7980.75,2019-07-29 11:35:00-05:00,2019-07-29 11:20:00-05:00,,DIRECTION_DISAGREEMENT
S58B-012956,127560,127559,LONG,635414,635409,8005.5,2019-07-29 14:35:00-05:00,2019-07-29 14:30:00-05:00,OPP_00635372_LONG,DIRECTION_DISAGREEMENT
S58B-013008,128053,128049,SHORT,637879,637859,7980.75,2019-07-31 10:10:00-05:00,2019-07-31 09:50:00-05:00,OPP_00637821_SHORT,DIRECTION_DISAGREEMENT
S58B-013033,128282,128272,LONG,639024,638974,7887.25,2019-08-01 06:30:00-05:00,2019-08-01 05:40:00-05:00,OPP_00639082_LONG,DIRECTION_DISAGREEMENT
S58B-013177,129756,129755,LONG,646394,646389,7737.75,2019-08-08 15:50:00-05:00,2019-08-08 15:45:00-05:00,OPP_00646437_LONG,DIRECTION_DISAGREEMENT
S58B-013181,129803,129802,LONG,646629,646624,7701.25,2019-08-08 20:45:00-05:00,2019-08-08 20:40:00-05:00,OPP_00646569_LONG,DIRECTION_DISAGREEMENT
S58B-013207,130068,130060,SHORT,647954,647914,7656.5,2019-08-11 20:05:00-05:00,2019-08-11 19:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-013292,130915,130914,LONG,652189,652184,7527.25,2019-08-14 22:25:00-05:00,2019-08-14 22:20:00-05:00,OPP_00652239_LONG,DIRECTION_DISAGREEMENT
S58B-013309,131149,131144,LONG,653359,653334,7519.5,2019-08-15 19:10:00-05:00,2019-08-15 18:45:00-05:00,OPP_00653394_LONG,DIRECTION_DISAGREEMENT
S58B-013364,131644,131637,LONG,655833,655798,7733.75,2019-08-19 13:40:00-05:00,2019-08-19 13:05:00-05:00,OPP_00655874_LONG,DIRECTION_DISAGREEMENT
S58B-013443,132475,132474,LONG,659988,659983,7730.75,2019-08-22 14:40:00-05:00,2019-08-22 14:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-013490,133044,133037,LONG,662833,662798,7586.5,2019-08-26 17:50:00-05:00,2019-08-26 17:15:00-05:00,OPP_00662787_LONG,DIRECTION_DISAGREEMENT
S58B-013494,133068,133061,SHORT,662953,662918,7578.0,2019-08-26 19:50:00-05:00,2019-08-26 19:15:00-05:00,OPP_00663013_SHORT,DIRECTION_DISAGREEMENT
S58B-013524,133363,133359,LONG,664428,664408,7586.5,2019-08-27 21:40:00-05:00,2019-08-27 21:20:00-05:00,OPP_00664385_LONG,DIRECTION_DISAGREEMENT
S58B-013624,134446,134445,SHORT,669842,669837,7630.25,2019-09-03 00:40:00-05:00,2019-09-03 00:35:00-05:00,OPP_00669877_SHORT,DIRECTION_DISAGREEMENT
S58B-013706,135228,135227,SHORT,673750,673745,7869.75,2019-09-05 21:35:00-05:00,2019-09-05 21:30:00-05:00,OPP_00673805_SHORT,DIRECTION_DISAGREEMENT
S58B-013729,135525,135524,SHORT,675235,675230,7873.5,2019-09-08 23:35:00-05:00,2019-09-08 23:30:00-05:00,OPP_00675181_SHORT,DIRECTION_DISAGREEMENT
S58B-013766,135889,135886,LONG,677055,677040,7809.25,2019-09-10 07:10:00-05:00,2019-09-10 06:55:00-05:00,OPP_00677093_LONG,DIRECTION_DISAGREEMENT
S58B-013782,136063,136051,SHORT,677925,677865,7812.5,2019-09-10 22:55:00-05:00,2019-09-10 21:55:00-05:00,OPP_00677960_SHORT,DIRECTION_DISAGREEMENT
S58B-013813,136397,136393,LONG,679595,679575,7916.75,2019-09-12 04:00:00-05:00,2019-09-12 03:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-013841,136614,136613,SHORT,680679,680674,7934.75,2019-09-12 23:20:00-05:00,2019-09-12 23:15:00-05:00,OPP_00680714_SHORT,DIRECTION_DISAGREEMENT
S58B-013881,137039,137038,SHORT,682802,682797,7864.5,2019-09-16 12:00:00-05:00,2019-09-16 11:55:00-05:00,OPP_00682755_SHORT,DIRECTION_DISAGREEMENT
S58B-013883,137063,137061,LONG,682922,682912,7876.75,2019-09-16 14:00:00-05:00,2019-09-16 13:50:00-05:00,OPP_00682965_LONG,DIRECTION_DISAGREEMENT
S58B-014085,139270,139269,LONG,693957,693952,7790.75,2019-09-26 17:10:00-05:00,2019-09-26 17:05:00-05:00,OPP_00694006_LONG,DIRECTION_DISAGREEMENT
S58B-014106,139426,139423,LONG,694737,694722,7811.0,2019-09-27 06:10:00-05:00,2019-09-27 05:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014124,139582,139576,SHORT,695517,695487,7725.5,2019-09-29 20:25:00-05:00,2019-09-29 19:55:00-05:00,OPP_00695469_SHORT,DIRECTION_DISAGREEMENT
S58B-014128,139612,139611,LONG,695667,695662,7744.0,2019-09-29 22:55:00-05:00,2019-09-29 22:50:00-05:00,OPP_00695622_LONG,DIRECTION_DISAGREEMENT
S58B-014137,139728,139722,SHORT,696247,696217,7714.75,2019-09-30 08:35:00-05:00,2019-09-30 08:05:00-05:00,OPP_00696216_SHORT,DIRECTION_DISAGREEMENT
S58B-014183,140153,140146,SHORT,698372,698337,7709.75,2019-10-01 22:30:00-05:00,2019-10-01 21:55:00-05:00,OPP_00698406_SHORT,DIRECTION_DISAGREEMENT
S58B-014226,140633,140621,SHORT,700772,700712,7655.25,2019-10-03 17:00:00-05:00,2019-10-03 14:45:00-05:00,OPP_00700807_SHORT,DIRECTION_DISAGREEMENT
S58B-014251,140856,140853,LONG,701887,701872,7734.0,2019-10-04 11:35:00-05:00,2019-10-04 11:20:00-05:00,OPP_00701942_LONG,DIRECTION_DISAGREEMENT
S58B-014331,141721,141720,LONG,706212,706207,7704.75,2019-10-09 15:40:00-05:00,2019-10-09 15:35:00-05:00,OPP_00706174_LONG,DIRECTION_DISAGREEMENT
S58B-014334,141745,141741,SHORT,706332,706312,7603.5,2019-10-09 18:40:00-05:00,2019-10-09 18:20:00-05:00,OPP_00706364_SHORT,DIRECTION_DISAGREEMENT
S58B-014349,141938,141934,LONG,707297,707277,7776.5,2019-10-10 10:45:00-05:00,2019-10-10 10:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014353,142008,142003,SHORT,707647,707622,7779.0,2019-10-10 17:50:00-05:00,2019-10-10 17:25:00-05:00,OPP_00707682_SHORT,DIRECTION_DISAGREEMENT
S58B-014376,142297,142296,LONG,709092,709087,7883.0,2019-10-13 19:10:00-05:00,2019-10-13 19:05:00-05:00,OPP_00709126_LONG,DIRECTION_DISAGREEMENT
S58B-014390,142481,142477,LONG,710012,709992,7866.0,2019-10-14 10:30:00-05:00,2019-10-14 10:10:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014391,142486,142485,LONG,710037,710032,7863.25,2019-10-14 10:55:00-05:00,2019-10-14 10:50:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014474,143442,143441,SHORT,714814,714809,7936.75,2019-10-17 23:35:00-05:00,2019-10-17 23:30:00-05:00,OPP_00714847_SHORT,DIRECTION_DISAGREEMENT
S58B-014533,144018,144008,LONG,717691,717641,7961.75,2019-10-22 02:05:00-05:00,2019-10-22 01:15:00-05:00,OPP_00717737_LONG,DIRECTION_DISAGREEMENT
S58B-014538,144057,144056,SHORT,717886,717881,7951.25,2019-10-22 05:20:00-05:00,2019-10-22 05:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014539,144069,144066,SHORT,717946,717931,7957.75,2019-10-22 06:20:00-05:00,2019-10-22 06:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014576,144466,144462,LONG,719931,719911,7927.5,2019-10-23 17:55:00-05:00,2019-10-23 17:35:00-05:00,OPP_00719983_LONG,DIRECTION_DISAGREEMENT
S58B-014687,145571,145570,LONG,725452,725447,8060.0,2019-10-29 19:00:00-05:00,2019-10-29 18:55:00-05:00,OPP_00725489_LONG,DIRECTION_DISAGREEMENT
S58B-014716,145821,145820,LONG,726702,726697,8123.0,2019-10-30 17:05:00-05:00,2019-10-30 17:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-014730,146001,145994,SHORT,727601,727566,8106.25,2019-10-31 08:05:00-05:00,2019-10-31 07:30:00-05:00,OPP_00727632_SHORT,DIRECTION_DISAGREEMENT
S58B-014735,146050,146047,SHORT,727846,727831,8068.25,2019-10-31 12:10:00-05:00,2019-10-31 11:55:00-05:00,OPP_00727889_SHORT,DIRECTION_DISAGREEMENT
S58B-014755,146320,146319,SHORT,729194,729189,8123.25,2019-11-01 11:55:00-05:00,2019-11-01 11:50:00-05:00,OPP_00729136_SHORT,DIRECTION_DISAGREEMENT
S58B-014768,146438,146435,SHORT,729784,729769,8188.75,2019-11-03 23:00:00-06:00,2019-11-03 22:45:00-06:00,OPP_00729832_SHORT,DIRECTION_DISAGREEMENT
S58B-014777,146511,146510,LONG,730149,730144,8212.25,2019-11-04 05:05:00-06:00,2019-11-04 05:00:00-06:00,,DIRECTION_DISAGREEMENT
S58B-014806,146804,146799,LONG,731614,731589,8237.25,2019-11-05 06:45:00-06:00,2019-11-05 06:20:00-06:00,OPP_00731656_LONG,DIRECTION_DISAGREEMENT
S58B-014855,147261,147260,SHORT,733896,733891,8196.0,2019-11-06 23:20:00-06:00,2019-11-06 23:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-014863,147325,147323,LONG,734216,734206,8253.5,2019-11-07 04:40:00-06:00,2019-11-07 04:30:00-06:00,,DIRECTION_DISAGREEMENT
S58B-014874,147426,147425,LONG,734721,734716,8259.25,2019-11-07 13:05:00-06:00,2019-11-07 13:00:00-06:00,,DIRECTION_DISAGREEMENT
S58B-014915,147834,147831,SHORT,736757,736742,8225.25,2019-11-11 01:30:00-06:00,2019-11-11 01:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015092,149517,149515,LONG,745170,745160,8368.0,2019-11-19 05:15:00-06:00,2019-11-19 05:05:00-06:00,OPP_00745208_LONG,DIRECTION_DISAGREEMENT
S58B-015137,150001,150000,SHORT,747590,747585,8275.5,2019-11-21 00:05:00-06:00,2019-11-21 00:00:00-06:00,OPP_00747533_SHORT,DIRECTION_DISAGREEMENT
S58B-015139,150046,150041,SHORT,747815,747790,8271.75,2019-11-21 03:50:00-06:00,2019-11-21 03:25:00-06:00,OPP_00747782_SHORT,DIRECTION_DISAGREEMENT
S58B-015282,151304,151297,LONG,754103,754068,8423.25,2019-11-27 18:55:00-06:00,2019-11-27 18:20:00-06:00,OPP_00754138_LONG,DIRECTION_DISAGREEMENT
S58B-015297,151452,151451,LONG,754842,754837,8440.5,2019-11-28 07:15:00-06:00,2019-11-28 07:10:00-06:00,OPP_00754805_LONG,DIRECTION_DISAGREEMENT
S58B-015350,152077,152076,LONG,757967,757962,8331.75,2019-12-02 22:20:00-06:00,2019-12-02 22:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015394,152552,152546,LONG,760342,760312,8297.25,2019-12-04 15:10:00-06:00,2019-12-04 14:40:00-06:00,OPP_00760376_LONG,DIRECTION_DISAGREEMENT
S58B-015481,153388,153383,SHORT,764522,764497,8357.25,2019-12-09 17:50:00-06:00,2019-12-09 17:25:00-06:00,OPP_00764554_SHORT,DIRECTION_DISAGREEMENT
S58B-015515,153695,153690,SHORT,766057,766032,8353.5,2019-12-10 20:40:00-06:00,2019-12-10 20:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015609,154722,154721,LONG,771186,771181,8608.25,2019-12-16 14:00:00-06:00,2019-12-16 13:55:00-06:00,OPP_00771246_LONG,DIRECTION_DISAGREEMENT
S58B-015625,154910,154909,SHORT,772126,772121,8605.75,2019-12-17 06:55:00-06:00,2019-12-17 06:50:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015653,155165,155161,LONG,773398,773378,8610.5,2019-12-18 05:25:00-06:00,2019-12-18 05:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015687,155464,155463,SHORT,774893,774888,8611.75,2019-12-19 07:35:00-06:00,2019-12-19 07:30:00-06:00,OPP_00774848_SHORT,DIRECTION_DISAGREEMENT
S58B-015743,155953,155951,LONG,777336,777326,8716.0,2019-12-23 02:50:00-06:00,2019-12-23 02:40:00-06:00,OPP_00777369_LONG,DIRECTION_DISAGREEMENT
S58B-015774,156246,156245,SHORT,778797,778792,8729.5,2019-12-24 04:30:00-06:00,2019-12-24 04:25:00-06:00,OPP_00778754_SHORT,DIRECTION_DISAGREEMENT
S58B-015896,157399,157391,SHORT,784541,784501,8727.25,2019-12-31 13:05:00-06:00,2019-12-31 12:25:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015906,157520,157518,SHORT,785145,785135,8786.5,2020-01-02 00:25:00-06:00,2020-01-02 00:15:00-06:00,,DIRECTION_DISAGREEMENT
S58B-015947,157868,157861,SHORT,786885,786850,8775.0,2020-01-03 06:40:00-06:00,2020-01-03 06:05:00-06:00,OPP_00786840_SHORT,DIRECTION_DISAGREEMENT
S58B-015995,158370,158369,SHORT,789395,789390,8881.75,2020-01-07 03:00:00-06:00,2020-01-07 02:55:00-06:00,OPP_00789426_SHORT,DIRECTION_DISAGREEMENT
S58B-016075,159252,159251,LONG,793805,793800,9039.0,2020-01-10 08:15:00-06:00,2020-01-10 08:10:00-06:00,OPP_00793844_LONG,DIRECTION_DISAGREEMENT
S58B-016142,159796,159794,LONG,796525,796515,9083.5,2020-01-14 08:05:00-06:00,2020-01-14 07:55:00-06:00,OPP_00796493_LONG,DIRECTION_DISAGREEMENT
S58B-016218,160670,160669,SHORT,800895,800890,9153.25,2020-01-17 12:40:00-06:00,2020-01-17 12:35:00-06:00,OPP_00800929_SHORT,DIRECTION_DISAGREEMENT
S58B-016327,161797,161796,SHORT,806523,806518,9260.0,2020-01-23 20:35:00-06:00,2020-01-23 20:30:00-06:00,OPP_00806563_SHORT,DIRECTION_DISAGREEMENT
S58B-016335,161898,161891,LONG,807027,806992,9276.0,2020-01-24 05:00:00-06:00,2020-01-24 04:25:00-06:00,OPP_00806995_LONG,DIRECTION_DISAGREEMENT
S58B-016445,163043,163039,LONG,812752,812732,9083.75,2020-01-30 09:25:00-06:00,2020-01-30 09:05:00-06:00,OPP_00812786_LONG,DIRECTION_DISAGREEMENT
S58B-016456,163127,163126,LONG,813172,813167,9225.5,2020-01-30 17:40:00-06:00,2020-01-30 17:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-016583,164472,164470,SHORT,819897,819887,9437.25,2020-02-06 14:45:00-06:00,2020-02-06 14:35:00-06:00,,DIRECTION_DISAGREEMENT
S58B-016662,165499,165498,LONG,825032,825027,9577.75,2020-02-12 09:20:00-06:00,2020-02-12 09:15:00-06:00,OPP_00825073_LONG,DIRECTION_DISAGREEMENT
S58B-016667,165538,165537,LONG,825227,825222,9610.25,2020-02-12 12:35:00-06:00,2020-02-12 12:30:00-06:00,OPP_00825284_LONG,DIRECTION_DISAGREEMENT
S58B-016717,166022,166018,LONG,827647,827627,9642.25,2020-02-14 07:25:00-06:00,2020-02-14 07:05:00-06:00,,DIRECTION_DISAGREEMENT
S58B-016738,166193,166192,SHORT,828502,828497,9670.75,2020-02-16 22:55:00-06:00,2020-02-16 22:50:00-06:00,,DIRECTION_DISAGREEMENT
S58B-016744,166282,166280,SHORT,828946,828936,9673.75,2020-02-17 06:20:00-06:00,2020-02-17 06:10:00-06:00,OPP_00828993_SHORT,DIRECTION_DISAGREEMENT
S58B-016859,167312,167311,LONG,834096,834091,9580.25,2020-02-21 04:55:00-06:00,2020-02-21 04:50:00-06:00,OPP_00834134_LONG,DIRECTION_DISAGREEMENT
S58B-017000,168541,168536,SHORT,840241,840216,8379.25,2020-02-27 17:35:00-06:00,2020-02-27 17:10:00-06:00,OPP_00840286_SHORT,DIRECTION_DISAGREEMENT
S58B-017024,168807,168794,SHORT,841571,841506,8301.5,2020-03-01 17:00:00-06:00,2020-02-28 14:40:00-06:00,OPP_00841614_SHORT,DIRECTION_DISAGREEMENT
S58B-017028,168869,168862,LONG,841881,841846,8518.5,2020-03-01 22:10:00-06:00,2020-03-01 21:35:00-06:00,OPP_00841847_LONG,DIRECTION_DISAGREEMENT
S58B-017034,168932,168931,LONG,842196,842191,8611.25,2020-03-02 03:25:00-06:00,2020-03-02 03:20:00-06:00,OPP_00842139_LONG,DIRECTION_DISAGREEMENT
S58B-017041,168970,168969,SHORT,842386,842381,8404.5,2020-03-02 06:35:00-06:00,2020-03-02 06:30:00-06:00,OPP_00842428_SHORT,DIRECTION_DISAGREEMENT
S58B-017051,169131,169130,SHORT,843191,843186,8827.25,2020-03-02 21:15:00-06:00,2020-03-02 21:10:00-06:00,OPP_00843235_SHORT,DIRECTION_DISAGREEMENT
S58B-017094,169460,169459,LONG,844836,844831,8719.0,2020-03-04 01:55:00-06:00,2020-03-04 01:50:00-06:00,OPP_00844868_LONG,DIRECTION_DISAGREEMENT
S58B-017169,170419,170417,SHORT,849396,849386,8027.75,2020-03-09 13:55:00-05:00,2020-03-09 13:45:00-05:00,OPP_00849449_SHORT,DIRECTION_DISAGREEMENT
S58B-017223,171005,171000,LONG,852326,852301,8039.75,2020-03-11 18:30:00-05:00,2020-03-11 18:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-017308,172098,172097,SHORT,857084,857079,7199.5,2020-03-18 09:20:00-05:00,2020-03-18 09:15:00-05:00,OPP_00857115_SHORT,DIRECTION_DISAGREEMENT
S58B-017321,172256,172253,SHORT,857871,857856,6927.25,2020-03-18 23:55:00-05:00,2020-03-18 23:40:00-05:00,OPP_00857921_SHORT,DIRECTION_DISAGREEMENT
S58B-017354,172570,172569,LONG,859441,859436,7622.5,2020-03-20 03:20:00-05:00,2020-03-20 03:15:00-05:00,,DIRECTION_DISAGREEMENT
S58B-017416,173290,173289,LONG,862962,862957,7508.25,2020-03-24 19:15:00-05:00,2020-03-24 19:10:00-05:00,OPP_00862994_LONG,DIRECTION_DISAGREEMENT
S58B-017435,173430,173422,LONG,863662,863622,7475.25,2020-03-25 06:55:00-05:00,2020-03-25 06:15:00-05:00,OPP_00863694_LONG,DIRECTION_DISAGREEMENT
S58B-017520,174338,174324,SHORT,868202,868132,7838.0,2020-03-30 14:20:00-05:00,2020-03-30 13:10:00-05:00,OPP_00868241_SHORT,DIRECTION_DISAGREEMENT
S58B-017536,174454,174453,SHORT,868778,868773,7846.0,2020-03-31 01:10:00-05:00,2020-03-31 01:05:00-05:00,OPP_00868739_SHORT,DIRECTION_DISAGREEMENT
S58B-017589,175069,175064,SHORT,871841,871816,7530.75,2020-04-02 06:40:00-05:00,2020-04-02 06:15:00-05:00,OPP_00871883_SHORT,DIRECTION_DISAGREEMENT
S58B-017639,175652,175640,SHORT,874756,874696,7842.5,2020-04-06 09:45:00-05:00,2020-04-06 08:45:00-05:00,OPP_00874712_SHORT,DIRECTION_DISAGREEMENT
S58B-017646,175732,175727,LONG,875156,875131,8014.5,2020-04-06 17:40:00-05:00,2020-04-06 17:15:00-05:00,OPP_00875189_LONG,DIRECTION_DISAGREEMENT
S58B-017715,176529,176526,SHORT,879141,879126,8209.0,2020-04-09 14:35:00-05:00,2020-04-09 14:20:00-05:00,OPP_00879088_SHORT,DIRECTION_DISAGREEMENT
S58B-017759,176914,176909,LONG,881066,881041,8451.0,2020-04-14 01:10:00-05:00,2020-04-14 00:45:00-05:00,OPP_00881102_LONG,DIRECTION_DISAGREEMENT
S58B-017799,177284,177281,SHORT,882916,882901,8505.75,2020-04-15 09:15:00-05:00,2020-04-15 09:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-017823,177506,177500,SHORT,884026,883996,8648.5,2020-04-16 05:00:00-05:00,2020-04-16 04:30:00-05:00,OPP_00884073_SHORT,DIRECTION_DISAGREEMENT
S58B-017918,178616,178613,LONG,889576,889561,8526.5,2020-04-22 06:30:00-05:00,2020-04-22 06:15:00-05:00,OPP_00889615_LONG,DIRECTION_DISAGREEMENT
S58B-017996,179271,179269,LONG,892851,892841,8767.0,2020-04-24 15:50:00-05:00,2020-04-24 15:40:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018019,179526,179518,SHORT,894126,894086,8815.75,2020-04-27 14:05:00-05:00,2020-04-27 13:25:00-05:00,OPP_00894090_SHORT,DIRECTION_DISAGREEMENT
S58B-018027,179649,179647,LONG,894741,894731,8827.25,2020-04-28 01:35:00-05:00,2020-04-28 01:25:00-05:00,OPP_00894779_LONG,DIRECTION_DISAGREEMENT
S58B-018044,179784,179779,SHORT,895416,895391,8742.25,2020-04-28 12:50:00-05:00,2020-04-28 12:25:00-05:00,OPP_00895457_SHORT,DIRECTION_DISAGREEMENT
S58B-018063,179948,179943,SHORT,896236,896211,8815.0,2020-04-29 03:45:00-05:00,2020-04-29 03:20:00-05:00,OPP_00896279_SHORT,DIRECTION_DISAGREEMENT
S58B-018083,180152,180139,SHORT,897256,897191,9081.0,2020-04-29 22:00:00-05:00,2020-04-29 20:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018088,180197,180184,LONG,897481,897416,9096.75,2020-04-30 01:45:00-05:00,2020-04-30 00:40:00-05:00,OPP_00897537_LONG,DIRECTION_DISAGREEMENT
S58B-018119,180541,180537,SHORT,899201,899181,8776.25,2020-05-01 07:40:00-05:00,2020-05-01 07:20:00-05:00,OPP_00899245_SHORT,DIRECTION_DISAGREEMENT
S58B-018129,180626,180620,LONG,899626,899596,8720.5,2020-05-01 14:45:00-05:00,2020-05-01 14:15:00-05:00,OPP_00899584_LONG,DIRECTION_DISAGREEMENT
S58B-018136,180723,180710,LONG,900111,900046,8632.75,2020-05-04 00:05:00-05:00,2020-05-03 23:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018164,181008,181007,LONG,901536,901531,8870.75,2020-05-05 01:05:00-05:00,2020-05-05 01:00:00-05:00,OPP_00901577_LONG,DIRECTION_DISAGREEMENT
S58B-018189,181203,181202,LONG,902511,902506,8958.75,2020-05-05 18:35:00-05:00,2020-05-05 18:30:00-05:00,OPP_00902462_LONG,DIRECTION_DISAGREEMENT
S58B-018205,181367,181360,SHORT,903331,903296,8980.0,2020-05-06 08:15:00-05:00,2020-05-06 07:40:00-05:00,OPP_00903374_SHORT,DIRECTION_DISAGREEMENT
S58B-018346,182928,182927,SHORT,911136,911131,8956.0,2020-05-14 01:50:00-05:00,2020-05-14 01:45:00-05:00,OPP_00911195_SHORT,DIRECTION_DISAGREEMENT
S58B-018403,183498,183495,LONG,913986,913971,9232.5,2020-05-18 03:50:00-05:00,2020-05-18 03:35:00-05:00,OPP_00914032_LONG,DIRECTION_DISAGREEMENT
S58B-018455,184068,184065,LONG,916836,916821,9403.0,2020-05-20 05:50:00-05:00,2020-05-20 05:35:00-05:00,OPP_00916885_LONG,DIRECTION_DISAGREEMENT
S58B-018494,184462,184459,SHORT,918806,918791,9377.0,2020-05-21 17:10:00-05:00,2020-05-21 15:55:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018511,184638,184637,LONG,919686,919681,9350.75,2020-05-22 07:50:00-05:00,2020-05-22 07:45:00-05:00,OPP_00919717_LONG,DIRECTION_DISAGREEMENT
S58B-018516,184678,184677,SHORT,919886,919881,9359.0,2020-05-22 11:10:00-05:00,2020-05-22 11:05:00-05:00,OPP_00919924_SHORT,DIRECTION_DISAGREEMENT
S58B-018519,184714,184713,LONG,920066,920061,9402.5,2020-05-22 14:10:00-05:00,2020-05-22 14:05:00-05:00,OPP_00920100_LONG,DIRECTION_DISAGREEMENT
S58B-018535,184839,184838,LONG,920691,920686,9470.25,2020-05-25 01:50:00-05:00,2020-05-25 01:45:00-05:00,OPP_00920736_LONG,DIRECTION_DISAGREEMENT
S58B-018556,184988,184986,SHORT,921435,921425,9512.25,2020-05-25 19:15:00-05:00,2020-05-25 19:05:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018586,185256,185247,LONG,922775,922730,9398.0,2020-05-26 18:50:00-05:00,2020-05-26 18:05:00-05:00,OPP_00922826_LONG,DIRECTION_DISAGREEMENT
S58B-018608,185455,185445,SHORT,923770,923720,9290.75,2020-05-27 11:25:00-05:00,2020-05-27 10:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018656,185992,185988,SHORT,926455,926435,9422.25,2020-05-29 10:40:00-05:00,2020-05-29 10:20:00-05:00,OPP_00926415_SHORT,DIRECTION_DISAGREEMENT
S58B-018686,186369,186366,LONG,928340,928325,9583.5,2020-06-01 20:35:00-05:00,2020-06-01 20:20:00-05:00,OPP_00928308_LONG,DIRECTION_DISAGREEMENT
S58B-018721,186752,186748,LONG,930255,930235,9681.75,2020-06-03 05:45:00-05:00,2020-06-03 05:25:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018739,186969,186968,LONG,931340,931335,9676.0,2020-06-04 01:05:00-05:00,2020-06-04 01:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018770,187280,187271,LONG,932895,932850,9681.0,2020-06-05 04:15:00-05:00,2020-06-05 03:30:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018802,187630,187629,SHORT,934645,934640,9801.25,2020-06-08 10:40:00-05:00,2020-06-08 10:35:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018855,188157,188156,LONG,937280,937275,10077.5,2020-06-10 09:05:00-05:00,2020-06-10 09:00:00-05:00,,DIRECTION_DISAGREEMENT
S58B-018874,188335,188333,SHORT,938170,938160,9996.75,2020-06-11 01:10:00-05:00,2020-06-11 01:00:00-05:00,OPP_00938222_SHORT,DIRECTION_DISAGREEMENT
S58B-018968,189131,189124,LONG,942150,942115,9927.75,2020-06-15 23:15:00-05:00,2020-06-15 22:40:00-05:00,OPP_00942194_LONG,DIRECTION_DISAGREEMENT
S58B-019004,189462,189461,LONG,943802,943797,10018.5,2020-06-17 04:05:00-05:00,2020-06-17 04:00:00-05:00,OPP_00943757_LONG,DIRECTION_DISAGREEMENT
S58B-019009,189542,189538,SHORT,944202,944182,9987.0,2020-06-17 10:45:00-05:00,2020-06-17 10:25:00-05:00,OPP_00944233_SHORT,DIRECTION_DISAGREEMENT
S58B-019014,189574,189573,LONG,944362,944357,10031.0,2020-06-17 13:25:00-05:00,2020-06-17 13:20:00-05:00,,DIRECTION_DISAGREEMENT
S58B-019020,189660,189659,SHORT,944792,944787,9879.75,2020-06-17 21:50:00-05:00,2020-06-17 21:45:00-05:00,OPP_00944742_SHORT,DIRECTION_DISAGREEMENT
S58B-019045,189849,189848,LONG,945737,945732,9971.5,2020-06-18 13:35:00-05:00,2020-06-18 13:30:00-05:00,OPP_00945784_LONG,DIRECTION_DISAGREEMENT
