event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R,MAE_R
MR01915,2022-01-25 13:45:00-06:00,Short,14421.5,MISSED,,,8.067506239621993,0.06047605876778107
MR01916,2022-01-25 15:45:00-06:00,Long,13911.25,CAPTURED_PHASE33,2022-01-25 23:15:00+00:00,RL,4.710211566053943,0.0
MR01917,2022-01-27 10:00:00-06:00,Short,14374.0,CAPTURED_OTHER_EXISTING,2022-01-27 17:15:00+00:00,S,5.067489199466995,0.23209874196032038
MR01918,2022-01-27 12:15:00-06:00,Long,14001.5,MISSED,,,2.4695927855767117,0.6766007631717018
MR01919,2022-01-28 09:30:00-06:00,Long,13944.75,CAPTURED_OTHER_EXISTING,2022-01-28 16:00:00+00:00,L,5.879350685179838,0.05875154146503764
MR01920,2022-01-28 13:30:00-06:00,Long,14080.0,CAPTURED_PHASE33,2022-01-28 20:00:00+00:00,RL,4.555470577581491,0.396127876311434
MR01921,2022-01-31 14:15:00-06:00,Long,14735.75,MISSED,,,3.8943325330817333,0.43270361478685926
MR01922,2022-02-01 09:45:00-06:00,Long,14778.75,MISSED,,,2.012860246752017,0.43132719573257505
MR01923,2022-02-01 13:15:00-06:00,Long,14842.75,CAPTURED_OTHER_EXISTING,2022-02-01 20:15:00+00:00,L,6.441410730913671,0.46676889354446893
MR01924,2022-02-02 10:30:00-06:00,Long,14962.75,CAPTURED_PHASE33,2022-02-02 17:00:00+00:00,RL,3.5315168775146226,0.45044858131564064
MR01925,2022-02-02 13:15:00-06:00,Long,15032.0,MISSED,,,2.4445451292684712,5.416345090339947
MR01926,2022-02-02 14:15:00-06:00,Short,15174.25,MISSED,,,6.958209088418318,0.8207118411980581
MR01927,2022-02-03 12:30:00-06:00,Short,14733.5,CAPTURED_OTHER_EXISTING,2022-02-03 19:45:00+00:00,S,3.437360632255175,0.8124670585330414
MR01928,2022-02-03 14:45:00-06:00,Long,14477.5,MISSED,,,7.550595134338012,0.04224953312579223
MR01929,2022-02-04 10:15:00-06:00,Long,14463.25,CAPTURED_OTHER_EXISTING,2022-02-04 16:30:00+00:00,L,3.505074740456399,0.19753370096936454
MR01930,2022-02-04 14:00:00-06:00,Short,14840.75,CAPTURED_PHASE33,2022-02-04 20:30:00+00:00,RS,4.0572331350821464,0.10706587439800108
MR01931,2022-02-07 09:30:00-06:00,Short,14790.75,CAPTURED_OTHER_EXISTING,2022-02-07 16:45:00+00:00,S,4.472936494815193,0.9723774988728681
MR01932,2022-02-07 11:30:00-06:00,Long,14576.75,CAPTURED_OTHER_EXISTING,2022-02-07 19:30:00+00:00,L,3.0864590776969174,0.19044109202810766
MR01933,2022-02-07 14:15:00-06:00,Short,14748.25,MISSED,,,3.3088786096499594,0.38625042135991744
MR01934,2022-02-08 09:30:00-06:00,Long,14494.25,CAPTURED_OTHER_EXISTING,2022-02-08 15:45:00+00:00,L,6.831834912456512,0.04105670019505115
MR01935,2022-02-08 11:30:00-06:00,Short,14780.0,CAPTURED_OTHER_EXISTING,2022-02-08 19:30:00+00:00,S,3.658284126510976,0.306727298950818
MR01936,2022-02-09 11:00:00-06:00,Long,14930.5,CAPTURED_OTHER_EXISTING,2022-02-09 17:45:00+00:00,L,3.0053614405373312,0.19909334464127432
MR01937,2022-02-09 14:15:00-06:00,Long,14968.5,MISSED,,,2.5421485307907536,0.7380431218424768
MR01938,2022-02-10 11:30:00-06:00,Short,14999.75,CAPTURED_OTHER_EXISTING,2022-02-10 18:30:00+00:00,S,5.782359722688102,0.16760462964313338
MR01939,2022-02-14 09:30:00-06:00,Long,14225.25,CAPTURED_OTHER_EXISTING,2022-02-14 16:30:00+00:00,L,2.4345250420434903,0.32762759364974503
MR01940,2022-02-14 11:30:00-06:00,Short,14415.25,CAPTURED_OTHER_EXISTING,2022-02-14 18:30:00+00:00,S,5.686274810749029,0.39608593624492283
MR01941,2022-02-14 13:00:00-06:00,Long,14123.25,CAPTURED_PHASE33,2022-02-14 20:00:00+00:00,RL,3.1683391392316382,0.4069899056899178
MR01942,2022-02-15 10:45:00-06:00,Short,14585.0,MISSED,,,4.098270367490313,0.3443218956293091
MR01943,2022-02-15 11:45:00-06:00,Long,14448.75,CAPTURED_OTHER_EXISTING,2022-02-15 18:30:00+00:00,L,3.328871521554057,0.20199463116226074
MR01944,2022-02-16 11:30:00-06:00,Long,14406.25,CAPTURED_OTHER_EXISTING,2022-02-16 19:30:00+00:00,L,6.797426396341622,0.9762261313894883
MR01945,2022-02-18 12:15:00-06:00,Long,13927.5,CAPTURED_OTHER_EXISTING,2022-02-18 19:30:00+00:00,L,5.210150735112306,0.17284860258666415
MR01946,2022-02-18 14:00:00-06:00,Short,14165.0,CAPTURED_PHASE33,2022-02-18 20:30:00+00:00,RS,5.36341368834194,0.22394211642346307
MR01947,2022-02-22 09:30:00-06:00,Short,14129.5,CAPTURED_OTHER_EXISTING,2022-02-22 15:45:00+00:00,S,3.8281064142556076,0.21627719854551455
MR01948,2022-02-22 13:00:00-06:00,Long,13732.0,CAPTURED_OTHER_EXISTING,2022-02-22 19:30:00+00:00,L,6.301898407259846,0.6483683938238496
MR01949,2022-02-22 14:15:00-06:00,Short,14035.0,MISSED,,,2.778672718559037,0.31848574348932485
MR01950,2022-02-23 10:15:00-06:00,Long,13735.25,CAPTURED_OTHER_EXISTING,2022-02-23 17:30:00+00:00,L,3.697389431698156,2.0961577880493483
MR01951,2022-02-23 11:15:00-06:00,Short,13885.25,MISSED,,,6.4303533991687045,0.16437508689081554
MR01952,2022-02-24 09:30:00-06:00,Long,13329.25,CAPTURED_OTHER_EXISTING,2022-02-24 17:00:00+00:00,L,3.05678991081372,0.05376263662235187
MR01953,2022-02-24 11:15:00-06:00,Long,13424.75,CAPTURED_OTHER_EXISTING,2022-02-24 17:00:00+00:00,L,3.6370615202423915,0.512313360993184
MR01954,2022-02-28 10:30:00-06:00,Short,14313.5,CAPTURED_OTHER_EXISTING,2022-02-28 17:45:00+00:00,S,4.072166195845497,0.24232813067127154
MR01955,2022-02-28 13:15:00-06:00,Long,14017.0,MISSED,,,4.227737307487647,0.39992109665423686
MR01956,2022-03-01 14:00:00-06:00,Short,14120.75,MISSED,,,3.2491917824174803,0.14556379185230311
MR01957,2022-03-02 09:45:00-06:00,Long,14032.5,CAPTURED_OTHER_EXISTING,2022-03-02 16:15:00+00:00,L,3.673106517013902,0.7335733414863713
MR01958,2022-03-03 15:45:00-06:00,Short,14086.5,MISSED,,,7.619998258252933,0.7338261435290873
MR01959,2022-03-04 10:00:00-06:00,Long,13755.0,CAPTURED_PHASE33,2022-03-04 16:45:00+00:00,RL,4.17116077104412,0.27092789852519317
MR01960,2022-03-04 12:00:00-06:00,Short,13955.75,CAPTURED_OTHER_EXISTING,2022-03-04 17:45:00+00:00,S,3.3509012695175704,0.3012639942626207
MR01961,2022-03-04 13:45:00-06:00,Long,13763.0,MISSED,,,2.2293567355165314,0.0971632475527786
MR01962,2022-03-04 14:45:00-06:00,Short,13873.0,MISSED,,,5.565954052985844,0.08223016144762095
MR01963,2022-03-08 10:30:00-06:00,Long,13139.5,CAPTURED_OTHER_EXISTING,2022-03-08 16:00:00+00:00,L,8.30454105844068,0.0442586975013796
MR01964,2022-03-08 12:00:00-06:00,Short,13687.25,CAPTURED_OTHER_EXISTING,2022-03-08 18:30:00+00:00,S,4.510005201520635,0.41746633883574924
MR01965,2022-03-08 13:00:00-06:00,Long,13312.25,CAPTURED_PHASE33,2022-03-08 19:45:00+00:00,RL,2.0788372913279827,1.8803880350353268
MR01966,2022-03-08 14:00:00-06:00,Short,13532.25,MISSED,,,3.6234045730574227,0.21879661648837134
MR01967,2022-03-09 12:45:00-06:00,Long,13680.25,CAPTURED_PHASE33,2022-03-09 19:15:00+00:00,RL,2.6303078845025114,0.20088270239637318
MR01968,2022-03-09 14:45:00-06:00,Long,13723.25,MISSED,,,2.068854258345904,0.6594472948477569
MR01969,2022-03-09 15:30:00-06:00,Short,13843.0,MISSED,,,2.055335958299762,0.025374518003700768
MR01970,2022-03-10 10:15:00-06:00,Long,13417.5,MISSED,,,2.3405546822034435,0.2540136864406838
MR01971,2022-03-10 12:00:00-06:00,Long,13442.0,CAPTURED_PHASE33,2022-03-10 18:30:00+00:00,RL,5.100849075783546,0.2081979214605529
MR01972,2022-03-11 11:30:00-06:00,Long,13424.5,CAPTURED_PHASE33,2022-03-11 19:30:00+00:00,RL,2.118111133191446,0.23186423647361987
MR01973,2022-03-11 14:45:00-06:00,Long,13303.0,MISSED,,,2.7437539503968256,0.11958249662746455
MR01974,2022-03-14 09:45:00-05:00,Short,13404.25,MISSED,,,6.3162229663100335,0.17319548836497092
MR01975,2022-03-15 10:30:00-05:00,Short,13428.75,MISSED,,,2.2531819643961426,0.3338047354660952
MR01976,2022-03-15 13:15:00-05:00,Long,13283.0,CAPTURED_OTHER_EXISTING,2022-03-15 19:00:00+00:00,L,4.617155964746988,0.4368399861521461
MR01977,2022-03-16 13:30:00-05:00,Long,13488.25,CAPTURED_OTHER_EXISTING,2022-03-16 19:30:00+00:00,L,6.6472037040877705,0.5706958845170359
MR01978,2022-03-17 10:00:00-05:00,Long,13867.0,CAPTURED_OTHER_EXISTING,2022-03-17 16:30:00+00:00,L,3.3694463699948742,0.04067742096573289
MR01979,2022-03-17 14:00:00-05:00,Long,14031.25,CAPTURED_OTHER_EXISTING,2022-03-17 19:45:00+00:00,L,3.0007116024036167,0.3212606954737357
MR01980,2022-03-21 09:30:00-05:00,Long,14254.5,CAPTURED_OTHER_EXISTING,2022-03-21 15:00:00+00:00,L,5.580222634614198,0.1812784189210827
MR01981,2022-03-21 10:45:00-05:00,Short,14480.0,CAPTURED_OTHER_EXISTING,2022-03-21 17:00:00+00:00,S,6.836340860081036,0.23940493284330475
MR01982,2022-03-21 12:15:00-05:00,Long,14209.0,MISSED,,,2.904448450484379,0.10073231620177038
MR01983,2022-03-22 10:15:00-05:00,Short,14710.0,CAPTURED_PHASE33,2022-03-22 16:00:00+00:00,RS,3.454615865413287,0.025526718217339556
MR01984,2022-03-22 11:30:00-05:00,Long,14596.25,MISSED,,,2.4550720079628805,0.28883200093680944
MR01985,2022-03-22 13:30:00-05:00,Long,14615.5,MISSED,,,2.237176102743231,0.3010018756418165
MR01986,2022-03-23 09:45:00-05:00,Long,14553.0,CAPTURED_OTHER_EXISTING,2022-03-23 15:00:00+00:00,L,3.2177325251748936,0.8799161328896492
MR01987,2022-03-24 09:30:00-05:00,Long,14458.75,CAPTURED_OTHER_EXISTING,2022-03-24 14:45:00+00:00,L,4.755371164350902,0.4722800128978636
MR01988,2022-03-24 10:30:00-05:00,Short,14689.25,MISSED,,,2.1354229656009407,0.3123237670776886
MR01989,2022-03-25 09:45:00-05:00,Short,14833.25,MISSED,,,5.751593525983561,0.36308481369193213
MR01990,2022-03-25 14:30:00-05:00,Long,14652.25,MISSED,,,2.9547842291799817,0.0
MR01991,2022-03-28 10:00:00-05:00,Short,14910.75,CAPTURED_PHASE33,2022-03-28 15:15:00+00:00,RS,4.359920114660918,0.29558780438379106
MR01992,2022-03-28 11:15:00-05:00,Long,14726.25,CAPTURED_OTHER_EXISTING,2022-03-28 17:30:00+00:00,L,3.8161564560034877,0.15425588486481584
MR01993,2022-03-29 11:30:00-05:00,Long,15104.25,CAPTURED_OTHER_EXISTING,2022-03-29 17:45:00+00:00,L,2.6616506254986856,0.8613299106388319
MR01994,2022-03-30 10:00:00-05:00,Long,15121.5,CAPTURED_OTHER_EXISTING,2022-03-30 16:45:00+00:00,L,2.779229201568962,0.6924678818724013
MR01995,2022-03-30 11:45:00-05:00,Short,15222.0,CAPTURED_PHASE33,2022-03-30 17:30:00+00:00,RS,4.473429584079625,0.11421522342330957
MR01996,2022-03-30 14:15:00-05:00,Long,15037.5,MISSED,,,2.8268636303038157,0.5833210665706287
MR01997,2022-03-31 13:15:00-05:00,Long,14985.5,CAPTURED_OTHER_EXISTING,2022-03-31 19:00:00+00:00,L,2.685002620213681,5.11828624478233
MR01998,2022-03-31 14:00:00-05:00,Short,15090.0,MISSED,,,6.354948153695461,0.02751059806794572
MR01999,2022-04-01 12:15:00-05:00,Long,14750.25,CAPTURED_OTHER_EXISTING,2022-04-01 18:15:00+00:00,L,3.956877900047486,0.2064458034807384
MR02000,2022-04-01 14:30:00-05:00,Long,14773.0,MISSED,,,3.7379479503398505,0.226542300020597
MR02001,2022-04-04 13:00:00-05:00,Long,15092.5,CAPTURED_OTHER_EXISTING,2022-04-04 18:30:00+00:00,L,4.388919418713621,0.3092463547061088
MR02002,2022-04-05 11:15:00-05:00,Long,14875.25,MISSED,,,2.874139229896807,0.3832185639862409
MR02003,2022-04-05 12:15:00-05:00,Short,14966.0,MISSED,,,3.903203520911319,0.017621686324656067
MR02004,2022-04-06 10:00:00-05:00,Long,14471.5,CAPTURED_OTHER_EXISTING,2022-04-06 14:45:00+00:00,L,2.22220462725922,1.490394268081485
MR02005,2022-04-06 13:15:00-05:00,Long,14420.0,MISSED,,,5.278134190272473,0.08101032405376876
MR02006,2022-04-06 14:00:00-05:00,Short,14678.0,MISSED,,,2.5939446498306684,0.5485218923554971
MR02007,2022-04-07 11:45:00-05:00,Long,14342.25,CAPTURED_OTHER_EXISTING,2022-04-07 17:15:00+00:00,L,5.642038028648578,0.12126552324018437
MR02008,2022-04-08 11:15:00-05:00,Short,14523.5,MISSED,,,3.861824731389558,0.04660822951677053
MR02009,2022-04-11 11:30:00-05:00,Long,14069.5,CAPTURED_OTHER_EXISTING,2022-04-11 17:15:00+00:00,L,2.2967060556104957,0.6475674968826586
MR02010,2022-04-11 12:00:00-05:00,Short,14156.5,CAPTURED_PHASE33,2022-04-11 17:30:00+00:00,RS,2.661071963663807,0.09473071715308053
MR02011,2022-04-11 14:00:00-05:00,Short,14149.0,MISSED,,,2.985138994242047,0.42275089802849797
MR02012,2022-04-12 10:30:00-05:00,Short,14227.25,CAPTURED_PHASE33,2022-04-12 16:15:00+00:00,RS,3.3583213913933556,0.20238471661880864
MR02013,2022-04-12 14:00:00-05:00,Long,13906.5,CAPTURED_PHASE33,2022-04-12 19:45:00+00:00,RL,2.103324771602639,0.15714495420019717
MR02014,2022-04-13 12:45:00-05:00,Long,14157.75,MISSED,,,3.572684508015514,0.3733922051132603
MR02015,2022-04-14 11:45:00-05:00,Long,13985.5,MISSED,,,2.1594454368585563,1.4534728901932592
MR02016,2022-04-14 13:00:00-05:00,Short,14073.75,CAPTURED_OTHER_EXISTING,2022-04-14 19:00:00+00:00,S,5.744554210352227,0.36942470806123645
MR02017,2022-04-18 09:30:00-05:00,Short,14022.5,CAPTURED_OTHER_EXISTING,2022-04-18 15:30:00+00:00,S,6.536168544208889,0.3650068148064704
MR02018,2022-04-18 11:30:00-05:00,Long,13811.25,CAPTURED_PHASE33,2022-04-18 17:15:00+00:00,RL,5.7202516811361885,0.4339501275344695
MR02019,2022-04-18 13:15:00-05:00,Short,14021.0,MISSED,,,4.062577477598438,0.6440671610826793
MR02020,2022-04-18 14:45:00-05:00,Long,13849.5,MISSED,,,2.0315080002302977,0.08291869388695093
MR02021,2022-04-19 13:15:00-05:00,Long,14127.5,CAPTURED_OTHER_EXISTING,2022-04-19 19:15:00+00:00,L,4.0416072735395945,2.3030888454538267
MR02022,2022-04-19 14:45:00-05:00,Short,14267.25,MISSED,,,5.010005610287303,0.16161308420281623
MR02023,2022-04-20 09:45:00-05:00,Short,14174.0,CAPTURED_OTHER_EXISTING,2022-04-20 15:15:00+00:00,S,4.477847315598499,0.09061411093959863
MR02024,2022-04-20 11:15:00-05:00,Long,14004.75,MISSED,,,3.248104570429194,0.13358005809124393
MR02025,2022-04-20 12:45:00-05:00,Short,14141.25,MISSED,,,3.455206948748026,0.3581616959068075
MR02026,2022-04-20 13:45:00-05:00,Long,13981.75,CAPTURED_OTHER_EXISTING,2022-04-20 19:15:00+00:00,L,2.897063294400508,0.16094796080002824
MR02027,2022-04-21 09:30:00-05:00,Short,14217.5,CAPTURED_OTHER_EXISTING,2022-04-21 15:45:00+00:00,S,7.02103992103748,0.10904840976521774
MR02028,2022-04-22 14:30:00-05:00,Short,13533.75,MISSED,,,3.8432159315615997,0.04277028858653609
MR02029,2022-04-25 09:30:00-05:00,Short,13492.0,CAPTURED_OTHER_EXISTING,2022-04-25 15:00:00+00:00,S,3.395564553594716,0.6585991661980213
MR02030,2022-04-25 10:45:00-05:00,Long,13265.5,MISSED,,,2.9787007326684605,0.48397650095283196
MR02031,2022-04-26 10:45:00-05:00,Long,13121.5,CAPTURED_OTHER_EXISTING,2022-04-26 16:15:00+00:00,L,3.582509708578217,0.07681794696756411
MR02032,2022-04-26 11:45:00-05:00,Short,13255.0,CAPTURED_PHASE33,2022-04-26 16:45:00+00:00,RS,3.0753122831875928,0.03868317337342884
MR02033,2022-04-26 14:00:00-05:00,Short,13238.5,MISSED,,,6.941701821319249,0.07342727719865765
MR02034,2022-04-26 15:30:00-05:00,Long,12826.75,MISSED,,,4.227267889134389,0.09100684368427102
MR02035,2022-04-27 11:30:00-05:00,Short,13256.75,CAPTURED_PHASE33,2022-04-27 17:15:00+00:00,RS,2.2042804937572327,0.1137965073258992
MR02036,2022-04-27 14:45:00-05:00,Long,13002.25,MISSED,,,3.422483737705186,0.30353647545200235
MR02037,2022-04-28 14:15:00-05:00,Short,13567.25,MISSED,,,8.004814682590611,0.16587106402912244
MR02038,2022-04-29 10:45:00-05:00,Short,13280.25,MISSED,,,2.4348350732677844,0.17643732414983945
MR02039,2022-04-29 12:30:00-05:00,Short,13162.25,CAPTURED_OTHER_EXISTING,2022-04-29 19:15:00+00:00,S,3.1965319341192617,0.1106066413190056
MR02040,2022-05-02 09:30:00-05:00,Short,13071.75,CAPTURED_OTHER_EXISTING,2022-05-02 15:00:00+00:00,S,2.807695627842182,0.09959731112278011
MR02041,2022-05-02 11:15:00-05:00,Short,12980.75,MISSED,,,3.347728509496132,0.5010793640020017
MR02042,2022-05-02 13:30:00-05:00,Long,12735.0,CAPTURED_OTHER_EXISTING,2022-05-02 19:15:00+00:00,L,6.647281076130661,0.0
MR02043,2022-05-03 09:45:00-05:00,Long,13001.75,MISSED,,,2.8855259020780686,0.6452863831651376
MR02044,2022-05-03 12:45:00-05:00,Short,13209.0,MISSED,,,3.109388289969132,0.06604010527368068
MR02045,2022-05-04 10:30:00-05:00,Long,12908.25,MISSED,,,8.285762748961929,0.1673891464436753
MR02046,2022-05-04 13:30:00-05:00,Long,12964.0,CAPTURED_OTHER_EXISTING,2022-05-04 19:00:00+00:00,L,7.0070517273026045,0.0
MR02047,2022-05-05 12:00:00-05:00,Short,12991.25,MISSED,,,3.3009015897304166,0.7667816724019665
MR02048,2022-05-06 09:30:00-05:00,Long,12661.0,CAPTURED_OTHER_EXISTING,2022-05-06 15:00:00+00:00,L,3.8939893669086887,0.19807088771072334
MR02049,2022-05-06 10:15:00-05:00,Short,12954.0,CAPTURED_PHASE33,2022-05-06 15:45:00+00:00,RS,2.80485997429963,0.2108351121621198
MR02050,2022-05-06 12:00:00-05:00,Short,12901.75,MISSED,,,2.9982013080276215,0.1552578352833636
MR02051,2022-05-06 14:15:00-05:00,Long,12591.5,MISSED,,,2.20841353414614,0.7876160156744975
MR02052,2022-05-06 14:45:00-05:00,Short,12779.5,MISSED,,,2.001330139284257,0.17680924162849637
MR02053,2022-05-09 10:30:00-05:00,Long,12263.5,CAPTURED_OTHER_EXISTING,2022-05-09 16:15:00+00:00,L,2.072716666852003,1.4217378141974797
MR02054,2022-05-09 11:15:00-05:00,Short,12444.75,MISSED,,,2.986494578154492,0.5700160940360123
MR02055,2022-05-09 14:00:00-05:00,Short,12364.25,MISSED,,,3.650370222395669,0.16749337052827631
MR02056,2022-05-10 09:30:00-05:00,Short,12476.0,CAPTURED_OTHER_EXISTING,2022-05-10 15:00:00+00:00,S,3.8876062330369066,0.0
MR02057,2022-05-10 13:00:00-05:00,Short,12544.75,MISSED,,,3.1014339529781463,0.09373584877594922
MR02058,2022-05-11 09:30:00-05:00,Short,12439.75,MISSED,,,3.4284114419360465,0.15963778332739906
MR02059,2022-05-11 12:45:00-05:00,Long,12027.25,CAPTURED_OTHER_EXISTING,2022-05-11 18:45:00+00:00,L,2.559170869955562,1.1093745398711905
MR02060,2022-05-12 10:00:00-05:00,Short,12158.0,CAPTURED_OTHER_EXISTING,2022-05-12 14:45:00+00:00,S,3.719187972108927,0.2724014628009468
MR02061,2022-05-12 11:45:00-05:00,Short,12010.75,MISSED,,,3.1666013668054163,0.4667326277604355
MR02062,2022-05-12 13:30:00-05:00,Long,11714.25,MISSED,,,3.891942845132186,0.22686702011825807
MR02063,2022-05-13 11:00:00-05:00,Short,12455.75,CAPTURED_PHASE33,2022-05-13 17:00:00+00:00,RS,5.3676194666458406,0.13091754796697172
MR02064,2022-05-13 13:00:00-05:00,Long,12243.75,CAPTURED_OTHER_EXISTING,2022-05-13 19:00:00+00:00,L,4.84325017308541,0.36672129247905194
MR02065,2022-05-16 10:00:00-05:00,Long,12215.5,MISSED,,,2.827481425023872,0.790031574639023
MR02066,2022-05-16 12:00:00-05:00,Long,12242.25,MISSED,,,2.5267238637734546,0.901606312624008
MR02067,2022-05-16 13:30:00-05:00,Short,12428.25,CAPTURED_OTHER_EXISTING,2022-05-16 19:15:00+00:00,S,3.817052797937281,0.29407186424786447
MR02068,2022-05-17 13:15:00-05:00,Long,12397.5,MISSED,,,4.166601919006027,0.9442536837050108
MR02069,2022-05-19 10:30:00-05:00,Short,12102.0,MISSED,,,3.895195656877368,0.18678716015435332
MR02070,2022-05-19 12:00:00-05:00,Long,11876.0,CAPTURED_OTHER_EXISTING,2022-05-19 18:00:00+00:00,L,3.2727095305312117,0.2958888068699452
MR02071,2022-05-19 14:00:00-05:00,Short,12076.75,MISSED,,,2.218106858419278,0.16829993672831098
MR02072,2022-05-20 09:30:00-05:00,Short,11977.75,CAPTURED_OTHER_EXISTING,2022-05-20 15:00:00+00:00,S,11.133335307670272,0.23446562128925166
MR02073,2022-05-23 11:00:00-05:00,Short,12077.25,MISSED,,,2.4391772138668095,0.37868504690169646
MR02074,2022-05-23 12:15:00-05:00,Long,11942.5,MISSED,,,2.4387861233817993,0.33201296234158156
MR02075,2022-05-23 15:00:00-05:00,Short,12100.75,MISSED,,,5.74820933917322,0.2595965508013713
MR02076,2022-05-24 09:45:00-05:00,Long,11614.75,CAPTURED_OTHER_EXISTING,2022-05-24 16:15:00+00:00,L,5.147765054577833,0.4058403984936881
MR02077,2022-05-24 11:15:00-05:00,Short,11832.0,MISSED,,,2.2590847584495135,1.6520730643508907
MR02078,2022-05-24 12:00:00-05:00,Long,11668.0,MISSED,,,3.4243036591973275,0.26061072096546034
MR02079,2022-05-24 13:00:00-05:00,Short,11824.25,CAPTURED_PHASE33,2022-05-24 18:45:00+00:00,RS,2.462980282434559,1.662795444132087
MR02080,2022-05-24 13:45:00-05:00,Long,11675.25,MISSED,,,3.440794337666734,0.14078536569831154
MR02081,2022-05-25 13:00:00-05:00,Long,11795.75,CAPTURED_OTHER_EXISTING,2022-05-25 18:30:00+00:00,L,4.069564164139568,0.34014267640569523
MR02082,2022-05-25 14:00:00-05:00,Short,12061.25,CAPTURED_PHASE33,2022-05-25 19:30:00+00:00,RS,4.873892434686615,0.04603440316114867
MR02083,2022-05-26 13:15:00-05:00,Short,12357.25,CAPTURED_PHASE33,2022-05-26 20:00:00+00:00,RS,2.8226648327298376,0.6712434663199004
MR02084,2022-05-26 14:15:00-05:00,Long,12259.25,CAPTURED_OTHER_EXISTING,2022-05-26 19:45:00+00:00,L,2.7459723742091002,0.3615386824977499
MR02085,2022-05-30 11:30:00-05:00,Short,12861.0,MISSED,,,4.362384373220856,0.3706601101429485
MR02086,2022-05-31 12:15:00-05:00,Long,12684.25,MISSED,,,2.2845963793745687,1.7360521299732872
MR02087,2022-05-31 13:15:00-05:00,Short,12793.75,CAPTURED_OTHER_EXISTING,2022-05-31 18:45:00+00:00,S,3.3336213291784937,0.2114610544628149
MR02088,2022-05-31 13:45:00-05:00,Long,12627.0,MISSED,,,2.675313222427192,0.6064043304168302
MR02089,2022-06-01 09:45:00-05:00,Short,12690.75,CAPTURED_OTHER_EXISTING,2022-06-01 15:45:00+00:00,S,5.080628156731464,0.013494364294107474
MR02090,2022-06-01 11:45:00-05:00,Long,12480.0,CAPTURED_OTHER_EXISTING,2022-06-01 18:30:00+00:00,L,4.228532706498556,0.2287459733036313
MR02091,2022-06-01 14:15:00-05:00,Short,12689.75,MISSED,,,2.4181177473236497,0.6107616990662826
MR02092,2022-06-02 09:30:00-05:00,Long,12541.5,CAPTURED_OTHER_EXISTING,2022-06-02 14:45:00+00:00,L,5.4083073923164555,0.4939093508964799
MR02093,2022-06-02 14:15:00-05:00,Long,12833.5,MISSED,,,3.769984534208186,0.12063950509466195
MR02094,2022-06-03 10:15:00-05:00,Long,12528.25,CAPTURED_PHASE33,2022-06-03 15:45:00+00:00,RL,3.3505630988011164,0.15536885337182596
MR02095,2022-06-06 09:45:00-05:00,Short,12832.0,CAPTURED_OTHER_EXISTING,2022-06-06 15:15:00+00:00,S,9.592480032604007,0.5135368098262751
MR02096,2022-06-06 13:00:00-05:00,Short,12708.75,CAPTURED_PHASE33,2022-06-06 18:45:00+00:00,RS,3.361238102091429,0.14677895642320649
MR02097,2022-06-07 09:45:00-05:00,Short,12732.5,MISSED,,,2.988638835986578,0.2829888967100455
MR02098,2022-06-08 10:15:00-05:00,Short,12799.25,MISSED,,,4.862415582500977,0.4176791343153189
MR02099,2022-06-09 09:30:00-05:00,Short,12698.5,MISSED,,,2.7617740251914693,0.0068023990768262795
MR02100,2022-06-09 12:00:00-05:00,Short,12633.25,MISSED,,,5.671237116809207,0.09612266299676624
MR02101,2022-06-10 12:00:00-05:00,Long,11860.0,MISSED,,,2.780492186275361,0.07850801467130432
MR02102,2022-06-10 14:15:00-05:00,Short,11998.75,CAPTURED_OTHER_EXISTING,2022-06-10 19:45:00+00:00,S,7.196663224195311,0.19005272599107337
MR02103,2022-06-13 10:00:00-05:00,Long,11343.0,CAPTURED_PHASE33,2022-06-13 15:30:00+00:00,RL,4.921041652871342,0.1524829807931965
MR02104,2022-06-13 11:30:00-05:00,Short,11555.25,CAPTURED_OTHER_EXISTING,2022-06-13 17:00:00+00:00,S,2.8525595512998763,0.2725375367483958
MR02105,2022-06-14 09:30:00-05:00,Long,11265.25,MISSED,,,2.3755668067022877,0.1790628246258006
MR02106,2022-06-14 11:30:00-05:00,Long,11301.75,MISSED,,,2.900512798688832,0.18841913849750286
MR02107,2022-06-14 12:15:00-05:00,Short,11448.75,CAPTURED_OTHER_EXISTING,2022-06-14 17:45:00+00:00,S,3.7771446283897707,0.15062233180695406
MR02108,2022-06-14 14:15:00-05:00,Long,11230.25,CAPTURED_OTHER_EXISTING,2022-06-14 19:30:00+00:00,L,2.2353840724321525,0.07369398040985119
MR02109,2022-06-15 11:15:00-05:00,Short,11563.25,CAPTURED_OTHER_EXISTING,2022-06-15 16:45:00+00:00,S,5.705946619119561,2.8040143292085205
MR02110,2022-06-15 11:45:00-05:00,Long,11479.0,CAPTURED_PHASE33,2022-06-15 17:15:00+00:00,RL,8.977808432788766,4.158142853081113
MR02111,2022-06-16 09:45:00-05:00,Long,11120.75,CAPTURED_PHASE33,2022-06-16 15:15:00+00:00,RL,2.501397523344526,0.10288524517612445
MR02112,2022-06-16 12:15:00-05:00,Short,11226.75,CAPTURED_OTHER_EXISTING,2022-06-16 17:45:00+00:00,S,3.644343102974216,0.36629683658514267
MR02113,2022-06-16 13:45:00-05:00,Long,11060.5,MISSED,,,2.9000915008401194,0.1614750278864209
