signal_id,marker_bar_timestamp,signal_type,direction,entry_price,stop,target,realized_R
P41_05415,2022-08-01 13:00:00-05:00,MRL,Long,12945.25,12911.56313499735,13012.6237300053,1.0389806233749177
P41_05416,2022-08-01 17:30:00-05:00,MRL,Long,12949.75,12926.037366684279,12997.175266631444,-0.06325741979088684
P41_05417,2022-08-01 19:30:00-05:00,MRL,Long,12928.25,12910.351254468593,12964.047491062815,-1.0
P41_05418,2022-08-02 02:30:00-05:00,MRL,Long,12870.75,12856.399822682099,12899.450354635805,-1.0
P41_05419,2022-08-02 03:15:00-05:00,MRL,Long,12871.25,12856.563173444814,12900.623653110373,-1.0
P41_05420,2022-08-02 04:15:00-05:00,MRL,Long,12856.25,12842.122064615194,12884.50587076961,-1.0
P41_05421,2022-08-02 05:30:00-05:00,MRL,Long,12829.0,12813.724642470714,12859.55071505857,2.0
P41_05422,2022-08-02 05:45:00-05:00,MRL,Long,12835.25,12820.342525151378,12865.064949697244,2.0
P41_05423,2022-08-02 10:00:00-05:00,MRS,Short,12930.25,12961.996220070248,12866.757559859503,-1.0
P41_05424,2022-08-03 01:15:00-05:00,MRS,Short,12937.5,12949.567618997036,12913.364762005927,2.0
P41_05425,2022-08-03 07:45:00-05:00,MRS,Short,12992.0,13007.545041110534,12960.909917778932,-1.0
P41_05426,2022-08-03 14:00:00-05:00,MRS,Short,13267.5,13292.56980468098,13217.360390638041,-1.0
P41_05427,2022-08-04 02:30:00-05:00,MRS,Short,13249.5,13260.124086909287,13228.251826181426,-1.0
P41_05428,2022-08-04 05:45:00-05:00,MRS,Short,13327.0,13339.908041380517,13301.183917238968,2.0
P41_05429,2022-08-04 10:30:00-05:00,MRL,Long,13229.0,13197.36133122191,13292.277337556183,2.0
P41_05430,2022-08-04 18:15:00-05:00,MRS,Short,13328.5,13345.367029852912,13294.765940294175,-0.7262689463898153
P41_05431,2022-08-04 20:15:00-05:00,MRS,Short,13353.75,13367.22861304982,13326.79277390036,-1.0
P41_05432,2022-08-04 21:00:00-05:00,MRS,Short,13359.0,13371.6478727662,13333.7042544676,-1.0
P41_05433,2022-08-04 21:45:00-05:00,MRS,Short,13362.75,13374.22838519218,13339.79322961564,-0.10890033563707387
P41_05434,2022-08-05 02:15:00-05:00,MRL,Long,13345.25,13336.48252032433,13362.784959351337,-1.0
P41_05435,2022-08-05 04:00:00-05:00,MRL,Long,13316.0,13306.430438359317,13335.139123281366,-1.0
P41_05436,2022-08-05 05:30:00-05:00,MRL,Long,13299.75,13289.582309453956,13320.085381092089,-1.0
P41_05437,2022-08-05 06:15:00-05:00,MRL,Long,13305.25,13293.860589967326,13328.02882006535,2.0
P41_05438,2022-08-05 08:45:00-05:00,MRL,Long,13173.75,13145.368900611604,13230.512198776793,2.0
P41_05439,2022-08-05 11:15:00-05:00,MRL,Long,13160.5,13126.070901655738,13229.358196688525,-1.0
P41_05440,2022-08-05 12:30:00-05:00,MRS,Short,13209.75,13242.164887861152,13144.920224277696,2.0
P41_05441,2022-08-05 13:45:00-05:00,MRL,Long,13158.75,13128.06051476202,13220.128970475958,2.0
P41_05442,2022-08-05 14:00:00-05:00,MRL,Long,13174.0,13143.77494227902,13234.450115441961,0.8188569970147682
P41_05443,2022-08-07 22:30:00-05:00,MRS,Short,13210.0,13221.956143728132,13186.087712543736,-0.16727801584503707
P41_05444,2022-08-07 23:30:00-05:00,MRS,Short,13212.0,13222.305874727175,13191.38825054565,-1.0
P41_05445,2022-08-08 00:30:00-05:00,MRS,Short,13231.5,13242.802403961445,13208.89519207711,-1.0
P41_05446,2022-08-08 02:30:00-05:00,MRS,Short,13269.25,13281.760581209423,13244.228837581155,-1.0
P41_05447,2022-08-08 03:00:00-05:00,MRS,Short,13270.5,13283.614672063226,13244.270655873546,-1.0
P41_05448,2022-08-08 09:00:00-05:00,MRS,Short,13372.5,13399.780795634739,13317.938408730522,2.0
P41_05449,2022-08-08 11:30:00-05:00,MRL,Long,13191.0,13155.557606035632,13261.884787928737,0.08464439515615171
P41_05450,2022-08-08 13:15:00-05:00,MRL,Long,13150.25,13117.01787299525,13216.714254009503,-1.0
P41_05451,2022-08-08 14:00:00-05:00,MRL,Long,13149.75,13118.933246891604,13211.383506216793,1.2493204545131222
P41_05452,2022-08-08 14:15:00-05:00,MRL,Long,13151.75,13120.938014970776,13213.37397005845,1.0628980888098227
P41_05453,2022-08-08 18:45:00-05:00,MRS,Short,13212.75,13230.483688364775,13177.28262327045,1.0573096591255848
P41_05454,2022-08-09 01:45:00-05:00,MRL,Long,13192.25,13182.194295539806,13212.361408920386,2.0
P41_05455,2022-08-09 05:45:00-05:00,MRL,Long,13107.5,13093.437767749,13135.624464502003,-1.0
P41_05456,2022-08-09 09:15:00-05:00,MRL,Long,13017.5,12993.887956259909,13064.724087480183,-1.0
P41_05457,2022-08-09 09:30:00-05:00,MRL,Long,13022.0,12998.145959384201,13069.708081231598,-1.0
P41_05458,2022-08-09 10:00:00-05:00,MRL,Long,13029.0,13002.867243040459,13081.265513919083,-1.0
P41_05459,2022-08-09 11:45:00-05:00,MRL,Long,12976.5,12951.701332226656,13026.097335546689,1.5928275002924719
P41_05460,2022-08-09 12:00:00-05:00,MRL,Long,12988.5,12963.905701353322,13037.688597293354,1.1283102803075542
P41_05461,2022-08-09 22:00:00-05:00,MRL,Long,13014.25,13002.806218950409,13037.137562099184,-1.0
P41_05462,2022-08-10 03:45:00-05:00,MRS,Short,13080.0,13092.442362491289,13055.115275017424,-1.0
P41_05463,2022-08-10 04:00:00-05:00,MRS,Short,13078.5,13091.245586599054,13053.008826801894,2.0
P41_05464,2022-08-10 04:30:00-05:00,MRS,Short,13069.0,13081.046896098163,13044.906207803673,1.8261965423072026
P41_05465,2022-08-10 07:15:00-05:00,MRS,Short,13083.75,13098.188870406722,13054.872259186555,-1.0
P41_05466,2022-08-10 07:45:00-05:00,MRS,Short,13319.5,13348.092061728246,13262.31587654351,2.0
P41_05467,2022-08-10 08:00:00-05:00,MRS,Short,13303.5,13331.6435216048,13247.212956790401,-1.0
P41_05468,2022-08-10 11:00:00-05:00,MRS,Short,13347.75,13378.645586312326,13285.958827375347,0.11328478976311125
P41_05469,2022-08-10 13:00:00-05:00,MRS,Short,13351.0,13377.292480135977,13298.415039728046,0.02852526639256636
P41_05470,2022-08-10 23:00:00-05:00,MRS,Short,13437.25,13447.743655671908,13416.262688656185,0.8338371558564339
P41_05471,2022-08-11 02:15:00-05:00,MRS,Short,13445.5,13457.083750079497,13422.332499841004,2.0
P41_05472,2022-08-11 06:00:00-05:00,MRL,Long,13412.5,13399.427312873337,13438.645374253329,2.0
P41_05473,2022-08-11 08:30:00-05:00,MRS,Short,13473.75,13491.15505604587,13438.93988790826,-1.0
P41_05474,2022-08-11 09:15:00-05:00,MRS,Short,13515.5,13537.286273007572,13471.927453984857,-1.0
P41_05475,2022-08-11 11:15:00-05:00,MRL,Long,13399.75,13371.488036734538,13456.273926530926,0.22999109930707526
P41_05476,2022-08-11 18:00:00-05:00,MRL,Long,13321.25,13303.435093959179,13356.879812081643,0.19646469041037798
P41_05477,2022-08-11 18:15:00-05:00,MRL,Long,13325.75,13308.819194390666,13359.611611218668,-0.04429795116107796
P41_05478,2022-08-11 23:00:00-05:00,MRS,Short,13335.5,13345.669107628848,13315.161784742304,-0.41793244354535125
P41_05479,2022-08-12 06:45:00-05:00,MRL,Long,13356.5,13343.571879638106,13382.356240723788,2.0
P41_05480,2022-08-12 07:30:00-05:00,MRS,Short,13372.5,13385.595214262055,13346.30957147589,-1.0
P41_05481,2022-08-12 10:45:00-05:00,MRS,Short,13449.0,13473.453382045602,13400.093235908795,-1.0
P41_05482,2022-08-12 11:45:00-05:00,MRS,Short,13473.25,13495.968861792078,13427.812276415845,-1.0
P41_05483,2022-08-12 15:15:00-05:00,MRS,Short,13563.5,13579.478864760647,13531.542270478707,1.2047163730560915
P41_05484,2022-08-15 03:15:00-05:00,MRL,Long,13514.0,13504.227653766286,13533.54469246743,-1.0
P41_05485,2022-08-15 07:00:00-05:00,MRL,Long,13519.5,13508.65694507927,13541.186109841461,2.0
P41_05486,2022-08-15 09:45:00-05:00,MRS,Short,13549.5,13570.869228684463,13506.761542631073,-1.0
P41_05487,2022-08-15 14:45:00-05:00,MRS,Short,13677.25,13695.854363486877,13640.041273026247,0.3493804023225565
P41_05488,2022-08-15 21:30:00-05:00,MRS,Short,13660.5,13670.06778625179,13641.36442749642,-1.0
P41_05489,2022-08-16 04:45:00-05:00,MRL,Long,13646.75,13636.023515199897,13668.202969600206,-1.0
P41_05490,2022-08-16 05:15:00-05:00,MRL,Long,13643.0,13632.067469738688,13664.865060522627,2.0
P41_05491,2022-08-16 06:30:00-05:00,MRS,Short,13660.0,13670.866593943025,13638.266812113949,-1.0
P41_05492,2022-08-16 06:45:00-05:00,MRS,Short,13656.25,13666.755587232808,13635.238825534381,-1.0
P41_05493,2022-08-16 11:15:00-05:00,MRS,Short,13643.0,13664.294188085756,13600.411623828488,-1.0
P41_05494,2022-08-16 14:00:00-05:00,MRL,Long,13603.25,13577.848488667,13654.053022666001,2.0
P41_05495,2022-08-17 00:15:00-05:00,MRS,Short,13651.5,13659.854813543789,13634.790372912425,-1.0
P41_05496,2022-08-17 00:30:00-05:00,MRS,Short,13649.0,13657.200005433517,13632.599989132965,-1.0
P41_05497,2022-08-17 01:45:00-05:00,MRL,Long,13629.0,13619.307968210926,13648.384063578149,-1.0
P41_05498,2022-08-17 02:15:00-05:00,MRL,Long,13625.0,13614.37970218187,13646.24059563626,-1.0
P41_05499,2022-08-17 03:00:00-05:00,MRL,Long,13598.75,13586.945592453923,13622.358815092151,-1.0
P41_05500,2022-08-17 05:45:00-05:00,MRL,Long,13545.0,13532.094864831064,13570.810270337872,-1.0
P41_05501,2022-08-17 10:15:00-05:00,MRL,Long,13454.5,13427.411529076575,13508.67694184685,-1.0
P41_05502,2022-08-17 13:45:00-05:00,MRS,Short,13537.75,13568.478808530112,13476.292382939775,-1.0
P41_05503,2022-08-17 19:30:00-05:00,MRL,Long,13441.75,13425.287359502607,13474.675280994787,1.017455249821697
P41_05504,2022-08-18 02:15:00-05:00,MRL,Long,13433.25,13420.066017226076,13459.61796554785,0.4171728751707691
P41_05505,2022-08-18 05:30:00-05:00,MRS,Short,13498.25,13511.150569536625,13472.448860926752,-1.0
P41_05506,2022-08-18 07:15:00-05:00,MRS,Short,13520.5,13534.033936411064,13493.43212717787,2.0
P41_05507,2022-08-18 10:45:00-05:00,MRS,Short,13547.5,13571.734417902291,13499.031164195418,2.0
P41_05508,2022-08-18 11:00:00-05:00,MRS,Short,13538.5,13562.382852337842,13490.734295324317,2.0
P41_05509,2022-08-18 13:15:00-05:00,MRS,Short,13530.0,13553.599908684846,13482.80018263031,-1.0
P41_05510,2022-08-18 14:30:00-05:00,MRS,Short,13546.75,13568.896343451244,13502.45731309751,0.6321585335665432
P41_05511,2022-08-18 18:15:00-05:00,MRL,Long,13518.25,13503.963757926662,13546.822484146674,-1.0
P41_05512,2022-08-19 02:15:00-05:00,MRL,Long,13441.75,13430.904234641082,13463.441530717833,-1.0
P41_05513,2022-08-19 03:45:00-05:00,MRL,Long,13389.25,13376.077982705865,13415.594034588268,-0.1708166600268538
P41_05514,2022-08-19 04:00:00-05:00,MRL,Long,13392.5,13379.612591084018,13418.274817831963,-1.0
P41_05515,2022-08-19 06:00:00-05:00,MRL,Long,13373.25,13358.587968860746,13402.574062278509,-1.0
P41_05516,2022-08-19 06:30:00-05:00,MRL,Long,13374.0,13359.390901721765,13403.21819655647,-1.0
P41_05517,2022-08-19 06:45:00-05:00,MRL,Long,13383.25,13368.70673017021,13412.33653965958,-1.0
P41_05518,2022-08-19 09:30:00-05:00,MRL,Long,13292.25,13270.82790847637,13335.09418304726,-1.0
P41_05519,2022-08-19 10:15:00-05:00,MRL,Long,13257.0,13235.325998514061,13300.348002971876,0.2537602483587689
P41_05520,2022-08-19 10:30:00-05:00,MRL,Long,13265.0,13243.240212905914,13308.51957418817,1.1489083000630675
P41_05521,2022-08-19 13:30:00-05:00,MRL,Long,13257.5,13236.760695637937,13298.978608724125,-1.0
P41_05522,2022-08-21 17:15:00-05:00,MRL,Long,13190.25,13170.811187086732,13229.127625826533,0.06430433821125432
P41_05523,2022-08-21 19:00:00-05:00,MRL,Long,13180.75,13164.718471566883,13212.813056866233,0.15594271066729548
P41_05524,2022-08-21 22:00:00-05:00,MRS,Short,13208.25,13220.187471671701,13184.375056656596,1.089007819873347
P41_05525,2022-08-22 01:15:00-05:00,MRL,Long,13164.75,13154.061455373849,13186.1270892523,-1.0
P41_05526,2022-08-22 01:45:00-05:00,MRL,Long,13159.25,13148.09858907235,13181.5528218553,-1.0
P41_05527,2022-08-22 02:00:00-05:00,MRL,Long,13166.75,13154.761189852896,13190.727620294207,-1.0
P41_05528,2022-08-22 03:45:00-05:00,MRL,Long,13063.0,13047.054337867254,13094.89132426549,-1.0
P41_05529,2022-08-22 09:30:00-05:00,MRL,Long,12978.75,12957.002273955086,13022.24545208983,-1.0
P41_05530,2022-08-22 10:30:00-05:00,MRL,Long,12963.5,12940.607069877946,13009.285860244108,-0.10920402004772824
P41_05531,2022-08-22 20:00:00-05:00,MRL,Long,12926.75,12913.500272157104,12953.249455685795,-0.3584979296421097
P41_05532,2022-08-23 00:30:00-05:00,MRL,Long,12887.75,12877.07684105541,12909.09631788918,-1.0
P41_05533,2022-08-23 01:45:00-05:00,MRL,Long,12842.0,12828.000064813928,12869.999870372143,2.0
P41_05534,2022-08-23 03:15:00-05:00,MRS,Short,12938.0,12956.091805511727,12901.816388976546,1.1607465040671627
P41_05535,2022-08-23 03:30:00-05:00,MRS,Short,12942.25,12959.946855118033,12906.856289763935,1.4268071830611115
P41_05536,2022-08-23 03:45:00-05:00,MRS,Short,12932.25,12949.620294038172,12897.509411923655,-0.6332650429420817
P41_05537,2022-08-23 04:00:00-05:00,MRS,Short,12927.25,12944.236701606875,12893.27659678625,-1.0
P41_05538,2022-08-23 09:30:00-05:00,MRS,Short,12944.25,12975.207984279552,12882.334031440896,2.0
P41_05539,2022-08-23 15:15:00-05:00,MRL,Long,12888.0,12865.038963359018,12933.922073281963,0.09799209134940083
P41_05540,2022-08-23 17:00:00-05:00,MRL,Long,12889.25,12869.32367529146,12929.102649417082,0.31365543277135716
P41_05541,2022-08-23 21:45:00-05:00,MRL,Long,12833.25,12820.64762993812,12858.454740123761,0.21821292237069512
P41_05542,2022-08-23 22:00:00-05:00,MRL,Long,12837.0,12824.708513513968,12861.582972972064,-1.0
P41_05543,2022-08-24 00:00:00-05:00,MRS,Short,12862.0,12873.30136116395,12839.397277672097,-1.0
P41_05544,2022-08-24 00:45:00-05:00,MRS,Short,12869.5,12880.207850028135,12848.08429994373,-1.0
P41_05545,2022-08-24 07:15:00-05:00,MRS,Short,12910.75,12925.04669105547,12882.156617889063,2.0
P41_05546,2022-08-24 09:30:00-05:00,MRS,Short,12907.75,12929.86440396473,12863.521192070539,-1.0
P41_05547,2022-08-24 11:15:00-05:00,MRS,Short,12974.75,12996.480908310625,12931.288183378749,2.0
P41_05548,2022-08-24 19:00:00-05:00,MRL,Long,12928.5,12915.069428600758,12955.361142798483,2.0
P41_05549,2022-08-24 20:00:00-05:00,MRS,Short,12952.0,12964.267438690487,12927.465122619027,-1.0
P41_05550,2022-08-25 00:15:00-05:00,MRS,Short,12971.25,12980.115362524833,12953.519274950333,-1.0
P41_05551,2022-08-25 02:00:00-05:00,MRS,Short,13049.75,13063.972233288068,13021.305533423863,-1.0
P41_05552,2022-08-25 05:00:00-05:00,MRL,Long,12999.75,12985.667673003316,13027.91465399337,2.0
P41_05553,2022-08-25 05:15:00-05:00,MRL,Long,13013.25,12999.075339217365,13041.599321565272,1.410968509701498
P41_05554,2022-08-25 07:45:00-05:00,MRL,Long,12999.25,12983.893440732307,13029.963118535388,-1.0
P41_05555,2022-08-25 18:45:00-05:00,MRS,Short,13136.75,13151.007267243198,13108.235465513606,-0.35069834314747605
P41_05556,2022-08-25 20:30:00-05:00,MRS,Short,13134.0,13146.082145974233,13109.835708051536,-0.289683637945159
P41_05557,2022-08-26 01:15:00-05:00,MRL,Long,13109.75,13101.826716495842,13125.596567008315,2.0
P41_05558,2022-08-26 01:45:00-05:00,MRL,Long,13120.25,13112.289362692843,13136.171274614313,-1.0
P41_05559,2022-08-26 03:30:00-05:00,MRL,Long,13102.0,13090.836765572047,13124.326468855907,-1.0
P41_05560,2022-08-26 05:00:00-05:00,MRL,Long,13077.5,13066.200809655675,13100.09838068865,-1.0
P41_05561,2022-08-26 05:15:00-05:00,MRL,Long,13083.5,13072.097180394554,13106.30563921089,-1.0
P41_05562,2022-08-26 06:00:00-05:00,MRL,Long,13078.75,13067.051432334853,13102.147135330293,2.0
P41_05563,2022-08-26 08:30:00-05:00,MRS,Short,13128.5,13150.04897152941,13085.402056941179,2.0
P41_05564,2022-08-26 11:30:00-05:00,MRL,Long,12774.0,12733.675594029937,12854.648811940124,-0.737766602738976
P41_05565,2022-08-28 17:30:00-05:00,MRL,Long,12489.25,12458.87380866403,12550.00238267194,-1.0
P41_05566,2022-08-28 19:15:00-05:00,MRL,Long,12433.5,12407.897766503755,12484.70446699249,-1.0
P41_05567,2022-08-29 07:45:00-05:00,MRS,Short,12486.75,12505.493288713327,12449.263422573347,-1.0
P41_05568,2022-08-29 08:45:00-05:00,MRS,Short,12525.5,12552.128786025129,12472.242427949745,-1.0
P41_05569,2022-08-29 12:45:00-05:00,MRS,Short,12566.25,12599.738236423258,12499.273527153484,0.6196205657933267
P41_05570,2022-08-29 21:15:00-05:00,MRL,Long,12492.25,12475.48957291167,12525.77085417666,0.8651330854269295
P41_05571,2022-08-29 21:30:00-05:00,MRL,Long,12496.25,12479.88317484655,12528.983650306898,1.3289077017735629
P41_05572,2022-08-29 23:45:00-05:00,MRS,Short,12541.75,12555.741162021628,12513.767675956744,0.23228949782556035
P41_05573,2022-08-30 03:45:00-05:00,MRS,Short,12624.0,12641.306003132657,12589.387993734686,-0.23113366901291363
P41_05574,2022-08-30 04:00:00-05:00,MRS,Short,12615.0,12631.967181480324,12581.065637039352,-1.0
P41_05575,2022-08-30 05:30:00-05:00,MRS,Short,12628.25,12643.74048819527,12597.269023609459,0.91991936085984
P41_05576,2022-08-30 08:00:00-05:00,MRL,Long,12567.75,12550.953069562649,12601.3438608747,-1.0
P41_05577,2022-08-30 21:45:00-05:00,MRS,Short,12410.25,12425.708725968772,12379.332548062457,-1.0
P41_05578,2022-08-31 03:30:00-05:00,MRL,Long,12391.5,12373.069408918394,12428.36118216321,-1.0
P41_05579,2022-08-31 04:30:00-05:00,MRL,Long,12375.25,12356.574915415928,12412.600169168145,2.0
P41_05580,2022-08-31 06:00:00-05:00,MRS,Short,12423.75,12444.681884494099,12381.886231011802,-1.0
P41_05581,2022-08-31 06:15:00-05:00,MRS,Short,12428.75,12449.847464173092,12386.555071653816,-1.0
P41_05582,2022-08-31 10:15:00-05:00,MRL,Long,12323.5,12289.630891021709,12391.238217956581,2.0
P41_05583,2022-08-31 12:00:00-05:00,MRL,Long,12347.5,12314.590794696127,12413.318410607746,-1.0
P41_05584,2022-08-31 12:45:00-05:00,MRL,Long,12305.25,12273.038324871499,12369.673350257004,-1.0
P41_05585,2022-08-31 13:00:00-05:00,MRL,Long,12323.0,12290.973087380677,12387.053825238647,-1.0
P41_05586,2022-09-01 06:45:00-05:00,MRS,Short,12199.25,12217.239022798805,12163.271954402391,2.0
P41_05587,2022-09-01 07:00:00-05:00,MRS,Short,12195.25,12212.904985456033,12159.940029087935,2.0
P41_05588,2022-09-01 07:15:00-05:00,MRS,Short,12188.5,12206.099272209172,12153.301455581653,-1.0
P41_05589,2022-09-01 10:00:00-05:00,MRL,Long,12079.5,12046.206660240383,12146.086679519232,-1.0
P41_05590,2022-09-02 00:00:00-05:00,MRS,Short,12287.0,12299.832310585045,12261.33537882991,2.0
P41_05591,2022-09-02 05:45:00-05:00,MRL,Long,12252.0,12236.97430181147,12282.05139637706,-1.0
P41_05592,2022-09-02 10:30:00-05:00,MRS,Short,12388.5,12425.169333899214,12315.161332201575,-1.0
P41_05593,2022-09-02 13:15:00-05:00,MRL,Long,12137.5,12095.505119735099,12221.489760529803,-1.0
P41_05594,2022-09-02 13:30:00-05:00,MRL,Long,12143.25,12102.35296832545,12225.044063349102,-1.0
P41_05595,2022-09-05 07:15:00-05:00,MRL,Long,12063.75,12048.494213740747,12094.261572518504,2.0
P41_05596,2022-09-05 10:00:00-05:00,MRS,Short,12134.0,12148.848293231824,12104.303413536354,-1.0
P41_05597,2022-09-05 17:45:00-05:00,MRS,Short,12161.75,12177.988164999942,12129.273670000115,1.3548328890658519
P41_05598,2022-09-05 18:00:00-05:00,MRS,Short,12149.5,12165.609546071375,12117.28090785725,-0.09311249326046092
P41_05599,2022-09-05 18:15:00-05:00,MRS,Short,12145.0,12160.494578494849,12114.010843010303,-1.0
P41_05600,2022-09-05 20:15:00-05:00,MRS,Short,12202.5,12218.798503742897,12169.902992514204,2.0
P41_05601,2022-09-05 20:30:00-05:00,MRS,Short,12190.0,12206.098610618405,12157.802778763189,-0.12423432353307846
P41_05602,2022-09-06 00:15:00-05:00,MRL,Long,12151.0,12137.740609253971,12177.518781492057,2.0
P41_05603,2022-09-06 03:15:00-05:00,MRL,Long,12176.0,12158.821957584496,12210.35608483101,0.6840127481228351
P41_05604,2022-09-06 06:45:00-05:00,MRL,Long,12173.25,12155.03714456854,12209.675710862923,-1.0
P41_05605,2022-09-06 09:15:00-05:00,MRL,Long,11986.0,11953.34802343616,12051.30395312768,2.0
P41_05606,2022-09-06 09:30:00-05:00,MRL,Long,12042.5,12006.849950333577,12113.800099332848,2.0
P41_05607,2022-09-06 11:30:00-05:00,MRL,Long,12063.0,12021.398842844887,12146.202314310227,-1.0
P41_05608,2022-09-06 12:45:00-05:00,MRL,Long,12000.0,11960.418588830002,12079.162822339998,0.18948288548349373
P41_05609,2022-09-06 14:45:00-05:00,MRL,Long,12013.75,11975.652179961287,12089.945640077423,-0.039372331500223096
P41_05610,2022-09-06 15:45:00-05:00,MRL,Long,12012.25,11981.173929140836,12074.402141718328,-0.008044775066094864
P41_05611,2022-09-06 20:00:00-05:00,MRL,Long,11937.0,11913.849280890447,11983.301438219107,0.4967448287709829
P41_05612,2022-09-06 20:15:00-05:00,MRL,Long,11942.5,11920.17254654113,11987.154906917742,0.7613944882391404
P41_05613,2022-09-06 22:15:00-05:00,MRL,Long,11950.25,11931.4328228403,11987.8843543194,-0.2524289355245526
P41_05614,2022-09-07 00:45:00-05:00,MRS,Short,11981.5,11996.8493955314,11950.801208937199,-1.0
P41_05615,2022-09-07 01:45:00-05:00,MRS,Short,11996.25,12012.421239477622,11963.907521044755,-1.0
P41_05616,2022-09-07 03:15:00-05:00,MRS,Short,12034.0,12053.633055783816,11994.73388843237,-1.0
P41_05617,2022-09-07 03:30:00-05:00,MRS,Short,12032.0,12051.2619446564,11993.476110687201,-1.0
P41_05618,2022-09-07 06:45:00-05:00,MRL,Long,12000.5,11982.246499079742,12037.007001840515,-1.0
P41_05619,2022-09-07 07:45:00-05:00,MRL,Long,12004.0,11984.804645465862,12042.390709068277,2.0
P41_05620,2022-09-07 08:45:00-05:00,MRS,Short,12070.5,12094.225596648519,12023.04880670296,2.0
P41_05621,2022-09-07 09:00:00-05:00,MRS,Short,12036.25,12061.267518316483,11986.214963367034,-1.0
P41_05622,2022-09-07 10:15:00-05:00,MRS,Short,12119.25,12148.57156951583,12060.606860968339,-1.0
P41_05623,2022-09-07 10:30:00-05:00,MRS,Short,12110.25,12139.432528836129,12051.884942327744,-1.0
P41_05624,2022-09-07 11:00:00-05:00,MRS,Short,12127.75,12156.57256312911,12070.104873741779,-1.0
P41_05625,2022-09-07 14:45:00-05:00,MRS,Short,12254.0,12282.425143438179,12197.149713123645,-0.052770182260025084
P41_05626,2022-09-07 20:30:00-05:00,MRS,Short,12270.0,12285.749606968053,12238.500786063893,0.9206578951088732
P41_05627,2022-09-08 02:45:00-05:00,MRL,Long,12239.5,12224.838961044774,12268.822077910452,-1.0
P41_05628,2022-09-08 03:00:00-05:00,MRL,Long,12238.0,12223.14064239872,12267.718715202562,0.8916939988615314
P41_05629,2022-09-08 03:15:00-05:00,MRL,Long,12244.75,12229.800239370239,12274.649521259522,0.5016802733997893
P41_05630,2022-09-08 03:30:00-05:00,MRL,Long,12249.0,12234.421650843793,12278.156698312414,-0.22293333526150957
P41_05631,2022-09-08 08:30:00-05:00,MRL,Long,12207.25,12182.848835986666,12256.052328026666,2.0
P41_05632,2022-09-08 10:45:00-05:00,MRS,Short,12308.25,12340.320791702683,12244.108416594634,2.0
P41_05633,2022-09-08 17:00:00-05:00,MRS,Short,12330.25,12357.891644178797,12274.966711642406,-0.2532410863377506
P41_05634,2022-09-08 18:45:00-05:00,MRS,Short,12342.75,12361.888096795441,12304.473806409116,-1.0
P41_05635,2022-09-08 20:15:00-05:00,MRS,Short,12365.5,12382.159783714442,12332.180432571115,-0.6902850719502773
P41_05636,2022-09-08 22:00:00-05:00,MRS,Short,12365.25,12378.399996482514,12338.950007034971,-1.0
P41_05637,2022-09-09 04:30:00-05:00,MRS,Short,12440.0,12454.516736432364,12410.96652713527,-1.0
P41_05638,2022-09-09 12:30:00-05:00,MRS,Short,12574.5,12598.467156818077,12526.565686363847,0.5319779937511598
P41_05639,2022-09-11 17:15:00-05:00,MRS,Short,12635.25,12655.75014659677,12594.249706806459,0.4268262160319506
P41_05640,2022-09-11 17:30:00-05:00,MRS,Short,12634.5,12654.01799326843,12595.464013463139,0.4354955903047952
P41_05641,2022-09-11 17:45:00-05:00,MRS,Short,12632.5,12651.507779463542,12594.484441072915,0.44718532305698105
P41_05642,2022-09-11 18:00:00-05:00,MRS,Short,12632.0,12650.051866644717,12595.896266710564,1.7726698645518502
P41_05643,2022-09-11 22:00:00-05:00,MRL,Long,12583.25,12570.088206778843,12609.573586442313,-1.0
P41_05644,2022-09-12 02:00:00-05:00,MRS,Short,12626.25,12638.844796034451,12601.060407931098,-1.0
P41_05645,2022-09-12 02:45:00-05:00,MRS,Short,12640.5,12653.926709871606,12613.646580256787,-1.0
P41_05646,2022-09-12 03:00:00-05:00,MRS,Short,12628.25,12642.07033773792,12600.60932452416,-1.0
P41_05647,2022-09-12 04:15:00-05:00,MRS,Short,12672.25,12686.007798968112,12644.734402063777,2.0
P41_05648,2022-09-12 04:45:00-05:00,MRS,Short,12658.25,12671.451877681688,12631.846244636625,1.0604552123232454
P41_05649,2022-09-12 09:45:00-05:00,MRS,Short,12695.0,12715.431784457025,12654.13643108595,-1.0
P41_05650,2022-09-12 17:00:00-05:00,MRS,Short,12759.75,12778.940379015956,12721.369241968088,0.026054722503618257
P41_05651,2022-09-12 17:15:00-05:00,MRS,Short,12755.75,12774.118744800531,12719.012510398938,-0.23137128019096756
P41_05652,2022-09-12 23:45:00-05:00,MRL,Long,12740.75,12732.03340720469,12758.183185590622,2.0
P41_05653,2022-09-13 01:30:00-05:00,MRS,Short,12782.75,12792.85992085166,12762.53015829668,-1.0
P41_05654,2022-09-13 02:00:00-05:00,MRS,Short,12763.5,12774.537061856789,12741.425876286423,-1.0
P41_05655,2022-09-13 07:00:00-05:00,MRS,Short,12817.5,12829.2578149965,12793.984370007003,-1.0
P41_05656,2022-09-13 07:15:00-05:00,MRS,Short,12825.5,12838.801899639606,12798.896200720788,-1.0
P41_05657,2022-09-13 10:30:00-05:00,MRL,Long,12194.5,12156.412599811943,12270.674800376113,0.4594695335883759
P41_05658,2022-09-13 15:30:00-05:00,MRL,Long,12031.0,12002.753999537292,12087.492000925417,1.04439564953444
